event_id	statement_id	locus	surface	card_no	component_parse	invariant_card_reading_de	primitive	minimum_source_clause_de	visible_owner_de	owner_id	terminal	global_flow_direction
E116	B1-S002	f81v.7	daiin	PROC009	AIIN	Maß	METER_CHECK	Maß	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E117	B1-S002	f81v.7	qokeedal	PROC074	OK+EE+AL	ansetzen · länger · Zielstelle	HOLD_STATE	ansetzen länger Zielstelle	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E118	B1-S002	f81v.7	daiin	PROC009	AIIN	Maß	METER_CHECK	Maß	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E119	B1-S002	f81v.7	chckhy	PROC075	CKH+Y	Durchlass · dies	MOVE_PASS	Durchlass dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E120	B1-S002	f81v.7	schedy	PROC076	CHD+DY	umsetzen · Schluss	MOVE_PASS>CLOSE	umsetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E121	B1-S003	f81v.7	qol	PROC013	OL	fortsetzen	CONTINUE_USE	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E122	B1-S003	f81v.17	sshkchdy	PROC077	SH+K+CHD+DY	halten · zuführen · umsetzen · Schluss	HOLD_STATE>CLOSE	halten zuführen umsetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E123	B1-S004	f81v.17	chedy	PROC042	CHD+Y	umsetzen · dies	MOVE_PASS	umsetzen dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E124	B1-S004	f81v.17	ol	PROC013	OL	fortsetzen	CONTINUE_USE	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E125	B1-S004	f81v.17	shedy	PROC078	SHED+DY	absetzen · Schluss	HOLD_STATE>CLOSE	absetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E126	B1-S005	f81v.17	qolchedy	PROC079	OL+CHD+DY	fortsetzen · umsetzen · Schluss	MOVE_PASS>CLOSE	fortsetzen umsetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E127	B1-S006	f81v.17	qokain	PROC080	OK+AIN	ansetzen · Portion	ACTIVATE_CHARGE	ansetzen Portion	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E128	B1-S006	f81v.17	shckhy	PROC075	CKH+Y	Durchlass · dies	MOVE_PASS	Durchlass dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E129	B1-S006	f81v.17	dl	PROC072	L	führen	MOVE_PASS	führen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E130	B1-S006	f81v.17	ral	PROC081	R+AL	abkühlen · Zielstelle	HOLD_STATE	abkühlen Zielstelle	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E131	B1-S007	f81v.18	qokchdy	PROC082	OK+CHD+DY	ansetzen · umsetzen · Schluss	ACTIVATE_CHARGE>CLOSE	ansetzen umsetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E132	B1-S008	f81v.18	chey	PROC019	Y	dies	CONTINUE_USE	dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E133	B1-S008	f81v.18	ol	PROC013	OL	fortsetzen	CONTINUE_USE	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E134	B1-S008	f81v.18	cheky	PROC083	CHK+E+Y	wärmen · kurz · dies	HOLD_STATE	wärmen kurz dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E135	B1-S008	f81v.18	ol	PROC013	OL	fortsetzen	CONTINUE_USE	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E136	B1-S008	f81v.18	shedy	PROC078	SHED+DY	absetzen · Schluss	HOLD_STATE>CLOSE	absetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E137	B1-S009	f81v.18	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	HOLD_STATE>CLOSE	ansetzen kurz Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E138	B1-S010	f81v.18	qokedy	PROC067	OK+E+DY	ansetzen · kurz · Schluss	HOLD_STATE>CLOSE	ansetzen kurz Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E139	B1-S011	f81v.18	chckhy	PROC075	CKH+Y	Durchlass · dies	MOVE_PASS	Durchlass dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E140	B1-S011	f81v.18	qoky	PROC008	OK+Y	ansetzen · dies	ACTIVATE_CHARGE	ansetzen dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E141	B1-S012	f81v.21	lsho	PROC084	LSH+O	Waschgang · Arbeitsgang	CONTINUE_USE	Waschgang Arbeitsgang	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E142	B1-S012	f81v.21	qokey	PROC085	OK+E+Y	ansetzen · kurz · dies	HOLD_STATE	ansetzen kurz dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E143	B1-S012	f81v.21	lshedy	PROC086	LSH+E+DY	Waschgang · kurz · Schluss	HOLD_STATE>CLOSE	Waschgang kurz Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E144	B1-S013	f81v.21	lshedy	PROC086	LSH+E+DY	Waschgang · kurz · Schluss	HOLD_STATE>CLOSE	Waschgang kurz Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E145	B1-S014	f81v.21	chedy	PROC042	CHD+Y	umsetzen · dies	MOVE_PASS	umsetzen dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E146	B1-S014	f81v.21	qolky	PROC087	SOLK+Y	auffangen · dies	HOLD_STATE	auffangen dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E147	B1-S014	f81v.21	lchedal	PROC088	L+CHD+AL	führen · umsetzen · Zielstelle	TARGET_HANDOFF	führen umsetzen Zielstelle	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E148	B1-S014	f81v.21	qol	PROC013	OL	fortsetzen	CONTINUE_USE	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E149	B1-S014	f81v.21	otar	PROC089	OT+AR	danach · von dort	SOURCE_DRAW	danach von dort	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E150	B1-S015	f81v.24	ytey	PROC090	T+E+Y	eintragen · kurz · dies	HOLD_STATE	eintragen kurz dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E151	B1-S015	f81v.24	okchedy	PROC091	OK+CHD+DY	ansetzen · umsetzen · Schluss	ACTIVATE_CHARGE>CLOSE	ansetzen umsetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E152	B1-S016	f81v.24	qokal	PROC048	OK+AL	ansetzen · Zielstelle	TARGET_HANDOFF	ansetzen Zielstelle	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E153	B1-S016	f81v.24	okeey	PROC092	OK+EE+Y	ansetzen · länger · dies	HOLD_STATE	ansetzen länger dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E154	B1-S016	f81v.24	qol	PROC013	OL	fortsetzen	CONTINUE_USE	fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E155	B1-S016	f81v.24	cheedy	PROC078	SHED+DY	absetzen · Schluss	HOLD_STATE>CLOSE	absetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E156	B1-S017	f81v.24	sal	PROC055	AL	Zielstelle	TARGET_HANDOFF	Zielstelle	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E157	B1-S017	f81v.24	teol	PROC093	E+OL	kurz · fortsetzen	HOLD_STATE	kurz fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E158	B1-S017	f81v.24	dchdy	PROC094	CHD+DY	umsetzen · Schluss	MOVE_PASS>CLOSE	umsetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E159	B1-S018	f81v.24	ly	PROC095	L+Y	führen · dies	MOVE_PASS	führen dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E160	B1-S018	f81v.27	dsheol	PROC096	SH+E+OL	halten · kurz · fortsetzen	HOLD_STATE	halten kurz fortsetzen	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E161	B1-S018	f81v.27	oiiin	PROC097	O+IIN	Arbeitsgang · Sollstufe	METER_CHECK	Arbeitsgang Sollstufe	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E162	B1-S018	f81v.27	olkeedy	PROC098	SOLK+EE+DY	auffangen · länger · Schluss	HOLD_STATE>CLOSE	auffangen länger Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E163	B1-S019	f81v.27	tedy	PROC078	SHED+DY	absetzen · Schluss	HOLD_STATE>CLOSE	absetzen Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E164	B1-S020	f81v.27	cheky	PROC083	CHK+E+Y	wärmen · kurz · dies	HOLD_STATE	wärmen kurz dies	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
E165	B1-S020	f81v.27	shckhedy	PROC099	SH+CKHE+DY	halten · Durchlass · kurz · Schluss	HOLD_STATE>CLOSE	halten Durchlass kurz Schluss	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	YES	NONE
E166	B1-S021	f81v.27	chal	PROC055	AL	Zielstelle	TARGET_HANDOFF	Zielstelle	gemeinsame zweireihige Figuren-/Beckenstation	B1_SHARED_TWO_ROW_POOL	NO	NONE
