target_occurrence_id	page	physical_folio	locus	section	language	hand	ordinal	right_surface	right_ordinal	right_reader_exact	written_line_eva	gdt776_branch	gdt776_default_de	gdt776_renderer_contextual	gdt776_span_consumes_right_token	gdt776_span_id	gdt776_right_whole	gdt776_candidate_whole_de	gdt776_semantic_family	gdt776_confidence	gdt776_positive_evidence	gdt776_counterevidence	gdt776_scope_status	gdt776_dispatch_rule	gdt776_structural_bridge	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit	gdt777_branch	gdt777_default_de	gdt777_renderer_contextual	gdt777_span_id	gdt777_registered_form	gdt777_field_head_surface	gdt777_body_surface	gdt777_semantic_family	gdt777_confidence	gdt777_consumed_token_count	gdt777_consumed_token_ids	gdt777_fallback_replacement	gdt777_contextual_sharpening	gdt777_positive_evidence	gdt777_counterevidence	gdt777_dispatch_rule	gdt777_default_is_translation	gdt777_confirmed_lexeme	gdt777_confirmed_plaintext	gdt777_component_export_credit	gdt778_branch	gdt778_default_de	gdt778_renderer_contextual	gdt778_span_id	gdt778_exact_whole	gdt778_confidence	gdt778_consumed_token_count	gdt778_consumed_token_ids	gdt778_fallback_replacement	gdt778_contextual_sharpening	gdt778_contextual_confirmation	gdt778_display_changed	gdt778_same_row_consumption_takeover	gdt778_new_unique_consumption	gdt778_positive_evidence	gdt778_counterevidence	gdt778_dispatch_rule	gdt778_scope_status	gdt778_default_is_translation	gdt778_confirmed_lexeme	gdt778_confirmed_plaintext	gdt778_component_export_credit
G769-T0013	f103r	f103	f103r.43	S	B	3	3	sheey	4	1	tar cheal ol sheey qotal sheal qokal sheedy okeshedy shokey qokaiin	INHERITED_GDT775	und	1	0	NONE	sheey	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	und	1	NONE	NONE	NONE	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0014	f103r	f103	f103r.46	S	B	3	9	loiin	10	0	chol keey qokeey cheol chorol shedy qokeey qokeey ol loiin chedan	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	loiin	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0015	f103v	f103	f103v.4	S	B	3	6	qoteedy	7	0	y cheey qokeey okeey lkees ol qoteedy ykeedy	INHERITED_GDT775	und	1	0	NONE	qoteedy	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	und	1	NONE	NONE	NONE	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	und	1	NONE	NONE	C1_CACHED_STATE_BRIDGE__C0_LEXEME	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0016	f103v	f103	f103v.7	S	B	3	11	chedydy	12	0	daiin shey chol chey oteey lkeeor okaiin shedy shedy qokaiin ol chedydy	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	chedydy	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0017	f103v	f103	f103v.9	S	B	3	10	lkar	11	1	pchal shal shorchdy okeor okaiin shedy pchedy qotchedy qotar ol lkar	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	lkar	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	GDT777_REGISTERED_COMPLETE_WHOLE	Binnenfeld: heißer Anteil I	1	G777-S001	lkar	l	kar	HEATED_PART	C1	1	f103v.9@11	1	0	GDT737 registriert die vollständige H4-Ganzform und den body als erhitzte Teil-/Fraktionsstufe I	Teil gegen Fraktion sowie Zustand gegen Prozess bleiben offen	SURFACE_REGISTERED_AND_REQUIRED_TOKENS_READER_EXACT__NO_OCCURRENCE_ID	0	0	0	0	INHERITED_GDT777	Binnenfeld: heißer Anteil I	1	G777-S001	NONE	C1	1	f103v.9@11	0	0	0	0	0	0	GDT737 registriert die vollständige H4-Ganzform und den body als erhitzte Teil-/Fraktionsstufe I	Teil gegen Fraktion sowie Zustand gegen Prozess bleiben offen	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0019	f103v	f103	f103v.17	S	B	3	8	char	9	1	qokeedy chedy qoteey oteedy lkedy shedy qokal ol char otal opchedy	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	char	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	GDT778_EXACT_OL_PLUS_COMPLETE_WHOLE	Fraktionsstufe I	1	G778-S002	char	C0	1	f103v.17@9	1	0	0	1	0	1	Teil-/Fraktionsstufe I bleibt als gebundener Kandidat erhalten	GDT738 setzt HOLD_CONTRADICTED_FAMILY_TRANSFER; Trockenachse unentschieden	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G769-T0021	f103v	f103	f103v.34	S	B	3	3	chey	4	1	daiin sheey ol chey qok shey qokaiin checkhy otedy lshey lchdy	GDT776_MEDIAL_RIGHT_WHOLE_REFINED	Zustand: trockene Form I	1	1	G776-SPAN-005	chey	trockene Form I	DRY_STATE	C2	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	EXACT_MEDIAL_OL_SPAN	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	Zustand: trockene Form I	1	G776-SPAN-005	NONE	NONE	NONE	DRY_STATE	C2	1	f103v.34@4	0	0	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Zustand: trockene Form I	1	G776-SPAN-005	NONE	C2	1	f103v.34@4	0	0	0	0	0	0	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0022	f103v	f103	f103v.37	S	B	3	3	shey	4	1	olshey qokain ol shey qokeshe lsheok shdy qcphey chetydar	GDT776_MEDIAL_RIGHT_WHOLE_EXTENSION	Zustand: feuchte Form I	1	1	G776-SPAN-006	shey	feuchte Form I	MOIST_STATE	C1	GDT734 exact whole plus high GDT736/GDT737 moist-state body and two medial targets	moist versus soaked remains unresolved	EXACT_MEDIAL_OL_SPAN_EXPLORATORY	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	Zustand: feuchte Form I	1	G776-SPAN-006	NONE	NONE	NONE	MOIST_STATE	C1	1	f103v.37@4	0	0	GDT734 exact whole plus high GDT736/GDT737 moist-state body and two medial targets	moist versus soaked remains unresolved	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Zustand: feuchte Form I	1	G776-SPAN-006	NONE	C1	1	f103v.37@4	0	0	0	0	0	0	GDT734 exact whole plus high GDT736/GDT737 moist-state body and two medial targets	moist versus soaked remains unresolved	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0023	f103v	f103	f103v.38	S	B	3	4	chey	5	1	oteey l chees ol chey chey chol keechy	GDT776_MEDIAL_RIGHT_WHOLE_REFINED	Zustand: trockene Form I	1	1	G776-SPAN-007	chey	trockene Form I	DRY_STATE	C2	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	EXACT_MEDIAL_OL_SPAN	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	Zustand: trockene Form I	1	G776-SPAN-007	NONE	NONE	NONE	DRY_STATE	C2	1	f103v.38@5	0	0	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Zustand: trockene Form I	1	G776-SPAN-007	NONE	C2	1	f103v.38@5	0	0	0	0	0	0	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0024	f103v	f103	f103v.40	S	B	3	5	keey	6	1	yteey sheal shey qoain ol keey qokaiin shckhy lchedy rain	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	keey	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	GDT778_EXACT_OL_PLUS_COMPLETE_WHOLE	erhitzte Form II	1	G778-S003	keey	C1	1	f103v.40@6	1	0	0	1	0	1	43 bare und 39 headed Kandidatenvorkommen; Discovery trägt die Wärmefamilie	W23 bleibt unentschieden und Prozess gegen Zustand offen	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G769-T0026	f103v	f103	f103v.45	S	B	3	2	cheey	3	1	okey ol cheey lcheey lkain shckhy sheckhy or ain otar oly	GDT776_MEDIAL_RIGHT_WHOLE_REFINED	Zustand: trockene Form II	1	1	G776-SPAN-008	cheey	trockene Form II	DRY_STATE	C2	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	EXACT_MEDIAL_OL_SPAN	NOVEL_305_AND_EXACT_RIGHT_AND_MEDIAL_AND_RECURRENT_WHOLE	H4_LEANING_HEURISTIC__INTERNAL_LATE_RECORD_FIELD_BRIDGE	0	0	0	0	INHERITED_GDT776	Zustand: trockene Form II	1	G776-SPAN-008	NONE	NONE	NONE	DRY_STATE	C2	1	f103v.45@3	0	0	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Zustand: trockene Form II	1	G776-SPAN-008	NONE	C2	1	f103v.45@3	0	0	0	0	0	0	GDT734 exact whole plus GDT736 dry-form body and five medial targets	grade index versus form index remains open	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0028	f104r	f104	f104r.5	S	B	3	4	chl	5	1	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod	INHERITED_GDT775	und dann	1	0	NONE	chl	NONE	NONE	C1_DIRECT_PROCESS_DIRECTION	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	und dann	1	NONE	NONE	NONE	NONE	NONE	C1_DIRECT_PROCESS_DIRECTION	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	und dann	1	NONE	NONE	C1_DIRECT_PROCESS_DIRECTION	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0029	f104r	f104	f104r.5	S	B	3	6	cheday	7	0	kchdal qotaiin qoshedy ol chl ol cheday al lod pchdair opchdy qod	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	cheday	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
G769-T0031	f104r	f104	f104r.14	S	B	3	9	oeeal	10	1	daiin choaiin qokechy qotal cheolor saiin olkeechey otal ol oeeal	INHERITED_GDT775	Ansatz-/Zubereitungsposten	0	0	NONE	oeeal	NONE	NONE	C0_CONTEXT_UNRESOLVED	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT775	NONE	0	0	0	0	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	NONE	NONE	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT776	0	0	0	0	INHERITED_GDT777	Ansatz-/Zubereitungsposten	0	NONE	NONE	C0_CONTEXT_UNRESOLVED	0	NONE	0	0	0	0	0	0	INHERITED_GDT775	INHERITED_GDT775	INHERITED_GDT777	INHERITED_GDT777	0	0	0	0
