span_id	target_occurrence_id	page	physical_folio	locus	section	language	hand	register_id	ol_ordinal	right_ordinal	line_token_count	right_surface	written_span_eva	written_line_eva	right_reader_exact	old_gdt777_branch	old_gdt777_default_de	old_gdt777_contextual	inherited_structural_frame	selected_whole_default_de	new_gdt778_default_de	semantic_change_class	fallback_replacement	contextual_sharpening	contextual_confirmation	display_changed	confidence	alternate_1_de	alternate_2_de	positive_evidence	counterevidence	provenance_path	promotion_status	inherited_consumed_token_ids	gdt778_consumed_token_id	same_row_inherited_consumption_takeover	new_unique_consumption	cross_row_consumption_collision	selection_rule	composition_rule	scope_status	default_is_translation	confirmed_lexeme	confirmed_plaintext	component_export_credit
G778-S011	G769-T0173	f24r	f24	f24r.15	H	A	1	H|A|1	3	4	5	dal	ol dal	ockhoees oeees ol dal s	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	abgemessenes Material I	abgemessenes Material I	FALLBACK_REPLACEMENT	1	0	0	1	C0	Materialwert I	Messfeld I	191 bare und 2 headed Kandidatenvorkommen tragen Material/Messachse I	GDT738 unentschieden; nur reader-exakte GDT778-Stelle lizenzierbar	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f24r.15@4	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S012	G769-T0177	f30v	f30	f30v.2	H	A	1	H|A|1	7	8	10	chy	ol chy	qotchor chy she kchor chory keor ol chy daiin ctholdy	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	trockene Grundform	trockene Grundform	FALLBACK_REPLACEMENT	1	0	0	1	C1	ungradierter Trockenzustand	Trockenposten	GDT736 High-Kandidat und 15 headed Ziele tragen trockene Grundform	Zustand gegen Posten offen	GDT736_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f30v.2@8	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S013	G769-T0179	f32r	f32	f32r.7	H	A	1	H|A|1	3	4	4	dair	ol dair	otol dol ol dair	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	abgemessener Anteil II	abgemessener Anteil II	FALLBACK_REPLACEMENT	1	0	0	1	C2	Fraktionsfeld II	Dosisstufe II	Spätere dar-dair-daiir-Leiter und 63 exakte dair-Vorkommen tragen Mess-/Anteilachse II	Anteil gegen Dosisdimension offen	GDT768_LATER_WHOLE	EXACT_OL_PLUS_WHOLE_ONLY	NONE	f32r.7@4	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S014	G769-T0189	f35v	f35	f35v.13	H	A	1	H|A|1	1	2	5	char	ol char	ol char od ar chear	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Fraktionsstufe I	Fraktionsstufe I	FALLBACK_REPLACEMENT	1	0	0	1	C0	Trockenanteil I	Anteilsposten	Teil-/Fraktionsstufe I bleibt als gebundener Kandidat erhalten	GDT738 setzt HOLD_CONTRADICTED_FAMILY_TRANSFER; Trockenachse unentschieden	GDT737_BODY_PLUS_GDT738_HOLD	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f35v.13@2	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S015	G769-T0206	f41v	f41	f41v.6	H	B	5	H|B|5	2	3	10	cheos	ol cheos	tadaiin ol cheos yteedy okal old oteol qokal or oteody	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Trockenzubereitungsposten	Trockenzubereitungsposten	FALLBACK_REPLACEMENT	1	0	0	1	C0	trockene Charge	Trockenansatz	28 bare und 4 headed Kandidatenvorkommen tragen Trocken-/Zubereitungsfamilie	GDT738 trennt Charge und Posten nicht	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f41v.6@3	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S016	G769-T0207	f42v	f42	f42v.12	H	A	1	H|A|1	3	4	8	chaiin	ol chaiin	chotcheey chol ol chaiin oteeaiin chkchy taiin y	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Trockenstufe III	Trockenstufe III	FALLBACK_REPLACEMENT	1	0	0	1	C0	Trockenklasse III	Trockenwert III	48 bare und 2 headed Kandidatenvorkommen plus Wertleiter III	GDT738 bleibt unentschieden	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f42v.12@4	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S017	G769-T0231	f55v	f55	f55v.3	H	B	2	H|B|2	9	10	11	kar	ol kar	qokeeey os ain qool al chedy sar aiin ol kar am	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	erhitzter Anteil I	erhitzter Anteil I	FALLBACK_REPLACEMENT	1	0	0	1	C1	heiße Fraktion I	Wärmestufe I	57 bare und 33 headed; GDT738 trägt die Wärmefamilie in beiden Läufen	Anteil gegen Fraktion und Stufe offen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f55v.3@10	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S018	G769-T0247	f66r	f66	f66r.75	T	B	5	T|B|5	5	6	12	ar	ol ar	tcheo sheor oteody lpchees ol ar alkey otey ltsholy shecthy r ol	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Anteil	Anteil	FALLBACK_REPLACEMENT	1	0	0	1	C2	Portion	Verhältnisfeld	242 exakte Ganzwortvorkommen und wiederkehrende ar-plus-Wert-Konstruktion	Anteil gegen Portion oder Verhältnisfeld offen	GDT758_759_LATER_WHOLE	EXACT_OL_PLUS_WHOLE_ONLY	NONE	f66r.75@6	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S019	G769-T0262	f75r	f75	f75r.34	B	B	2	B|B|2	8	9	10	kain	ol kain	s olkedy okal dar oty okar otar ol kain oltedy	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	erhitzte Form II	erhitzte Form II	FALLBACK_REPLACEMENT	1	0	0	1	C1	Wärmestufe II	Verarbeitungsstufe II	43 bare und 34 headed; GDT738 trägt die Wärmefamilie in beiden Läufen	Form gegen Prozessstufe offen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f75r.34@9	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S020	G769-T0276	f75v	f75	f75v.44	B	B	2	B|B|2	2	3	12	sheckhy	ol sheckhy	olshees ol sheckhy qokain ol chedy qol chedy qol keey qolchedy chealy	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	angefeuchtete Mischung	angefeuchtete Mischung	FALLBACK_REPLACEMENT	1	0	0	1	C0	Feuchtkompositum	feuchte Grundform	33 bare und 3 headed Kandidatenvorkommen tragen Feucht-/Kompositumfamilie	GDT738 unentschieden; Patient offen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f75v.44@3	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S021	G769-T0296	f77v	f77	f77v.9	B	B	2	B|B|2	6	7	11	chs	ol chs	dcheol kshey qolchshy cheol olchedy ol chs ol sheedy qokedy chedy	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	trockene Grundform	trockene Grundform	FALLBACK_REPLACEMENT	1	0	0	1	C0	Trockenposten	Kurzform	13 bare und 3 headed Kandidatenvorkommen tragen Trockenfamilie	GDT738 unentschieden; Segmentierung offen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f77v.9@7	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S022	G769-T0315	f78v	f78	f78v.4	B	B	2	B|B|2	1	2	10	chy	ol chy	ol chy lshdy lcheckhy ol keedy lcheckhey l olkedykain ol	1	INHERITED_GDT776	Ansatz: trocken am Anfang des Grades	1	ANSATZ_FRAME	trockene Grundform	Ansatz: trockene Grundform	CONTEXTUAL_SHARPENING	0	1	0	1	C1	ungradierter Trockenzustand	Trockenposten	GDT736 High-Kandidat und 15 headed Ziele tragen trockene Grundform	Zustand gegen Posten offen	GDT736_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	f78v.4@2	f78v.4@2	1	0	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	PRESERVE_STRUCTURAL_FRAME_AND_APPEND_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S023	G769-T0324	f78v	f78	f78v.19	B	B	2	B|B|2	2	3	7	chedar	ol chedar	lchedy ol chedar shedy lor shedaldy orain	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	abgemessener Trockenanteil I	abgemessener Trockenanteil I	FALLBACK_REPLACEMENT	1	0	0	1	C0	Trockenform I	Messzustand I	31 bare und 13 headed Kandidatenvorkommen tragen Trocken-/Messachse I	GDT738 trennt Maß und Zustand nicht	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f78v.19@3	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S024	G769-T0332	f78v	f78	f78v.27	B	B	2	B|B|2	5	6	11	ols	ol ols	lol kar shr r ol ols sheey ol chedy oltar olkaiin	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Produktposten	Produktposten	FALLBACK_REPLACEMENT	1	0	0	1	C0	Maß-/Dosisposten	Endportion	GDT769 findet 12 exakte Vorkommen mit Wert- und Endpositionen; GDT778 setzt eine bewusst neue lokale Ganzworthypothese	GDT772 wählt formal OLS_NULL; die ältere Filtratlesung ist überholt	GDT769_772_SOURCE_CONFLICT	EXACT_OL_PLUS_WHOLE_ONLY__SOURCE_CONFLICT	NONE	f78v.27@6	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S025	G769-T0338	f79r	f79	f79r.6	B	B	2	B|B|2	3	4	9	olkeey	ol olkeey	shol okar ol olkeey qokey sain olcheey qol chey	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	erhitztes Material, Form II	erhitztes Material, Form II	FALLBACK_REPLACEMENT	1	0	0	1	C0	erhitzte Zubereitung II	Wärmezustand II	35 bare und 6 headed Kandidatenvorkommen tragen Wärme/Material plus Form II	GDT738 unentschieden; alter Holzpatient verworfen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f79r.6@4	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S026	G769-T0346	f79r	f79	f79r.27	B	B	2	B|B|2	6	7	10	ory	ol ory	qokeedy sheey kas cheey olkaiin ol ory cholor oty oky	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	Portionsposten	Portionsposten	FALLBACK_REPLACEMENT	1	0	0	1	C0	Portionsabschluss	Teilträger	13 bare und 3 headed Kandidatenvorkommen tragen Teil-/Portionsfamilie	GDT738 unentschieden; Zielstelle ist medial und alte Karte hatte NO_EXACT_BODY_WHOLE	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f79r.27@7	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S027	G769-T0358	f79v	f79	f79v.17	B	B	2	B|B|2	4	5	10	dar	ol dar	qol sheey chol ol dar qokaiin cheekey qoky otain oram	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	abgemessener Anteil I	abgemessener Anteil I	FALLBACK_REPLACEMENT	1	0	0	1	C1	Dosisfeld I	Resultatstufe I	245 bare und 7 headed; spätere dreistufige Leiter stärkt Anteil-/Messrolle	Anteil gegen Dosis oder Resultat offen	GDT737_BODY_PLUS_GDT768_LADDER	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f79v.17@5	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
G778-S028	G769-T0376	f80r	f80	f80r.27	B	B	2	B|B|2	5	6	10	olkain	ol olkain	lol shar otaiin olkaiin ol olkain oraiin olor checthy olor	1	INHERITED_GDT776	Ansatz-/Zubereitungsposten	0	NONE	erhitztes Material, Wert II	erhitztes Material, Wert II	FALLBACK_REPLACEMENT	1	0	0	1	C0	Materialform II	Wärmestufe II	33 bare und 3 headed Kandidatenvorkommen tragen Wärme/Material plus Wert II	GDT738 unentschieden; Dimension offen	GDT737_BODY_CANDIDATE	EXACT_OL_PLUS_WHOLE_ONLY_NEW_PROMOTION	NONE	f80r.27@6	0	1	0	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	REPLACE_GENERIC_FALLBACK_WITH_EXACT_WHOLE	EXPLORATORY_EXACT_OL_PLUS_COMPLETE_WHOLE_ONLY	0	0	0	0
