edge_id	batch_id	span_id	target_occurrence_id	page	physical_folio	locus	ol_ordinal	right_ordinal	right_surface	written_span_eva	selection_rule	score_eligible	component_export_credit
G778-E027	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S027	G769-T0358	f79v	f79	f79v.17	4	5	dar	ol dar	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E028	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S028	G769-T0376	f80r	f80	f80r.27	5	6	olkain	ol olkain	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E029	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S029	G769-T0399	f80v	f80	f80v.35	9	10	kain	ol kain	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E030	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S030	G769-T0416	f81r	f81	f81r.22	6	7	chedar	ol chedar	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E031	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S031	G769-T0421	f81v	f81	f81v.2	6	7	kain	ol kain	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E032	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S032	G769-T0428	f81v	f81	f81v.16	4	5	chy	ol chy	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E033	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S033	G769-T0476	f86v6	f86	f86v6.14	11	12	ain	ol ain	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E034	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S034	G769-T0500	f93r	f93	f93r.31	1	2	chol	ol chol	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E035	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S035	G769-T0507	f94v	f94	f94v.10	1	2	air	ol air	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E036	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S036	G769-T0508	f95r1	f95	f95r1.1	4	5	oldaiin	ol oldaiin	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E037	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S037	G769-T0510	f95r1	f95	f95r1.11	5	6	dar	ol dar	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E038	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S038	G769-T0511	f95r2	f95	f95r2.3	6	7	otaiin	ol otaiin	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
G778-E039	GDT778_EXACT_OL_COMPLETE_WHOLE	G778-S039	G769-T0512	f95r2	f95	f95r2.6	3	4	shol	ol shol	RIGHT_SURFACE_IN_FIXED_29_DECK_AND_RIGHT_READER_EXACT__ALL_MATCHES__NO_OCCURRENCE_ID	0	0
