page	physical_folio	star_ordinal	locus	vpos	core	paint	color	rays	tail	observation	zl_marker	reading_coverage
f104v	f104	9	f104v.29	29.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f104v	f104	10	f104v.32	31.5	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f104v	f104	11	f104v.35	35.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f104v	f104	12	f104v.37	37.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f104v	f104	13	f104v.41	40.4	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	1	f105r.1	00.0	--	splot	RED	8	1	above_1st_word	<%>	ZL3b|IT2a|RF1b
f105r	f105	2	f105r.6	05.3	--	splot	RED	7	2	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	3	f105r.11	09.1	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	4	f105r.14	13.0	--	grub	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	5	f105r.17	15.7	no	splot	yel	8	2	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	6	f105r.24	22.1	--	splot	RED	7	2	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	7	f105r.26	24.1	no	splot	yel	7	2	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	8	f105r.28	26.1	--	splot	RED	7	2	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	9	f105r.31	29.1	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f105r	f105	10	f105r.35	32.7	--	splot	RED	7	2	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	1	f105v.1	01.0	--	splot	RED	7	2	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	2	f105v.5	03.5	no	splot	yel	7	2	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	3	f105v.8	07.5	--	splot	RED	7	2	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	4	f105v.14	12.7	no	splot	yel	7	2	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	5	f105v.18	17.1	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	6	f105v.20	19.1	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	7	f105v.23	23.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	8	f105v.25	25.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	9	f105v.29	28.3	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f105v	f105	10	f105v.32	32.0	no	splot	yel	7	2	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	1	f106r.1	01.5	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	2	f106r.4	04.5	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	3	f106r.8	08.0	--	splot	RED	7	1	w_tiny_star	<%>	ZL3b|IT2a|RF1b
f106r	f106	4	f106r.10	10.0	no	splot	yel	8	2	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	5	f106r.13	13.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	6	f106r.15	15.0	??	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	7	f106r.18	17.7	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	8	f106r.22	21.3	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	9	f106r.24	24.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	10	f106r.27	27.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	11	f106r.32	32.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	12	f106r.34	34.6	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	13	f106r.36	36.5	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	14	f106r.38	38.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f106r	f106	15	f106r.42	42.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	1	f107v.1	01.0	--	splot	RED	6	1	triple_quotes.	<%>	ZL3b|IT2a|RF1b
f107v	f107	2	f107v.5	05.0	dot	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	3	f107v.8	08.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	4	f107v.11	11.0	dot	splot	yel	8	1	short_tail	<%>	ZL3b|IT2a|RF1b
f107v	f107	5	f107v.16	16.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	6	f107v.20	20.2	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	7	f107v.23	23.2	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	8	f107v.25	25.2	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	9	f107v.29	29.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	10	f107v.32	32.0	dot	splot	yel	9	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	11	f107v.35	35.0	--	grub	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	12	f107v.37	37.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	13	f107v.41	40.8	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	14	f107v.43	42.5	dot	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f107v	f107	15	f107v.45	45.7	--	splot	RED	8	1	short_tail	<%>	ZL3b|IT2a|RF1b
f112v	f112	1	f112v.1	01.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	2	f112v.7	07.9	no?	splot	yel	7	1	very_faint	<%>	ZL3b|IT2a|RF1b
f112v	f112	3	f112v.11	11.0	--	splot	RED	7	2	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	4	f112v.15	15.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	5	f112v.20	20.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	6	f112v.23	23.2	ring	splot	yel	7	1	ray_stub	<%>	ZL3b|IT2a|RF1b
f112v	f112	7	f112v.27	27.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	8	f112v.30	30.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	9	f112v.32	32.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	10	f112v.36	36.0	no	splot	yel	8	2	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	11	f112v.39	38.5	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	12	f112v.42	42.0	no	splot	yel	6	1	--	<%>	ZL3b|IT2a|RF1b
f112v	f112	13	f112v.45	45.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	1	f113r.1	01.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	2	f113r.4	03.5	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	3	f113r.8	07.5	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	4	f113r.10	10.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	5	f113r.13	13.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	6	f113r.16	16.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	7	f113r.20	20.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	8	f113r.22	22.7	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	9	f113r.25	27.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	10	f113r.27	30.3	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	11	f113r.30	34.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	12	f113r.34	37.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	13	f113r.37	39.0	no	splot	yel	8	2	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	14	f113r.39	42.2	--	splot	RED	7	1	grushish	<%>	ZL3b|IT2a|RF1b
f113r	f113	15	f113r.42	45.0	no	fill	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f113r	f113	16	f113r.45	48.5	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	1	f113v.1	01.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	2	f113v.4	04.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	3	f113v.7	07.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	4	f113v.10	10.0	dot	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	5	f113v.13	13.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	6	f113v.18	18.0	dot	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	7	f113v.21	21.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	8	f113v.25	25.0	dot	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	9	f113v.28	28.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	10	f113v.33	33.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	11	f113v.36	36.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	12	f113v.38	38.0	dot	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	13	f113v.42	42.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	14	f113v.45	45.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f113v	f113	15	f113v.47	47.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	1	f114r.1	01.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	2	f114r.4	04.0	no	splot	yel	8	2	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	3	f114r.8	08.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	4	f114r.11	11.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	5	f114r.14	14.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	6	f114r.19	19.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	7	f114r.22	22.2	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	8	f114r.24	25.0	no	splot	yel	8	2	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	9	f114r.28	28.5	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	10	f114r.32	32.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	11	f114r.35	34.8	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	12	f114r.39	38.1	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f114r	f114	13	f114r.42	41.3	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	1	f114v.1	01.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	2	f114v.6	05.3	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	3	f114v.8	08.0	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	4	f114v.11	11.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	5	f114v.14	14.0	no	splot	yel	8	2	grafted_ray	<%>	ZL3b|IT2a|RF1b
f114v	f114	6	f114v.18	18.0	--	splot	RED	7	2	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	7	f114v.20	20.4	no	splot	yel	7	2	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	8	f114v.23	22.7	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	9	f114v.26	25.6	no	splot	yel	7	1	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	10	f114v.29	29.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	11	f114v.33	33.0	no	splot	yel	7	2	--	<%>	ZL3b|IT2a|RF1b
f114v	f114	12	f114v.36	35.7	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	1	f115r.1	01.2	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	2	f115r.4	04.0	dot	splot	yel	8	-	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	3	f115r.8	08.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	4	f115r.10	10.0	no	splot	yel	8	1	wormhole	<%>	ZL3b|IT2a|RF1b
f115r	f115	5	f115r.13	13.0	--	splot	RED	8	2	filled_tail	<%>	ZL3b|IT2a|RF1b
f115r	f115	6	f115r.19	18.3	--	splot	RED	9	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	7	f115r.22	22.2	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	8	f115r.26	26.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	9	f115r.29	29.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	10	f115r.35	35.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	11	f115r.37	37.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	12	f115r.40	40.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f115r	f115	13	f115r.42	42.0	no	splot	yel	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	1	f115v.1	01.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	2	f115v.6	05.1	no	no	--	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	3	f115v.8	07.2	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	4	f115v.11	11.0	no	splot	WHT	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	5	f115v.13	13.3	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	6	f115v.18	18.0	no	splot	WHT	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	7	f115v.21	21.0	--	splot	RED	9	1	patch	<%>	ZL3b|IT2a|RF1b
f115v	f115	8	f115v.24	23.4	no	no	--	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	9	f115v.29	28.0	--	splot	RED	7	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	10	f115v.31	30.3	no	no	--	7	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	11	f115v.34	34.0	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	12	f115v.37	36.5	dot	no	--	8	1	--	<%>	ZL3b|IT2a|RF1b
f115v	f115	13	f115v.41	40.5	--	splot	RED	8	1	--	<%>	ZL3b|IT2a|RF1b
