future_card_id	priority_rank	source_realization_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	working_phrase_de	evidence_status_retained	state_requirement	state_warning	local_nontr_head_count	local_nontr_roots	local_nontr_support_cell_count	local_nontr_event_count	local_nontr_pages	local_nontr_support_details_de	opposite_tr_observed	opposite_tr_root	opposite_tr_support_cell_count	opposite_tr_event_count	opposite_tr_pages	opposite_tr_support_details_de	same_action_cross_register_cell_count	same_action_cross_registers	same_action_cross_register_event_count	same_action_cross_register_pages	same_action_cross_register_details_de	all_support_cell_count	all_support_event_count	all_old_page_count	all_old_pages	all_slot_values_old	composed_working_label_retained	surface_prediction_made	occurrence_prediction_made	comparison_guard
G495-F011	11	G493-C037	@ACTION+AL	R	R+AL	HERBAL	MARKIEREN · ZIELORT	R=TEIL MARKIEREN · AL=ZIELSTELLE	Markiere den Pflanzenposten [wie zuvor]; zur Zielstelle.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	3	OK|CH|K	3	9	f18r|f55v|f56r|f95v	G494-NS049: OK/OK+AL — 7 Events, Seiten f18r|f55v|f95v; Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle. || G494-NS050: CH/CH+AL — 1 Event, Seiten f56r; Nimm; zur Zielstelle. || G494-NS051: K/K+AL — 1 Event, Seiten f55v; Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	NO	NONE	0	0	NONE	NONE	2	BIOLOGICAL|PHARMA	2	f81v|f88r	G494-CR035: BIOLOGICAL — 1 Event, Seiten f81v; Markiere den Stationsposten [wie zuvor]; zur Zielstation. || G494-CR036: PHARMA — 1 Event, Seiten f88r; Markiere die Ansatzeinheit [wie zuvor]; zum Zielgefäß.	5	11	6	f18r|f55v|f56r|f81v|f88r|f95v	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F012	12	G493-C100	@ACTION+Y	R	R+Y	PHARMA	MARKIEREN · POSTEN	R=POSTEN MARKIEREN · Y=DROGENPOSTEN	Markiere den Drogenposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	3	OK|K|CHD	3	9	f88r|f88v|f89r	G494-NS100: OK/OK+Y — 7 Events, Seiten f88r|f88v|f89r; Setze den Drogenposten als Ansatz an. || G494-NS101: K/K+Y — 1 Event, Seiten f89r; Gib den Drogenposten zu. || G494-NS102: CHD/CHD+Y — 1 Event, Seiten f89r; Bearbeite den Drogenposten.	NO	NONE	0	0	NONE	NONE	1	BIOLOGICAL	2	f75r|f82r	G494-CR090: BIOLOGICAL — 2 Events, Seiten f75r|f82r; Markiere den Stationsposten.	4	11	5	f75r|f82r|f88r|f88v|f89r	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F013	13	G493-C020	@ACTION+AIIN	R	R+AIIN	PHARMA	MARKIEREN · WERT	R=POSTEN MARKIEREN · AIIN=MENGENWERT	Markiere den Mengenwert.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	3	OK|CH|S	3	8	f88r|f88v|f89r	G494-NS025: OK/OK+AIIN — 1 Event, Seiten f88r; Setze den Mengenwert als Ansatz an. || G494-NS026: CH/CH+AIIN — 1 Event, Seiten f89r; Nimm den Mengenwert. || G494-NS027: S/S+AIIN — 6 Events, Seiten f88r|f88v|f89r; Wähle den Mengenwert.	YES	T	1	1	f89r	G494-TRS005: T/T+AIIN — 1 Event, Seiten f89r; Stelle den Mengenwert ein.	2	HERBAL|BIOLOGICAL	8	f76r|f77r|f82r|f95v	G494-CR015: HERBAL — 1 Event, Seiten f95v; Markiere den Arbeitswert. || G494-CR016: BIOLOGICAL — 7 Events, Seiten f76r|f77r|f82r; Markiere den Stationswert.	6	17	7	f76r|f77r|f82r|f88r|f88v|f89r|f95v	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F014	14	G493-C074	@ACTION+OL	T	T+OL	CELESTIAL	EINSTELLEN · FORTSETZEN	T=WERT EINSTELLEN · OL=RINGFOLGE FORTSETZEN	Weiter stelle den Positionsposten [wie zuvor] ein.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	3	OK|SH|K	3	6	f67r2|f71v|f72r	G494-NS069: OK/OK+OL — 3 Events, Seiten f67r2|f71v; Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor]. || G494-NS070: SH/SH+OL — 2 Events, Seiten f72r; Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor]. || G494-NS071: K/K+OL — 1 Event, Seiten f72r; Weiter ordne den Positionswert [wie zuvor] zu.	NO	NONE	0	0	NONE	NONE	4	SOURCE_SECTION_T|HERBAL|BIOLOGICAL|PHARMA	7	f1r|f11r|f56r|f83r|f88v|f89r	G494-CR065: SOURCE_SECTION_T — 1 Event, Seiten f1r; Weiter lege den laufenden Eintrag [wie zuvor] fest. || G494-CR066: HERBAL — 3 Events, Seiten f11r|f56r; Weiter stelle den Arbeitswert [wie zuvor] ein. || Weiter stelle den Pflanzenposten [wie zuvor] ein. || G494-CR067: BIOLOGICAL — 1 Event, Seiten f83r; Weiter stelle den Stationsposten [wie zuvor] ein. || G494-CR068: PHARMA — 2 Events, Seiten f88v|f89r; Weiter stelle den Drogenanteil [wie zuvor] ein. || Weiter stelle den Drogenposten [wie zuvor] ein.	7	13	9	f1r|f11r|f56r|f67r2|f71v|f72r|f83r|f88v|f89r	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F015	15	G493-C079	@ACTION+OL	R	R+OL	CELESTIAL	MARKIEREN · FORTSETZEN	R=POSITION MARKIEREN · OL=RINGFOLGE FORTSETZEN	Weiter markiere den Positionsposten [wie zuvor].	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	3	OK|SH|K	3	6	f67r2|f71v|f72r	G494-NS078: OK/OK+OL — 3 Events, Seiten f67r2|f71v; Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor]. || G494-NS079: SH/SH+OL — 2 Events, Seiten f72r; Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor]. || G494-NS080: K/K+OL — 1 Event, Seiten f72r; Weiter ordne den Positionswert [wie zuvor] zu.	NO	NONE	0	0	NONE	NONE	1	BIOLOGICAL	4	f75r|f76r|f81v	G494-CR071: BIOLOGICAL — 4 Events, Seiten f75r|f76r|f81v; Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	4	10	6	f67r2|f71v|f72r|f75r|f76r|f81v	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F016	16	G493-C076	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	MARKIEREN · FORTSETZEN	R=KENNZEICHNEN · OL=WEITERFÜHREN	Weiter kennzeichne den laufenden Eintrag [wie zuvor].	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	3	OK|SH|K	3	5	f1r	G494-NS072: OK/OK+OL — 1 Event, Seiten f1r; Weiter trage den Kennwert [wie zuvor] ein. || G494-NS073: SH/SH+OL — 3 Events, Seiten f1r; Weiter halte den Kennwert [wie zuvor] fest. || Weiter halte den laufenden Eintrag [wie zuvor] fest. || Weiter halte fest. || G494-NS074: K/K+OL — 1 Event, Seiten f1r; Weiter ordne den laufenden Eintrag [wie zuvor] zu.	YES	T	1	1	f1r	G494-TRS014: T/T+OL — 1 Event, Seiten f1r; Weiter lege den laufenden Eintrag [wie zuvor] fest.	1	BIOLOGICAL	4	f75r|f76r|f81v	G494-CR069: BIOLOGICAL — 4 Events, Seiten f75r|f76r|f81v; Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	5	10	4	f1r|f75r|f76r|f81v	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F017	17	G493-C001	@ACTION	T	T	SOURCE_SECTION_T	EINSTELLEN	T=FESTLEGEN	Lege den laufenden Eintrag [wie zuvor] fest.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	3	OK|SH|S	3	4	f1r	G494-NS001: OK/OK — 2 Events, Seiten f1r; Trage den laufenden Eintrag [wie zuvor] ein. || Trage die Eintragseinheit [wie zuvor] ein. || G494-NS002: SH/SH — 1 Event, Seiten f1r; Halte den laufenden Eintrag [wie zuvor] fest. || G494-NS003: S/S — 1 Event, Seiten f1r; Wähle den laufenden Eintrag [wie zuvor].	YES	R	1	1	f1r	G494-TRS001: R/R — 1 Event, Seiten f1r; Kennzeichne den laufenden Eintrag [wie zuvor].	1	HERBAL	1	f56r	G494-CR001: HERBAL — 1 Event, Seiten f56r; Stelle den Pflanzenposten [wie zuvor] ein.	5	6	2	f1r|f56r	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F018	18	G493-C011	@ACTION+AIIN	T	T+AIIN	SOURCE_SECTION_T	EINSTELLEN · WERT	T=FESTLEGEN · AIIN=KENNWERT	Lege den Kennwert fest.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	3	OK|SH|K	3	4	f1r	G494-NS011: OK/OK+AIIN — 1 Event, Seiten f1r; Trage den Kennwert ein. || G494-NS012: SH/SH+AIIN — 1 Event, Seiten f1r; Halte den Kennwert fest. || G494-NS013: K/K+AIIN — 2 Events, Seiten f1r; Ordne den Kennwert zu.	NO	NONE	0	0	NONE	NONE	3	HERBAL|BIOLOGICAL|PHARMA	5	f10r|f81r|f82r|f89r|f95v	G494-CR005: HERBAL — 2 Events, Seiten f10r|f95v; Stelle den Arbeitswert ein. || G494-CR006: BIOLOGICAL — 2 Events, Seiten f81r|f82r; Stelle den Stationswert ein. || G494-CR007: PHARMA — 1 Event, Seiten f89r; Stelle den Mengenwert ein.	6	9	6	f1r|f10r|f81r|f82r|f89r|f95v	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F019	19	G493-C016	@ACTION+AIIN	R	R+AIIN	SOURCE_SECTION_T	MARKIEREN · WERT	R=KENNZEICHNEN · AIIN=KENNWERT	Kennzeichne den Kennwert.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	3	OK|SH|K	3	4	f1r	G494-NS018: OK/OK+AIIN — 1 Event, Seiten f1r; Trage den Kennwert ein. || G494-NS019: SH/SH+AIIN — 1 Event, Seiten f1r; Halte den Kennwert fest. || G494-NS020: K/K+AIIN — 2 Events, Seiten f1r; Ordne den Kennwert zu.	NO	NONE	0	0	NONE	NONE	2	HERBAL|BIOLOGICAL	8	f76r|f77r|f82r|f95v	G494-CR011: HERBAL — 1 Event, Seiten f95v; Markiere den Arbeitswert. || G494-CR012: BIOLOGICAL — 7 Events, Seiten f76r|f77r|f82r; Markiere den Stationswert.	5	12	5	f1r|f76r|f77r|f82r|f95v	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F020	20	G493-C091	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	EINSTELLEN · POSTEN	T=FESTLEGEN · Y=LAUFENDER EINTRAG	Lege den laufenden Eintrag fest.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	3	OK|K|CHD	3	4	f1r	G494-NS086: OK/OK+Y — 2 Events, Seiten f1r; Trage den laufenden Eintrag ein. || G494-NS087: K/K+Y — 1 Event, Seiten f1r; Ordne den laufenden Eintrag zu. || G494-NS088: CHD/CHD+Y — 1 Event, Seiten f1r; Bearbeite den laufenden Eintrag.	NO	NONE	0	0	NONE	NONE	2	HERBAL|BIOLOGICAL	3	f10r|f13r|f83r	G494-CR081: HERBAL — 2 Events, Seiten f10r|f13r; Stelle den Pflanzenposten ein. || G494-CR082: BIOLOGICAL — 1 Event, Seiten f83r; Stelle den Stationsposten ein.	5	7	4	f1r|f10r|f13r|f83r	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
G495-F021	21	G493-C096	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	MARKIEREN · POSTEN	R=KENNZEICHNEN · Y=LAUFENDER EINTRAG	Kennzeichne den laufenden Eintrag.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	3	OK|K|CHD	3	4	f1r	G494-NS093: OK/OK+Y — 2 Events, Seiten f1r; Trage den laufenden Eintrag ein. || G494-NS094: K/K+Y — 1 Event, Seiten f1r; Ordne den laufenden Eintrag zu. || G494-NS095: CHD/CHD+Y — 1 Event, Seiten f1r; Bearbeite den laufenden Eintrag.	NO	NONE	0	0	NONE	NONE	1	BIOLOGICAL	2	f75r|f82r	G494-CR087: BIOLOGICAL — 2 Events, Seiten f75r|f82r; Markiere den Stationsposten.	4	6	3	f1r|f75r|f82r	YES	YES	NO	NO	KEINE OBERFLÄCHENVORHERSAGE
