future_card_id	priority_rank	cross_register_cell_id	target_realization_cell_id	frozen_frame	action_root	action_recipe	target_register	observed_other_register	event_count	page_count	pages	observed_clause_form_count	observed_clauses_de	same_action_and_formal_frame	exact_observed_other_register_cell
G495-F016	16	G494-CR069	G493-C076	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	BIOLOGICAL	4	3	f75r|f76r|f81v	2	Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	YES	YES
G495-F008	8	G494-CR070	G493-C077	@ACTION+OL	R	R+OL	HERBAL	BIOLOGICAL	4	3	f75r|f76r|f81v	2	Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	YES	YES
G495-F015	15	G494-CR071	G493-C079	@ACTION+OL	R	R+OL	CELESTIAL	BIOLOGICAL	4	3	f75r|f76r|f81v	2	Weiter markiere den Stationsanteil [wie zuvor]. || Weiter markiere den Stationsposten [wie zuvor].	YES	YES
G495-F027	27	G494-CR073	G493-C081	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	HERBAL	1	1	f13r	1	Stelle die Arbeitseinheit und den Pflanzenposten ein.	YES	YES
G495-F026	26	G494-CR077	G493-C086	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	BIOLOGICAL	1	1	f76r	1	Markiere die Stationseinheit und den Stationsposten.	YES	YES
G495-F020	20	G494-CR081	G493-C091	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	HERBAL	2	2	f10r|f13r	1	Stelle den Pflanzenposten ein.	YES	YES
G495-F020	20	G494-CR082	G493-C091	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	BIOLOGICAL	1	1	f83r	1	Stelle den Stationsposten ein.	YES	YES
G495-F010	10	G494-CR085	G493-C095	@ACTION+Y	T	T+Y	PHARMA	HERBAL	2	2	f10r|f13r	1	Stelle den Pflanzenposten ein.	YES	YES
G495-F010	10	G494-CR086	G493-C095	@ACTION+Y	T	T+Y	PHARMA	BIOLOGICAL	1	1	f83r	1	Stelle den Stationsposten ein.	YES	YES
G495-F021	21	G494-CR087	G493-C096	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	BIOLOGICAL	2	2	f75r|f82r	1	Markiere den Stationsposten.	YES	YES
G495-F007	7	G494-CR088	G493-C097	@ACTION+Y	R	R+Y	HERBAL	BIOLOGICAL	2	2	f75r|f82r	1	Markiere den Stationsposten.	YES	YES
G495-F012	12	G494-CR090	G493-C100	@ACTION+Y	R	R+Y	PHARMA	BIOLOGICAL	2	2	f75r|f82r	1	Markiere den Stationsposten.	YES	YES
