future_card_id	priority_rank	support_cell_id	target_realization_cell_id	frozen_frame	target_action_root	target_action_recipe	register	alternate_action_root	alternate_action_recipe	event_count	page_count	pages	observed_clause_form_count	observed_clauses_de	all_roundtrip_exact	exact_same_register_frame_support
G495-F005	5	G494-NS032	G493-C022	@ACTION+AIN	T	T+AIN	HERBAL	CHD	CHD+AIN	1	1	f95v	1	Bearbeite den Materialanteil.	YES	YES
G495-F006	6	G494-NS035	G493-C027	@ACTION+AIN	R	R+AIN	HERBAL	OK	OK+AIN	7	3	f18r|f55v|f95v	1	Setze den Materialanteil im Arbeitsgang an.	YES	YES
G495-F006	6	G494-NS036	G493-C027	@ACTION+AIN	R	R+AIN	HERBAL	K	K+AIN	1	1	f95v	1	Gib den Materialanteil zu.	YES	YES
G495-F006	6	G494-NS037	G493-C027	@ACTION+AIN	R	R+AIN	HERBAL	S	S+AIN	3	3	f17r|f24v|f95v	1	Wähle den Materialanteil.	YES	YES
G495-F006	6	G494-NS038	G493-C027	@ACTION+AIN	R	R+AIN	HERBAL	CHD	CHD+AIN	1	1	f95v	1	Bearbeite den Materialanteil.	YES	YES
G495-F022	22	G494-NS040	G493-C030	@ACTION+AIN	R	R+AIN	PHARMA	OK	OK+AIN	1	1	f89r	1	Setze den Drogenanteil als Ansatz an.	YES	YES
G495-F022	22	G494-NS041	G493-C030	@ACTION+AIN	R	R+AIN	PHARMA	S	S+AIN	1	1	f89r	1	Wähle den Drogenanteil.	YES	YES
G495-F022	22	G494-NS042	G493-C030	@ACTION+AIN	R	R+AIN	PHARMA	CHD	CHD+AIN	1	1	f89r	1	Bearbeite den Drogenanteil.	YES	YES
G495-F009	9	G494-NS044	G493-C032	@ACTION+AL	T	T+AL	HERBAL	OK	OK+AL	7	3	f18r|f55v|f95v	3	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES	YES
G495-F009	9	G494-NS045	G493-C032	@ACTION+AL	T	T+AL	HERBAL	CH	CH+AL	1	1	f56r	1	Nimm; zur Zielstelle.	YES	YES
G495-F009	9	G494-NS046	G493-C032	@ACTION+AL	T	T+AL	HERBAL	K	K+AL	1	1	f55v	1	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES	YES
G495-F011	11	G494-NS049	G493-C037	@ACTION+AL	R	R+AL	HERBAL	OK	OK+AL	7	3	f18r|f55v|f95v	3	Setze den Arbeitswert [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze den Pflanzenposten [wie zuvor] im Arbeitsgang an; zur Zielstelle. || Setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an; zur Zielstelle.	YES	YES
G495-F011	11	G494-NS050	G493-C037	@ACTION+AL	R	R+AL	HERBAL	CH	CH+AL	1	1	f56r	1	Nimm; zur Zielstelle.	YES	YES
G495-F011	11	G494-NS051	G493-C037	@ACTION+AL	R	R+AL	HERBAL	K	K+AL	1	1	f55v	1	Gib den Pflanzenposten [wie zuvor] zu; zur Zielstelle.	YES	YES
G495-F002	2	G494-NS052	G493-C039	@ACTION+AL	R	R+AL	CELESTIAL	OK	OK+AL	5	3	f68r1|f71v|f72r	2	Setze den Positionsposten [wie zuvor]; zur Zielposition. || Setze den Positionswert [wie zuvor]; zur Zielposition.	YES	YES
G495-F002	2	G494-NS053	G493-C039	@ACTION+AL	R	R+AL	CELESTIAL	CH	CH+AL	2	2	f71v|f72r	2	Nimm auf; zur Zielposition. || Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	YES	YES
G495-F002	2	G494-NS054	G493-C039	@ACTION+AL	R	R+AL	CELESTIAL	K	K+AL	1	1	f71v	1	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	YES	YES
G495-F002	2	G494-NS055	G493-C039	@ACTION+AL	R	R+AL	CELESTIAL	S	S+AL	2	2	f67r2|f72r	1	Wähle den Positionswert [wie zuvor]; zur Zielposition.	YES	YES
G495-F002	2	G494-NS056	G493-C039	@ACTION+AL	R	R+AL	CELESTIAL	CHD	CHD+AL	1	1	f72r	1	Bearbeite den Positionsposten [wie zuvor]; zur Zielposition.	YES	YES
G495-F025	25	G494-NS057	G493-C043	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	OK	OK+AL+Y	3	3	f76r|f77r|f82r	1	Setze den Stationsposten im Stationsgang an; zur Zielstation.	YES	YES
G495-F025	25	G494-NS058	G493-C043	@ACTION+AL+Y	T	T+AL+Y	BIOLOGICAL	CH	CH+AL+Y	1	1	f76r	1	Entnimm den Stationsposten; zur Zielstation.	YES	YES
G495-F024	24	G494-NS062	G493-C052	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	OK	OK+CH+E+Y	1	1	f56r	1	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES	YES
G495-F024	24	G494-NS063	G493-C052	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	K	K+CH+E+Y	1	1	f56r	1	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES	YES
G495-F024	24	G494-NS064	G493-C052	@ACTION+CH+E+Y	T	T+CH+E+Y	HERBAL	S	S+CH+E+Y	1	1	f56r	1	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES	YES
G495-F023	23	G494-NS065	G493-C057	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	OK	OK+CH+E+Y	1	1	f56r	1	Setze den Pflanzenposten im Arbeitsgang an und nimm den Pflanzenposten; auf Grad I.	YES	YES
G495-F023	23	G494-NS066	G493-C057	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	K	K+CH+E+Y	1	1	f56r	1	Gib den Pflanzenposten zu und nimm den Pflanzenposten; auf Grad I.	YES	YES
G495-F023	23	G494-NS067	G493-C057	@ACTION+CH+E+Y	R	R+CH+E+Y	HERBAL	S	S+CH+E+Y	1	1	f56r	1	Wähle den Pflanzenposten und nimm den Pflanzenposten; auf Grad I.	YES	YES
G495-F014	14	G494-NS069	G493-C074	@ACTION+OL	T	T+OL	CELESTIAL	OK	OK+OL	3	2	f67r2|f71v	2	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	YES	YES
G495-F014	14	G494-NS070	G493-C074	@ACTION+OL	T	T+OL	CELESTIAL	SH	SH+OL	2	1	f72r	2	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	YES	YES
G495-F014	14	G494-NS071	G493-C074	@ACTION+OL	T	T+OL	CELESTIAL	K	K+OL	1	1	f72r	1	Weiter ordne den Positionswert [wie zuvor] zu.	YES	YES
G495-F016	16	G494-NS072	G493-C076	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	OK	OK+OL	1	1	f1r	1	Weiter trage den Kennwert [wie zuvor] ein.	YES	YES
G495-F016	16	G494-NS073	G493-C076	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	SH	SH+OL	3	1	f1r	3	Weiter halte den Kennwert [wie zuvor] fest. || Weiter halte den laufenden Eintrag [wie zuvor] fest. || Weiter halte fest.	YES	YES
G495-F016	16	G494-NS074	G493-C076	@ACTION+OL	R	R+OL	SOURCE_SECTION_T	K	K+OL	1	1	f1r	1	Weiter ordne den laufenden Eintrag [wie zuvor] zu.	YES	YES
G495-F008	8	G494-NS075	G493-C077	@ACTION+OL	R	R+OL	HERBAL	OK	OK+OL	8	6	f10r|f11r|f17r|f18r|f24v|f56r	2	Weiter setze den Pflanzenposten [wie zuvor] im Arbeitsgang an. || Weiter setze die Arbeitseinheit [wie zuvor] im Arbeitsgang an.	YES	YES
G495-F008	8	G494-NS076	G493-C077	@ACTION+OL	R	R+OL	HERBAL	SH	SH+OL	6	5	f13r|f17r|f24v|f56r|f95v	3	Weiter halte den Arbeitswert [wie zuvor]. || Weiter halte den Pflanzenposten [wie zuvor]. || Weiter halte die Arbeitseinheit [wie zuvor].	YES	YES
G495-F008	8	G494-NS077	G493-C077	@ACTION+OL	R	R+OL	HERBAL	K	K+OL	4	3	f11r|f13r|f56r	1	Weiter gib den Pflanzenposten [wie zuvor] zu.	YES	YES
G495-F015	15	G494-NS078	G493-C079	@ACTION+OL	R	R+OL	CELESTIAL	OK	OK+OL	3	2	f67r2|f71v	2	Weiter setze den Positionsposten [wie zuvor]. || Weiter setze den Positionswert [wie zuvor].	YES	YES
G495-F015	15	G494-NS079	G493-C079	@ACTION+OL	R	R+OL	CELESTIAL	SH	SH+OL	2	1	f72r	2	Weiter halte den Positionsposten [wie zuvor]. || Weiter halte die Positionseinheit [wie zuvor].	YES	YES
G495-F015	15	G494-NS080	G493-C079	@ACTION+OL	R	R+OL	CELESTIAL	K	K+OL	1	1	f72r	1	Weiter ordne den Positionswert [wie zuvor] zu.	YES	YES
G495-F027	27	G494-NS082	G493-C081	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	SH	SH+OR+Y	1	1	f1r	1	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES	YES
G495-F027	27	G494-NS083	G493-C081	@ACTION+OR+Y	T	T+OR+Y	SOURCE_SECTION_T	S	S+OR+Y	1	1	f1r	1	Wähle die Eintragseinheit und den laufenden Eintrag.	YES	YES
G495-F026	26	G494-NS084	G493-C086	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	SH	SH+OR+Y	1	1	f1r	1	Halte die Eintragseinheit und den laufenden Eintrag fest.	YES	YES
G495-F026	26	G494-NS085	G493-C086	@ACTION+OR+Y	R	R+OR+Y	SOURCE_SECTION_T	S	S+OR+Y	1	1	f1r	1	Wähle die Eintragseinheit und den laufenden Eintrag.	YES	YES
G495-F020	20	G494-NS086	G493-C091	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	OK	OK+Y	2	1	f1r	1	Trage den laufenden Eintrag ein.	YES	YES
G495-F020	20	G494-NS087	G493-C091	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	K	K+Y	1	1	f1r	1	Ordne den laufenden Eintrag zu.	YES	YES
G495-F020	20	G494-NS088	G493-C091	@ACTION+Y	T	T+Y	SOURCE_SECTION_T	CHD	CHD+Y	1	1	f1r	1	Bearbeite den laufenden Eintrag.	YES	YES
G495-F010	10	G494-NS090	G493-C095	@ACTION+Y	T	T+Y	PHARMA	OK	OK+Y	7	3	f88r|f88v|f89r	1	Setze den Drogenposten als Ansatz an.	YES	YES
G495-F010	10	G494-NS091	G493-C095	@ACTION+Y	T	T+Y	PHARMA	K	K+Y	1	1	f89r	1	Gib den Drogenposten zu.	YES	YES
G495-F010	10	G494-NS092	G493-C095	@ACTION+Y	T	T+Y	PHARMA	CHD	CHD+Y	1	1	f89r	1	Bearbeite den Drogenposten.	YES	YES
G495-F021	21	G494-NS093	G493-C096	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	OK	OK+Y	2	1	f1r	1	Trage den laufenden Eintrag ein.	YES	YES
G495-F021	21	G494-NS094	G493-C096	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	K	K+Y	1	1	f1r	1	Ordne den laufenden Eintrag zu.	YES	YES
G495-F021	21	G494-NS095	G493-C096	@ACTION+Y	R	R+Y	SOURCE_SECTION_T	CHD	CHD+Y	1	1	f1r	1	Bearbeite den laufenden Eintrag.	YES	YES
G495-F007	7	G494-NS096	G493-C097	@ACTION+Y	R	R+Y	HERBAL	OK	OK+Y	17	7	f10r|f13r|f17r|f18r|f55v|f56r|f95v	1	Setze den Pflanzenposten im Arbeitsgang an.	YES	YES
G495-F007	7	G494-NS097	G493-C097	@ACTION+Y	R	R+Y	HERBAL	K	K+Y	3	2	f11r|f13r	1	Gib den Pflanzenposten zu.	YES	YES
G495-F007	7	G494-NS098	G493-C097	@ACTION+Y	R	R+Y	HERBAL	CHD	CHD+Y	7	3	f55v|f56r|f95v	1	Bearbeite den Pflanzenposten.	YES	YES
G495-F012	12	G494-NS100	G493-C100	@ACTION+Y	R	R+Y	PHARMA	OK	OK+Y	7	3	f88r|f88v|f89r	1	Setze den Drogenposten als Ansatz an.	YES	YES
G495-F012	12	G494-NS101	G493-C100	@ACTION+Y	R	R+Y	PHARMA	K	K+Y	1	1	f89r	1	Gib den Drogenposten zu.	YES	YES
G495-F012	12	G494-NS102	G493-C100	@ACTION+Y	R	R+Y	PHARMA	CHD	CHD+Y	1	1	f89r	1	Bearbeite den Drogenposten.	YES	YES
