unified_serial	register	page	locus	namespace_or_record	local_unit_id	surface_display	mechanism	operational_reading_de	local_owner	register_rule_de	nomenclator_layer	instrument_id	module_id	instrument_context_de	dossier_id	case_phase	case_source_unit	case_statement_or_locus	case_context_de	dossier_title_de	crosspage_link_status
U012	PROSE_WORKSHOP	f10r	f10r.5	H1	E012	qotchol	PRODUCTIVE_COMPONENTS	danach weiterfuehren	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	danach weiterfuehren	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H1	H1-S002	Wurzelansatz ansetzen, einen Teil abtrennen, Wasserlauf und Sollmaß einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U013	PROSE_WORKSHOP	f10r	f10r.5	H1	E013	chol	PRODUCTIVE_COMPONENTS	fortsetzen	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	fortsetzen	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H1	H1-S002	Wurzelansatz ansetzen, einen Teil abtrennen, Wasserlauf und Sollmaß einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U014	PROSE_WORKSHOP	f10r	f10r.5	H1	E014	cthy	PRODUCTIVE_COMPONENTS	bereit	H1	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	bereit	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H1	H1-S002	Wurzelansatz ansetzen, einen Teil abtrennen, Wasserlauf und Sollmaß einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U015	PROSE_WORKSHOP	f10r	f10r.6	H2	E015	ycheor	PRODUCTIVE_COMPONENTS	Auszugsansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Auszugsansatz	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U016	PROSE_WORKSHOP	f10r	f10r.6	H2	E016	cthy	PRODUCTIVE_COMPONENTS	bereit	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	bereit	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U017	PROSE_WORKSHOP	f10r	f10r.6	H2	E017	chor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Ansatz	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U018	PROSE_WORKSHOP	f10r	f10r.6	H2	E018	cthaiin	PRODUCTIVE_COMPONENTS	Fertigmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Fertigmaß	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U019	PROSE_WORKSHOP	f10r	f10r.6	H2	E019	qoctholy	PRODUCTIVE_COMPONENTS	bereiten Posten weiterfuehren	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	bereiten Posten weiterfuehren	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U020	PROSE_WORKSHOP	f10r	f10r.6	H2	E020	dy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	dieser Posten	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U021	PROSE_WORKSHOP	f10r	f10r.6	H2	E021	chy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	dieser Posten	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U022	PROSE_WORKSHOP	f10r	f10r.6	H2	E022	taiin	PRODUCTIVE_COMPONENTS	Sollmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Sollmaß	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U023	PROSE_WORKSHOP	f10r	f10r.6	H2	E023	shy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	dieser Posten	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S001	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U024	PROSE_WORKSHOP	f10r	f10r.8	H2	E024	qotchor	PRODUCTIVE_COMPONENTS	Folgeansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Folgeansatz	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S002	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U025	PROSE_WORKSHOP	f10r	f10r.8	H2	E025	chor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Ansatz	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S002	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U026	PROSE_WORKSHOP	f10r	f10r.8	H2	E026	otol	PRODUCTIVE_COMPONENTS	danach fortsetzen	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	danach fortsetzen	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S002	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U027	PROSE_WORKSHOP	f10r	f10r.8	H2	E027	chol	PRODUCTIVE_COMPONENTS	fortsetzen	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	fortsetzen	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S002	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U028	PROSE_WORKSHOP	f10r	f10r.8	H2	E028	cholor	PRODUCTIVE_COMPONENTS	Fortsetzungsansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Fortsetzungsansatz	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S002	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U029	PROSE_WORKSHOP	f10r	f10r.8	H2	E029	chol	PRODUCTIVE_COMPONENTS	fortsetzen	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	fortsetzen	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S002	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U030	PROSE_WORKSHOP	f10r	f10r.8	H2	E030	daiin	PRODUCTIVE_COMPONENTS	Sollmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Sollmaß	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S002	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U031	PROSE_WORKSHOP	f10r	f10r.8	H2	E031	dar	PRODUCTIVE_COMPONENTS	daraus	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	daraus	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S002	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U032	PROSE_WORKSHOP	f10r	f10r.9	H2	E032	oykchor	WHOLE_CARD_CODEBOOK	Gefaess	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Gefaess	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S003	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U033	PROSE_WORKSHOP	f10r	f10r.9	H2	E033	shor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Ansatz	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S003	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U034	PROSE_WORKSHOP	f10r	f10r.9	H2	E034	chor	PRODUCTIVE_COMPONENTS	Ansatz	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Ansatz	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S003	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U035	PROSE_WORKSHOP	f10r	f10r.9	H2	E035	chy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	dieser Posten	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S003	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U036	PROSE_WORKSHOP	f10r	f10r.9	H2	E036	kaiiin	PRODUCTIVE_COMPONENTS	Weichstufe	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Weichstufe	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S003	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U037	PROSE_WORKSHOP	f10r	f10r.9	H2	E037	dy	PRODUCTIVE_COMPONENTS	dieser Posten	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	dieser Posten	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S003	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U038	PROSE_WORKSHOP	f10r	f10r.9	H2	E038	chodaiin	PRODUCTIVE_COMPONENTS	Zutatenmaß	H2	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Zutatenmaß	D1_ROOT_BATH_RIGHT_WHEEL	WHAT	H2	H2-S003	Auszugsansatz fertigstellen, Pflanzencharge weiterführen und weich einstellen	Wurzelbad unter rechter Radbedingung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U039	PROSE_WORKSHOP	f11r	f11r.1	H3	E039	tshol	PRODUCTIVE_COMPONENTS	Zutat entnehmen	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Zutat entnehmen	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	H3	H3-S001	Kräuteransatz auswringen, stehen lassen, nachseihen, klar abziehen und kühlen	Klarauszug durch Stationen mit Sternatlas-Ablesung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U040	PROSE_WORKSHOP	f11r	f11r.1	H3	E040	schoal	PRODUCTIVE_COMPONENTS	Zutat dorthin	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Zutat dorthin	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	H3	H3-S001	Kräuteransatz auswringen, stehen lassen, nachseihen, klar abziehen und kühlen	Klarauszug durch Stationen mit Sternatlas-Ablesung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U041	PROSE_WORKSHOP	f11r	f11r.1	H3	E041	cfhy	WHOLE_CARD_CODEBOOK	auswringen	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	auswringen	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	H3	H3-S001	Kräuteransatz auswringen, stehen lassen, nachseihen, klar abziehen und kühlen	Klarauszug durch Stationen mit Sternatlas-Ablesung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U042	PROSE_WORKSHOP	f11r	f11r.1	H3	E042	shfydaiin	PRODUCTIVE_COMPONENTS	Standmaß	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	Standmaß	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	H3	H3-S001	Kräuteransatz auswringen, stehen lassen, nachseihen, klar abziehen und kühlen	Klarauszug durch Stationen mit Sternatlas-Ablesung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
U043	PROSE_WORKSHOP	f11r	f11r.1	H3	E043	cphy	WHOLE_CARD_CODEBOOK	nachseihen	H3	Prosa: Besitzer erben, Karte komponieren oder im sechzehnkoepfigen Codebuch nachschlagen.	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	PROSE_NOT_APPLICABLE	nachseihen	D2_CLEAR_EXTRACT_STAR_ATLAS	WHAT	H3	H3-S001	Kräuteransatz auswringen, stehen lassen, nachseihen, klar abziehen und kühlen	Klarauszug durch Stationen mit Sternatlas-Ablesung	THEMATIC_WORKSHOP_PAIRING__NOT_AN_EXPLICIT_MANUSCRIPT_POINTER
