dossier_id	step_no	phase	source_unit	page	short_action_de	full_reading_de	statement_or_locus_count	visible_group_count	handoff_de
D2_CLEAR_EXTRACT_STAR_ATLAS	4	WHEN	M68_STAR_STATIONS	f68r1	Wähle den sichtbaren Sternplatz und lies seine lokale Funktion	lokale Sternklasse, Bedingung, Übertragung oder Zielangabe	28	28	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
D2_CLEAR_EXTRACT_STAR_ATLAS	5	WHEN	M68_CENTER_KEY	f68r1	Nutze Zentrum oder Legende als lokalen Ziel- und Gradschlüssel	Zielsetzung und Grundgrad	2	6	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
D3_STORED_APPLICATION_THREE_WHEELS	1	WHAT	H4	f55v	Ansatz portionieren, lagern, wieder entnehmen und länger einwirken lassen	Stelle das Sollmaß ein, nimm eine Postenportion und kühle diesen Anteil ab Setze den Posten nach Sollmass um und verwahre ihn am Ziel. Nimm den Auszug aus dem verwahrten Ansatz nach Postenmaß, wärme ihn länger und schließe die Fortsetzung Stelle das Sollmass ein, setze dort an, fuehre den bereiten Ansatz weiter und nimm davon eine Portion.	4	18	Material und Arbeitsposten an die nächste Dossierphase übergeben
D3_STORED_APPLICATION_THREE_WHEELS	2	HOW	B4	f83r	Tuch-, Auflage- oder Einsatzfolge anlegen, festmachen, nachwaschen und abführen	Setze länger an und schließe Fuehre diesen Posten weiter, setze ihn laenger und dann kurz an und schliesse. Setze um, führe danach dorthin, wähle den Folgeposten, setze länger an, führe weiter, lass absetzen und schließe Befestige den Posten und schließe Lege das Tuch ein, setze um, setze länger an und schließe Seih und schließe Seih und schließe Stelle das Sollmass ein, waerme laenger, lass laenger ruhen, setze kurz an und schliesse. Lass absetzen und schließe Führe weiter und schließe Stelle das Sollmaß ein, wärme kurz, führe länger fort, gib eine Portion zu, setze um, führe weiter, wasche nach und schließe Führe ab und schließe Setze die Fortsetzung ein, lass absetzen und schließe Setze den Ansatz in einen kurzen Durchlauf, schliesse den Wasserlauf und beende den Schritt. Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, fuehre ab und schliesse. Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schliesse.	16	47	Material und Arbeitsposten an die nächste Dossierphase übergeben
D3_STORED_APPLICATION_THREE_WHEELS	3	HOW	B5	f83r	kurze Fortsetzungs- und Übergaberoutine ausführen	Führe die Folgeumsetzung aus und schließe Setze um und schließe Lass dort absetzen, fuehre dorthin und weiter, fuehre von dort weiter, setze dort um, stelle das Sollmass ein und setze weiter um.	3	11	Material und Arbeitsposten an die nächste Dossierphase übergeben
D3_STORED_APPLICATION_THREE_WHEELS	4	HOW	B6	f83r	Rohposten sammeln, zum Ziel bringen, abmessen, durch Tuch führen und abschließen	Sammle den rohen Posten laenger, fuehre diesen Posten dorthin, stelle das Sollmass ein, lege das Tuch ein und fuehre den Posten zum Endziel.	1	9	Material und Arbeitsposten an die nächste Dossierphase übergeben
D3_STORED_APPLICATION_THREE_WHEELS	5	WHEN	M69_LEFT_RUBRIC	f69v	Lies die linke Ringrubrik als Bedienregel für das 28-Platz-Inventar	Arbeitsregel des 28-Platz-Rades	1	40	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
D3_STORED_APPLICATION_THREE_WHEELS	6	WHEN	M69_LEFT_28_SLOTS	f69v	Wähle genau den sichtbaren Radialplatz und lies seinen Wert	einzelne Platz-, Klassen-, Grad- oder Zielwerte	28	33	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
D3_STORED_APPLICATION_THREE_WHEELS	7	WHEN	M69_MIDDLE_QUALITY	f69v	Lies das mittlere Rad als eigene Qualitäts- oder Wettertafel	Wetter-, Qualitäts- oder Zustandsablesung	1	38	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
D3_STORED_APPLICATION_THREE_WHEELS	8	WHEN	M69_RIGHT_LIGHT	f69v	Lies das rechte Rad als eigene Licht- oder Zustandsregel	Licht-, Planeten- oder Komplexionsbedingung	1	29	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
D4_FRESH_PLANT_LEFT_WHEEL	1	WHAT	H5	f56r	frische Zutat und Stängel weiterverarbeiten, Auszug gewinnen und anwenden	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmass, bearbeite die naechste Zutat weiter, beginne den Folgeansatz und setze den Posten dort an. Nimm vom Vorposten diese Zutat, setze sie an und trage sie auf. Nimm den Staengel als Zutat, bearbeite diesen Posten kurz und setze ihn erneut an. Setze den Posten an, gib den Auszug zu und bearbeite ihn an der Zielstelle. Setze den Ansatz als Zutat an, nimm den Auszug daraus und wende ihn danach an. Nimm den Folgeposten, fuehre ihn kurz weiter und stelle das Sollmass ein.	6	27	Material und Arbeitsposten an die nächste Dossierphase übergeben
D4_FRESH_PLANT_LEFT_WHEEL	2	HOW	B3	f83r	lange Beckenfolge mit Zuläufen, Portionen, Übertragungen und Zielstellen bedienen	Sammle länger und schließe Führe danach dorthin, wärme länger und schließe Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe Stelle das Sollmaß ein, führe danach dorthin und nimm daraus Setze die entnommene Sollmaßportion um und schließe Setze dorthin um, führe weiter und schließe Stelle das Sollmaß ein, setze um, setze länger an und schließe Führe ab und schließe Setze den Posten an Führe den angesetzten Posten am Einlass zu, nimm die kurze Folge und schließe Setze den bereiten Posten um, setze ihn an, setze erneut um und nimm daraus den folgenden Posten. Lass den aufgestrichenen und abgekühlten Ansatz absetzen und schließe Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe Lass Wasser ein, lass länger absetzen und schließe Führe ab und schließe Fuehre ab, setze den Posten um und schliesse. Setze länger an und schließe Lass absetzen und schließe Lass absetzen und schließe Führe dorthin, führe ab und schließe Stelle das Sollmass ein, halte bereit, fuehre dorthin, lass dort absetzen, halte den Posten kurz bereit, fuehre ihn erneut dorthin, setze um und schliesse. Führe die Folgeumsetzung aus und schließe Führe ab und schließe Setze um und schließe Setze um und schließe Setze von dort um, warte bis zum Absetzmass, setze erneut um, gib eine Portion zu, halte bereit, fuehre den Ansatz von dort zur Zielstelle, sammle laenger und schliesse. Nimm die lange Folge und schließe Setze länger, dann kurz an und schließe Fuehre weiter, nimm den ganzen Teilposten, setze kurz an und schliesse. Setze den Posten nach Sollmaß an, leite Wasser weiter, führe die Folgeumsetzung aus und schließe Setze länger an und schließe Setze eine Portion um, stelle ein kurzes Folgemass und danach das Folgemass ein, fuehre die kurze Folge aus und schliesse. Ziehe ab und schließe Bringe auf Sollstufe, halte bereit, trenne einen Teil ab, stelle das Folgemass ein, fuehre zur unteren Zielstelle, lass absetzen und schliesse.	34	86	Material und Arbeitsposten an die nächste Dossierphase übergeben
D4_FRESH_PLANT_LEFT_WHEEL	3	WHEN	M67_LEFT_ASPECT_FIELDS	f67r2	Trage am sichtbaren Sternfeld Platz, Aspekt und Wertbezug ein	Platz, Aspekt, Sollwert, Ausgang und Ziel kombinieren	37	92	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
D4_FRESH_PLANT_LEFT_WHEEL	4	WHEN	M67_LEFT_OUTER_STATIONS	f67r2	Nimm den sichtbaren äußeren Sternplatz als Übertragungs- oder Zielhinweis	Quelle, Ziel, Übertragung oder Folge auswählen	12	17	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
D4_FRESH_PLANT_LEFT_WHEEL	5	WHEN	M67_LEFT_RING_RULE	f67r2	Lies den linken Ringtext als Einstellregel	Sollwert-, Lauf- und Klassenrahmen des linken Rades	1	12	Gewählten lokalen Bedingungswert zum fertigen Arbeitsfall notieren
