statement_id	record_unit_id	page	loci	event_count	ending_class	ending_card_id	ending_surface	ending_action_de	next_statement_id	register_effect	teaching_command_de	crosses_physical_line	workshop_sentence_de
H4-S002	H4	f55v	f55v.5	3	HANDOFF_OPEN				H4-S003	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Setze den Posten nach Sollmaß um und verwahre ihn
H4-S003	H4	f55v	f55v.11	4	COMMIT_CELL	1b1ffdd869fb1429ad03	oldy	fortsetzen	H4-S004	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Nimm den Auszug daraus nach Postenmaß, wärme ihn länger und schließe die Fortsetzung
H4-S004	H4	f55v	f55v.11	6	RELEASE_RECORD					CLEAR_OWNER_ITEM_SOURCE_TARGET_OPERATION	Record endet; alle laufenden Register zurücksetzen	NO	Gib nach Sollmaß eine Ansatzportion dorthin, wärme sie an und halte den Posten im Ansatz
H5-S001	H5	f56r	f56r.5|f56r.7	9	HANDOFF_OPEN				H5-S002	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	YES	Bereite einen Zutatenansatz, gib die Zutat dorthin nach Sollmaß, lege die nächste Zutat auf, beginne den Folgeansatz und setze den Posten dort an
H5-S002	H5	f56r	f56r.8	4	COMMIT_CELL	95987d6f198d6d247511	cheeckhody	auftragen	H5-S003	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Wasche die bezeichnete Stelle, setze den Vorposten an und trage ihn auf
H5-S003	H5	f56r	f56r.12	4	HANDOFF_OPEN				H5-S004	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Nimm die Stängel als Zutat, zerreibe sie und setze sie erneut an
H5-S004	H5	f56r	f56r.13	3	HANDOFF_OPEN				H5-S005	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Setze den Posten an, gib den Auszug zu und seih ab
H5-S005	H5	f56r	f56r.18	4	HANDOFF_OPEN				H5-S006	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Setze die Zutat an, nimm den Auszug daraus und wende ihn an
H5-S006	H5	f56r	f56r.19	3	RELEASE_RECORD					CLEAR_OWNER_ITEM_SOURCE_TARGET_OPERATION	Record endet; alle laufenden Register zurücksetzen	NO	Wähle für die nächste Gabe den Folgeposten und das Sollmaß
B1-S001	B1	f81v	f81v.2	1	COMMIT_CELL	7db18b2f0fb7ed0fcfd3	qokedy	kurz ansetzen	B1-S002	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze den ersten Posten kurz an und schließe
B1-S002	B1	f81v	f81v.2|f81v.7	19	COMMIT_CELL	259b2b3b0bf859882e2c	schedy	umsetzen	B1-S003	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Stelle das Sollmaß ein, lass Beckenwasser zu, setze dort an, gib eine weitere Portion und Badzusatz hinzu, halte den Fortsetzungsansatz warm, führe ihn bis zum Mittelmaß weiter, stelle das Sollmaß ein, halte dort länger, prüfe erneut das Sollmaß, leite durch, setze um und schließe
B1-S003	B1	f81v	f81v.7|f81v.17	2	COMMIT_CELL	54e32e9c1414b20640e9	sshkchdy	schwenken	B1-S004	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Führe weiter, schwenke den Posten und schließe
B1-S004	B1	f81v	f81v.17	3	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen	B1-S005	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze um, führe weiter, lass absetzen und schließe
B1-S005	B1	f81v	f81v.17	1	COMMIT_CELL	28ffbc88b97772a75f1e	qolchedy	fortsetzen	B1-S006	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe den Posten weiter und schließe
B1-S006	B1	f81v	f81v.17	4	HANDOFF_OPEN				B1-S007	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Gib eine Portion und den Badzusatz zu, leite durch und lass abkühlen
B1-S007	B1	f81v	f81v.18	1	COMMIT_CELL	87411f84689b4f93a303	qokchdy	umsetzen	B1-S008	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze den Posten um und schließe
B1-S008	B1	f81v	f81v.18	5	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen	B1-S009	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe den aktuellen Posten weiter, wärme kurz, lass absetzen und schließe
B1-S009	B1	f81v	f81v.18	1	COMMIT_CELL	7db18b2f0fb7ed0fcfd3	qokedy	kurz ansetzen	B1-S010	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze kurz an und schließe
B1-S010	B1	f81v	f81v.18	1	COMMIT_CELL	7db18b2f0fb7ed0fcfd3	qokedy	kurz ansetzen	B1-S011	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze den nächsten Posten kurz an und schließe
B1-S011	B1	f81v	f81v.18	2	HANDOFF_OPEN				B1-S012	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Leite durch und setze den Posten an
B1-S012	B1	f81v	f81v.21	3	COMMIT_CELL	2e7e89e0bd12b999c280	lshedy	waschen	B1-S013	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Beginne den Waschgang, setze kurz an, wasche und schließe
B1-S013	B1	f81v	f81v.21	1	COMMIT_CELL	2e7e89e0bd12b999c280	lshedy	waschen	B1-S014	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Wasche und schließe
B1-S014	B1	f81v	f81v.21	5	HANDOFF_OPEN				B1-S015	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Setze zur Arbeitsstelle um, führe am Auslass ab und führe danach von dort weiter
B1-S015	B1	f81v	f81v.24	2	COMMIT_CELL	07913ef9b1fb773cd325	okchedy	umsetzen	B1-S016	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Fülle das Gefäß, setze den Inhalt um und schließe
B1-S016	B1	f81v	f81v.24	4	COMMIT_CELL	bc4f1f5c006c74a4d26d	cheedy	absetzen	B1-S017	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze dort länger an, führe weiter, lass absetzen und schließe
B1-S017	B1	f81v	f81v.24	3	COMMIT_CELL	d225b7a7b95da7aee437	dchdy	umsetzen	B1-S018	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe ihn dorthin, öffne den Hahn, setze um und schließe
B1-S018	B1	f81v	f81v.24|f81v.27	4	COMMIT_CELL	3b70942557b3a40e8030	olkeedy	länger sammeln	B1-S019	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Stelle die Auffangschale bereit, reibe die bezeichnete Stelle ein, bringe sie auf Sollstufe, sammle länger und schließe
B1-S019	B1	f81v	f81v.27	1	COMMIT_CELL	bc4f1f5c006c74a4d26d	tedy	absetzen	B1-S020	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lass absetzen und schließe
B1-S020	B1	f81v	f81v.27	2	COMMIT_CELL	d68bc8de3bcee09db23c	shckhedy	seihen	B1-S021	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Wärme kurz, seih und schließe
B1-S021	B1	f81v	f81v.27	1	RELEASE_RECORD					CLEAR_OWNER_ITEM_SOURCE_TARGET_OPERATION	Record endet; alle laufenden Register zurücksetzen	NO	Führe den nächsten Posten dorthin
B2-S001	B2	f82r	f82r.2	1	COMMIT_CELL	259b2b3b0bf859882e2c	dchedy	umsetzen	B2-S002	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze um und schließe
B2-S002	B2	f82r	f82r.2	1	COMMIT_CELL	28ffbc88b97772a75f1e	qolchedy	fortsetzen	B2-S003	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe weiter und schließe
B2-S003	B2	f82r	f82r.2	3	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B2-S004	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Gib eine Portion zu, setze den Posten länger an und schließe
B2-S004	B2	f82r	f82r.2|f82r.3	5	COMMIT_CELL	c1db6b0a28d5cbb5d3d2	lcheckhedy	abseihen	B2-S005	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Setze dort an, leite durch den Ausgang, führe ab, setze länger an, seih ab und schließe
B2-S005	B2	f82r	f82r.3|f82r.4	8	COMMIT_CELL	04a3877f0fc81b7597c9	ldy	abziehen	B2-S006	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Setze den Posten am Seihtuch an, leite ihn durch, stelle das Sollmaß ein, gleiche beide Seiten an, wärme länger, ziehe ab und schließe
B2-S006	B2	f82r	f82r.4	4	HANDOFF_OPEN				B2-S007	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Nimm den langen Folgeposten, setze ihn dort am Überlauf an und führe ihn weiter
B2-S007	B2	f82r	f82r.7	1	COMMIT_CELL	cbb42a4fe68068325d6b	dshedy	Frischwasser	B2-S008	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Gib Frischwasser zu und schließe
B2-S008	B2	f82r	f82r.7	3	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen	B2-S009	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Stelle das Folgemaß ein, setze daraus an, lass absetzen und schließe
B2-S009	B2	f82r	f82r.7	1	COMMIT_CELL	daa1347f456415fe8737	solshedy	weiter absetzen	B2-S010	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lass den vorigen Posten weiter absetzen und schließe
B2-S010	B2	f82r	f82r.7	4	HANDOFF_OPEN				B2-S011	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Setze länger an, führe den Posten durch die Düse und nimm die Klarflüssigkeit
B2-S011	B2	f82r	f82r.19	4	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B2-S012	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Gib eine Portion zu, nimm daraus eine weitere Portion, setze länger an und schließe
B2-S012	B2	f82r	f82r.19|f82r.23	8	COMMIT_CELL	d25110e0d8488927278f	qokeeedy	vollständig ansetzen	B2-S013	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Ziehe den Posten ab, nimm die Klarflüssigkeit, halte sie kurz bereit, setze sie länger an der Nassstelle nach Sollmaß an, führe sie vollständig aus und schließe
B2-S013	B2	f82r	f82r.23	1	COMMIT_CELL	de7321bface5628e35d6	lchedy	abführen	B2-S014	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe ab und schließe
B2-S014	B2	f82r	f82r.23	1	HANDOFF_OPEN				B2-S015	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Schließe den Bodenablauf
B2-S015	B2	f82r	f82r.26	2	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B2-S016	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Gib Spülwasser zu, setze länger an und schließe
B2-S016	B2	f82r	f82r.26|f82r.27	8	COMMIT_CELL	65df3cd9e59060042d47	pchedy	einführen	B2-S017	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Führe ihn dorthin und von dort ab, teile gleich, stelle das Sollmaß ein, nimm den langen Folgeposten, setze kurz an, führe ein und schließe
B2-S017	B2	f82r	f82r.27	2	COMMIT_CELL	78b3b3140714da19090d	daldy	Nebenöffnung	B2-S018	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lass Warmwasser ein und schließe die Nebenöffnung
B2-S018	B2	f82r	f82r.27	1	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B2-S019	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze länger an und schließe
B2-S019	B2	f82r	f82r.27	1	COMMIT_CELL	7f68f60279efe6b28cd7	rshedy	Waschung	B2-S020	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe die Waschung aus und schließe
B2-S020	B2	f82r	f82r.27	1	COMMIT_CELL	ff178343c18e287ce3b7	qoteedy	lange Folge	B2-S021	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Nimm die lange Folge und schließe
B2-S021	B2	f82r	f82r.27	1	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B2-S022	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze länger an und schließe
B2-S022	B2	f82r	f82r.27	1	COMMIT_CELL	f2af6326898fb5b490a4	lochedy	Rest abführen		CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe den Rest ab und schließe
B3-S001	B3	f83r	f83r.3	1	COMMIT_CELL	3b70942557b3a40e8030	olkeedy	länger sammeln	B3-S002	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Sammle länger und schließe
B3-S002	B3	f83r	f83r.3	2	COMMIT_CELL	a84fbe3ad380df345b97	chkeedy	länger wärmen	B3-S003	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe danach dorthin, wärme länger und schließe
B3-S003	B3	f83r	f83r.3	4	COMMIT_CELL	de7321bface5628e35d6	lchedy	abführen	B3-S004	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Nimm den aktuellen Posten nach Sollmaß, führe ihn ab und schließe
B3-S004	B3	f83r	f83r.3	3	HANDOFF_OPEN				B3-S005	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Stelle das Sollmaß ein, führe danach dorthin und nimm daraus
B3-S005	B3	f83r	f83r.6	1	COMMIT_CELL	259b2b3b0bf859882e2c	schedy	umsetzen	B3-S006	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze um und schließe
B3-S006	B3	f83r	f83r.6	3	COMMIT_CELL	28ffbc88b97772a75f1e	olchedy	fortsetzen	B3-S007	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze dorthin um, führe weiter und schließe
B3-S007	B3	f83r	f83r.6	3	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B3-S008	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Stelle das Sollmaß ein, setze um, setze länger an und schließe
B3-S008	B3	f83r	f83r.6	1	COMMIT_CELL	de7321bface5628e35d6	lchedy	abführen	B3-S009	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe ab und schließe
B3-S009	B3	f83r	f83r.6	1	HANDOFF_OPEN				B3-S010	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Setze den Posten an
B3-S010	B3	f83r	f83r.8	2	COMMIT_CELL	c45ebac60774620561e2	otedy	kurze Folge	B3-S011	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe am Einlass zu, nimm die kurze Folge und schließe
B3-S011	B3	f83r	f83r.8	4	HANDOFF_OPEN				B3-S012	KEEP_OWNER_ITEM_SOURCE_TARGET_OPERATION_AVAILABLE	Arbeitsgang offen an die nächste Zelle weiterreichen	NO	Streiche den Posten auf, setze ihn an, setze um und lass abkühlen
B3-S012	B3	f83r	f83r.11	2	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen	B3-S013	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lass den Ansatz absetzen und schließe
B3-S013	B3	f83r	f83r.11	4	COMMIT_CELL	7db18b2f0fb7ed0fcfd3	qokedy	kurz ansetzen	B3-S014	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Stelle das Sollmaß ein, nimm eine Portion, halte kurz bereit, setze kurz an und schließe
B3-S014	B3	f83r	f83r.11	2	COMMIT_CELL	03626ca94cb17800d767	sheedy	länger absetzen	B3-S015	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lass Wasser ein, lass länger absetzen und schließe
B3-S015	B3	f83r	f83r.11	1	COMMIT_CELL	de7321bface5628e35d6	lchedy	abführen	B3-S016	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe ab und schließe
B3-S016	B3	f83r	f83r.11|f83r.14	2	COMMIT_CELL	07913ef9b1fb773cd325	qokchedy	umsetzen	B3-S017	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Schließe den Bodenablauf, setze den Posten um und schließe
B3-S017	B3	f83r	f83r.14	1	COMMIT_CELL	7d25241b0e56c836372a	qokeedy	länger ansetzen	B3-S018	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze länger an und schließe
B3-S018	B3	f83r	f83r.14	1	COMMIT_CELL	bc4f1f5c006c74a4d26d	shedy	absetzen	B3-S019	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lass absetzen und schließe
B3-S019	B3	f83r	f83r.14	1	COMMIT_CELL	db167f8e9b53eefb58f8	qokshedy	absetzen	B3-S020	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Lass absetzen und schließe
B3-S020	B3	f83r	f83r.14	2	COMMIT_CELL	de7321bface5628e35d6	lchedy	abführen	B3-S021	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe dorthin, führe ab und schließe
B3-S021	B3	f83r	f83r.14|f83r.15	11	COMMIT_CELL	2bc2ed2630dbdaaa6b59	dalchdy	dorthin umsetzen	B3-S022	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Stelle das Sollmaß ein, halte bereit, führe dorthin, lass den Posten absetzen, bis er handwarm ist, führe ihn erneut dorthin, stelle bereit, setze dort um und schließe
B3-S022	B3	f83r	f83r.15	1	COMMIT_CELL	4de12cf322dfb76ded1e	qotchedy	Folgeumsetzung	B3-S023	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe die Folgeumsetzung aus und schließe
B3-S023	B3	f83r	f83r.15	1	COMMIT_CELL	de7321bface5628e35d6	lchedy	abführen	B3-S024	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Führe ab und schließe
B3-S024	B3	f83r	f83r.16	1	COMMIT_CELL	259b2b3b0bf859882e2c	tchedy	umsetzen	B3-S025	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze um und schließe
B3-S025	B3	f83r	f83r.16	1	COMMIT_CELL	87411f84689b4f93a303	qokchdy	umsetzen	B3-S026	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	NO	Setze um und schließe
B3-S026	B3	f83r	f83r.16|f83r.20	7	COMMIT_CELL	3b70942557b3a40e8030	solkeedy	länger sammeln	B3-S027	CLEAR_OPERATION_SOURCE_TARGET__KEEP_OWNER_ITEM_AVAILABLE	Handlung ausführen; Arbeitszelle abhaken	YES	Stelle das Sammelbecken bereit, warte bis zum Absetzmaß, setze um, gib eine Portion zu, halte bereit, warte, bis der Posten klar ist, sammle länger und schließe
