statement_id	record_unit_id	page	owner_slot	locus_path	field_path	visible_event_count	read_source_token_count	surface_punctuated	workshop_german_punctuated	punctuation_class	physical_line_crossings_absorbed	owner_resets_marked	read_once_duplicates_collapsed	rule_de
H4-S002	H4	f55v	abgebildete Pflanze auf f55v	f55v.5	F011	3	3	daiin · chedy · talam;	sollmaß, überführen, verwahren;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
H4-S003	H4	f55v	abgebildete Pflanze auf f55v	f55v.11	F012	4	4	ykaiin · cheoar · cheeky · oldy;	sollportion, auszug aus der Quelle, länger bearbeiten, fertig;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
H4-S004	H4	f55v	abgebildete Pflanze auf f55v	f55v.11	F013	6	6	aiin · okal · oltchy · or · y · orain …	sollmaß, dorthin einsetzen, die laufende Bereitung fortsetzen, ansatz, dies, bereitungsanteil …	OPEN_RECORD_RELEASE	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
H5-S001	H5	f56r	abgebildete Pflanze auf f56r	f56r.5|f56r.7	F014|F015	9	9	chochor · cho · chodaly · daiin / sho · kchol · otchor · choky · dal ↪	zugabeansatz, weitere Zutat, zugabe am aktuellen Ziel, sollmaß / weitere Zutat, weiter bearbeiten, folgeansatz, einsetzen, dorthin ↪	OPEN_TO_NEXT_STATEMENT	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
H5-S002	H5	f56r	abgebildete Pflanze auf f56r	f56r.8	F016	4	4	schol · choy · choky · cheeckhody;	vom vorigen Arbeitsgang nehmen, aktuelle Zutat, einsetzen, auftragen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
H5-S003	H5	f56r	abgebildete Pflanze auf f56r	f56r.12	F017	4	4	sh · cho · kchey · qokokchy ↪	stängel, weitere Zutat, den laufenden Posten kurz bearbeiten, denselben Posten erneut einsetzen ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
H5-S004	H5	f56r	abgebildete Pflanze auf f56r	f56r.13	F018	3	3	okchy · chokcheo · kchal ↪	den laufenden Posten einsetzen und weiterbearbeiten, auszug einsetzen, an der Zielstelle bearbeiten ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
H5-S005	H5	f56r	abgebildete Pflanze auf f56r	f56r.18	F019	4	4	sho · chokchy · kchoar · sotodan ↪	weitere Zutat, den laufenden Posten einsetzen und weiterbearbeiten, bearbeiteter Quellauszug, zur Folgeanwendung weiterführen ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
H5-S006	H5	f56r	abgebildete Pflanze auf f56r	f56r.19	F020	3	3	otchey · keol · daiin …	das nächste, kurz weiterbearbeiten, sollmaß …	OPEN_RECORD_RELEASE	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S001	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.2	F021	1	1	qokedy;	kurz einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S002	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.2|f81v.7	F022|F023	19	19	okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl / olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy;	bemessen, beckenlauf, dorthin einsetzen, davon, weiter, portion, weiterer Anteil, dorthin, weiter, anschluss, zusatz / derselbe Ansatz, weiter, kurze Zielpassage, sollmaß, langer Zieleinsatz, sollmaß, durchleiten, überführen;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S003	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.7|f81v.17	F024|F025	2	2	qol / sshkchdy;	weiter / übertragen;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S004	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.17	F026	3	3	chedy · ol · shedy;	überführen, weiter, kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S005	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.17	F027	1	1	qolchedy;	weiterführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S006	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.17	F028	4	4	qokain · shckhy · dl · ral ↪	anteil zugeben, durchleiten, zusatz, zielmarke ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S007	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.18	F029	1	1	qokchdy;	neuen Posten einsetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S008	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.18	F030	5	5	chey · ol · cheky · ol · shedy;	dies, weiter, kurz wärmen, weiter, kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S009	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.18	F031	1	1	qokedy;	kurz einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S010	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.18	F032	1	1	qokedy;	kurz einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S011	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.18	F033	2	2	chckhy · qoky ↪	durchleiten, einsetzen ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S012	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.21	F034	3	3	lsho · qokey · lshedy;	waschgang, kurz einwirken lassen, waschgang;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S013	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.21	F035	1	1	lshedy;	waschgang;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S014	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.21	F036	5	5	chedy · qolky · lchedal · qol · otar ↪	überführen, weiterweg, zielabführung, weiter, folgequelle ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S015	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.24	F037	2	2	ytey · okchedy;	kurzteil, vorigen Posten überführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S016	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.24	F038	4	4	qokal · okeey · qol · cheedy;	dorthin einsetzen, länger einwirken lassen, weiter, kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S017	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.24	F039	3	3	sal · teol · dchdy;	dorthin, kurz weiterführen, transfer;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S018	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.24|f81v.27	F040|F041	4	4	ly / dsheol · oiiin · olkeedy;	auffanggefäß / kurzhalt, arbeitsstufe, lange sammeln;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S019	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.27	F042	1	1	tedy;	kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S020	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.27	F043	2	2	cheky · shckhedy;	kurz wärmen, durchlassen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B1-S021	B1	f81v	gemeinsames Becken- und Figurenfeld auf f81v	f81v.27	F044	1	1	chal …	dorthin …	OPEN_RECORD_RELEASE	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S001	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.2	F045	1	1	dchedy;	überführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S002	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.2	F046	1	1	qolchedy;	weiterführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S003	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.2	F047	3	3	qokain · dy · qokeedy;	anteil zugeben, dies, lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S004	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.2|f82r.3	F048|F049	5	5	qokal · lcheckhy · lched / qokeey · lcheckhedy;	dorthin einsetzen, abführpassage, abführung / länger einwirken lassen, trennabzug;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S005	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.3|f82r.4	F050|F051	8	7	qokaly · solkaiin · chckhy · qokaiin↷ / octheol · chkeey · ldy;	zieleinsatz, sollsammlung, durchleiten, bemessen [einmal lesen; am nächsten Zeilenanfang nur wiederholt] / fortsetzung vorbereiten, langwärmen, abziehen;	COMMIT_SEMICOLON	1	0	1	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S006	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.4	F052	4	4	oteey · qokal · sheckhy · qoky ↪	langfolge, dorthin einsetzen, kurzpassage, einsetzen ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S007	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.7	F053	1	1	dshedy;	frischwasser zugeben;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S008	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.7	F054	3	3	sotaiin · qokar · shedy;	folgemaß, quelleinsatz, kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S009	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.7	F055	1	1	solshedy;	folgeabsetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S010	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.7	F056	4	4	qokeey · qoky · ls · cheey ↪	länger einwirken lassen, einsetzen, auslass, klarlauf ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S011	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.19	F057	4	4	okain · char · okain · qokeedy;	anteil zugeben, davon, anteil zugeben, lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S012	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.19|f82r.23	F058|F059	8	8	lchy / [OWNER↻] · cheey · qcthey · qokeey · lcheey · daiin · chey · qokeeedy;	abführgut / [neuer sichtbarer Besitzer], klarlauf, kurz vorbereiten, länger einwirken lassen, klarabzug, sollmaß, dies, volleinsatz;	COMMIT_SEMICOLON	1	1	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S013	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.23	F060	1	1	lchedy;	abführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S014	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.23	F061	1	1	lar ↪	quellabzug ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S015	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.26	F062	2	2	tshey · qokeedy;	folgeklarlauf, lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S016	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.26|f82r.27	F063|F064	8	8	cheal · lchedar · ches · aiin · oteey · qokaiin · okey / pchedy;	dorthin, quellabführung, teilen, sollmaß, langfolge, bemessen, kurz einwirken lassen / zuführung;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S017	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.27	F065	2	2	rsheal · daldy;	kurzhalt am Ziel, zielschluss;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S018	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.27	F066	1	1	qokeedy;	lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S019	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.27	F067	1	1	rshedy;	vollwaschung;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S020	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.27	F068	1	1	qoteedy;	lange Folgestufe;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S021	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.27	F069	1	1	qokeedy;	lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B2-S022	B2	f82r	aktuelle lokale Becken- oder Gerätestation auf f82r	f82r.27	F070	1	1	lochedy;	abführung;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S001	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.3	F071	1	1	olkeedy;	lange sammeln;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S002	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.3	F072	2	2	qotal · chkeedy;	danach dorthin, langwärmen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S003	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.3	F073	4	4	chey · daiin · chey · lchedy;	dies, sollmaß, dies, abführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S004	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.3	F074	3	3	qokaiin · qotal · dar ↪	bemessen, danach dorthin, davon ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S005	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.6	F075	1	1	schedy;	überführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S006	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.6	F076	3	3	chedchy · qokal · olchedy;	postentransfer, dorthin einsetzen, weiterführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S007	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.6	F077	3	3	qokaiin · chedy · qokeedy;	bemessen, überführen, lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S008	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.6	F078	1	1	lchedy;	abführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S009	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.6	F079	1	1	qoky ↪	einsetzen ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S010	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.8	F080	2	2	pchedal · otedy;	zielzuführung, kurzfolge;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S011	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.8	F081	4	4	shecthedchy · qoky · chedy · chary ↪	vorbereitungstransfer, einsetzen, überführen, quellposten ↪	OPEN_TO_NEXT_STATEMENT	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S012	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.11	F082	2	2	sor · shedy;	ansatz, kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S013	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.11	F083	4	4	qokaiin · chkain · shcthey · qokedy;	bemessen, portion, kurz vorbereiten, kurz einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S014	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.11	F084	2	2	okair · sheedy;	laufeinsatz, langabsetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S015	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.11	F085	1	1	lchedy;	abführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S016	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.11|f83r.14	F086|F087	2	2	lo / [OWNER↻] · qokchedy;	abzug / [neuer sichtbarer Besitzer], vorigen Posten überführen;	COMMIT_SEMICOLON	1	1	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S017	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.14	F088	1	1	qokeedy;	lange einwirken;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S018	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.14	F089	1	1	shedy;	kurz absetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S019	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.14	F090	1	1	qokshedy;	einsatzabsetzen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S020	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.14	F091	2	2	dal · lchedy;	dorthin, abführen;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S021	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.14|f83r.15	F092|F093	11	11	qokaiin · shcthy · dal · sy / saiin · shedal · shecthy · chey · tal · shcthy · dalchdy;	bemessen, bereit, dorthin, dies / sollmaß, am Ziel absetzen, kurzvorbereitung, dies, dorthin, bereit, zieltransfer;	COMMIT_SEMICOLON	1	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
B3-S022	B3	f83r	aktuelle lokale Gefäß- oder Leitungsstation auf f83r	f83r.15	F094	1	1	qotchedy;	folgetransfer;	COMMIT_SEMICOLON	0	0	0	Punktuation folgt Aussage/Commit; / trennt offene Felder; Zeilenwechsel setzt kein Zeichen.
