exact_tuple_id	surface_examples	herbal_events	pages	selected_default_English	source_class	broad_source_class	confidence	evidence_basis	v18_disposition	silent_picture_argument	segmentation_risk	copying_null
322281bd391aa621f568	okchol	1	f11r	warm them in wine	HEAT_WITH_MEDIUM	HEAT_OR_STEEP	.29	makes a complete preparation before readiness gate	REFINED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
403c1592f918c8f23b88	ykain	1	f55v	simmer it gently	HEAT_ACTION	HEAT_OR_STEEP	.31	between measure and wine medium	REFINED_SINGLETON	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
409de02322e7b2ca0c62	kaiiin	1	f10r	until it tastes bitter	SENSORY_GATE	PROCESS_CONDITION	.27	between current-portion references and final preservation	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
428a5e3662aa57b4b256	schoal	1	f11r	from a shaded spring bank	HABITAT	HABITAT	.25	cushion habit permits a moist-bank article; water is not in the image	REFINED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
497cbd9c7401810ff56b	otol	1	f10r	one handful of the cut herb	MEASURE	MEASURE_OR_PORTION	.29	measure between prepared liquid and association phrase	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
4d4559019a961b834aa1	char|dar	2	f10r	from the same prepared batch	SAME_PREPARED_BATCH_REFERENCE	RELATION_OR_CONTINUATION	.66	V18 recurrent-deck reconstruction	UNCHANGED_V18	[pictured broad-leaved simple/root or its preparation]	LOW_TO_MEDIUM	formula reuse; not interpreted from recurrence alone
577c03a928d674d420d7	shoyty	1	f11r	use that liquid as an eye wash	INDICATION_APPLICATION	APPLICATION	.24	opens the use half of the article after bottled clear liquid	REVISED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
61a075bc54793c1c781f	sotodan	1	f56r	apply the honey preparation while fresh	APPLICATION_CLOSE	APPLICATION	.29	completes honey preparation	REFINED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
62ff059766b21c7de083	otytchol	1	f10r	drink it for pain beneath the ribs	INDICATION_APPLICATION	APPLICATION	.25	ordinary internal application after wine paste	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
65f320e75510b2f38182	dchey	1	f10r	take the washed root of the pictured simple	PICTURE_OWNED_MATERIAL_HEAD	MATERIAL_OR_MEDIUM	.32	article opening plus pictured swollen rootstocks	REVISED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
6afeb5c9ab9f6cbdea0d	orain	1	f55v	use this decoction while fresh	APPLICATION_CLOSE	APPLICATION	.29	article-final fresh-use instruction	REFINED_SINGLETON	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
6f7ff8287eddf4da9fdb	chedy	1	f55v	stir until evenly mixed	MIXING_ACTION	PREPARATION_ACTION	.62	V18 recurrent deck	UNCHANGED_V18	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
7249edc4df3419c26999	ycheor	1	f10r	it grows beside running water	HABITAT	HABITAT	.27	page-owned descriptive clause; no water is drawn, so this remains a text-side habitat bet	REVISED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
75a523fcf039b006f97b	kchal	1	f56r	keep a dried reserve in the shade	STORAGE_ACTION	STORAGE	.27	makes a dry alternative after fresh internal use	REFINED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
7a4bb8136330ee4e6e56	chor|shor|or	5	f10r|f55v	the prepared decoction or working liquid	PREPARED_LIQUID	MATERIAL_OR_MEDIUM	.53	V18 recurrent deck	UNCHANGED_V18	page-local pictured owner or current preparation	LOW_TO_MEDIUM	formula reuse; not interpreted from recurrence alone
807591efc3d3f7ddbfab	cheoar	1	f55v	take strong wine	MEDIUM	MATERIAL_OR_MEDIUM	.28	distinguishes the second wine card from the first white-wine card	REFINED_SINGLETON	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
80ebbbbf238eee9f0aef	chty	1	f10r	until the pieces are evenly joined	PROCESS_GATE	PROCESS_CONDITION	.26	keeps V18 joining action but supplies the local cut-root operand	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
834825c61d048a6b5628	chodaiin	1	f10r	preserve the finished portion under oil	STORAGE_ACTION	STORAGE	.30	article-final storage instruction	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
893c570f3fa3fce99711	kchol	1	f56r	add white wine	MEDIUM_ACTION	PROCESS_ACTION_OR_CLOSE	.30	follows continuation card in root application	REFINED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
953ad19b79517fc8a211	tshol	1	f11r	gather it in early spring	GATHERING_TIME	GATHERING	.28	article-opening temporal instruction	REFINED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
95987d6f198d6d247511	cheeckhody	1	f56r	bind it in place overnight	APPLICATION_CLOSE	APPLICATION	.30	concrete poultice closure replaces apparatus outlet	REVISED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
97cc9ac109148723c472	ody	1	f55v	steep it until clear, then stopper it	STEEP_CLARITY_CLOSE	HEAT_OR_STEEP	.29	closure ends first f55v field before a second measured step	REFINED_SINGLETON	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
9ad66e67803a12e745de	qokchy|okchy|chokchy	3	f10r|f56r	use the freshly prepared remedy	FRESH_PREPARATION	PREPARATION_ACTION	.52	V18 recurrent deck	UNCHANGED_V18	page-local pictured owner or current preparation	LOW_TO_MEDIUM	formula reuse; not interpreted from recurrence alone
9bb7122b386ebbc6138f	keol	1	f56r	the pale inner flower	PICTURED_PART	MATERIAL_OR_MEDIUM	.28	visible white centre contrasts with dark blue head	REFINED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
a48efd6c4491a046ba78	qotchy	1	f11r	take the flowering tops	PICTURED_PART_HEAD	MATERIAL_OR_MEDIUM	.28	final application begins with pictured flower material	REVISED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
a6939862e33ece5a0483	etyd	1	f10r	keep the remaining root dry	STORAGE_ACTION	STORAGE	.29	closes first preparation while preserving unused pictured material	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
a8af08e69edab8e54f15	shfydaiin	1	f11r	wash the gathered leaves in clean water	WASH_ACTION	PREPARATION_ACTION	.25	removes V18 duplication with following cloth card	REVISED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
ad3581d3144f69a5912d	sh	1	f56r	for the mature seed-head	PICTURED_PART_HEAD	MATERIAL_OR_MEDIUM	.25	visible spiral and burr heads supply the inherited class	REFINED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
af816c04e65874a0f2fa	qoctholy	1	f10r	simmer them gently together	HEAT_ACTION	HEAT_OR_STEEP	.32	liquid pair immediately precedes portion formula	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
b2812c8283c3a62438bd	kchy	1	f11r	bind this portion on as a poultice	APPLICATION_ACTION	APPLICATION	.31	fits Y-X-Y measure frame under swelling rubric	REFINED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
b5df9126607030b95175	shey	1	f11r	until the liquid runs clear	CLARITY_GATE	PROCESS_CONDITION	.57	V18 recurrent deck	UNCHANGED_V18	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
b5fcea1eaed06b2f2291	qokaiin	1	f55v	take up the next portion or instruction	NEXT_PORTION_HEAD	RELATION_OR_CONTINUATION	.68	V18 recurrent deck	UNCHANGED_V18	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
b74e9e65637b7c8538dd	kchey	1	f56r	the fully opened head	PICTURED_PART	MATERIAL_OR_MEDIUM	.28	follows generic take-next card and matches staged heads	REVISED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
b921a237be883a820352	dy|chy|shy|y	9	f10r|f11r|f55v	this present portion	CURRENT_PORTION	MEASURE_OR_PORTION	.56	V18 recurrent deck	UNCHANGED_V18	page-local pictured owner or current preparation	LOW_TO_MEDIUM	formula reuse; not interpreted from recurrence alone
b9d7b6d68209a9019e7a	chochor	1	f56r	gather the pictured plant in spring	GATHERING_TIME_HEAD	GATHERING	.30	opens root recipe and uses pictured owner	REFINED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
bdad9f9ea8b80f141496	cfhy	1	f11r	before the blue flowers fully open	GATHERING_STATE	GATHERING	.29	qualifies collection and matches visibly numerous flowers	REFINED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
c10aec6d4dd877ec8bd8	choy	1	f56r	pound it fine with wine	PREPARATION_ACTION	PREPARATION_ACTION	.27	between swelling head and application action	REVISED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
c71c72da4e09e0833392	kchoar	1	f56r	with honey	MEDIUM	MATERIAL_OR_MEDIUM	.31	ordinary medium between fresh remedy and use-fresh close	UNCHANGED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
d665560c8ff80799a82c	dchol|schol	2	f11r|f56r	for painful swellings	INDICATION_HEAD	INDICATION	.42	same exact card heads f11r and f56r; a page-name reading contradicts two pictured owners	REVISED_RECURRENT_CONTRADICTION	page-local pictured owner or current preparation	LOW_TO_MEDIUM	formula reuse; not interpreted from recurrence alone
d929a14ec45749b2e805	ykan	1	f55v	in white wine	MEDIUM	MATERIAL_OR_MEDIUM	.30	ordinary recipe medium after heating action	REFINED_SINGLETON	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
dcda95c81a5460feb191	chol	3	f10r	with the foregoing preparation	PREPARATION_REFERENCE	PREPARATION_ACTION	.67	V18 recurrent deck	UNCHANGED_V18	[pictured broad-leaved simple/root or its preparation]	LOW_TO_MEDIUM	formula reuse; not interpreted from recurrence alone
dd0ecaf5e27d81befffc	dal	1	f56r	at the painful place shown in the rubric	PICTURE_LOCAL_REFERENCE	RELATION_OR_CONTINUATION	.58	V18 recurrent deck	REFINED_RECURRENT	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
deb377381ceaf55ea310	cphy	1	f11r	press them through a linen cloth	STRAIN_ACTION	PREPARATION_ACTION	.29	precedes established clarity gate	REFINED_SINGLETON	[pictured cushion simple/leaves or its preparation]	MEDIUM	rare exemplar card or segmentation accident
dec401773c1f0347793d	cholor	1	f10r	draw another portion from that batch	BATCH_REUSE	RELATION_OR_CONTINUATION	.27	occupies centre of repeated CHOL-X-CHOL frame	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
dedc383b600397a301ee	cthoor	1	f10r	cut it into thin pieces	PREPARATION_ACTION	PREPARATION_ACTION	.27	follows root selection and precedes batch reference	REVISED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
df1098831679a8ad1b39	os	1	f10r	pound them to a paste	PREPARATION_ACTION	PREPARATION_ACTION	.34	ordinary root preparation following cutting	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
e026af581c99322fbd46	talam	1	f55v	strain the mixture into a clean vessel	STRAIN_CLOSE	PREPARATION_ACTION	.27	Herbal record end; replaces apparatus-wash wording	REVISED_SINGLETON	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
e0b630cb1b5df5e7105b	cthy	3	f10r|f11r	when the preparation is ready	READINESS_CONDITION	PROCESS_CONDITION	.55	V18 recurrent deck	UNCHANGED_V18	page-local pictured owner or current preparation	LOW_TO_MEDIUM	formula reuse; not interpreted from recurrence alone
e8a6105b5c3a6220b440	qotchol	1	f10r	apply it while warm	APPLICATION_CONDITION	APPLICATION	.31	warm application between fresh-remedy and inherited-preparation cards	REFINED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
f3c23f42baf625639e1e	cthaiin	1	f10r	the expressed juice	PLANT_LIQUID	MATERIAL_OR_MEDIUM	.31	ordinary paired liquid beside decoction	UNCHANGED_SINGLETON	[pictured broad-leaved simple/root or its preparation]	MEDIUM	rare exemplar card or segmentation accident
f7dc90b2c31fd341f0a4	ykaiin	1	f55v	for a wound that heals slowly	INDICATION_HEAD	INDICATION	.24	concrete second-recipe head on broad-leaved wound-herb candidate	REVISED_SINGLETON	[pictured large-leaved simple or its preparation]	MEDIUM	rare exemplar card or segmentation accident
faf321940aed922846a9	otchey	1	f56r	for a poultice take	APPLICATION_HEAD	APPLICATION	.25	opens final measured plant-part phrase	REVISED_SINGLETON	[pictured spiny simple/selected head or affected place]	MEDIUM	rare exemplar card or segmentation accident
