exact_tuple_id	surface	page	locus	selected_default	concrete_rival_1	concrete_rival_2	selection_reason	confidence
62ff059766b21c7de083	otytchol	f10r	f10r.2	drink it for pain of the stomach	drink it against griping	take it for a cold stomach	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
65f320e75510b2f38182	dchey	f10r	f10r.2	take the fibrous lower root	wash the broad leaves	cut the red basal swellings	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
6afeb5c9ab9f6cbdea0d	orain	f55v	f55v.11	use the finished liquor fresh	drink the dose the same day	wash with it before it spoils	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.36
6f7ff8287eddf4da9fdb	chedy	f55v	f55v.5	stir until evenly mixed	mix until the leaf liquor is uniform	stir the two measures together	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.62
7249edc4df3419c26999	ycheor	f10r	f10r.6	it grows in damp meadow ground	it grows beside running water	it is found in low shaded ground	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.31
75a523fcf039b006f97b	kchal	f56r	f56r.13	keep the remainder dry in shade	powder the dry remainder	hang the remaining herb in shade	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
807591efc3d3f7ddbfab	cheoar	f55v	f55v.11	add white wine	add clear water	add mild vinegar	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.37
80ebbbbf238eee9f0aef	chty	f10r	f10r.2	pound until the mass is even	mix until evenly joined	knead until no coarse piece remains	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
834825c61d048a6b5628	chodaiin	f10r	f10r.9	preserve that portion under oil	mix that portion with oil	keep it in an oiled vessel	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.39
893c570f3fa3fce99711	kchol	f56r	f56r.7	steep it in white wine	wash it in spring water	macerate it in vinegar	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.36
953ad19b79517fc8a211	tshol	f11r	f11r.1	gather the root in spring	gather the young leaves in spring	dig it before midsummer	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.36
95987d6f198d6d247511	cheeckhody	f56r	f56r.8	leave the plaster uncovered until dry	leave the dressing open to the air	remove it after the place dries	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
97cc9ac109148723c472	ody	f55v	f55v.5	steep it until the liquor is clear	let it settle until clear	macerate it overnight	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.36
9bb7122b386ebbc6138f	keol	f56r	f56r.19	the pale opened flower	the pale seed head	the light-coloured root tip	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.34
a48efd6c4491a046ba78	qotchy	f11r	f11r.7	make a warm poultice from its leaves	make a warm wash from its root	bruise the fresh leaves for a plaster	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.34
a6939862e33ece5a0483	etyd	f10r	f10r.2	keep the remaining root dry	keep the remaining powder dry	hang the root in shade	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.34
a8af08e69edab8e54f15	shfydaiin	f11r	f11r.1	press the bruised root through cloth	strain the root decoction through linen	wrap the bruised root in cloth	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.37
ad3581d3144f69a5912d	sh	f56r	f56r.12	its small seed or bud-head	its upper flower head	its dark seed head	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.32
af816c04e65874a0f2fa	qoctholy	f10r	f10r.6	boil it gently	steep it without hard boiling	warm it over a small fire	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.36
b2812c8283c3a62438bd	kchy	f11r	f11r.4	bind it upon a swollen place	apply it to a hard swelling	wash an inflamed place with it	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
b5df9126607030b95175	shey	f11r	f11r.1	until the liquid runs clear	until no sediment passes	until the liquor is bright	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.57
b5fcea1eaed06b2f2291	qokaiin	f55v	f55v.5	take the next measured portion	take another portion	enter the following preparation	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.68
b74e9e65637b7c8538dd	kchey	f56r	f56r.12	the dried narrow leaf	the dried flowering head	the dried stem tip	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
b9d7b6d68209a9019e7a	chochor	f56r	f56r.5	gather the plant in spring	gather it in damp weather	cut it before midsummer	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
bdad9f9ea8b80f141496	cfhy	f11r	f11r.1	before the flowering crown opens	while the basal leaves are tender	before the stem hardens	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.33
c10aec6d4dd877ec8bd8	choy	f56r	f56r.8	which grows on damp shaded heath	which grows beside running water	which grows in shaded marsh ground	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.36
c71c72da4e09e0833392	kchoar	f56r	f56r.18	mix it with honey	mix it with thick syrup	mix it with clarified butter	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
d929a14ec45749b2e805	ykan	f55v	f55v.5	in white wine	in spring water	in thin vinegar	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
dd0ecaf5e27d81befffc	dal	f56r	f56r.7	upon the afflicted place	upon the swollen place	upon the painful joint	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
deb377381ceaf55ea310	cphy	f11r	f11r.1	strain the liquor a second time	press the cloth once more	filter it through a finer linen	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
dec401773c1f0347793d	cholor	f10r	f10r.8	from the foregoing batch	from the same decoction	from the preceding measure	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
dedc383b600397a301ee	cthoor	f10r	f10r.2	wash it in running water	steep it in spring water	clean it with cold water	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.34
df1098831679a8ad1b39	os	f10r	f10r.2	reduce it to a coarse powder	bruise it to release the juice	grind it to a fine powder	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.38
e026af581c99322fbd46	talam	f55v	f55v.5	wash the sore place once	rinse the mouth once	wash the wound with one portion	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
e8a6105b5c3a6220b440	qotchol	f10r	f10r.5	apply it while warm	drink it while warm	bind it on while warm	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.35
f3c23f42baf625639e1e	cthaiin	f10r	f10r.6	add the expressed juice	add clear spring water	add the juice of the root	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.36
f7dc90b2c31fd341f0a4	ykaiin	f55v	f55v.11	for its second medicinal use	for an inward remedy	for a fresh external remedy	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.32
faf321940aed922846a9	otchey	f56r	f56r.19	for the final preparation take	for the following dose use	for a mild preparation take	selected phrase yields the least-repaired complete article while remaining an ordinary 1420 materia-medica slot	.32
