page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	specific_role	confidence	previous_surface	following_surface	local_phrase	inherited_silent_argument	assignment_evidence
f10r	f10r.6	2	f10r.6	9	shy	b921a237be883a820352	this present portion	REFERENCE_OR_CONTINUATION	CURRENT_PORTION	.56	taiin	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	this present portion	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f10r	f10r.8	2	f10r.8	1	qotchor	10488b911aae52b3b334	gathered before flowering	HABITAT_OR_GATHERING	GATHERING_TIME	.47	<BOUNDARY>	chor	gathered before flowering	PICTURED_SIMPLE_OR_PART	V18 recurrent deck
f10r	f10r.8	2	f10r.8	2	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARATION	PREPARED_LIQUID	.53	qotchor	otol	the prepared decoction or working liquid	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f10r	f10r.8	2	f10r.8	3	otol	497cbd9c7401810ff56b	one handful of chopped leaves	MEASURE_OR_DOSE	MEASURED_PLANT_PART	.27	chor	chol	one handful of chopped leaves	CURRENT_PLANT_MATERIAL_OR_PREPARATION	article sequence
f10r	f10r.8	2	f10r.8	4	chol	dcda95c81a5460feb191	with the foregoing preparation	REFERENCE_OR_CONTINUATION	PREPARATION_REFERENCE	.67	otol	cholor	with the foregoing preparation	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f10r	f10r.8	2	f10r.8	5	cholor	dec401773c1f0347793d	from the first foregoing decoction	REFERENCE_OR_CONTINUATION	BATCH_REFERENCE	.28	chol	chol	from the first foregoing decoction	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	recurrent reference frame
f10r	f10r.8	2	f10r.8	6	chol	dcda95c81a5460feb191	with the foregoing preparation	REFERENCE_OR_CONTINUATION	PREPARATION_REFERENCE	.67	cholor	daiin	with the foregoing preparation	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f10r	f10r.8	2	f10r.8	7	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_OR_DOSE	MEASURE_REFERENCE	.66	chol	dar	in the stated or usual measure	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f10r	f10r.8	2	f10r.8	8	dar	4d4559019a961b834aa1	from the same prepared batch	REFERENCE_OR_CONTINUATION	SAME_BATCH_REFERENCE	.66	daiin	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	from the same prepared batch	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f10r	f10r.9	2	f10r.9	1	oykchor	27d97af8c96eb056c2e6	when the blue flower opens	HABITAT_OR_GATHERING	GATHERING_STATE	.29	<BOUNDARY>	shor	when the blue flower opens	PICTURED_SIMPLE_OR_PART	picture
f10r	f10r.9	2	f10r.9	2	shor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARATION	PREPARED_LIQUID	.53	oykchor	chor	the prepared decoction or working liquid	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f10r	f10r.9	2	f10r.9	3	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARATION	PREPARED_LIQUID	.53	shor	chy	the prepared decoction or working liquid	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f10r	f10r.9	2	f10r.9	4	chy	b921a237be883a820352	this present portion	REFERENCE_OR_CONTINUATION	CURRENT_PORTION	.56	chor	kaiiin	this present portion	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f10r	f10r.9	2	f10r.9	5	kaiiin	409de02322e7b2ca0c62	if the liquor remains bitter	QUALITY_OR_PROCESS_CONDITION	QUALITY_CONDITION	.25	chy	dy	if the liquor remains bitter	CURRENT_PLANT_MATERIAL_OR_PREPARATION	article process
f10r	f10r.9	2	f10r.9	6	dy	b921a237be883a820352	this present portion	REFERENCE_OR_CONTINUATION	CURRENT_PORTION	.56	kaiiin	chodaiin	this present portion	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f10r	f10r.9	2	f10r.9	7	chodaiin	834825c61d048a6b5628	preserve the remainder under oil	STORAGE_OR_CLOSE	PRESERVATION_CLOSE	.27	dy	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	preserve the remainder under oil	CURRENT_PREPARATION_AND_CONTAINER	V18 default+closure
f11r	f11r.1	1	f11r.1	1	tshol	953ad19b79517fc8a211	gather the whole herb in spring	HABITAT_OR_GATHERING	GATHERING_TIME	.28	<BOUNDARY>	schoal	gather the whole herb in spring	PICTURED_SIMPLE_OR_PART	V18 default+article opening
f11r	f11r.1	1	f11r.1	2	schoal	428a5e3662aa57b4b256	from a shaded spring bank	HABITAT_OR_GATHERING	HABITAT	.28	tshol	cfhy	from a shaded spring bank	PICTURED_SIMPLE_OR_PART	picture-compatible habitat
f11r	f11r.1	1	f11r.1	3	cfhy	bdad9f9ea8b80f141496	before the first blue flowers open	HABITAT_OR_GATHERING	GATHERING_STATE	.27	schoal	shfydaiin	before the first blue flowers open	PICTURED_SIMPLE_OR_PART	picture+sequence
f11r	f11r.1	1	f11r.1	4	shfydaiin	a8af08e69edab8e54f15	pass the decoction first through coarse cloth	PREPARATION	STRAINING	.28	cfhy	cphy	pass the decoction first through coarse cloth	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default+paired operation
f11r	f11r.1	1	f11r.1	5	cphy	deb377381ceaf55ea310	pass it a second time through clean linen	PREPARATION	STRAINING	.28	shfydaiin	shey	pass it a second time through clean linen	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default+paired operation
f11r	f11r.1	1	f11r.1	6	shey	b5df9126607030b95175	until the liquid runs clear	QUALITY_OR_PROCESS_CONDITION	PROCESS_GATE	.34	cphy	tchody	until the liquid runs clear	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default+sequence
f11r	f11r.1	1	f11r.1	7	tchody	2e2027b1951d79911e24	leave the jar mouth uncovered until cool; end	STORAGE_OR_CLOSE	COOLING_CLOSE	.25	shey	shoyty	leave the jar mouth uncovered until cool; end	CURRENT_PREPARATION_AND_CONTAINER	Herbal jar repair
f11r	f11r.1	1	f11r.1	8	shoyty	577c03a928d674d420d7	the small blue flowers show its proper gathering age	HABITAT_OR_GATHERING	VISIBLE_GATHERING_SIGN	.27	tchody	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	the small blue flowers show its proper gathering age	PICTURED_SIMPLE_OR_PART	picture+article close
f11r	f11r.4	1	f11r.4	1	dchol	d665560c8ff80799a82c	take the whole pictured simple	REFERENCE_OR_CONTINUATION	WHOLE_SIMPLE_INSTRUCTION	.39	<BOUNDARY>	chy	take the whole pictured simple	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	cross-page contradiction repairs V18 name
f11r	f11r.4	1	f11r.4	2	chy	b921a237be883a820352	this present portion	REFERENCE_OR_CONTINUATION	CURRENT_PORTION	.56	dchol	kchy	this present portion	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f11r	f11r.4	1	f11r.4	3	kchy	b2812c8283c3a62438bd	bind this portion upon a swollen place	INDICATION	INDICATION_APPLICATION	.29	chy	dy	bind this portion upon a swollen place	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 swelling+local phrase
f11r	f11r.4	1	f11r.4	4	dy	b921a237be883a820352	this present portion	REFERENCE_OR_CONTINUATION	CURRENT_PORTION	.56	kchy	daiin	this present portion	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f11r	f11r.4	1	f11r.4	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_OR_DOSE	MEASURE_REFERENCE	.66	dy	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	in the stated or usual measure	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f11r	f11r.7	1	f11r.7	1	qotchy	a48efd6c4491a046ba78	pound the fresh cushion leaves	PLANT_PART	PLANT_PART_PREPARATION	.25	<BOUNDARY>	okchol	pound the fresh cushion leaves	PICTURED_SIMPLE_OR_PART	page-local recipe opening
f11r	f11r.7	1	f11r.7	2	okchol	322281bd391aa621f568	lay them on while warm	APPLICATION	WARM_APPLICATION	.29	qotchy	cthy	lay them on while warm	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 default+pronoun repair
f11r	f11r.7	1	f11r.7	3	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	QUALITY_OR_PROCESS_CONDITION	READINESS_CONDITION	.55	okchol	dy	when the preparation is ready	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f11r	f11r.7	1	f11r.7	4	dy	b921a237be883a820352	this present portion	REFERENCE_OR_CONTINUATION	CURRENT_PORTION	.56	cthy	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	this present portion	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f55v	f55v.5	1	f55v.5	1	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	REFERENCE_OR_CONTINUATION	NEXT_ENTRY	.59	<BOUNDARY>	chaiin	take up the next portion or instruction	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f55v	f55v.5	1	f55v.5	2	chaiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_OR_DOSE	MEASURE_REFERENCE	.66	qokaiin	ykain	in the stated or usual measure	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f55v	f55v.5	1	f55v.5	3	ykain	403c1592f918c8f23b88	boil the chopped root gently	PREPARATION	PREPARATION	.29	chaiin	ykan	boil the chopped root gently	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default+visible root
f55v	f55v.5	1	f55v.5	4	ykan	d929a14ec45749b2e805	in white wine	MEDIUM_OR_ADJUVANT	MEDIUM	.31	ykain	ody	in white wine	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default+recipe
f55v	f55v.5	1	f55v.5	5	ody	97cc9ac109148723c472	steep until clear, then decant; end	PREPARATION	INFUSION_CLOSE	.28	ykan	daiin	steep until clear, then decant; end	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default clarified
f55v	f55v.5	1	f55v.5	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_OR_DOSE	MEASURE_REFERENCE	.66	ody	chedy	in the stated or usual measure	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f55v	f55v.5	1	f55v.5	7	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	PREPARATION	MIXING	.43	daiin	talam	stir until evenly mixed	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V17/V18 deck
f55v	f55v.5	1	f55v.5	8	talam	e026af581c99322fbd46	wash the affected place once; end	APPLICATION	WASH_APPLICATION_CLOSE	.28	chedy	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	wash the affected place once; end	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 default+Herbal object
f55v	f55v.11	1	f55v.11	1	ykaiin	f7dc90b2c31fd341f0a4	for a painful swollen joint	INDICATION	INDICATION	.24	<BOUNDARY>	cheoar	for a painful swollen joint	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	article prescription opening
f55v	f55v.11	1	f55v.11	2	cheoar	807591efc3d3f7ddbfab	take strong white wine	MEDIUM_OR_ADJUVANT	MEDIUM	.28	ykaiin	cheeky	take strong white wine	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default+imperative
f55v	f55v.11	1	f55v.11	3	cheeky	2c1a5fd92b9e3c762242	while the liquor is still warm	QUALITY_OR_PROCESS_CONDITION	TEMPERATURE_CONDITION	.32	cheoar	oldy	while the liquor is still warm	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default
f55v	f55v.11	1	f55v.11	4	oldy	1b1ffdd869fb1429ad03	boil it gently; end this step	PREPARATION	BOIL_CLOSE	.38	cheeky	aiin	boil it gently; end this step	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 deck
f55v	f55v.11	1	f55v.11	5	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_OR_DOSE	MEASURE_REFERENCE	.66	oldy	okal	in the stated or usual measure	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f55v	f55v.11	1	f55v.11	6	okal	308e8ea2d5d190c498e8	mix the two portions together	PREPARATION	MIX_TWO_PORTIONS	.55	aiin	oltchy	mix the two portions together	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V17/V18 deck
f55v	f55v.11	1	f55v.11	7	oltchy	204b04837409088c48f9	keep it in a covered jar	STORAGE_OR_CLOSE	STORAGE	.27	okal	or	keep it in a covered jar	CURRENT_PREPARATION_AND_CONTAINER	V18 default
f55v	f55v.11	1	f55v.11	8	or	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARATION	PREPARED_LIQUID	.53	oltchy	y	the prepared decoction or working liquid	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f55v	f55v.11	1	f55v.11	9	y	b921a237be883a820352	this present portion	REFERENCE_OR_CONTINUATION	CURRENT_PORTION	.56	or	orain	this present portion	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f55v	f55v.11	1	f55v.11	10	orain	6afeb5c9ab9f6cbdea0d	and use this portion fresh	APPLICATION	FRESH_USE_CLOSE	.29	y	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	and use this portion fresh	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 default
f56r	f56r.5	1	f56r.5	1	chochor	b9d7b6d68209a9019e7a	gather the tall simple in spring	HABITAT_OR_GATHERING	GATHERING_TIME	.28	<BOUNDARY>	cho	gather the tall simple in spring	PICTURED_SIMPLE_OR_PART	V18 default+picture
f56r	f56r.5	1	f56r.5	2	cho	2cc054357a929df85f64	then take the following ingredient or plant part	REFERENCE_OR_CONTINUATION	NEXT_PART	.65	chochor	chodaly	then take the following ingredient or plant part	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f56r	f56r.5	1	f56r.5	3	chodaly	0ec6a45e2950e8e7061d	the lower fibrous root	PLANT_PART	VISIBLE_PART	.29	cho	daiin	the lower fibrous root	PICTURED_SIMPLE_OR_PART	V18 default+picture fallback
f56r	f56r.5	1	f56r.5	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_OR_DOSE	MEASURE_REFERENCE	.66	chodaly	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	in the stated or usual measure	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f56r	f56r.7	1	f56r.7	1	sho	2cc054357a929df85f64	then take the following ingredient or plant part	REFERENCE_OR_CONTINUATION	NEXT_PART	.65	<BOUNDARY>	kchol	then take the following ingredient or plant part	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f56r	f56r.7	1	f56r.7	2	kchol	893c570f3fa3fce99711	white wine	MEDIUM_OR_ADJUVANT	MEDIUM	.33	sho	otchor	white wine	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default
f56r	f56r.7	1	f56r.7	3	otchor	10488b911aae52b3b334	gathered before flowering	HABITAT_OR_GATHERING	GATHERING_TIME	.47	kchol	choky	gathered before flowering	PICTURED_SIMPLE_OR_PART	V18 recurrent deck
f56r	f56r.7	1	f56r.7	4	choky	276a7c2d74d1143446f4	apply or use this portion	APPLICATION	APPLICATION_ACTION	.61	otchor	dal	apply or use this portion	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 recurrent deck
f56r	f56r.7	1	f56r.7	5	dal	dd0ecaf5e27d81befffc	bind it at the affected place	APPLICATION	TOPICAL_APPLICATION	.27	choky	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	bind it at the affected place	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 location+article
f56r	f56r.8	1	f56r.8	1	schol	d665560c8ff80799a82c	take the whole pictured simple	REFERENCE_OR_CONTINUATION	WHOLE_SIMPLE_INSTRUCTION	.39	<BOUNDARY>	choy	take the whole pictured simple	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	cross-page contradiction repairs V18 name
f56r	f56r.8	1	f56r.8	2	choy	c10aec6d4dd877ec8bd8	it grows on open stony ground	HABITAT_OR_GATHERING	HABITAT	.22	schol	choky	it grows on open stony ground	PICTURED_SIMPLE_OR_PART	picture-compatible revision
f56r	f56r.8	1	f56r.8	3	choky	276a7c2d74d1143446f4	apply or use this portion	APPLICATION	APPLICATION_ACTION	.61	choy	cheeckhody	apply or use this portion	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 recurrent deck
f56r	f56r.8	1	f56r.8	4	cheeckhody	95987d6f198d6d247511	bind it on overnight, then remove; end	APPLICATION	POULTICE_CLOSE	.24	choky	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	bind it on overnight, then remove; end	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	Herbal contradiction repairs V18 outlet
f56r	f56r.12	1	f56r.12	1	sh	ad3581d3144f69a5912d	the ripe seed-head	PLANT_PART	VISIBLE_PART	.27	<BOUNDARY>	cho	the ripe seed-head	PICTURED_SIMPLE_OR_PART	picture
f56r	f56r.12	1	f56r.12	2	cho	2cc054357a929df85f64	then take the following ingredient or plant part	REFERENCE_OR_CONTINUATION	NEXT_PART	.65	sh	kchey	then take the following ingredient or plant part	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f56r	f56r.12	1	f56r.12	3	kchey	b74e9e65637b7c8538dd	the dried scale-leaf	PLANT_PART	VISIBLE_PART	.25	cho	qokokchy	the dried scale-leaf	PICTURED_SIMPLE_OR_PART	V18 default+picture
f56r	f56r.12	1	f56r.12	4	qokokchy	1322bc176443fc2a8a86	dry it in shade; end	PREPARATION	DRYING_CLOSE	.31	kchey	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	dry it in shade; end	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default
f56r	f56r.13	1	f56r.13	1	okchy	9ad66e67803a12e745de	use the freshly prepared remedy	PREPARATION	FRESH_PREPARATION	.52	<BOUNDARY>	chokcheo	use the freshly prepared remedy	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f56r	f56r.13	1	f56r.13	2	chokcheo	087a47b5423438cd6b6a	drink it for pain of the stomach	INDICATION	INDICATION_APPLICATION	.27	okchy	kchal	drink it for pain of the stomach	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 default
f56r	f56r.13	1	f56r.13	3	kchal	75a523fcf039b006f97b	then keep the remainder dry in shade	STORAGE_OR_CLOSE	STORAGE_CLOSE	.25	chokcheo	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	then keep the remainder dry in shade	CURRENT_PREPARATION_AND_CONTAINER	V18 default refined
f56r	f56r.18	1	f56r.18	1	sho	2cc054357a929df85f64	then take the following ingredient or plant part	REFERENCE_OR_CONTINUATION	NEXT_PART	.65	<BOUNDARY>	chokchy	then take the following ingredient or plant part	ANTECEDENT_BATCH_PART_OR_INSTRUCTION	V18 recurrent deck
f56r	f56r.18	1	f56r.18	2	chokchy	9ad66e67803a12e745de	use the freshly prepared remedy	PREPARATION	FRESH_PREPARATION	.52	sho	kchoar	use the freshly prepared remedy	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
f56r	f56r.18	1	f56r.18	3	kchoar	c71c72da4e09e0833392	with honey	MEDIUM_OR_ADJUVANT	MEDIUM	.32	chokchy	sotodan	with honey	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 default
f56r	f56r.18	1	f56r.18	4	sotodan	61a075bc54793c1c781f	and use it while fresh	APPLICATION	FRESH_USE_CLOSE	.29	kchoar	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	and use it while fresh	CURRENT_PREPARATION_AND_AFFECTED_PLACE_OR_PATIENT	V18 default
f56r	f56r.19	1	f56r.19	1	otchey	faf321940aed922846a9	for one dose take	MEASURE_OR_DOSE	DOSE_OPEN	.26	<BOUNDARY>	keol	for one dose take	CURRENT_PLANT_MATERIAL_OR_PREPARATION	article order revision
f56r	f56r.19	1	f56r.19	2	keol	9bb7122b386ebbc6138f	one pale opened flower-head	PLANT_PART	VISIBLE_PART_MEASURE	.27	otchey	daiin	one pale opened flower-head	PICTURED_SIMPLE_OR_PART	picture+measure context
f56r	f56r.19	1	f56r.19	3	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_OR_DOSE	MEASURE_REFERENCE	.66	keol	<PHYSICAL_LINE_END_NOT_NECESSARILY_SENTENCE_END>	in the stated or usual measure	CURRENT_PLANT_MATERIAL_OR_PREPARATION	V18 recurrent deck
