page	locus	record	line	event_index	surface	exact_tuple_id	default_English	source_class	detailed_role	confidence	inheritance_context_rule	ledger_scope	source_event_serial	inserted_silent_argument	complete_local_phrase	selection_scope
f11r	f11r.7	1	f11r.7	1	qotchy	a48efd6c4491a046ba78	make a warm poultice from its leaves	APPLICATION	POULTICE_PREPARATION	.34	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	52		make a warm poultice from its leaves; lay it on while warm; when the preparation is ready; this present portion	V19_HERBAL_ONLY_R2
f11r	f11r.7	1	f11r.7	2	okchol	322281bd391aa621f568	lay it on while warm	APPLICATION	WARM_APPLICATION	.35	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	53	[pictured simple / currently named part]	make a warm poultice from its leaves; lay it on while warm; when the preparation is ready; this present portion	V19_HERBAL_ONLY_R2
f11r	f11r.7	1	f11r.7	3	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	READINESS_CONDITION	READINESS_CONDITION	.55	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	54		make a warm poultice from its leaves; lay it on while warm; when the preparation is ready; this present portion	V18_CROSS_REGISTER_PRESERVED
f11r	f11r.7	1	f11r.7	4	dy	b921a237be883a820352	this present portion	CURRENT_PORTION	CURRENT_PORTION	.56	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	55		make a warm poultice from its leaves; lay it on while warm; when the preparation is ready; this present portion	V18_CROSS_REGISTER_PRESERVED
f55v	f55v.5	1	f55v.5	1	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	NEXT_PORTION_HEAD	NEXT_PORTION_HEAD	.68	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	56	[pictured simple / currently named part]	take the next measured portion; in the stated or usual measure; boil the broad leaf gently; in white wine; steep it until the liquor is clear; in the stated or usual measure; stir until evenly mixed; wash the sore place once	V18_CROSS_REGISTER_PRESERVED
f55v	f55v.5	1	f55v.5	2	chaiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	MEASURE_REFERENCE	.66	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	57		take the next measured portion; in the stated or usual measure; boil the broad leaf gently; in white wine; steep it until the liquor is clear; in the stated or usual measure; stir until evenly mixed; wash the sore place once	V18_CROSS_REGISTER_PRESERVED
f55v	f55v.5	1	f55v.5	3	ykain	403c1592f918c8f23b88	boil the broad leaf gently	PREPARATION_ACTION	GENTLE_BOIL	.34	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	58	[pictured simple / currently named part]	take the next measured portion; in the stated or usual measure; boil the broad leaf gently; in white wine; steep it until the liquor is clear; in the stated or usual measure; stir until evenly mixed; wash the sore place once	V19_HERBAL_ONLY_R2
f55v	f55v.5	1	f55v.5	4	ykan	d929a14ec45749b2e805	in white wine	MEDIUM	MEDIUM_WINE	.38	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	59		take the next measured portion; in the stated or usual measure; boil the broad leaf gently; in white wine; steep it until the liquor is clear; in the stated or usual measure; stir until evenly mixed; wash the sore place once	V19_HERBAL_ONLY_R2
f55v	f55v.5	1	f55v.5	5	ody	97cc9ac109148723c472	steep it until the liquor is clear	CLAUSE_CLOSURE	STEEP_CLOSURE	.36	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	60	[pictured simple / currently named part]	take the next measured portion; in the stated or usual measure; boil the broad leaf gently; in white wine; steep it until the liquor is clear; in the stated or usual measure; stir until evenly mixed; wash the sore place once	V19_HERBAL_ONLY_R2
f55v	f55v.5	1	f55v.5	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	MEASURE_REFERENCE	.66	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	61		take the next measured portion; in the stated or usual measure; boil the broad leaf gently; in white wine; steep it until the liquor is clear; in the stated or usual measure; stir until evenly mixed; wash the sore place once	V18_CROSS_REGISTER_PRESERVED
f55v	f55v.5	1	f55v.5	7	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	MIXING_ACTION	MIXING_ACTION	.62	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	62	[pictured simple / currently named part]	take the next measured portion; in the stated or usual measure; boil the broad leaf gently; in white wine; steep it until the liquor is clear; in the stated or usual measure; stir until evenly mixed; wash the sore place once	V18_CROSS_REGISTER_PRESERVED
f55v	f55v.5	1	f55v.5	8	talam	e026af581c99322fbd46	wash the sore place once	APPLICATION	WASH_APPLICATION	.35	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	63	[pictured simple / currently named part]	take the next measured portion; in the stated or usual measure; boil the broad leaf gently; in white wine; steep it until the liquor is clear; in the stated or usual measure; stir until evenly mixed; wash the sore place once	V19_HERBAL_ONLY_R2
f55v	f55v.11	1	f55v.11	1	ykaiin	f7dc90b2c31fd341f0a4	for its second medicinal use	CLAUSE_HEAD	USE_CLAUSE_HEAD	.32	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	64		for its second medicinal use; add white wine; while the liquor remains warm; boil gently and remove from the fire; in the stated or usual measure; mix the two portions together; keep it in a covered jar; the prepared decoction or working liquid; this present portion; use the finished liquor fresh	V19_HERBAL_ONLY_R2
f55v	f55v.11	1	f55v.11	2	cheoar	807591efc3d3f7ddbfab	add white wine	MEDIUM	MEDIUM_WINE	.37	R2 V19 exact-card default; no spelling decomposition.	GDT327_PROSE	65	[pictured simple / currently named part]	for its second medicinal use; add white wine; while the liquor remains warm; boil gently and remove from the fire; in the stated or usual measure; mix the two portions together; keep it in a covered jar; the prepared decoction or working liquid; this present portion; use the finished liquor fresh	V19_HERBAL_ONLY_R2
f55v	f55v.11	1	f55v.11	3	cheeky	2c1a5fd92b9e3c762242	while still warm	PORTABLE_TECHNICAL_PHRASE	WARM_STATE	.24	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	66		for its second medicinal use; add white wine; while the liquor remains warm; boil gently and remove from the fire; in the stated or usual measure; mix the two portions together; keep it in a covered jar; the prepared decoction or working liquid; this present portion; use the finished liquor fresh	V18_CROSS_REGISTER_PRESERVED
f55v	f55v.11	1	f55v.11	4	oldy	1b1ffdd869fb1429ad03	boil gently; close the rubric	COMMITTED_TECHNICAL_INSTRUCTION	BOIL_CLOSURE	.24	V18 cross-register default preserved; V19 supplies Herbal context only.	GDT327_PROSE	67	[pictured simple / currently named part]	for its second medicinal use; add white wine; while the liquor remains warm; boil gently and remove from the fire; in the stated or usual measure; mix the two portions together; keep it in a covered jar; the prepared decoction or working liquid; this present portion; use the finished liquor fresh	V18_CROSS_REGISTER_PRESERVED
