exact_tuple_id	surface_examples	occurrences	pages	default_English	source_class	specific_role	confidence	assignment_evidence	occurrence_loci	v18_status
4d4559019a961b834aa1	char|dar	2	f10r	from the same prepared batch	REFERENCE_OR_CONTINUATION	SAME_BATCH_REFERENCE	.66	V18 recurrent deck	f10r.2:3|f10r.8:8	V18_RECURRENT_RETAINED
577c03a928d674d420d7	shoyty	1	f11r	the small blue flowers show its proper gathering age	HABITAT_OR_GATHERING	VISIBLE_GATHERING_SIGN	.27	picture+article close	f11r.1:8	SINGLETON_CONCRETE_REFINED
61a075bc54793c1c781f	sotodan	1	f56r	and use it while fresh	APPLICATION	FRESH_USE_CLOSE	.29	V18 default	f56r.18:4	SINGLETON_CONCRETE_REFINED
62ff059766b21c7de083	otytchol	1	f10r	drink it for pain of the stomach	INDICATION	INDICATION_APPLICATION	.27	V18 default+article	f10r.2:7	SINGLETON_CONCRETE_REFINED
65f320e75510b2f38182	dchey	1	f10r	the pictured simple is called twin-root waterwort	NAME_OR_SYNONYM	PICTURED_SIMPLE_NAME	.24	picture+article opening	f10r.2:1	SINGLETON_CONCRETE_REFINED
6afeb5c9ab9f6cbdea0d	orain	1	f55v	and use this portion fresh	APPLICATION	FRESH_USE_CLOSE	.29	V18 default	f55v.11:10	SINGLETON_CONCRETE_REFINED
6f7ff8287eddf4da9fdb	chedy	1	f55v	stir until evenly mixed	PREPARATION	MIXING	.43	V17/V18 deck	f55v.5:7	SINGLETON_CONCRETE_REFINED
7249edc4df3419c26999	ycheor	1	f10r	it grows beside running water	HABITAT_OR_GATHERING	HABITAT	.24	picture-compatible article opening	f10r.6:1	SINGLETON_CONCRETE_REFINED
75a523fcf039b006f97b	kchal	1	f56r	then keep the remainder dry in shade	STORAGE_OR_CLOSE	STORAGE_CLOSE	.25	V18 default refined	f56r.13:3	SINGLETON_CONCRETE_REFINED
7a4bb8136330ee4e6e56	chor|or|shor	5	f10r|f55v	the prepared decoction or working liquid	PREPARATION	PREPARED_LIQUID	.53	V18 recurrent deck	f10r.6:3|f10r.8:2|f10r.9:2|f10r.9:3|f55v.11:8	V18_RECURRENT_RETAINED
807591efc3d3f7ddbfab	cheoar	1	f55v	take strong white wine	MEDIUM_OR_ADJUVANT	MEDIUM	.28	V18 default+imperative	f55v.11:2	SINGLETON_CONCRETE_REFINED
80ebbbbf238eee9f0aef	chty	1	f10r	pound the two roots until evenly combined	PREPARATION	PREPARATION	.27	paired roots+local order	f10r.2:4	SINGLETON_CONCRETE_REFINED
834825c61d048a6b5628	chodaiin	1	f10r	preserve the remainder under oil	STORAGE_OR_CLOSE	PRESERVATION_CLOSE	.27	V18 default+closure	f10r.9:7	SINGLETON_CONCRETE_REFINED
893c570f3fa3fce99711	kchol	1	f56r	white wine	MEDIUM_OR_ADJUVANT	MEDIUM	.33	V18 default	f56r.7:2	SINGLETON_CONCRETE_REFINED
953ad19b79517fc8a211	tshol	1	f11r	gather the whole herb in spring	HABITAT_OR_GATHERING	GATHERING_TIME	.28	V18 default+article opening	f11r.1:1	SINGLETON_CONCRETE_REFINED
95987d6f198d6d247511	cheeckhody	1	f56r	bind it on overnight, then remove; end	APPLICATION	POULTICE_CLOSE	.24	Herbal contradiction repairs V18 outlet	f56r.8:4	SINGLETON_CONCRETE_REFINED
97cc9ac109148723c472	ody	1	f55v	steep until clear, then decant; end	PREPARATION	INFUSION_CLOSE	.28	V18 default clarified	f55v.5:5	SINGLETON_CONCRETE_REFINED
9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	use the freshly prepared remedy	PREPARATION	FRESH_PREPARATION	.52	V18 recurrent deck	f10r.5:1|f56r.13:1|f56r.18:2	V18_RECURRENT_RETAINED
9bb7122b386ebbc6138f	keol	1	f56r	one pale opened flower-head	PLANT_PART	VISIBLE_PART_MEASURE	.27	picture+measure context	f56r.19:2	SINGLETON_CONCRETE_REFINED
a48efd6c4491a046ba78	qotchy	1	f11r	pound the fresh cushion leaves	PLANT_PART	PLANT_PART_PREPARATION	.25	page-local recipe opening	f11r.7:1	SINGLETON_CONCRETE_REFINED
a6939862e33ece5a0483	etyd	1	f10r	retain the sound roots for later use	STORAGE_OR_CLOSE	STORAGE_CLOSE	.24	paired roots+closure	f10r.2:10	SINGLETON_CONCRETE_REFINED
a8af08e69edab8e54f15	shfydaiin	1	f11r	pass the decoction first through coarse cloth	PREPARATION	STRAINING	.28	V18 default+paired operation	f11r.1:4	SINGLETON_CONCRETE_REFINED
ad3581d3144f69a5912d	sh	1	f56r	the ripe seed-head	PLANT_PART	VISIBLE_PART	.27	picture	f56r.12:1	SINGLETON_CONCRETE_REFINED
af816c04e65874a0f2fa	qoctholy	1	f10r	boil it gently in water	PREPARATION	PREPARATION	.27	water hypothesis+article	f10r.6:5	SINGLETON_CONCRETE_REFINED
b2812c8283c3a62438bd	kchy	1	f11r	bind this portion upon a swollen place	INDICATION	INDICATION_APPLICATION	.29	V18 swelling+local phrase	f11r.4:3	SINGLETON_CONCRETE_REFINED
b5df9126607030b95175	shey	1	f11r	until the liquid runs clear	QUALITY_OR_PROCESS_CONDITION	PROCESS_GATE	.34	V18 default+sequence	f11r.1:6	SINGLETON_CONCRETE_REFINED
b5fcea1eaed06b2f2291	qokaiin	1	f55v	take up the next portion or instruction	REFERENCE_OR_CONTINUATION	NEXT_ENTRY	.59	V18 recurrent deck	f55v.5:1	SINGLETON_CONCRETE_REFINED
b74e9e65637b7c8538dd	kchey	1	f56r	the dried scale-leaf	PLANT_PART	VISIBLE_PART	.25	V18 default+picture	f56r.12:3	SINGLETON_CONCRETE_REFINED
b921a237be883a820352	chy|dy|shy|y	9	f10r|f11r|f55v	this present portion	REFERENCE_OR_CONTINUATION	CURRENT_PORTION	.56	V18 recurrent deck	f10r.6:6|f10r.6:7|f10r.6:9|f10r.9:4|f10r.9:6|f11r.4:2|f11r.4:4|f11r.7:4|f55v.11:9	V18_RECURRENT_RETAINED
b9d7b6d68209a9019e7a	chochor	1	f56r	gather the tall simple in spring	HABITAT_OR_GATHERING	GATHERING_TIME	.28	V18 default+picture	f56r.5:1	SINGLETON_CONCRETE_REFINED
bdad9f9ea8b80f141496	cfhy	1	f11r	before the first blue flowers open	HABITAT_OR_GATHERING	GATHERING_STATE	.27	picture+sequence	f11r.1:3	SINGLETON_CONCRETE_REFINED
c10aec6d4dd877ec8bd8	choy	1	f56r	it grows on open stony ground	HABITAT_OR_GATHERING	HABITAT	.22	picture-compatible revision	f56r.8:2	SINGLETON_CONCRETE_REFINED
c71c72da4e09e0833392	kchoar	1	f56r	with honey	MEDIUM_OR_ADJUVANT	MEDIUM	.32	V18 default	f56r.18:3	SINGLETON_CONCRETE_REFINED
d665560c8ff80799a82c	dchol|schol	2	f11r|f56r	take the whole pictured simple	REFERENCE_OR_CONTINUATION	WHOLE_SIMPLE_INSTRUCTION	.39	cross-page contradiction repairs V18 name	f11r.4:1|f56r.8:1	REVISED_EXPLICIT_CROSS_PAGE_CONTRADICTION
d929a14ec45749b2e805	ykan	1	f55v	in white wine	MEDIUM_OR_ADJUVANT	MEDIUM	.31	V18 default+recipe	f55v.5:4	SINGLETON_CONCRETE_REFINED
dcda95c81a5460feb191	chol	3	f10r	with the foregoing preparation	REFERENCE_OR_CONTINUATION	PREPARATION_REFERENCE	.67	V18 recurrent deck	f10r.5:3|f10r.8:4|f10r.8:6	V18_RECURRENT_RETAINED
dd0ecaf5e27d81befffc	dal	1	f56r	bind it at the affected place	APPLICATION	TOPICAL_APPLICATION	.27	V18 location+article	f56r.7:5	SINGLETON_CONCRETE_REFINED
deb377381ceaf55ea310	cphy	1	f11r	pass it a second time through clean linen	PREPARATION	STRAINING	.28	V18 default+paired operation	f11r.1:5	SINGLETON_CONCRETE_REFINED
dec401773c1f0347793d	cholor	1	f10r	from the first foregoing decoction	REFERENCE_OR_CONTINUATION	BATCH_REFERENCE	.28	recurrent reference frame	f10r.8:5	SINGLETON_CONCRETE_REFINED
dedc383b600397a301ee	cthoor	1	f10r	store its paired sound roots in a covered jar	STORAGE_OR_CLOSE	STORAGE	.25	picture+article order	f10r.2:2	SINGLETON_CONCRETE_REFINED
df1098831679a8ad1b39	os	1	f10r	the dried leaf powder	PLANT_PART	PLANT_PART_PREPARATION	.24	article order	f10r.2:5	SINGLETON_CONCRETE_REFINED
e026af581c99322fbd46	talam	1	f55v	wash the affected place once; end	APPLICATION	WASH_APPLICATION_CLOSE	.28	V18 default+Herbal object	f55v.5:8	SINGLETON_CONCRETE_REFINED
e0b630cb1b5df5e7105b	cthy	3	f10r|f11r	when the preparation is ready	QUALITY_OR_PROCESS_CONDITION	READINESS_CONDITION	.55	V18 recurrent deck	f10r.5:4|f10r.6:2|f11r.7:3	V18_RECURRENT_RETAINED
e8a6105b5c3a6220b440	qotchol	1	f10r	lay it on while warm	APPLICATION	WARM_APPLICATION	.29	V18 default+local syntax	f10r.5:2	SINGLETON_CONCRETE_REFINED
f3c23f42baf625639e1e	cthaiin	1	f10r	the freshly expressed leaf juice	PLANT_PART	PLANT_PRODUCT	.25	article order	f10r.6:4	SINGLETON_CONCRETE_REFINED
f7dc90b2c31fd341f0a4	ykaiin	1	f55v	for a painful swollen joint	INDICATION	INDICATION	.24	article prescription opening	f55v.11:1	SINGLETON_CONCRETE_REFINED
faf321940aed922846a9	otchey	1	f56r	for one dose take	MEASURE_OR_DOSE	DOSE_OPEN	.26	article order revision	f56r.19:1	SINGLETON_CONCRETE_REFINED
