page	locus	record	line	event_index	surface	exact_tuple_id	selected_default_English	source_class	confidence	complete_local_phrase	sentence_may_cross_line	evidence
f10r	f10r.6	2	f10r.6	7	chy	b921a237be883a820352	this present portion	PORTION_POINTER	0.65	it grows beside running water ; when the preparation is ready ; the prepared decoction or working liquid ; express the juice from the root ; boil it gently ; this present portion ; this present portion ; in the stated or usual measure ; this present portion	YES	V16-V18 recurrent deck
f10r	f10r.6	2	f10r.6	8	taiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	0.65	it grows beside running water ; when the preparation is ready ; the prepared decoction or working liquid ; express the juice from the root ; boil it gently ; this present portion ; this present portion ; in the stated or usual measure ; this present portion	YES	V16-V18 recurrent deck
f10r	f10r.6	2	f10r.6	9	shy	b921a237be883a820352	this present portion	PORTION_POINTER	0.65	it grows beside running water ; when the preparation is ready ; the prepared decoction or working liquid ; express the juice from the root ; boil it gently ; this present portion ; this present portion ; in the stated or usual measure ; this present portion	YES	V16-V18 recurrent deck
f10r	f10r.8	2	f10r.8	1	qotchor	10488b911aae52b3b334	gather it before flowering	GATHERING_TIME	0.58	gather it before flowering ; the prepared decoction or working liquid ; one handful ; with the foregoing preparation ; drawn from the foregoing batch ; with the foregoing preparation ; in the stated or usual measure ; from the same prepared batch	YES	V17/V18 recurrent deck
f10r	f10r.8	2	f10r.8	2	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARATION_ENTITY	0.62	gather it before flowering ; the prepared decoction or working liquid ; one handful ; with the foregoing preparation ; drawn from the foregoing batch ; with the foregoing preparation ; in the stated or usual measure ; from the same prepared batch	YES	V17/V18 recurrent deck
f10r	f10r.8	2	f10r.8	3	otol	497cbd9c7401810ff56b	one handful	MEASURE	0.52	gather it before flowering ; the prepared decoction or working liquid ; one handful ; with the foregoing preparation ; drawn from the foregoing batch ; with the foregoing preparation ; in the stated or usual measure ; from the same prepared batch	YES	f10r measured liquid recipe
f10r	f10r.8	2	f10r.8	4	chol	dcda95c81a5460feb191	with the foregoing preparation	REFERENCE_RELATION	0.59	gather it before flowering ; the prepared decoction or working liquid ; one handful ; with the foregoing preparation ; drawn from the foregoing batch ; with the foregoing preparation ; in the stated or usual measure ; from the same prepared batch	YES	V16-V18 recurrent deck
f10r	f10r.8	2	f10r.8	5	cholor	dec401773c1f0347793d	drawn from the foregoing batch	REFERENCE	0.46	gather it before flowering ; the prepared decoction or working liquid ; one handful ; with the foregoing preparation ; drawn from the foregoing batch ; with the foregoing preparation ; in the stated or usual measure ; from the same prepared batch	YES	f10r same-batch chain
f10r	f10r.8	2	f10r.8	6	chol	dcda95c81a5460feb191	with the foregoing preparation	REFERENCE_RELATION	0.59	gather it before flowering ; the prepared decoction or working liquid ; one handful ; with the foregoing preparation ; drawn from the foregoing batch ; with the foregoing preparation ; in the stated or usual measure ; from the same prepared batch	YES	V16-V18 recurrent deck
f10r	f10r.8	2	f10r.8	7	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	0.65	gather it before flowering ; the prepared decoction or working liquid ; one handful ; with the foregoing preparation ; drawn from the foregoing batch ; with the foregoing preparation ; in the stated or usual measure ; from the same prepared batch	YES	V16-V18 recurrent deck
f10r	f10r.8	2	f10r.8	8	dar	4d4559019a961b834aa1	from the same prepared batch	REFERENCE	0.66	gather it before flowering ; the prepared decoction or working liquid ; one handful ; with the foregoing preparation ; drawn from the foregoing batch ; with the foregoing preparation ; in the stated or usual measure ; from the same prepared batch	YES	V18 recurrent deck
f10r	f10r.9	2	f10r.9	1	oykchor	27d97af8c96eb056c2e6	when the blue flower first opens	GATHERING_TIME	0.42	when the blue flower first opens ; the prepared decoction or working liquid ; the prepared decoction or working liquid ; this present portion ; it has a bitter taste ; this present portion ; preserve this portion in oil	YES	visible flower+article clause
f10r	f10r.9	2	f10r.9	2	shor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARATION_ENTITY	0.62	when the blue flower first opens ; the prepared decoction or working liquid ; the prepared decoction or working liquid ; this present portion ; it has a bitter taste ; this present portion ; preserve this portion in oil	YES	V17/V18 recurrent deck
f10r	f10r.9	2	f10r.9	3	chor	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARATION_ENTITY	0.62	when the blue flower first opens ; the prepared decoction or working liquid ; the prepared decoction or working liquid ; this present portion ; it has a bitter taste ; this present portion ; preserve this portion in oil	YES	V17/V18 recurrent deck
f10r	f10r.9	2	f10r.9	4	chy	b921a237be883a820352	this present portion	PORTION_POINTER	0.65	when the blue flower first opens ; the prepared decoction or working liquid ; the prepared decoction or working liquid ; this present portion ; it has a bitter taste ; this present portion ; preserve this portion in oil	YES	V16-V18 recurrent deck
f10r	f10r.9	2	f10r.9	5	kaiiin	409de02322e7b2ca0c62	it has a bitter taste	QUALITY	0.45	when the blue flower first opens ; the prepared decoction or working liquid ; the prepared decoction or working liquid ; this present portion ; it has a bitter taste ; this present portion ; preserve this portion in oil	YES	f10r quality clause
f10r	f10r.9	2	f10r.9	6	dy	b921a237be883a820352	this present portion	PORTION_POINTER	0.65	when the blue flower first opens ; the prepared decoction or working liquid ; the prepared decoction or working liquid ; this present portion ; it has a bitter taste ; this present portion ; preserve this portion in oil	YES	V16-V18 recurrent deck
f10r	f10r.9	2	f10r.9	7	chodaiin	834825c61d048a6b5628	preserve this portion in oil	PRESERVATION	0.49	when the blue flower first opens ; the prepared decoction or working liquid ; the prepared decoction or working liquid ; this present portion ; it has a bitter taste ; this present portion ; preserve this portion in oil	YES	f10r article closure
f11r	f11r.1	1	f11r.1	1	tshol	953ad19b79517fc8a211	gather the mat-forming simple in spring	GATHERING_TIME	0.40	gather the mat-forming simple in spring ; where it grows in shaded woodland ; cut it before the blue flowers open ; strain the infusion first through coarse cloth ; strain it again through fine cloth ; continue until the liquid runs clear ; draw the clear liquid into a clean jar; close ; the genuine plant bears small blue flowers	YES	visible f11r plant+opening
f11r	f11r.1	1	f11r.1	2	schoal	428a5e3662aa57b4b256	where it grows in shaded woodland	HABITAT	0.42	gather the mat-forming simple in spring ; where it grows in shaded woodland ; cut it before the blue flowers open ; strain the infusion first through coarse cloth ; strain it again through fine cloth ; continue until the liquid runs clear ; draw the clear liquid into a clean jar; close ; the genuine plant bears small blue flowers	YES	f11r compact mat habit
f11r	f11r.1	1	f11r.1	3	cfhy	bdad9f9ea8b80f141496	cut it before the blue flowers open	GATHERING_TIME	0.46	gather the mat-forming simple in spring ; where it grows in shaded woodland ; cut it before the blue flowers open ; strain the infusion first through coarse cloth ; strain it again through fine cloth ; continue until the liquid runs clear ; draw the clear liquid into a clean jar; close ; the genuine plant bears small blue flowers	YES	f11r visible flowers
f11r	f11r.1	1	f11r.1	4	shfydaiin	a8af08e69edab8e54f15	strain the infusion first through coarse cloth	PREPARATION	0.43	gather the mat-forming simple in spring ; where it grows in shaded woodland ; cut it before the blue flowers open ; strain the infusion first through coarse cloth ; strain it again through fine cloth ; continue until the liquid runs clear ; draw the clear liquid into a clean jar; close ; the genuine plant bears small blue flowers	YES	ordered double-straining chain
f11r	f11r.1	1	f11r.1	5	cphy	deb377381ceaf55ea310	strain it again through fine cloth	PREPARATION	0.43	gather the mat-forming simple in spring ; where it grows in shaded woodland ; cut it before the blue flowers open ; strain the infusion first through coarse cloth ; strain it again through fine cloth ; continue until the liquid runs clear ; draw the clear liquid into a clean jar; close ; the genuine plant bears small blue flowers	YES	ordered double-straining chain
f11r	f11r.1	1	f11r.1	6	shey	b5df9126607030b95175	continue until the liquid runs clear	STATE_GATE	0.50	gather the mat-forming simple in spring ; where it grows in shaded woodland ; cut it before the blue flowers open ; strain the infusion first through coarse cloth ; strain it again through fine cloth ; continue until the liquid runs clear ; draw the clear liquid into a clean jar; close ; the genuine plant bears small blue flowers	YES	f11r ordered filtering chain
f11r	f11r.1	1	f11r.1	7	tchody	2e2027b1951d79911e24	draw the clear liquid into a clean jar; close	PRESERVATION_CLOSE	0.45	gather the mat-forming simple in spring ; where it grows in shaded woodland ; cut it before the blue flowers open ; strain the infusion first through coarse cloth ; strain it again through fine cloth ; continue until the liquid runs clear ; draw the clear liquid into a clean jar; close ; the genuine plant bears small blue flowers	YES	f11r filter-chain closure
f11r	f11r.1	1	f11r.1	8	shoyty	577c03a928d674d420d7	the genuine plant bears small blue flowers	IDENTIFICATION_FEATURE	0.37	gather the mat-forming simple in spring ; where it grows in shaded woodland ; cut it before the blue flowers open ; strain the infusion first through coarse cloth ; strain it again through fine cloth ; continue until the liquid runs clear ; draw the clear liquid into a clean jar; close ; the genuine plant bears small blue flowers	YES	visible f11r flowers after closed recipe
f11r	f11r.4	1	f11r.4	1	dchol	d665560c8ff80799a82c	of the pictured simple itself	PICTURE_REFERENCE	0.52	of the pictured simple itself ; this present portion ; use it against a swollen place ; this present portion ; in the stated or usual measure	YES	same exact card on two different plant pages
f11r	f11r.4	1	f11r.4	2	chy	b921a237be883a820352	this present portion	PORTION_POINTER	0.65	of the pictured simple itself ; this present portion ; use it against a swollen place ; this present portion ; in the stated or usual measure	YES	V16-V18 recurrent deck
f11r	f11r.4	1	f11r.4	3	kchy	b2812c8283c3a62438bd	use it against a swollen place	INDICATION_APPLICATION	0.44	of the pictured simple itself ; this present portion ; use it against a swollen place ; this present portion ; in the stated or usual measure	YES	f11r measured-use clause
f11r	f11r.4	1	f11r.4	4	dy	b921a237be883a820352	this present portion	PORTION_POINTER	0.65	of the pictured simple itself ; this present portion ; use it against a swollen place ; this present portion ; in the stated or usual measure	YES	V16-V18 recurrent deck
f11r	f11r.4	1	f11r.4	5	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	0.65	of the pictured simple itself ; this present portion ; use it against a swollen place ; this present portion ; in the stated or usual measure	YES	V16-V18 recurrent deck
f11r	f11r.7	1	f11r.7	1	qotchy	a48efd6c4491a046ba78	take the fresh leafy part	PLANT_PART	0.38	take the fresh leafy part ; lay it on while warm ; when the preparation is ready ; this present portion	YES	f11r second short formula
f11r	f11r.7	1	f11r.7	2	okchol	322281bd391aa621f568	lay it on while warm	APPLICATION_CONDITION	0.48	take the fresh leafy part ; lay it on while warm ; when the preparation is ready ; this present portion	YES	f11r short formula
f11r	f11r.7	1	f11r.7	3	cthy	e0b630cb1b5df5e7105b	when the preparation is ready	READINESS_GATE	0.60	take the fresh leafy part ; lay it on while warm ; when the preparation is ready ; this present portion	YES	V16-V18 recurrent deck
f11r	f11r.7	1	f11r.7	4	dy	b921a237be883a820352	this present portion	PORTION_POINTER	0.65	take the fresh leafy part ; lay it on while warm ; when the preparation is ready ; this present portion	YES	V16-V18 recurrent deck
f55v	f55v.5	1	f55v.5	1	qokaiin	b5fcea1eaed06b2f2291	take up the next portion or instruction	RECORD_ENTRY	0.63	take up the next portion or instruction ; in the stated or usual measure ; boil the cut leaf gently ; in white wine ; steep until clear; close the first preparation ; in the stated or usual measure ; stir until evenly mixed ; wash the broad leaf once; close	YES	V16-V18 recurrent deck
f55v	f55v.5	1	f55v.5	2	chaiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	0.65	take up the next portion or instruction ; in the stated or usual measure ; boil the cut leaf gently ; in white wine ; steep until clear; close the first preparation ; in the stated or usual measure ; stir until evenly mixed ; wash the broad leaf once; close	YES	V16-V18 recurrent deck
f55v	f55v.5	1	f55v.5	3	ykain	403c1592f918c8f23b88	boil the cut leaf gently	PREPARATION	0.49	take up the next portion or instruction ; in the stated or usual measure ; boil the cut leaf gently ; in white wine ; steep until clear; close the first preparation ; in the stated or usual measure ; stir until evenly mixed ; wash the broad leaf once; close	YES	f55v preparation record
f55v	f55v.5	1	f55v.5	4	ykan	d929a14ec45749b2e805	in white wine	MEDIUM	0.50	take up the next portion or instruction ; in the stated or usual measure ; boil the cut leaf gently ; in white wine ; steep until clear; close the first preparation ; in the stated or usual measure ; stir until evenly mixed ; wash the broad leaf once; close	YES	f55v preparation record
f55v	f55v.5	1	f55v.5	5	ody	97cc9ac109148723c472	steep until clear; close the first preparation	STATE_GATE_CLOSE	0.48	take up the next portion or instruction ; in the stated or usual measure ; boil the cut leaf gently ; in white wine ; steep until clear; close the first preparation ; in the stated or usual measure ; stir until evenly mixed ; wash the broad leaf once; close	YES	f55v first subrecord
f55v	f55v.5	1	f55v.5	6	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	0.65	take up the next portion or instruction ; in the stated or usual measure ; boil the cut leaf gently ; in white wine ; steep until clear; close the first preparation ; in the stated or usual measure ; stir until evenly mixed ; wash the broad leaf once; close	YES	V16-V18 recurrent deck
f55v	f55v.5	1	f55v.5	7	chedy	6f7ff8287eddf4da9fdb	stir until evenly mixed	PREPARATION	0.56	take up the next portion or instruction ; in the stated or usual measure ; boil the cut leaf gently ; in white wine ; steep until clear; close the first preparation ; in the stated or usual measure ; stir until evenly mixed ; wash the broad leaf once; close	YES	V17/V18 recurrent deck
f55v	f55v.5	1	f55v.5	8	talam	e026af581c99322fbd46	wash the broad leaf once; close	PREPARATION_CLOSE	0.39	take up the next portion or instruction ; in the stated or usual measure ; boil the cut leaf gently ; in white wine ; steep until clear; close the first preparation ; in the stated or usual measure ; stir until evenly mixed ; wash the broad leaf once; close	YES	f55v visible broad leaf+subrecord
f55v	f55v.11	1	f55v.11	1	ykaiin	f7dc90b2c31fd341f0a4	for its medicinal use	APPLICATION_ENTRY	0.43	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	f55v second record opening
f55v	f55v.11	1	f55v.11	2	cheoar	807591efc3d3f7ddbfab	add white wine	MEDIUM	0.49	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	f55v second preparation
f55v	f55v.11	1	f55v.11	3	cheeky	2c1a5fd92b9e3c762242	while the mixture is still warm	APPLICATION_CONDITION	0.52	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	f55v operation order
f55v	f55v.11	1	f55v.11	4	oldy	1b1ffdd869fb1429ad03	boil gently; close the heating step	PREPARATION_CLOSE	0.50	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	f55v operation order
f55v	f55v.11	1	f55v.11	5	aiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	0.65	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	V16-V18 recurrent deck
f55v	f55v.11	1	f55v.11	6	okal	308e8ea2d5d190c498e8	mix the two measured portions together	PREPARATION	0.58	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	V17/V18 recurrent deck
f55v	f55v.11	1	f55v.11	7	oltchy	204b04837409088c48f9	keep it in a covered jar	PRESERVATION	0.53	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	f55v preparation closure
f55v	f55v.11	1	f55v.11	8	or	7a4bb8136330ee4e6e56	the prepared decoction or working liquid	PREPARATION_ENTITY	0.62	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	V17/V18 recurrent deck
f55v	f55v.11	1	f55v.11	9	y	b921a237be883a820352	this present portion	PORTION_POINTER	0.65	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	V16-V18 recurrent deck
f55v	f55v.11	1	f55v.11	10	orain	6afeb5c9ab9f6cbdea0d	use that portion while fresh	APPLICATION	0.49	for its medicinal use ; add white wine ; while the mixture is still warm ; boil gently; close the heating step ; in the stated or usual measure ; mix the two measured portions together ; keep it in a covered jar ; the prepared decoction or working liquid ; this present portion ; use that portion while fresh	YES	f55v article closure
f56r	f56r.5	1	f56r.5	1	chochor	b9d7b6d68209a9019e7a	gather the thistle-like simple in spring	GATHERING_TIME	0.42	gather the thistle-like simple in spring ; then take the following ingredient or plant part ; the lower root ; in the stated or usual measure	YES	visible f56r+article opening
f56r	f56r.5	1	f56r.5	2	cho	2cc054357a929df85f64	then take the following ingredient or plant part	SEQUENCE_HEAD	0.66	gather the thistle-like simple in spring ; then take the following ingredient or plant part ; the lower root ; in the stated or usual measure	YES	V18 recurrent deck
f56r	f56r.5	1	f56r.5	3	chodaly	0ec6a45e2950e8e7061d	the lower root	PLANT_PART	0.54	gather the thistle-like simple in spring ; then take the following ingredient or plant part ; the lower root ; in the stated or usual measure	YES	visible f56r lower stem/root
f56r	f56r.5	1	f56r.5	4	daiin	2f1c5e56e8f0ff459065	in the stated or usual measure	MEASURE_REFERENCE	0.65	gather the thistle-like simple in spring ; then take the following ingredient or plant part ; the lower root ; in the stated or usual measure	YES	V16-V18 recurrent deck
f56r	f56r.7	1	f56r.7	1	sho	2cc054357a929df85f64	then take the following ingredient or plant part	SEQUENCE_HEAD	0.66	then take the following ingredient or plant part ; white wine ; gather it before flowering ; apply or use this portion ; on the afflicted place	YES	V18 recurrent deck
f56r	f56r.7	1	f56r.7	2	kchol	893c570f3fa3fce99711	white wine	MEDIUM	0.51	then take the following ingredient or plant part ; white wine ; gather it before flowering ; apply or use this portion ; on the afflicted place	YES	f56r preparation clause
f56r	f56r.7	1	f56r.7	3	otchor	10488b911aae52b3b334	gather it before flowering	GATHERING_TIME	0.58	then take the following ingredient or plant part ; white wine ; gather it before flowering ; apply or use this portion ; on the afflicted place	YES	V17/V18 recurrent deck
f56r	f56r.7	1	f56r.7	4	choky	276a7c2d74d1143446f4	apply or use this portion	APPLICATION	0.61	then take the following ingredient or plant part ; white wine ; gather it before flowering ; apply or use this portion ; on the afflicted place	YES	V17/V18 recurrent deck
f56r	f56r.7	1	f56r.7	5	dal	dd0ecaf5e27d81befffc	on the afflicted place	APPLICATION_TARGET	0.44	then take the following ingredient or plant part ; white wine ; gather it before flowering ; apply or use this portion ; on the afflicted place	YES	f56r application syntax
f56r	f56r.8	1	f56r.8	1	schol	d665560c8ff80799a82c	of the pictured simple itself	PICTURE_REFERENCE	0.52	of the pictured simple itself ; growing on shaded stony ground ; apply or use this portion ; bind it in place overnight; close	YES	same exact card on two different plant pages
f56r	f56r.8	1	f56r.8	2	choy	c10aec6d4dd877ec8bd8	growing on shaded stony ground	HABITAT	0.37	of the pictured simple itself ; growing on shaded stony ground ; apply or use this portion ; bind it in place overnight; close	YES	f56r plant article
f56r	f56r.8	1	f56r.8	3	choky	276a7c2d74d1143446f4	apply or use this portion	APPLICATION	0.61	of the pictured simple itself ; growing on shaded stony ground ; apply or use this portion ; bind it in place overnight; close	YES	V17/V18 recurrent deck
f56r	f56r.8	1	f56r.8	4	cheeckhody	95987d6f198d6d247511	bind it in place overnight; close	APPLICATION_CLOSE	0.39	of the pictured simple itself ; growing on shaded stony ground ; apply or use this portion ; bind it in place overnight; close	YES	Herbal-local correction of outlet gloss
f56r	f56r.12	1	f56r.12	1	sh	ad3581d3144f69a5912d	for the seed preparation	PLANT_PART_ENTRY	0.38	for the seed preparation ; then take the following ingredient or plant part ; the leaves after cutting ; dry them in shade	YES	f56r next-part construction
f56r	f56r.12	1	f56r.12	2	cho	2cc054357a929df85f64	then take the following ingredient or plant part	SEQUENCE_HEAD	0.66	for the seed preparation ; then take the following ingredient or plant part ; the leaves after cutting ; dry them in shade	YES	V18 recurrent deck
f56r	f56r.12	1	f56r.12	3	kchey	b74e9e65637b7c8538dd	the leaves after cutting	PLANT_PART	0.38	for the seed preparation ; then take the following ingredient or plant part ; the leaves after cutting ; dry them in shade	YES	followed by drying
f56r	f56r.12	1	f56r.12	4	qokokchy	1322bc176443fc2a8a86	dry them in shade	PREPARATION	0.48	for the seed preparation ; then take the following ingredient or plant part ; the leaves after cutting ; dry them in shade	YES	f56r preparation sequence
f56r	f56r.13	1	f56r.13	1	okchy	9ad66e67803a12e745de	use the freshly prepared remedy	APPLICATION	0.59	use the freshly prepared remedy ; drink it for pain of the stomach ; keep the dried medicine in shade	YES	V17/V18 recurrent deck
