exact_tuple_id	surface_realizations	occurrences	folios	concrete_default_phrase	source_class	detailed_role	confidence	assignment_basis	recurrent_or_singleton	prior_v18_default	selected_default_phrase	selection_scope
2cc054357a929df85f64	cho|sho	4	f56r	then take the following ingredient or plant part	PREPARATION_ACTION	NEXT_DOSSIER_DETAIL	.65	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	then take the following ingredient or plant part	then take the following ingredient or plant part	V19_HERBAL_ONLY_R2
2e2027b1951d79911e24	tchody	1	f11r	leave the strained liquor uncovered to cool	CLAUSE_CLOSURE	COOLING_CLOSURE	.33	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	leave the outlet open; close the rubric	leave the strained liquor uncovered to cool	V19_HERBAL_ONLY_R2
2f1c5e56e8f0ff459065	aiin|chaiin|daiin|taiin	9	f10r|f11r|f55v|f56r	in the stated or usual measure	MEASURE	MEASURE_REFERENCE	.66	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	in the stated or usual measure	in the stated or usual measure	V18_CROSS_REGISTER_PRESERVED
308e8ea2d5d190c498e8	okal	1	f55v	mix the two portions together	PREPARATION_ACTION	COMBINE_PORTIONS	.54	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	mix the two portions together	mix the two portions together	V18_CROSS_REGISTER_PRESERVED
322281bd391aa621f568	okchol	1	f11r	lay it on while warm	APPLICATION	WARM_APPLICATION	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	applied while warm	lay it on while warm	V19_HERBAL_ONLY_R2
403c1592f918c8f23b88	ykain	1	f55v	boil the broad leaf gently	PREPARATION_ACTION	GENTLE_BOIL	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	boiled gently	boil the broad leaf gently	V19_HERBAL_ONLY_R2
409de02322e7b2ca0c62	kaiiin	1	f10r	until a bitter taste remains	PROCESS_CONDITION	TASTE_GATE	.37	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	a bitter taste	until a bitter taste remains	V19_HERBAL_ONLY_R2
428a5e3662aa57b4b256	schoal	1	f11r	from shaded woodland	HABITAT	HABITAT_SHADE	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	shaded woodland	from shaded woodland	V19_HERBAL_ONLY_R2
497cbd9c7401810ff56b	otol	1	f10r	one handful	MEASURE	HANDFUL_MEASURE	.42	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	a handful	one handful	V19_HERBAL_ONLY_R2
4d4559019a961b834aa1	char|dar	2	f10r	from the same prepared batch	REFERENCE	SAME_BATCH_REFERENCE	.66	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	from the same prepared batch	from the same prepared batch	V18_CROSS_REGISTER_PRESERVED
577c03a928d674d420d7	shoyty	1	f11r	reserve the flowering crown	PLANT_PART	FLOWERING_PART	.31	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	its flower appears	reserve the flowering crown	V19_HERBAL_ONLY_R2
61a075bc54793c1c781f	sotodan	1	f56r	use it while freshly mixed	CLAUSE_CLOSURE	FRESH_USE_CLOSURE	.37	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	and use it fresh	use it while freshly mixed	V19_HERBAL_ONLY_R2
62ff059766b21c7de083	otytchol	1	f10r	drink it for pain of the stomach	INDICATION	INDICATION_INTERNAL	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	drunk for stomach pain	drink it for pain of the stomach	V19_HERBAL_ONLY_R2
65f320e75510b2f38182	dchey	1	f10r	take the fibrous lower root	PLANT_PART	PLANT_PART_TAKE	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	the pictured simple is called local-name-65F32	take the fibrous lower root	V19_HERBAL_ONLY_R2
6afeb5c9ab9f6cbdea0d	orain	1	f55v	use the finished liquor fresh	CLAUSE_CLOSURE	FRESH_USE_CLOSURE	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	and use it fresh	use the finished liquor fresh	V19_HERBAL_ONLY_R2
6f7ff8287eddf4da9fdb	chedy	1	f55v	stir until evenly mixed	PREPARATION_ACTION	MIXING_ACTION	.62	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	stir until evenly mixed	stir until evenly mixed	V18_CROSS_REGISTER_PRESERVED
7249edc4df3419c26999	ycheor	1	f10r	it grows in damp meadow ground	HABITAT	HABITAT_MOIST	.31	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	it is found in	it grows in damp meadow ground	V19_HERBAL_ONLY_R2
75a523fcf039b006f97b	kchal	1	f56r	keep the remainder dry in shade	STORAGE	DRY_STORAGE	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	and dry it in shade	keep the remainder dry in shade	V19_HERBAL_ONLY_R2
7a4bb8136330ee4e6e56	chor|or|shor	5	f10r|f55v	the prepared decoction or working liquid	REFERENCE	PREPARED_LIQUID	.53	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	the prepared decoction or working liquid	the prepared decoction or working liquid	V18_CROSS_REGISTER_PRESERVED
807591efc3d3f7ddbfab	cheoar	1	f55v	add white wine	MEDIUM	MEDIUM_WINE	.37	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	white wine	add white wine	V19_HERBAL_ONLY_R2
80ebbbbf238eee9f0aef	chty	1	f10r	pound until the mass is even	PROCESS_CONDITION	POUNDING_GATE	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	until evenly joined	until evenly joined	V18_CROSS_REGISTER_PRESERVED
834825c61d048a6b5628	chodaiin	1	f10r	preserve that portion under oil	STORAGE	OIL_STORAGE	.39	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	and preserve it in oil	preserve that portion under oil	V19_HERBAL_ONLY_R2
893c570f3fa3fce99711	kchol	1	f56r	steep it in white wine	MEDIUM	MEDIUM_WINE	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	white wine	steep it in white wine	V19_HERBAL_ONLY_R2
953ad19b79517fc8a211	tshol	1	f11r	gather the root in spring	GATHERING_TIME	GATHERING_TIME	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	gather it in spring	gather the root in spring	V19_HERBAL_ONLY_R2
95987d6f198d6d247511	cheeckhody	1	f56r	leave the plaster uncovered until dry	APPLICATION	PLASTER_CLOSURE	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	leave the outlet open; close the rubric	leave the plaster uncovered until dry	V19_HERBAL_ONLY_R2
97cc9ac109148723c472	ody	1	f55v	steep it until the liquor is clear	CLAUSE_CLOSURE	STEEP_CLOSURE	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	steep until clear; close the rubric	steep it until the liquor is clear	V19_HERBAL_ONLY_R2
9ad66e67803a12e745de	chokchy|okchy|qokchy	3	f10r|f56r	use the freshly prepared remedy	PREPARATION_ACTION	FRESH_PREPARATION	.52	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	use the freshly prepared remedy	use the freshly prepared remedy	V19_HERBAL_ONLY_R2
9bb7122b386ebbc6138f	keol	1	f56r	the pale opened flower	PLANT_PART	PLANT_PART_FLOWER	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	a pale flower	the pale opened flower	V19_HERBAL_ONLY_R2
a48efd6c4491a046ba78	qotchy	1	f11r	make a warm poultice from its leaves	APPLICATION	POULTICE_PREPARATION	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	the pictured simple is called local-name-A48EF	make a warm poultice from its leaves	V19_HERBAL_ONLY_R2
a6939862e33ece5a0483	etyd	1	f10r	keep the remaining root dry	STORAGE	STORAGE_ROOT	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	and keep the root	keep the remaining root dry	V19_HERBAL_ONLY_R2
a8af08e69edab8e54f15	shfydaiin	1	f11r	press the bruised root through cloth	PREPARATION_ACTION	CLOTH_PRESS	.37	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	strained through cloth	press the bruised root through cloth	V19_HERBAL_ONLY_R2
ad3581d3144f69a5912d	sh	1	f56r	its small seed or bud-head	PLANT_PART	PLANT_PART_SEED	.32	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	its seed is	its small seed or bud-head	V19_HERBAL_ONLY_R2
af816c04e65874a0f2fa	qoctholy	1	f10r	boil it gently	PREPARATION_ACTION	GENTLE_BOIL	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	boiled gently	boil it gently	V19_HERBAL_ONLY_R2
b2812c8283c3a62438bd	kchy	1	f11r	bind it upon a swollen place	INDICATION	INDICATION_EXTERNAL	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	used against swelling	bind it upon a swollen place	V19_HERBAL_ONLY_R2
b5df9126607030b95175	shey	1	f11r	until the liquid runs clear	PROCESS_CONDITION	CLARITY_GATE	.57	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	until the liquid runs clear	until the liquid runs clear	V18_CROSS_REGISTER_PRESERVED
b5fcea1eaed06b2f2291	qokaiin	1	f55v	take the next measured portion	CLAUSE_HEAD	NEXT_PORTION_HEAD	.68	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	take up the next portion or instruction	take up the next portion or instruction	V18_CROSS_REGISTER_PRESERVED
b74e9e65637b7c8538dd	kchey	1	f56r	the dried narrow leaf	PLANT_PART	PLANT_PART_LEAF	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	the dried leaf	the dried narrow leaf	V19_HERBAL_ONLY_R2
b921a237be883a820352	chy|dy|shy|y	9	f10r|f11r|f55v	this present portion	REFERENCE	CURRENT_PORTION	.56	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	this present portion	this present portion	V18_CROSS_REGISTER_PRESERVED
b9d7b6d68209a9019e7a	chochor	1	f56r	gather the plant in spring	GATHERING_TIME	GATHERING_TIME	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	gather it in spring	gather the plant in spring	V19_HERBAL_ONLY_R2
bdad9f9ea8b80f141496	cfhy	1	f11r	before the flowering crown opens	GATHERING_TIME	GATHERING_TIME	.33	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	gathered before flowering	before the flowering crown opens	V19_HERBAL_ONLY_R2
c10aec6d4dd877ec8bd8	choy	1	f56r	which grows on damp shaded heath	HABITAT	HABITAT_MOIST	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	shaded woodland	which grows on damp shaded heath	V19_HERBAL_ONLY_R2
c71c72da4e09e0833392	kchoar	1	f56r	mix it with honey	MEDIUM	MEDIUM_HONEY	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	honey	mix it with honey	V19_HERBAL_ONLY_R2
d665560c8ff80799a82c	dchol|schol	2	f11r|f56r	of this pictured simple	REFERENCE	PICTURED_OWNER_REFERENCE	.42	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	the pictured simple is called local-name-D6655	of this pictured simple	V19_HERBAL_ONLY_R2
d929a14ec45749b2e805	ykan	1	f55v	in white wine	MEDIUM	MEDIUM_WINE	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	white wine	in white wine	V19_HERBAL_ONLY_R2
dcda95c81a5460feb191	chol	3	f10r	with the foregoing preparation	REFERENCE	PREPARATION_REFERENCE	.67	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	with the foregoing preparation	with the foregoing preparation	V18_CROSS_REGISTER_PRESERVED
dd0ecaf5e27d81befffc	dal	1	f56r	upon the afflicted place	APPLICATION	BODY_SITE_REFERENCE	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	at the place indicated by the drawing	at the place indicated by the drawing	V18_CROSS_REGISTER_PRESERVED
deb377381ceaf55ea310	cphy	1	f11r	strain the liquor a second time	PREPARATION_ACTION	SECOND_STRAIN	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	strained through cloth	strain the liquor a second time	V19_HERBAL_ONLY_R2
dec401773c1f0347793d	cholor	1	f10r	from the foregoing batch	REFERENCE	BATCH_REFERENCE	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	from the foregoing batch	from the foregoing batch	V18_CROSS_REGISTER_PRESERVED
dedc383b600397a301ee	cthoor	1	f10r	wash it in running water	PREPARATION_ACTION	WATER_WASH	.34	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	kept in a covered jar	wash it in running water	V19_HERBAL_ONLY_R2
df1098831679a8ad1b39	os	1	f10r	reduce it to a coarse powder	PREPARATION_ACTION	POUNDING_RESULT	.38	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	pounded to powder	reduce it to a coarse powder	V19_HERBAL_ONLY_R2
e026af581c99322fbd46	talam	1	f55v	wash the sore place once	APPLICATION	WASH_APPLICATION	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	wash once; close the rubric	wash the sore place once	V19_HERBAL_ONLY_R2
e0b630cb1b5df5e7105b	cthy	3	f10r|f11r	when the preparation is ready	PROCESS_CONDITION	READINESS_CONDITION	.55	cross-page exact-card consistency + V18 deck + complete-article order	RECURRENT	when the preparation is ready	when the preparation is ready	V18_CROSS_REGISTER_PRESERVED
e8a6105b5c3a6220b440	qotchol	1	f10r	apply it while warm	APPLICATION	WARM_APPLICATION	.35	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	applied while warm	apply it while warm	V19_HERBAL_ONLY_R2
f3c23f42baf625639e1e	cthaiin	1	f10r	add the expressed juice	PREPARATION_ACTION	PLANT_JUICE	.36	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	the expressed juice	add the expressed juice	V19_HERBAL_ONLY_R2
f7dc90b2c31fd341f0a4	ykaiin	1	f55v	for its second medicinal use	CLAUSE_HEAD	USE_CLAUSE_HEAD	.32	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	for its medicinal use	for its second medicinal use	V19_HERBAL_ONLY_R2
faf321940aed922846a9	otchey	1	f56r	for the final preparation take	CLAUSE_HEAD	FINAL_USE_HEAD	.32	complete-article order + visible owner + medieval materia-medica inventory	SINGLETON	mark the following share	mark the following share	V18_CROSS_REGISTER_PRESERVED
