exact_tuple_id	surfaces	events	pages	selected_default_English	source_class	confidence	evidence	recurrent_or_singleton	silent_arguments
b921a237be883a820352	chy|dy|shy|y	9	f10r|f11r|f55v	this present portion	PORTION_POINTER	0.65	V16-V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
b9d7b6d68209a9019e7a	chochor	1	f56r	gather the thistle-like simple in spring	GATHERING_TIME	0.42	visible f56r+article opening	SINGLETON	pictured simple/active batch/body place only where stated by article context
bdad9f9ea8b80f141496	cfhy	1	f11r	cut it before the blue flowers open	GATHERING_TIME	0.46	f11r visible flowers	SINGLETON	pictured simple/active batch/body place only where stated by article context
c10aec6d4dd877ec8bd8	choy	1	f56r	growing on shaded stony ground	HABITAT	0.37	f56r plant article	SINGLETON	pictured simple/active batch/body place only where stated by article context
c71c72da4e09e0833392	kchoar	1	f56r	mix it with honey	MEDIUM_RELATION	0.50	f56r preparation clause	SINGLETON	pictured simple/active batch/body place only where stated by article context
d665560c8ff80799a82c	dchol|schol	2	f11r|f56r	of the pictured simple itself	PICTURE_REFERENCE	0.52	same exact card on two different plant pages	RECURRENT	pictured simple/active batch/body place only where stated by article context
d929a14ec45749b2e805	ykan	1	f55v	in white wine	MEDIUM	0.50	f55v preparation record	SINGLETON	pictured simple/active batch/body place only where stated by article context
dcda95c81a5460feb191	chol	3	f10r	with the foregoing preparation	REFERENCE_RELATION	0.59	V16-V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
dd0ecaf5e27d81befffc	dal	1	f56r	on the afflicted place	APPLICATION_TARGET	0.44	f56r application syntax	SINGLETON	pictured simple/active batch/body place only where stated by article context
deb377381ceaf55ea310	cphy	1	f11r	strain it again through fine cloth	PREPARATION	0.43	ordered double-straining chain	SINGLETON	pictured simple/active batch/body place only where stated by article context
dec401773c1f0347793d	cholor	1	f10r	drawn from the foregoing batch	REFERENCE	0.46	f10r same-batch chain	SINGLETON	pictured simple/active batch/body place only where stated by article context
dedc383b600397a301ee	cthoor	1	f10r	keep the cut root in a covered jar	PRESERVATION	0.46	whole f10r preparation	SINGLETON	pictured simple/active batch/body place only where stated by article context
df1098831679a8ad1b39	os	1	f10r	reduce the dried root to powder	PREPARATION	0.47	f10r operation chain	SINGLETON	pictured simple/active batch/body place only where stated by article context
e026af581c99322fbd46	talam	1	f55v	wash the broad leaf once; close	PREPARATION_CLOSE	0.39	f55v visible broad leaf+subrecord	SINGLETON	pictured simple/active batch/body place only where stated by article context
e0b630cb1b5df5e7105b	cthy	3	f10r|f11r	when the preparation is ready	READINESS_GATE	0.60	V16-V18 recurrent deck	RECURRENT	pictured simple/active batch/body place only where stated by article context
e8a6105b5c3a6220b440	qotchol	1	f10r	apply it while warm	APPLICATION_CONDITION	0.51	f10r short use clause	SINGLETON	pictured simple/active batch/body place only where stated by article context
f3c23f42baf625639e1e	cthaiin	1	f10r	express the juice from the root	PREPARATION	0.48	f10r liquid chain	SINGLETON	pictured simple/active batch/body place only where stated by article context
f7dc90b2c31fd341f0a4	ykaiin	1	f55v	for its medicinal use	APPLICATION_ENTRY	0.43	f55v second record opening	SINGLETON	pictured simple/active batch/body place only where stated by article context
faf321940aed922846a9	otchey	1	f56r	set apart the following equal share	MEASURE_ENTRY	0.41	f56r terminal measure clause	SINGLETON	pictured simple/active batch/body place only where stated by article context
