event_id	statement_id	statement_card_ordinal	docket_signature	card_family_address	rebuilt_card_no	exact_card_rebuild	component_recipe	observed_surface	surface_selection_layer	owner_de
E011	H1-S002	1	CTH || - || OK+CH || - || OT+OL || Y	PROC011	PROC011	YES	OK+Y	qokchy	OWNER_CARD_DEFAULT	abgebildete breit gezähnte radialblütige Pflanze
E012	H1-S002	2	CTH || - || OK+CH || - || OT+OL || Y	PROC012	PROC012	YES	OT+CH+OL	qotchol	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E013	H1-S002	3	CTH || - || OK+CH || - || OT+OL || Y	PROC013	PROC013	YES	OL	chol	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E014	H1-S002	4	CTH || - || OK+CH || - || OT+OL || Y	PROC014	PROC014	YES	CTH+Y	cthy	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E015	H2-S001	1	OR+CTH+O || AIIN || CH || E || OL || Y	PROC015	PROC015	YES	Y+CH+E+OR	ycheor	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E016	H2-S001	2	OR+CTH+O || AIIN || CH || E || OL || Y	PROC014	PROC014	YES	CTH+Y	cthy	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E017	H2-S001	3	OR+CTH+O || AIIN || CH || E || OL || Y	PROC016	PROC016	YES	OR	chor	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E018	H2-S001	4	OR+CTH+O || AIIN || CH || E || OL || Y	PROC017	PROC017	YES	CTH+AIIN	cthaiin	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E019	H2-S001	5	OR+CTH+O || AIIN || CH || E || OL || Y	PROC018	PROC018	YES	O+CTH+OL+Y	qoctholy	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E020	H2-S001	6	OR+CTH+O || AIIN || CH || E || OL || Y	PROC019	PROC019	YES	Y	dy	OWNER_CARD_DEFAULT	abgebildete breit gezähnte radialblütige Pflanze
E021	H2-S001	7	OR+CTH+O || AIIN || CH || E || OL || Y	PROC019	PROC019	YES	Y	chy	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E022	H2-S001	8	OR+CTH+O || AIIN || CH || E || OL || Y	PROC009	PROC009	YES	AIIN	taiin	OWNER_CARD_DEFAULT	abgebildete breit gezähnte radialblütige Pflanze
E023	H2-S001	9	OR+CTH+O || AIIN || CH || E || OL || Y	PROC019	PROC019	YES	Y	shy	LOCAL_OVERRIDE_SLIP	abgebildete breit gezähnte radialblütige Pflanze
E024	H2-S002	1	OR || AIIN || CH || - || OT+OL+AR || -	PROC020	PROC020	YES	OT+CH+OR	qotchor	OWNER_CARD_DEFAULT	abgebildete breit gezähnte radialblütige Pflanze
E025	H2-S002	2	OR || AIIN || CH || - || OT+OL+AR || -	PROC016	PROC016	YES	OR	chor	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E026	H2-S002	3	OR || AIIN || CH || - || OT+OL+AR || -	PROC021	PROC021	YES	OT+OL	otol	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E027	H2-S002	4	OR || AIIN || CH || - || OT+OL+AR || -	PROC013	PROC013	YES	OL	chol	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E028	H2-S002	5	OR || AIIN || CH || - || OT+OL+AR || -	PROC022	PROC022	YES	OL+OR	cholor	OWNER_CARD_DEFAULT	abgebildete breit gezähnte radialblütige Pflanze
E029	H2-S002	6	OR || AIIN || CH || - || OT+OL+AR || -	PROC013	PROC013	YES	OL	chol	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E030	H2-S002	7	OR || AIIN || CH || - || OT+OL+AR || -	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E031	H2-S002	8	OR || AIIN || CH || - || OT+OL+AR || -	PROC003	PROC003	YES	AR	dar	CONTEXT_WRAPPER_RULE	abgebildete breit gezähnte radialblütige Pflanze
E032	H2-S003	1	O+OR || IIN+AIIN || K+CH || - || - || Y	PROC023	PROC023	YES	O+Y+K+OR	oykchor	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E033	H2-S003	2	O+OR || IIN+AIIN || K+CH || - || - || Y	PROC016	PROC016	YES	OR	shor	OWNER_CARD_DEFAULT	abgebildete breit gezähnte radialblütige Pflanze
E034	H2-S003	3	O+OR || IIN+AIIN || K+CH || - || - || Y	PROC016	PROC016	YES	OR	chor	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E035	H2-S003	4	O+OR || IIN+AIIN || K+CH || - || - || Y	PROC019	PROC019	YES	Y	chy	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E036	H2-S003	5	O+OR || IIN+AIIN || K+CH || - || - || Y	PROC024	PROC024	YES	K+IIN	kaiiin	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E037	H2-S003	6	O+OR || IIN+AIIN || K+CH || - || - || Y	PROC019	PROC019	YES	Y	dy	OWNER_CARD_DEFAULT	abgebildete breit gezähnte radialblütige Pflanze
E038	H2-S003	7	O+OR || IIN+AIIN || K+CH || - || - || Y	PROC025	PROC025	YES	CH+O+AIIN	chodaiin	GLOBAL_CARD_FORM	abgebildete breit gezähnte radialblütige Pflanze
E039	H3-S001	1	O || AIIN || T+SH+CFH+P+CH || EE || OL+AL || Y+DY	PROC026	PROC026	YES	T+SH+OL	tshol	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E040	H3-S001	2	O || AIIN || T+SH+CFH+P+CH || EE || OL+AL || Y+DY	PROC027	PROC027	YES	SH+O+AL	schoal	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E041	H3-S001	3	O || AIIN || T+SH+CFH+P+CH || EE || OL+AL || Y+DY	PROC028	PROC028	YES	CFH+Y	cfhy	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E042	H3-S001	4	O || AIIN || T+SH+CFH+P+CH || EE || OL+AL || Y+DY	PROC029	PROC029	YES	SH+Y+AIIN	shfydaiin	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E043	H3-S001	5	O || AIIN || T+SH+CFH+P+CH || EE || OL+AL || Y+DY	PROC030	PROC030	YES	P+Y	cphy	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E044	H3-S001	6	O || AIIN || T+SH+CFH+P+CH || EE || OL+AL || Y+DY	PROC031	PROC031	YES	SH+EE+Y	shey	CONTEXT_WRAPPER_RULE	abgebildete dicht blau blühende Kronenpflanze
E045	H3-S001	7	O || AIIN || T+SH+CFH+P+CH || EE || OL+AL || Y+DY	PROC032	PROC032	YES	T+CH+O+DY	tchody	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E046	H3-S002	1	O || - || SH+T || - || - || Y	PROC033	PROC033	YES	SH+O+Y+T+Y	shoyty	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E047	H3-S003	1	- || AIIN || RESUME_CARD+K || - || - || Y	PROC034	PROC034	YES	RESUME_CARD	dchol	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E048	H3-S003	2	- || AIIN || RESUME_CARD+K || - || - || Y	PROC019	PROC019	YES	Y	chy	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E049	H3-S003	3	- || AIIN || RESUME_CARD+K || - || - || Y	PROC035	PROC035	YES	K+Y	kchy	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E050	H3-S003	4	- || AIIN || RESUME_CARD+K || - || - || Y	PROC019	PROC019	YES	Y	dy	OWNER_CARD_DEFAULT	abgebildete dicht blau blühende Kronenpflanze
E051	H3-S003	5	- || AIIN || RESUME_CARD+K || - || - || Y	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E052	H3-S004	1	CTH || - || OK || - || OT+OL || Y	PROC036	PROC036	YES	OT+Y	qotchy	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E053	H3-S004	2	CTH || - || OK || - || OT+OL || Y	PROC037	PROC037	YES	OK+OL	okchol	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E054	H3-S004	3	CTH || - || OK || - || OT+OL || Y	PROC014	PROC014	YES	CTH+Y	cthy	GLOBAL_CARD_FORM	abgebildete dicht blau blühende Kronenpflanze
E055	H3-S004	4	CTH || - || OK || - || OT+OL || Y	PROC019	PROC019	YES	Y	dy	OWNER_CARD_DEFAULT	abgebildete dicht blau blühende Kronenpflanze
E056	H4-S001	1	O || AIIN+AIN+AN || OK+K || - || - || Y+DY	PROC038	PROC038	YES	OK+AIIN	qokaiin	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E057	H4-S001	2	O || AIIN+AIN+AN || OK+K || - || - || Y+DY	PROC009	PROC009	YES	AIIN	chaiin	OWNER_CARD_DEFAULT	abgebildete breitblättrige rispige Pflanze
E058	H4-S001	3	O || AIIN+AIN+AN || OK+K || - || - || Y+DY	PROC039	PROC039	YES	Y+K+AIN	ykain	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E059	H4-S001	4	O || AIIN+AIN+AN || OK+K || - || - || Y+DY	PROC040	PROC040	YES	Y+K+AN	ykan	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E060	H4-S001	5	O || AIIN+AIN+AN || OK+K || - || - || Y+DY	PROC041	PROC041	YES	O+DY	ody	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E061	H4-S002	1	- || AIIN || CHD+TALAM || - || - || Y	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E062	H4-S002	2	- || AIIN || CHD+TALAM || - || - || Y	PROC042	PROC042	YES	CHD+Y	chedy	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E063	H4-S002	3	- || AIIN || CHD+TALAM || - || - || Y	PROC043	PROC043	YES	TALAM	talam	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E064	H4-S003	1	O || AIIN || K+CH+CHK || E+EE || AR+OL || Y+DY	PROC044	PROC044	YES	Y+K+AIIN	ykaiin	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E065	H4-S003	2	O || AIIN || K+CH+CHK || E+EE || AR+OL || Y+DY	PROC045	PROC045	YES	CH+E+O+AR	cheoar	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E066	H4-S003	3	O || AIIN || K+CH+CHK || E+EE || AR+OL || Y+DY	PROC046	PROC046	YES	CHK+EE+Y	cheeky	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E067	H4-S003	4	O || AIIN || K+CH+CHK || E+EE || AR+OL || Y+DY	PROC047	PROC047	YES	OL+DY	oldy	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E068	H4-S004	1	OR || AIIN+AIN || OK+T || - || AL+OL || Y	PROC009	PROC009	YES	AIIN	aiin	LOCAL_OVERRIDE_SLIP	abgebildete breitblättrige rispige Pflanze
E069	H4-S004	2	OR || AIIN+AIN || OK+T || - || AL+OL || Y	PROC048	PROC048	YES	OK+AL	okal	OWNER_CARD_DEFAULT	abgebildete breitblättrige rispige Pflanze
E070	H4-S004	3	OR || AIIN+AIN || OK+T || - || AL+OL || Y	PROC049	PROC049	YES	OL+T+Y	oltchy	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E071	H4-S004	4	OR || AIIN+AIN || OK+T || - || AL+OL || Y	PROC016	PROC016	YES	OR	or	CONTEXT_WRAPPER_RULE	abgebildete breitblättrige rispige Pflanze
E072	H4-S004	5	OR || AIIN+AIN || OK+T || - || AL+OL || Y	PROC019	PROC019	YES	Y	y	OWNER_CARD_DEFAULT	abgebildete breitblättrige rispige Pflanze
E073	H4-S004	6	OR || AIIN+AIN || OK+T || - || AL+OL || Y	PROC050	PROC050	YES	OR+AIN	orain	GLOBAL_CARD_FORM	abgebildete breitblättrige rispige Pflanze
E074	H5-S001	1	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC051	PROC051	YES	HO+CH+OR	chochor	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E075	H5-S001	2	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC052	PROC052	YES	HO	cho	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E076	H5-S001	3	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC053	PROC053	YES	HO+AL+Y	chodaly	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E077	H5-S001	4	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E078	H5-S001	5	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC052	PROC052	YES	HO	sho	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E079	H5-S001	6	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC054	PROC054	YES	K+OL	kchol	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E080	H5-S001	7	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC020	PROC020	YES	OT+CH+OR	otchor	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E081	H5-S001	8	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC008	PROC008	YES	OK+Y	choky	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E082	H5-S001	9	HO+OR || AIIN || CH+K+OK || - || AL+OL+OT || Y	PROC055	PROC055	YES	AL	dal	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E083	H5-S002	1	HO+CKH+O || - || RESUME_CARD+OK+CH || EE || - || Y+DY	PROC034	PROC034	YES	RESUME_CARD	schol	OWNER_CARD_DEFAULT	abgebildete mehrköpfige stachelige Pflanze
E084	H5-S002	2	HO+CKH+O || - || RESUME_CARD+OK+CH || EE || - || Y+DY	PROC056	PROC056	YES	HO+Y	choy	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E085	H5-S002	3	HO+CKH+O || - || RESUME_CARD+OK+CH || EE || - || Y+DY	PROC008	PROC008	YES	OK+Y	choky	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E086	H5-S002	4	HO+CKH+O || - || RESUME_CARD+OK+CH || EE || - || Y+DY	PROC057	PROC057	YES	CH+EE+CKH+O+DY	cheeckhody	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E087	H5-S003	1	HO || - || SH+K+OK || E || - || Y	PROC058	PROC058	YES	SH	sh	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E088	H5-S003	2	HO || - || SH+K+OK || E || - || Y	PROC052	PROC052	YES	HO	cho	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E089	H5-S003	3	HO || - || SH+K+OK || E || - || Y	PROC059	PROC059	YES	K+E+Y	kchey	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E090	H5-S003	4	HO || - || SH+K+OK || E || - || Y	PROC060	PROC060	YES	OK+OK+Y	qokokchy	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E091	H5-S004	1	O || - || OK+CH+K || E || AL || Y	PROC011	PROC011	YES	OK+Y	okchy	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E092	H5-S004	2	O || - || OK+CH+K || E || AL || Y	PROC061	PROC061	YES	OK+CH+E+O	chokcheo	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E093	H5-S004	3	O || - || OK+CH+K || E || AL || Y	PROC062	PROC062	YES	K+AL	kchal	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E094	H5-S005	1	HO+O || AIN || OK+K || - || AR+OT || Y	PROC052	PROC052	YES	HO	sho	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E095	H5-S005	2	HO+O || AIN || OK+K || - || AR+OT || Y	PROC011	PROC011	YES	OK+Y	chokchy	OWNER_CARD_DEFAULT	abgebildete mehrköpfige stachelige Pflanze
E096	H5-S005	3	HO+O || AIN || OK+K || - || AR+OT || Y	PROC063	PROC063	YES	K+HO+AR	kchoar	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E097	H5-S005	4	HO+O || AIN || OK+K || - || AR+OT || Y	PROC064	PROC064	YES	OT+O+AIN	sotodan	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E098	H5-S006	1	- || AIIN || K || E || OT+OL || Y	PROC065	PROC065	YES	OT+Y	otchey	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E099	H5-S006	2	- || AIIN || K || E || OT+OL || Y	PROC066	PROC066	YES	K+E+OL	keol	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E100	H5-S006	3	- || AIIN || K || E || OT+OL || Y	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	abgebildete mehrköpfige stachelige Pflanze
E101	B1-S001	1	- || - || OK || E || - || DY	PROC067	PROC067	YES	OK+E+DY	qokedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E102	B1-S002	1	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC038	PROC038	YES	OK+AIIN	okaiin	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E103	B1-S002	2	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC068	PROC068	YES	K+AIR	kair	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E104	B1-S002	3	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC048	PROC048	YES	OK+AL	okal	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E105	B1-S002	4	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC003	PROC003	YES	AR	sar	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E106	B1-S002	5	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC013	PROC013	YES	OL	ol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E107	B1-S002	6	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC069	PROC069	YES	K+AIN	kain	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E108	B1-S002	7	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC070	PROC070	YES	OL+K+AIN	olkain	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E109	B1-S002	8	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC055	PROC055	YES	AL	al	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E110	B1-S002	9	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC013	PROC013	YES	OL	ol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E111	B1-S002	10	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC071	PROC071	YES	R+OL	rol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E112	B1-S002	11	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC072	PROC072	YES	L	dl	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E113	B1-S002	12	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC022	PROC022	YES	OL+OR	olor	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E114	B1-S002	13	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC013	PROC013	YES	OL	ol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E115	B1-S002	14	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC073	PROC073	YES	SH+E+CKH+AL	sheckhal	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E116	B1-S002	15	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E117	B1-S002	16	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC074	PROC074	YES	OK+EE+AL	qokeedal	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E118	B1-S002	17	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC009	PROC009	YES	AIIN	daiin	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E119	B1-S002	18	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC075	PROC075	YES	CKH+Y	chckhy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E120	B1-S002	19	AIR+OR+CKH || AIIN+AIN || OK+K+R+L+SH+CHD || E+EE || AL+AR+OL || Y+DY	PROC076	PROC076	YES	CHD+DY	schedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E121	B1-S003	1	- || - || SH+K+CHD || - || OL || DY	PROC013	PROC013	YES	OL	qol	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E122	B1-S003	2	- || - || SH+K+CHD || - || OL || DY	PROC077	PROC077	YES	SH+K+CHD+DY	sshkchdy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E123	B1-S004	1	- || - || CHD+SHED || - || OL || Y+DY	PROC042	PROC042	YES	CHD+Y	chedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E124	B1-S004	2	- || - || CHD+SHED || - || OL || Y+DY	PROC013	PROC013	YES	OL	ol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E125	B1-S004	3	- || - || CHD+SHED || - || OL || Y+DY	PROC078	PROC078	YES	SHED+DY	shedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E126	B1-S005	1	- || - || CHD || - || OL || DY	PROC079	PROC079	YES	OL+CHD+DY	qolchedy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E127	B1-S006	1	CKH || AIN || OK+L+R || - || AL || Y	PROC080	PROC080	YES	OK+AIN	qokain	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E128	B1-S006	2	CKH || AIN || OK+L+R || - || AL || Y	PROC075	PROC075	YES	CKH+Y	shckhy	OWNER_CARD_DEFAULT	gemeinsame zweireihige Figuren-/Beckenstation
E129	B1-S006	3	CKH || AIN || OK+L+R || - || AL || Y	PROC072	PROC072	YES	L	dl	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E130	B1-S006	4	CKH || AIN || OK+L+R || - || AL || Y	PROC081	PROC081	YES	R+AL	ral	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E131	B1-S007	1	- || - || OK+CHD || - || - || DY	PROC082	PROC082	YES	OK+CHD+DY	qokchdy	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E132	B1-S008	1	- || - || CHK+SHED || E || OL || Y+DY	PROC019	PROC019	YES	Y	chey	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
E133	B1-S008	2	- || - || CHK+SHED || E || OL || Y+DY	PROC013	PROC013	YES	OL	ol	GLOBAL_CARD_FORM	gemeinsame zweireihige Figuren-/Beckenstation
