event_id	page	record	statement_id	surface	component_parse	revised_event_reading_de	fluent_article_sentence_de	bound_once
E011	f10r	H1	H1-S002	qokchy	OK+Y	Pflanzenstoff in den Ansatz geben	Gib den nächsten Posten in denselben Ansatz, nimm ihn wieder ab und fahre fort, sobald er bereit ist.	YES
E012	f10r	H1	H1-S002	qotchol	OT+CH+OL	abnehmen	Gib den nächsten Posten in denselben Ansatz, nimm ihn wieder ab und fahre fort, sobald er bereit ist.	YES
E013	f10r	H1	H1-S002	chol	OL	fortsetzen	Gib den nächsten Posten in denselben Ansatz, nimm ihn wieder ab und fahre fort, sobald er bereit ist.	YES
E014	f10r	H1	H1-S002	cthy	CTH+Y	bereit · dieser Posten	Gib den nächsten Posten in denselben Ansatz, nimm ihn wieder ab und fahre fort, sobald er bereit ist.	YES
E015	f10r	H2	H2-S001	ycheor	Y+CH+E+OR	abziehen	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E016	f10r	H2	H2-S001	cthy	CTH+Y	bereit · dieser Posten	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E017	f10r	H2	H2-S001	chor	OR	Ansatz	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E018	f10r	H2	H2-S001	cthaiin	CTH+AIIN	bereit · vorgeschriebenes Maß	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E019	f10r	H2	H2-S001	qoctholy	O+CTH+OL+Y	Arbeitsgang · bereit · fortsetzen · dieser Posten	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E020	f10r	H2	H2-S001	dy	Y	dieser Posten	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E021	f10r	H2	H2-S001	chy	Y	dieser Posten	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E022	f10r	H2	H2-S001	taiin	AIIN	vorgeschriebenes Maß	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E023	f10r	H2	H2-S001	shy	Y	dieser Posten	Zieh den bereitgelegten Posten ab; ordne ihn dem Ansatz und dem Maß zu und führe den Gang mit diesem Posten weiter, bis er bereit ist.	YES
E024	f10r	H2	H2-S002	qotchor	OT+CH+OR	abziehen	Zieh danach vom fortgeführten Ansatz nach Maß davon ab und führe denselben Ansatz weiter.	YES
E025	f10r	H2	H2-S002	chor	OR	Ansatz	Zieh danach vom fortgeführten Ansatz nach Maß davon ab und führe denselben Ansatz weiter.	YES
E026	f10r	H2	H2-S002	otol	OT+OL	danach · fortsetzen	Zieh danach vom fortgeführten Ansatz nach Maß davon ab und führe denselben Ansatz weiter.	YES
E027	f10r	H2	H2-S002	chol	OL	fortsetzen	Zieh danach vom fortgeführten Ansatz nach Maß davon ab und führe denselben Ansatz weiter.	YES
E028	f10r	H2	H2-S002	cholor	OL+OR	fortsetzen · Ansatz	Zieh danach vom fortgeführten Ansatz nach Maß davon ab und führe denselben Ansatz weiter.	YES
E029	f10r	H2	H2-S002	chol	OL	fortsetzen	Zieh danach vom fortgeführten Ansatz nach Maß davon ab und führe denselben Ansatz weiter.	YES
E030	f10r	H2	H2-S002	daiin	AIIN	vorgeschriebenes Maß	Zieh danach vom fortgeführten Ansatz nach Maß davon ab und führe denselben Ansatz weiter.	YES
E031	f10r	H2	H2-S002	dar	AR	von dort	Zieh danach vom fortgeführten Ansatz nach Maß davon ab und führe denselben Ansatz weiter.	YES
E032	f10r	H2	H2-S003	oykchor	O+Y+K+OR	zugeben	Gib es dem Ansatz zweimal zu und zieh danach den nächsten Posten ab.	YES
E033	f10r	H2	H2-S003	shor	OR	Ansatz	Gib es dem Ansatz zweimal zu und zieh danach den nächsten Posten ab.	YES
E034	f10r	H2	H2-S003	chor	OR	Ansatz	Gib es dem Ansatz zweimal zu und zieh danach den nächsten Posten ab.	YES
E035	f10r	H2	H2-S003	chy	Y	dieser Posten	Gib es dem Ansatz zweimal zu und zieh danach den nächsten Posten ab.	YES
E036	f10r	H2	H2-S003	kaiiin	K+IIN	zugeben	Gib es dem Ansatz zweimal zu und zieh danach den nächsten Posten ab.	YES
E037	f10r	H2	H2-S003	dy	Y	dieser Posten	Gib es dem Ansatz zweimal zu und zieh danach den nächsten Posten ab.	YES
E038	f10r	H2	H2-S003	chodaiin	CH+O+AIIN	abziehen	Gib es dem Ansatz zweimal zu und zieh danach den nächsten Posten ab.	YES
E039	f11r	H3	H3-S001	tshol	T+SH+OL	eintragen + halten	Trage den Blütenstoff ein und halte ihn am Ort; wringe ihn aus, lass ihn ziehen, gib ihn hinein, lass ihn nochmals ziehen und trage den Abzug zum Schluss ein.	YES
E040	f11r	H3	H3-S001	schoal	SH+O+AL	an Ort halten	Trage den Blütenstoff ein und halte ihn am Ort; wringe ihn aus, lass ihn ziehen, gib ihn hinein, lass ihn nochmals ziehen und trage den Abzug zum Schluss ein.	YES
E041	f11r	H3	H3-S001	cfhy	CFH+Y	auswringen	Trage den Blütenstoff ein und halte ihn am Ort; wringe ihn aus, lass ihn ziehen, gib ihn hinein, lass ihn nochmals ziehen und trage den Abzug zum Schluss ein.	YES
E042	f11r	H3	H3-S001	shfydaiin	SH+Y+AIIN	ziehen lassen	Trage den Blütenstoff ein und halte ihn am Ort; wringe ihn aus, lass ihn ziehen, gib ihn hinein, lass ihn nochmals ziehen und trage den Abzug zum Schluss ein.	YES
E043	f11r	H3	H3-S001	cphy	P+Y	hineingeben	Trage den Blütenstoff ein und halte ihn am Ort; wringe ihn aus, lass ihn ziehen, gib ihn hinein, lass ihn nochmals ziehen und trage den Abzug zum Schluss ein.	YES
E044	f11r	H3	H3-S001	shey	SH+EE+Y	ziehen lassen	Trage den Blütenstoff ein und halte ihn am Ort; wringe ihn aus, lass ihn ziehen, gib ihn hinein, lass ihn nochmals ziehen und trage den Abzug zum Schluss ein.	YES
E045	f11r	H3	H3-S001	tchody	T+CH+O+DY	abschließend eintragen + abziehen	Trage den Blütenstoff ein und halte ihn am Ort; wringe ihn aus, lass ihn ziehen, gib ihn hinein, lass ihn nochmals ziehen und trage den Abzug zum Schluss ein.	YES
E046	f11r	H3	H3-S002	shoyty	SH+O+Y+T+Y	halten + eintragen	Halte den nächsten Posten und trage ihn in denselben Gang ein.	YES
E047	f11r	H3	H3-S003	dchol	OL	fortsetzen	Gib davon nach Maß weiter zu.	YES
E048	f11r	H3	H3-S003	chy	Y	dieser Posten	Gib davon nach Maß weiter zu.	YES
E049	f11r	H3	H3-S003	kchy	K+Y	zugeben	Gib davon nach Maß weiter zu.	YES
E050	f11r	H3	H3-S003	dy	Y	dieser Posten	Gib davon nach Maß weiter zu.	YES
E051	f11r	H3	H3-S003	daiin	AIIN	vorgeschriebenes Maß	Gib davon nach Maß weiter zu.	YES
E052	f11r	H3	H3-S004	qotchy	OT+Y	danach · dieser Posten	Setze danach diesen Posten weiter ein und führe ihn fort, bis er bereit ist.	YES
E053	f11r	H3	H3-S004	okchol	OK+OL	weiter beschicken	Setze danach diesen Posten weiter ein und führe ihn fort, bis er bereit ist.	YES
E054	f11r	H3	H3-S004	cthy	CTH+Y	bereit · dieser Posten	Setze danach diesen Posten weiter ein und führe ihn fort, bis er bereit ist.	YES
E055	f11r	H3	H3-S004	dy	Y	dieser Posten	Setze danach diesen Posten weiter ein und führe ihn fort, bis er bereit ist.	YES
E056	f55v	H4	H4-S001	qokaiin	OK+AIIN	bis zum Sollmaß beschicken	Setze nach Maß an, gib dosiert und nochmals zu und schließe diesen Gang.	YES
E057	f55v	H4	H4-S001	chaiin	AIIN	vorgeschriebenes Maß	Setze nach Maß an, gib dosiert und nochmals zu und schließe diesen Gang.	YES
E058	f55v	H4	H4-S001	ykain	Y+K+AIN	dosiert zugeben	Setze nach Maß an, gib dosiert und nochmals zu und schließe diesen Gang.	YES
E059	f55v	H4	H4-S001	ykan	Y+K+AIN	zugeben	Setze nach Maß an, gib dosiert und nochmals zu und schließe diesen Gang.	YES
E060	f55v	H4	H4-S001	ody	O+DY	Arbeitsgang; Schritt schließen	Setze nach Maß an, gib dosiert und nochmals zu und schließe diesen Gang.	YES
E061	f55v	H4	H4-S002	daiin	AIIN	vorgeschriebenes Maß	Miss den nächsten Posten ab, setze ihn um und verwahre ihn nach Maß.	YES
E062	f55v	H4	H4-S002	chedy	CHD+Y	abmessen und umsetzen	Miss den nächsten Posten ab, setze ihn um und verwahre ihn nach Maß.	YES
E063	f55v	H4	H4-S002	talam	TALAM	verwahren	Miss den nächsten Posten ab, setze ihn um und verwahre ihn nach Maß.	YES
E064	f55v	H4	H4-S003	ykaiin	Y+K+AIIN	dosiert zugeben	Gib dosiert zu, entnimm den Fortsatz, temperiere ihn und schließe.	YES
E065	f55v	H4	H4-S003	cheoar	CH+E+O+AR	entnehmen	Gib dosiert zu, entnimm den Fortsatz, temperiere ihn und schließe.	YES
E066	f55v	H4	H4-S003	cheeky	CHK+EE+Y	temperieren	Gib dosiert zu, entnimm den Fortsatz, temperiere ihn und schließe.	YES
E067	f55v	H4	H4-S003	oldy	OL+DY	fortsetzen; Schritt schließen	Gib dosiert zu, entnimm den Fortsatz, temperiere ihn und schließe.	YES
E068	f55v	H4	H4-S004	aiin	AIIN	vorgeschriebenes Maß	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	YES
E069	f55v	H4	H4-S004	okal	OK+AL	anlegen	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	YES
E070	f55v	H4	H4-S004	oltchy	OL+T+Y	eintragen	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	YES
E071	f55v	H4	H4-S004	or	OR	Ansatz	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	YES
E072	f55v	H4	H4-S004	y	Y	dieser Posten	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	YES
E073	f55v	H4	H4-S004	orain	OR+AIN	Ansatz · Portion	Lege die gemessene Ansatzportion am Ziel an und trage sie ein.	YES
E074	f56r	H5	H5-S001	chochor	HO+CH+OR	abziehen	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E075	f56r	H5	H5-S001	cho	HO	Gabe	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E076	f56r	H5	H5-S001	chodaly	HO+AL+Y	Gabe · bezeichnete Stelle · dieser Posten	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E077	f56r	H5	H5-S001	daiin	AIIN	vorgeschriebenes Maß	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E078	f56r	H5	H5-S001	sho	HO	Gabe	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E079	f56r	H5	H5-S001	kchol	K+OL	zuführen	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E080	f56r	H5	H5-S001	otchor	OT+CH+OR	abziehen	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E081	f56r	H5	H5-S001	choky	OK+Y	Pflanzenstoff in den Ansatz geben	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E082	f56r	H5	H5-S001	dal	AL	bezeichnete Stelle	Zieh eine Gabe ab, führe sie zum Ziel, zieh nach Maß eine weitere Gabe ab und gib sie in den Ansatz.	YES
E083	f56r	H5	H5-S002	schol	OL	fortsetzen	Lege die folgende Gabe an, lass sie ablaufen und fahre fort.	YES
E084	f56r	H5	H5-S002	choy	HO+Y	Gabe · dieser Posten	Lege die folgende Gabe an, lass sie ablaufen und fahre fort.	YES
E085	f56r	H5	H5-S002	choky	OK+Y	anlegen	Lege die folgende Gabe an, lass sie ablaufen und fahre fort.	YES
E086	f56r	H5	H5-S002	cheeckhody	CH+EE+CKH+O+DY	ablaufen lassen	Lege die folgende Gabe an, lass sie ablaufen und fahre fort.	YES
E087	f56r	H5	H5-S003	sh	SH	ziehen lassen	Lass die Gabe ziehen, gib sie zu und setze sie zweimal ein.	YES
E088	f56r	H5	H5-S003	cho	HO	Gabe	Lass die Gabe ziehen, gib sie zu und setze sie zweimal ein.	YES
E089	f56r	H5	H5-S003	kchey	K+E+Y	zugeben	Lass die Gabe ziehen, gib sie zu und setze sie zweimal ein.	YES
E090	f56r	H5	H5-S003	qokokchy	OK+OK+Y	einsetzen + einsetzen	Lass die Gabe ziehen, gib sie zu und setze sie zweimal ein.	YES
E091	f56r	H5	H5-S004	okchy	OK+Y	Pflanzenstoff in den Ansatz geben	Gib den nächsten Posten in den Ansatz, setze ihn an, zieh ihn ab und führe ihn weiter.	YES
E092	f56r	H5	H5-S004	chokcheo	OK+CH+E+O	ansetzen + abziehen	Gib den nächsten Posten in den Ansatz, setze ihn an, zieh ihn ab und führe ihn weiter.	YES
E093	f56r	H5	H5-S004	kchal	K+AL	zuführen	Gib den nächsten Posten in den Ansatz, setze ihn an, zieh ihn ab und führe ihn weiter.	YES
E094	f56r	H5	H5-S005	sho	HO	Gabe	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.	YES
E095	f56r	H5	H5-S005	chokchy	OK+Y	ansetzen	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.	YES
E096	f56r	H5	H5-S005	kchoar	K+HO+AR	zugeben	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.	YES
E097	f56r	H5	H5-S005	sotodan	OT+O+AIN	danach · Arbeitsgang · Portion	Setze die Gabe an, gib sie zu und ordne danach die nächste Portion in den Gang.	YES
E098	f56r	H5	H5-S006	otchey	OT+Y	danach · dieser Posten	Gib danach diesen Posten nach Maß zu.	YES
E099	f56r	H5	H5-S006	keol	K+E+OL	zugeben	Gib danach diesen Posten nach Maß zu.	YES
E100	f56r	H5	H5-S006	daiin	AIIN	vorgeschriebenes Maß	Gib danach diesen Posten nach Maß zu.	YES
