locus	ordinal	surface	resolution_class	applied_render_de	reader_preference	review_note	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	context_after_de
f106v.37	3	aiir	IT2A_EXACT_RETAIN	Drogenfraktion III	ZL3b+IT2a	IT2a preserves aiir; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	aiir	MERGE_2	cheoaiir	IT2A_ONLY_EXACT	⟦pyoaly:?⟧ · trocken angesetzte Zubereitung · Drogenfraktion III · Rohstoffklasse I · ⟦kcheodar:?⟧ · Qualitätsgrad III · ⟦shcphoor:?⟧ · feucht in der Mitte des Grades, abgeschlossen · ⟦otedar:?⟧ · Pulveransatz · Blütenfraktion bis zur Mittelstufe trocknen und abschließen · ⟦odr:?⟧.
f113r.47	12	oram	RF1B_EXACT_RETAIN	eine Maßportion Ansatz	ZL3b+RF1b	RF1b preserves oram; the IT2a boundary or spelling rival remains recorded without changing the default.	ONE	oriim	EXACT	oram	RF1B_ONLY_EXACT	Eintrag: · feuchtes Material · ⟦keechey:?⟧ · ⟦cholkeedy:?⟧ · heiß, Grad III · trockene abgemessene Rohstoffmenge I in der Gradmitte · Holzdroge in der gebundenen Anschlussform · ⟦kches:?⟧ · Drogenfraktion I · heiß im Zubereitungsrahmen, Grad II · heiß, Grad III · eine Maßportion Ansatz.
f113v.45	5	ls	RF1B_EXACT_RETAIN	eine Charge Holzdroge	ZL3b+RF1b	RF1b preserves ls; the IT2a boundary or spelling rival remains recorded without changing the default.	MERGE_2	lsar	EXACT	ls	RF1B_ONLY_EXACT	⟦polaiin:?⟧ · Grundauszug, Fraktion I · erste Fraktion bis zur Mittelstufe einweichen · ⟦okeeeody:?⟧ · eine Charge Holzdroge · Drogenfraktion I · Drogenholz, heiß am Gradende · vollständig getrocknetes Pulverpräparat · heiß und trocken am Anfang des Grades, abgeschlossen · ⟦ota:?⟧ · ein Maß der ersten Drogenfraktion.
f114r.24	4	chpcheey	RF1B_EXACT_RETAIN	nachgetrocknetes Pulver, Form II	ZL3b+RF1b	RF1b preserves chpcheey; the IT2a boundary or spelling rival remains recorded without changing the default.	ONE	chpeeeey	EXACT	chpcheey	RF1B_ONLY_EXACT	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · nachgetrocknetes Pulver, Form II · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · eine Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt am Gradanfang · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.
f114r.24	10	chopo	IT2A_EXACT_RETAIN	Pulverzubereitung aus Trockenansatz	ZL3b+IT2a	IT2a preserves chopo; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	chopo	MERGE_2	choposair	IT2A_ONLY_EXACT	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · eine Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt am Gradanfang · Pulverzubereitung aus Trockenansatz · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.
f114r.28	10	aiir	BILATERAL_BOUNDARY_RETAIN_VALUE	Drogenfraktion III	ZL3b; RF1b joins aiir+aim	The third-fraction value remains the least disruptive local reading despite bilateral boundary instability.	DELETE	EMPTY	MERGE_2	aiiraim	NEITHER_EXACT	⟦pchedairs:?⟧ · ⟦oeail:?⟧ · erste Fraktion des abgekühlten Trockenansatzes · ⟦qokeedair:?⟧ · heiße Drogenbasis, Stufe III · ⟦opdaiin:?⟧ · ⟦otoldair:?⟧ · trocken am Anfang des Grades, abgeschlossen · ⟦tedair:?⟧ · Drogenfraktion III · ⟦aim:?⟧.
f115r.1	1	fdar	BILATERAL_VARIANT_RETAIN_CORE	erste Blütenfraktion abmessen	ZL3b fdar; IT2a/RF1b variants	Both variants retain flower plus first fraction; the ZL3b D measure stays provisional.	ONE	fshdar	ONE	ar	NEITHER_EXACT	erste Blütenfraktion abmessen · nimm getrockneten Pulverstoff · ⟦qochedain:?⟧ · kalter Ansatz in der Mitte des Grades, abgeschlossen · ⟦cheop:?⟧ · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · vollständig abgekühlt und abgeschlossen · ⟦oroiir:?⟧ · ⟦oechedy:?⟧ · kalter Ansatz am Ende des Grades, abgeschlossen · kalt und trocken in der Mitte des Grades, abgeschlossen.
f115r.1	5	cheop	BILATERAL_JOIN_OVERRIDE	bis zur Mittelstufe getrockneter Pulverstoff	IT2a+RF1b cheopol join	Both readers bind following OL, so the local render uses the resulting powder material.	MERGE_3	cheopolteeedy	MERGE_2	cheopol	NEITHER_EXACT	⟦fdar:?⟧ · nimm getrockneten Pulverstoff · ⟦qochedain:?⟧ · kalter Ansatz in der Mitte des Grades, abgeschlossen · bis zur Mittelstufe getrockneter Pulverstoff · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · vollständig abgekühlt und abgeschlossen · ⟦oroiir:?⟧ · ⟦oechedy:?⟧ · kalter Ansatz am Ende des Grades, abgeschlossen · kalt und trocken in der Mitte des Grades, abgeschlossen.
f115r.1	9	oechedy	IT2A_EXACT_RETAIN	bis zur Mittelstufe getrockneter und fertiggestellter Ansatz	ZL3b+IT2a	IT2a preserves oechedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	oechedy	ONE	otee	IT2A_ONLY_EXACT	⟦fdar:?⟧ · nimm getrockneten Pulverstoff · ⟦qochedain:?⟧ · kalter Ansatz in der Mitte des Grades, abgeschlossen · ⟦cheop:?⟧ · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · vollständig abgekühlt und abgeschlossen · ⟦oroiir:?⟧ · bis zur Mittelstufe getrockneter und fertiggestellter Ansatz · kalter Ansatz am Ende des Grades, abgeschlossen · kalt und trocken in der Mitte des Grades, abgeschlossen.
f115v.34	2	sheeey	BILATERAL_REPAIR_OVERRIDE	feuchtes Arzneikompositum in der Gradmitte	IT2a sheckeey; RF1b sheckhey	Both readers reject bare sheeey and insert the published CKH composite family locally.	ONE	sheckeey	ONE	sheckhey	NEITHER_EXACT	kalt, Grad III · feuchtes Arzneikompositum in der Gradmitte · ⟦lchckhy:?⟧ · erste Holzdrogenfraktion abmessen · ⟦shdar:?⟧ · kalt und trocken am Anfang des Grades, abgeschlossen · heiß am Anfang des Grades · feucht in der Mitte des Grades, abgeschlossen · heiße Drogenfraktion I · Arzneikompositum: trocken, Gradanfang.
f26r.2	3	adeeody	IT2A_EXACT_RETAIN	gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes	ZL3b+IT2a	IT2a preserves adeeody; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	adeeody	ONE	ykey	IT2A_ONLY_EXACT	eine Dosis bis zur Mittelstufe trocknen und abschließen · Menge III · gleicher abgemessener Teil des vollständig fertiggestellten Ansatzes · ⟦ykecthey:?⟧ · trocken in der Mitte des Grades, abgeschlossen · ⟦ytedy:?⟧ · Qualitäts-/Wertfeld geschlossen · ⟦checthedy:?⟧ · ⟦ls:?⟧.
f26r.2	4	ykecthey	BILATERAL_VARIANT_RETAIN_CORE	hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen	ZL3b; IT2a retains CTH, RF1b heat shell	Neither reader preserves the whole, but their complementary pieces retain the herb and heating analysis.	ONE	ykecthhy	ONE	che	NEITHER_EXACT	eine Dosis bis zur Mittelstufe trocknen und abschließen · Menge III · ⟦adeeody:?⟧ · hiervon Blatt- oder Krautdroge bis zur Mittelstufe erhitzen und abschließen · trocken in der Mitte des Grades, abgeschlossen · ⟦ytedy:?⟧ · Qualitäts-/Wertfeld geschlossen · ⟦checthedy:?⟧ · ⟦ls:?⟧.
f26r.2	8	checthedy	IT2A_EXACT_RETAIN	Blatt- oder Krautdroge in zwei mäßigen Trockengängen fertigstellen	ZL3b+IT2a	IT2a preserves checthedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	checthedy	ONE	y	IT2A_ONLY_EXACT	eine Dosis bis zur Mittelstufe trocknen und abschließen · Menge III · ⟦adeeody:?⟧ · ⟦ykecthey:?⟧ · trocken in der Mitte des Grades, abgeschlossen · ⟦ytedy:?⟧ · Qualitäts-/Wertfeld geschlossen · Blatt- oder Krautdroge in zwei mäßigen Trockengängen fertigstellen · ⟦ls:?⟧.
f26r.2	9	ls	BILATERAL_REPAIR_OVERRIDE	Wurzelholz	IT2a+RF1b lr	Both readers replace ls with the published lr card, which therefore controls this source position.	ONE	lr	ONE	lr	NEITHER_EXACT	eine Dosis bis zur Mittelstufe trocknen und abschließen · Menge III · ⟦adeeody:?⟧ · ⟦ykecthey:?⟧ · trocken in der Mitte des Grades, abgeschlossen · ⟦ytedy:?⟧ · Qualitäts-/Wertfeld geschlossen · ⟦checthedy:?⟧ · Wurzelholz.
f26r.4	5	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	cheke	IT2A_ONLY_EXACT	heiß in der Mitte des Grades, abgeschlossen · Charge eines mitteltrockenen Ansatzes · ⟦ytedy:?⟧ · heiß in der Mitte des Grades, abgeschlossen · hiervon bis zur Mittelstufe abkühlen und fertigstellen · ⟦chekedy:?⟧ · Grad-/Maßwert III · ein Maß Ansatz abmessen · Samen-/Saatgutposten · Rohstoffklasse I, abgeschlossen.
f26r.8	8	ytedy	BILATERAL_VARIANT_OVERRIDE	kalter Ansatz, Mittelstufe, fertig	IT2a otedy; RF1b boundary y	IT2a supplies the published cold-preparation result while RF1b preserves only the reference edge.	ONE	otedy	ONE	y	NEITHER_EXACT	Grad-/Maßwert III · feucht in der Mitte des Grades, abgeschlossen · heiß am Ende des Grades, abgeschlossen · ⟦qoteedar:?⟧ · Samen-/Saatgutposten · ⟦ok:?⟧ · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · kalter Ansatz, Mittelstufe, fertig · heiß am Ende des Grades, abgeschlossen · heiß in der Mitte des Grades, abgeschlossen.
f29v.1	5	ls	BILATERAL_REPAIR_OVERRIDE	eine Charge Rohdroge I	IT2a olals; RF1b als	Both readers favour an AL raw-drug charge family over the ZL3b wood-charge boundary.	ONE	olals	ONE	als	NEITHER_EXACT	⟦kooiin:?⟧ · Blüten-/Fruchtstand; reproduktiver Teil · getrocknete Droge; kalt-trocken, Grundform · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · eine Charge Rohdroge I · ⟦shytchy:?⟧ · CTH-Drogenmaterial · feucht am Anfang des Grades · Trockenansatz · feucht am Anfang des Grades · Grad-/Maßwert III.
f34r.4	1	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	y	IT2A_ONLY_EXACT	hiervon bis zur Mittelstufe abkühlen und fertigstellen · Grad-/Maßwert III · trocken in der Mitte des Grades · Menge III · feucht am Anfang des Grades · Arzneikompositum: trocken, Gradanfang · ⟦oltchedy:?⟧ · kalter Ansatz in der Mitte des Grades, abgeschlossen · Dosis I · trockenes CTH-Drogenmaterial; im Herbal trockenes Blatt-/Krautgut.
f40r.3	6	aiir	RF1B_EXACT_RETAIN	Drogenfraktion III	ZL3b+RF1b	RF1b preserves aiir; the IT2a boundary or spelling rival remains recorded without changing the default.	ONE	aiis	EXACT	aiir	RF1B_ONLY_EXACT	feucht am Anfang des Grades · Rohstoffklasse I, heiß am Gradanfang · trocken am Anfang des Grades, abgeschlossen · trockenes Arzneikompositum, abgeschlossen · kalte Drogenportion im Ansatz · Drogenfraktion III · leicht erhitzter Ansatz · heiß am Anfang des Grades · ⟦okolchy:?⟧ · heiße Drogenfraktion I · ein Maß heißen Ansatzes.
f43r.1	2	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	y	IT2A_ONLY_EXACT	⟦tarodaiin:?⟧ · hiervon bis zur Mittelstufe abkühlen und fertigstellen · ⟦eeody:?⟧ · ⟦ofchtar:?⟧ · Arzneikompositum bis zur Mittelstufe trocknen und abschließen · ⟦ypar:?⟧ · feucht; nominal feuchtes Gut/Material · ⟦folor:?⟧ · Menge III · Kompositum auf Mittelstufe, abgeschlossen · abgemessene Fraktion I.
f46r.5	8	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	y	IT2A_ONLY_EXACT	heißer Ansatz am Ende des Grades, abgeschlossen · ⟦shekeey:?⟧ · erhitze hiervon bis zur Mittelstufe und schließe ab · feucht in der Mitte des Grades, abgeschlossen · trocken am Anfang des Grades, abgeschlossen · ⟦shky:?⟧ · ⟦qotsheod:?⟧ · hiervon bis zur Mittelstufe abkühlen und fertigstellen · kühle hiervon bis zur Mittelstufe ab und schließe ab · trockener Drogenteil.
f46v.1	6	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	y	IT2A_ONLY_EXACT	Pulver, fertig aufbereitet · ⟦lshed:?⟧ · ⟦ypdy:?⟧ · feucht in der Mitte des Grades, abgeschlossen · vollständig getrocknetes Pulverpräparat · hiervon bis zur Mittelstufe abkühlen und fertigstellen · ⟦oepchol:?⟧ · ⟦yfchey:?⟧ · ⟦tochsy:?⟧ · ⟦okas:?⟧ · ⟦ykchdy:?⟧ · Grad-/Maßwert III.
f78v.15	9	ls	RF1B_EXACT_RETAIN	eine Charge Holzdroge	ZL3b+RF1b	RF1b preserves ls; the IT2a boundary or spelling rival remains recorded without changing the default.	ONE	lr	EXACT	ls	RF1B_ONLY_EXACT	trocken am Ende des Grades · gib die bis zur Mittelstufe getrocknete Droge hinzu und schließe die Zugabe ab · heiß in der Mitte des Grades · Drogenportion · ⟦cheef:?⟧ · Arzneikompositum: trocken, Gradmitte · kalt in der Mitte des Grades, abgeschlossen · heiß in der Mitte des Grades, abgeschlossen · eine Charge Holzdroge.
f78v.31	7	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	y	IT2A_ONLY_EXACT	Samenportion · Drogenfraktion I · Drogenportion · abgemessener Pflanzenteil · kalt im Zubereitungsrahmen, Grad III · kalt im Zubereitungsrahmen, Grad II · hiervon bis zur Mittelstufe abkühlen und fertigstellen · angefeuchtetes Drogenmaterial, fertig · ⟦sholkal:?⟧.
f81v.12	6	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	y	IT2A_ONLY_EXACT	Drogenstoff zugeben · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · trocken am Anfang des Grades, abgeschlossen · feucht in der Mitte des Grades, abgeschlossen · heiß in der Mitte des Grades, abgeschlossen · hiervon bis zur Mittelstufe abkühlen und fertigstellen · ⟦chetedy:?⟧ · ⟦lkedey:?⟧ · ⟦ytedy:?⟧.
f81v.13	3	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	y	IT2A_ONLY_EXACT	⟦ykeshey:?⟧ · ⟦dchsed:?⟧ · hiervon bis zur Mittelstufe abkühlen und fertigstellen · ⟦ytedy:?⟧ · abgemessene Fraktion I · ⟦ykeday:?⟧ · kalt am Anfang des Grades · erhitze hiervon bis zur Mittelstufe und schließe ab · Rohstoffklasse I im Ansatz, heiß am Gradanfang.
f81v.13	4	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2A preserves ytedy; the RF1b shortened boundary does not overturn its concrete family core.	EXACT	ytedy	ONE	yted	IT2A_ONLY_EXACT	⟦ykeshey:?⟧ · ⟦dchsed:?⟧ · ⟦ytedy:?⟧ · hiervon bis zur Mittelstufe abkühlen und fertigstellen · abgemessene Fraktion I · ⟦ykeday:?⟧ · kalt am Anfang des Grades · erhitze hiervon bis zur Mittelstufe und schließe ab · Rohstoffklasse I im Ansatz, heiß am Gradanfang.
f81v.20	7	ltedy	IT2A_EXACT_RETAIN	bis zur Mittelstufe abgekühlte und fertige Holzdroge	ZL3b+IT2a	IT2a preserves ltedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ltedy	ONE	y	IT2A_ONLY_EXACT	⟦qocthey:?⟧ · Rohstoffklasse I: trocken in der Gradmitte; heiß am Gradanfang · trocken in der Mitte des Grades, abgeschlossen · heiß in der Mitte des Grades, abgeschlossen · ⟦lshety:?⟧ · ⟦qoldy:?⟧ · bis zur Mittelstufe abgekühlte und fertige Holzdroge · kalt im qo-Rahmen, Grad II.
f86v5.18	10	ytedy	IT2A_EXACT_RETAIN	hiervon bis zur Mittelstufe abkühlen und fertigstellen	ZL3b+IT2a	IT2a preserves ytedy; the RF1b boundary or spelling rival does not overturn its concrete family core.	EXACT	ytedy	ONE	y	IT2A_ONLY_EXACT	⟦poldaiin:?⟧ · ⟦shea:?⟧ · ⟦teraiin:?⟧ · kalt-trockene Zubereitung · Holzdroge, heiß auf Stufe III · Ansatzcharge · Rohstoffklasse I · fertiggestellter Ansatz · kalte Drogenfraktion I · hiervon bis zur Mittelstufe abkühlen und fertigstellen · Grad-/Maßwert III.
f86v5.26	2	aiir	RF1B_EXACT_RETAIN	Drogenfraktion III	ZL3b+RF1b	RF1b preserves aiir; IT2a air leaves a visible second-versus-third fraction rival.	ONE	air	EXACT	aiir	RF1B_ONLY_EXACT	⟦pochor:?⟧ · Drogenfraktion III · ⟦shoar:?⟧ · ⟦pshody:?⟧ · vollständig eingeweichter Ansatz · ⟦qopchy:?⟧ · ⟦ocfhdy:?⟧ · abgemessene Fraktion I · ⟦olpshy:?⟧ · Dosis I · feucht in der Mitte des Grades.
f86v5.4	1	ypchesy	RF1B_EXACT_RETAIN	hiervon Samenpulver bis zur Mittelstufe trocknen	ZL3b+RF1b	RF1b preserves ypchesy; IT2a ypchery supplies the explicit Wurzelpulver rival.	ONE	ypchery	EXACT	ypchesy	RF1B_ONLY_EXACT	hiervon Samenpulver bis zur Mittelstufe trocknen · heißer Ansatz am Anfang des Grades · ⟦sheeey:?⟧ · kalt am Anfang des Grades · kalt, Grad III · ⟦sail:?⟧ · Trockenpulver in Grundform · ⟦ltedy:?⟧ · abgemessene Fraktion I · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · Maßeinheit I.
f86v5.4	6	sail	RF1B_EXACT_RETAIN	Saatgut, Charge II	ZL3b+RF1b	RF1b preserves sail; IT2a sain confirms the seed category while varying the internal stroke.	ONE	sain	EXACT	sail	RF1B_ONLY_EXACT	⟦ypchesy:?⟧ · heißer Ansatz am Anfang des Grades · ⟦sheeey:?⟧ · kalt am Anfang des Grades · kalt, Grad III · Saatgut, Charge II · Trockenpulver in Grundform · ⟦ltedy:?⟧ · abgemessene Fraktion I · erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen · Maßeinheit I.
