card_rank	family	surface	card_type	composition	working_meaning_de	applied_render_de	strongest_rival_de	confidence	action_license	page	locus	section	language	hand	ordinal	token_count	line_position	left_surface	right_surface	context_decision	it2a_operation	it2a_render	rf1b_operation	rf1b_render	reader_support	all_three_present	all_present_exact	zl3b_line	context_before_de	context_after_de	literal_after_de	review_note
5	PREPARATION_MEASURE_PORTION	oram	PRODUCTIVE_MEASURE_COMPOUND	OR_PORTION+AM_UNIT_I	eine Maßportion Ansatz	eine Maßportion Ansatz	ein Maß Wurzelansatz under O_PREP+R_ROOT+AM	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f108v	f108v.24	S	B	3	12	12	FINAL	okeedaiin	EOS	HOLD_SAME_CARD	EXACT	oram	EXACT	oram	BOTH_EXACT	1	1	daiin chekeek checkhy ol r ain odar sheey daiin tchar okeedaiin oram	Grad-/Maßwert III · ⟦chekeek:?⟧ · trockenes Arzneikompositum am Gradanfang · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Wurzel · Menge-/Klassenwert II · erste Ansatzfraktion abmessen · feucht am Ende des Grades · Grad-/Maßwert III · erste Drogenfraktion abkühlen und trocknen · ⟦okeedaiin:?⟧ · ⟦oram:?⟧.	Grad-/Maßwert III · ⟦chekeek:?⟧ · trockenes Arzneikompositum am Gradanfang · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · Wurzel · Menge-/Klassenwert II · erste Ansatzfraktion abmessen · feucht am Ende des Grades · Grad-/Maßwert III · erste Drogenfraktion abkühlen und trocknen · ⟦okeedaiin:?⟧ · eine Maßportion Ansatz.	Grad-/Maßwert III | [chekeek:?] | trockenes Arzneikompositum am Gradanfang | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Wurzel | Menge-/Klassenwert II | erste Ansatzfraktion abmessen | feucht am Ende des Grades | Grad-/Maßwert III | erste Drogenfraktion abkühlen und trocknen | [okeedaiin:?] | eine Maßportion Ansatz	Eight mostly final or singleton quantity positions favour a measured portion over a root-material parse.
5	PREPARATION_MEASURE_PORTION	oram	PRODUCTIVE_MEASURE_COMPOUND	OR_PORTION+AM_UNIT_I	eine Maßportion Ansatz	eine Maßportion Ansatz	ein Maß Wurzelansatz under O_PREP+R_ROOT+AM	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f112r	f112r.4	S	B	3	7	7	FINAL	taim	EOS	HOLD_SAME_CARD	EXACT	oram	EXACT	oram	BOTH_EXACT	1	0	qokeedy chokain otain otar chedy taim oram	heiß am Ende des Grades, abgeschlossen · erhitze den Trockenansatz auf Stufe II · kalt im Zubereitungsrahmen, Grad II · kalte Drogenfraktion I im Ansatz · trocken in der Mitte des Grades, abgeschlossen · ⟦taim:?⟧ · ⟦oram:?⟧.	heiß am Ende des Grades, abgeschlossen · erhitze den Trockenansatz auf Stufe II · kalt im Zubereitungsrahmen, Grad II · kalte Drogenfraktion I im Ansatz · trocken in der Mitte des Grades, abgeschlossen · ⟦taim:?⟧ · eine Maßportion Ansatz.	heiß am Ende des Grades, abgeschlossen | erhitze den Trockenansatz auf Stufe II | kalt im Zubereitungsrahmen, Grad II | kalte Drogenfraktion I im Ansatz | trocken in der Mitte des Grades, abgeschlossen | [taim:?] | eine Maßportion Ansatz	Eight mostly final or singleton quantity positions favour a measured portion over a root-material parse.
5	PREPARATION_MEASURE_PORTION	oram	PRODUCTIVE_MEASURE_COMPOUND	OR_PORTION+AM_UNIT_I	eine Maßportion Ansatz	eine Maßportion Ansatz	ein Maß Wurzelansatz under O_PREP+R_ROOT+AM	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f113r	f113r.47	S	B	3	12	12	FINAL	qokaiin	EOS	RF1B_EXACT_RETAIN	ONE	oriim	EXACT	oram	RF1B_ONLY_EXACT	1	0	y sheol keechey cholkeedy qokaiin chedal l kches ar okain qokaiin oram	Eintrag: · feuchtes Material · ⟦keechey:?⟧ · ⟦cholkeedy:?⟧ · heiß, Grad III · trockene abgemessene Rohstoffmenge I in der Gradmitte · Holzdroge in der gebundenen Anschlussform · ⟦kches:?⟧ · Drogenfraktion I · heiß im Zubereitungsrahmen, Grad II · heiß, Grad III · ⟦oram:?⟧.	Eintrag: · feuchtes Material · ⟦keechey:?⟧ · ⟦cholkeedy:?⟧ · heiß, Grad III · trockene abgemessene Rohstoffmenge I in der Gradmitte · Holzdroge in der gebundenen Anschlussform · ⟦kches:?⟧ · Drogenfraktion I · heiß im Zubereitungsrahmen, Grad II · heiß, Grad III · eine Maßportion Ansatz.	Eintrag: | feuchtes Material | [keechey:?] | [cholkeedy:?] | heiß, Grad III | trockene abgemessene Rohstoffmenge I in der Gradmitte | Holzdroge in der gebundenen Anschlussform | [kches:?] | Drogenfraktion I | heiß im Zubereitungsrahmen, Grad II | heiß, Grad III | eine Maßportion Ansatz	RF1b preserves oram; the IT2a boundary or spelling rival remains recorded without changing the default.
5	PREPARATION_MEASURE_PORTION	oram	PRODUCTIVE_MEASURE_COMPOUND	OR_PORTION+AM_UNIT_I	eine Maßportion Ansatz	eine Maßportion Ansatz	ein Maß Wurzelansatz under O_PREP+R_ROOT+AM	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f33v	f33v.11	H	B	2	4	4	FINAL	keey	EOS	HOLD_SAME_CARD	EXACT	oram	EXACT	oram	BOTH_EXACT	1	1	tar al keey oram	kalte Drogenfraktion I · Rohstoffklasse I · heiß am Ende des Grades · ⟦oram:?⟧.	kalte Drogenfraktion I · Rohstoffklasse I · heiß am Ende des Grades · eine Maßportion Ansatz.	kalte Drogenfraktion I | Rohstoffklasse I | heiß am Ende des Grades | eine Maßportion Ansatz	Eight mostly final or singleton quantity positions favour a measured portion over a root-material parse.
5	PREPARATION_MEASURE_PORTION	oram	PRODUCTIVE_MEASURE_COMPOUND	OR_PORTION+AM_UNIT_I	eine Maßportion Ansatz	eine Maßportion Ansatz	ein Maß Wurzelansatz under O_PREP+R_ROOT+AM	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f79v	f79v.17	B	B	2	10	10	FINAL	otain	EOS	HOLD_SAME_CARD	EXACT	oram	EXACT	oram	BOTH_EXACT	1	1	qol sheey chol ol dar qokaiin cheekey qoky otain oram	Drogenstoff zugeben · feucht am Ende des Grades · trocken; nominal trockenes Gut/Material · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · abgemessene Fraktion I · heiß, Grad III · ⟦cheekey:?⟧ · heiß am Anfang des Grades · kalt im Zubereitungsrahmen, Grad II · ⟦oram:?⟧.	Drogenstoff zugeben · feucht am Ende des Grades · trocken; nominal trockenes Gut/Material · Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · abgemessene Fraktion I · heiß, Grad III · ⟦cheekey:?⟧ · heiß am Anfang des Grades · kalt im Zubereitungsrahmen, Grad II · eine Maßportion Ansatz.	Drogenstoff zugeben | feucht am Ende des Grades | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | abgemessene Fraktion I | heiß, Grad III | [cheekey:?] | heiß am Anfang des Grades | kalt im Zubereitungsrahmen, Grad II | eine Maßportion Ansatz	Eight mostly final or singleton quantity positions favour a measured portion over a root-material parse.
5	PREPARATION_MEASURE_PORTION	oram	PRODUCTIVE_MEASURE_COMPOUND	OR_PORTION+AM_UNIT_I	eine Maßportion Ansatz	eine Maßportion Ansatz	ein Maß Wurzelansatz under O_PREP+R_ROOT+AM	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f85r1	f85r1.8	T	B	2	11	11	FINAL	shdar	EOS	HOLD_SAME_CARD	EXACT	oram	EXACT	oram	BOTH_EXACT	1	0	daiin chckhdy qotchdy opchsd qokchdy otchy qodal daiin dal shdar oram	Grad-/Maßwert III · Arzneikompositum: trocken, Gradanfang, abgeschlossen · kalt und trocken am Anfang des Grades, abgeschlossen · ⟦opchsd:?⟧ · heiß und trocken am Anfang des Grades, abgeschlossen · kalt-trockener Ansatz am Anfang des Grades · abgemessene Rohstoffmenge I im Ansatz · Grad-/Maßwert III · abgemessene Rohstoffmenge I · ⟦shdar:?⟧ · ⟦oram:?⟧.	Grad-/Maßwert III · Arzneikompositum: trocken, Gradanfang, abgeschlossen · kalt und trocken am Anfang des Grades, abgeschlossen · ⟦opchsd:?⟧ · heiß und trocken am Anfang des Grades, abgeschlossen · kalt-trockener Ansatz am Anfang des Grades · abgemessene Rohstoffmenge I im Ansatz · Grad-/Maßwert III · abgemessene Rohstoffmenge I · ⟦shdar:?⟧ · eine Maßportion Ansatz.	Grad-/Maßwert III | Arzneikompositum: trocken, Gradanfang, abgeschlossen | kalt und trocken am Anfang des Grades, abgeschlossen | [opchsd:?] | heiß und trocken am Anfang des Grades, abgeschlossen | kalt-trockener Ansatz am Anfang des Grades | abgemessene Rohstoffmenge I im Ansatz | Grad-/Maßwert III | abgemessene Rohstoffmenge I | [shdar:?] | eine Maßportion Ansatz	Eight mostly final or singleton quantity positions favour a measured portion over a root-material parse.
5	PREPARATION_MEASURE_PORTION	oram	PRODUCTIVE_MEASURE_COMPOUND	OR_PORTION+AM_UNIT_I	eine Maßportion Ansatz	eine Maßportion Ansatz	ein Maß Wurzelansatz under O_PREP+R_ROOT+AM	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f88r	f88r.13	P	A	1	1	1	SINGLETON	BOS	EOS	HOLD_SAME_CARD	EXACT	oram	EXACT	oram	BOTH_EXACT	1	1	oram	⟦oram:?⟧.	eine Maßportion Ansatz.	eine Maßportion Ansatz	Eight mostly final or singleton quantity positions favour a measured portion over a root-material parse.
6	COMPLETE_HEATED_DOSE_RESULT	kodeey	READER_RIVAL_COMPOUND	K_HOT+O_PREP+D_MEASURE+EE_END+Y_CLOSE	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig erhitzte und abgeschlossene Zubereitungsdosis	vollständig gekühlte und abgeschlossene Dosis under RF1b todeey	LOW_EXPLORATORY	0	f105r	f105r.31	S	B	3	1	13	INITIAL	BOS	lchl	IT2A_EXACT_RETAIN	EXACT	kodeey	ONE	todeey	IT2A_ONLY_EXACT	1	0	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	⟦kodeey:?⟧ · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · ⟦aiijy:?⟧ · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	vollständig erhitzte und abgeschlossene Zubereitungsdosis · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · ⟦aiijy:?⟧ · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	vollständig erhitzte und abgeschlossene Zubereitungsdosis | getrocknetes Drogenholz | [shx:?] | Drogenfraktion I | [aiijy:?] | [cpheesy:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | erhitzte Holzdroge, Mittelstufe, fertig | heiße Holzfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Drogenportion | [fchoky:?]	IT2a preserves kodeey; the RF1b boundary or spelling rival does not overturn its concrete family core.
7	SOAKED_RESIN_DRUG	shx	LEARNED_MATERIAL_ABBREVIATION	SH_MOIST+X_RESIN_DRUG	eingeweichtes Gummiharz	eingeweichtes Gummiharz	angefeuchtete stofflich noch unbestimmte Simplex-Droge	LOW_EXPLORATORY	0	f105r	f105r.31	S	B	3	3	13	MEDIAL	lchl	ar	HOLD_SAME_CARD	EXACT	shx	EXACT	shx	BOTH_EXACT	1	0	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	⟦kodeey:?⟧ · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · ⟦aiijy:?⟧ · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	⟦kodeey:?⟧ · getrocknetes Drogenholz · eingeweichtes Gummiharz · Drogenfraktion I · ⟦aiijy:?⟧ · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	[kodeey:?] | getrocknetes Drogenholz | eingeweichtes Gummiharz | Drogenfraktion I | [aiijy:?] | [cpheesy:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | erhitzte Holzdroge, Mittelstufe, fertig | heiße Holzfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Drogenportion | [fchoky:?]	All three readers preserve shx; xol, xor, xar, xoy, xoiin, shxam and chxar make X a material family rather than noise.
8	THREE_BUNDLES_FILL_CLOSE_COMMAND	aiijy	LEARNED_QUANTITY_ACTION_EXTENSION	AIII_TRIPLE+AJY_FILL_BUNDLE_CLOSE	in drei Bündel abfüllen und schließen	in drei Bündel abfüllen und schließen	drei Teile abteilen und fertigstellen under IT2a aiidy	LOW_EXPLORATORY	1	f105r	f105r.31	S	B	3	5	13	MEDIAL	ar	cpheesy	RF1B_EXACT_RETAIN	ONE	aiidy	EXACT	aiijy	RF1B_ONLY_EXACT	1	0	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	⟦kodeey:?⟧ · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · ⟦aiijy:?⟧ · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	⟦kodeey:?⟧ · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · in drei Bündel abfüllen und schließen · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	[kodeey:?] | getrocknetes Drogenholz | [shx:?] | Drogenfraktion I | in drei Bündel abfüllen und schließen | [cpheesy:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | erhitzte Holzdroge, Mittelstufe, fertig | heiße Holzfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Drogenportion | [fchoky:?]	RF1b preserves aiijy; the IT2a boundary or spelling rival remains recorded without changing the default.
9	COMPLETE_COMPOSITE_PREPARATION	cpheesy	LEARNED_COMPOUND	CPH_COMPOSITE+EESY_COMPLETE_CLOSE	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitetes und abgeschlossenes Arzneikompositum	vollständig bereitete Saatgut-Komposition if internal S is material	LOW_EXPLORATORY	0	f105r	f105r.31	S	B	3	6	13	MEDIAL	aiijy	okal	HOLD_SAME_CARD	EXACT	cpheesy	EXACT	cpheesy	BOTH_EXACT	1	0	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	⟦kodeey:?⟧ · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · ⟦aiijy:?⟧ · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	⟦kodeey:?⟧ · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · ⟦aiijy:?⟧ · vollständig bereitetes und abgeschlossenes Arzneikompositum · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	[kodeey:?] | getrocknetes Drogenholz | [shx:?] | Drogenfraktion I | [aiijy:?] | vollständig bereitetes und abgeschlossenes Arzneikompositum | Rohstoffklasse I im Ansatz, heiß am Gradanfang | erhitzte Holzdroge, Mittelstufe, fertig | heiße Holzfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Drogenportion | [fchoky:?]	Bilateral exactness and the surrounding composition register support a finished composite product.
10	HOT_DRY_FLOWER_BASE	fchoky	PRODUCTIVE_MATERIAL_COMPOUND	F_FLOWER+CHOKY_HOT_DRY_PREP_BASE	heiß-trockene Blütenzubereitung in Grundform	heiß-trockene Blütenzubereitung in Grundform	trockener Blütenansatz without secure heat under RF1b fcho y	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f105r	f105r.31	S	B	3	13	13	FINAL	or	EOS	IT2A_EXACT_RETAIN	EXACT	fchoky	ONE	y	IT2A_ONLY_EXACT	1	0	kodeey lchl shx ar aiijy cpheesy okal lkedy lkar chedy qokaiin or fchoky	⟦kodeey:?⟧ · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · ⟦aiijy:?⟧ · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · ⟦fchoky:?⟧.	⟦kodeey:?⟧ · getrocknetes Drogenholz · ⟦shx:?⟧ · Drogenfraktion I · ⟦aiijy:?⟧ · ⟦cpheesy:?⟧ · Rohstoffklasse I im Ansatz, heiß am Gradanfang · erhitzte Holzdroge, Mittelstufe, fertig · heiße Holzfraktion I · trocken in der Mitte des Grades, abgeschlossen · heiß, Grad III · Drogenportion · heiß-trockene Blütenzubereitung in Grundform.	[kodeey:?] | getrocknetes Drogenholz | [shx:?] | Drogenfraktion I | [aiijy:?] | [cpheesy:?] | Rohstoffklasse I im Ansatz, heiß am Gradanfang | erhitzte Holzdroge, Mittelstufe, fertig | heiße Holzfraktion I | trocken in der Mitte des Grades, abgeschlossen | heiß, Grad III | Drogenportion | heiß-trockene Blütenzubereitung in Grundform	IT2a preserves fchoky; the RF1b boundary or spelling rival does not overturn its concrete family core.
11	COLD_DRY_DOSE_III	tchedaiin	PRODUCTIVE_COMPOUND	T_COLD+CHEDAIIN_DRY_DOSE_III	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge	drei Dosen getrocknete Droge anschließend kühlen	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f114r	f114r.24	S	B	3	1	13	INITIAL	BOS	oldal	HOLD_SAME_CARD	EXACT	tchedaiin	EXACT	tchedaiin	BOTH_EXACT	1	0	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · eine Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt am Gradanfang · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · eine Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt am Gradanfang · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	drei Dosen bis zur Mittelstufe kalt-getrocknete Droge | abgemessener Drogenrohstoff I | Pflanzen-/Reproduktionsteil | [chpcheey:?] | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | [cphochy:?] | eine Charge Trockenansatz | [aiir:?] | trocken-kalt am Gradanfang | [chopo:?] | Samenfraktion II | Arzneikompositum in Grundform | abgemessene Fraktion II	All three readers preserve the whole inside a material and dose register.
12	REDRIED_POWDER_FORM_II	chpcheey	PRODUCTIVE_POWDER_COMPOUND	CH_DRY+PCHEEY_DRY_POWDER_FORM_II	nachgetrocknetes Pulver, Form II	nachgetrocknetes Pulver, Form II	sehr lange getrocknetes Pulver under IT2a chpeeeey	LOW_EXPLORATORY	0	f114r	f114r.24	S	B	3	4	13	MEDIAL	chor	chcphey	RF1B_EXACT_RETAIN	ONE	chpeeeey	EXACT	chpcheey	RF1B_ONLY_EXACT	1	0	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · eine Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt am Gradanfang · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · nachgetrocknetes Pulver, Form II · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · eine Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt am Gradanfang · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	[tchedaiin:?] | abgemessener Drogenrohstoff I | Pflanzen-/Reproduktionsteil | nachgetrocknetes Pulver, Form II | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | [cphochy:?] | eine Charge Trockenansatz | [aiir:?] | trocken-kalt am Gradanfang | [chopo:?] | Samenfraktion II | Arzneikompositum in Grundform | abgemessene Fraktion II	RF1b preserves chpcheey; the IT2a boundary or spelling rival remains recorded without changing the default.
13	LIGHTLY_DRIED_COMPOSITE_PREPARATION	cphochy	PRODUCTIVE_COMPOSITE_COMPOUND	CPH_COMPOSITE+O_PREP+CH_DRY+Y_BASE	leicht angetrocknetes Arzneikompositum im Ansatz	leicht angetrocknetes Arzneikompositum im Ansatz	Arzneikompositum als leichter Trockenansatz	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f114r	f114r.24	S	B	3	6	13	MEDIAL	chcphey	chos	HOLD_SAME_CARD	EXACT	cphochy	EXACT	cphochy	BOTH_EXACT	1	0	tchedaiin oldal chor chpcheey chcphey cphochy chos aiir chty chopo sair cphy dair	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · ⟦cphochy:?⟧ · eine Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt am Gradanfang · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	⟦tchedaiin:?⟧ · abgemessener Drogenrohstoff I · Pflanzen-/Reproduktionsteil · ⟦chpcheey:?⟧ · bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum · leicht angetrocknetes Arzneikompositum im Ansatz · eine Charge Trockenansatz · ⟦aiir:?⟧ · trocken-kalt am Gradanfang · ⟦chopo:?⟧ · Samenfraktion II · Arzneikompositum in Grundform · abgemessene Fraktion II.	[tchedaiin:?] | abgemessener Drogenrohstoff I | Pflanzen-/Reproduktionsteil | [chpcheey:?] | bis zur Mittelstufe getrocknetes und abgeschlossenes Arzneikompositum | leicht angetrocknetes Arzneikompositum im Ansatz | eine Charge Trockenansatz | [aiir:?] | trocken-kalt am Gradanfang | [chopo:?] | Samenfraktion II | Arzneikompositum in Grundform | abgemessene Fraktion II	Bilateral exactness places the card between other composite and dry-preparation products.
14	DRUG_FRACTION_III	aiir	PRODUCTIVE_QUANTITY_VALUE	AIIR_FRACTION_III	Drogenfraktion III	Drogenfraktion III	Sortierklasse III	STRONG_PRACTICAL_OR_COMPOSITIONAL	0	f104r	f104r.23	S	B	3	10	13	MEDIAL	otchor	chol	HOLD_SAME_CARD	EXACT	aiir	EXACT	aiir	BOTH_EXACT	1	0	ol sheockhey chol kechdy okeedal lkain chol keeody otchor aiir chol kar alol	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · feucht angesetztes Arzneikompositum in der Gradmitte · trocken; nominal trockenes Gut/Material · ⟦kechdy:?⟧ · Ansatz vollständig erhitzen und Rohdroge I abmessen · Holzdroge, heiß auf Stufe II · trocken; nominal trockenes Gut/Material · vollständig ausgekochter Ansatz · kalt-trockene Drogenportion im Ansatz · ⟦aiir:?⟧ · trocken; nominal trockenes Gut/Material · heiße Drogenfraktion I · Drogenstoff aus Rohdroge I.	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz · feucht angesetztes Arzneikompositum in der Gradmitte · trocken; nominal trockenes Gut/Material · ⟦kechdy:?⟧ · Ansatz vollständig erhitzen und Rohdroge I abmessen · Holzdroge, heiß auf Stufe II · trocken; nominal trockenes Gut/Material · vollständig ausgekochter Ansatz · kalt-trockene Drogenportion im Ansatz · Drogenfraktion III · trocken; nominal trockenes Gut/Material · heiße Drogenfraktion I · Drogenstoff aus Rohdroge I.	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | feucht angesetztes Arzneikompositum in der Gradmitte | trocken; nominal trockenes Gut/Material | [kechdy:?] | Ansatz vollständig erhitzen und Rohdroge I abmessen | Holzdroge, heiß auf Stufe II | trocken; nominal trockenes Gut/Material | vollständig ausgekochter Ansatz | kalt-trockene Drogenportion im Ansatz | Drogenfraktion III | trocken; nominal trockenes Gut/Material | heiße Drogenfraktion I | Drogenstoff aus Rohdroge I	All twenty contexts are compatible with the third fraction value and do not require a new grade reading.
