physical_page	source_selector	locus	line_number	line_kind	paragraph_start	paragraph_end	panel_ids	record_ids	eva_clean	it2a_clean	rf1b_clean
f17r	f17r	f17r.12	12	RUNNING_PROSE	0	1	NONE	NONE	ychod y chotom	ychody chotom	ychody chotom
f17r	f17r	f17r.13	13	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oteeeon oiil		oteeeon oiil
f72r	f72r1	f72r1.1	1	RUNNING_PROSE	0	0	NONE	NONE	oteeo cthey chlol cheol olcheor al oteey chedal oteedy okeodaly chol chokeol cheoky okaiir okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal dar okeeas aiin oteey okaiin	oteeo ckhey cholo cheol olchear al oteey chedal oteedy okeodaly cheol chokeol cheolky okaiis okeedy sheoltey cheor aiin ydal okochey sho okalshey shol chalaiin chekeol kol otos ar aiin otar otam chotam sal okeo dar ar adal dar okeeas aiin oteey okoiin	oteeo cthe chlol cheol olchear al oteey chedal otee y okeo aly chol chokeol cheolky okaiir okee y sheoltey cheor aiin dal okochey sho okaley ol chalaiin chekeol kol otos ar aiin otam otam chotam sal okeo dar ar adal ar okeeos aiin oteey o kaiin
f72r	f72r1	f72r1.2	2	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oshodady	oshodody	oshodady
f72r	f72r1	f72r1.3	3	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	chdaiirdainy	chdaiirsainy	chdaiirdainy
f72r	f72r1	f72r1.4	4	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oaiin ar ary	oaiin ar ary	o iinarary
f72r	f72r1	f72r1.5	5	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okalam	okalam	o alam
f72r	f72r1	f72r1.6	6	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ytalshdy	ytal shda	ytalsh y
f72r	f72r1	f72r1.7	7	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	char alif	char alf	ch r alif
f72r	f72r1	f72r1.8	8	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otaraldy	otaraldy	otaraldy
f72r	f72r1	f72r1.9	9	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otaiin otain	otaiin otain	otaiin otain
f72r	f72r1	f72r1.10	10	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otalef ys ainam	otalef as ainam	otalef ys ainam
f72r	f72r1	f72r1.11	11	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ochol sharam	ochol charam	ochol sharam
f72r	f72r1	f72r1.12	12	RUNNING_PROSE	0	0	NONE	NONE	oteodar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteo teeody otar chokaiin okaiin al alo cheedy otear ar cheky chokal otar al o qokar	oteodar ytey otey shetey chokshor okalal otaiin sheol aiin otaiin chetey cheolor oteoteeody otor chokaiin okaiin al alo cheedy oteorar cheky chokal otas al oqokar	oteo ar ytey otey shetey chokshor okalal otaiin sheolaiin otaiin chetey cheolor oteoteeo y otar chokaiin okaiin al alo chee y oteorar cheky chokal otar aloqokar
f72r	f72r1	f72r1.13	13	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ofaralar	ofaralar	ofaralar
f72r	f72r1	f72r1.14	14	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otchoshy	otchoshy	otchoshy
f72r	f72r1	f72r1.15	15	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otchdal	otchdal	otchdal
f72r	f72r1	f72r1.16	16	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okeey ary	okeey ary	okeey ary
f72r	f72r1	f72r1.17	17	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otainy	otainy	otainy
f72r	f72r1	f72r1.18	18	RUNNING_PROSE	0	0	NONE	NONE	okeeols aroly okees alaiin okeor chol o oteos aiin chal otaiin atchor chckhy	oteeols yroly okees al aiin okeor chol o oteos aiin chal otaiin otchor chckhy	okeeols aroly okees alaiin okeor chol o o teos aiin chal otaiin otchor chckhy
f72r	f72r2	f72r2.1	1	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ofchdamy	ofchdady	opchdamy
f72r	f72r2	f72r2.2	2	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oklairdy	oklairdy	oklairdy
f72r	f72r2	f72r2.3	3	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okaram	okaram	okar am
f72r	f72r2	f72r2.4	4	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okairy	okairy	okairy
f72r	f72r2	f72r2.5	5	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okealar	okeolar	okealar
f72r	f72r2	f72r2.6	6	RUNNING_PROSE	0	0	NONE	NONE	oteos aiin okeo daiin okeey cheo keodal chol okeol oly oteeykeey tey okalaiin okalchal chey al o keey daiin otar al chotaiin otchey qoeeeo s ckhal chekaiin otaiin chy d r aiin al y o chekaiin okedal qokeodal saiin otois otees	oteos aiin okeo daiin okeey cheokeodal cheol okeol olcthhy oteeykeey tey okalaiin okalchal chey al okeey daiin otar al chtaiin otseey qooeel ckhal chekaiin otaiin chy d r aiin al y sho chekaiin otedo qokeodal saiin otais otees	oteos aiin okeo daiin okchy cheo keodal chol okeol oly oteeykeey tey okalaiin okalchal chey al o keey daiin otar al chotaiin oteeey qoeeeo s ckhal chekaiin otaiin chy r aiin al y o chekaiin okedal qokeo al saiin otair otees
f72r	f72r2	f72r2.7	7	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otaraldy	otaraldy	otaraldy
f72r	f72r2	f72r2.8	8	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okalar	okalar	okalar
f72r	f72r2	f72r2.9	9	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okal	okal	okal
f72r	f72r2	f72r2.10	10	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okaly	okaly	okaly
f72r	f72r2	f72r2.11	11	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okal	okal	okal
f72r	f72r2	f72r2.12	12	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okeey ary	okeey ary	okeey ary
f72r	f72r2	f72r2.13	13	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oteeary	oteeary	oteeary
f72r	f72r2	f72r2.14	14	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otair dy	otair dy	otairdy
f72r	f72r2	f72r2.15	15	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okaircham	okaircham	okaircham
f72r	f72r2	f72r2.16	16	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okeal	okeal	okealy
f72r	f72r2	f72r2.17	17	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otar	otarar	otar
f72r	f72r2	f72r2.18	18	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okaly	okaly	okaly
f72r	f72r2	f72r2.19	19	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	orary	orary	orary
f72r	f72r2	f72r2.20	20	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okyd	okyd	okyd
f72r	f72r2	f72r2.21	21	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otolam	otolam	otolam
f72r	f72r2	f72r2.22	22	RUNNING_PROSE	0	0	NONE	NONE	oteey tey teodal chokaly ol cheol ol aiin oteo daiin shokal otey otaiin otaly dal okaly dalchdy eteeey okal shey qoteeody sheycthy chotal chas otoees aiin	oteey tey teodal chokaly ol cheol yaiin oteodaiin shokal otey otaiin otal y dal okaly dalchdy cseteeey okal shey qoteeody sheycthy chotal chees otoees aiin	oteey tey teo al chokaly ol cheol ol aiin oteo aiin shokal otey otaiin otaly dal okaly dalch y eteeey okal ey qoteeody sheocthy chotal chas otoees aiin
f72r	f72r2	f72r2.23	23	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otal	otal	otal
f72r	f72r2	f72r2.24	24	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ralal	salal	salal
f72r	f72r2	f72r2.25	25	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okam	okam	okam
f72r	f72r2	f72r2.26	26	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otalshy	otalshy	otalshy
f72r	f72r2	f72r2.27	27	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okaldy	okaldy	okaldy
f72r	f72r2	f72r2.28	28	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	chosar	chosar	ch sar
f72r	f72r2	f72r2.29	29	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	otam	otam	otam
f72r	f72r2	f72r2.30	30	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ainaly	ainaly	ainaly
f72r	f72r2	f72r2.31	31	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okarcham	okar cham	okarcham
f72r	f72r2	f72r2.32	32	RUNNING_PROSE	0	0	NONE	NONE	otoar air aloy okaiin otees chs chchs ar aly taly dar otchey okaiin olaiin y	otoar air aloy okaiin otees chs chchs ar yly kaly dar otchey okaiin ola in dy	otoar air alo okaiin otees chs chchs ar aly kaly ar oteeey okaiin olaiin y
f72r	f72r3	f72r3.1	1	RUNNING_PROSE	0	0	NONE	NONE	okeey chekoy oteo ykeey chedaiin okeeol cheeor chocthar ar oteody oteedy okeolaiin oteey okarar teo sheol al alaiiin okeos alaiin okor o keodar okee s ar aiin chekackhy chokees oteedy chekar okar choly ches os oiin okeeey cheey ches okeody chealdy shocthy choteey sheoly eol sheey chorain	okeey cheky oteo ykeey chedaiin okeeol cheeor chocthar ar oteody oteedy okeolaiin oteey okarar dy sheol al alaiiin okeos olaiin okos okeoar otes sar aiin chekaithhy chokees oteedy chekar okar ch ches os oiin okeeey cheey ches oteody cheal dy shocthy choteey ereoly oheol sheey chorain	okeey chekoy oteo keey chedaiin okeeol cheeor chocthar ar oteody otee y okeolaiin oteey okarar a teo sheol al alaiiin okeos olaiin okor o keodar okee sar aiin chekackhy chokees oteedy che ar okar chaly ches os oiin okeeey cheey ches oteody cheal y shocthy chotay sheoly cheol sheey chorain
f72r	f72r3	f72r3.2	2	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	olkalaiin	olkalaiin	olkalaiin
f72r	f72r3	f72r3.3	3	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	olalsy	olalsy	olalsy
f72r	f72r3	f72r3.4	4	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oraiinam	or aiin am	oraiinam
f72r	f72r3	f72r3.5	5	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	osarsheeeo	os as sheeen	osarsheeeo
f72r	f72r3	f72r3.6	6	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oto aiin	otosaiin	oto aiin
f72r	f72r3	f72r3.7	7	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	opoiiinoin al ches	opoiisooin al aes	opoiiinoin alches
f72r	f72r3	f72r3.8	8	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ypaiin alaly	ypaiin aloly	ypaiin alaly
f72r	f72r3	f72r3.9	9	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oteey daiin	oteey daiin	oteeydaiin
f72r	f72r3	f72r3.10	10	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oeeodaiin	oeeeodaiin	oeeodaiin
f72r	f72r3	f72r3.11	11	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ofsholdy	ofsholdy	ofsholdy
f72r	f72r3	f72r3.12	12	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	opoeey okaiin	opoeey okaiin	opoeey okaiin
f72r	f72r3	f72r3.13	13	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ykolairol	ykolairol	ykalairol
f72r	f72r3	f72r3.14	14	RUNNING_PROSE	0	0	NONE	NONE	otochedy otey o koey sheedy oteodar ykeolol y air oteos cheo l aiin ykeeoly otaiin shear oiiin oral o tealy cheokeor oteody oes otees chteos doteey sosor oteol shol cheeg okeody eol shey sheysy shoteey cheor yoeteey okeeol chy okeeo ykoly	otochedy otal okoey sheedy oteodar ykeolal ya r oteos cheolaiin ykeeoly otaiin shear oiin or o oa sheokeor oteody oekes otees oeteos dotsey seor oteol shol cheem okeody sheol shey sheysy sho teey cheor yoeteey okeeoy chy okeeo ykoly	otochedy otey o eey shee y oteodar ykeolal yair oteos cheolaiin ykee ly otaiin shear oiiin oral y kealy cheokeor oteody oes otees chteos doteey sosor oteol shol cheeg okeo y eol shey sheysy shoteey cheor yoeteey okeeol chy okeeo ykoly
f72r	f72r3	f72r3.15	15	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oralkam	or alkam	ralkam
f72r	f72r3	f72r3.16	16	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ytairal	ytairal	ytairal
f72r	f72r3	f72r3.17	17	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oeeesaiin	oeees aiin	oeeesaiin
f72r	f72r3	f72r3.18	18	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ory	ory	ory
f72r	f72r3	f72r3.19	19	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ochey fydy	ochey fydy	ochey fydy
f72r	f72r3	f72r3.20	20	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	of o eeesaly	ofais o seesaly	of o eeesaly
f72r	f72r3	f72r3.21	21	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ykaraiin airal	ykairaiin oiral	ykaraiin airal
f72r	f72r3	f72r3.22	22	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	okalar	okalar	okalar
f72r	f72r3	f72r3.23	23	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	orara	orara	osary
f72r	f72r3	f72r3.24	24	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	olaiin olay	oeaiin olaikhy	olaiin olay
f72r	f72r3	f72r3.25	25	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	olfsheoral	olfsheoral	olfsheoral
f72r	f72r3	f72r3.26	26	RUNNING_PROSE	0	0	NONE	NONE	oteey arary eeer che shees opcholalaiin oteeor am sheal okaipchy oteees ar am olaiin otedar olol choty oteol sheshdy chedy chedy dy shes eedy sheol shy ckhol	oteey arary eeer chem shses opcholalaiin oteeor am sheal otaipchy oteees ar am olaiin otedas olol choty oteol sheshdy chedy chedy dy shes eedy sheol chy ckhol	oteey arary eeeschekshees opcholalaiin oteeor am sheal otaipchy oteeesar am olaiin otedar olol choty oteol shesh y che y che y dy shes eedy sheol shyckhol
f72r	f72r3	f72r3.27	27	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	opalal	opalal	opalal
f72r	f72r3	f72r3.28	28	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	yfary	yfary	yfary
f72r	f72r3	f72r3.29	29	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oraiiral	osaiisal	osaiiral
f72r	f72r3	f72r3.30	30	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	ytoar shar	ytoar shor	ytoar shar
f72r	f72r3	f72r3.31	31	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	octho	octho	octho
f72r	f72r3	f72r3.32	32	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	aral	oral	ral
f72r	f72r3	f72r3.33	33	LOCAL_LABEL_OR_MARKER	0	0	NONE	NONE	oletal	oletal	oletal
f72r	f72r3	f72r3.34	34	RUNNING_PROSE	0	0	NONE	NONE	okeos aiin olaiin oraiin octheolarl okeeody oteos aiin koly	okeos aiin olaiin oraiin octheol arl okeeody oteos aiin koly	okeos aiin olaiin oraiin octheol arl okeeody oteos aiin koly
f77r	f77r	f77r.1	1	LOCAL_LABEL_OR_MARKER	0	0	F77_TOP_ARCH	NONE	darchdar	darchdar	darchdar
f77r	f77r	f77r.2	2	LOCAL_LABEL_OR_MARKER	0	0	F77_TOP_ARCH	NONE	olkchs	olkchs	olkchs
f77r	f77r	f77r.3	3	LOCAL_LABEL_OR_MARKER	0	0	F77_TOP_ARCH	NONE	otedy	otedy	otedy
f77r	f77r	f77r.4	4	LOCAL_LABEL_OR_MARKER	0	0	F77_TOP_ARCH	NONE	otork	otork	otork
f77r	f77r	f77r.5	5	LOCAL_LABEL_OR_MARKER	0	0	F77_TOP_ARCH	NONE	otol	otol	otol
f77r	f77r	f77r.6	6	LOCAL_LABEL_OR_MARKER	0	0	F77_TOP_ARCH	NONE	dchdy	dchdy	dch y
f77r	f77r	f77r.7	7	LOCAL_LABEL_OR_MARKER	0	0	F77_TOP_ARCH	NONE	soral	soral	soral
f77r	f77r	f77r.8	8	LOCAL_LABEL_OR_MARKER	0	0	F77_TOP_ARCH	NONE	dotedy	dotedy	dotedy
f77r	f77r	f77r.9	9	RUNNING_PROSE	1	0	F77_TOP_ARCH	F77_P1	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	pol darair ol qokol chey qopchedy qopchedy dylches olkedy loly	poldarairol qokol chey qopchedy qopchedy dylches olkedy loly
f77r	f77r	f77r.10	10	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal	tol chd ar shey qotaiin qotedy qokol chdy qokain chetey sal	tolch ar shey qotaiin qotedy qokol chdy qokain chetey sal
f77r	f77r	f77r.11	11	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	qoteedy qokaiin shedy chol shedy shcthey qokeedy oteedy cham	qoteedy qokaiin shedy chol she y shcthey qokeedy oteedy cham
f77r	f77r	f77r.12	12	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	solteedy qoteedy qodeedy chedaiin chedy shedaiin shealol ched	solteedy qoteedy qodeedy shedaiin chedy shedaiin sheol ol ched	soltee y qotee y qodeedy che aiin che y shedaiin sheolol che
f77r	f77r	f77r.13	13	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	qokeedy qol sheedy shol tedy chedy lsheedy qokedy qolal chedy	qokeedy qolsheedy shol tedy chedy lsheedy qokedy qolal chedy	qokeedy qol eedy shol tedy che y lshee y qoke y qol al chedy
f77r	f77r	f77r.14	14	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	sokcheey sain sheeol qoteedy qokaiin shedy qokeedy qotedy	sokcheey sain sheeol qoteedy qokaiin edy qokeedy qote y
f77r	f77r	f77r.15	15	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	qokeedy shedy qotol shedy qokaiin sheety qokeed y lchedy lol	qokeedy shedy qotol shedy qokaiin sheety qokeedy lchedy lol	qokeedy she y qotol edy qokaiin sheety qokeedy lchedy lol
f77r	f77r	f77r.16	16	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	sshedy qotaiin chedy qokaiin shedy qolcheedy qokeedy lol	sshedy qotaiin che y qokaiin edy qolcheedy qokeedy lol
f77r	f77r	f77r.17	17	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol	qoteedy qoteedy qokedy sheed qeey saiin sheety qokeedy lol	qoteedy qoteedy qoke y sheed qeey saiin eety qoteedy lol
f77r	f77r	f77r.18	18	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	daiin cheedy lshey qo l or chees sheckhedy qol cheedy qotaiin	daiin cheedy lshey qol or chees sheckhedy qol cheedy qotaiin	daiin cheedy lshey qol r chees sheckhedy qol cheedy qotaiin
f77r	f77r	f77r.19	19	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey	qokeedy lchey lsheey qokeedy qokeedy qokar qokeey laiin chey
f77r	f77r	f77r.20	20	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy	qotain sheal qokeedy qoteey qokain sheey qotedy dalchedy
f77r	f77r	f77r.21	21	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny	chedaiin shedy qokeedy qokedy qokeey chedy shear olaiiny
f77r	f77r	f77r.22	22	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	qoteedy al lchedy r oin chy chedaiin cheey okedy qoky	qoteedy al lchedy r oin chy che aiin cheey okedy qoky
f77r	f77r	f77r.23	23	RUNNING_PROSE	0	0	F77_TOP_ARCH	F77_P1	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokal	sheoky qokaiin chedy lchedy olshedy qokeedy chedy qokol	eoky qokaiin che y lche y olshe y qokeedy chedy qokal
f77r	f77r	f77r.24	24	RUNNING_PROSE	0	1	F77_TOP_ARCH	F77_P1	daiin dol shor cphey lfcheal shear qolchy	daiin dol shor cphey lfcheol shear qolchy	daiin dol shor cphey lfcheol shear qolchy
f77r	f77r	f77r.25	25	RUNNING_PROSE	1	0	F77_MIDDLE_BODY	F77_P2	otedy qokar shedy qokal shedar dal chedy daror	otedy qokor shedy qokal shedar dal chedy daror	otedy qokor shedy qokal shedar dal chedy daror
f77r	f77r	f77r.26	26	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	qoteedy qokeedy qokaiin chcthy lchedy qokaly	qoteedy qokeedy qokaiin chcthy lchedy qokaly	qoteedy qokee y qokaiin chcthy lche y qokaly
f77r	f77r	f77r.27	27	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	solchedy qokain okaiin shedy qokeedy qotedy	solchedy qokain okaiin shedy qokeedy qotedy	solche y qokain okaiin shedy qokeedy qotedy
f77r	f77r	f77r.28	28	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	olchey qotey qokain olcheedy sar lom	olchey qotey qokain olcheedy sar lom	olchey qotey qokain olcheedy sar lom
f77r	f77r	f77r.29	29	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	saiin cheeol qokeedy qokeedy qotal	saiin cheeol qokeedy qokeedy qotal	saiin cheeol qokeedy qokeedy qotal
f77r	f77r	f77r.30	30	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	qokaiin chckhey sa iin qolkain cheeky lol	qokaiin chckhey saiin qolkain cheeky lol	qokaiin chckhey s aiin qolkain cheeky lol
f77r	f77r	f77r.31	31	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	qokain chckhy qokeey qotedy qotedy qotary	qokain chckhy qokeey qotedy qotedy qotary	qokain chckhy qokeey qote y qotedy qotary
f77r	f77r	f77r.32	32	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	qor ain cheol ol chealor cheey qeteiiin dary	qor ain cheol ol chealor cheey qetaiin dary	qor ain cheol ol chealor cheey qeteiiin dary
f77r	f77r	f77r.33	33	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	daiin chedy qol keedy qoteeedy sar oiiiin cheety dy	daiin chedy qol keedy qoteeedy sar oiiiin cheety dy	daiin chedy qol kee y qoteeedy sar iiiin cheety dy
f77r	f77r	f77r.34	34	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	qokaiin shedy chedy qolchedy qokaiin qokaiin checkhy raiin	qokaiin shedy chedy qol chedy qokaiin qokaiin checkhy raiin	qokaiin shedy chedy qolche y qokaiin qokaiin checkhy aiin
f77r	f77r	f77r.35	35	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	solkeey okaiin chedy qokain sheedy qokaiin chedaiin chealy	solkeey okaiin chedy qokain sheedy qotaiin che aiin chealy
f77r	f77r	f77r.36	36	RUNNING_PROSE	0	0	F77_MIDDLE_BODY	F77_P2	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey
f77r	f77r	f77r.37	37	RUNNING_PROSE	0	1	F77_MIDDLE_BODY	F77_P2	teeolain chey qoteedy qokain cheedy cheey lchedy	teeolain chey qoteedy qokain cheedy cheey lchedy	teeolain chey qotee y qokain cheedy cheey lche y
f77r	f77r	f77r.38	38	RUNNING_PROSE	1	0	F77_LOWER_VESSEL	F77_P3	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	pol shedy qoeedy qokaiin chcphey qol ltaiin shedy qol	pol shedy qoee y qokaiin chcphey qol ltaiin she y qol
