page	locus	section	source_line	surface	ordinal	within_line_occurrence_rank	line_number	physical_page	physical_page_basis	released_physical_page	released_gdt791_status	raw_kind	raw_role	zl3b_occurrences_in_line	it2a_occurrences_in_line	rf1b_occurrences_in_line	it2a_rank_ordinal	rf1b_rank_ordinal	it2a_rank_supported	rf1b_rank_supported	reader_support_count	reader_support_definition	semantic_credit	component_export_credit
f16r	f16r.11	H	sokchy qokol choty okchy cthy chy kchy	qokol	2	1	11	f16r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	2	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f17r	f17r.4	H	tcho shol qokol qor olaiin opydg som ypchy ypaim	qokol	3	1	4	f17r	GDT791_EXPLICIT_MAPPING	f17r	RUNNING_PROSE	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f17v	f17v.2	H	ycheey keeor cthodal okol odaiin okal	okol	4	1	2	f17v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f17v	f17v.10	H	oytor okeor okar okol daiir ar	okol	4	1	10	f17v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f18v	f18v.7	H	ychol dor chod qokol daiin qokol dar dy	qokol	4	1	7	f18v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	2	2	2	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f18v	f18v.7	H	ychol dor chod qokol daiin qokol dar dy	qokol	6	2	7	f18v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	2	2	2	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f22r	f22r.3	H	qokol dykaiin o kchy daiin cthol ctholo dar shain	qokol	1	1	3	f22r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f22r	f22r.10	H	kchol chor daiin cthoiin dchor chey qokol dy opchol oldam	qokol	7	1	10	f22r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f22v	f22v.8	H	qotchy cthy qokol daiin dam	qokol	3	1	8	f22v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f23r	f23r.6	H	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	okol	7	1	6	f23r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f23r	f23r.9	H	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	okol	1	1	9	f23r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f23r	f23r.9	H	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	qokol	4	1	9	f23r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	0	4	ABSENT	1	0	2	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f23v	f23v.6	H	tshol shor shkshy okol daiin otshor olsar	okol	4	1	6	f23v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f23v	f23v.7	H	otor oiin sho shol qokol daiin sol daiin ylg	qokol	5	1	7	f23v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f24r	f24r.3	H	ycthar cthal okol qotar ckhy	okol	3	1	3	f24r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f24v	f24v.4	H	ydal sh okol okaiin odaiin dlos	okol	3	1	4	f24v	GDT791_EXPLICIT_MAPPING	f24v	RUNNING_PROSE	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f28r	f28r.6	H	qokchol qodaiin otcholchy daiin cho qokol o kam	qokol	6	1	6	f28r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f30v	f30v.6	H	qokeeor chokol chokeody dair y	chokol	2	1	6	f30v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	2	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f36r	f36r.7	H	qotol cthol okol dy okchy ytorory sold	okol	3	1	7	f36r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f40r	f40r.4	H	or aiin chekody dar qokol okaiin okar oky okoldy ol	qokol	5	1	4	f40r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f40r	f40r.4	H	or aiin chekody dar qokol okaiin okar oky okoldy ol	okoldy	9	1	4	f40r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	0	9	ABSENT	1	0	2	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f40r	f40r.5	H	lokar qokar okar okol ol chedy qokchd ar ar or dag	okol	4	1	5	f40r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f40v	f40v.7	H	shody qokol chedy s ar	qokol	2	1	7	f40v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	2	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f40v	f40v.11	H	schedy qokol chedy dalor ay	qokol	2	1	11	f40v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	2	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f41v	f41v.4	H	qokeody okey qokeody oleeol lkedy lkeeody qokeedy okeey qokol sheols	qokol	9	1	4	f41v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	9	12	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f42r	f42r.20	H	shol chol shoky okol sho chol shol chal	okol	4	1	20	f42r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f42v	f42v.5	H	chokeeo r chey chetan s ary okol chetaiin	okol	7	1	5	f42v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f43r	f43r.12	H	dor shol qokol shedy qotedy qokeedy qokody okeedy otedy shedy oty yty dy saiin	qokol	3	1	12	f43r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f45r	f45r.2	H	shor cthy qoky qokol qokaiin chol chol ykaiin dar om	qokol	4	1	2	f45r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f45v	f45v.2	H	okol chor daiin cthy okchol chom okolor dy okchol s	okol	1	1	2	f45v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f46r	f46r.3	H	daiin shor ykal chey daiin she dalshedy qokol s aiin shee ykar daiin	qokol	8	1	3	f46r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	8	10	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f50v	f50v.1	H	tchy do ldar shotchdy qokchdy opchedy qokol shor ofar fardam	qokol	7	1	1	f50v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	9	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f51r	f51r.4	H	daiin es okol cheody ckhy cheeey	okol	3	1	4	f51r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f51r	f51r.11	H	tchodaiin eody qokol oteodaiin kol otag	qokol	3	1	11	f51r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f51r	f51r.15	H	qokol cheor ckhal s or aldy otal	qokol	1	1	15	f51r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f51v	f51v.2	H	dshody ckhody qokol dykaiin chy qokey daiin cthy	qokol	3	1	2	f51v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f51v	f51v.5	H	todaiin ytady qokol shodol qockhy ykol otaiin dar y	qokol	3	1	5	f51v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f53v	f53v.4	H	qokol daiiin qockhor okchor daiio dain d	qokol	1	1	4	f53v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f55r	f55r.6	H	tcho daiin sho ke y kedy okol chdy	okol	7	1	6	f55r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f58v	f58v.38	S	ykeeody qokar qoky keey qokol okal okor cheky sydy	qokol	5	1	38	f58v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	0	5	ABSENT	1	0	2	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f66r	f66r.80	T	daiin shey qoteoly raiin sheedy shcthy lkeol qokol dkar	qokol	8	1	80	f66r	GDT791_EXPLICIT_MAPPING	f66r	RUNNING_PROSE	P	PROSE	1	1	1	8	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f66v	f66v.8	H	dchekeedy cheody qokchdy qokol keedy cheky chety kody	qokol	4	1	8	f66v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f67r2	f67r2.35	A	chol giin okol	okol	3	1	35	f67r2	GDT791_EXPLICIT_MAPPING	f67r2	RUNNING_PROSE	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f67r2	f67r2.73	A	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	okol	9	1	73	f67r2	GDT791_EXPLICIT_MAPPING	f67r2	RUNNING_PROSE	P	PROSE	1	0	0	ABSENT	ABSENT	0	0	1	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f68r1	f68r1.28	A	okoldy	okoldy	1	1	28	f68r1	GDT791_EXPLICIT_MAPPING	f68r1	LOCAL_LABEL_OR_MARKER	L	LOCAL_LABEL	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f71v	f71v.12	Z	chal oteeos al sheky okalar ar okeo dar oty oto kaiin chey tal otchr chtos cheor shepchol otor sheo shopcho ar aly okeo cheey otal al shldy otaly okol sheeor	okol	29	1	12	f71v	GDT791_EXPLICIT_MAPPING	f71v	RUNNING_PROSE	C	OTHER	1	1	1	29	31	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f75r	f75r.44	B	dchedy sain okedy qokedy otedy okoldy otar otam olaiin ch dar dy	okoldy	6	1	44	f75r	GDT791_EXPLICIT_MAPPING	f75r	RUNNING_PROSE	P	PROSE	1	1	1	6	9	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f75v	f75v.59	B	qokeedy qokol olkol	qokol	2	1	59	f75v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	2	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f76v	f76v.12	B	solsheol sheey lteedy qokeedy qotal chedy checthy otedeey qokol chedy deey	qokol	9	1	12	f76v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	10	10	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f76v	f76v.23	B	dchedy qokeedy qotchy qokol shedy shedy chedy olched shetey saiin	qokol	4	1	23	f76v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f77r	f77r.9	B	poldarais ol qokol chey qopchedy qopchedy dylches olkedy loly	qokol	3	1	9	f77r	GDT791_EXPLICIT_MAPPING	f77r	RUNNING_PROSE	P	PROSE	1	1	1	4	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f77r	f77r.10	B	tolchd ar shey qotaiin qotedy qokol chdy qokain chetey sal	qokol	6	1	10	f77r	GDT791_EXPLICIT_MAPPING	f77r	RUNNING_PROSE	P	PROSE	1	1	1	7	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f77r	f77r.36	B	dshedy pchedy qotain chedy dolchl qokeedy qokol olchey	qokol	7	1	36	f77r	GDT791_EXPLICIT_MAPPING	f77r	RUNNING_PROSE	P	PROSE	1	1	1	7	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f77v	f77v.42	B	tcheey qokeey qokal lchedy cheolkaiin okol	okol	6	1	42	f77v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f78r	f78r.3	B	tshedor shedy qopchedy qokedy dy qokol oky	qokol	6	1	3	f78r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	8	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f78r	f78r.12	B	dor shekedy qokol kechdy otedy ol tedy chckhedy	qokol	3	1	12	f78r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	5	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f78r	f78r.16	B	qokol oted okain ched ar alory	qokol	1	1	16	f78r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f78v	f78v.14	B	qolkeshdy qol shedy olkedy okol chedy qokain dal	okol	5	1	14	f78v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f78v	f78v.22	B	okol shey ol shedy okal okchey okeol ol chedy qol	okol	1	1	22	f78v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	0	0	ABSENT	ABSENT	0	0	1	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f79r	f79r.8	B	qokol cheedy qokal shed ykchedy chcthy yoky qokal cholo	qokol	1	1	8	f79r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	1	1	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f79r	f79r.10	B	qokshedy qokain cheor okol sheeol qotey choty otechys	okol	4	1	10	f79r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f79r	f79r.15	B	qokl shey qokal chedy okol dyty r aiin ol sheol lchey	okol	5	1	15	f79r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	5	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f79r	f79r.39	B	polkeey qokol otshdy olky orkor sheedy olkal	qokol	2	1	39	f79r	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	2	2	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f79v	f79v.14	B	qokeey qokedy okeey qokol sheedy qokeedy rolchey qokeedy	qokol	4	1	14	f79v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	0	4	ABSENT	1	0	2	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f79v	f79v.23	B	tolkey okar ol okaiin otylor qokol okeedy dalary	qokol	6	1	23	f79v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f80v	f80v.7	B	polshol tchey qokol shedy qotshey saly kchey stolpchy	qokol	3	1	7	f80v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	3	3	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f80v	f80v.12	B	ycheol kain shey qokain chedy qokol olkain shy l	qokol	6	1	12	f80v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	6	6	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f80v	f80v.42	B	pol ol aiin olkal shar shedy qokol chdy ldol dar al	qokol	7	1	42	f80v	NORMALIZED_SIDE_HEURISTIC	NOT_IN_GDT791	NOT_IN_GDT791	P	PROSE	1	1	1	7	7	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
f81r	f81r.2	B	dchey lshl alched qokol chol otar chedy oky	qokol	4	1	2	f81r	GDT791_EXPLICIT_MAPPING	f81r	RUNNING_PROSE	P	PROSE	1	1	1	4	4	1	1	3	NTH_EXACT_WHOLE_IN_SAME_LINE__NOT_ALIGNMENT_PROOF	0	0
