position	locus	group	raw_projection	clause	production	tag	hypothetical_meaning	origin	confirmed
15	f83r.34	1	shky	C04	UniversalPauseRestriction	ALL	universal quantifier over the following role expression	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
16	f83r.34	2	lchedy	C04	UniversalPauseRestriction	FOLLOWER	a following singer role; repetition alone introduces no fresh person	INHERITED_UNCONFIRMED_RAW373	False
17	f83r.34	3	dolshed	C04	UniversalPauseRestriction	PAUSE_ONLY	use rests only at the specified positions of the assigned part	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
18	f83r.34	4	qokchy	C04	UniversalPauseRestriction	WRITTEN_PAUSES	the written rest-position set in the assigned main part	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
19	f83r.35	1	saiin	C05	PairedLocation	UPPER_PES	the performer assigned P1; distinct from a note or motif	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
20	f83r.35	2	cheky	C05	PairedLocation	PAUSE	a rest event located in the named part	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
21	f83r.35	3	okeeol	C05	PairedLocation	END	the end location of that part	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
22	f83r.35	4	okain	C05	PairedLocation	LOWER_PES	the performer assigned P2	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
23	f83r.35	5	chdy	C05	PairedLocation	MIDDLE	an internal location, not an arithmetic midpoint	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
24	f83r.36	1	sor	C06	Startup	INITIALLY	the initial start of this performance	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
25	f83r.36	2	aiin	C06	Startup	TOGETHER	common onset for the subject set in the current clause; does not merge their clocks or part positions	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
26	f83r.36	3	shy	C06	Startup	ONE	one rota singer, resolved to the leading role rather than a new unnamed singer	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
27	f83r.36	4	shey	C06	Startup	SING	sing the assigned part	INHERITED_UNCONFIRMED_RAW373	False
28	f83r.36	5	lshedy	C06	Startup	WITH_PES	include both already introduced accompaniment performers in the onset set	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
29	f83r.36	6	qoky	C06	Startup	OTHERS_SILENT	all not-yet-entered rota singers are silent	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
30	f83r.37	1	sol	C07	FirstCueOwner	WHEN	when the stated cue is reached	INHERITED_UNCONFIRMED_RAW373	False
31	f83r.37	2	lkedy	C07	FirstCueOwner	CROSS_CUE	the first note after the defined cross X, bound here to MN010	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
32	f83r.37	3	lchedy	C07	FirstCueOwner	FOLLOWER	a following singer role; repetition alone introduces no fresh person	INHERITED_UNCONFIRMED_RAW373	False
33	f83r.37	4	qokol	C07	FirstCueOwner	AFTER_CUE_OF	the following role takes the named preceding performer as cue owner	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
34	f83r.37	5	shedy	C07	FirstCueOwner	LEADER	the leading singer role	INHERITED_UNCONFIRMED_RAW373	False
35	f83r.38	1	or	C08	RecursiveCueOwner	AND_NEXT	extend the preceding entry rule to later members of the ordered rota group	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
36	f83r.38	2	chey	C08	RecursiveCueOwner	NEXT_FOLLOWER	the remaining followers in their entry order	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
37	f83r.38	3	qockhey	C08	RecursiveCueOwner	IMMEDIATE_PREDECESSOR	the immediately preceding rota singer for each current follower	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
38	f83r.38	4	dairydy	C08	RecursiveCueOwner	SAME_RULE	reuse the immediately preceding cue-ownership rule, with the explicit new participant arguments	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
39	f83r.39	1	qokain	C09	AssignedPartContinuation	OTHER_MEMBER	the second member of the most recently introduced ordered accompaniment pair: lower pes	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
40	f83r.39	2	shey	C09	AssignedPartContinuation	SING	sing the assigned part	INHERITED_UNCONFIRMED_RAW373	False
41	f83r.39	3	kain	C09	AssignedPartContinuation	NO_END_PAUSE	no rest added at the end of the assigned part	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
42	f83r.39	4	chckhal	C09	AssignedPartContinuation	IMMEDIATE_RESTART	restart that same part immediately at its cycle boundary	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
43	f83r.40	1	solchedy	C10	RestDuration	EACH_ROTA_SINGER	every member of the rota group, including its leader	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
44	f83r.40	2	olchedy	C10	RestDuration	WRITTEN_PAUSE	the written pauses of the selected rota singer	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
45	f83r.40	3	chedaiin	C10	RestDuration	ONE_LONG_NOTE	one written longa as a rest duration; modern numerical realization remains branch-dependent	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
46	f83r.41	1	solkey	C11	GroupCount	GROUP_INCLUDING	the already introduced rota group including the specified following role	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
47	f83r.41	2	lchedy	C11	GroupCount	FOLLOWER	a following singer role; repetition alone introduces no fresh person	INHERITED_UNCONFIRMED_RAW373	False
48	f83r.41	3	qolkain	C11	GroupCount	THREE_OR_AT_LEAST_TWO	the source lower-count qualification: three, or at least two; retained as one explicitly large whole-word guess	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
49	f83r.41	4	dal	C11	GroupCount	EXCLUDING_PES	exclude the accompaniment pair from the preceding rota-singer count	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
50	f83r.42	1	sol	C12	ConditionalEntry	WHEN	when the stated cue is reached	INHERITED_UNCONFIRMED_RAW373	False
51	f83r.42	2	ol	C12	ConditionalEntry	THAT	the unique named cue X from the entry-rule context	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
52	f83r.42	3	chcthdy	C12	ConditionalEntry	REACH	attain the named event in the cue owner's local part	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
53	f83r.42	4	l	C12	ConditionalEntry	PREDECESSOR	the cue-owning predecessor selected by the preceding entry rules	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
54	f83r.42	5	chedy	C12	ConditionalEntry	ENTER	enter the performance	INHERITED_UNCONFIRMED_RAW373	False
55	f83r.42	6	lchdy	C12	ConditionalEntry	NEXT	the next not-yet-entered rota singer, if one exists	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
56	f83r.43	1	daiin	C13	EntryProhibition	NOT	prohibit the following entry relation	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
57	f83r.43	2	sheol	C13	EntryProhibition	BEFORE	strict temporal precedence	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
58	f83r.43	3	chedy	C13	EntryProhibition	ENTER	enter the performance	INHERITED_UNCONFIRMED_RAW373	False
59	f83r.43	4	qotal	C13	EntryProhibition	CUE_ATTAINMENT	the assigned predecessor's first attainment of X	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
60	f83r.43	5	sar	C13	EntryProhibition	ANY_ROTA_SINGER	universal range over the rota group, not the pes performers	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
61	f83r.44	1	skar	C14	ScopedException	EXCEPT	remove the named role from the immediately preceding prohibition	NEW_EXPLICIT_WHOLE_WORD_GUESS	False
62	f83r.44	2	shedy	C14	ScopedException	LEADER	the leading singer role	INHERITED_UNCONFIRMED_RAW373	False
