statement_id	record_unit_id	page	loci	field_ids	event_ids	event_count	surface_sequence	owner_slot	owner_mode	link_select_slot	source_item_slot	quantity_slot	operation_slot	medium_flow_slot	target_slot	state_grade_slot	close_slot	event_slot_sequence	cell_count	work_cell_packets	inheritance_and_omission_note	line_continuity	concrete_german_reading
H4-S002	H4	f55v	f55v.5	F011	E061|E062|E063	3	daiin · chedy · talam	abgebildete Pflanze auf f55v	PAGE_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	chedy=den laufenden Posten umsetzen oder durcharbeiten | talam=klaren Auszug verwahren	daiin=vorgeschriebenes Maß	chedy=den laufenden Posten umsetzen oder durcharbeiten	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E061{QUANTITY} > E062{OWNER_ITEM+OPERATION} > E063{PREPARATION}	1	Z1[E061:daiin{QUANTITY} > E062:chedy{OWNER_ITEM+OPERATION} > E063:talam{PREPARATION}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „abgebildete Pflanze auf f55v“: Vorgeschriebenes Maß; den laufenden Posten umsetzen oder durcharbeiten; klaren Auszug verwahren.
H4-S003	H4	f55v	f55v.11	F012	E064|E065|E066|E067	4	ykaiin · cheoar · cheeky · oldy	abgebildete Pflanze auf f55v	PAGE_OWNER_INHERITED	oldy=weiterführen; Ende	cheoar=Auszug daraus entnehmen | ykaiin=Maß des laufenden Postens | cheoar=Auszug daraus entnehmen	ykaiin=Maß des laufenden Postens	cheoar=Auszug daraus entnehmen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	cheeky=länger warm halten	oldy=weiterführen; Ende	E064{OWNER_ITEM+QUANTITY} > E065{SOURCE+PREPARATION+OPERATION} > E066{STATE_GRADE} > E067{CLOSE}	1	Z1[E064:ykaiin{OWNER_ITEM+QUANTITY} > E065:cheoar{SOURCE+PREPARATION+OPERATION} > E066:cheeky{STATE_GRADE} > E067:oldy{CLOSE}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „abgebildete Pflanze auf f55v“: Maß des laufenden Postens; Auszug daraus entnehmen; länger warm halten; weiterführen; Ende.
H4-S004	H4	f55v	f55v.11	F013	E068|E069|E070|E071|E072|E073	6	aiin · okal · oltchy · or · y · orain	abgebildete Pflanze auf f55v	PAGE_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	y=der laufende Posten; dies oder es | or=Zubereitung | orain=eine Portion der Zubereitung	aiin=vorgeschriebenes Maß | orain=eine Portion der Zubereitung	okal=an der Zielstelle einsetzen | oltchy=gelind erwärmen	AUSGELASSEN: kein eigener Lauf	okal=an der Zielstelle einsetzen	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E068{QUANTITY} > E069{OPERATION+TARGET} > E070{OPERATION} > E071{PREPARATION} > E072{OWNER_ITEM} > E073{QUANTITY+PREPARATION}	1	Z1[E068:aiin{QUANTITY} > E069:okal{OPERATION+TARGET} > E070:oltchy{OPERATION} > E071:or{PREPARATION} > E072:y{OWNER_ITEM} > E073:orain{QUANTITY+PREPARATION}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „abgebildete Pflanze auf f55v“: Vorgeschriebenes Maß; an der Zielstelle einsetzen; gelind erwärmen; Zubereitung; der laufende Posten; dies oder es; eine Portion der Zubereitung.
H5-S001	H5	f56r	f56r.5|f56r.7	F014|F015	E074|E075|E076|E077|E078|E079|E080|E081|E082	9	chochor · cho · chodaly · daiin · sho · kchol · otchor · choky · dal	abgebildete Pflanze auf f56r	PAGE_OWNER_INHERITED	otchor=die nächste Zubereitung	chochor=Pflanzenzubereitung | cho=Pflanze | chodaly=Blütebeginn | sho=Pflanze | choky=den laufenden Posten anwenden oder in Arbeit nehmen | chochor=Pflanzenzubereitung | otchor=die nächste Zubereitung	daiin=vorgeschriebenes Maß	kchol=auflegen | choky=den laufenden Posten anwenden oder in Arbeit nehmen	AUSGELASSEN: kein eigener Lauf	dal=Zielstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E074{OWNER_ITEM+PREPARATION} > E075{OWNER_ITEM} > E076{OWNER_ITEM} > E077{QUANTITY} > E078{OWNER_ITEM} > E079{OPERATION} > E080{PREPARATION} > E081{OWNER_ITEM+OPERATION} > E082{TARGET}	2	Z1[E074:chochor{OWNER_ITEM+PREPARATION} > E075:cho{OWNER_ITEM} > E076:chodaly{OWNER_ITEM} > E077:daiin{QUANTITY}] || Z2[E078:sho{OWNER_ITEM} > E079:kchol{OPERATION} > E080:otchor{PREPARATION} > E081:choky{OWNER_ITEM+OPERATION} > E082:dal{TARGET}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	CROSSES_PHYSICAL_LINE	Beim Besitzer „abgebildete Pflanze auf f56r“: Pflanzenzubereitung; Pflanze; Blütebeginn; vorgeschriebenes Maß; Pflanze; auflegen; die nächste Zubereitung; den laufenden Posten anwenden oder in Arbeit nehmen; Zielstelle.
H5-S002	H5	f56r	f56r.8	F016	E083|E084|E085|E086	4	schol · choy · choky · cheeckhody	abgebildete Pflanze auf f56r	PAGE_OWNER_INHERITED	schol=vom vorigen Posten nehmen	schol=vom vorigen Posten nehmen | schol=vom vorigen Posten nehmen | choky=den laufenden Posten anwenden oder in Arbeit nehmen	GEERBT: kein neues Maß	schol=vom vorigen Posten nehmen | choky=den laufenden Posten anwenden oder in Arbeit nehmen | cheeckhody=äußerlich anwenden; Ende	choy=mit Wasser waschen	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	cheeckhody=äußerlich anwenden; Ende	E083{OWNER_ITEM+SOURCE+OPERATION} > E084{FLOW_TRANSFER} > E085{OWNER_ITEM+OPERATION} > E086{OPERATION+CLOSE}	1	Z1[E083:schol{OWNER_ITEM+SOURCE+OPERATION} > E084:choy{FLOW_TRANSFER} > E085:choky{OWNER_ITEM+OPERATION} > E086:cheeckhody{OPERATION+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „abgebildete Pflanze auf f56r“: Vom vorigen Posten nehmen; mit Wasser waschen; den laufenden Posten anwenden oder in Arbeit nehmen; äußerlich anwenden; Ende.
H5-S003	H5	f56r	f56r.12	F017	E087|E088|E089|E090	4	sh · cho · kchey · qokokchy	abgebildete Pflanze auf f56r	PAGE_OWNER_INHERITED	qokokchy=den laufenden Posten erneut in Arbeit nehmen	sh=Pflanzenteil | cho=Pflanze | qokokchy=den laufenden Posten erneut in Arbeit nehmen	GEERBT: kein neues Maß	kchey=grob zerreiben | qokokchy=den laufenden Posten erneut in Arbeit nehmen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E087{OWNER_ITEM} > E088{OWNER_ITEM} > E089{OPERATION} > E090{OWNER_ITEM+OPERATION}	1	Z1[E087:sh{OWNER_ITEM} > E088:cho{OWNER_ITEM} > E089:kchey{OPERATION} > E090:qokokchy{OWNER_ITEM+OPERATION}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „abgebildete Pflanze auf f56r“: Pflanzenteil; Pflanze; grob zerreiben; den laufenden Posten erneut in Arbeit nehmen.
H5-S004	H5	f56r	f56r.13	F018	E091|E092|E093	3	okchy · chokcheo · kchal	abgebildete Pflanze auf f56r	PAGE_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	okchy=den laufenden Posten anwenden oder in Arbeit nehmen | chokcheo=Auszugsflüssigkeit zugeben	GEERBT: kein neues Maß	okchy=den laufenden Posten anwenden oder in Arbeit nehmen | chokcheo=Auszugsflüssigkeit zugeben | kchal=durch Tuch	chokcheo=Auszugsflüssigkeit zugeben	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E091{OWNER_ITEM+OPERATION} > E092{PREPARATION+OPERATION+FLOW_TRANSFER} > E093{OPERATION}	1	Z1[E091:okchy{OWNER_ITEM+OPERATION} > E092:chokcheo{PREPARATION+OPERATION+FLOW_TRANSFER} > E093:kchal{OPERATION}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „abgebildete Pflanze auf f56r“: Den laufenden Posten anwenden oder in Arbeit nehmen; Auszugsflüssigkeit zugeben; durch Tuch.
H5-S005	H5	f56r	f56r.18	F019	E094|E095|E096|E097	4	sho · chokchy · kchoar · sotodan	abgebildete Pflanze auf f56r	PAGE_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	sho=Pflanze | chokchy=den laufenden Posten anwenden oder in Arbeit nehmen	GEERBT: kein neues Maß	chokchy=den laufenden Posten anwenden oder in Arbeit nehmen | kchoar=Brusttrank | sotodan=gebrauchen	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E094{OWNER_ITEM} > E095{OWNER_ITEM+OPERATION} > E096{OPERATION} > E097{OPERATION}	1	Z1[E094:sho{OWNER_ITEM} > E095:chokchy{OWNER_ITEM+OPERATION} > E096:kchoar{OPERATION} > E097:sotodan{OPERATION}]	QUANTITY=GEERBT: kein neues Maß; MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „abgebildete Pflanze auf f56r“: Pflanze; den laufenden Posten anwenden oder in Arbeit nehmen; Brusttrank; gebrauchen.
H5-S006	H5	f56r	f56r.19	F020	E098|E099|E100	3	otchey · keol · daiin	abgebildete Pflanze auf f56r	PAGE_OWNER_INHERITED	otchey=den nächsten Posten wählen	otchey=den nächsten Posten wählen	daiin=vorgeschriebenes Maß	keol=je Gabe	AUSGELASSEN: kein eigener Lauf	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	OFFEN: nächste Arbeitszelle darf fortführen	E098{OWNER_ITEM} > E099{OPERATION} > E100{QUANTITY}	1	Z1[E098:otchey{OWNER_ITEM} > E099:keol{OPERATION} > E100:daiin{QUANTITY}]	MEDIUM_FLOW=AUSGELASSEN: kein eigener Lauf; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand; CLOSE=OFFEN: nächste Arbeitszelle darf fortführen	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „abgebildete Pflanze auf f56r“: Den nächsten Posten wählen; je Gabe; vorgeschriebenes Maß.
B1-S001	B1	f81v	f81v.2	F021	E101	1	qokedy	gemeinsames Becken- und Figurenfeld auf f81v	LOCAL_STATION_OWNER_INHERITED	NEUE ZELLE: kein ausdrücklicher Rückverweis	GEERBT: laufender Posten des Bildbesitzers	GEERBT: kein neues Maß	qokedy=kurz spülen oder benetzen und den Schritt abschließen	qokedy=kurz spülen oder benetzen und den Schritt abschließen	GEERBT: lokale Arbeitsstelle	AUSGELASSEN: örtlicher Zustand	qokedy=kurz spülen oder benetzen und den Schritt abschließen	E101{OPERATION+FLOW_TRANSFER+CLOSE}	1	Z1[E101:qokedy{OPERATION+FLOW_TRANSFER+CLOSE}]	QUANTITY=GEERBT: kein neues Maß; TARGET=GEERBT: lokale Arbeitsstelle; STATE_GRADE=AUSGELASSEN: örtlicher Zustand	ONE_LOCUS: kein erzwungener Satzschluss aus der Zeile	Beim Besitzer „gemeinsames Becken- und Figurenfeld auf f81v“: Kurz spülen oder benetzen und den Schritt abschließen.
