family	joint_tuple_id	surface_forms	occurrences	event_ids	records	pages	loci	field_ids	status	selected_segmentation	selected_default_de	prior_default_de	context_summary
OL_OT_AR_SUPPORT	4d4559019a961b834aa1	char|dar|sar	5	E003|E031|E105|E199|E238	H1|H2|B1|B2|B3	f10r|f81v|f82r|f83r	f10r.2|f10r.8|f81v.2|f82r.19|f83r.3	F001|F004|F022|F057|F074	SUPPORT	AR_SOURCE	aus demselben Vorrat	aus demselben Vorrat	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	4de12cf322dfb76ded1e	otchedy|qotchedy	2	E281|E301	B3	f83r	f83r.15|f83r.22	F094|F104	SUPPORT	OT+CHED+TERMINAL_Y / RENDERER_Q+OT+CHED+TERMINAL_Y	danach oder erneut umsetzen; Schluss	danach oder erneut umsetzen; Schluss	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	5d5e0b288cf36864ed9d	oteey	2	E185|E218	B2	f82r	f82r.4|f82r.26	F052|F063	SUPPORT	OT+E_GRADE_2+Y_REFERENT	den laufenden Posten danach anhaltend einwirken lassen	den laufenden Posten danach anhaltend einwirken lassen	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	601b77449028deed39de	otchdy	1	E362	B5	f83r	f83r.47	F129	SUPPORT	OT+CHD+TERMINAL_Y	danach umsetzen; Schluss	danach umsetzen; Schluss	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	807591efc3d3f7ddbfab	cheoar	1	E065	H4	f55v	f55v.11	F012	SUPPORT	CHEO_EXTRACT_LIQUID+AR_SOURCE	Auszug daraus entnehmen	Auszug daraus entnehmen	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	883a6708116c342cb10b	skar	1	E360	B4	f83r	f83r.44	F128	SUPPORT	SK_LEARNED+AR_SOURCE	erwärmtes Medium ausgießen	erwärmtes Medium ausgießen	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	90bcf0a9ec0ef56399e6	otal|qotal	3	E230|E237|E320	B3|B4	f83r	f83r.3|f83r.25	F072|F074|F111	SUPPORT	OT+AL_TARGET	danach zur Zielstelle	danach zur Zielstelle	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	94df4847b7b16c98394a	olkain|qolkain	2	E108|E358	B1|B4	f81v|f83r	f81v.2|f83r.41	F022|F127	SUPPORT	Q_RENDERER+OL+KAIN[AIN_PORTION]	mit einer weiteren Portion fortfahren	mit einer weiteren Portion fortfahren	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	b6b654722e55729cc947	otar	1	E149	B1	f81v	f81v.21	F036	SUPPORT	OT+AR_SOURCE	danach auslassen	danach auslassen	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	c45ebac60774620561e2	otedy	2	E249|E307	B3	f83r	f83r.8|f83r.22	F080|F106	SUPPORT	OT+E+DY	danach kurz oder gewöhnlich einwirken lassen und abschließen	danach kurz oder gewöhnlich einwirken lassen und abschließen	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	d665560c8ff80799a82c	dchol|schol	2	E047|E083	H3|H5	f11r|f56r	f11r.4|f56r.8	F008|F016	SUPPORT	CH_RENDERER+OL	vom vorigen Posten nehmen	vom vorigen Posten nehmen	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	daf32e6db9e04413ce7f	okeeol	1	E340	B4	f83r	f83r.35	F120	SUPPORT	OK+EE+OL	anhaltende Anwendung mit dem Vorigen fortführen	anhaltende Anwendung mit dem Vorigen fortführen	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	faf321940aed922846a9	otchey	2	E098|E321	H5|B4	f56r|f83r	f56r.19|f83r.26	F020|F112	SUPPORT	OT+CHEY[wrapped Y_REFERENT]	den nächsten Posten wählen	den nächsten Posten wählen	Existing selected OL/OT/AR connection; retained as support.
OL_OT_AR_SUPPORT	ff178343c18e287ce3b7	qoteedy	2	E226|E292	B2|B3	f82r|f83r	f82r.27|f83r.20	F068|F100	SUPPORT	OT+EE+DY	danach anhaltend einwirken lassen und abschließen	danach anhaltend einwirken lassen und abschließen	Existing selected OL/OT/AR connection; retained as support.
OYKCHOR	27d97af8c96eb056c2e6	oykchor	1	E032	H2	f10r	f10r.9	F005	WHOLE_CARD_RETAINED	oykchor=glasiertes Gefäß	glasiertes Gefäß	glasiertes Gefäß	own exact tuple and vessel whole-card
YCHEOR	7249edc4df3419c26999	ycheor	1	E015	H2	f10r	f10r.6	F003	WHOLE_CARD_RETAINED	ycheor=Pflanzenspitzen	Pflanzenspitzen	Pflanzenspitzen	own exact tuple and plant whole-card
LDALOR	97ddca78c9ebcc956d04	ldalor	1	E381	B6	f83r	f83r.54	F135	WHOLE_CARD_RETAINED	LD_OR_LEARNED+AL_TARGET	bezeichnete Zielstelle	bezeichnete Zielstelle	string overlap only
CHEALROR	d788d8d72d41b25a3c71	chealror	1	E290	B3	f83r	f83r.16	F098	WHOLE_CARD_RETAINED	chealror=bis klar	bis klar	bis klar	string overlap only
CTHOOR	dedc383b600397a301ee	cthoor	1	E002	H1	f10r	f10r.2	F001	WHOLE_CARD_RETAINED	cthoor=säubern	säubern	säubern	string overlap only
OL_OT_AR_SUPPORT	dcda95c81a5460feb191	cheol|chol|ol|qol|sol|tol	19	E013|E027|E029|E106|E110|E114|E121|E124|E133|E135|E148|E154|E295|E324|E343|E366|E370|E376|E378	H1|H2|B1|B3|B4|B5|B6	f10r|f81v|f83r	f10r.5|f10r.8|f81v.2|f81v.7|f81v.17|f81v.18|f81v.21|f81v.24|f83r.20|f83r.26|f83r.37|f83r.48|f83r.49|f83r.52|f83r.54	F002|F004|F022|F023|F024|F026|F030|F036|F038|F102|F112|F121|F132|F133|F134|F135	SUPPORT	ol=weiter	mit Vorigem weiter	mit Vorigem weiter	Existing selected OL/OT connection; retained as support.
OL_OT_AR_SUPPORT	1b1ffdd869fb1429ad03	oldy	2	E067|E337	H4|B4	f55v|f83r	f55v.11|f83r.28	F012|F119	SUPPORT	ol=weiter + dy=Ende	weiterführen; Ende	weiterführen; Ende	Existing selected OL/OT connection; retained as support.
OL_OT_AR_SUPPORT	322281bd391aa621f568	okchol	1	E053	H3	f11r	f11r.7	F009	SUPPORT	OK+CHOL[OL]	mit dem vorigen Arbeitsgut weiterarbeiten	mit dem vorigen Arbeitsgut weiterarbeiten	Existing selected OL/OT connection; retained as support.
OL_OT_AR_SUPPORT	54d0e228ca346110af05	otaiin|sotaiin	3	E190|E306|E312	B2|B3	f82r|f83r	f82r.7|f83r.22|f83r.24	F054|F106|F108	SUPPORT	ot=danach + aiin=Maß	voriges Maß wiederholen	voriges Maß wiederholen	Existing selected OL/OT connection; retained as support.
