event_id	page	statement_id	surface	component_recipe	old_reading_de	new_reading_de
E204	f82r	B2-S012	qcthey	CTH+E+Y	BEREITEN · KURZ · DIES	BEREITEN · KURZ · POSTEN
E205	f82r	B2-S012	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	ANSETZEN · LANG · POSTEN
E206	f82r	B2-S012	lcheey	L+EE+Y	LEITEN · LANG · DIES	LEITEN · LANG · POSTEN
E208	f82r	B2-S012	chey	Y	DIES	POSTEN
E212	f82r	B2-S015	tshey	SH+E+Y	HALTEN · KURZ · DIES	HALTEN · KURZ · POSTEN
E218	f82r	B2-S016	oteey	OT+EE+Y	DANACH · LANG · DIES	DANACH · LANG · POSTEN
E220	f82r	B2-S016	okey	OK+E+Y	ANSETZEN · KURZ · DIES	ANSETZEN · KURZ · POSTEN
E232	f83r	B3-S003	chey	Y	DIES	POSTEN
E234	f83r	B3-S003	chey	Y	DIES	POSTEN
E240	f83r	B3-S006	chedchy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E244	f83r	B3-S007	chedy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E247	f83r	B3-S009	qoky	OK+Y	ANSETZEN · DIES	ANSETZEN · POSTEN
E250	f83r	B3-S011	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREITEN · UMSETZEN · DIES	HALTEN · KURZ · BEREITEN · UMSETZEN · POSTEN
E251	f83r	B3-S011	qoky	OK+Y	ANSETZEN · DIES	ANSETZEN · POSTEN
E252	f83r	B3-S011	chedy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E253	f83r	B3-S011	chary	AR+Y	QUELLE · DIES	QUELLE · POSTEN
E258	f83r	B3-S013	shcthey	CTH+E+Y	BEREITEN · KURZ · DIES	BEREITEN · KURZ · POSTEN
E271	f83r	B3-S021	shcthy	CTH+Y	BEREITEN · DIES	BEREITEN · POSTEN
E273	f83r	B3-S021	sy	Y	DIES	POSTEN
E276	f83r	B3-S021	shecthy	SH+E+CTH+Y	HALTEN · KURZ · BEREITEN · DIES	HALTEN · KURZ · BEREITEN · POSTEN
E277	f83r	B3-S021	chey	Y	DIES	POSTEN
E279	f83r	B3-S021	shcthy	CTH+Y	BEREITEN · DIES	BEREITEN · POSTEN
E287	f83r	B3-S026	chedy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E289	f83r	B3-S026	checthy	CTH+Y	BEREITEN · DIES	BEREITEN · POSTEN
E293	f83r	B3-S028	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	ANSETZEN · LANG · POSTEN
E296	f83r	B3-S029	cheeety	EEE+T+Y	VOLL · BEARBEITEN · DIES	VOLL · BEARBEITEN · POSTEN
E298	f83r	B3-S030	qoky	OK+Y	ANSETZEN · DIES	ANSETZEN · POSTEN
E304	f83r	B3-S032	chedy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E310	f83r	B3-S034	checthy	CTH+Y	BEREITEN · DIES	BEREITEN · POSTEN
E311	f83r	B3-S034	chety	T+Y	BEARBEITEN · DIES	BEARBEITEN · POSTEN
E313	f83r	B3-S034	olsaly	OL+AL+Y	WEITER · ZIELSTELLE · DIES	WEITER · ZIELSTELLE · POSTEN
E316	f83r	B4-S002	qolchey	OL+Y	WEITER · DIES	WEITER · POSTEN
E317	f83r	B4-S002	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	ANSETZEN · LANG · POSTEN
E319	f83r	B4-S003	chedy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E321	f83r	B4-S003	otchey	OT+Y	DANACH · DIES	DANACH · POSTEN
E322	f83r	B4-S003	qokeey	OK+EE+Y	ANSETZEN · LANG · DIES	ANSETZEN · LANG · POSTEN
E323	f83r	B4-S003	qoky	OK+Y	ANSETZEN · DIES	ANSETZEN · POSTEN
E326	f83r	B4-S004	qokylddy	OK+Y+LD+DY	ANSETZEN · DIES · BEFESTIGEN · SCHLUSS	ANSETZEN · POSTEN · BEFESTIGEN · SCHLUSS
E328	f83r	B4-S005	chedy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E333	f83r	B4-S008	cheeky	CHK+EE+Y	WAERMEN · LANG · DIES	WAERMEN · LANG · POSTEN
E334	f83r	B4-S008	sheey	SH+EE+Y	HALTEN · LANG · DIES	HALTEN · LANG · POSTEN
E339	f83r	B4-S011	cheky	CHK+E+Y	WAERMEN · KURZ · DIES	WAERMEN · KURZ · POSTEN
E342	f83r	B4-S011	chdy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E349	f83r	B4-S014	chey	Y	DIES	POSTEN
E350	f83r	B4-S014	qockhey	O+CKH+E+Y	VORGANG · DURCHLASS · KURZ · DIES	VORGANG · DURCHLASS · KURZ · POSTEN
E351	f83r	B4-S014	dairydy	AIR+Y+DY	WASSER · DIES · SCHLUSS	WASSER · POSTEN · SCHLUSS
E353	f83r	B4-S015	shey	SH+EE+Y	HALTEN · LANG · DIES	HALTEN · LANG · POSTEN
E356	f83r	B4-S015	solkey	SOLK+E+Y	SAMMELN · KURZ · DIES	SAMMELN · KURZ · POSTEN
E372	f83r	B5-S003	chedy	CHD+Y	UMSETZEN · DIES	UMSETZEN · POSTEN
E373	f83r	B6-S001	solkeey	SOLK+EE+Y	SAMMELN · LANG · DIES	SAMMELN · LANG · POSTEN
E374	f83r	B6-S001	qekey	E+K+E+Y	KURZ · ZUGEBEN · KURZ · DIES	KURZ · ZUGEBEN · KURZ · POSTEN
E375	f83r	B6-S001	raly	R+AL+Y	KUEHLEN · ZIELSTELLE · DIES	KUEHLEN · ZIELSTELLE · POSTEN
E380	f83r	B6-S001	chey	Y	DIES	POSTEN
