joint_tuple_id	surfaces	records	distinct_selected_values	selected_value_de	collision
3ae9a121ba0045b913e8	qokar	B2	1	von dort einsetzen	NO
daa1347f456415fe8737	solshedy	B2	1	mit dem Vorigen kurz absetzen; Schluss	NO
5eff216ba51fbfb21f22	ls	B2	1	erste Öffnung	NO
b5df9126607030b95175	cheey|shey	B2|B4	1	Klarauszug	NO
0ab57b7166de99db3a55	lchy	B2	1	dies abziehen	NO
6b89d6dd70635bc60fe0	qcthey|shcthey	B2|B3	1	dies kurz bereithalten	NO
5fca8fc3dee57e1d8c1f	lcheey	B2	1	dies länger abziehen	NO
d25110e0d8488927278f	qokeeedy	B2	1	vollständig ansetzen; Schluss	NO
de7321bface5628e35d6	lchedy	B2|B3|B4	1	hinausführen; Schluss	NO
29e0eb222ef2fb99523a	lar	B2	1	von dort abführen	NO
d4a31dbcf1ed6d9e5aa9	tshey	B2	1	Spülwasser	NO
0f15effeca7ab10bb026	lchedar	B2	1	von dort hinausführen	NO
db729b598e89e11452e0	ches	B2	1	gleiche Anteile	NO
65df3cd9e59060042d47	pchedy	B2	1	hineinführen; Schluss	NO
98bdc4244c84cbef3321	rsheal	B2	1	Waschflüssigkeit an die Stelle	NO
78b3b3140714da19090d	daldy	B2	1	zweite Öffnung; Ende	NO
7f68f60279efe6b28cd7	rshedy	B2	1	Waschung; Schluss	NO
ff178343c18e287ce3b7	qoteedy	B2|B3	1	nächsten Schritt länger halten; Schluss	NO
f2af6326898fb5b490a4	lochedy	B2	1	hinausführen; Schluss	NO
90bcf0a9ec0ef56399e6	otal|qotal	B3|B4	1	Folgestelle	NO
a84fbe3ad380df345b97	chkeedy	B3	1	länger wärmen; Schluss	NO
5e8441397e7c0faf042b	chedchy	B3	1	dies überführen	NO
ba540da978ea132f6da5	pchedal	B3	1	an der Stelle hineinführen	NO
c45ebac60774620561e2	otedy	B3	1	kurzer Folgeschritt; Schluss	NO
348e81ba084c5acdb32b	shecthedchy	B3	1	aufstreichen	NO
0bdc8b6db811b4e67a63	chary	B3	1	abkühlen	NO
7a4bb8136330ee4e6e56	or|sor	B3|B4	1	Ansatz	NO
7d2404c835b10a2c06af	okair	B3	1	Laufflüssigkeit in Gang setzen	NO
03626ca94cb17800d767	sheedy	B3	1	länger absetzen; Schluss	NO
2b7fa918d1b2f5c656e3	lo	B3	1	Abgang	NO
db167f8e9b53eefb58f8	qokshedy	B3	1	kurz absetzen; Schluss	NO
e0b630cb1b5df5e7105b	checthy|shcthy	B3	1	bereit	NO
abb23e5e6936b4147f76	shedal	B3|B5	1	an der Stelle absetzen	NO
cb57b696b815fdef9cb7	shecthy	B3	1	temperiert	NO
2bc2ed2630dbdaaa6b59	dalchdy	B3	1	an der Stelle überführen; Schluss	NO
4de12cf322dfb76ded1e	otchedy|qotchedy	B3	1	Folgeüberführung; Schluss	NO
342c3f0777337648f4b3	cheedar	B3	1	Quellstation	NO
d72f71baff01cd0a0406	chldaiin	B3	1	Absetzmaß	NO
d788d8d72d41b25a3c71	chealror	B3	1	Auffangpunkt	NO
9247e38d29c79a0d2fa5	cheeety	B3	1	voll spülen	NO
b154ff779abe5f196c80	schedair	B3	1	Laufflüssigkeit weiterführen	NO
d784b2abcaf1a3703de2	chedain	B3	1	eine Portion überführen	NO
1779decef17481ec2853	qotedaiin	B3	1	kurzes Folgemaß	NO
80ebbbbf238eee9f0aef	chety	B3	1	zerkleinern	NO
7811a7daff25d476e28d	olsaly	B3	1	dies an der Stelle fortsetzen	NO
e2eb77ca9d9e1a8ba29a	qolchey	B4	1	dies weiterführen	NO
faf321940aed922846a9	otchey	B4	1	nächster Posten	NO
eb2e4bc143f623ee03ac	qokylddy	B4	1	dies befestigen; Schluss	NO
53cd0637c6820ba5e91f	dain	B4|B6	1	Tuch	NO
2c1a5fd92b9e3c762242	cheeky	B4	1	dies länger wärmen	NO
92e43836d82f98bf02d3	sheey	B4	1	dies länger halten	NO
1b1ffdd869fb1429ad03	oldy	B4	1	fortsetzen; Schluss	NO
daf32e6db9e04413ce7f	okeeol	B4	1	länger fortsetzen	NO
b958a512ca6a3559e86e	lkedy	B4	1	kurz abführen; Schluss	NO
232195d6ff2f326322f7	qokol	B4	1	Fortsetzung einsetzen	NO
ecce30bc8dcc400bf2c8	qockhey	B4	1	dies kurz durchführen	NO
8aedd154964a78e555d6	dairydy	B4	1	Laufflüssigkeit abschließen	NO
21ed2873b71e57269c08	chckhal	B4	1	Durchlassstelle	NO
42cdc187d5b9ffc60063	solkey	B4	1	kurz auffangen	NO
883a6708116c342cb10b	skar	B4	1	Ausguss	NO
601b77449028deed39de	otchdy	B5	1	danach umsetzen; Schluss	NO
8c97dfde96fbc78e3355	lol	B5	1	warm	NO
00d8ebe3c68294eeac39	chdal	B5	1	an der Stelle umsetzen	NO
fcc1deda9e24ec268eb0	daiiin	B5	1	zweite Stufe	NO
1bfd786e6b8b63734a59	solkeey	B6	1	laenger auffangen	NO
43eb9aa12959b4d5cdc9	qekey	B6	1	roh	NO
3e9c7f217843b588489d	raly	B6	1	dies abkuehlen	NO
97ddca78c9ebcc956d04	ldalor	B6	1	Ansatz zur Stelle fuehren	NO
