order	event_id	record_unit_id	page	locus	field_id	statement_id	surface	joint_tuple_id	small_value_de	owner_zone	selected_record_deck	union_drawer
12	E112	B1	f81v	f81v.2	F022	B1-S002	dl	0f18de177ed7c878bf95	Zusatz	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
13	E113	B1	f81v	f81v.7	F023	B1-S002	olor	dec401773c1f0347793d	weiterer Ansatz	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
14	E114	B1	f81v	f81v.7	F023	B1-S002	ol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
15	E115	B1	f81v	f81v.7	F023	B1-S002	sheckhal	4eab1841ed655c20a348	kurz an der Durchlassstelle	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
16	E116	B1	f81v	f81v.7	F023	B1-S002	daiin	2f1c5e56e8f0ff459065	Mass	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
17	E117	B1	f81v	f81v.7	F023	B1-S002	qokeedal	93f69c38fdedee1598e9	länger an der Stelle halten	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
18	E118	B1	f81v	f81v.7	F023	B1-S002	daiin	2f1c5e56e8f0ff459065	Mass	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
19	E119	B1	f81v	f81v.7	F023	B1-S002	chckhy	2cc8bb3c2af19607888f	durchführen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
20	E120	B1	f81v	f81v.7	F023	B1-S002	schedy	259b2b3b0bf859882e2c	überführen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
21	E121	B1	f81v	f81v.7	F024	B1-S003	qol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
22	E122	B1	f81v	f81v.17	F025	B1-S003	sshkchdy	54e32e9c1414b20640e9	Sonderumsetzung; Schluss	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
23	E123	B1	f81v	f81v.17	F026	B1-S004	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
24	E124	B1	f81v	f81v.17	F026	B1-S004	ol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
25	E125	B1	f81v	f81v.17	F026	B1-S004	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
26	E126	B1	f81v	f81v.17	F027	B1-S005	qolchedy	28ffbc88b97772a75f1e	weiterführen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
27	E127	B1	f81v	f81v.17	F028	B1-S006	qokain	1645e612504fcef59ced	eine Portion zugeben	B1_SHARED_POOL_WORKSTATION	B1	PORTABLE_LEARNED_WHOLE_CARD
28	E128	B1	f81v	f81v.17	F028	B1-S006	shckhy	2cc8bb3c2af19607888f	durchführen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
29	E129	B1	f81v	f81v.17	F028	B1-S006	dl	0f18de177ed7c878bf95	Zusatz	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
30	E130	B1	f81v	f81v.17	F028	B1-S006	ral	4da0f0f7b5fc7ac20067	abkühlen	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
31	E131	B1	f81v	f81v.18	F029	B1-S007	qokchdy	87411f84689b4f93a303	Ansatz umsetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PORTABLE_LEARNED_WHOLE_CARD
32	E132	B1	f81v	f81v.18	F030	B1-S008	chey	b921a237be883a820352	dies	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
33	E133	B1	f81v	f81v.18	F030	B1-S008	ol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
34	E134	B1	f81v	f81v.18	F030	B1-S008	cheky	d904bf7b044dd3922781	kurz wärmen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
35	E135	B1	f81v	f81v.18	F030	B1-S008	ol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
36	E136	B1	f81v	f81v.18	F030	B1-S008	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
37	E137	B1	f81v	f81v.18	F031	B1-S009	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
38	E138	B1	f81v	f81v.18	F032	B1-S010	qokedy	7db18b2f0fb7ed0fcfd3	kurz ansetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
39	E139	B1	f81v	f81v.18	F033	B1-S011	chckhy	2cc8bb3c2af19607888f	durchführen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
40	E140	B1	f81v	f81v.18	F033	B1-S011	qoky	276a7c2d74d1143446f4	verwende dies	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
41	E141	B1	f81v	f81v.21	F034	B1-S012	lsho	be0974b366c981dc1eef	Waschgang	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
42	E142	B1	f81v	f81v.21	F034	B1-S012	qokey	08bd5ca0c2ad137a056d	kurz ansetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
43	E143	B1	f81v	f81v.21	F034	B1-S012	lshedy	2e7e89e0bd12b999c280	waschen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
44	E144	B1	f81v	f81v.21	F035	B1-S013	lshedy	2e7e89e0bd12b999c280	waschen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
45	E145	B1	f81v	f81v.21	F036	B1-S014	chedy	6f7ff8287eddf4da9fdb	dies umsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
46	E146	B1	f81v	f81v.21	F036	B1-S014	qolky	c205570c49d4d93c23d3	Arbeitsstelle	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
47	E147	B1	f81v	f81v.21	F036	B1-S014	lchedal	433713294b25b0a12f66	zum Auslass führen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
48	E148	B1	f81v	f81v.21	F036	B1-S014	qol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
49	E149	B1	f81v	f81v.21	F036	B1-S014	otar	b6b654722e55729cc947	danach von dort	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
50	E150	B1	f81v	f81v.24	F037	B1-S015	ytey	a7af89ab31ce5e247395	füllen	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
51	E151	B1	f81v	f81v.24	F037	B1-S015	okchedy	07913ef9b1fb773cd325	Ansatz umsetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PORTABLE_LEARNED_WHOLE_CARD
52	E152	B1	f81v	f81v.24	F038	B1-S016	qokal	308e8ea2d5d190c498e8	an die Stelle setzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
53	E153	B1	f81v	f81v.24	F038	B1-S016	okeey	0275fbf14e07935b0a45	länger ansetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
54	E154	B1	f81v	f81v.24	F038	B1-S016	qol	dcda95c81a5460feb191	fortsetzen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
55	E155	B1	f81v	f81v.24	F038	B1-S016	cheedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
56	E156	B1	f81v	f81v.24	F039	B1-S017	sal	dd0ecaf5e27d81befffc	Stelle	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
57	E157	B1	f81v	f81v.24	F039	B1-S017	teol	a06244ef1f2b37ca44c1	erste Öffnung	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
58	E158	B1	f81v	f81v.24	F039	B1-S017	dchdy	d225b7a7b95da7aee437	umsetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
59	E159	B1	f81v	f81v.24	F040	B1-S018	ly	b38d70daefd663d74625	Empfangsgefäß	B1_SHARED_POOL_WORKSTATION	B1	RECORD_LOCAL_LEARNED_WHOLE_CARD
60	E160	B1	f81v	f81v.27	F041	B1-S018	dsheol	74c76d589d44120f647b	kurz halten	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
61	E161	B1	f81v	f81v.27	F041	B1-S018	oiiin	2c82523794dcb7d2b343	Sollstand	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
62	E162	B1	f81v	f81v.27	F041	B1-S018	olkeedy	3b70942557b3a40e8030	länger auffangen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
63	E163	B1	f81v	f81v.27	F042	B1-S019	tedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
64	E164	B1	f81v	f81v.27	F043	B1-S020	cheky	d904bf7b044dd3922781	kurz wärmen	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
65	E165	B1	f81v	f81v.27	F043	B1-S020	shckhedy	d68bc8de3bcee09db23c	seihen; Schluss	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
66	E166	B1	f81v	f81v.27	F044	B1-S021	chal	dd0ecaf5e27d81befffc	Stelle	B1_SHARED_POOL_WORKSTATION	B1	PRODUCTIVE_COMPOSITION
67	E167	B2	f82r	f82r.2	F045	B2-S001	dchedy	259b2b3b0bf859882e2c	überführen; Schluss	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
68	E168	B2	f82r	f82r.2	F046	B2-S002	qolchedy	28ffbc88b97772a75f1e	weiterführen; Schluss	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
69	E169	B2	f82r	f82r.2	F047	B2-S003	qokain	1645e612504fcef59ced	eine Portion zugeben	B2_ZONE_A_UPPER_STATIONS	B2	PORTABLE_LEARNED_WHOLE_CARD
70	E170	B2	f82r	f82r.2	F047	B2-S003	dy	b921a237be883a820352	dies	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
71	E171	B2	f82r	f82r.2	F047	B2-S003	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
72	E172	B2	f82r	f82r.2	F048	B2-S004	qokal	308e8ea2d5d190c498e8	an die Stelle setzen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
73	E173	B2	f82r	f82r.2	F048	B2-S004	lcheckhy	f329f2051370174e9a38	dies zum Durchlass führen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
74	E174	B2	f82r	f82r.2	F048	B2-S004	lched	ba8142680851f24c9ff2	hinausführen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
75	E175	B2	f82r	f82r.3	F049	B2-S004	qokeey	0275fbf14e07935b0a45	länger ansetzen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
76	E176	B2	f82r	f82r.3	F049	B2-S004	lcheckhedy	c1db6b0a28d5cbb5d3d2	hinaus seihen; Schluss	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
77	E177	B2	f82r	f82r.3	F050	B2-S005	qokaly	4a7a6326ac95a8809302	dies an die Stelle setzen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
78	E178	B2	f82r	f82r.3	F050	B2-S005	solkaiin	2d2e37ccb2dacc53ee5a	Seihtuch	B2_ZONE_A_UPPER_STATIONS	B2	RECORD_LOCAL_LEARNED_WHOLE_CARD
79	E179	B2	f82r	f82r.3	F050	B2-S005	chckhy	2cc8bb3c2af19607888f	durchführen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
80	E180	B2	f82r	f82r.3	F050	B2-S005	qokaiin	b5fcea1eaed06b2f2291	bemessen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
81	E181	B2	f82r	f82r.4	F051	B2-S005	qokaiin	b5fcea1eaed06b2f2291	bemessen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
82	E182	B2	f82r	f82r.4	F051	B2-S005	octheol	a8f891de626fc00028e9	gleiche Einstellung	B2_ZONE_A_UPPER_STATIONS	B2	RECORD_LOCAL_LEARNED_WHOLE_CARD
83	E183	B2	f82r	f82r.4	F051	B2-S005	chkeey	f0db6d30cd34f4cb2a4d	dies länger wärmen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
84	E184	B2	f82r	f82r.4	F051	B2-S005	ldy	04a3877f0fc81b7597c9	abführen; Schluss	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
85	E185	B2	f82r	f82r.4	F052	B2-S006	oteey	5d5e0b288cf36864ed9d	nächsten Posten länger halten	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
86	E186	B2	f82r	f82r.4	F052	B2-S006	qokal	308e8ea2d5d190c498e8	an die Stelle setzen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
87	E187	B2	f82r	f82r.4	F052	B2-S006	sheckhy	c1913ec4ff84148da6d3	dies kurz durchführen	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
88	E188	B2	f82r	f82r.4	F052	B2-S006	qoky	276a7c2d74d1143446f4	verwende dies	B2_ZONE_A_UPPER_STATIONS	B2	PRODUCTIVE_COMPOSITION
89	E189	B2	f82r	f82r.7	F053	B2-S007	dshedy	cbb42a4fe68068325d6b	Frischwasser; Schluss	B2_ZONE_B_SIDE_POOL	B2	RECORD_LOCAL_LEARNED_WHOLE_CARD
90	E190	B2	f82r	f82r.7	F054	B2-S008	sotaiin	54d0e228ca346110af05	nächstes Maß	B2_ZONE_B_SIDE_POOL	B2	PRODUCTIVE_COMPOSITION
91	E191	B2	f82r	f82r.7	F054	B2-S008	qokar	3ae9a121ba0045b913e8	von dort einsetzen	B2_ZONE_B_SIDE_POOL	B2	PRODUCTIVE_COMPOSITION
92	E192	B2	f82r	f82r.7	F054	B2-S008	shedy	bc4f1f5c006c74a4d26d	kurz absetzen; Schluss	B2_ZONE_B_SIDE_POOL	B2	PRODUCTIVE_COMPOSITION
93	E193	B2	f82r	f82r.7	F055	B2-S009	solshedy	daa1347f456415fe8737	mit dem Vorigen kurz absetzen; Schluss	B2_ZONE_B_SIDE_POOL	B2	PRODUCTIVE_COMPOSITION
94	E194	B2	f82r	f82r.7	F056	B2-S010	qokeey	0275fbf14e07935b0a45	länger ansetzen	B2_ZONE_B_SIDE_POOL	B2	PRODUCTIVE_COMPOSITION
95	E195	B2	f82r	f82r.7	F056	B2-S010	qoky	276a7c2d74d1143446f4	verwende dies	B2_ZONE_B_SIDE_POOL	B2	PRODUCTIVE_COMPOSITION
96	E196	B2	f82r	f82r.7	F056	B2-S010	ls	5eff216ba51fbfb21f22	erste Öffnung	B2_ZONE_B_SIDE_POOL	B2	RECORD_LOCAL_LEARNED_WHOLE_CARD
97	E197	B2	f82r	f82r.7	F056	B2-S010	cheey	b5df9126607030b95175	Klarauszug	B2_ZONE_B_SIDE_POOL	B2	PORTABLE_LEARNED_WHOLE_CARD
98	E198	B2	f82r	f82r.19	F057	B2-S011	okain	1645e612504fcef59ced	eine Portion zugeben	B2_ZONE_C_CENTRAL_VESSEL	B2	PORTABLE_LEARNED_WHOLE_CARD
99	E199	B2	f82r	f82r.19	F057	B2-S011	char	4d4559019a961b834aa1	dasselbe	B2_ZONE_C_CENTRAL_VESSEL	B2	PORTABLE_LEARNED_WHOLE_CARD
100	E200	B2	f82r	f82r.19	F057	B2-S011	okain	1645e612504fcef59ced	eine Portion zugeben	B2_ZONE_C_CENTRAL_VESSEL	B2	PORTABLE_LEARNED_WHOLE_CARD
101	E201	B2	f82r	f82r.19	F057	B2-S011	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_C_CENTRAL_VESSEL	B2	PRODUCTIVE_COMPOSITION
102	E202	B2	f82r	f82r.19	F058	B2-S012	lchy	0ab57b7166de99db3a55	dies abziehen	B2_ZONE_C_CENTRAL_VESSEL	B2	PRODUCTIVE_COMPOSITION
103	E203	B2	f82r	f82r.23	F059	B2-S012	cheey	b5df9126607030b95175	Klarauszug	B2_ZONE_D_LOWER_STATIONS	B2	PORTABLE_LEARNED_WHOLE_CARD
104	E204	B2	f82r	f82r.23	F059	B2-S012	qcthey	6b89d6dd70635bc60fe0	dies kurz bereithalten	B2_ZONE_D_LOWER_STATIONS	B2	PRODUCTIVE_COMPOSITION
105	E205	B2	f82r	f82r.23	F059	B2-S012	qokeey	0275fbf14e07935b0a45	länger ansetzen	B2_ZONE_D_LOWER_STATIONS	B2	PRODUCTIVE_COMPOSITION
106	E206	B2	f82r	f82r.23	F059	B2-S012	lcheey	5fca8fc3dee57e1d8c1f	dies länger abziehen	B2_ZONE_D_LOWER_STATIONS	B2	PRODUCTIVE_COMPOSITION
107	E207	B2	f82r	f82r.23	F059	B2-S012	daiin	2f1c5e56e8f0ff459065	Mass	B2_ZONE_D_LOWER_STATIONS	B2	PRODUCTIVE_COMPOSITION
108	E208	B2	f82r	f82r.23	F059	B2-S012	chey	b921a237be883a820352	dies	B2_ZONE_D_LOWER_STATIONS	B2	PRODUCTIVE_COMPOSITION
109	E209	B2	f82r	f82r.23	F059	B2-S012	qokeeedy	d25110e0d8488927278f	vollständig ansetzen; Schluss	B2_ZONE_D_LOWER_STATIONS	B2	PRODUCTIVE_COMPOSITION
110	E210	B2	f82r	f82r.23	F060	B2-S013	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B2_ZONE_D_LOWER_STATIONS	B2	PRODUCTIVE_COMPOSITION
111	E211	B2	f82r	f82r.23	F061	B2-S014	lar	29e0eb222ef2fb99523a	von dort abführen	B2_ZONE_D_LOWER_STATIONS	B2	PRODUCTIVE_COMPOSITION
112	E212	B2	f82r	f82r.26	F062	B2-S015	tshey	d4a31dbcf1ed6d9e5aa9	Spülwasser	B2_ZONE_E_TERMINAL_CELL_ROW	B2	RECORD_LOCAL_LEARNED_WHOLE_CARD
113	E213	B2	f82r	f82r.26	F062	B2-S015	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
114	E214	B2	f82r	f82r.26	F063	B2-S016	cheal	dd0ecaf5e27d81befffc	Stelle	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
115	E215	B2	f82r	f82r.26	F063	B2-S016	lchedar	0f15effeca7ab10bb026	von dort hinausführen	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
116	E216	B2	f82r	f82r.26	F063	B2-S016	ches	db729b598e89e11452e0	gleiche Anteile	B2_ZONE_E_TERMINAL_CELL_ROW	B2	RECORD_LOCAL_LEARNED_WHOLE_CARD
117	E217	B2	f82r	f82r.26	F063	B2-S016	aiin	2f1c5e56e8f0ff459065	Mass	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
118	E218	B2	f82r	f82r.26	F063	B2-S016	oteey	5d5e0b288cf36864ed9d	nächsten Posten länger halten	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
119	E219	B2	f82r	f82r.26	F063	B2-S016	qokaiin	b5fcea1eaed06b2f2291	bemessen	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
120	E220	B2	f82r	f82r.26	F063	B2-S016	okey	08bd5ca0c2ad137a056d	kurz ansetzen	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
121	E221	B2	f82r	f82r.27	F064	B2-S016	pchedy	65df3cd9e59060042d47	hineinführen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
122	E222	B2	f82r	f82r.27	F065	B2-S017	rsheal	98bdc4244c84cbef3321	Waschflüssigkeit an die Stelle	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
123	E223	B2	f82r	f82r.27	F065	B2-S017	daldy	78b3b3140714da19090d	zweite Öffnung; Ende	B2_ZONE_E_TERMINAL_CELL_ROW	B2	RECORD_LOCAL_LEARNED_WHOLE_CARD
124	E224	B2	f82r	f82r.27	F066	B2-S018	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
125	E225	B2	f82r	f82r.27	F067	B2-S019	rshedy	7f68f60279efe6b28cd7	Waschung; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2	RECORD_LOCAL_LEARNED_WHOLE_CARD
126	E226	B2	f82r	f82r.27	F068	B2-S020	qoteedy	ff178343c18e287ce3b7	nächsten Schritt länger halten; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
127	E227	B2	f82r	f82r.27	F069	B2-S021	qokeedy	7d25241b0e56c836372a	länger ansetzen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
128	E228	B2	f82r	f82r.27	F070	B2-S022	lochedy	f2af6326898fb5b490a4	hinausführen; Schluss	B2_ZONE_E_TERMINAL_CELL_ROW	B2	PRODUCTIVE_COMPOSITION
129	E229	B3	f83r	f83r.3	F071	B3-S001	olkeedy	3b70942557b3a40e8030	länger auffangen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
130	E230	B3	f83r	f83r.3	F072	B3-S002	qotal	90bcf0a9ec0ef56399e6	Folgestelle	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
131	E231	B3	f83r	f83r.3	F072	B3-S002	chkeedy	a84fbe3ad380df345b97	länger wärmen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
132	E232	B3	f83r	f83r.3	F073	B3-S003	chey	b921a237be883a820352	dies	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
133	E233	B3	f83r	f83r.3	F073	B3-S003	daiin	2f1c5e56e8f0ff459065	Mass	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
134	E234	B3	f83r	f83r.3	F073	B3-S003	chey	b921a237be883a820352	dies	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
135	E235	B3	f83r	f83r.3	F073	B3-S003	lchedy	de7321bface5628e35d6	hinausführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
136	E236	B3	f83r	f83r.3	F074	B3-S004	qokaiin	b5fcea1eaed06b2f2291	bemessen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
137	E237	B3	f83r	f83r.3	F074	B3-S004	qotal	90bcf0a9ec0ef56399e6	Folgestelle	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
138	E238	B3	f83r	f83r.3	F074	B3-S004	dar	4d4559019a961b834aa1	dasselbe	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PORTABLE_LEARNED_WHOLE_CARD
139	E239	B3	f83r	f83r.6	F075	B3-S005	schedy	259b2b3b0bf859882e2c	überführen; Schluss	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
140	E240	B3	f83r	f83r.6	F076	B3-S006	chedchy	5e8441397e7c0faf042b	dies überführen	B3_ZONE_A_UPPER_PAIRED_STATION	B3	PRODUCTIVE_COMPOSITION
