record	at	word	mode	reading
F83_P1	f83r.6:5	qokaiin	U	⟦qokaiin⟧
F83_P1	f83r.6:6	chedy	U	R
F83_P1	f83r.6:7	qokeedy	U	⟦qokeedy⟧
F83_P1	f83r.6:8	lchedy	U	⟦lchedy⟧
F83_P1	f83r.6:9	qoky	U	⟦qoky⟧
F83_P1	f83r.7:1	solshed	A	⟦solshed⟧
F83_P1	f83r.7:2	lsheedy	A	⟦lsheedy⟧
F83_P1	f83r.7:3	qeeedy	A	⟦qeeedy⟧
F83_P1	f83r.7:4	qoky	A	⟦qoky⟧
F83_P1	f83r.7:5	o	A	⟦o⟧
F83_P1	f83r.7:6	qol	A	⟦qol⟧
F83_P1	f83r.7:7	rsheedy	A	⟦rsheedy⟧
F83_P1	f83r.7:8	qokedy	A	Q
F83_P1	f83r.7:9	qoteedy	A	P
F83_P1	f83r.7:10	qoteedy	A	P
F83_P1	f83r.7:1	solshed	U	⟦solshed⟧
F83_P1	f83r.7:2	lsheedy	U	⟦lsheedy⟧
F83_P1	f83r.7:3	qeeedy	U	⟦qeeedy⟧
F83_P1	f83r.7:4	qoky	U	⟦qoky⟧
F83_P1	f83r.7:5	o	U	⟦o⟧
F83_P1	f83r.7:6	qol	U	⟦qol⟧
F83_P1	f83r.7:7	rsheedy	U	⟦rsheedy⟧
F83_P1	f83r.7:8	qokedy	U	Q
F83_P1	f83r.7:9	qoteedy	U	P
F83_P1	f83r.7:10	qoteedy	U	P
F83_P1	f83r.8:1	pchedal	A	⟦pchedal⟧
F83_P1	f83r.8:2	otedy	A	⟦otedy⟧
F83_P1	f83r.8:3	shecthedchy	A	⟦shecthedchy⟧
F83_P1	f83r.8:4	qoky	A	⟦qoky⟧
F83_P1	f83r.8:5	chedy	A	R
F83_P1	f83r.8:6	chary	A	⟦chary⟧
F83_P1	f83r.8:1	pchedal	U	⟦pchedal⟧
F83_P1	f83r.8:2	otedy	U	⟦otedy⟧
F83_P1	f83r.8:3	shecthedchy	U	⟦shecthedchy⟧
F83_P1	f83r.8:4	qoky	U	⟦qoky⟧
F83_P1	f83r.8:5	chedy	U	R
F83_P1	f83r.8:6	chary	U	⟦chary⟧
F83_P2	f83r.9:1	pchor	A	⟦pchor⟧
F83_P2	f83r.9:2	checphedy	A	⟦checphedy⟧
F83_P2	f83r.9:3	qokedy	A	Q
F83_P2	f83r.9:4	lsheedy	A	⟦lsheedy⟧
F83_P2	f83r.9:5	qokchdy	A	⟦qokchdy⟧
F83_P2	f83r.9:6	r	A	⟦r⟧
F83_P2	f83r.9:7	shedkedy	A	⟦shedkedy⟧
F83_P2	f83r.9:8	qopshdy	A	⟦qopshdy⟧
F83_P2	f83r.9:9	qopy	A	⟦qopy⟧
F83_P2	f83r.9:1	pchor	U	⟦pchor⟧
F83_P2	f83r.9:2	checphedy	U	⟦checphedy⟧
F83_P2	f83r.9:3	qokedy	U	Q
F83_P2	f83r.9:4	lsheedy	U	⟦lsheedy⟧
F83_P2	f83r.9:5	qokchdy	U	⟦qokchdy⟧
F83_P2	f83r.9:6	r	U	⟦r⟧
F83_P2	f83r.9:7	shedkedy	U	⟦shedkedy⟧
F83_P2	f83r.9:8	qopshdy	U	⟦qopshdy⟧
F83_P2	f83r.9:9	qopy	U	⟦qopy⟧
F83_P2	f83r.10:1	olkeey	A	⟦olkeey⟧
F83_P2	f83r.10:2	rchs	A	⟦rchs⟧
F83_P2	f83r.10:3	cheeb	A	⟦cheeb⟧
F83_P2	f83r.10:4	ols	A	⟦ols⟧
F83_P2	f83r.10:5	aiin	A	⟦aiin⟧
F83_P2	f83r.10:6	skal	A	⟦skal⟧
F83_P2	f83r.10:7	dain	A	⟦dain⟧
F83_P2	f83r.10:8	cthal	A	⟦cthal⟧
F83_P2	f83r.10:9	s	A	⟦s⟧
F83_P2	f83r.10:10	aiin	A	⟦aiin⟧
F83_P2	f83r.10:11	chky	A	⟦chky⟧
F83_P2	f83r.10:12	lal	A	⟦lal⟧
F83_P2	f83r.10:13	sam	A	⟦sam⟧
F83_P2	f83r.10:1	olkeey	U	⟦olkeey⟧
F83_P2	f83r.10:2	rchs	U	⟦rchs⟧
F83_P2	f83r.10:3	cheeb	U	⟦cheeb⟧
F83_P2	f83r.10:4	ols	U	⟦ols⟧
F83_P2	f83r.10:5	aiin	U	⟦aiin⟧
F83_P2	f83r.10:6	skal	U	⟦skal⟧
F83_P2	f83r.10:7	dain	U	⟦dain⟧
F83_P2	f83r.10:8	cthal	U	⟦cthal⟧
F83_P2	f83r.10:9	s	U	⟦s⟧
F83_P2	f83r.10:10	aiin	U	⟦aiin⟧
F83_P2	f83r.10:11	chky	U	⟦chky⟧
F83_P2	f83r.10:12	lal	U	⟦lal⟧
F83_P2	f83r.10:13	sam	U	⟦sam⟧
F83_P2	f83r.11:1	sor	A	⟦sor⟧
F83_P2	f83r.11:2	shedy	A	⟦shedy⟧
F83_P2	f83r.11:3	qokaiin	A	⟦qokaiin⟧
F83_P2	f83r.11:4	chkain	A	⟦chkain⟧
F83_P2	f83r.11:5	shcthey	A	⟦shcthey⟧
F83_P2	f83r.11:6	qokedy	A	Q
F83_P2	f83r.11:7	okair	A	⟦okair⟧
F83_P2	f83r.11:8	sheedy	A	⟦sheedy⟧
F83_P2	f83r.11:9	lchedy	A	⟦lchedy⟧
F83_P2	f83r.11:10	lo	A	⟦lo⟧
F83_P2	f83r.11:1	sor	U	⟦sor⟧
F83_P2	f83r.11:2	shedy	U	⟦shedy⟧
F83_P2	f83r.11:3	qokaiin	U	⟦qokaiin⟧
F83_P2	f83r.11:4	chkain	U	⟦chkain⟧
F83_P2	f83r.11:5	shcthey	U	⟦shcthey⟧
F83_P2	f83r.11:6	qokedy	U	Q
F83_P2	f83r.11:7	okair	U	⟦okair⟧
F83_P2	f83r.11:8	sheedy	U	⟦sheedy⟧
F83_P2	f83r.11:9	lchedy	U	⟦lchedy⟧
F83_P2	f83r.11:10	lo	U	⟦lo⟧
F83_P2	f83r.12:1	qockhol	A	⟦qockhol⟧
F83_P2	f83r.12:2	sheckhy	A	⟦sheckhy⟧
F83_P2	f83r.12:3	otal	A	⟦otal⟧
F83_P2	f83r.12:4	qokeal	A	⟦qokeal⟧
F83_P2	f83r.12:5	sheckhdy	A	⟦sheckhdy⟧
F83_P2	f83r.12:6	al	A	⟦al⟧
F83_P2	f83r.12:7	okedy	A	⟦okedy⟧
F83_P2	f83r.12:8	qokedy	A	Q
F83_P2	f83r.12:9	qokal	A	⟦qokal⟧
F83_P2	f83r.12:1	qockhol	U	⟦qockhol⟧
F83_P2	f83r.12:2	sheckhy	U	⟦sheckhy⟧
F83_P2	f83r.12:3	otal	U	⟦otal⟧
F83_P2	f83r.12:4	qokeal	U	⟦qokeal⟧
F83_P2	f83r.12:5	sheckhdy	U	⟦sheckhdy⟧
F83_P2	f83r.12:6	al	U	⟦al⟧
F83_P2	f83r.12:7	okedy	U	⟦okedy⟧
F83_P2	f83r.12:8	qokedy	U	Q
F83_P2	f83r.12:9	qokal	U	⟦qokal⟧
F83_P2	f83r.13:1	salcheol	A	⟦salcheol⟧
F83_P2	f83r.13:2	tar	A	⟦tar⟧
F83_P2	f83r.13:3	shedy	A	⟦shedy⟧
F83_P2	f83r.13:4	s	A	⟦s⟧
F83_P2	f83r.13:5	altedy	A	⟦altedy⟧
F83_P2	f83r.13:6	sair	A	⟦sair⟧
F83_P2	f83r.13:7	qokedy	A	Q
F83_P2	f83r.13:8	qedy	A	⟦qedy⟧
F83_P2	f83r.13:9	lchcphedy	A	⟦lchcphedy⟧
F83_P2	f83r.13:10	ldar	A	⟦ldar⟧
F83_P2	f83r.13:1	salcheol	U	⟦salcheol⟧
F83_P2	f83r.13:2	tar	U	⟦tar⟧
F83_P2	f83r.13:3	shedy	U	⟦shedy⟧
F83_P2	f83r.13:4	s	U	⟦s⟧
F83_P2	f83r.13:5	altedy	U	⟦altedy⟧
F83_P2	f83r.13:6	sair	U	⟦sair⟧
F83_P2	f83r.13:7	qokedy	U	Q
F83_P2	f83r.13:8	qedy	U	⟦qedy⟧
F83_P2	f83r.13:9	lchcphedy	U	⟦lchcphedy⟧
F83_P2	f83r.13:10	ldar	U	⟦ldar⟧
F83_P2	f83r.14:1	qokchedy	A	⟦qokchedy⟧
F83_P2	f83r.14:2	qokeedy	A	⟦qokeedy⟧
F83_P2	f83r.14:3	shedy	A	⟦shedy⟧
F83_P2	f83r.14:4	qokshedy	A	⟦qokshedy⟧
F83_P2	f83r.14:5	dal	A	⟦dal⟧
F83_P2	f83r.14:6	lchedy	A	⟦lchedy⟧
F83_P2	f83r.14:7	qokaiin	A	⟦qokaiin⟧
F83_P2	f83r.14:8	shcthy	A	⟦shcthy⟧
F83_P2	f83r.14:9	dal	A	⟦dal⟧
F83_P2	f83r.14:10	sy	A	⟦sy⟧
F83_P2	f83r.14:1	qokchedy	U	⟦qokchedy⟧
F83_P2	f83r.14:2	qokeedy	U	⟦qokeedy⟧
F83_P2	f83r.14:3	shedy	U	⟦shedy⟧
F83_P2	f83r.14:4	qokshedy	U	⟦qokshedy⟧
F83_P2	f83r.14:5	dal	U	⟦dal⟧
F83_P2	f83r.14:6	lchedy	U	⟦lchedy⟧
F83_P2	f83r.14:7	qokaiin	U	⟦qokaiin⟧
F83_P2	f83r.14:8	shcthy	U	⟦shcthy⟧
F83_P2	f83r.14:9	dal	U	⟦dal⟧
F83_P2	f83r.14:10	sy	U	⟦sy⟧
F83_P2	f83r.15:1	saiin	A	⟦saiin⟧
F83_P2	f83r.15:2	shedal	A	⟦shedal⟧
F83_P2	f83r.15:3	shecthy	A	⟦shecthy⟧
F83_P2	f83r.15:4	chey	A	⟦chey⟧
F83_P2	f83r.15:5	tal	A	⟦tal⟧
F83_P2	f83r.15:6	shcthy	A	⟦shcthy⟧
F83_P2	f83r.15:7	dalchdy	A	⟦dalchdy⟧
F83_P2	f83r.15:8	qotchedy	A	⟦qotchedy⟧
F83_P2	f83r.15:9	lchedy	A	⟦lchedy⟧
F83_P2	f83r.15:1	saiin	U	⟦saiin⟧
F83_P2	f83r.15:2	shedal	U	⟦shedal⟧
F83_P2	f83r.15:3	shecthy	U	⟦shecthy⟧
F83_P2	f83r.15:4	chey	U	⟦chey⟧
F83_P2	f83r.15:5	tal	U	⟦tal⟧
F83_P2	f83r.15:6	shcthy	U	⟦shcthy⟧
F83_P2	f83r.15:7	dalchdy	U	⟦dalchdy⟧
F83_P2	f83r.15:8	qotchedy	U	⟦qotchedy⟧
F83_P2	f83r.15:9	lchedy	U	⟦lchedy⟧
F83_P2	f83r.16:1	tchedy	A	⟦tchedy⟧
F83_P2	f83r.16:2	qokchdy	A	⟦qokchdy⟧
F83_P2	f83r.16:3	cheedar	A	⟦cheedar⟧
F83_P2	f83r.16:4	chldaiin	A	⟦chldaiin⟧
F83_P2	f83r.16:5	chedy	A	R
F83_P2	f83r.16:6	qokain	A	⟦qokain⟧
F83_P2	f83r.16:7	checthy	A	⟦checthy⟧
F83_P2	f83r.16:8	chealror	A	⟦chealror⟧
F83_P2	f83r.16:1	tchedy	U	⟦tchedy⟧
F83_P2	f83r.16:2	qokchdy	U	⟦qokchdy⟧
F83_P2	f83r.16:3	cheedar	U	⟦cheedar⟧
F83_P2	f83r.16:4	chldaiin	U	⟦chldaiin⟧
F83_P2	f83r.16:5	chedy	U	R
F83_P2	f83r.16:6	qokain	U	⟦qokain⟧
F83_P2	f83r.16:7	checthy	U	⟦checthy⟧
F83_P2	f83r.16:8	chealror	U	⟦chealror⟧
F83_P2	f83r.17:1	dcheokedy	A	⟦dcheokedy⟧
F83_P2	f83r.17:2	lkeed	A	⟦lkeed⟧
F83_P2	f83r.17:3	shckhey	A	⟦shckhey⟧
F83_P2	f83r.17:4	ytaiin	A	⟦ytaiin⟧
F83_P2	f83r.17:5	shechy	A	⟦shechy⟧
F83_P2	f83r.17:6	schety	A	⟦schety⟧
F83_P2	f83r.17:1	dcheokedy	U	⟦dcheokedy⟧
F83_P2	f83r.17:2	lkeed	U	⟦lkeed⟧
F83_P2	f83r.17:3	shckhey	U	⟦shckhey⟧
F83_P2	f83r.17:4	ytaiin	U	⟦ytaiin⟧
F83_P2	f83r.17:5	shechy	U	⟦shechy⟧
F83_P2	f83r.17:6	schety	U	⟦schety⟧
F83_P3	f83r.18:1	pdalshdy	A	⟦pdalshdy⟧
F83_P3	f83r.18:2	shocphedy	A	⟦shocphedy⟧
F83_P3	f83r.18:3	otor	A	⟦otor⟧
F83_P3	f83r.18:4	shedy	A	⟦shedy⟧
F83_P3	f83r.18:5	opshedy	A	⟦opshedy⟧
F83_P3	f83r.18:6	otshdy	A	⟦otshdy⟧
F83_P3	f83r.18:7	qokedol	A	⟦qokedol⟧
F83_P3	f83r.18:8	shdy	A	⟦shdy⟧
F83_P3	f83r.18:9	soldy	A	⟦soldy⟧
F83_P3	f83r.18:1	pdalshdy	U	⟦pdalshdy⟧
F83_P3	f83r.18:2	shocphedy	U	⟦shocphedy⟧
F83_P3	f83r.18:3	otor	U	⟦otor⟧
F83_P3	f83r.18:4	shedy	U	⟦shedy⟧
F83_P3	f83r.18:5	opshedy	U	⟦opshedy⟧
F83_P3	f83r.18:6	otshdy	U	⟦otshdy⟧
F83_P3	f83r.18:7	qokedol	U	⟦qokedol⟧
F83_P3	f83r.18:8	shdy	U	⟦shdy⟧
F83_P3	f83r.18:9	soldy	U	⟦soldy⟧
F83_P3	f83r.19:1	sar	A	⟦sar⟧
F83_P3	f83r.19:2	shedaiin	A	⟦shedaiin⟧
F83_P3	f83r.19:3	ockhey	A	⟦ockhey⟧
F83_P3	f83r.19:4	sain	A	⟦sain⟧
F83_P3	f83r.19:5	ched	A	⟦ched⟧
F83_P3	f83r.19:6	shedy	A	⟦shedy⟧
F83_P3	f83r.19:7	qetal	A	⟦qetal⟧
F83_P3	f83r.19:8	dal	A	⟦dal⟧
F83_P3	f83r.19:9	shedy	A	⟦shedy⟧
F83_P3	f83r.19:10	shey	A	⟦shey⟧
F83_P3	f83r.19:11	lchedy	A	⟦lchedy⟧
F83_P3	f83r.19:1	sar	U	⟦sar⟧
F83_P3	f83r.19:2	shedaiin	U	⟦shedaiin⟧
F83_P3	f83r.19:3	ockhey	U	⟦ockhey⟧
F83_P3	f83r.19:4	sain	U	⟦sain⟧
F83_P3	f83r.19:5	ched	U	⟦ched⟧
F83_P3	f83r.19:6	shedy	U	⟦shedy⟧
F83_P3	f83r.19:7	qetal	U	⟦qetal⟧
F83_P3	f83r.19:8	dal	U	⟦dal⟧
F83_P3	f83r.19:9	shedy	U	⟦shedy⟧
F83_P3	f83r.19:10	shey	U	⟦shey⟧
F83_P3	f83r.19:11	lchedy	U	⟦lchedy⟧
F83_P3	f83r.20:1	solkeedy	A	⟦solkeedy⟧
F83_P3	f83r.20:2	qoteedy	A	P
F83_P3	f83r.20:3	qokeey	A	[wenn … dann …?]
F83_P3	f83r.20:4	qokedy	A	Q
F83_P3	f83r.20:5	sol	A	[folglich?]
F83_P3	f83r.20:6	cheeety	A	⟦cheeety⟧
F83_P3	f83r.20:7	qokedy	A	Q
F83_P3	f83r.20:8	qoky	A	⟦qoky⟧
F83_P3	f83r.20:9	saiin	A	⟦saiin⟧
F83_P3	f83r.20:1	solkeedy	U	⟦solkeedy⟧
F83_P3	f83r.20:2	qoteedy	U	P
F83_P3	f83r.20:3	qokeey	U	[wenn … dann …?]
F83_P3	f83r.20:4	qokedy	U	Q
F83_P3	f83r.20:5	sol	U	[ferner gilt?]
F83_P3	f83r.20:6	cheeety	U	⟦cheeety⟧
F83_P3	f83r.20:7	qokedy	U	Q
F83_P3	f83r.20:8	qoky	U	⟦qoky⟧
F83_P3	f83r.20:9	saiin	U	⟦saiin⟧
F83_P3	f83r.21:1	solkeedy	A	⟦solkeedy⟧
F83_P3	f83r.21:2	qokedy	A	Q
F83_P3	f83r.21:3	otedy	A	⟦otedy⟧
F83_P3	f83r.21:4	sol	A	[folglich?]
F83_P3	f83r.21:5	chedy	A	R
F83_P3	f83r.21:6	lkedy	A	⟦lkedy⟧
F83_P3	f83r.21:7	qokchedy	A	⟦qokchedy⟧
F83_P3	f83r.21:8	qokedy	A	Q
F83_P3	f83r.21:9	chckhdy	A	⟦chckhdy⟧
F83_P3	f83r.21:10	sar	A	⟦sar⟧
F83_P3	f83r.21:1	solkeedy	U	⟦solkeedy⟧
F83_P3	f83r.21:2	qokedy	U	Q
F83_P3	f83r.21:3	otedy	U	⟦otedy⟧
F83_P3	f83r.21:4	sol	U	[ferner gilt?]
F83_P3	f83r.21:5	chedy	U	R
F83_P3	f83r.21:6	lkedy	U	⟦lkedy⟧
F83_P3	f83r.21:7	qokchedy	U	⟦qokchedy⟧
F83_P3	f83r.21:8	qokedy	U	Q
F83_P3	f83r.21:9	chckhdy	U	⟦chckhdy⟧
F83_P3	f83r.21:10	sar	U	⟦sar⟧
F83_P3	f83r.22:1	schedair	A	⟦schedair⟧
F83_P3	f83r.22:2	otchedy	A	⟦otchedy⟧
F83_P3	f83r.22:3	qokeedy	A	⟦qokeedy⟧
F83_P3	f83r.22:4	chedain	A	⟦chedain⟧
F83_P3	f83r.22:5	chedy	A	R
F83_P3	f83r.22:6	qotedaiin	A	⟦qotedaiin⟧
F83_P3	f83r.22:7	otaiin	A	⟦otaiin⟧
F83_P3	f83r.22:8	otedy	A	⟦otedy⟧
F83_P3	f83r.22:9	ldy	A	⟦ldy⟧
F83_P3	f83r.22:1	schedair	U	⟦schedair⟧
F83_P3	f83r.22:2	otchedy	U	⟦otchedy⟧
F83_P3	f83r.22:3	qokeedy	U	⟦qokeedy⟧
F83_P3	f83r.22:4	chedain	U	⟦chedain⟧
F83_P3	f83r.22:5	chedy	U	R
F83_P3	f83r.22:6	qotedaiin	U	⟦qotedaiin⟧
F83_P3	f83r.22:7	otaiin	U	⟦otaiin⟧
F83_P3	f83r.22:8	otedy	U	⟦otedy⟧
F83_P3	f83r.22:9	ldy	U	⟦ldy⟧
F83_P3	f83r.23:1	tchedy	A	⟦tchedy⟧
F83_P3	f83r.23:2	qotedy	A	⟦qotedy⟧
F83_P3	f83r.23:3	qokal	A	⟦qokal⟧
F83_P3	f83r.23:4	shedy	A	⟦shedy⟧
F83_P3	f83r.23:5	qokedy	A	Q
F83_P3	f83r.23:6	shecthedy	A	⟦shecthedy⟧
F83_P3	f83r.23:7	shecthy	A	⟦shecthy⟧
F83_P3	f83r.23:8	otor	A	⟦otor⟧
F83_P3	f83r.23:9	chedy	A	R
F83_P3	f83r.23:1	tchedy	U	⟦tchedy⟧
F83_P3	f83r.23:2	qotedy	U	⟦qotedy⟧
F83_P3	f83r.23:3	qokal	U	⟦qokal⟧
F83_P3	f83r.23:4	shedy	U	⟦shedy⟧
F83_P3	f83r.23:5	qokedy	U	Q
F83_P3	f83r.23:6	shecthedy	U	⟦shecthedy⟧
F83_P3	f83r.23:7	shecthy	U	⟦shecthy⟧
F83_P3	f83r.23:8	otor	U	⟦otor⟧
F83_P3	f83r.23:9	chedy	U	R
F83_P3	f83r.24:1	soiiin	A	⟦soiiin⟧
F83_P3	f83r.24:2	checthy	A	⟦checthy⟧
F83_P3	f83r.24:3	chety	A	⟦chety⟧
F83_P3	f83r.24:4	otaiin	A	⟦otaiin⟧
F83_P3	f83r.24:5	olsaly	A	⟦olsaly⟧
F83_P3	f83r.24:6	shedy	A	⟦shedy⟧
F83_P3	f83r.24:1	soiiin	U	⟦soiiin⟧
F83_P3	f83r.24:2	checthy	U	⟦checthy⟧
F83_P3	f83r.24:3	chety	U	⟦chety⟧
F83_P3	f83r.24:4	otaiin	U	⟦otaiin⟧
F83_P3	f83r.24:5	olsaly	U	⟦olsaly⟧
F83_P3	f83r.24:6	shedy	U	⟦shedy⟧
F83_P4	f83r.25:1	qokeedy	A	⟦qokeedy⟧
F83_P4	f83r.25:2	qolchey	A	⟦qolchey⟧
F83_P4	f83r.25:3	qokeey	A	[wenn … dann …?]
F83_P4	f83r.25:4	qokedy	A	Q
F83_P4	f83r.25:5	chedy	A	R
F83_P4	f83r.25:6	otal	A	⟦otal⟧
F83_P4	f83r.25:1	qokeedy	U	⟦qokeedy⟧
F83_P4	f83r.25:2	qolchey	U	⟦qolchey⟧
F83_P4	f83r.25:3	qokeey	U	[wenn … dann …?]
F83_P4	f83r.25:4	qokedy	U	Q
F83_P4	f83r.25:5	chedy	U	R
F83_P4	f83r.25:6	otal	U	⟦otal⟧
F83_P4	f83r.26:1	otchey	A	⟦otchey⟧
F83_P4	f83r.26:2	qokeey	A	[wenn … dann …?]
F83_P4	f83r.26:3	qoky	A	⟦qoky⟧
F83_P4	f83r.26:4	tol	A	⟦tol⟧
F83_P4	f83r.26:5	shedy	A	⟦shedy⟧
F83_P4	f83r.26:6	qokylddy	A	⟦qokylddy⟧
F83_P4	f83r.26:1	otchey	U	⟦otchey⟧
F83_P4	f83r.26:2	qokeey	U	[wenn … dann …?]
F83_P4	f83r.26:3	qoky	U	⟦qoky⟧
F83_P4	f83r.26:4	tol	U	⟦tol⟧
F83_P4	f83r.26:5	shedy	U	⟦shedy⟧
F83_P4	f83r.26:6	qokylddy	U	⟦qokylddy⟧
F83_P4	f83r.27:1	dain	A	⟦dain⟧
F83_P4	f83r.27:2	chedy	A	R
F83_P4	f83r.27:3	qokeedy	A	⟦qokeedy⟧
F83_P4	f83r.27:4	shckhedy	A	⟦shckhedy⟧
