branch	edition	paragraph	grammar	operation	form	meaning	patient	patient_form	coingredient	rule	debts	shared_run	additional_grammar_assumption	completion	row_status
C_A	ZL3b	f103v|f103v.33-f103v.36	B	f103v.34:2	sheey	benetze	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION			11	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	B	f103v.34:4	chey	prüfe	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION			13	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	B	f103v.35:3	ykeey	erwärme erneut	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;IMPLICIT_SUBJECT_CONTINUATION			23	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	B	f103v.35:4	okeey	erwärme vorsichtig	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;IMPLICIT_SUBJECT_CONTINUATION			24	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	B	f103v.36:3	qokeey	erhitze anhaltend	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;UNREAD_BETWEEN:f103v.35:5;UNREAD_BETWEEN:f103v.35:6;UNREAD_BETWEEN:f103v.35:7;UNREAD_BETWEEN:f103v.35:9;UNREAD_BETWEEN:f103v.35:10;UNREAD_BETWEEN:f103v.36:1;UNREAD_BETWEEN:f103v.36:2;IMPLICIT_SUBJECT_CONTINUATION			33	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	J	f103v.34:2	sheey	benetze	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION			11	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	J	f103v.34:4	chey	prüfe	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION			13	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	J	f103v.35:3	ykeey	erwärme erneut	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;IMPLICIT_SUBJECT_CONTINUATION			23	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	J	f103v.35:4	okeey	erwärme vorsichtig	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;IMPLICIT_SUBJECT_CONTINUATION			24	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	J	f103v.36:3	qokeey	erhitze anhaltend	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;UNREAD_BETWEEN:f103v.35:5;UNREAD_BETWEEN:f103v.35:6;UNREAD_BETWEEN:f103v.35:7;UNREAD_BETWEEN:f103v.35:9;UNREAD_BETWEEN:f103v.35:10;UNREAD_BETWEEN:f103v.36:1;UNREAD_BETWEEN:f103v.36:2;IMPLICIT_SUBJECT_CONTINUATION			33	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	M	f103v.34:2	sheey	benetze	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION			11	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	M	f103v.34:4	chey	prüfe	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;IMPLICIT_SUBJECT_CONTINUATION			13	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	M	f103v.35:3	ykeey	erwärme erneut	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;IMPLICIT_SUBJECT_CONTINUATION			23	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	M	f103v.35:4	okeey	erwärme vorsichtig	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;IMPLICIT_SUBJECT_CONTINUATION			24	recorded
C_A	ZL3b	f103v|f103v.33-f103v.36	M	f103v.36:3	qokeey	erhitze anhaltend	f103v.33:5	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f103v.33:6;UNREAD_BETWEEN:f103v.33:7;UNREAD_BETWEEN:f103v.33:8;UNREAD_BETWEEN:f103v.33:9;UNREAD_BETWEEN:f103v.33:10;UNREAD_BETWEEN:f103v.34:5;UNREAD_BETWEEN:f103v.34:6;UNREAD_BETWEEN:f103v.34:7;UNREAD_BETWEEN:f103v.34:8;UNREAD_BETWEEN:f103v.34:9;UNREAD_BETWEEN:f103v.34:10;UNREAD_BETWEEN:f103v.34:11;UNREAD_BETWEEN:f103v.35:1;UNREAD_BETWEEN:f103v.35:2;UNREAD_BETWEEN:f103v.35:5;UNREAD_BETWEEN:f103v.35:6;UNREAD_BETWEEN:f103v.35:7;UNREAD_BETWEEN:f103v.35:9;UNREAD_BETWEEN:f103v.35:10;UNREAD_BETWEEN:f103v.36:1;UNREAD_BETWEEN:f103v.36:2;IMPLICIT_SUBJECT_CONTINUATION			33	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	B	f105r.26:2	sheey	benetze				MISSING	MISSING_PATIENT			1	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	B	f105r.26:5	sheey	benetze				MISSING	MISSING_PATIENT			4	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	J	f105r.26:2	sheey	benetze				MISSING	MISSING_PATIENT			1	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	J	f105r.26:5	sheey	benetze				MISSING	MISSING_PATIENT			4	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	M	f105r.26:2	sheey	benetze				MISSING	MISSING_PATIENT			1	recorded
C_A	ZL3b	f105r|f105r.26-f105r.27	M	f105r.26:5	sheey	benetze				MISSING	MISSING_PATIENT			4	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	B	f105r.6:9	qokor	erhitze				MISSING	MISSING_PATIENT			8	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	B	f105r.7:8	qokeey	erhitze anhaltend				MISSING	MISSING_PATIENT			17	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	B	f105r.8:1	sheey	benetze				MISSING	MISSING_PATIENT			20	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	B	f105r.8:6	chey	prüfe				MISSING	MISSING_PATIENT			25	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	B	f105r.8:9	oteedy	kühle vollständig				MISSING	MISSING_PATIENT			28	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	B	f105r.9:3	okeey	erwärme vorsichtig				MISSING	MISSING_PATIENT			33	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	B	f105r.9:4	okchey	zerstoße fein				MISSING	MISSING_PATIENT			34	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	J	f105r.6:9	qokor	erhitze				MISSING	MISSING_PATIENT			8	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	J	f105r.7:8	qokeey	erhitze anhaltend				MISSING	MISSING_PATIENT			17	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	J	f105r.8:1	sheey	benetze				MISSING	MISSING_PATIENT			20	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	J	f105r.8:6	chey	prüfe				MISSING	MISSING_PATIENT			25	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	J	f105r.8:9	oteedy	kühle vollständig				MISSING	MISSING_PATIENT			28	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	J	f105r.9:3	okeey	erwärme vorsichtig				MISSING	MISSING_PATIENT			33	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	J	f105r.9:4	okchey	zerstoße fein				MISSING	MISSING_PATIENT			34	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	M	f105r.6:9	qokor	erhitze				MISSING	MISSING_PATIENT			8	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	M	f105r.7:8	qokeey	erhitze anhaltend				MISSING	MISSING_PATIENT			17	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	M	f105r.8:1	sheey	benetze				MISSING	MISSING_PATIENT			20	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	M	f105r.8:6	chey	prüfe				MISSING	MISSING_PATIENT			25	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	M	f105r.8:9	oteedy	kühle vollständig				MISSING	MISSING_PATIENT			28	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	M	f105r.9:3	okeey	erwärme vorsichtig				MISSING	MISSING_PATIENT			33	recorded
C_A	ZL3b	f105r|f105r.6-f105r.10	M	f105r.9:4	okchey	zerstoße fein				MISSING	MISSING_PATIENT			34	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	B	f105v.21:3	sheey	benetze	f105v.20:8	cheo		PARAGRAPH_CARRY	UNREAD_BETWEEN:f105v.20:9;UNREAD_BETWEEN:f105v.20:10;UNREAD_BETWEEN:f105v.20:11;UNREAD_BETWEEN:f105v.21:1;UNREAD_BETWEEN:f105v.21:2;IMPLICIT_SUBJECT_CONTINUATION			13	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	B	f105v.22:6	cheey	zerreibe fein	f105v.22:5	okaiin		LOCAL_LEFT				27	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	J	f105v.21:3	sheey	benetze	f105v.20:8	cheo		PARAGRAPH_CARRY	UNREAD_BETWEEN:f105v.20:9;UNREAD_BETWEEN:f105v.20:10;UNREAD_BETWEEN:f105v.20:11;UNREAD_BETWEEN:f105v.21:1;UNREAD_BETWEEN:f105v.21:2;IMPLICIT_SUBJECT_CONTINUATION			13	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	J	f105v.22:6	cheey	zerreibe fein	f105v.22:5	okaiin		LOCAL_LEFT				27	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	M	f105v.21:3	sheey	benetze	f105v.20:8	cheo		PARAGRAPH_CARRY	UNREAD_BETWEEN:f105v.20:9;UNREAD_BETWEEN:f105v.20:10;UNREAD_BETWEEN:f105v.20:11;UNREAD_BETWEEN:f105v.21:1;UNREAD_BETWEEN:f105v.21:2;IMPLICIT_SUBJECT_CONTINUATION			13	recorded
C_A	ZL3b	f105v|f105v.20-f105v.22	M	f105v.22:6	cheey	zerreibe fein	f105v.22:5	okaiin		LOCAL_LEFT				27	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	B	f107r.18:9	sheey	benetze				MISSING	MISSING_PATIENT			8	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	B	f107r.19:4	sheey	benetze				MISSING	MISSING_PATIENT			14	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	J	f107r.18:9	sheey	benetze				MISSING	MISSING_PATIENT			8	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	J	f107r.19:4	sheey	benetze				MISSING	MISSING_PATIENT			14	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	M	f107r.18:9	sheey	benetze				MISSING	MISSING_PATIENT			8	recorded
C_A	ZL3b	f107r|f107r.18-f107r.20	M	f107r.19:4	sheey	benetze				MISSING	MISSING_PATIENT			14	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	B	f107r.8:4	qokeey	erhitze anhaltend	f107r.8:8	qokar		LOCAL_RIGHT	UNREAD_BETWEEN:f107r.8:5;UNREAD_BETWEEN:f107r.8:6;UNREAD_BETWEEN:f107r.8:7			7	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	B	f107r.9:2	sheey	benetze	f107r.9:1	okaiin		LOCAL_LEFT				11	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	B	f107r.9:5	okeey	erwärme vorsichtig	f107r.9:1	okaiin		LOCAL_LEFT	UNREAD_BETWEEN:f107r.9:3;UNREAD_BETWEEN:f107r.9:4			14	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	B	f107r.9:9	chey	prüfe	f107r.9:1	okaiin		LOCAL_LEFT	UNREAD_BETWEEN:f107r.9:3;UNREAD_BETWEEN:f107r.9:4;UNREAD_BETWEEN:f107r.9:6;UNREAD_BETWEEN:f107r.9:7;UNREAD_BETWEEN:f107r.9:8			18	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	B	f107r.10:9	chey	prüfe	f107r.10:3	okeol		LOCAL_LEFT	UNREAD_BETWEEN:f107r.10:4;UNREAD_BETWEEN:f107r.10:5;UNREAD_BETWEEN:f107r.10:7;UNREAD_BETWEEN:f107r.10:8			29	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	B	f107r.12:2	chol	trocken	f107r.11:11	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f107r.11:12;IMPLICIT_SUBJECT_CONTINUATION			46	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	B	f107r.12:3	chol	trocken	f107r.11:11	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f107r.11:12;IMPLICIT_SUBJECT_CONTINUATION			47	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	J	f107r.8:4	qokeey	erhitze anhaltend	f107r.8:8	qokar		LOCAL_RIGHT	UNREAD_BETWEEN:f107r.8:5;UNREAD_BETWEEN:f107r.8:6;UNREAD_BETWEEN:f107r.8:7			7	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	J	f107r.9:2	sheey	benetze	f107r.9:1	okaiin		LOCAL_LEFT				11	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	J	f107r.9:5	okeey	erwärme vorsichtig	f107r.9:1	okaiin		LOCAL_LEFT	UNREAD_BETWEEN:f107r.9:3;UNREAD_BETWEEN:f107r.9:4			14	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	J	f107r.9:9	chey	prüfe	f107r.9:1	okaiin		LOCAL_LEFT	UNREAD_BETWEEN:f107r.9:3;UNREAD_BETWEEN:f107r.9:4;UNREAD_BETWEEN:f107r.9:6;UNREAD_BETWEEN:f107r.9:7;UNREAD_BETWEEN:f107r.9:8			18	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	J	f107r.10:9	chey	prüfe	f107r.10:3	okeol		LOCAL_LEFT	UNREAD_BETWEEN:f107r.10:4;UNREAD_BETWEEN:f107r.10:5;UNREAD_BETWEEN:f107r.10:7;UNREAD_BETWEEN:f107r.10:8			29	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	J	f107r.12:2	chol	trocken	f107r.11:11	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f107r.11:12;IMPLICIT_SUBJECT_CONTINUATION			46	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	J	f107r.12:3	chol	trocken	f107r.11:11	okaiin		PARAGRAPH_CARRY	UNREAD_BETWEEN:f107r.11:12;IMPLICIT_SUBJECT_CONTINUATION			47	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	M	f107r.8:4	qokeey	erhitze anhaltend	f107r.8:8	qokar		LOCAL_RIGHT	UNREAD_BETWEEN:f107r.8:5;UNREAD_BETWEEN:f107r.8:6;UNREAD_BETWEEN:f107r.8:7			7	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	M	f107r.9:2	sheey	benetze	f107r.9:1	okaiin		LOCAL_LEFT				11	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	M	f107r.9:5	okeey	erwärme vorsichtig	f107r.9:1	okaiin		LOCAL_LEFT	UNREAD_BETWEEN:f107r.9:3;UNREAD_BETWEEN:f107r.9:4			14	recorded
C_A	ZL3b	f107r|f107r.8-f107r.12	M	f107r.9:9	chey	prüfe	f107r.9:1	okaiin		LOCAL_LEFT	UNREAD_BETWEEN:f107r.9:3;UNREAD_BETWEEN:f107r.9:4;UNREAD_BETWEEN:f107r.9:6;UNREAD_BETWEEN:f107r.9:7;UNREAD_BETWEEN:f107r.9:8			18	recorded
