branch	edition	paragraph	grammar	qokeor	patient	material	prior_sheey	same_material_prior	W_type	E_type	debts	row_status
C_A	ZL3b	f102v2|f102v2.30-f102v2.39	J	f102v2.36:9	f102v2.35:9	qokeol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	ZL3b	f102v2|f102v2.30-f102v2.39	J	f102v2.38:4	f102v2.38:7	sho	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	ZL3b	f102v2|f102v2.30-f102v2.39	M	f102v2.33:1	f102v2.33:2	sho	1	0	UNKNOWN	UNKNOWN	EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	ZL3b	f102v2|f102v2.30-f102v2.39	M	f102v2.36:9	f102v2.35:9	qokeol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	ZL3b	f102v2|f102v2.30-f102v2.39	M	f102v2.38:4	f102v2.38:7	sho	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	ZL3b	f86v6|f86v6.1-f86v6.12	B	f86v6.11:3	f86v6.10:4	sheol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f86v6.10:5;UNREAD_BETWEEN:f86v6.10:6;UNREAD_BETWEEN:f86v6.10:7;UNREAD_BETWEEN:f86v6.10:8;UNREAD_BETWEEN:f86v6.10:9;UNREAD_BETWEEN:f86v6.10:10;UNREAD_BETWEEN:f86v6.11:1;UNREAD_BETWEEN:f86v6.11:2;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	ZL3b	f86v6|f86v6.1-f86v6.12	J	f86v6.11:3	f86v6.10:4	sheol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f86v6.10:5;UNREAD_BETWEEN:f86v6.10:6;UNREAD_BETWEEN:f86v6.10:7;UNREAD_BETWEEN:f86v6.10:8;UNREAD_BETWEEN:f86v6.10:9;UNREAD_BETWEEN:f86v6.10:10;UNREAD_BETWEEN:f86v6.11:1;UNREAD_BETWEEN:f86v6.11:2;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	ZL3b	f86v6|f86v6.1-f86v6.12	M	f86v6.11:3	f86v6.10:4	sheol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f86v6.10:5;UNREAD_BETWEEN:f86v6.10:6;UNREAD_BETWEEN:f86v6.10:7;UNREAD_BETWEEN:f86v6.10:8;UNREAD_BETWEEN:f86v6.10:9;UNREAD_BETWEEN:f86v6.10:10;UNREAD_BETWEEN:f86v6.11:1;UNREAD_BETWEEN:f86v6.11:2;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	IT2a	f102v2|f102v2.30-f102v2.36	B	f102v2.33:1	f102v2.33:2	sho	1	0	UNKNOWN	UNKNOWN	EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	IT2a	f102v2|f102v2.30-f102v2.36	B	f102v2.36:9	f102v2.35:9	qokeol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	IT2a	f102v2|f102v2.30-f102v2.36	J	f102v2.33:1	f102v2.33:2	sho	1	0	UNKNOWN	UNKNOWN	EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	IT2a	f102v2|f102v2.30-f102v2.36	J	f102v2.36:9	f102v2.35:9	qokeol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	IT2a	f102v2|f102v2.30-f102v2.36	M	f102v2.33:1	f102v2.33:2	sho	1	0	UNKNOWN	UNKNOWN	EXTRACT_PATIENT_NOT_BOUND	recorded
C_A	IT2a	f102v2|f102v2.30-f102v2.36	M	f102v2.36:9	f102v2.35:9	qokeol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.36:1;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	B	f111r.22:12	f111r.21:13	cheo	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f111r.21:15;UNREAD_BETWEEN:f111r.21:18;UNREAD_BETWEEN:f111r.21:19;UNREAD_BETWEEN:f111r.22:1;UNREAD_BETWEEN:f111r.22:2;UNREAD_BETWEEN:f111r.22:3;UNREAD_BETWEEN:f111r.22:5;UNREAD_BETWEEN:f111r.22:6;UNREAD_BETWEEN:f111r.22:11;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	J	f111r.22:12	f111r.21:13	cheo	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f111r.21:15;UNREAD_BETWEEN:f111r.21:18;UNREAD_BETWEEN:f111r.21:19;UNREAD_BETWEEN:f111r.22:1;UNREAD_BETWEEN:f111r.22:2;UNREAD_BETWEEN:f111r.22:3;UNREAD_BETWEEN:f111r.22:5;UNREAD_BETWEEN:f111r.22:6;UNREAD_BETWEEN:f111r.22:11;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f111r|f111r.6-f111r.35	M	f111r.22:12	f111r.21:13	cheo	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f111r.21:15;UNREAD_BETWEEN:f111r.21:18;UNREAD_BETWEEN:f111r.21:19;UNREAD_BETWEEN:f111r.22:1;UNREAD_BETWEEN:f111r.22:2;UNREAD_BETWEEN:f111r.22:3;UNREAD_BETWEEN:f111r.22:5;UNREAD_BETWEEN:f111r.22:6;UNREAD_BETWEEN:f111r.22:11;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f75v|f75v.38-f75v.42	B	f75v.39:5			0	0	UNKNOWN	UNKNOWN	MISSING_PATIENT;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f75v|f75v.38-f75v.42	J	f75v.39:5			0	0	UNKNOWN	UNKNOWN	MISSING_PATIENT;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f75v|f75v.38-f75v.42	M	f75v.39:5			0	0	UNKNOWN	UNKNOWN	MISSING_PATIENT;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	B	f111r.22:9	f111r.21:10	cheo	1	1	UNKNOWN	EXTRACT	UNREAD_BETWEEN:f111r.21:12;UNREAD_BETWEEN:f111r.21:15;UNREAD_BETWEEN:f111r.21:16;UNREAD_BETWEEN:f111r.22:1;UNREAD_BETWEEN:f111r.22:2;UNREAD_BETWEEN:f111r.22:4;UNREAD_BETWEEN:f111r.22:5;UNREAD_BETWEEN:f111r.22:7;UNREAD_BETWEEN:f111r.22:8;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	J	f111r.22:9	f111r.21:10	cheo	1	1	UNKNOWN	EXTRACT	UNREAD_BETWEEN:f111r.21:12;UNREAD_BETWEEN:f111r.21:15;UNREAD_BETWEEN:f111r.21:16;UNREAD_BETWEEN:f111r.22:1;UNREAD_BETWEEN:f111r.22:2;UNREAD_BETWEEN:f111r.22:4;UNREAD_BETWEEN:f111r.22:5;UNREAD_BETWEEN:f111r.22:7;UNREAD_BETWEEN:f111r.22:8;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	IT2a	f111r|f111r.6-f111r.35	M	f111r.22:9	f111r.21:10	cheo	1	1	UNKNOWN	EXTRACT	UNREAD_BETWEEN:f111r.21:12;UNREAD_BETWEEN:f111r.21:15;UNREAD_BETWEEN:f111r.21:16;UNREAD_BETWEEN:f111r.22:1;UNREAD_BETWEEN:f111r.22:2;UNREAD_BETWEEN:f111r.22:4;UNREAD_BETWEEN:f111r.22:5;UNREAD_BETWEEN:f111r.22:7;UNREAD_BETWEEN:f111r.22:8;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	IT2a	f75v|f75v.38-f75v.42	B	f75v.39:5	f75v.38:1	tol	0	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f75v.38:2;UNREAD_BETWEEN:f75v.38:3;UNREAD_BETWEEN:f75v.38:5;UNREAD_BETWEEN:f75v.38:6;UNREAD_BETWEEN:f75v.38:7;UNREAD_BETWEEN:f75v.38:8;UNREAD_BETWEEN:f75v.38:9;UNREAD_BETWEEN:f75v.38:10;UNREAD_BETWEEN:f75v.38:11;UNREAD_BETWEEN:f75v.38:12;UNREAD_BETWEEN:f75v.38:13;UNREAD_BETWEEN:f75v.39:1;UNREAD_BETWEEN:f75v.39:2;UNREAD_BETWEEN:f75v.39:3;UNREAD_BETWEEN:f75v.39:4;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	IT2a	f75v|f75v.38-f75v.42	J	f75v.39:5	f75v.38:1	tol	0	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f75v.38:2;UNREAD_BETWEEN:f75v.38:3;UNREAD_BETWEEN:f75v.38:5;UNREAD_BETWEEN:f75v.38:6;UNREAD_BETWEEN:f75v.38:7;UNREAD_BETWEEN:f75v.38:8;UNREAD_BETWEEN:f75v.38:9;UNREAD_BETWEEN:f75v.38:10;UNREAD_BETWEEN:f75v.38:11;UNREAD_BETWEEN:f75v.38:12;UNREAD_BETWEEN:f75v.38:13;UNREAD_BETWEEN:f75v.39:1;UNREAD_BETWEEN:f75v.39:2;UNREAD_BETWEEN:f75v.39:3;UNREAD_BETWEEN:f75v.39:4;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	IT2a	f75v|f75v.38-f75v.42	M	f75v.39:5	f75v.38:1	tol	0	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f75v.38:2;UNREAD_BETWEEN:f75v.38:3;UNREAD_BETWEEN:f75v.38:5;UNREAD_BETWEEN:f75v.38:6;UNREAD_BETWEEN:f75v.38:7;UNREAD_BETWEEN:f75v.38:8;UNREAD_BETWEEN:f75v.38:9;UNREAD_BETWEEN:f75v.38:10;UNREAD_BETWEEN:f75v.38:11;UNREAD_BETWEEN:f75v.38:12;UNREAD_BETWEEN:f75v.38:13;UNREAD_BETWEEN:f75v.39:1;UNREAD_BETWEEN:f75v.39:2;UNREAD_BETWEEN:f75v.39:3;UNREAD_BETWEEN:f75v.39:4;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v1|f102v1.7-f102v1.14	B	f102v1.8:5	f102v1.8:8	cheor	0	0	EXTRACT	EXTRACT		recorded
C_Q	ZL3b	f102v1|f102v1.7-f102v1.14	J	f102v1.8:5	f102v1.8:8	cheor	0	0	EXTRACT	EXTRACT		recorded
C_Q	ZL3b	f102v1|f102v1.7-f102v1.14	M	f102v1.8:5	f102v1.8:8	cheor	0	0	EXTRACT	EXTRACT		recorded
C_Q	ZL3b	f102v2|f102v2.17-f102v2.23	B	f102v2.20:1	f102v2.18:4	okeol	0	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.19:1;UNREAD_BETWEEN:f102v2.19:2;UNREAD_BETWEEN:f102v2.19:4;UNREAD_BETWEEN:f102v2.19:5;UNREAD_BETWEEN:f102v2.19:7;UNREAD_BETWEEN:f102v2.19:11;UNREAD_BETWEEN:f102v2.19:12;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.17-f102v2.23	J	f102v2.20:1	f102v2.18:4	okeol	0	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.19:1;UNREAD_BETWEEN:f102v2.19:2;UNREAD_BETWEEN:f102v2.19:4;UNREAD_BETWEEN:f102v2.19:5;UNREAD_BETWEEN:f102v2.19:7;UNREAD_BETWEEN:f102v2.19:11;UNREAD_BETWEEN:f102v2.19:12;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.17-f102v2.23	M	f102v2.20:1	f102v2.18:4	okeol	0	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.19:1;UNREAD_BETWEEN:f102v2.19:2;UNREAD_BETWEEN:f102v2.19:4;UNREAD_BETWEEN:f102v2.19:5;UNREAD_BETWEEN:f102v2.19:7;UNREAD_BETWEEN:f102v2.19:11;UNREAD_BETWEEN:f102v2.19:12;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	B	f102v2.33:1	f102v2.33:2	sho	1	0	UNKNOWN	UNKNOWN	EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	B	f102v2.36:9	f102v2.35:9	qokeol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	B	f102v2.38:4	f102v2.38:7	sho	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	J	f102v2.33:1	f102v2.33:2	sho	1	0	UNKNOWN	UNKNOWN	EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	J	f102v2.36:9	f102v2.35:9	qokeol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	J	f102v2.38:4	f102v2.38:7	sho	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	M	f102v2.33:1	f102v2.33:2	sho	1	0	UNKNOWN	UNKNOWN	EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	M	f102v2.36:9	f102v2.35:9	qokeol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.36:1;UNREAD_BETWEEN:f102v2.36:5;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f102v2|f102v2.30-f102v2.39	M	f102v2.38:4	f102v2.38:7	sho	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f102v2.38:6;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f86v6|f86v6.1-f86v6.12	B	f86v6.11:3	f86v6.10:4	sheol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f86v6.10:5;UNREAD_BETWEEN:f86v6.10:6;UNREAD_BETWEEN:f86v6.10:7;UNREAD_BETWEEN:f86v6.10:8;UNREAD_BETWEEN:f86v6.10:9;UNREAD_BETWEEN:f86v6.10:10;UNREAD_BETWEEN:f86v6.11:1;UNREAD_BETWEEN:f86v6.11:2;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f86v6|f86v6.1-f86v6.12	J	f86v6.11:3	f86v6.10:4	sheol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f86v6.10:5;UNREAD_BETWEEN:f86v6.10:6;UNREAD_BETWEEN:f86v6.10:7;UNREAD_BETWEEN:f86v6.10:8;UNREAD_BETWEEN:f86v6.10:9;UNREAD_BETWEEN:f86v6.10:10;UNREAD_BETWEEN:f86v6.11:1;UNREAD_BETWEEN:f86v6.11:2;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	ZL3b	f86v6|f86v6.1-f86v6.12	M	f86v6.11:3	f86v6.10:4	sheol	1	0	UNKNOWN	UNKNOWN	UNREAD_BETWEEN:f86v6.10:5;UNREAD_BETWEEN:f86v6.10:6;UNREAD_BETWEEN:f86v6.10:7;UNREAD_BETWEEN:f86v6.10:8;UNREAD_BETWEEN:f86v6.10:9;UNREAD_BETWEEN:f86v6.10:10;UNREAD_BETWEEN:f86v6.11:1;UNREAD_BETWEEN:f86v6.11:2;IMPLICIT_SUBJECT_CONTINUATION;EXTRACT_PATIENT_NOT_BOUND	recorded
C_Q	IT2a	f102v2|f102v2.30-f102v2.36	B	f102v2.33:1	f102v2.33:2	sho	1	0	UNKNOWN	UNKNOWN	EXTRACT_PATIENT_NOT_BOUND	recorded
