source_group_id	unit_id	page	visible_surface	clause_shape_id	source_slots	workshop_vernacular_clause	latin_formulary_clause	tabular_notation_clause	historical_mechanism	concrete_value_source
E025	H2-S002	f10r	chor	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	EX / LIQUOR / PRAEPARATIO: Ansatz.	SRC | Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E026	H2-S002	f10r	otol	C02	ORDER	Danach oder in demselben Gang: danach fortsetzen.	DEINDE / IDEM: danach fortsetzen.	ORD | danach fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E027	H2-S002	f10r	chol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E028	H2-S002	f10r	cholor	C02	ORDER>SOURCE_OR_PREPARATION	Danach oder in demselben Gang: Fortsetzungsansatz.	DEINDE / IDEM: Fortsetzungsansatz.	ORD | Fortsetzungsansatz.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E029	H2-S002	f10r	chol	C02	ORDER	Danach oder in demselben Gang: fortsetzen.	DEINDE / IDEM: fortsetzen.	ORD | fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E030	H2-S002	f10r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E031	H2-S002	f10r	dar	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: aus dem Ansatz.	EX / LIQUOR / PRAEPARATIO: aus dem Ansatz.	SRC | aus dem Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E032	H2-S003	f10r	oykchor	C05	ACTION>SOURCE_OR_PREPARATION>REFERENT	Führe es aus dem Vorrat oder am Ansatz aus: aktuellen Ansatz bearbeiten.	EX MATERIA / IN PRAEPARATIONE: aktuellen Ansatz bearbeiten.	OP+EX | aktuellen Ansatz bearbeiten.	Rezeptquelle oder laufende Zubereitung als geerbtes Argument	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E033	H2-S003	f10r	shor	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	EX / LIQUOR / PRAEPARATIO: Ansatz.	SRC | Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E034	H2-S003	f10r	chor	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	EX / LIQUOR / PRAEPARATIO: Ansatz.	SRC | Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E035	H2-S003	f10r	chy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E036	H2-S003	f10r	kaiiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Weichstufe.	MENSURA / PORTIO / GRADUS: Weichstufe.	Q | Weichstufe.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E037	H2-S003	f10r	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E038	H2-S003	f10r	chodaiin	C01	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE	Setze die gelernte Fachkarte: Zutatenmaß.	NOMEN: Zutatenmaß.	N | Zutatenmaß.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E039	H3-S001	f11r	tshol	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zutat entnehmen.	NOMEN: Zutat entnehmen.	N | Zutat entnehmen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E040	H3-S001	f11r	schoal	C01	LEARNED_OR_LOCAL_BODY>TARGET	Setze die gelernte Fachkarte: Zutat an die Arbeitsstelle geben.	NOMEN: Zutat an die Arbeitsstelle geben.	N | Zutat an die Arbeitsstelle geben.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E041	H3-S001	f11r	cfhy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten auswringen.	HOC OPERA: aktuellen Posten auswringen.	OP+HOC | aktuellen Posten auswringen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E042	H3-S001	f11r	shfydaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: Standmaß.	OPERA AD MENSURAM / GRADUM: Standmaß.	OP+Q | Standmaß.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E043	H3-S001	f11r	cphy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten nachseihen.	HOC OPERA: aktuellen Posten nachseihen.	OP+HOC | aktuellen Posten nachseihen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E044	H3-S001	f11r	shey	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: klarer Auszug.	NOMEN: klarer Auszug.	N | klarer Auszug.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E045	H3-S001	f11r	tchody	C01	LEARNED_OR_LOCAL_BODY>CLOSE	Setze die gelernte Fachkarte: Eingangsposten beiseitestellen; Schluss.	NOMEN: Eingangsposten beiseitestellen; Schluss.	N | Eingangsposten beiseitestellen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E046	H3-S002	f11r	shoyty	C01	LEARNED_OR_LOCAL_BODY>QUANTITY_OR_STAGE>REFERENT	Setze die gelernte Fachkarte: Zutatenteil.	NOMEN: Zutatenteil.	N | Zutatenteil.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E047	H3-S003	f11r	dchol	C02	ORDER	Danach oder in demselben Gang: vorigen Posten fortsetzen.	DEINDE / IDEM: vorigen Posten fortsetzen.	ORD | vorigen Posten fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E048	H3-S003	f11r	chy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E049	H3-S003	f11r	kchy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: diesen Posten bearbeiten.	HOC OPERA: diesen Posten bearbeiten.	OP+HOC | diesen Posten bearbeiten.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E050	H3-S003	f11r	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E051	H3-S003	f11r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E052	H3-S004	f11r	qotchy	C02	ORDER>REFERENT	Danach oder in demselben Gang: anschließender Arbeitsposten.	DEINDE / IDEM: anschließender Arbeitsposten.	ORD | anschließender Arbeitsposten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E053	H3-S004	f11r	okchol	C02	ORDER>ACTION	Danach oder in demselben Gang: weiterlaufenden Posten aufnehmen.	DEINDE / IDEM: weiterlaufenden Posten aufnehmen.	ORD | weiterlaufenden Posten aufnehmen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E054	H3-S004	f11r	cthy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: bereit.	HOC OPERA: bereit.	OP+HOC | bereit.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E055	H3-S004	f11r	dy	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E056	H4-S001	f55v	qokaiin	C06	ACTION>QUANTITY_OR_STAGE	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	OPERA AD MENSURAM / GRADUM: auf Sollmaß einstellen.	OP+Q | auf Sollmaß einstellen.	Apothekermaß, Anteil oder Arbeitsstufe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E057	H4-S001	f55v	chaiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E058	H4-S001	f55v	ykain	C10	QUANTITY_OR_STAGE>REFERENT	Setze Maß, Portion oder Stufe: Postenportion.	MENSURA / PORTIO / GRADUS: Postenportion.	Q | Postenportion.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E059	H4-S001	f55v	ykan	C10	QUANTITY_OR_STAGE>REFERENT	Setze Maß, Portion oder Stufe: dieser Anteil.	MENSURA / PORTIO / GRADUS: dieser Anteil.	Q | dieser Anteil.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E060	H4-S001	f55v	ody	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: kühlen.	NOMEN: kühlen.	N | kühlen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E061	H4-S002	f55v	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E062	H4-S002	f55v	chedy	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: laufenden Posten umsetzen.	HOC OPERA: laufenden Posten umsetzen.	OP+HOC | laufenden Posten umsetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E063	H4-S002	f55v	talam	C01	LEARNED_OR_LOCAL_BODY>TARGET	Setze die gelernte Fachkarte: am Ziel verwahren.	NOMEN: am Ziel verwahren.	N | am Ziel verwahren.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E064	H4-S003	f55v	ykaiin	C10	QUANTITY_OR_STAGE>REFERENT	Setze Maß, Portion oder Stufe: Postenmaß.	MENSURA / PORTIO / GRADUS: Postenmaß.	Q | Postenmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E065	H4-S003	f55v	cheoar	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Auszug entnehmen.	EX / LIQUOR / PRAEPARATIO: Auszug entnehmen.	SRC | Auszug entnehmen.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E066	H4-S003	f55v	cheeky	C03	ACTION>GRADE>REFERENT	Führe aus und beachte Dauer oder Endpunkt: länger erwärmen und offen halten.	OPERA USQUE / FIAT: länger erwärmen und offen halten.	OP+GR | länger erwärmen und offen halten.	Handlung plus sichtbarer Endpunkt, Zeit oder gebundener Grad	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E067	H4-S003	f55v	oldy	C02	ORDER>CLOSE	Danach oder in demselben Gang: Fortsetzung abschließen.	DEINDE / IDEM: Fortsetzung abschließen.	ORD | Fortsetzung abschließen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E068	H4-S004	f55v	aiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E069	H4-S004	f55v	okal	C04	ACTION>TARGET	Führe es an der bezeichneten Stelle aus: dort ansetzen.	AD LOCUM: dort ansetzen.	OP+AD | dort ansetzen.	medizinisches oder technisches Ziel aus Bild und laufendem Record	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E070	H4-S004	f55v	oltchy	C02	ORDER>ACTION>REFERENT	Danach oder in demselben Gang: bereiten Posten weiterführen.	DEINDE / IDEM: bereiten Posten weiterführen.	ORD | bereiten Posten weiterführen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E071	H4-S004	f55v	or	C09	SOURCE_OR_PREPARATION	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatz.	EX / LIQUOR / PRAEPARATIO: Ansatz.	SRC | Ansatz.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E072	H4-S004	f55v	y	C12	REFERENT	Nimm diesen Posten wieder auf: dieser Posten.	HOC / IDEM: dieser Posten.	REF | dieser Posten.	verkürzte Anapher oder residuale Kurzform	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E073	H4-S004	f55v	orain	C09	SOURCE_OR_PREPARATION>QUANTITY_OR_STAGE	Nenne Quelle, Lauf, Auszug oder Ansatz: Ansatzportion.	EX / LIQUOR / PRAEPARATIO: Ansatzportion.	SRC | Ansatzportion.	Stoff- und Zwischenproduktfeld der Rezept- oder Werkstattprosa	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E074	H5-S001	f56r	chochor	C01	LEARNED_OR_LOCAL_BODY>SOURCE_OR_PREPARATION	Setze die gelernte Fachkarte: Zutatenansatz.	NOMEN: Zutatenansatz.	N | Zutatenansatz.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E075	H5-S001	f56r	cho	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Eingangsposten oder Zutat.	NOMEN: Eingangsposten oder Zutat.	N | Eingangsposten oder Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E076	H5-S001	f56r	chodaly	C01	LEARNED_OR_LOCAL_BODY>TARGET>REFERENT	Setze die gelernte Fachkarte: diese Zutat zur Stelle bringen.	NOMEN: diese Zutat zur Stelle bringen.	N | diese Zutat zur Stelle bringen.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E077	H5-S001	f56r	daiin	C10	QUANTITY_OR_STAGE	Setze Maß, Portion oder Stufe: Sollmaß.	MENSURA / PORTIO / GRADUS: Sollmaß.	Q | Sollmaß.	Zahl-, Gewichts-, ana- oder Stufenfeld	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E078	H5-S001	f56r	sho	C01	LEARNED_OR_LOCAL_BODY	Setze die gelernte Fachkarte: Zutat.	NOMEN: Zutat.	N | Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E079	H5-S001	f56r	kchol	C02	ORDER>ACTION	Danach oder in demselben Gang: weiter bearbeiten.	DEINDE / IDEM: weiter bearbeiten.	ORD | weiter bearbeiten.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E080	H5-S001	f56r	otchor	C02	ORDER>SOURCE_OR_PREPARATION	Danach oder in demselben Gang: Folgeansatz.	DEINDE / IDEM: Folgeansatz.	ORD | Folgeansatz.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E081	H5-S001	f56r	choky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E082	H5-S001	f56r	dal	C11	TARGET	Setze die bezeichnete Zielstelle: dorthin.	AD LOCUM DESIGNATUM: dorthin.	AD | dorthin.	Bild-, Gefäß-, Körper- oder Stationsadresse	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E083	H5-S002	f56r	schol	C02	ORDER	Danach oder in demselben Gang: vorigen Posten fortsetzen.	DEINDE / IDEM: vorigen Posten fortsetzen.	ORD | vorigen Posten fortsetzen.	parataktische Rezeptfolge und wiederaufgenommener Arbeitsposten	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E084	H5-S002	f56r	choy	C01	LEARNED_OR_LOCAL_BODY>REFERENT	Setze die gelernte Fachkarte: diese Zutat.	NOMEN: diese Zutat.	N | diese Zutat.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E085	H5-S002	f56r	choky	C07	ACTION>REFERENT	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	HOC OPERA: aktuellen Posten ansetzen.	OP+HOC | aktuellen Posten ansetzen.	elliptischer aktueller Gegenstand wie hoc/idem	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
E086	H5-S002	f56r	cheeckhody	C01	LEARNED_OR_LOCAL_BODY>ACTION>GRADE>CLOSE	Setze die gelernte Fachkarte: länger auftragen; Schluss.	NOMEN: länger auftragen; Schluss.	N | länger auftragen; Schluss.	Ganzkürzel, Nomenklatorwert oder gelernte technische Brevigrafe	SHARED_DICTIONARY_PLUS_OWNER_CONTEXT
