edition	paragraph	model	at	word	hypothesis
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G004	qol	⟦qol⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G005	qol	⟦qol⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G006	ol	mit
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G007	sheedy	Zubereitung A
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G008	cheey	zerreibe fein
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G009	dol	Portion
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G010	ol	mit
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G011	sheey	benetze
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G012	qokain	erwärmte Dosis P
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.40|G013	olol	⟦olol⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G001	sal	⟦sal⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G002	shedy	⟦shedy⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G003	qokain	erwärmte Dosis P
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G004	shey	Zubereitung B
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G005	qoin	⟦qoin⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G006	ol	mit
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G007	shey	Zubereitung B
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G008	ol	mit
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G009	shey	Zubereitung B
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G010	qoky	erwärme mäßig
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G011	qol	⟦qol⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G012	cheey	zerreibe fein
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G013	chl	⟦chl⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G014	or	Anteil
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.41|G015	sheolo	⟦sheolo⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.42|G001	o	und
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.42|G002	l	⟦l⟧
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.42|G003	sheey	benetze
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.42|G004	qolshey	mit
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.42|G005	qokain	erwärmte Dosis P
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.42|G006	okaiin	Dosis des Grundansatzes
ZL3b	f75v|f75v.38-f75v.42	N	ZL3b|f75v.42|G007	charor	⟦charor⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G001	{c@132;h}{c@133;h}ey	⟦{c@132;h}{c@133;h}ey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G002	rcheky	⟦rcheky⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G003	shepchedy	⟦shepchedy⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G004	qokar	erwärmter Anteil
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G005	ol	mit
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G006	qockhey	⟦qockhey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G007	olchey	⟦olchey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G008	qokedy	⟦qokedy⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G009	koroiin	⟦koroiin⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.34|G010	y	und
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G001	olkeey	⟦olkeey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G002	l	⟦l⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G003	sheol	feuchtes Gemenge
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G004	qokeey	erhitze anhaltend
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G005	shedy	⟦shedy⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G006	qol	⟦qol⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G007	shedy	⟦shedy⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G008	qokain	erwärmte Dosis P
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G009	shey	Zubereitung B
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G010	qoty	⟦qoty⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G011	qokain	erwärmte Dosis P
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.35|G012	qokady	⟦qokady⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G001	qokeey	erhitze anhaltend
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G002	rchey	⟦rchey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G003	tain	⟦tain⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G004	oteey	⟦oteey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G005	qokain	erwärmte Dosis P
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G006	shekaiin	⟦shekaiin⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G007	sheckhy	Mischung
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G008	qolshey	mit
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G009	qokain	erwärmte Dosis P
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G010	ol	mit
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.36|G011	lom	⟦lom⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G001	sol	⟦sol⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G002	olkeeey	⟦olkeeey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G003	otar	⟦otar⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G004	orchey	⟦orchey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G005	qokeey	erhitze anhaltend
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G006	ltalor	⟦ltalor⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G007	olor	⟦olor⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G008	qokaiin	⟦qokaiin⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G009	ol	mit
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G010	shey	Zubereitung B
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G011	qotor	kühle ab
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.37|G012	alom	⟦alom⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G001	sor	weiterer Bestandteil
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G002	olky	⟦olky⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G003	qoty	⟦qoty⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G004	ty	⟦ty⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G005	tor	⟦tor⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G006	sheyky	⟦sheyky⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G007	t	⟦t⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G008	otol	⟦otol⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G009	opchedy	⟦opchedy⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G010	qokain	erwärmte Dosis P
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G011	sheky	⟦sheky⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G012	qokain	erwärmte Dosis P
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.38|G013	ol	mit
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.39|G001	qokeedy	⟦qokeedy⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.39|G002	qokail	⟦qokail⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.39|G003	oteey	⟦oteey⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.39|G004	otain	⟦otain⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.39|G005	shedy	⟦shedy⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.39|G006	ykeey	erwärme erneut
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.39|G007	rar	⟦rar⟧
ZL3b	f80r|f80r.34-f80r.39	N	ZL3b|f80r.39|G008	[a:o]lshees	⟦[a:o]lshees⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G001	tol	kühles Material
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G002	sheor	⟦sheor⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G003	qokal	⟦qokal⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G004	dar	Teilmenge
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G005	olked	⟦olked⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G006	orol	⟦orol⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G007	kchey	⟦kchey⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G008	otain	⟦otain⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G009	olchey	⟦olchey⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G010	okar	⟦okar⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G011	sheky	⟦sheky⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G012	dedy	⟦dedy⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.38|G013	kedy	⟦kedy⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G001	qoqokeey	⟦qoqokeey⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G002	olkain	⟦olkain⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G003	qol	⟦qol⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G004	sheedy	Zubereitung A
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G005	qokeor	erhitze den Auszug
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G006	sheedy	Zubereitung A
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G007	qokal	⟦qokal⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G008	or	Anteil
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G009	chey	prüfe
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G010	qokar	erwärmter Anteil
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G011	ol	mit
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.39|G012	aiin	Maßzahl Q
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G001	dlshedy	⟦dlshedy⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G002	qokain	erwärmte Dosis P
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G003	dal	Maß
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G004	qol	⟦qol⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G005	qol	⟦qol⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G006	ol	mit
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G007	sheedy	Zubereitung A
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G008	cheey	zerreibe fein
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G009	dal	Maß
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G010	ol	mit
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G011	sheey	benetze
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G012	qokain	erwärmte Dosis P
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.40|G013	olol	⟦olol⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G001	sal	⟦sal⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G002	shedy	⟦shedy⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G003	qokain	erwärmte Dosis P
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G004	shey	Zubereitung B
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G005	qoin	⟦qoin⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G006	ol	mit
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G007	shey	Zubereitung B
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G008	ol	mit
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G009	shey	Zubereitung B
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G010	qoky	erwärme mäßig
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G011	qol	⟦qol⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G012	cheey	zerreibe fein
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G013	chl	⟦chl⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G014	or	Anteil
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.41|G015	sheolo	⟦sheolo⟧
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.42|G001	ol	mit
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.42|G002	sheey	benetze
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.42|G003	qolshey	mit
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.42|G004	qokain	erwärmte Dosis P
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.42|G005	okaiin	Dosis des Grundansatzes
IT2a	f75v|f75v.38-f75v.42	N	IT2a|f75v.42|G006	charor	⟦charor⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G001	cthcthey	⟦cthcthey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G002	rcheky	⟦rcheky⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G003	shepchedy	⟦shepchedy⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G004	qokor	erhitze
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G005	ol	mit
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G006	qockhey	⟦qockhey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G007	olchey	⟦olchey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G008	qokedy	⟦qokedy⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G009	koroiin	⟦koroiin⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.34|G010	y	und
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G001	olkeey	⟦olkeey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G002	lsheol	⟦lsheol⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G003	qokeey	erhitze anhaltend
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G004	shedy	⟦shedy⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G005	qol	⟦qol⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G006	shedy	⟦shedy⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G007	qokaiin	⟦qokaiin⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G008	shey	Zubereitung B
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G009	qoty	⟦qoty⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G010	qokaiin	⟦qokaiin⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.35|G011	qokady	⟦qokady⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G001	qokeey	erhitze anhaltend
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G002	rchey	⟦rchey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G003	tain	⟦tain⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G004	oteey	⟦oteey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G005	qokain	erwärmte Dosis P
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G006	shekaiin	⟦shekaiin⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G007	sheckhy	Mischung
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G008	qolshey	mit
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G009	qokain	erwärmte Dosis P
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G010	ol	mit
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.36|G011	lom	⟦lom⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G001	sol	⟦sol⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G002	olkeeey	⟦olkeeey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G003	otar	⟦otar⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G004	orchey	⟦orchey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G005	qokeey	erhitze anhaltend
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G006	ltalor	⟦ltalor⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G007	olor	⟦olor⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G008	qokaiin	⟦qokaiin⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G009	ol	mit
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G010	shey	Zubereitung B
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G011	qotor	kühle ab
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.37|G012	alom	⟦alom⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G001	sor	weiterer Bestandteil
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G002	olky	⟦olky⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G003	qoty	⟦qoty⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G004	ty	⟦ty⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G005	tor	⟦tor⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G006	cheyky	⟦cheyky⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G007	totol	⟦totol⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G008	opchedy	⟦opchedy⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G009	qokain	erwärmte Dosis P
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G010	sheky	⟦sheky⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G011	qokain	erwärmte Dosis P
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.38|G012	ol	mit
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.39|G001	qokeedy	⟦qokeedy⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.39|G002	qokail	⟦qokail⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.39|G003	oteey	⟦oteey⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.39|G004	otain	⟦otain⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.39|G005	shedy	⟦shedy⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.39|G006	ykeey	erwärme erneut
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.39|G007	rar	⟦rar⟧
IT2a	f80r|f80r.34-f80r.39	N	IT2a|f80r.39|G008	alshees	⟦alshees⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G001	tolsheor	⟦tolsheor⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G002	qokal	⟦qokal⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G003	dar	Teilmenge
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G004	olked	⟦olked⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G005	orol	⟦orol⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G006	kchey	⟦kchey⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G007	okain	⟦okain⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G008	olchey	⟦olchey⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G009	okar	⟦okar⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G010	sheky	⟦sheky⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G011	dedy	⟦dedy⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.38|G012	kedy	⟦kedy⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G001	qoqokeey	⟦qoqokeey⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G002	olkain	⟦olkain⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G003	qol	⟦qol⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G004	sheedy	Zubereitung A
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G005	qokeor	erhitze den Auszug
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G006	sheedy	Zubereitung A
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G007	qokal	⟦qokal⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G008	or	Anteil
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G009	chey	prüfe
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G010	qokar	erwärmter Anteil
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G011	ol	mit
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.39|G012	aiin	Maßzahl Q
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.40|G001	dlshedy	⟦dlshedy⟧
ZL3b	f75v|f75v.38-f75v.42	A	ZL3b|f75v.40|G002	qokain	erwärmte Dosis P
