global_priority_rank	tier_rank	priority_tier	priority_reason	source_realization_cell_id	frozen_frame	action_root	action_recipe	register	portable_component_trace_de	owner_local_slot_trace_de	composed_working_phrase_de	evidence_status_retained	state_requirement	state_warning	same_register_nontr_head_count	same_register_nontr_roots	same_register_nontr_event_count	same_register_nontr_clause_form_count	opposite_tr_observed	opposite_tr_root	opposite_tr_event_count	same_action_other_register_count	same_action_other_registers	same_action_cross_register_event_count	same_register_family_supported	cross_register_same_action_anchored	all_slot_values_old	composed_working_label_retained	surface_prediction_made	occurrence_prediction_made
32	5	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C049	@ACTION+AL+Y	R	R+AL+Y	CELESTIAL	MARKIEREN · ZIELORT · POSTEN	R=POSITION MARKIEREN · AL=ZIELPOSITION · Y=POSITIONSPOSTEN	Markiere den Positionsposten; zur Zielposition.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	OK	2	1	YES	T	1	1	BIOLOGICAL	1	YES	YES	YES	YES	NO	NO
33	6	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C094	@ACTION+Y	T	T+Y	CELESTIAL	EINSTELLEN · POSTEN	T=WERT EINSTELLEN · Y=POSITIONSPOSTEN	Stelle den Positionsposten ein.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	CHD	2	1	NO	NONE	0	2	HERBAL|BIOLOGICAL	3	YES	YES	YES	YES	NO	NO
34	7	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C099	@ACTION+Y	R	R+Y	CELESTIAL	MARKIEREN · POSTEN	R=POSITION MARKIEREN · Y=POSITIONSPOSTEN	Markiere den Positionsposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	CHD	2	1	NO	NONE	0	1	BIOLOGICAL	2	YES	YES	YES	YES	NO	NO
35	8	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C050	@ACTION+AL+Y	R	R+AL+Y	PHARMA	MARKIEREN · ZIELORT · POSTEN	R=POSTEN MARKIEREN · AL=ZIELGEFÄSS · Y=DROGENPOSTEN	Markiere den Drogenposten; zum Zielgefäß.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	CH	2	1	NO	NONE	0	1	BIOLOGICAL	1	YES	YES	YES	YES	NO	NO
36	9	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C045	@ACTION+AL+Y	T	T+AL+Y	PHARMA	EINSTELLEN · ZIELORT · POSTEN	T=ANSATZWERT EINSTELLEN · AL=ZIELGEFÄSS · Y=DROGENPOSTEN	Stelle den Drogenposten ein; zum Zielgefäß.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	CH	2	1	NO	NONE	0	1	CELESTIAL	1	YES	YES	YES	YES	NO	NO
37	10	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C035	@ACTION+AL	T	T+AL	PHARMA	EINSTELLEN · ZIELORT	T=ANSATZWERT EINSTELLEN · AL=ZIELGEFÄSS	Stelle den Drogenposten [wie zuvor] ein; zum Zielgefäß.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	1	OK	1	1	YES	R	1	2	BIOLOGICAL|CELESTIAL	3	YES	YES	YES	YES	NO	NO
38	11	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C103	CH+@ACTION	T	CH+T	BIOLOGICAL	NEHMEN · EINSTELLEN	CH=POSTEN ENTNEHMEN · T=STATIONSWERT EINSTELLEN	Entnimm den Stationsposten [wie zuvor] und stelle den Stationsposten [wie zuvor] ein.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	1	K	1	1	YES	R	1	1	HERBAL	1	YES	YES	YES	YES	NO	NO
39	12	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C031	@ACTION+AL	T	T+AL	SOURCE_SECTION_T	EINSTELLEN · ZIELORT	T=FESTLEGEN · AL=ZIELSPALTE	Lege den laufenden Eintrag [wie zuvor] fest; zur Zielspalte.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	1	CH	1	1	NO	NONE	0	2	BIOLOGICAL|CELESTIAL	3	YES	YES	YES	YES	NO	NO
40	13	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C036	@ACTION+AL	R	R+AL	SOURCE_SECTION_T	MARKIEREN · ZIELORT	R=KENNZEICHNEN · AL=ZIELSPALTE	Kennzeichne den laufenden Eintrag [wie zuvor]; zur Zielspalte.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	1	CH	1	1	NO	NONE	0	2	BIOLOGICAL|PHARMA	2	YES	YES	YES	YES	NO	NO
41	14	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C024	@ACTION+AIN	T	T+AIN	CELESTIAL	EINSTELLEN · ANTEIL	T=WERT EINSTELLEN · AIN=SEKTORANTEIL	Stelle den Sektoranteil ein.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	S	1	1	NO	NONE	0	2	BIOLOGICAL|PHARMA	2	YES	YES	YES	YES	NO	NO
42	15	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C021	@ACTION+AIN	T	T+AIN	SOURCE_SECTION_T	EINSTELLEN · ANTEIL	T=FESTLEGEN · AIN=TEILWERT	Lege den Teilwert fest.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	OK	1	1	NO	NONE	0	2	BIOLOGICAL|PHARMA	2	YES	YES	YES	YES	NO	NO
43	16	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C029	@ACTION+AIN	R	R+AIN	CELESTIAL	MARKIEREN · ANTEIL	R=POSITION MARKIEREN · AIN=SEKTORANTEIL	Markiere den Sektoranteil.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	S	1	1	NO	NONE	0	1	BIOLOGICAL	3	YES	YES	YES	YES	NO	NO
44	17	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C026	@ACTION+AIN	R	R+AIN	SOURCE_SECTION_T	MARKIEREN · ANTEIL	R=KENNZEICHNEN · AIN=TEILWERT	Kennzeichne den Teilwert.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	1	OK	1	1	NO	NONE	0	1	BIOLOGICAL	3	YES	YES	YES	YES	NO	NO
45	18	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C109	CH+@ACTION	R	CH+R	CELESTIAL	NEHMEN · MARKIEREN	CH=POSITION AUFNEHMEN · R=POSITION MARKIEREN	Nimm den Positionsposten [wie zuvor] auf und markiere den Positionsposten [wie zuvor].	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	1	S	1	1	NO	NONE	0	1	BIOLOGICAL	1	YES	YES	YES	YES	NO	NO
46	19	B_SINGLE_NONTR_HEAD	ONE_EXACT_NONTR_HEAD_IN_TARGET_REGISTER	G493-C104	CH+@ACTION	T	CH+T	CELESTIAL	NEHMEN · EINSTELLEN	CH=POSITION AUFNEHMEN · T=WERT EINSTELLEN	Nimm den Positionsposten [wie zuvor] auf und stelle den Positionsposten [wie zuvor] ein.	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	1	S	1	1	NO	NONE	0	1	HERBAL	1	YES	YES	YES	YES	NO	NO
47	1	C_OPPOSITE_TR_ONLY	EXACT_OPPOSITE_TR_HEAD_IN_TARGET_REGISTER_ONLY	G493-C107	CH+@ACTION	R	CH+R	HERBAL	NEHMEN · MARKIEREN	CH=PFLANZENTEIL NEHMEN · R=TEIL MARKIEREN	Nimm den Pflanzenposten [wie zuvor] und markiere den Pflanzenposten [wie zuvor].	COMPOSED_WORKING	ACTIVE_ARGUMENT_REQUIRED	ACTIVE_ARGUMENT_MAY_OVERRIDE_Y_DEFAULT	0	NONE	0	0	YES	T	1	1	BIOLOGICAL	1	YES	YES	YES	YES	NO	NO
48	2	C_OPPOSITE_TR_ONLY	EXACT_OPPOSITE_TR_HEAD_IN_TARGET_REGISTER_ONLY	G493-C056	@ACTION+CH+E+Y	R	R+CH+E+Y	SOURCE_SECTION_T	MARKIEREN · NEHMEN · GRAD I · POSTEN	R=KENNZEICHNEN · CH=ENTNEHMEN · E=GRAD I · Y=LAUFENDER EINTRAG	Kennzeichne den laufenden Eintrag und entnimm den laufenden Eintrag; auf Grad I.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	YES	T	1	1	BIOLOGICAL	1	YES	YES	YES	YES	NO	NO
49	3	C_OPPOSITE_TR_ONLY	EXACT_OPPOSITE_TR_HEAD_IN_TARGET_REGISTER_ONLY	G493-C087	@ACTION+OR+Y	R	R+OR+Y	HERBAL	MARKIEREN · EINHEIT · POSTEN	R=TEIL MARKIEREN · OR=ARBEITSEINHEIT · Y=PFLANZENPOSTEN	Markiere die Arbeitseinheit und den Pflanzenposten.	COMPOSED_WORKING	SELF_CONTAINED_ARGUMENT	NONE	0	NONE	0	0	YES	T	1	1	BIOLOGICAL	1	YES	YES	YES	YES	NO	NO
