event_id	statement_id	record	page	locus	surface	component_parse	state_transition	action_phase	closes_step	procedure_primitive	classification_reason	reading_de
E014	H1-S002	H1	f10r	f10r.5	cthy	CTH+Y	ACTIVE_CARRIED	CHECK	NO	HOLD_STATE	ACTION_CHECK	bereit
E015	H2-S001	H2	f10r	f10r.6	ycheor	Y+CH+E+OR	BATCH_ACTIVATED	COLLECT	NO	SOURCE_DRAW	PASS500_OVERRIDE	diesen Ansatz kurz abziehen
E016	H2-S001	H2	f10r	f10r.6	cthy	CTH+Y	ACTIVE_CARRIED	CHECK	NO	HOLD_STATE	PASS500_OVERRIDE	bereit
E017	H2-S001	H2	f10r	f10r.6	chor	OR	BATCH_ACTIVATED	PREPARE	NO	ACTIVATE_CHARGE	PASS500_OVERRIDE	Ansatz
E018	H2-S001	H2	f10r	f10r.6	cthaiin	CTH+AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	PASS500_OVERRIDE	auf Sollmaß bereitstellen
E019	H2-S001	H2	f10r	f10r.6	qoctholy	O+CTH+OL+Y	ACTIVE_CARRIED	CHECK	NO	CONTINUE_USE	PASS500_OVERRIDE	laufender Pflanzenansatz bereit weiterführen
E020	H2-S001	H2	f10r	f10r.6	dy	Y	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	PASS500_OVERRIDE	laufender Pflanzenansatz
E021	H2-S001	H2	f10r	f10r.6	chy	Y	ACTIVE_CARRIED	MOVE	NO	CONTINUE_USE	PASS500_OVERRIDE	laufender Pflanzenansatz
E022	H2-S001	H2	f10r	f10r.6	taiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	PASS500_OVERRIDE	Sollmaß
E023	H2-S001	H2	f10r	f10r.6	shy	Y	ACTIVE_CARRIED	MOVE	NO	TARGET_HANDOFF	PASS500_OVERRIDE	laufender Pflanzenansatz
E024	H2-S002	H2	f10r	f10r.8	qotchor	OT+CH+OR	BATCH_ACTIVATED	COLLECT	NO	ACTIVATE_CHARGE	BATCH_ACTIVATED	danach Ansatz abziehen
E025	H2-S002	H2	f10r	f10r.8	chor	OR	BATCH_ACTIVATED	PREPARE	NO	ACTIVATE_CHARGE	BATCH_ACTIVATED	Ansatz
E026	H2-S002	H2	f10r	f10r.8	otol	OT+OL	ACTIVE_CARRIED	SELECT	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	danach fortsetzen
E027	H2-S002	H2	f10r	f10r.8	chol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E028	H2-S002	H2	f10r	f10r.8	cholor	OL+OR	BATCH_ACTIVATED	PREPARE	NO	ACTIVATE_CHARGE	BATCH_ACTIVATED	weiterer Ansatz
E029	H2-S002	H2	f10r	f10r.8	chol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E030	H2-S002	H2	f10r	f10r.8	daiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	Sollmaß
E031	H2-S002	H2	f10r	f10r.8	dar	AR	ACTIVE_CARRIED	MOVE	NO	SOURCE_DRAW	AR_SOURCE	aus dem laufenden Pflanzenansatz
E032	H2-S003	H2	f10r	f10r.9	oykchor	O+Y+K+OR	BATCH_ACTIVATED	MOVE	NO	ACTIVATE_CHARGE	BATCH_ACTIVATED	laufender Pflanzenansatz dem Ansatz zuführen
E033	H2-S003	H2	f10r	f10r.9	shor	OR	BATCH_ACTIVATED	PREPARE	NO	ACTIVATE_CHARGE	BATCH_ACTIVATED	Ansatz
E034	H2-S003	H2	f10r	f10r.9	chor	OR	BATCH_ACTIVATED	PREPARE	NO	ACTIVATE_CHARGE	BATCH_ACTIVATED	Ansatz
E035	H2-S003	H2	f10r	f10r.9	chy	Y	ACTIVE_CARRIED	MOVE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	laufender Pflanzenansatz
E036	H2-S003	H2	f10r	f10r.9	kaiiin	K+IIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	bis zur Sollstufe zuführen
E037	H2-S003	H2	f10r	f10r.9	dy	Y	ACTIVE_CARRIED	MOVE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	laufender Pflanzenansatz
E038	H2-S003	H2	f10r	f10r.9	chodaiin	CH+O+AIIN	FRACTION_CREATED	MEASURE	NO	SOURCE_DRAW	FRACTION_CREATED	auf Sollmaß abziehen
E039	H3-S001	H3	f11r	f11r.1	tshol	T+SH+OL	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	ACTION_HOLD	weiter gefüllt halten
E040	H3-S001	H3	f11r	f11r.1	schoal	SH+O+AL	ACTIVE_CARRIED	APPLY	NO	TARGET_HANDOFF	AL_TARGET	bei der Zielstelle „dicht beblätterte Pflanze mit blauer Blütenkrone“ halten
E041	H3-S001	H3	f11r	f11r.1	cfhy	CFHY	ACTIVE_CARRIED	PREPARE	NO	SOURCE_DRAW	DRAW_ROOT_OR_WHOLE	auswringen
E042	H3-S001	H3	f11r	f11r.1	shfydaiin	SH+Y+AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	Pflanzenmaterial bis zum Sollmaß halten
E043	H3-S001	H3	f11r	f11r.1	cphy	P+Y	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	MOVEMENT_ROOT	Pflanzenmaterial hineinführen
E044	H3-S001	H3	f11r	f11r.1	shey	WHOLE[cheey|shey]	RESULT_CREATED	COLLECT	NO	HOLD_STATE	WHOLE_EMPFANGSBESTAND	EMPFANGSBESTAND
E045	H3-S001	H3	f11r	f11r.1	tchody	T+CH+O+DY	FRACTION_CREATED	COLLECT	YES	CLOSE	EXPLICIT_CLOSE	füllen und abziehen; Schluss
E046	H3-S002	H3	f11r	f11r.1	shoyty	SH+O+Y+T+Y	ACTIVE_CARRIED	COLLECT	NO	HOLD_STATE	STATE_ROOT	Fraktion des Empfangsbestands halten und füllen
E047	H3-S003	H3	f11r	f11r.4	dchol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E048	H3-S003	H3	f11r	f11r.4	chy	Y	ACTIVE_CARRIED	COLLECT	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	Fraktion des Empfangsbestands
E049	H3-S003	H3	f11r	f11r.4	kchy	K+Y	ACTIVE_CARRIED	COLLECT	NO	ACTIVATE_CHARGE	ACTIVATION_ROOT	Fraktion des Empfangsbestands zuführen
E050	H3-S003	H3	f11r	f11r.4	dy	Y	ACTIVE_CARRIED	COLLECT	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	Fraktion des Empfangsbestands
E051	H3-S003	H3	f11r	f11r.4	daiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	Sollmaß
E052	H3-S004	H3	f11r	f11r.7	qotchy	OT+Y	NEXT_ITEM_ACTIVATED	SELECT	NO	ACTIVATE_CHARGE	NEXT_ITEM_ACTIVATED	nächster Posten
E053	H3-S004	H3	f11r	f11r.7	okchol	OK+OL	ACTIVE_CARRIED	PREPARE	NO	ACTIVATE_CHARGE	ACTIVATION_ROOT	weiter ansetzen
E054	H3-S004	H3	f11r	f11r.7	cthy	CTH+Y	ACTIVE_CARRIED	CHECK	NO	HOLD_STATE	ACTION_CHECK	bereit
E055	H3-S004	H3	f11r	f11r.7	dy	Y	ACTIVE_CARRIED	SELECT	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	nächster Arbeitsposten
E056	H4-S001	H4	f55v	f55v.5	qokaiin	OK+AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	Sollmaß setzen
E057	H4-S001	H4	f55v	f55v.5	chaiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	Sollmaß
E058	H4-S001	H4	f55v	f55v.5	ykain	Y+K+AIN	PORTION_CREATED	MEASURE	NO	ACTIVATE_CHARGE	PORTION_CREATED	eine Stoffportion davon zuführen
E059	H4-S001	H4	f55v	f55v.5	ykan	Y+K+AIN	PORTION_CREATED	MEASURE	NO	ACTIVATE_CHARGE	PORTION_CREATED	eine Stoffportion davon zuführen
E060	H4-S001	H4	f55v	f55v.5	ody	O+DY	ACTIVE_CARRIED	PREPARE	YES	CLOSE	EXPLICIT_CLOSE	Arbeitsgang abschließen
E061	H4-S002	H4	f55v	f55v.5	daiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	Sollmaß
E062	H4-S002	H4	f55v	f55v.5	chedy	CHD+Y	ACTIVE_CARRIED	MEASURE	NO	ACTIVATE_CHARGE	MEASURE_PHASE_WITHOUT_MEASURE_ROOT	zweite Teilportion vom Pflanzenmaterial umsetzen
E063	H4-S002	H4	f55v	f55v.5	talam	TALAM	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	verwahren
E064	H4-S003	H4	f55v	f55v.11	ykaiin	Y+K+AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	zweite Teilportion vom Pflanzenmaterial auf Sollmaß zuführen
E065	H4-S003	H4	f55v	f55v.11	cheoar	CHEO+AR	ACTIVE_CARRIED	MOVE	NO	SOURCE_DRAW	AR_SOURCE	Auszug aus der Quelle
E066	H4-S003	H4	f55v	f55v.11	cheeky	CHK+EE+Y	ACTIVE_CARRIED	MEASURE	NO	ACTIVATE_CHARGE	MEASURE_PHASE_WITHOUT_MEASURE_ROOT	zweite Teilportion vom Pflanzenmaterial länger wärmen
E067	H4-S003	H4	f55v	f55v.11	oldy	OL+DY	ACTIVE_CARRIED	PREPARE	YES	CLOSE	EXPLICIT_CLOSE	fortsetzen; Schluss
E068	H4-S004	H4	f55v	f55v.11	aiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	Sollmaß
E069	H4-S004	H4	f55v	f55v.11	okal	OK+AL	ACTIVE_CARRIED	APPLY	NO	TARGET_HANDOFF	AL_TARGET	an die Zielstelle „breitblättrige Rispenpflanze mit auffälligem Wurzelkörper“ setzen
E070	H4-S004	H4	f55v	f55v.11	oltchy	OL+T+Y	ACTIVE_CARRIED	MEASURE	NO	ACTIVATE_CHARGE	MEASURE_PHASE_WITHOUT_MEASURE_ROOT	zweite Teilportion vom Pflanzenmaterial weiter füllen
E071	H4-S004	H4	f55v	f55v.11	or	OR	BATCH_ACTIVATED	PREPARE	NO	ACTIVATE_CHARGE	BATCH_ACTIVATED	Ansatz
E072	H4-S004	H4	f55v	f55v.11	y	Y	ACTIVE_CARRIED	MOVE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	laufender Pflanzenansatz
E073	H4-S004	H4	f55v	f55v.11	orain	OR+AIN	BATCH_ACTIVATED	MEASURE	NO	ACTIVATE_CHARGE	BATCH_ACTIVATED	Stoffportion des Ansatzes
E074	H5-S001	H5	f56r	f56r.5	chochor	HO+CH+OR	BATCH_ACTIVATED	COLLECT	NO	ACTIVATE_CHARGE	PASS500_OVERRIDE	Zutat aus dem Ansatz abziehen
E075	H5-S001	H5	f56r	f56r.5	cho	HO	ADDITION_ACTIVATED	SELECT	NO	ACTIVATE_CHARGE	PASS500_OVERRIDE	Zutat
E076	H5-S001	H5	f56r	f56r.5	chodaly	HO+AL+Y	ADDITION_ACTIVATED	MOVE	NO	TARGET_HANDOFF	PASS500_OVERRIDE	diese Zutat an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“
E077	H5-S001	H5	f56r	f56r.5	daiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	PASS500_OVERRIDE	Sollmaß
E078	H5-S001	H5	f56r	f56r.7	sho	HO	ADDITION_ACTIVATED	SELECT	NO	ACTIVATE_CHARGE	PASS500_OVERRIDE	Zutat
E079	H5-S001	H5	f56r	f56r.7	kchol	K+OL	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	PASS500_OVERRIDE	weiter zuführen
E080	H5-S001	H5	f56r	f56r.7	otchor	OT+CH+OR	BATCH_ACTIVATED	COLLECT	NO	ACTIVATE_CHARGE	PASS500_OVERRIDE	danach Ansatz abziehen
E081	H5-S001	H5	f56r	f56r.7	choky	OK+Y	ACTIVE_CARRIED	APPLY	NO	CONTINUE_USE	PASS500_OVERRIDE	verwende den laufenden Pflanzenansatz
E082	H5-S001	H5	f56r	f56r.7	dal	AL	ACTIVE_CARRIED	MOVE	NO	TARGET_HANDOFF	PASS500_OVERRIDE	Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“
E083	H5-S002	H5	f56r	f56r.8	schol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E084	H5-S002	H5	f56r	f56r.8	choy	HO+Y	ADDITION_ACTIVATED	SELECT	NO	ACTIVATE_CHARGE	ADDITION_ACTIVATED	diese Zutat
E085	H5-S002	H5	f56r	f56r.8	choky	OK+Y	ACTIVE_CARRIED	APPLY	NO	ACTIVATE_CHARGE	ACTIVATION_ROOT	verwende Zugabe
E086	H5-S002	H5	f56r	f56r.8	cheeckhody	CH+EE+CKH+O+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	länger durch den Durchlass; Schluss
E087	H5-S003	H5	f56r	f56r.12	sh	SH	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	ACTION_HOLD	halten
E088	H5-S003	H5	f56r	f56r.12	cho	HO	ADDITION_ACTIVATED	SELECT	NO	ACTIVATE_CHARGE	ADDITION_ACTIVATED	Zutat
E089	H5-S003	H5	f56r	f56r.12	kchey	K+E+Y	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	ACTION_HOLD	Zugabe kurz zuführen
E090	H5-S003	H5	f56r	f56r.12	qokokchy	OK+OK+Y	ACTIVE_CARRIED	SELECT	NO	ACTIVATE_CHARGE	ACTIVATION_ROOT	Zugabe erneut ansetzen
E091	H5-S004	H5	f56r	f56r.13	okchy	OK+Y	ACTIVE_CARRIED	SELECT	NO	ACTIVATE_CHARGE	ACTIVATION_ROOT	Zugabe ansetzen
E092	H5-S004	H5	f56r	f56r.13	chokcheo	OK+CHEO	ACTIVE_CARRIED	SELECT	NO	ACTIVATE_CHARGE	ACTIVATION_ROOT	Auszug ansetzen
E093	H5-S004	H5	f56r	f56r.13	kchal	K+AL	ACTIVE_CARRIED	MOVE	NO	TARGET_HANDOFF	AL_TARGET	an die Zielstelle „mehrköpfige stachelige oder zeichenhaft gezeichnete Pflanze“ zuführen
E094	H5-S005	H5	f56r	f56r.18	sho	HO	ADDITION_ACTIVATED	SELECT	NO	ACTIVATE_CHARGE	ADDITION_ACTIVATED	Zutat
E095	H5-S005	H5	f56r	f56r.18	chokchy	OK+Y	ACTIVE_CARRIED	SELECT	NO	ACTIVATE_CHARGE	ACTIVATION_ROOT	Zugabe ansetzen
E096	H5-S005	H5	f56r	f56r.18	kchoar	K+HO+AR	ADDITION_ACTIVATED	MOVE	NO	ACTIVATE_CHARGE	ADDITION_ACTIVATED	Zutat aus dem Vorrat zuführen
E097	H5-S005	H5	f56r	f56r.18	sotodan	OT+O+AIN	PORTION_CREATED	MEASURE	NO	ACTIVATE_CHARGE	PORTION_CREATED	danach eine Stoffportion
E098	H5-S006	H5	f56r	f56r.19	otchey	OT+Y	NEXT_ITEM_ACTIVATED	SELECT	NO	ACTIVATE_CHARGE	NEXT_ITEM_ACTIVATED	nächster Posten
E099	H5-S006	H5	f56r	f56r.19	keol	K+E+OL	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	ACTION_HOLD	kurz weiter zuführen
E100	H5-S006	H5	f56r	f56r.19	daiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	MEASURE_ROOT	Sollmaß
E101	B1-S001	B1	f81v	f81v.2	qokedy	OK+E+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	kurz ansetzen; Schluss
E102	B1-S002	B1	f81v	f81v.2	okaiin	OK+AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	PASS500_OVERRIDE	Sollmaß setzen
E103	B1-S002	B1	f81v	f81v.2	kair	K+AIR	FLOW_ACTIVATED	MOVE	NO	MOVE_PASS	PASS500_OVERRIDE	Flüssigkeit in den Lauf geben
E104	B1-S002	B1	f81v	f81v.2	okal	OK+AL	ACTIVE_CARRIED	APPLY	NO	TARGET_HANDOFF	PASS500_OVERRIDE	an die Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ setzen
E105	B1-S002	B1	f81v	f81v.2	sar	AR	ACTIVE_CARRIED	MOVE	NO	SOURCE_DRAW	PASS500_OVERRIDE	aus der Arbeitsflüssigkeit
E106	B1-S002	B1	f81v	f81v.2	ol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	PASS500_OVERRIDE	fortsetzen
E107	B1-S002	B1	f81v	f81v.2	kain	K+AIN	PORTION_CREATED	MEASURE	NO	ACTIVATE_CHARGE	PASS500_OVERRIDE	eine Stoffportion
E108	B1-S002	B1	f81v	f81v.2	olkain	OL+K+AIN	PORTION_CREATED	MEASURE	NO	ACTIVATE_CHARGE	PASS500_OVERRIDE	weitere Stoffportion
E109	B1-S002	B1	f81v	f81v.2	al	AL	ACTIVE_CARRIED	MOVE	NO	TARGET_HANDOFF	PASS500_OVERRIDE	Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“
E110	B1-S002	B1	f81v	f81v.2	ol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	PASS500_OVERRIDE	fortsetzen
E111	B1-S002	B1	f81v	f81v.2	rol	R+OL	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	PASS500_OVERRIDE	weiter abkühlen
E112	B1-S002	B1	f81v	f81v.2	dl	L	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	PASS500_OVERRIDE	weiterführen
E113	B1-S002	B1	f81v	f81v.7	olor	OL+OR	BATCH_ACTIVATED	PREPARE	NO	ACTIVATE_CHARGE	PASS500_OVERRIDE	weiterer Ansatz
E114	B1-S002	B1	f81v	f81v.7	ol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	PASS500_OVERRIDE	fortsetzen
E115	B1-S002	B1	f81v	f81v.7	sheckhal	SH+E+CKH+AL	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	PASS500_OVERRIDE	kurz an der Durchgangsstelle bei „gemeinsame zweireihige Figuren- und Beckenanlage“
E116	B1-S002	B1	f81v	f81v.7	daiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	PASS500_OVERRIDE	Sollmaß
E117	B1-S002	B1	f81v	f81v.7	qokeedal	OK+EE+AL	ACTIVE_CARRIED	APPLY	NO	HOLD_STATE	PASS500_OVERRIDE	länger bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ halten
E118	B1-S002	B1	f81v	f81v.7	daiin	AIIN	ACTIVE_CARRIED	MEASURE	NO	METER_CHECK	PASS500_OVERRIDE	Sollmaß
E119	B1-S002	B1	f81v	f81v.7	chckhy	CKH+Y	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	PASS500_OVERRIDE	durchführen
E120	B1-S002	B1	f81v	f81v.7	schedy	CHD+DY	ACTIVE_CARRIED	MOVE	YES	CLOSE	PASS500_OVERRIDE	umsetzen; Schluss
E121	B1-S003	B1	f81v	f81v.7	qol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E122	B1-S003	B1	f81v	f81v.17	sshkchdy	SH+K+CHD+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	gebuendelt umsetzen; Schluss
E123	B1-S004	B1	f81v	f81v.17	chedy	CHD+Y	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	MOVEMENT_ROOT	laufender Stationsansatz umsetzen
E124	B1-S004	B1	f81v	f81v.17	ol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E125	B1-S004	B1	f81v	f81v.17	shedy	SHED+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	absetzen; Schluss
E126	B1-S005	B1	f81v	f81v.17	qolchedy	OL+CHD+DY	ACTIVE_CARRIED	MOVE	YES	CLOSE	EXPLICIT_CLOSE	weiterführen; Schluss
E127	B1-S006	B1	f81v	f81v.17	qokain	OK+AIN	PORTION_CREATED	MEASURE	NO	ACTIVATE_CHARGE	PORTION_CREATED	eine Stoffportion zugeben
E128	B1-S006	B1	f81v	f81v.17	shckhy	CKH+Y	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	MOVEMENT_ROOT	durchführen
E129	B1-S006	B1	f81v	f81v.17	dl	L	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	MOVEMENT_ROOT	weiterführen
E130	B1-S006	B1	f81v	f81v.17	ral	R+AL	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	ACTION_HOLD	bei der Zielstelle „gemeinsame zweireihige Figuren- und Beckenanlage“ abkühlen
E131	B1-S007	B1	f81v	f81v.18	qokchdy	OK+CHD+DY	BATCH_ACTIVATED	MOVE	YES	CLOSE	EXPLICIT_CLOSE	Ansatz umsetzen; Schluss
E132	B1-S008	B1	f81v	f81v.18	chey	Y	ACTIVE_CARRIED	MOVE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	laufender Stationsansatz
E133	B1-S008	B1	f81v	f81v.18	ol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E134	B1-S008	B1	f81v	f81v.18	cheky	CHK+E+Y	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	ACTION_HOLD	kurz wärmen
E135	B1-S008	B1	f81v	f81v.18	ol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E136	B1-S008	B1	f81v	f81v.18	shedy	SHED+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	absetzen; Schluss
E137	B1-S009	B1	f81v	f81v.18	qokedy	OK+E+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	kurz ansetzen; Schluss
E138	B1-S010	B1	f81v	f81v.18	qokedy	OK+E+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	kurz ansetzen; Schluss
E139	B1-S011	B1	f81v	f81v.18	chckhy	CKH+Y	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	MOVEMENT_ROOT	durchführen
E140	B1-S011	B1	f81v	f81v.18	qoky	OK+Y	ACTIVE_CARRIED	APPLY	NO	ACTIVATE_CHARGE	ACTIVATION_ROOT	verwende den laufenden Stationsansatz
E141	B1-S012	B1	f81v	f81v.21	lsho	LSH+O	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	Waschgang
E142	B1-S012	B1	f81v	f81v.21	qokey	OK+E+Y	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	ACTION_HOLD	kurz ansetzen
E143	B1-S012	B1	f81v	f81v.21	lshedy	LSH+E+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	Waschgang; Schluss
E144	B1-S013	B1	f81v	f81v.21	lshedy	LSH+E+DY	ACTIVE_CARRIED	HOLD	YES	CLOSE	EXPLICIT_CLOSE	Waschgang; Schluss
E145	B1-S014	B1	f81v	f81v.21	chedy	CHD+Y	ACTIVE_CARRIED	MOVE	NO	MOVE_PASS	MOVEMENT_ROOT	laufender Stationsansatz umsetzen
E146	B1-S014	B1	f81v	f81v.21	qolky	SOLK+Y	COLLECTION_CREATED	COLLECT	NO	HOLD_STATE	COLLECTION_CREATED	laufender Stationsansatz auffangen
E147	B1-S014	B1	f81v	f81v.21	lchedal	L+CHD+AL	ACTIVE_CARRIED	MOVE	NO	TARGET_HANDOFF	AL_TARGET	zum Auslass führen
E148	B1-S014	B1	f81v	f81v.21	qol	OL	ACTIVE_CARRIED	PREPARE	NO	CONTINUE_USE	REFERENCE_OR_CONTINUATION	fortsetzen
E149	B1-S014	B1	f81v	f81v.21	otar	OT+AR	ACTIVE_CARRIED	MOVE	NO	SOURCE_DRAW	AR_SOURCE	danach von aufgefangener Bestand des laufender Stationsansatz
E150	B1-S015	B1	f81v	f81v.24	ytey	T+E+Y	ACTIVE_CARRIED	HOLD	NO	HOLD_STATE	ACTION_HOLD	aufgefangener Bestand des laufender Stationsansatz kurz füllen
E151	B1-S015	B1	f81v	f81v.24	okchedy	OK+CHD+DY	BATCH_ACTIVATED	MOVE	YES	CLOSE	EXPLICIT_CLOSE	Ansatz umsetzen; Schluss
