fusion_unit_order	fusion_unit_id	statement_id	record_unit_id	page	field_ids	final_owner_status	final_owner	final_owner_noun_de	primary_noun_source	owner_expanded_literal_clause_de
18	FU018	H3-S001	H3	f11r	F006	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=zugeben→auswringen; Posten=Zutat+Posten; Ziel=gesetzt
19	FU019	H3-S001	H3	f11r	F006	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten; Wert=Sollmaß
20	FU020	H3-S001	H3	f11r	F006	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=nachseihen→zugeben; Posten=Posten+Ergebnis+Zutat; Zustand=Ergebnis; Schluss
21	FU021	H3-S002	H3	f11r	F007	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=zugeben; Posten=Zutat+Posten+Teil
22	FU022	H3-S003	H3	f11r	F008	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bearbeiten; Reihenfolge=vorher; Posten=Vorposten+Posten; Wert=Sollmaß
23	FU023	H3-S004	H3	f11r	F009	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→ansetzen→weiterführen; Reihenfolge=danach+weiter; Posten=Posten
24	FU024	H3-S004	H3	f11r	F009	PAGE_OWNER_ONLY	WHOLE_DENSE_BLUE_FLOWERED_CROWN_PLANT	The same whole illustrated plant remains the article subject; any preparation or use is unpictured source matter.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=bereithalten; Posten=Posten; Zustand=bereit
25	FU025	H4-S001	H4	f55v	F010	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Wert=Sollmaß+Anteil
26	FU026	H4-S001	H4	f55v	F010	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=kühlen; Posten=Posten; Wert=Anteil
27	FU027	H4-S002	H4	f55v	F011	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten; Wert=Sollmaß
28	FU028	H4-S002	H4	f55v	F011	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=verwahren; Ziel=gesetzt
29	FU029	H4-S003	H4	f55v	F012	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=wärmen; Posten=Posten+Auszug; Quelle=gesetzt; Wert=Sollmaß; Grad=länger
30	FU030	H4-S003	H4	f55v	F012	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Schluss
31	FU031	H4-S004	H4	f55v	F013	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt; Wert=Sollmaß
32	FU032	H4-S004	H4	f55v	F013	PAGE_OWNER_ONLY	WHOLE_BROAD_LEAF_PANICLED_PLANT_WITH_MNEMONIC_ROOT	The uninterrupted whole plant remains the subject across all four text pockets; a source recipe may silently supply an unpictured material or use.	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=weiterführen→bereithalten; Reihenfolge=weiter; Posten=Posten+Ansatz; Wert=Anteil; Zustand=bereit
33	FU033	H5-S001	H5	f56r	F014|F015	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=zugeben→bearbeiten→weiterführen; Reihenfolge=weiter; Posten=Zutat+Ansatz+Posten; Ziel=gesetzt; Wert=Sollmaß
34	FU034	H5-S001	H5	f56r	F015	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=folgen→ansetzen; Reihenfolge=danach; Posten=Ansatz+Posten; Ziel=gesetzt
35	FU035	H5-S002	H5	f56r	F016	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=zugeben→ansetzen; Reihenfolge=vorher; Posten=Vorposten+Zutat+Posten
36	FU036	H5-S002	H5	f56r	F016	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten→zugeben; Posten=Zutat; Grad=länger; Schluss
37	FU037	H5-S003	H5	f56r	F017	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten
38	FU038	H5-S003	H5	f56r	F017	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=zugeben→bearbeiten; Posten=Zutat+Posten; Grad=kurz
39	FU039	H5-S003	H5	f56r	F017	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
40	FU040	H5-S004	H5	f56r	F018	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
41	FU041	H5-S004	H5	f56r	F018	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=ansetzen; Posten=Auszug
42	FU042	H5-S004	H5	f56r	F018	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=bearbeiten; Ziel=gesetzt
43	FU043	H5-S005	H5	f56r	F019	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=zugeben→ansetzen; Posten=Zutat+Posten
44	FU044	H5-S005	H5	f56r	F019	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=folgen→anwenden; Reihenfolge=danach; Posten=Auszug; Quelle=gesetzt
45	FU045	H5-S006	H5	f56r	F020	PAGE_OWNER_ONLY	WHOLE_MULTIHEAD_SPINY_OR_EMBLEMATIC_HERB	The whole illustrated specimen remains the article subject; growth state, preparation medium, and use must come from an external source tradition if present.	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=folgen→weiterführen; Reihenfolge=danach+weiter; Posten=Posten; Wert=Sollmaß; Grad=kurz
46	FU046	B1-S001	B1	f81v	F021	PAGE_OWNER_ONLY	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
47	FU047	B1-S002	B1	f81v	F022	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Lauf=gesetzt; Wert=Sollmaß
48	FU048	B1-S002	B1	f81v	F022	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Quelle=gesetzt; Ziel=gesetzt
49	FU049	B1-S002	B1	f81v	F022	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Wert=Anteil
50	FU050	B1-S002	B1	f81v	F022	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter; Ziel=gesetzt; Wert=Anteil
51	FU051	B1-S002	B1	f81v	F022	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
52	FU052	B1-S002	B1	f81v	F022	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
53	FU053	B1-S002	B1	f81v	F022|F023	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	TEXT_NAMES_OBJECT__OWNER_LIMITS_REFERENT	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Zusatz+Ansatz
54	FU054	B1-S002	B1	f81v	F023	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
55	FU055	B1-S002	B1	f81v	F023	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=durchleiten; Ziel=gesetzt; Wert=Sollmaß; Grad=kurz
56	FU056	B1-S002	B1	f81v	F023	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Ziel=gesetzt; Wert=Sollmaß; Grad=länger
57	FU057	B1-S002	B1	f81v	F023	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten
58	FU058	B1-S002	B1	f81v	F023	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=umsetzen; Schluss
59	FU059	B1-S003	B1	f81v	F024	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
60	FU060	B1-S003	B1	f81v	F025	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=halten→bearbeiten→umsetzen; Schluss
61	FU061	B1-S004	B1	f81v	F026	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
62	FU062	B1-S004	B1	f81v	F026	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
63	FU063	B1-S004	B1	f81v	F026	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
64	FU064	B1-S005	B1	f81v	F027	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen→umsetzen; Reihenfolge=weiter; Schluss
65	FU065	B1-S006	B1	f81v	F028	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Wert=Anteil
66	FU066	B1-S006	B1	f81v	F028	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten+Zusatz; Ziel=gesetzt
67	FU067	B1-S007	B1	f81v	F029	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen→umsetzen; Schluss
68	FU068	B1-S008	B1	f81v	F030	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=weiterführen; Reihenfolge=weiter; Posten=Posten
69	FU069	B1-S008	B1	f81v	F030	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=wärmen; Posten=Posten; Grad=kurz
70	FU070	B1-S008	B1	f81v	F030	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
71	FU071	B1-S008	B1	f81v	F030	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=absetzen; Grad=kurz; Schluss
72	FU072	B1-S009	B1	f81v	F031	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
73	FU073	B1-S010	B1	f81v	F032	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=ansetzen; Grad=kurz; Schluss
74	FU074	B1-S011	B1	f81v	F033	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=durchleiten; Posten=Posten
75	FU075	B1-S011	B1	f81v	F033	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten
76	FU076	B1-S012	B1	f81v	F034	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=waschen
77	FU077	B1-S012	B1	f81v	F034	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=ansetzen; Posten=Posten; Grad=kurz
78	FU078	B1-S012	B1	f81v	F034	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=waschen; Schluss
79	FU079	B1-S013	B1	f81v	F035	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=waschen; Schluss
80	FU080	B1-S014	B1	f81v	F036	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_RESOLVES_GENERIC_TEXT_ITEM	Vorgang=umsetzen; Posten=Posten
81	FU081	B1-S014	B1	f81v	F036	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=weiterführen; Reihenfolge=weiter
82	FU082	B1-S014	B1	f81v	F036	INHERITED_VISIBLE_OWNER	B1_SHARED_TWO_ROW_POOL	gemeinsame zweireihige Figuren-/Beckenstation auf f81v	OWNER_SUPPLIES_ELLIPTIC_PRIMARY_NOUN	Vorgang=abführen→umsetzen; Ziel=gesetzt
