fusion_unit_id	statement_id	page	field_ids	old_owner	creative_owner	creative_primary_noun_de	resolution_status	visual_or_attachment_basis	connection_ceiling	literal_workshop_clause_de
FU178	B3-S021	f83r	F092	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit
FU179	B3-S021	f83r	F093	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=absetzen; Ziel=gesetzt; Wert=Sollmaß
FU180	B3-S021	f83r	F093	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=bereithalten; Posten=Posten; Grad=kurz; Zustand=bereit
FU181	B3-S021	f83r	F093	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=bereithalten; Posten=Posten; Ziel=gesetzt; Zustand=bereit
FU182	B3-S021	f83r	F093	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=umsetzen; Ziel=gesetzt; Schluss
FU183	B3-S022	f83r	F094	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=folgen→umsetzen; Reihenfolge=danach; Schluss
FU184	B3-S023	f83r	F095	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=abführen→umsetzen; Schluss
FU185	B3-S024	f83r	F096	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=umsetzen; Schluss
FU186	B3-S025	f83r	F097	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=ansetzen→umsetzen; Schluss
FU187	B3-S026	f83r	F098	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=umsetzen; Quelle=gesetzt
FU188	B3-S026	f83r	F098	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=absetzen; Wert=Sollmaß
FU189	B3-S026	f83r	F098	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=umsetzen; Posten=Posten
FU190	B3-S026	f83r	F098	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=ansetzen; Wert=Anteil
FU191	B3-S026	f83r	F098	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	B3_LOCAL_TRANSITION_BATCH_FROM_EXEMPLAR	örtlicher Übergangsansatz zwischen Randstation und nächstem Hauptblock	CREATIVE_REGISTER_BATCH	No drawn edge crosses the margin-to-main gap; treat the long intervening text as its own learned work batch.	NO_IMAGE_CONNECTION_CLAIM	Vorgang=bereithalten; Posten=Posten; Zustand=bereit
FU192	B3-S026	f83r	F098|F099	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED|B3_MAIN_ARCH_LINKED_PAIR	B3_MAIN_ARCH_LINKED_PAIR_WITH_INCOMING_BATCH	eingehender Ansatz für das sichtbar gekoppelte Hauptpaar	FORWARD_TO_NEXT_DIRECT_OWNER	The source card lies in the gap, but its resolved forward attachment feeds the collection action in direct-visible F099.	LOCAL_PAIR_CONNECTION_ONLY_NO_DIRECTION	Vorgang=sammeln; Posten=Ansatz; Ziel=gesetzt; Grad=länger; Schluss
