id	paragraph	trigger_ref	verb	inputs	outputs	requirements	effects	supplied	check_count	check_statuses	contradictions
32E05	H32	f32v.9#1	trenne	32sample	32coarseout|32fineout	"[{""entity"":""32sample"",""property"":""solid"",""value"":true}]"	[]	Voriger feiner Anteil als Patient; cfhy als Sieb; nach skey folgende Nomen als Trennausgänge	1	assumed	0
32E06	H32	f32v.9#3	behalte	32coarseout|32fineout		[]	[]	Beide Namen gleichzeitig als Trennausgänge und Behalten-Patienten	1	assumed	0
32E07	H32	f32v.10#6	verrühre	32liquid|32L|32B|32D	32susp	[]	[]	Neue Mischung; kein geschriebener Bezug von D oder B auf die beiden Siebausgänge	2	assumed|unknown	0
32E08	H32	f32v.11#3	vermische	32susp|32liquid2	32final	[]	[]	Vorige Mischung implizit fortgesetzt, zweite Flüssigkeitsnennung als Zugabe	1	source_link	0
29E01	H29	f29v.1#3	zerteile	29R|29C	29Rcut|29Ccut	"[{""entity"":""29R"",""property"":""solid"",""value"":true},{""entity"":""29C"",""property"":""solid"",""value"":true}]"	[]	Zwei Materialpatienten und Schneidwerkzeug	1	assumed	0
29E02	H29	f29v.1#6	schneide klein	29A	29Afine	"[{""entity"":""29A"",""property"":""solid"",""value"":true}]"	[]	Feinangabe und Portion davon als ein Materialstrang	1	assumed	0
29E03	H29	f29v.2#6	prüfe	29A|29Acoarse|29Bpart		[]	[]	Grober A-Anteil und B-Anteil als eigene verfügbare Teilbestände; spätere doppelte Trockenangabe auf beide verteilt	1	assumed	0
29E04	H29	f29v.3#3	mahle	29Acoarse	29powder	"[{""entity"":""29Acoarse"",""property"":""solid"",""value"":true}]"	[]	Earlier coarse A-part chosen instead of B-part; choice not identified by text	1	assumed	0
29E05	H29	f29v.3#4	teile ab	29powder	29portion|29left	"[{""entity"":""29powder"",""property"":""solid"",""value"":true}]"	[]	Neu angesetztes Mahlprodukt als Pulverquelle	1	assumed	0
29E06	H29	f29v.3#6	trenne	29portion	29fraction|29residue	"[{""entity"":""29portion"",""property"":""solid"",""value"":true}]"	[]	Zweiter Trennausgang semantisch ergänzt, ohne eigenes Nomen	2	assumed|unknown	0
29E07	H29	f29v.3#9	lasse ruhen	29fraction		"[{""entity"":""29fraction"",""property"":""settled"",""value"":true}]"	[]	Jeder abgenommene Anteil bis zum Zielzustand; bis behauptet nicht bereits Erfolg	1	unknown	0
29E08	H29	f29v.4#5	lasse abkühlen	29Afine		"[{""entity"":""29Afine"",""property"":""above_ambient"",""value"":true}]"	[]	Material A als zuvor geschnittener Anteil; Gefäß als Aufenthalt ergänzt	1	unknown	0
29E09	H29	f29v.4#7	erwärme	29fluid		[]	[]	Beide Gefäßnennungen als dasselbe Gefäß; kein fortdauernder Kältezustand von A behauptet	1	source_link	0
