boundary_recovery_id	gdt452_recovery_id	terminal_event_id	terminal_statement_id	terminal_page	terminal_owner_de	stopped_target_recipe	stop_blocked_factor_rules	stop_final_decision	stop_state_preserved	boundary_class	boundary_state_source	boundary_incoming_action	boundary_incoming_argument	boundary_scope_incoming_action	boundary_event_id	boundary_recipe	boundary_next_recipe	boundary_baseline_decision	boundary_recovery_decision	boundary_recovery_route	boundary_blocked_factor_rules	boundary_recovery_status	cross_owner_stop_state_used	meaning_revision	surface_prediction	occurrence_prediction
G453-R0011	G452-R00415	G407-E0443	P1009-S010	f17r	abgebildete ganze Bluetenpflanze mit Blatt-, Blueten- und Wurzelteilen	LOCAL_CHAR_F+O+DY	CLOSE:NO_ACTIVE_ACTION	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E0444	DA+R+A_ADDR+AM_ADDR	Y+D_ADDR+AR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0012	G452-R00451	G407-E1870	P1009-S189	f76r	unbebilderter Textabschnitt A1	E+DY	CLOSE:NO_ACTIVE_ACTION	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E1871	OK+EE+Y	OR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0013	G452-R00672	G407-E0957	P1009-S037	f67r2	zwei getrennte Himmelsräder und Tabelle	EMPTY_RECIPE	EMPTY_RECIPE	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	T	AIIN	NONE	G407-E0958	OT+OL+D_ADDR+O+S	O+CH+T+OL+E	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0014	G452-R00687	G407-E1924	P1009-S202	f76r	unbebilderter Textabschnitt A3	OT+E+D_ADDR+E+DY	CLOSE:NO_ACTIVE_ACTION	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E1925	OR+AIN	OT+EE+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0015	G452-R00688	G407-E1348	P1009-S065	f72r	Tierkreis-Ringgruppe H	OT+O+DY	CLOSE:NO_ACTIVE_ACTION	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E1349	OT+E+Y	O	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0016	G452-R00689	G407-E0521	P1009-S018	f18r	große abgebildete Blütenpflanze	P+R+AIR+DY	PAIR:P>R	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E0522	D_ADDR+AR+O+D_ADDR	Y+O+AR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0017	G452-R00759	G407-E4543	G404-S082	f95v	F95V_WHOLE_PLANT	S+CHD+DY	PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E4544	S+AIN	SH+E+Y+K	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0018	G452-R00771	G407-E2034	P1009-S231	f76r	unbebilderter Textabschnitt A6	EE+DY	CLOSE:NO_ACTIVE_ACTION	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E2035	OK+E+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0019	G452-R00774	G407-E3076	P1009-S412	f81v	gemeinsames zweireihiges Badfeld	SH+CHD+DY	PAIR:SH>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E3077	CHD+Y	OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0020	G452-R00802	G407-E2086	P1009-S239	f76r	unbebilderter Textabschnitt A6	EMPTY_RECIPE	EMPTY_RECIPE	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E2087	S+O+IIN	SH+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0021	G452-R00855	G407-E1300	P1009-S061	f72r	Tierkreis-Ringgruppe F	EMPTY_RECIPE	EMPTY_RECIPE	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E1301	OK+EE+Y	CH+K+O+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0022	G452-R00896	G407-E3454	P1009-S498	f82r	mehrere getrennte Bad- und Leitungsstationen	EMPTY_RECIPE	EMPTY_RECIPE	STOP	YES	NEW_PAGE_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E3455	T+CHD+Y	L+P+CHD+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0023	G452-R00897	G407-E4060	P1009-S607	f88v	zweite Gefaess-/Zutatengruppe	EMPTY_RECIPE	EMPTY_RECIPE	STOP	YES	NEW_PAGE_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E4061	O+AR	SH+AR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0024	G452-R00911	G407-E2125	P1009-S243	f76r	unbebilderter Textabschnitt A7	EMPTY_RECIPE	EMPTY_RECIPE	STOP	YES	SAME_PAGE_NEW_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E2126	CH+E+O	R	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0025	G452-R00924	G407-E4503	G404-S074	f95v	F95V_WHOLE_PLANT	EMPTY_RECIPE	EMPTY_RECIPE	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	AIIN	NONE	G407-E4504	T+SH+D_ADDR+AL	OK+SH+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0026	G452-R00955	G407-E0365	P1009-S004	f11r	blühender dreikroniger Sodenstock	EMPTY_RECIPE	EMPTY_RECIPE	STOP	YES	NEW_PAGE_OWNER_BANK	INDEPENDENT_OWNER_BANK	NONE	NONE	NONE	G407-E0366	T+OR+SH+OR	O+P+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NO	NO	NO	NO
G453-R0027	G452-R00980	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+CH+T+K+Y+E+DY	PAIR:T>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0028	G452-R00981	G407-E4486	G404-S070	f95v	F95V_WHOLE_PLANT	CH+CH+Y+T+K+E+DY	PAIR:T>K	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E4487	E+T+Y	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0029	G452-R00989	G407-E1963	P1009-S210	f76r	unbebilderter Textabschnitt A4	CH+SH+OR+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E1964	OK+E+D_ADDR	OK+EE+S	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0030	G452-R00990	G407-E1963	P1009-S210	f76r	unbebilderter Textabschnitt A4	OR+CH+SH+E+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	NONE	NONE	NONE	G407-E1964	OK+E+D_ADDR	OK+EE+S	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0031	G452-R00993	G407-E2209	P1009-S260	f76r	unbebilderter Textabschnitt B	CH+SH+P+EE+DY	PAIR:CH>SH|PAIR:SH>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E2210	Y+T+AL	OL+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0032	G452-R00994	G407-E2209	P1009-S260	f76r	unbebilderter Textabschnitt B	P+CH+SH+EE+DY	PAIR:CH>SH	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E2210	Y+T+AL	OL+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0033	G452-R01023	G407-E2270	P1009-S270	f76r	unbebilderter Textabschnitt C	K+P+OL+Y	PAIR:K>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	AIN	NONE	G407-E2271	Y	SH+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0034	G452-R01024	G407-E2270	P1009-S270	f76r	unbebilderter Textabschnitt C	OL+K+P+Y	PAIR:K>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	AIN	NONE	G407-E2271	Y	SH+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0035	G452-R01030	G407-E2203	P1009-S258	f76r	unbebilderter Textabschnitt B	O+CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	NONE	NONE	G407-E2204	OK+A_ADDR+S	SH+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0036	G452-R01031	G407-E2717	G404-S012	f81r	F81R_UPPER_POOL	O+CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E2718	OL+P+CHD+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0037	G452-R01037	G407-E0610	G404-S008	f24v	F24V_WHOLE_PLANT	O+SH+P+O+DY	PAIR:SH>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	P	Y	NONE	G407-E0611	O+CH+P+OR+AIIN	O	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0038	G452-R01041	G407-E1880	P1009-S192	f76r	unbebilderter Textabschnitt A1	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1881	OK+AL	CHD+AM_ADDR	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0039	G452-R01042	G407-E3598	P1009-S538	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E3599	EE+AR	L+AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0040	G452-R01043	G407-E3770	P1009-S587	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E3771	SH+E+AL	AL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0041	G452-R01044	G407-E4532	G404-S081	f95v	F95V_WHOLE_PLANT	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIIN	NONE	G407-E4533	SH+E+Y	T+AIIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0042	G452-R01045	G407-E1494	P1009-S083	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1495	CH+CH+T+Y	L+O	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0043	G452-R01046	G407-E3085	P1009-S415	f81v	gemeinsames zweireihiges Badfeld	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	R	Y	NONE	G407-E3086	Y	OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0044	G452-R01047	G407-E1561	P1009-S101	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	OR	NONE	G407-E1562	OK+Y	SH+E+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0045	G452-R01048	G407-E3531	P1009-S520	f83r	Variantenatlas lokaler Becken und Anwendungen	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	SH	Y	NONE	G407-E3532	R	SH+E+K+E+D_ADDR+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0046	G452-R01049	G407-E3140	P1009-S428	f81v	gemeinsames zweireihiges Badfeld	CHD+OK+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	T	Y	NONE	G407-E3141	OK+AL	OK+EE+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0047	G452-R01050	G407-E2236	P1009-S265	f76r	unbebilderter Textabschnitt B	CHD+OK+DY+L	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2237	AIN	Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0048	G452-R01051	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	CHD+OK+S+DY	PAIR:CHD>OK	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0049	G452-R01052	G407-E2022	P1009-S226	f76r	unbebilderter Textabschnitt A5	OK+S+CHD+DY	PAIR:S>CHD	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2023	OK+EE+Y	L+CHD+DY	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0050	G452-R01062	G407-E2718	G404-S013	f81r	F81R_UPPER_POOL	OL+CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2719	O+LOCAL_CHAR_F+SH+D_ADDR+Y	OL+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0051	G452-R01063	G407-E2811	G404-S032	f81r	F81R_LOWER_POOL	OL+CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	OR	NONE	G407-E2812	O+P+OL	OR+AIN+S+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0052	G452-R01069	G407-E1666	P1009-S115	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E1667	OK+EE+Y	OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0053	G452-R01070	G407-E2876	G404-S046	f81r	F81R_LOWER_POOL	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	CHD	Y	NONE	G407-E2877	OK+E+Y	OT+E+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0054	G452-R01071	G407-E2327	P1009-S280	f76r	unbebilderter Textabschnitt C	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E2328	S+AL	D_ADDR+OL	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0055	G452-R01072	G407-E2931	P1009-S384	f81v	gemeinsames zweireihiges Badfeld	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	K	Y	NONE	G407-E2932	SH+E+K	AIN	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0056	G452-R01073	G407-E2765	G404-S015	f81r	F81R_UPPER_POOL	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	AIN	NONE	G407-E2766	OK+EE+Y	OT+Y	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0057	G452-R01074	G407-E1477	P1009-S078	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1478	OK+SH+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
G453-R0058	G452-R01075	G407-E1534	P1009-S092	f75r	großes Bad-/Stationsblatt mit dreieckiger Insel	CHD+P+DY	PAIR:CHD>P	STOP	YES	SAME_OWNER_NEXT_STATEMENT	PRESERVED_STOP_STATE_SAME_OWNER	OK	Y	NONE	G407-E1535	K+EE+DY	NONE	READ	READ	EXECUTE_KNOWN_FACTORS_GREEN	NONE	BOUNDARY_RECOVERED_GREEN	NOT_APPLICABLE	NO	NO	NO
