locus	page	section	currier	source_lattice_paths	selected_source	literal_decoded	normalized_plaintext_or_record	confidence	alternative_analysis	uncertainty_reason
f100r.24	f100r	P	A	f100r.24|P01|f100r.24|P02|f100r.24|P03	saiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	STATE_0 :: saiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	STATE_0 :: saiichor sheor qockhody odeor yksheey cholsheody sai cheol saiin	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.25	f100r	P	A	f100r.25|P01	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	STATE_0 :: sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	STATE_0 :: sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.26	f100r	P	A	f100r.26|P01|f100r.26|P02	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	STATE_0 :: yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	STATE_0 :: yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.27	f100r	P	A	f100r.27|P01|f100r.27|P02	chol cheol cho chckheody otolchey	STATE_0 :: chol cheol cho chckheody otolchey	STATE_0 :: chol cheol cho chckheody otolchey	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.3	f100r	P	A	f100r.3|P01	otear	STATE_0 :: otear	STATE_0 :: otear	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.4	f100r	P	A	f100r.4|P01|f100r.4|P02	chofary	STATE_0 :: chofary	STATE_0 :: chofary	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.5	f100r	P	A	f100r.5|P01|f100r.5|P02|f100r.5|P03	sar char daiindy	STATE_1 :: sar char daiindy	STATE_1 :: sar char daiindy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.6	f100r	P	A	f100r.6|P01|f100r.6|P02|f100r.6|P03	oraro	STATE_1 :: oraro	STATE_1 :: oraro	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.7	f100r	P	A	f100r.7|P01|f100r.7|P02	chalsain	STATE_0 :: chalsain	STATE_0 :: chalsain	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.8	f100r	P	A	f100r.8|P01	soity	STATE_1 :: soity	STATE_1 :: soity	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100r.9	f100r	P	A	f100r.9|P01	sosam	STATE_0 :: sosam	STATE_0 :: sosam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.1	f100v	P	A	f100v.1|P01	tolchd	STATE_1 :: tolchd	STATE_1 :: tolchd	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.10	f100v	P	A	f100v.10|P01	okcheor	STATE_0 :: okcheor	STATE_0 :: okcheor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.11	f100v	P	A	f100v.11|P01|f100v.11|P02	ytchol	STATE_0 :: ytchol	STATE_0 :: ytchol	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.12	f100v	P	A	f100v.12|P01	dykchal	STATE_0 :: dykchal	STATE_0 :: dykchal	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.13	f100v	P	A	f100v.13|P01|f100v.13|P02|f100v.13|P03	chos cthoral	STATE_0 :: chos cthoral	STATE_0 :: chos cthoral	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.14	f100v	P	A	f100v.14|P01|f100v.14|P02|f100v.14|P03	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	STATE_0 :: cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	STATE_0 :: cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.15	f100v	P	A	f100v.15|P01|f100v.15|P02|f100v.15|P03	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	STATE_0 :: sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	STATE_0 :: sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.16	f100v	P	A	f100v.16|P01|f100v.16|P02|f100v.16|P03	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	STATE_0 :: ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	STATE_0 :: ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.17	f100v	P	A	f100v.17|P01|f100v.17|P02|f100v.17|P03	chockhey cholkcheol qokeol okol chol chotor chso solcthy	STATE_0 :: chockhey cholkcheol qokeol okol chol chotor chso solcthy	STATE_0 :: chockhey cholkcheol qokeol okol chol chotor chso solcthy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.18	f100v	P	A	f100v.18|P01|f100v.18|P02|f100v.18|P03	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	STATE_0 :: tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	STATE_0 :: tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.19	f100v	P	A	f100v.19|P01|f100v.19|P02	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	STATE_0 :: sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	STATE_0 :: sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.2	f100v	P	A	f100v.2|P01	chols	STATE_0 :: chols	STATE_0 :: chols	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.20	f100v	P	A	f100v.20|P01|f100v.20|P02|f100v.20|P03	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	STATE_0 :: ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	STATE_0 :: ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.21	f100v	P	A	f100v.21|P01	soral okor ol choy ly araroy okar cheeeal cheokeol orey	STATE_1 :: soral okor ol choy ly araroy okar cheeeal cheokeol orey	STATE_1 :: soral okor ol choy ly araroy okar cheeeal cheokeol orey	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.22	f100v	P	A	f100v.22|P01|f100v.22|P02	daiin cheky chory	STATE_0 :: daiin cheky chory	STATE_0 :: daiin cheky chory	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.3	f100v	P	A	f100v.3|P01	opchor	STATE_0 :: opchor	STATE_0 :: opchor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.4	f100v	P	A	f100v.4|P01|f100v.4|P02	solsy	STATE_1 :: solsy	STATE_1 :: solsy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.5	f100v	P	A	f100v.5|P01|f100v.5|P02	soleesos	STATE_0 :: soleesos	STATE_0 :: soleesos	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.6	f100v	P	A	f100v.6|P01	ykchochdy	STATE_0 :: ykchochdy	STATE_0 :: ykchochdy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.7	f100v	P	A	f100v.7|P01	ykchdy	STATE_1 :: ykchdy	STATE_1 :: ykchdy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.8	f100v	P	A	f100v.8|P01	dchdy	STATE_1 :: dchdy	STATE_1 :: dchdy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f100v.9	f100v	P	A	f100v.9|P01	dalsy	STATE_0 :: dalsy	STATE_0 :: dalsy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.1	f101r	P	A	f101r.1|P01|f101r.1|P02|f101r.1|P03	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	STATE_0 :: pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	STATE_0 :: pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.10	f101r	P	A	f101r.10|P01|f101r.10|P02|f101r.10|P03	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	STATE_0 :: kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	STATE_0 :: kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.2	f101r	P	A	f101r.2|P01|f101r.2|P02|f101r.2|P03	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	STATE_0 :: dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	STATE_0 :: dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.3	f101r	P	A	f101r.3|P01|f101r.3|P02|f101r.3|P03	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	STATE_0 :: etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	STATE_0 :: etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.4	f101r	P	A	f101r.4|P01|f101r.4|P02|f101r.4|P03	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	STATE_0 :: ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	STATE_0 :: ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.5	f101r	P	A	f101r.5|P01|f101r.5|P02|f101r.5|P03	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	STATE_0 :: daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	STATE_0 :: daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.6	f101r	P	A	f101r.6|P01|f101r.6|P02|f101r.6|P03	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	STATE_0 :: okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	STATE_0 :: okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.7	f101r	P	A	f101r.7|P01|f101r.7|P02|f101r.7|P03	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	STATE_0 :: cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	STATE_0 :: cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.8	f101r	P	A	f101r.8|P01|f101r.8|P02|f101r.8|P03	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	STATE_0 :: olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	STATE_0 :: olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101r.9	f101r	P	A	f101r.9|P01|f101r.9|P02|f101r.9|P03	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	STATE_0 :: daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	STATE_0 :: daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.1	f101v	P	A	f101v.1|P01|f101v.1|P02	sairaly	STATE_1 :: sairaly	STATE_1 :: sairaly	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.10	f101v	P	A	f101v.10|P01	okol	STATE_0 :: okol	STATE_0 :: okol	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.11	f101v	P	A	f101v.11|P01	arom	STATE_1 :: arom	STATE_1 :: arom	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.12	f101v	P	A	f101v.12|P01|f101v.12|P02	oraram	STATE_1 :: oraram	STATE_1 :: oraram	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.13	f101v	P	A	f101v.13|P01|f101v.13|P02|f101v.13|P03	oraeep	STATE_0 :: oraeep	STATE_0 :: oraeep	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.14	f101v	P	A	f101v.14|P01|f101v.14|P02	dytoly	STATE_0 :: dytoly	STATE_0 :: dytoly	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.15	f101v	P	A	f101v.15|P01	olkor	STATE_1 :: olkor	STATE_1 :: olkor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.16	f101v	P	A	f101v.16|P01	dolary	STATE_0 :: dolary	STATE_0 :: dolary	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.17	f101v	P	A	f101v.17|P01	odor	STATE_0 :: odor	STATE_0 :: odor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.18	f101v	P	A	f101v.18|P01	olaran	STATE_0 :: olaran	STATE_0 :: olaran	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.19	f101v	P	A	f101v.19|P01|f101v.19|P02|f101v.19|P03	tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	STATE_0 :: tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	STATE_0 :: tolchor cheopor or ody cphey r shee fol s oiin otsheey otchy kcho pcholy chor or choror sy dorar okoraiin orolodain	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.2	f101v	P	A	f101v.2|P01|f101v.2|P02	otaldy	STATE_0 :: otaldy	STATE_0 :: otaldy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.20	f101v	P	A	f101v.20|P01|f101v.20|P02|f101v.20|P03	or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	STATE_0 :: or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	STATE_0 :: or aiin or o or odam chor s aiin okor cheeor sheeol qokol etol qoor cheey qykeod oeeo r choy s okeeody chodaiin cthy okody dar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.21	f101v	P	A	f101v.21|P01|f101v.21|P02|f101v.21|P03	ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	STATE_0 :: ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	STATE_0 :: ycheor oeo dain cheokal ykhody cheeods oraiin qoeey cthey eocthy dain chedo dydy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.22	f101v	P	A	f101v.22|P01|f101v.22|P02|f101v.22|P03	kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	STATE_0 :: kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	STATE_0 :: kshar lol keeol otal or ol aiin okeod ykeey dain olcheol opcheol cthey qekeoldy qocthor sheody qockheey odaiin sho ytolaiir sodaiin dy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.23	f101v	P	A	f101v.23|P01|f101v.23|P02|f101v.23|P03	oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	STATE_0 :: oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	STATE_0 :: oaiin ol olor daiin okeey qok ykeol daiin qockhy daiin olch dar qokeol dol oraiin oldaiin keeol rch qokeeeor sydy cheor okeey chol do dar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.24	f101v	P	A	f101v.24|P01|f101v.24|P02|f101v.24|P03	teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	STATE_0 :: teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	STATE_0 :: teeal sheol qokeor qkhol olchor chokey chor ctheey das daiin cheeody cheey keo cheol daiiin deeor cheedy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.25	f101v	P	A	f101v.25|P01|f101v.25|P02|f101v.25|P03	daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	STATE_0 :: daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	STATE_0 :: daiin dair yteol chor qockhol daiin ckheey chey kchey dos iin okeey ckheo lcheody kcheol daiin eteeys ctheody ctheockhosho olchor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.26	f101v	P	A	f101v.26|P01|f101v.26|P02|f101v.26|P03	olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	STATE_0 :: olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	STATE_0 :: olaiin okeol cheo kol ches sheey qoor qokeody cheor okeo oiin cheey cthey ory ctheey qokeey shol ody cheol oralar shey qokar ary	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.27	f101v	P	A	f101v.27|P01|f101v.27|P02|f101v.27|P03	sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	STATE_0 :: sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	STATE_0 :: sal chol choly okeey dal qol shckheol chol cthear keeol cheeo ol chs oraiin qokeeey soiin qodaiin cheol qokeey daiin cheodam	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.28	f101v	P	A	f101v.28|P01|f101v.28|P02|f101v.28|P03	teol cheol etchey cheo r cheol cthol cholaiin chol qkar	STATE_0 :: teol cheol etchey cheo r cheol cthol cholaiin chol qkar	STATE_0 :: teol cheol etchey cheo r cheol cthol cholaiin chol qkar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.3	f101v	P	A	f101v.3|P01|f101v.3|P02|f101v.3|P03	otal	STATE_0 :: otal	STATE_0 :: otal	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.4	f101v	P	A	f101v.4|P01|f101v.4|P02	yta	STATE_1 :: yta	STATE_1 :: yta	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.5	f101v	P	A	f101v.5|P01	dokor	STATE_0 :: dokor	STATE_0 :: dokor	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.6	f101v	P	A	f101v.6|P01	orar	STATE_1 :: orar	STATE_1 :: orar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.7	f101v	P	A	f101v.7|P01|f101v.7|P02	otarar	STATE_0 :: otarar	STATE_0 :: otarar	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.8	f101v	P	A	f101v.8|P01|f101v.8|P02|f101v.8|P03	otala	STATE_0 :: otala	STATE_0 :: otala	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f101v.9	f101v	P	A	f101v.9|P01	soraly	STATE_1 :: soraly	STATE_1 :: soraly	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.1	f102r1	P	A	f102r1.1|P01|f102r1.1|P02|f102r1.1|P03	daarod	STATE_1 :: daarod	STATE_1 :: daarod	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.10	f102r1	P	A	f102r1.10|P01|f102r1.10|P02|f102r1.10|P03	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	STATE_0 :: ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	STATE_0 :: ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
f102r1.11	f102r1	P	A	f102r1.11|P01|f102r1.11|P02|f102r1.11|P03	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	STATE_0 :: dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	STATE_0 :: dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	EXPLORATORY	other lattice path or mapping restart	whole-manuscript postselected candidate
