event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface	deck_class	atomic_value_de	contextual_expansion_de	visible_owner	statement_translation_de
E011	H1	f10r	f10r.5	F002	H1-S002	9ad66e67803a12e745de	qokchy	PRODUCTIVE_COMPOSITION	Einsetzen	Posten ansetzen	Wurzel und übrige Teile der abgebildeten Pflanze	Setze den zurückbehaltenen Posten ein, führe ihn im folgenden Gang weiter und halte ihn bereit.
E012	H1	f10r	f10r.5	F002	H1-S002	e8a6105b5c3a6220b440	qotchol	PRODUCTIVE_COMPOSITION	Folgefortsetzung	Anwärmen	Wurzel und übrige Teile der abgebildeten Pflanze	Setze den zurückbehaltenen Posten ein, führe ihn im folgenden Gang weiter und halte ihn bereit.
E013	H1	f10r	f10r.5	F002	H1-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	Fortsetzung	Fortsetzen	Wurzel und übrige Teile der abgebildeten Pflanze	Setze den zurückbehaltenen Posten ein, führe ihn im folgenden Gang weiter und halte ihn bereit.
E014	H1	f10r	f10r.5	F002	H1-S002	e0b630cb1b5df5e7105b	cthy	PRODUCTIVE_COMPOSITION	Bereit	Bereit	Wurzel und übrige Teile der abgebildeten Pflanze	Setze den zurückbehaltenen Posten ein, führe ihn im folgenden Gang weiter und halte ihn bereit.
E015	H2	f10r	f10r.6	F003	H2-S001	7249edc4df3419c26999	ycheor	PRODUCTIVE_COMPOSITION	Auszugsansatz	Nimm die jungen Spitzen mit Blütenständen und Blättern derselben unbenannten Pflanze	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E016	H2	f10r	f10r.6	F003	H2-S001	e0b630cb1b5df5e7105b	cthy	PRODUCTIVE_COMPOSITION	Bereit	Bereit	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E017	H2	f10r	f10r.6	F003	H2-S001	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E018	H2	f10r	f10r.6	F003	H2-S001	f3c23f42baf625639e1e	cthaiin	PRODUCTIVE_COMPOSITION	Bereitsollmaß	Zerstoße das Kraut	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E019	H2	f10r	f10r.6	F003	H2-S001	af816c04e65874a0f2fa	qoctholy	PRODUCTIVE_COMPOSITION	Folgefortsetzungsposten	Abpressen	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E020	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E021	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E022	H2	f10r	f10r.6	F003	H2-S001	2f1c5e56e8f0ff459065	taiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E023	H2	f10r	f10r.6	F003	H2-S001	b921a237be883a820352	shy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	zweiter Arbeitsartikel unter demselben Pflanzenbild	Nimm den laufenden Auszugsansatz und halte ihn bereit. Stelle den Ansatz auf sein Sollmaß; führe den Folgeposten weiter und behalte dabei denselben Posten um die Maßangabe aktiv.
E024	H2	f10r	f10r.8	F004	H2-S002	10488b911aae52b3b334	qotchor	PRODUCTIVE_COMPOSITION	Folgeansatz	Folgeansatz	zweiter Arbeitsartikel unter demselben Pflanzenbild	Eröffne den Folgeansatz, führe denselben Ansatz als Fortsetzungsansatz weiter und nimm das Sollmaß aus der bezeichneten Quelle.
E025	H2	f10r	f10r.8	F004	H2-S002	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz	zweiter Arbeitsartikel unter demselben Pflanzenbild	Eröffne den Folgeansatz, führe denselben Ansatz als Fortsetzungsansatz weiter und nimm das Sollmaß aus der bezeichneten Quelle.
E026	H2	f10r	f10r.8	F004	H2-S002	497cbd9c7401810ff56b	otol	PRODUCTIVE_COMPOSITION	Folgefortsetzung	Danach fortsetzen	zweiter Arbeitsartikel unter demselben Pflanzenbild	Eröffne den Folgeansatz, führe denselben Ansatz als Fortsetzungsansatz weiter und nimm das Sollmaß aus der bezeichneten Quelle.
E027	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	Fortsetzung	Fortsetzen	zweiter Arbeitsartikel unter demselben Pflanzenbild	Eröffne den Folgeansatz, führe denselben Ansatz als Fortsetzungsansatz weiter und nimm das Sollmaß aus der bezeichneten Quelle.
E028	H2	f10r	f10r.8	F004	H2-S002	dec401773c1f0347793d	cholor	PRODUCTIVE_COMPOSITION	Fortsetzungsansatz	Fortsetzungsansatz	zweiter Arbeitsartikel unter demselben Pflanzenbild	Eröffne den Folgeansatz, führe denselben Ansatz als Fortsetzungsansatz weiter und nimm das Sollmaß aus der bezeichneten Quelle.
E029	H2	f10r	f10r.8	F004	H2-S002	dcda95c81a5460feb191	chol	PRODUCTIVE_COMPOSITION	Fortsetzung	Fortsetzen	zweiter Arbeitsartikel unter demselben Pflanzenbild	Eröffne den Folgeansatz, führe denselben Ansatz als Fortsetzungsansatz weiter und nimm das Sollmaß aus der bezeichneten Quelle.
E030	H2	f10r	f10r.8	F004	H2-S002	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß	zweiter Arbeitsartikel unter demselben Pflanzenbild	Eröffne den Folgeansatz, führe denselben Ansatz als Fortsetzungsansatz weiter und nimm das Sollmaß aus der bezeichneten Quelle.
E031	H2	f10r	f10r.8	F004	H2-S002	4d4559019a961b834aa1	dar	PRODUCTIVE_COMPOSITION	Quelle	Aus demselben Vorrat	zweiter Arbeitsartikel unter demselben Pflanzenbild	Eröffne den Folgeansatz, führe denselben Ansatz als Fortsetzungsansatz weiter und nimm das Sollmaß aus der bezeichneten Quelle.
E032	H2	f10r	f10r.9	F005	H2-S003	27d97af8c96eb056c2e6	oykchor	PRODUCTIVE_COMPOSITION	Gefäßansatz	Gib sie in ein glasiertes Gefäß	zweiter Arbeitsartikel unter demselben Pflanzenbild	Richte den Ansatz im Gefäß her, halte ihn als laufenden Posten aktiv, setze die gebundene Arbeitsstufe und füge die Zutat im Sollmaß hinzu.
E033	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	shor	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz	zweiter Arbeitsartikel unter demselben Pflanzenbild	Richte den Ansatz im Gefäß her, halte ihn als laufenden Posten aktiv, setze die gebundene Arbeitsstufe und füge die Zutat im Sollmaß hinzu.
E034	H2	f10r	f10r.9	F005	H2-S003	7a4bb8136330ee4e6e56	chor	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz	zweiter Arbeitsartikel unter demselben Pflanzenbild	Richte den Ansatz im Gefäß her, halte ihn als laufenden Posten aktiv, setze die gebundene Arbeitsstufe und füge die Zutat im Sollmaß hinzu.
E035	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	zweiter Arbeitsartikel unter demselben Pflanzenbild	Richte den Ansatz im Gefäß her, halte ihn als laufenden Posten aktiv, setze die gebundene Arbeitsstufe und füge die Zutat im Sollmaß hinzu.
E036	H2	f10r	f10r.9	F005	H2-S003	409de02322e7b2ca0c62	kaiiin	PRODUCTIVE_COMPOSITION	Bindestufe	Weiche Zielstufe	zweiter Arbeitsartikel unter demselben Pflanzenbild	Richte den Ansatz im Gefäß her, halte ihn als laufenden Posten aktiv, setze die gebundene Arbeitsstufe und füge die Zutat im Sollmaß hinzu.
E037	H2	f10r	f10r.9	F005	H2-S003	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	zweiter Arbeitsartikel unter demselben Pflanzenbild	Richte den Ansatz im Gefäß her, halte ihn als laufenden Posten aktiv, setze die gebundene Arbeitsstufe und füge die Zutat im Sollmaß hinzu.
E038	H2	f10r	f10r.9	F005	H2-S003	834825c61d048a6b5628	chodaiin	PRODUCTIVE_COMPOSITION	Zutatsollmaß	Lege sie äußerlich auf ein Geschwür oder eine harte Schwellung	zweiter Arbeitsartikel unter demselben Pflanzenbild	Richte den Ansatz im Gefäß her, halte ihn als laufenden Posten aktiv, setze die gebundene Arbeitsstufe und füge die Zutat im Sollmaß hinzu.
E039	H3	f11r	f11r.1	F006	H3-S001	953ad19b79517fc8a211	tshol	MEMORIZED_WHOLE_CARD	Blütenkraut	Nimm im ersten Frühjahr Blüten und junge Blätter der unbenannten Pflanze	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E040	H3	f11r	f11r.1	F006	H3-S001	428a5e3662aa57b4b256	schoal	PRODUCTIVE_COMPOSITION	Zieleingabe	Weinsud bereiten	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E041	H3	f11r	f11r.1	F006	H3-S001	bdad9f9ea8b80f141496	cfhy	MEMORIZED_WHOLE_CARD	Auswringen	Auswringen	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E042	H3	f11r	f11r.1	F006	H3-S001	a8af08e69edab8e54f15	shfydaiin	PRODUCTIVE_COMPOSITION	Standzeit	Standzeit einhalten	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E043	H3	f11r	f11r.1	F006	H3-S001	deb377381ceaf55ea310	cphy	MEMORIZED_WHOLE_CARD	Nachseihen	Nachseihen	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E044	H3	f11r	f11r.1	F006	H3-S001	b5df9126607030b95175	shey	MEMORIZED_WHOLE_CARD	Klarauszug	Klarauszug	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E045	H3	f11r	f11r.1	F006	H3-S001	2e2027b1951d79911e24	tchody	PRODUCTIVE_COMPOSITION	Rücknahmeschluss	Abkühlen; Schluss	Blütenkraut der abgebildeten Pflanze	Bringe das Blütenkraut an die Arbeitsstelle, wringe es aus, lasse es die vorgeschriebene Zeit stehen und seihe es nochmals. Nimm nur den Klarauszug ab und schließe den Schritt.
E046	H3	f11r	f11r.1	F007	H3-S002	577c03a928d674d420d7	shoyty	PRODUCTIVE_COMPOSITION	Zutatfolgeteil	Behalte einen Teil der frischen Blüten für eine zweite Arznei zurück	Blütenkraut der abgebildeten Pflanze	Halte einen weiteren Zutatteil für den folgenden Gang bereit.
E047	H3	f11r	f11r.4	F008	H3-S003	d665560c8ff80799a82c	dchol	PRODUCTIVE_COMPOSITION	Vorfortsetzung	Fortsetzungsposten	Blütenkraut der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Gangs, halte den aktuellen Posten gebunden und miss sein Sollmaß.
E048	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	chy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	Blütenkraut der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Gangs, halte den aktuellen Posten gebunden und miss sein Sollmaß.
E049	H3	f11r	f11r.4	F008	H3-S003	b2812c8283c3a62438bd	kchy	PRODUCTIVE_COMPOSITION	Bindeposten	Trank	Blütenkraut der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Gangs, halte den aktuellen Posten gebunden und miss sein Sollmaß.
E050	H3	f11r	f11r.4	F008	H3-S003	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	Blütenkraut der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Gangs, halte den aktuellen Posten gebunden und miss sein Sollmaß.
E051	H3	f11r	f11r.4	F008	H3-S003	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß	Blütenkraut der abgebildeten Pflanze	Nimm die Fortsetzung des vorigen Gangs, halte den aktuellen Posten gebunden und miss sein Sollmaß.
E052	H3	f11r	f11r.7	F009	H3-S004	a48efd6c4491a046ba78	qotchy	PRODUCTIVE_COMPOSITION	Folgeposten	Nimm die zurückbehaltenen Blüten	Blütenkraut der abgebildeten Pflanze	Wechsle zum Folgeposten, setze die Fortsetzung ein und halte diesen Posten bereit.
E053	H3	f11r	f11r.7	F009	H3-S004	322281bd391aa621f568	okchol	PRODUCTIVE_COMPOSITION	Fortsetzungseinsatz	Fortsetzung einsetzen	Blütenkraut der abgebildeten Pflanze	Wechsle zum Folgeposten, setze die Fortsetzung ein und halte diesen Posten bereit.
E054	H3	f11r	f11r.7	F009	H3-S004	e0b630cb1b5df5e7105b	cthy	PRODUCTIVE_COMPOSITION	Bereit	Bereit	Blütenkraut der abgebildeten Pflanze	Wechsle zum Folgeposten, setze die Fortsetzung ein und halte diesen Posten bereit.
E055	H3	f11r	f11r.7	F009	H3-S004	b921a237be883a820352	dy	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	Blütenkraut der abgebildeten Pflanze	Wechsle zum Folgeposten, setze die Fortsetzung ein und halte diesen Posten bereit.
E056	H4	f55v	f55v.5	F010	H4-S001	b5fcea1eaed06b2f2291	qokaiin	PRODUCTIVE_COMPOSITION	Sollstellung	Auf Sollmaß einstellen	Blattmaterial der abgebildeten Pflanze	Stelle das Sollmaß ein, prüfe es und teile den Posten in eine erste und eine zweite Portion. Nimm beide aus diesem Arbeitsschritt und schließe ihn.
E057	H4	f55v	f55v.5	F010	H4-S001	2f1c5e56e8f0ff459065	chaiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß	Blattmaterial der abgebildeten Pflanze	Stelle das Sollmaß ein, prüfe es und teile den Posten in eine erste und eine zweite Portion. Nimm beide aus diesem Arbeitsschritt und schließe ihn.
E058	H4	f55v	f55v.5	F010	H4-S001	403c1592f918c8f23b88	ykain	PRODUCTIVE_COMPOSITION	Postenportion	Eine Portion des laufenden Postens	Blattmaterial der abgebildeten Pflanze	Stelle das Sollmaß ein, prüfe es und teile den Posten in eine erste und eine zweite Portion. Nimm beide aus diesem Arbeitsschritt und schließe ihn.
E059	H4	f55v	f55v.5	F010	H4-S001	d929a14ec45749b2e805	ykan	PRODUCTIVE_COMPOSITION	Postenzweitportion	Diese Portion	Blattmaterial der abgebildeten Pflanze	Stelle das Sollmaß ein, prüfe es und teile den Posten in eine erste und eine zweite Portion. Nimm beide aus diesem Arbeitsschritt und schließe ihn.
E060	H4	f55v	f55v.5	F010	H4-S001	97cc9ac109148723c472	ody	PRODUCTIVE_COMPOSITION	Rücknahmeschluss	Kühl; Schluss	Blattmaterial der abgebildeten Pflanze	Stelle das Sollmaß ein, prüfe es und teile den Posten in eine erste und eine zweite Portion. Nimm beide aus diesem Arbeitsschritt und schließe ihn.
E061	H4	f55v	f55v.5	F011	H4-S002	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß	Blattmaterial der abgebildeten Pflanze	Überführe die abgemessene Menge und verwahre sie.
E062	H4	f55v	f55v.5	F011	H4-S002	6f7ff8287eddf4da9fdb	chedy	PRODUCTIVE_COMPOSITION	Umsetzen	Den laufenden Posten umsetzen oder durcharbeiten	Blattmaterial der abgebildeten Pflanze	Überführe die abgemessene Menge und verwahre sie.
E063	H4	f55v	f55v.5	F011	H4-S002	e026af581c99322fbd46	talam	MEMORIZED_WHOLE_CARD	Verwahren	Verwahren	Blattmaterial der abgebildeten Pflanze	Überführe die abgemessene Menge und verwahre sie.
E064	H4	f55v	f55v.11	F012	H4-S003	f7dc90b2c31fd341f0a4	ykaiin	PRODUCTIVE_COMPOSITION	Postensollmaß	Sollmaß des Postens	Blattmaterial der abgebildeten Pflanze	Nimm das Sollmaß des Postens aus dem gewonnenen Auszug, halte es länger warm und schließe den fortgesetzten Schritt.
E065	H4	f55v	f55v.11	F012	H4-S003	807591efc3d3f7ddbfab	cheoar	PRODUCTIVE_COMPOSITION	Auszugnahme	Auszug daraus entnehmen	Blattmaterial der abgebildeten Pflanze	Nimm das Sollmaß des Postens aus dem gewonnenen Auszug, halte es länger warm und schließe den fortgesetzten Schritt.
E066	H4	f55v	f55v.11	F012	H4-S003	2c1a5fd92b9e3c762242	cheeky	PRODUCTIVE_COMPOSITION	Langwärme	Länger wärmen	Blattmaterial der abgebildeten Pflanze	Nimm das Sollmaß des Postens aus dem gewonnenen Auszug, halte es länger warm und schließe den fortgesetzten Schritt.
E067	H4	f55v	f55v.11	F012	H4-S003	1b1ffdd869fb1429ad03	oldy	PRODUCTIVE_COMPOSITION	Fortschluss	Fortsetzen; Schluss	Blattmaterial der abgebildeten Pflanze	Nimm das Sollmaß des Postens aus dem gewonnenen Auszug, halte es länger warm und schließe den fortgesetzten Schritt.
E068	H4	f55v	f55v.11	F013	H4-S004	2f1c5e56e8f0ff459065	aiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß	Blattmaterial der abgebildeten Pflanze	Setze das Sollmaß an der bezeichneten Stelle ein. Führe die Zubereitung dort weiter, halte den Ansatz als aktuellen Posten und verwende eine Ansatzportion.
E069	H4	f55v	f55v.11	F013	H4-S004	308e8ea2d5d190c498e8	okal	PRODUCTIVE_COMPOSITION	Zieleinsatz	An die Stelle setzen	Blattmaterial der abgebildeten Pflanze	Setze das Sollmaß an der bezeichneten Stelle ein. Führe die Zubereitung dort weiter, halte den Ansatz als aktuellen Posten und verwende eine Ansatzportion.
E070	H4	f55v	f55v.11	F013	H4-S004	204b04837409088c48f9	oltchy	PRODUCTIVE_COMPOSITION	Fortsetzungszubereitung	Anwärmen	Blattmaterial der abgebildeten Pflanze	Setze das Sollmaß an der bezeichneten Stelle ein. Führe die Zubereitung dort weiter, halte den Ansatz als aktuellen Posten und verwende eine Ansatzportion.
E071	H4	f55v	f55v.11	F013	H4-S004	7a4bb8136330ee4e6e56	or	PRODUCTIVE_COMPOSITION	Ansatz	Ansatz	Blattmaterial der abgebildeten Pflanze	Setze das Sollmaß an der bezeichneten Stelle ein. Führe die Zubereitung dort weiter, halte den Ansatz als aktuellen Posten und verwende eine Ansatzportion.
E072	H4	f55v	f55v.11	F013	H4-S004	b921a237be883a820352	y	PRODUCTIVE_COMPOSITION	Diesposten	Dieser Arbeitsposten	Blattmaterial der abgebildeten Pflanze	Setze das Sollmaß an der bezeichneten Stelle ein. Führe die Zubereitung dort weiter, halte den Ansatz als aktuellen Posten und verwende eine Ansatzportion.
E073	H4	f55v	f55v.11	F013	H4-S004	6afeb5c9ab9f6cbdea0d	orain	PRODUCTIVE_COMPOSITION	Ansatzportion	Ansatzportion	Blattmaterial der abgebildeten Pflanze	Setze das Sollmaß an der bezeichneten Stelle ein. Führe die Zubereitung dort weiter, halte den Ansatz als aktuellen Posten und verwende eine Ansatzportion.
E074	H5	f56r	f56r.5	F014	H5-S001	b9d7b6d68209a9019e7a	chochor	PRODUCTIVE_COMPOSITION	Zutatenansatz	Zutatenansatz	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
E075	H5	f56r	f56r.5	F014	H5-S001	2cc054357a929df85f64	cho	PRODUCTIVE_COMPOSITION	Zutat	Zutat	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
E076	H5	f56r	f56r.5	F014	H5-S001	0ec6a45e2950e8e7061d	chodaly	PRODUCTIVE_COMPOSITION	Zutatstelle	Nimm es zu Beginn der Blüte	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
E077	H5	f56r	f56r.5	F014	H5-S001	2f1c5e56e8f0ff459065	daiin	PRODUCTIVE_COMPOSITION	Sollmaß	Sollmaß	Stängel-/Pflanzenteil der abgebildeten Pflanze	Richte einen Zutatenansatz her. Setze eine weitere Zutat an die bezeichnete Stelle, miss sie und führe sie gebunden weiter. Eröffne danach den Folgeansatz, setze ihn ein und bringe ihn an die Stelle.
