joint_tuple_id	surface_family	event_id	statement_id	page	previous_reading_de	family_disposition	family_id	selected_parse	compact_reading_de	confidence	reason_en
43eb9aa12959b4d5cdc9	qekey	E374	B6-S001	f83r	roh	WHOLE_RETAIN	SPECIAL_STATE	MEMORIZED_WHOLE_CARD	roh	LOCAL	The raw-state card remains learned; a KCH or E split would duplicate stronger cards.
c205570c49d4d93c23d3	qolky	E146	B1-S014	f81v	Station	PARTIAL_RECOMPOSITION	CONTINUATION_WORKFLOW	OL_CONTINUE+KY_LOCAL	weiterfuehren	MEDIUM	OL supplies continuation and the local KY carrier no longer has to mean STATION.
4da0f0f7b5fc7ac20067	ral	E130	B1-S006	f81v	abkühlen lassen	PARTIAL_RECOMPOSITION	TARGET_WORKFLOW	R_LOCAL+AL_TO	zur Zielstelle	MEDIUM	AL supplies the target and the final open card hands that target to the following transfer statement.
ad3581d3144f69a5912d	sh	E087	H5-S003	f56r	Stängel	WHOLE_RETAIN	PLANT_PART_SPECIALIST	MEMORIZED_WHOLE_CARD	Staengel	LOCAL	The pictured-plant part remains a learned card.
577c03a928d674d420d7	shoyty	E046	H3-S002	f11r	Reserve	PRODUCTIVE_RECOMPOSITION	TY_PART	HO_INGREDIENT+Y_CURRENT+TY_PART	Zutatenteil	HIGH	The ingredient/current-item frame selects the newly coherent TY part unit.
883a6708116c342cb10b	skar	E360	B4-S016	f83r	ausgießen	PARTIAL_RECOMPOSITION	SOURCE_WORKFLOW	SK_POUR+AR_FROM	von dort ausgiessen	MEDIUM	AR supplies the source while SK remains a local pouring core.
61a075bc54793c1c781f	sotodan	E097	H5-S005	f56r	anwenden	PARTIAL_RECOMPOSITION	ORDERED_APPLICATION	OT_FOLLOW+DAN_APPLY	danach anwenden	MEDIUM	OT supplies order while DAN remains the learned application core.
e026af581c99322fbd46	talam	E063	H4-S002	f55v	verwahren	PARTIAL_RECOMPOSITION	TARGET_STORAGE	AL_TO+TAM_STORE	am Ziel verwahren	MEDIUM	AL supplies the target while TAM remains the learned storage core.
d4a31dbcf1ed6d9e5aa9	tshey	E212	B2-S015	f82r	Spülwasser	PARTIAL_RECOMPOSITION	CLEAR_FLOW_WORKFLOW	T_LOCAL+SHEY_CLEAR_FLOW	Klarlauf	MEDIUM	The learned SHEY clear-flow card survives under a local T carrier; SPUELWASSER was unnecessarily specific.
953ad19b79517fc8a211	tshol	E039	H3-S001	f11r	Kraut	PARTIAL_RECOMPOSITION	INGREDIENT_WORKFLOW	T_LOCAL+HO_INGREDIENT+L_OUT	Zutat entnehmen	MEDIUM	HO supplies ingredient and L outward selection; T remains local.
a7af89ab31ce5e247395	ytey	E150	B1-S015	f81v	füllen	WHOLE_RETAIN	SPECIAL_ACTION	MEMORIZED_WHOLE_CARD	fuellen	LOCAL	No licensed component split predicts filling without making Y or TY drift.
