root	working_value_de	register	mention_count	event_count	page_count	pages	top_companion_atoms	allowed_register_expansion_de	register_rule
OL	FORTSETZEN	HERBAL	109	109	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	CH:20|K:19|Y:17|OT:14|T:13|D_ADDR:11|SH:10|OK:8	weiter; mit dem Vorigen; im selben Gang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OL	FORTSETZEN	BIOLOGICAL	372	365	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	Y:68|DY:55|K:52|E:45|SH:39|EE:32|CHD:26|D_ADDR:23	weiter; mit dem Vorigen; im selben Gang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OL	FORTSETZEN	CELESTIAL	62	59	4	f67r2|f68r1|f71v|f72r	E:21|Y:17|CH:11|K:10|O:9|OK:9|SH:8|AIIN:6	weiter; mit dem Vorigen; im selben Gang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OL	FORTSETZEN	PHARMA	119	118	3	f88r|f88v|f89r	E:36|CH:26|OK:24|K:17|D_ADDR:15|O:14|SH:13|Y:13	weiter; mit dem Vorigen; im selben Gang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OL	FORTSETZEN	SOURCE_SECTION_T	26	26	1	f1r	SH:5|CH:5|OT:4|T:4|D_ADDR:2|Y:2|S:2|R:1	weiter; mit dem Vorigen; im selben Gang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OT	DANACH	HERBAL	72	72	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	Y:22|CH:21|OL:14|OR:9|O:7|AR:6|S:5|AIIN:5	danach; nächster Geschwistergang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OT	DANACH	BIOLOGICAL	175	175	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	DY:64|E:53|Y:46|EE:36|AR:16|AL:15|AIN:13|AIIN:12	danach; nächster Geschwistergang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OT	DANACH	CELESTIAL	84	84	4	f67r2|f68r1|f71v|f72r	Y:29|EE:27|O:26|E:23|AR:11|AIIN:9|D_ADDR:8|CH:8	danach; nächster Geschwistergang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OT	DANACH	PHARMA	23	23	3	f88r|f88v|f89r	E:11|OL:9|O:9|CH:4|DY:4|Y:4|AM_ADDR:3|S_ADDR:2	danach; nächster Geschwistergang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OT	DANACH	SOURCE_SECTION_T	9	9	1	f1r	Y:4|OL:4|E:3|CH:3|EE:1|O:1|S_ADDR:1|R:1	danach; nächster Geschwistergang	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AL	ZIELORT	HERBAL	50	50	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	CH:14|OK:12|Y:9|T:7|D_ADDR:6|O:5|OT:5|SH:4	Ziel; Empfänger; Körper-/Stationsstelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AL	ZIELORT	BIOLOGICAL	178	177	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	OK:44|Y:20|E:20|CH:19|SH:15|OT:15|S:14|K:12	Ziel; Empfänger; Körper-/Stationsstelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AL	ZIELORT	CELESTIAL	72	71	4	f67r2|f68r1|f71v|f72r	Y:17|OK:17|O:12|CH:9|AIIN:7|E:7|D_ADDR:6|S:6	Ziel; Empfänger; Körper-/Stationsstelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AL	ZIELORT	PHARMA	45	43	3	f88r|f88v|f89r	S:12|Y:7|CH:7|O:7|E:5|D_ADDR:4|DY:3|AIIN:2	Ziel; Empfänger; Körper-/Stationsstelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AL	ZIELORT	SOURCE_SECTION_T	7	7	1	f1r	CH:4|Y:2|P:2|K:1|O:1|D_ADDR:1|E:1|T:1	Ziel; Empfänger; Körper-/Stationsstelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CH	NEHMEN	HERBAL	235	215	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	Y:114|O:69|T:68|OR:47|K:44|E:33|D_ADDR:31|P:22	entnehmen; aufnehmen; heranziehen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CH	NEHMEN	BIOLOGICAL	290	255	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	Y:192|E:150|K:112|T:65|SH:53|L:43|O:40|D_ADDR:35	entnehmen; aufnehmen; heranziehen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CH	NEHMEN	CELESTIAL	100	92	4	f67r2|f68r1|f71v|f72r	O:52|Y:49|E:43|K:27|T:18|S:15|EE:12|P:11	entnehmen; aufnehmen; heranziehen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CH	NEHMEN	PHARMA	160	151	3	f88r|f88v|f89r	E:105|O:102|Y:71|K:39|OL:26|L:16|T:15|OR:15	entnehmen; aufnehmen; heranziehen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CH	NEHMEN	SOURCE_SECTION_T	58	57	1	f1r	Y:23|T:22|E:14|O:13|AR:10|AIIN:9|P:9|D_ADDR:9	entnehmen; aufnehmen; heranziehen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
SH	HALTEN	HERBAL	86	84	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	E:34|O:26|Y:26|OR:14|K:14|D_ADDR:12|OL:10|DY:10	halten; ruhen lassen; aufbewahren	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
SH	HALTEN	BIOLOGICAL	398	397	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	E:263|Y:175|DY:164|EE:82|CH:53|K:45|OL:39|D_ADDR:39	halten; ruhen lassen; aufbewahren	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
SH	HALTEN	CELESTIAL	46	46	4	f67r2|f68r1|f71v|f72r	E:27|Y:23|O:14|EE:12|OL:8|S:6|CH:5|T:4	halten; ruhen lassen; aufbewahren	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
SH	HALTEN	PHARMA	57	57	3	f88r|f88v|f89r	E:28|Y:23|O:19|EE:14|OL:13|OR:12|D_ADDR:8|DY:5	halten; ruhen lassen; aufbewahren	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
SH	HALTEN	SOURCE_SECTION_T	44	43	1	f1r	Y:23|O:21|E:11|D_ADDR:8|K:6|OL:5|AR:4|DY:3	halten; ruhen lassen; aufbewahren	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AR	AUSGANG	HERBAL	69	68	8	f10r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	D_ADDR:20|CH:13|O:10|E:10|OK:10|T:8|Y:7|K:7	Quelle; Ausgang; Entnahmestelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AR	AUSGANG	BIOLOGICAL	151	150	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	D_ADDR:37|OK:30|K:16|OT:16|S:16|Y:15|E:12|CHD:11	Quelle; Ausgang; Entnahmestelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AR	AUSGANG	CELESTIAL	56	53	4	f67r2|f68r1|f71v|f72r	O:13|D_ADDR:12|E:12|OT:11|CH:6|OK:6|P:5|OL:4	Quelle; Ausgang; Entnahmestelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AR	AUSGANG	PHARMA	23	23	3	f88r|f88v|f89r	E:6|D_ADDR:6|CH:5|OK:4|O:3|Y:3|EE:2|SH:2	Quelle; Ausgang; Entnahmestelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AR	AUSGANG	SOURCE_SECTION_T	24	24	1	f1r	D_ADDR:11|CH:10|T:6|Y:5|SH:4|O:4|LOCAL_CHAR_I:2|E:2	Quelle; Ausgang; Entnahmestelle	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
K	GEBEN	HERBAL	108	106	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	Y:78|CH:44|OL:19|E:18|O:14|SH:14|D_ADDR:9|EE:9	zugeben; zuteilen; zuordnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
K	GEBEN	BIOLOGICAL	237	236	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	Y:147|CH:112|E:85|OL:52|EE:47|SH:45|DY:35|L:27	zugeben; zuteilen; zuordnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
K	GEBEN	CELESTIAL	48	46	4	f67r2|f68r1|f71v|f72r	Y:41|CH:27|E:20|O:13|EE:10|OL:10|AIIN:6|AL:5	zugeben; zuteilen; zuordnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
K	GEBEN	PHARMA	70	69	3	f88r|f88v|f89r	Y:47|E:40|CH:39|O:34|OL:17|EE:11|OR:8|CARRIER_Q:5	zugeben; zuteilen; zuordnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
K	GEBEN	SOURCE_SECTION_T	29	29	1	f1r	Y:16|E:8|CH:7|O:7|SH:6|AIIN:5|D_ADDR:5|S:3	zugeben; zuteilen; zuordnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIIN	WERT	HERBAL	100	100	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	O:15|OK:13|CH:12|D_ADDR:12|Y:8|T:7|K:6|SH:6	Maß; Dosis; Grad; Positionswert	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIIN	WERT	BIOLOGICAL	162	162	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	OK:44|S:14|OT:12|K:11|L:10|OL:9|R:8|E:6	Maß; Dosis; Grad; Positionswert	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIIN	WERT	CELESTIAL	70	70	3	f67r2|f71v|f72r	OK:9|OT:9|AL:7|O:6|K:6|OL:6|D_ADDR:5|CH:4	Maß; Dosis; Grad; Positionswert	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIIN	WERT	PHARMA	73	73	3	f88r|f88v|f89r	D_ADDR:11|S:8|O:8|OL:5|CARRIER_Q:4|CH:4|Y:3|OK:2	Maß; Dosis; Grad; Positionswert	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIIN	WERT	SOURCE_SECTION_T	27	27	1	f1r	CH:9|D_ADDR:6|O:6|K:5|T:4|SH:3|OK:2|LOCAL_CHAR_F:2	Maß; Dosis; Grad; Positionswert	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
S	WÄHLEN	HERBAL	48	47	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	O:16|E:13|CH:10|Y:9|AIN:5|D_ADDR:5|OT:5|AR:5	auswählen; entscheiden; prüfend auswählen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
S	WÄHLEN	BIOLOGICAL	135	133	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	E:28|CH:20|Y:20|AIN:19|AR:16|OL:14|AL:14|AIIN:14	auswählen; entscheiden; prüfend auswählen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
S	WÄHLEN	CELESTIAL	54	53	4	f67r2|f68r1|f71v|f72r	O:24|CH:15|E:14|EE:11|OK:7|Y:6|AL:6|SH:6	auswählen; entscheiden; prüfend auswählen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
S	WÄHLEN	PHARMA	50	48	3	f88r|f88v|f89r	O:14|AL:12|CH:11|AIIN:8|E:7|Y:6|OL:4|D_ADDR:3	auswählen; entscheiden; prüfend auswählen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
S	WÄHLEN	SOURCE_SECTION_T	19	19	1	f1r	CH:8|Y:6|E:6|O:5|T:4|K:3|D_ADDR:3|A_ADDR:2	auswählen; entscheiden; prüfend auswählen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CHD	BEARBEITEN	HERBAL	29	29	4	f24v|f55v|f56r|f95v	Y:21|K:6|O:4|T:4|DY:4|AIIN:3|OK:2|LOCAL_CHAR_F:2	mischen; umsetzen; auftragen; abführen; weiterbearbeiten	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CHD	BEARBEITEN	BIOLOGICAL	259	259	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	Y:141|DY:88|L:47|P:33|OL:26|OK:18|O:15|AR:11	mischen; umsetzen; auftragen; abführen; weiterbearbeiten	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CHD	BEARBEITEN	CELESTIAL	7	7	2	f67r2|f72r	AIIN:2|AL:2|DY:2|Y:2|OT:1|O:1	mischen; umsetzen; auftragen; abführen; weiterbearbeiten	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CHD	BEARBEITEN	PHARMA	5	5	2	f88v|f89r	Y:4|L:1|AL:1|DY:1|K:1|AIN:1	mischen; umsetzen; auftragen; abführen; weiterbearbeiten	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
CHD	BEARBEITEN	SOURCE_SECTION_T	1	1	1	f1r	Y:1	mischen; umsetzen; auftragen; abführen; weiterbearbeiten	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OR	EINHEIT	HERBAL	97	95	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	CH:47|O:16|SH:14|T:11|OK:11|Y:9|OT:9|D_ADDR:8	Arbeits-, Becken-, Satz- oder Sektoreinheit	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OR	EINHEIT	BIOLOGICAL	80	79	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	E:10|D_ADDR:9|AL:9|OK:9|Y:7|S:7|SH:7|L:7	Arbeits-, Becken-, Satz- oder Sektoreinheit	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OR	EINHEIT	CELESTIAL	30	30	4	f67r2|f68r1|f71v|f72r	CH:7|Y:6|E:6|OK:5|K:4|S:3|T:3|OT:3	Arbeits-, Becken-, Satz- oder Sektoreinheit	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OR	EINHEIT	PHARMA	48	47	3	f88r|f88v|f89r	CH:15|E:14|SH:12|K:8|Y:7|O:6|OK:4|D_ADDR:3	Arbeits-, Becken-, Satz- oder Sektoreinheit	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
OR	EINHEIT	SOURCE_SECTION_T	11	11	1	f1r	CH:3|Y:2|K:2|SH:1|S:1|T:1	Arbeits-, Becken-, Satz- oder Sektoreinheit	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
L	VERBINDUNG	HERBAL	10	10	5	f11r|f18r|f24v|f55v|f95v	O:6|CH:4|D_ADDR:3|Y:2|S:2|E:2|OL:1|T:1	Verbindung; Mitbezug; Anschluss	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
L	VERBINDUNG	BIOLOGICAL	220	218	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	DY:60|Y:59|E:50|CHD:47|CH:43|SH:33|O:30|K:27	Verbindung; Mitbezug; Anschluss	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
L	VERBINDUNG	CELESTIAL	11	11	4	f67r2|f68r1|f71v|f72r	O:6|CH:6|E:6|S:2|SH:2|OL:2|DA:1|OT:1	Verbindung; Mitbezug; Anschluss	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
L	VERBINDUNG	PHARMA	27	27	3	f88r|f88v|f89r	O:22|E:20|CH:16|Y:7|P:2|OL:2|K:2|OK:2	Verbindung; Mitbezug; Anschluss	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
L	VERBINDUNG	SOURCE_SECTION_T	2	2	1	f1r	O:3|D_ADDR:2|CH:1|P:1|AIIN:1|S:1	Verbindung; Mitbezug; Anschluss	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
T	EINSTELLEN	HERBAL	103	103	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	CH:68|Y:65|O:25|OL:13|OR:11|E:9|SH:9|D_ADDR:8	einstellen; bestimmen; einen Grad setzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
T	EINSTELLEN	BIOLOGICAL	106	105	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	Y:73|CH:65|E:47|SH:25|DY:14|L:11|OL:11|D_ADDR:11	einstellen; bestimmen; einen Grad setzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
T	EINSTELLEN	CELESTIAL	38	38	4	f67r2|f68r1|f71v|f72r	Y:29|E:22|O:21|CH:18|EE:7|AL:4|S:4|SH:4	einstellen; bestimmen; einen Grad setzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
T	EINSTELLEN	PHARMA	22	22	3	f88r|f88v|f89r	CH:15|O:12|Y:11|E:10|OL:7|D_ADDR:2|S:2|AL:1	einstellen; bestimmen; einen Grad setzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
T	EINSTELLEN	SOURCE_SECTION_T	27	27	1	f1r	CH:22|Y:10|AR:6|E:5|O:5|AIIN:4|S:4|OL:4	einstellen; bestimmen; einen Grad setzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIN	ANTEIL	HERBAL	39	39	7	f10r|f11r|f17r|f18r|f24v|f55v|f95v	K:8|OK:7|S:5|OT:5|Y:4|O:3|D_ADDR:3|OL:3	Anteil; Portion; Sektoranteil	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIN	ANTEIL	BIOLOGICAL	160	160	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	OK:56|S:19|K:16|OT:13|OL:10|T:6|Y:5|R:4	Anteil; Portion; Sektoranteil	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIN	ANTEIL	CELESTIAL	8	8	2	f67r2|f72r	S:3|O:2|E:1|K:1|AL:1|D_ADDR:1|OR:1	Anteil; Portion; Sektoranteil	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIN	ANTEIL	PHARMA	18	18	3	f88r|f88v|f89r	D_ADDR:5|O:4|K:2|E:2|OR:1|AIR:1|Y:1|OL:1	Anteil; Portion; Sektoranteil	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIN	ANTEIL	SOURCE_SECTION_T	15	15	1	f1r	Y:2|O:2|D_ADDR:2|CH:2|T:1|SH:1|OL:1|OK:1	Anteil; Portion; Sektoranteil	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
R	MARKIEREN	HERBAL	14	14	7	f10r|f17r|f18r|f24v|f55v|f56r|f95v	O:5|D_ADDR:4|IIN:3|Y:3|CH:3|E:3|DA:3|A_ADDR:1	markieren; verweisen; kennzeichnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
R	MARKIEREN	BIOLOGICAL	61	61	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	Y:16|E:10|CH:9|AIIN:8|SH:6|AL:5|OL:4|AIN:4	markieren; verweisen; kennzeichnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
R	MARKIEREN	CELESTIAL	14	14	4	f67r2|f68r1|f71v|f72r	O:6|CH:6|E:5|DA:3|S:2|OR:2|AIIN:1|A_ADDR:1	markieren; verweisen; kennzeichnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
R	MARKIEREN	PHARMA	19	19	3	f88r|f88v|f89r	CH:14|O:14|E:13|SH:2|Y:2|OL:2|AL:1|K:1	markieren; verweisen; kennzeichnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
R	MARKIEREN	SOURCE_SECTION_T	6	6	1	f1r	S:2|Y:2|IIN:2|CH:1|T:1|E:1|OL:1|OT:1	markieren; verweisen; kennzeichnen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
P	EINSETZEN	HERBAL	33	33	9	f10r|f11r|f13r|f17r|f18r|f24v|f55v|f56r|f95v	CH:22|Y:21|O:20|D_ADDR:8|DY:5|OR:4|AL:3|E:3	einsetzen; einbringen; an einer Stelle ansetzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
P	EINSETZEN	BIOLOGICAL	84	84	7	f75r|f76r|f77r|f81r|f81v|f82r|f83r	Y:38|CHD:33|CH:31|O:28|DY:24|E:20|SH:17|OL:17	einsetzen; einbringen; an einer Stelle ansetzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
P	EINSETZEN	CELESTIAL	15	15	4	f67r2|f68r1|f71v|f72r	CH:11|O:10|Y:7|OL:5|AR:5|E:3|SH:2|D_ADDR:1	einsetzen; einbringen; an einer Stelle ansetzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
P	EINSETZEN	PHARMA	17	17	3	f88r|f88v|f89r	CH:14|E:10|O:9|Y:9|OL:8|L:2|D_ADDR:2|K:2	einsetzen; einbringen; an einer Stelle ansetzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
P	EINSETZEN	SOURCE_SECTION_T	11	11	1	f1r	CH:9|Y:6|O:4|E:3|D_ADDR:3|S:2|AIIN:2|AL:2	einsetzen; einbringen; an einer Stelle ansetzen	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIR	BAHN	HERBAL	10	10	5	f10r|f11r|f17r|f18r|f55v	D_ADDR:6|Y:4|CH:2|P:2|R:1|DY:1|K:1	Wasserlauf; Ringbahn; Kurs; Leitungsbahn	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIR	BAHN	BIOLOGICAL	12	12	6	f75r|f76r|f81r|f81v|f82r|f83r	D_ADDR:4|OK:3|OL:2|CH:2|K:2|Y:2|A_ADDR:1|AM_ADDR:1	Wasserlauf; Ringbahn; Kurs; Leitungsbahn	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIR	BAHN	CELESTIAL	6	6	2	f67r2|f72r	CARRIER_Q:1|O:1|LOCAL_CHAR_F:1|Y:1|P:1	Wasserlauf; Ringbahn; Kurs; Leitungsbahn	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
AIR	BAHN	PHARMA	12	12	2	f88v|f89r	D_ADDR:8|O:3|Y:2|S:1|AL:1|T:1|AIN:1|CARRIER_Q:1	Wasserlauf; Ringbahn; Kurs; Leitungsbahn	DEFAULT BLEIBT GLEICH; NUR BESITZERLOKALE KONKRETISIERUNG
