statement_id	page	record	refined_component_sequence	baseline_recipe_sequence	y_valent_recipe_sequence	observed_recipe_sequence_after_reveal	copied_y	baseline_cards	y_valent_cards	observed_cards	baseline_exact	y_valent_exact	newly_fixed	newly_harmed	residual_missing_occurrences	residual_extra_occurrences	rule
H4-S002	f55v	H4	AIIN+Y+CHD+TALAM	AIIN | CHD+Y | TALAM	AIIN | CHD+Y | TALAM	AIIN | CHD+Y | TALAM	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
H4-S003	f55v	H4	Y+AIIN+K+E+O+AR+CH+EE+CHK+OL+DY	Y+K+AIIN | CH+E+O+AR | UNPACKED(EE) | UNPACKED(CHK) | OL+DY	Y+K+AIIN | CH+E+O+AR | CHK+EE+Y | OL+DY	Y+K+AIIN | CH+E+O+AR | CHK+EE+Y | OL+DY	1	5	4	4	NO	YES	YES	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
H4-S004	f55v	H4	AIIN+AL+OK+Y+OL+T+OR+AIN	AIIN | OK+AL | OL+T+Y | OR+AIN	AIIN | OK+AL | OL+T+Y | OR+AIN	AIIN | OK+AL | OL+T+Y | OR | Y | OR+AIN	0	4	4	6	NO	NO	NO	NO	OR+Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
H5-S001	f56r	H5	HO+OR+CH+AL+AIIN+OL+K+OT+OR+CH+Y+AL+OK	HO+CH+OR | AL | AIIN | K+OL | OT+CH+OR | OK+AL+Y	HO+CH+OR | AL | AIIN | K+OL | OT+CH+OR | OK+AL+Y	HO+CH+OR | HO | HO+AL+Y | AIIN | HO | K+OL | OT+CH+OR | OK+Y | AL	0	6	6	9	NO	NO	NO	NO	HO+HO+HO+Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
H5-S002	f56r	H5	RESUME_CARD+HO+Y+OK+EE+O+CKH+CH+DY	RESUME_CARD | HO | OK+Y | CH+EE+CKH+O+DY	RESUME_CARD | HO | OK+Y | CH+EE+CKH+O+DY	RESUME_CARD | HO+Y | OK+Y | CH+EE+CKH+O+DY	0	4	4	4	NO	NO	NO	NO	Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
H5-S003	f56r	H5	HO+SH+Y+E+K+OK	HO | SH | K+E+Y | UNPACKED(OK)	HO | SH | K+E+Y | OK+Y	SH | HO | K+E+Y | OK+OK+Y	1	4	4	4	NO	NO	NO	NO	OK	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
H5-S004	f56r	H5	Y+OK+E+O+OK+CH+AL+K	OK+Y | OK+CH+E+O | K+AL	OK+Y | OK+CH+E+O | K+AL	OK+Y | OK+CH+E+O | K+AL	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
H5-S005	f56r	H5	HO+Y+OK+HO+AR+K+OT+AIN+O	HO | OK+Y | K+HO+AR | OT+O+AIN	HO | OK+Y | K+HO+AR | OT+O+AIN	HO | OK+Y | K+HO+AR | OT+O+AIN	0	4	4	4	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
H5-S006	f56r	H5	OT+Y+E+OL+K+AIIN	OT+Y | K+E+OL | AIIN	OT+Y | K+E+OL | AIIN	OT+Y | K+E+OL | AIIN	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S001	f81v	B1	E+OK+DY	OK+E+DY	OK+E+DY	OK+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S002	f81v	B1	AIIN+OK+AIR+K+AL+AR+AIN+OL+AIN+K+OL+R+L+OR+OL+E+CKH+AL+SH+AIIN+EE+OK+Y+CKH+CHD+DY	OK+AIIN | K+AIR | AL | AR | AIN | OL+K+AIN | R+OL | L | OL+OR | SH+E+CKH+AL | AIIN | OK+EE+Y | UNPACKED(CKH) | CHD+DY	OK+AIIN | K+AIR | AL | AR | AIN | OL+K+AIN | R+OL | L | OL+OR | SH+E+CKH+AL | AIIN | OK+EE+Y | CKH+Y | CHD+DY	OK+AIIN | K+AIR | OK+AL | AR | OL | K+AIN | OL+K+AIN | AL | OL | R+OL | L | OL+OR | OL | SH+E+CKH+AL | AIIN | OK+EE+AL | AIIN | CKH+Y | CHD+DY	1	14	14	19	NO	NO	NO	NO	AIIN+AL+AL+K+OK+OL+OL+OL	Y	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S003	f81v	B1	OL+SH+K+CHD+DY	OL | SH+K+CHD+DY	OL | SH+K+CHD+DY	OL | SH+K+CHD+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S004	f81v	B1	Y+CHD+OL+SHED+DY	CHD+Y | OL | SHED+DY	CHD+Y | OL | SHED+DY	CHD+Y | OL | SHED+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S005	f81v	B1	OL+CHD+DY	OL+CHD+DY	OL+CHD+DY	OL+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S006	f81v	B1	AIN+OK+Y+CKH+L+AL+R	OK+AIN | L+CKH+Y | R+AL	OK+AIN | L+CKH+Y | R+AL	OK+AIN | CKH+Y | L | R+AL	0	3	3	4	NO	NO	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S007	f81v	B1	OK+CHD+DY	OK+CHD+DY	OK+CHD+DY	OK+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S008	f81v	B1	Y+OL+E+CHK+OL+SHED+DY	Y | E+OL | UNPACKED(CHK) | OL | SHED+DY	OL+Y | CHK+E+Y | OL | SHED+DY	Y | OL | CHK+E+Y | OL | SHED+DY	1	5	4	5	NO	NO	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S009	f81v	B1	E+OK+DY	OK+E+DY	OK+E+DY	OK+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S010	f81v	B1	E+OK+DY	OK+E+DY	OK+E+DY	OK+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S011	f81v	B1	Y+CKH+OK	CKH+Y | UNPACKED(OK)	CKH+Y | OK+Y	CKH+Y | OK+Y	1	2	2	2	NO	YES	YES	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S012	f81v	B1	O+LSH+Y+E+OK+E+LSH+DY	LSH+O | OK+E+Y | LSH+E+DY	LSH+O | OK+E+Y | LSH+E+DY	LSH+O | OK+E+Y | LSH+E+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S013	f81v	B1	E+LSH+DY	LSH+E+DY	LSH+E+DY	LSH+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S014	f81v	B1	Y+CHD+SOLK+AL+L+CHD+OL+OT+AR	CHD+Y | UNPACKED(SOLK) | L+CHD+AL | OL | OT+AR	CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR	CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR	1	5	5	5	NO	YES	YES	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S015	f81v	B1	E+Y+T+OK+CHD+DY	E+T+Y | OK+CHD+DY	E+T+Y | OK+CHD+DY	T+E+Y | OK+CHD+DY	0	2	2	2	NO	NO	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S016	f81v	B1	AL+OK+EE+Y+OK+OL+SHED+DY	OK+AL | OK+EE+Y | OL | SHED+DY	OK+AL | OK+EE+Y | OL | SHED+DY	OK+AL | OK+EE+Y | OL | SHED+DY	0	4	4	4	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S017	f81v	B1	AL+E+OL+CHD+DY	AL | E+OL | CHD+DY	AL | E+OL | CHD+DY	AL | E+OL | CHD+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S018	f81v	B1	Y+L+E+OL+SH+O+IIN+EE+SOLK+DY	L+Y | SH+E+OL | O+IIN | SOLK+EE+DY	L+Y | SH+E+OL | O+IIN | SOLK+EE+DY	L+Y | SH+E+OL | O+IIN | SOLK+EE+DY	0	4	4	4	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S019	f81v	B1	SHED+DY	SHED+DY	SHED+DY	SHED+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S020	f81v	B1	E+Y+CHK+E+CKH+SH+DY	CHK+E+Y | SH+CKH+E+DY	CHK+E+Y | SH+CKH+E+DY	CHK+E+Y | SH+CKH+E+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B1-S021	f81v	B1	AL	AL	AL	AL	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S001	f82r	B2	CHD+DY	CHD+DY	CHD+DY	CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S002	f82r	B2	OL+CHD+DY	OL+CHD+DY	OL+CHD+DY	OL+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S003	f82r	B2	AIN+OK+Y+EE+OK+DY	OK+AIN | Y | OK+EE+DY	OK+AIN | Y | OK+EE+DY	OK+AIN | Y | OK+EE+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S004	f82r	B2	AL+OK+Y+CKH+L+CHD+EE+OK+E+CKH+L+DY	OK+AL | CKH+Y | L+CHD | UNPACKED(EE) | UNPACKED(OK) | L+CKH+E+DY	OK+AL | CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	OK+AL | L+CKH+Y | L+CHD | OK+EE+Y | L+CKH+E+DY	1	6	5	5	NO	NO	NO	NO	L	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S005	f82r	B2	Y+AL+OK+AIIN+SOLK+CKH+AIIN+OK+O+E+CTH+OL+EE+CHK+L+DY	OK+AL+Y | SOLK+AIIN | UNPACKED(CKH) | OK+AIIN | O+CTH+E+OL | UNPACKED(EE) | UNPACKED(CHK) | L+DY	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	OK+AL+Y | SOLK+AIIN | CKH+Y | OK+AIIN | OK+AIIN | O+CTH+E+OL | CHK+EE+Y | L+DY	2	8	7	8	NO	NO	NO	NO	AIIN+OK	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S006	f82r	B2	OT+EE+Y+AL+OK+E+CKH+SH+OK	OT+EE+Y | OK+AL | UNPACKED(E) | UNPACKED(CKH) | SH | UNPACKED(OK)	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	OT+EE+Y | OK+AL | SH+E+CKH+Y | OK+Y	2	6	4	4	NO	YES	YES	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S007	f82r	B2	E+SH+DY	SH+E+DY	SH+E+DY	SH+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S008	f82r	B2	OT+AIIN+AR+OK+SHED+DY	OT+AIIN | OK+AR | SHED+DY	OT+AIIN | OK+AR | SHED+DY	OT+AIIN | OK+AR | SHED+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S009	f82r	B2	E+OL+SH+DY	OL+SH+E+DY	OL+SH+E+DY	OL+SH+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S010	f82r	B2	EE+Y+OK+OK+OL+EE+SH	OK+EE+Y | OK+EE+OL | SH	OK+EE+Y | OK+EE+OL | SH	OK+EE+Y | OK+Y | OL | SH+EE+Y	0	3	3	4	NO	NO	NO	NO	Y+Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S011	f82r	B2	AIN+OK+AR+AIN+OK+EE+OK+DY	OK+AIN | AR | OK+AIN | OK+EE+DY	OK+AIN | AR | OK+AIN | OK+EE+DY	OK+AIN | AR | OK+AIN | OK+EE+DY	0	4	4	4	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S012	f82r	B2	Y+L+CH+EE+SH+E+CTH+EE+OK+EE+L+AIIN+EEE+OK+DY	L+CH+Y | UNPACKED(EE) | SH | UNPACKED(E) | UNPACKED(CTH) | UNPACKED(EE) | UNPACKED(OK) | UNPACKED(EE) | L+AIIN | OK+EEE+DY	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | OK+EEE+DY	L+CH+Y | SH+EE+Y | CTH+E+Y | OK+EE+Y | L+EE+Y | AIIN | Y | OK+EEE+DY	4	10	7	8	NO	NO	NO	NO	Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S013	f82r	B2	L+CHD+DY	L+CHD+DY	L+CHD+DY	L+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S014	f82r	B2	AR+L	L+AR	L+AR	L+AR	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S015	f82r	B2	E+Y+SH+EE+OK+DY	SH+E+Y | OK+EE+DY	SH+E+Y | OK+EE+DY	SH+E+Y | OK+EE+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S016	f82r	B2	AL+AR+L+CHD+E+CH+S+AIIN+OT+Y+EE+AIIN+E+OK+P+CHD+DY	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | AIIN | UNPACKED(E) | UNPACKED(OK) | P+CHD+DY	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | AIIN | OK+E+Y | P+CHD+DY	AL | L+CHD+AR | CH+E+S | AIIN | OT+EE+Y | OK+AIIN | OK+E+Y | P+CHD+DY	1	9	8	8	NO	NO	NO	NO	OK	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S017	f82r	B2	AL+E+R+SH+AL+DY	R+SH+E+AL | AL+DY	R+SH+E+AL | AL+DY	R+SH+E+AL | AL+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S018	f82r	B2	EE+OK+DY	OK+EE+DY	OK+EE+DY	OK+EE+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S019	f82r	B2	R+SHED+DY	R+SHED+DY	R+SHED+DY	R+SHED+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S020	f82r	B2	OT+EE+DY	OT+EE+DY	OT+EE+DY	OT+EE+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S021	f82r	B2	EE+OK+DY	OK+EE+DY	OK+EE+DY	OK+EE+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B2-S022	f82r	B2	O+L+CHD+DY	L+O+CHD+DY	L+O+CHD+DY	L+O+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S001	f83r	B3	EE+SOLK+DY	SOLK+EE+DY	SOLK+EE+DY	SOLK+EE+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S002	f83r	B3	OT+AL+EE+CHK+DY	OT+AL | CHK+EE+DY	OT+AL | CHK+EE+DY	OT+AL | CHK+EE+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S003	f83r	B3	Y+AIIN+L+CHD+DY	Y | AIIN | L+CHD+DY	Y | AIIN | L+CHD+DY	Y | AIIN | Y | L+CHD+DY	0	3	3	4	NO	NO	NO	NO	Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S004	f83r	B3	AIIN+OK+OT+AL+AR	OK+AIIN | OT+AL | AR	OK+AIIN | OT+AL | AR	OK+AIIN | OT+AL | AR	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S005	f83r	B3	CHD+DY	CHD+DY	CHD+DY	CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S006	f83r	B3	Y+CHD+AL+OK+OL+CHD+DY	CHD+Y | OK+AL | OL+CHD+DY	CHD+Y | OK+AL | OL+CHD+DY	CHD+Y | OK+AL | OL+CHD+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S007	f83r	B3	AIIN+OK+Y+CHD+EE+OK+DY	OK+AIIN | CHD+Y | OK+EE+DY	OK+AIIN | CHD+Y | OK+EE+DY	OK+AIIN | CHD+Y | OK+EE+DY	0	3	3	3	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S008	f83r	B3	L+CHD+DY	L+CHD+DY	L+CHD+DY	L+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S009	f83r	B3	Y+OK	OK+Y	OK+Y	OK+Y	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S010	f83r	B3	AL+P+CHD+OT+E+DY	P+CHD+AL | OT+E+DY	P+CHD+AL | OT+E+DY	P+CHD+AL | OT+E+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S011	f83r	B3	E+CTH+Y+SH+CHD+OK+CHD+AR	SH+E+CTH+CHD+Y | UNPACKED(OK) | UNPACKED(CHD) | AR	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR	SH+E+CTH+CHD+Y | OK+Y | CHD+Y | AR+Y	2	4	4	4	NO	NO	NO	NO	Y	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S012	f83r	B3	OR+SHED+DY	OR | SHED+DY	OR | SHED+DY	OR | SHED+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S013	f83r	B3	AIIN+OK+AIN+K+E+Y+CTH+E+OK+DY	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	OK+AIIN | K+AIN | CTH+E+Y | OK+E+DY	0	4	4	4	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S014	f83r	B3	AIR+OK+EE+SH+DY	OK+AIR | SH+EE+DY	OK+AIR | SH+EE+DY	OK+AIR | SH+EE+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S015	f83r	B3	L+CHD+DY	L+CHD+DY	L+CHD+DY	L+CHD+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S016	f83r	B3	O+L+OK+CHD+DY	L+O | OK+CHD+DY	L+O | OK+CHD+DY	L+O | OK+CHD+DY	0	2	2	2	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S017	f83r	B3	EE+OK+DY	OK+EE+DY	OK+EE+DY	OK+EE+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S018	f83r	B3	SHED+DY	SHED+DY	SHED+DY	SHED+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
B3-S019	f83r	B3	E+OK+SH+DY	OK+SH+E+DY	OK+SH+E+DY	OK+SH+E+DY	0	1	1	1	YES	YES	NO	NO	NONE	NONE	COPY_Y_ONLY_INSIDE_ATTESTED_Y_VALENT_RECIPE
