page_order	page	locus	line_number	code	relation	kind	subtype	section	language	hand	quire	folio_type	paragraph_start	paragraph_end	token_count	eva_clean	ivtff_raw	physical_page	source_selector	all_three_present	all_present_exact	zl3b_it2a_similarity	zl3b_rf1b_similarity	zl3b_clean	it2a_clean	rf1b_clean
39	f21r	f21r.11	11	+P0	+	P	0	H	A	1	C	w	0	0	9	shol chol shol tchol chcthy otyky shey yteol shody	shol.chol.shol.tchol.chcthy.otyky.shey.yteol.shody	f21r	f21r	1	1	1.000000	1.000000	shol chol shol tchol chcthy otyky shey yteol shody	shol chol shol tchol chcthy otyky shey yteol shody	shol chol shol tchol chcthy otyky shey yteol shody
39	f21r	f21r.12	12	+P0	+	P	0	H	A	1	C	w	0	1	8	ykeey chor sheey ysheol chor chol daiin chkaiin	ykeey.chor.sheey.ysheol.chor.chol.daiin.chkaiin<$>	f21r	f21r	1	0	0.875000	0.750000	ykeey chor sheey ysheol chor chol daiin chkaiin	ykeea chor sheey ysheol chor chol daiin chkaiin	ykee chor sheey sheol chor chol daiin chkaiin
62	f32v	f32v.1	1	@P0	@	P	0	H	A	1	D	z	1	0	7	kcheodaiin chol kechy qotaiin daiioam o chofchody	<%>kcheodaiin.chol,kechy.qotaiin.daiioam<->o,chofchody	f32v	f32v	1	0	1.000000	0.250000	kcheodaiin chol kechy qotaiin daiioam o chofchody	kcheodaiin chol kechy qotaiin daiioam o chofchody	kcheodaiin cholkechy qotaiin daiio m o chofcho y
62	f32v	f32v.2	2	+P0	+	P	0	H	A	1	D	z	0	0	10	daiin odar chy daiin chey tchy l dy dain teor	daiin.odar.chy.daiin.chey.tch[y:o].l,dy<->dain.teor	f32v	f32v	1	0	0.700000	0.700000	daiin odar chy daiin chey tchy l dy dain teor	daiin odar chy daiin chey tcho ldy dain teor	daiin odar chy daiin chey tch ldy dain teor
62	f32v	f32v.3	3	+P0	+	P	0	H	A	1	D	z	0	0	9	shor daiin chckhy dsho dain daiin s shokey ka	shor.daiin.chckhy.dsho.dain.daiin.s<->shokey.ka	f32v	f32v	1	1	1.000000	1.000000	shor daiin chckhy dsho dain daiin s shokey ka	shor daiin chckhy dsho dain daiin s shokey ka	shor daiin chckhy dsho dain daiin s shokey ka
62	f32v	f32v.4	4	+P0	+	P	0	H	A	1	D	z	0	0	10	or chr chor dor chaiin qotcho r chy dcho daiin	or,chr.chor.dor,chaiin.qotcho,r,chy<->dch[o:a].daiin	f32v	f32v	1	0	1.000000	0.900000	or chr chor dor chaiin qotcho r chy dcho daiin	or chr chor dor chaiin qotcho r chy dcho daiin	or chr chor dor chaiin qotcho r chy dch daiin
62	f32v	f32v.5	5	+P0	+	P	0	H	A	1	D	z	0	0	9	chokchy daiin shy chor qo kaiin dain dchol dosg	chokchy.daiin.shy.chor.qo.kaiin.dain<->dchol.dosg	f32v	f32v	1	0	0.888889	0.888889	chokchy daiin shy chor qo kaiin dain dchol dosg	chokchy daiin shy chor qo kaiin dain dchol dorg	chokchy daiin shy chor qo kaiin dain dchol dorg
62	f32v	f32v.6	6	+P0	+	P	0	H	A	1	D	z	0	1	5	o kchan chol shal dchcthy	o,kchan.chol,shal.dchcthy<$>	f32v	f32v	1	0	0.600000	0.200000	o kchan chol shal dchcthy	okchan chol shal dchcthy	okchan cholshal dchcthy
62	f32v	f32v.7	7	+P0	+	P	0	H	A	1	D	z	1	0	10	ksho cphos she sheaiin otshcho r dain shckhy s odan	<%>ksho.cpho[s:r].she.sheaiin.otshcho.r.dain<->shckhy.s.odan	f32v	f32v	1	0	0.700000	0.900000	ksho cphos she sheaiin otshcho r dain shckhy s odan	ksho cphor she sheaiin otshchor dain shckhy s odan	ksho cphos she sheaiin otshcho r daii shckhy s odan
62	f32v	f32v.8	8	+P0	+	P	0	H	A	1	D	z	0	0	9	otchol daiin daiin ctho daiin qotaiin otchy d shan	otchol.daiin.daiin.ctho,daiin.qotaiin<->otchy.d<->shan	f32v	f32v	1	0	0.888889	0.666667	otchol daiin daiin ctho daiin qotaiin otchy d shan	otchol daiin daiin ctho daiin qotaiin otchy d shar	otchol daiin daiin cthodaiin qotaiin otchy shan
62	f32v	f32v.9	9	+P0	+	P	0	H	A	1	D	z	0	0	7	qotchy cfhy skey chocthy daiin cthaiin daiin	qotchy.cfhy.skey.chocthy.daiin.cthaiin<->daiin	f32v	f32v	1	1	1.000000	1.000000	qotchy cfhy skey chocthy daiin cthaiin daiin	qotchy cfhy skey chocthy daiin cthaiin daiin	qotchy cfhy skey chocthy daiin cthaiin daiin
62	f32v	f32v.10	10	+P0	+	P	0	H	A	1	D	z	0	0	10	sho keol chor chol daiin cpho l cthol da ar	sho.keol.chor.chol.daiin.cpho,l.cthol.da<->ar	f32v	f32v	1	0	0.800000	0.800000	sho keol chor chol daiin cpho l cthol da ar	sho keol chor chol daiin cphol cthol da ar	sho keol chor chol daiin cphol cthol da ar
62	f32v	f32v.11	11	+P0	+	P	0	H	A	1	D	z	0	1	3	ol sho chy	ol.sho.chy<$>	f32v	f32v	1	1	1.000000	1.000000	ol sho chy	ol sho chy	ol sho chy
197	f100v	f100v.1	1	@Lf	@	L	f	P	A	1	S	b	0	0	1	tolchd	<!131>tolchd	f100v	f100v	1	1	1.000000	1.000000	tolchd	tolchd	tolchd
197	f100v	f100v.2	2	@Lf	@	L	f	P	A	1	S	b	0	0	1	chols	<!132>chols	f100v	f100v	1	1	1.000000	1.000000	chols	chols	chols
197	f100v	f100v.3	3	@Lf	@	L	f	P	A	1	S	b	0	0	1	opchor	<!133>opchor	f100v	f100v	1	1	1.000000	1.000000	opchor	opchor	opchor
197	f100v	f100v.4	4	@Lf	@	L	f	P	A	1	S	b	0	0	1	solsy	<!134>solsy	f100v	f100v	1	0	0.000000	1.000000	solsy	rolsy	solsy
197	f100v	f100v.5	5	@Lf	@	L	f	P	A	1	S	b	0	0	1	soleesos	<!135>soleesos	f100v	f100v	1	0	0.000000	1.000000	soleesos	sol eesos	soleesos
197	f100v	f100v.6	6	@Lf	@	L	f	P	A	1	S	b	0	0	1	ykchochdy	<!136>ykchochdy	f100v	f100v	1	1	1.000000	1.000000	ykchochdy	ykchochdy	ykchochdy
197	f100v	f100v.7	7	@Lf	@	L	f	P	A	1	S	b	0	0	1	ykchdy	<!137>ykchdy	f100v	f100v	1	1	1.000000	1.000000	ykchdy	ykchdy	ykchdy
197	f100v	f100v.8	8	@Lf	@	L	f	P	A	1	S	b	0	0	1	dchdy	<!138>dchdy	f100v	f100v	1	1	1.000000	1.000000	dchdy	dchdy	dchdy
197	f100v	f100v.9	9	@Lf	@	L	f	P	A	1	S	b	0	0	1	dalsy	<!139>dalsy	f100v	f100v	1	1	1.000000	1.000000	dalsy	dalsy	dalsy
197	f100v	f100v.10	10	@Lf	@	L	f	P	A	1	S	b	0	0	1	okcheor	<!140>okcheor	f100v	f100v	1	1	1.000000	1.000000	okcheor	okcheor	okcheor
197	f100v	f100v.11	11	@Lf	@	L	f	P	A	1	S	b	0	0	1	ytchol	<!141>ytchol	f100v	f100v	1	0	1.000000	0.000000	ytchol	ytchol	tchol
197	f100v	f100v.12	12	@Lf	@	L	f	P	A	1	S	b	0	0	1	dykchal	<!142>dykchal	f100v	f100v	1	1	1.000000	1.000000	dykchal	dykchal	dykchal
197	f100v	f100v.13	13	@Lf	@	L	f	P	A	1	S	b	0	0	2	chos ctharal	<!143>chos.ctharal	f100v	f100v	1	0	0.500000	0.333333	chos ctharal	chos cthoral	chos cth ral
197	f100v	f100v.14	14	@P0	@	P	0	P	A	1	S	b	1	0	9	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	<%>{c@132;h}dee{c@133;h}y.sheocphy.qoteody.ckhoor.ar.chor.oteey.daiin.qokomo	f100v	f100v	1	0	0.888889	0.888889	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	cthdeecthy sheocphy qoteody ckhoor ar chor oteey daiin qokomo	eey sheocphy qoteody ckhoor ar chor oteey daiin qokomo
197	f100v	f100v.15	15	+P0	+	P	0	P	A	1	S	b	0	0	11	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	sor.cheey.dair.ol.cheol.qoolkeey.chol.cheey.qokeol.chotol,s	f100v	f100v	1	0	0.818182	0.727273	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotols	sor cheey dair al cheol qoolkeey chol cheey qokeol chotols
197	f100v	f100v.16	16	+P0	+	P	0	P	A	1	S	b	0	0	11	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol.chol.chey.eeoseeo,s.sheeo.okeol.ches.okeor.okeol.dy	f100v	f100v	1	0	0.818182	0.727273	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	ykeeol chol chey eeoseeos sheeo okeol ches okeor okeol dy	ykeeol chol che eeoseeos sheeo okeol ches okeor okeol dy
197	f100v	f100v.17	17	+P0	+	P	0	P	A	1	S	b	0	0	8	chockhey sholkcheol qokeol okol chol chotor chso solcthy	chockhey.sholkcheol.qokeol.okol.chol.chotor.chso.solcthy	f100v	f100v	1	0	0.875000	0.875000	chockhey sholkcheol qokeol okol chol chotor chso solcthy	chockhey cholkcheol qokeol okol chol chotor chso solcthy	chocthey sholkcheol qokeol okol chol chotor chso solcthy
197	f100v	f100v.18	18	+P0	+	P	0	P	A	1	S	b	0	0	11	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	tachso.s.ol.cheo.cheeor.odaidy.ckhod.sh.chod.qokeol.sal	f100v	f100v	1	0	0.727273	0.818182	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	tocheo sol cheo cheeor odaidy ckhod sh chod qokeol sal	tochso s ol cheo cheeor odaidy ckho sh chod qokeol sal
197	f100v	f100v.19	19	+P0	+	P	0	P	A	1	S	b	0	0	8	sain cheokeos chockhy chocthey keody choor chckhey du	sain.cheokeos.chockhy.chocthey.keody.cho{ckhh}or.chckhey.du	f100v	f100v	1	0	0.625000	1.000000	sain cheokeos chockhy chocthey keody choor chckhey du	sain cheokeos chockhy chocthey kchody chockhhor chckhey dan	sain cheokeos chockhy chocthey keody choor chckhey du
197	f100v	f100v.20	20	+P0	+	P	0	P	A	1	S	b	0	0	8	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	ycheoky.shokeesy.qokeey.chokeol.saraloaly.cheor.ol.chockhar	f100v	f100v	1	0	0.875000	0.777778	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	ycheoky shokeesy qokeey chokeol soraloaly cheor ol chockhar	ycheoky shokeesy qokeey chokeol s raloaly cheor ol chockhar
197	f100v	f100v.21	21	+P0	+	P	0	P	A	1	S	b	0	0	10	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral.okor.ol.choy.ly.araroy.okar.cheeeal.cheokeol.orey	f100v	f100v	1	1	1.000000	1.000000	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral okor ol choy ly araroy okar cheeeal cheokeol orey	soral okor ol choy ly araroy okar cheeeal cheokeol orey
197	f100v	f100v.22	22	+P0	+	P	0	P	A	1	S	b	0	1	3	daiin cheky chory	daiin.cheky.chory<$>	f100v	f100v	1	1	1.000000	1.000000	daiin cheky chory	daiin cheky chory	daiin cheky chory
198	f101r	f101r.1	1	@P0	@	P	0	P	A	1	S	y	1	0	22	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	<%>pcheol.sheol.ol,shey.qockhol.shor.yteol.sheockhey.qpol.chear.s,aiin.oleeey.qkeey.chopcheey.checkhey.cpheocthy.ykchy.cheey.chekeey.dal.chey	f101r	f101r	1	0	0.727273	0.791667	pcheol sheol ol shey qockhol shor yteol sheockhey qpol chear s aiin oleeey qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chey	pcheol cheol ol shey qockhol shor yteol sheockhey qpol cheor sain olo o qkeey chopcheey checkhey cpheocthy ykchy cheey chekeey dal chsm	pcheol sheol ol shey qockhol shor yteol sheockhey qpol che r s aiin ly eeey qkeey chopcheey checkhey cpheocthy ykchy cheea chekeey dal chey
198	f101r	f101r.2	2	+P0	+	P	0	P	A	1	S	y	0	1	25	dol chokeey chkey cthey okalchol kol o keey r or ol okol ol olchey qok chal okey qokeol kar shey teol or oiiin chol daiin	dol.chokeey.chkey.cthey.okalchol.kol,o,keey.r.or.ol.okol,ol.olchey.qok,chal.okey.qokeol.kar.shey.teol.or.oiiin.chol,daiin<$>	f101r	f101r	1	0	0.600000	0.680000	dol chokeey chkey cthey okalchol kol o keey r or ol okol ol olchey qok chal okey qokeol kar shey teol or oiiin chol daiin	dol chokeey chkey cthey okal chol kol okeey r or ol okolol olchey qokchor okey qokeol kor shey teol or aiin chol daiin	dol chokeey chkey cthey okal chol kol o keey r or ol okol ol olchey qokch l okey qokeol kor shey teol or aiiin choldaiin
198	f101r	f101r.3	3	+P0	+	P	0	P	A	1	S	y	1	0	26	oleol okeor r sheol qokol shey dol shey okeey ctheey yteeoldy kchol ol sheody or ol sheor qotoiir otol sheey s sheo tchey ol dar am	<%>@183;ol{c@133;h}eol.okeor.r.sheol.qokol.shey.dol.shey.okeey.ctheey.yteeoldy.kchol.ol,sheody.or.ol.sheor.qotoiir.otol.sheey.s,sheo.tchey.ol,dar.am	f101r	f101r	1	0	0.692308	0.769231	oleol okeor r sheol qokol shey dol shey okeey ctheey yteeoldy kchol ol sheody or ol sheor qotoiir otol sheey s sheo tchey ol dar am	etolctheol okeor r sheol qotol sheo dol shey okeey ctheea yteeoldy kchdol sheody or ol sheor qotoiir otol sheey ssheo tchey ol dar am	oleol keor sheol qotol shey dol shey okeey ctheey teeoldy kchol ol sheody or ol sheor qot iir otol sheey s sheo tchey ol dar am
198	f101r	f101r.4	4	+P0	+	P	0	P	A	1	S	y	0	0	21	ycheeo or sheeol daiin sheeol okeol ctheol keeo qockheol daiin shy chol okeeor dy chkchol dateody okeol dairin okeey okeey dairin	ycheeo.or.sheeol.daiin.sheeol.okeol.ctheol.{c'y}keeo.qockheol.daiin.shy.chol.okeeor.{cto}dy.chkchol.dateody.okeol.dairin.okeey.okeey.dairin	f101r	f101r	1	0	0.761905	0.952381	ycheeo or sheeol daiin sheeol okeol ctheol keeo qockheol daiin shy chol okeeor dy chkchol dateody okeol dairin okeey okeey dairin	ycheeo or sheeol daiin sheeol okeol ctheol shkeeo qockheol daiin shy csol okeeor ctody chkchol doteoda okeol daisin okeey okeey dairin	ycheeo or sheeol daiin sheeol okeol ctheol keeo qockheol daiin shey chol okeeor dy chkchol dateody okeol dairin okeey okeey dairin
198	f101r	f101r.5	5	+P0	+	P	0	P	A	1	S	y	0	0	26	daiin ctheol cheol okor or aiin cheol cho keeodchey okol okeol dor chol chy r aiin oteol or aiin ol chey oteeod sheol okeol chosaiin sheam	daiin.ctheol.cheol.okor.or.aiin.cheol.cho,keeodchey.okol.okeol.dor.chol.ch[y:a].r.aiin.oteol.or,aiin.ol,chey.oteeod.sheol.okeol.chosaiin.sheam	f101r	f101r	1	0	0.730769	0.923077	daiin ctheol cheol okor or aiin cheol cho keeodchey okol okeol dor chol chy r aiin oteol or aiin ol chey oteeod sheol okeol chosaiin sheam	daiin ctheol cheol okor or aiin cheol cho keeo dchey okol okeol dor chol chy r aiin oteol oraiin olchey oteeod sheol okeol chosaiin sheom	daiin ctheol cheol okor or aiin cheol cho keeodchey okol okeol or chol chy r aiin oteol or aiin ol chey oteeod sheol okeol chosaiin sheom
198	f101r	f101r.6	6	+P0	+	P	0	P	A	1	S	y	0	1	17	okeeol sho shody sho shol okeeeol cheas sheokeey sheeor chchy chodaiin cheeckhey teeol s cheol rar oeeor	okeeol.sho.shody.sho.shol.okeeeol.che[a:y]s.sheokeey.sheeor.chchy.chodaiin.cheeckhey.teeol.s.cheol.rar.oeeor<$>	f101r	f101r	1	0	0.705882	0.833333	okeeol sho shody sho shol okeeeol cheas sheokeey sheeor chchy chodaiin cheeckhey teeol s cheol rar oeeor	okeeol sho shody sho shol okeeeol cheos sheokeey sheeor chchy chodaiin sheeckhey teeol scheol sar oeeor	okeeol sho shody sho shol okeeeol che s sheokeey sheeor chchy chodaiin cheeckhey teeol s cheol sar oeeor
198	f101r	f101r.7	7	+P0	+	P	0	P	A	1	S	y	1	0	20	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin cheolain ypchey ody shotey odariin sheoor sheor ckheey ey qokchey cholp cheol dy	<%>cphoar.oaiin.ypcholy.daiin.otaiin.otaiin.yfolaiin.@184;cheolain.ypchey.{yph}ody.shotey.odariin.sheo[o:a]r.sheor.ckheey.{ykh}ey.qokchey.cholp.cheol,dy	f101r	f101r	1	0	0.850000	0.681818	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin cheolain ypchey ody shotey odariin sheoor sheor ckheey ey qokchey cholp cheol dy	cphoar oaiin ypcholy daiin otaiin otaiin yfolaiin fcheolain ypchey yphoo shotey odariin sheoor sheor ckheey ykhey qokchey cholp cheol dy	cphoar oaiin ypcholy daiin otaiin ot iin yfolaiin fcheolain ypchey ady shotey odariin sheo r sheor ctheey ey qokchey cholp cheol dy
198	f101r	f101r.8	8	+P0	+	P	0	P	A	1	S	y	0	0	25	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	olaiin.oteol.chor.oteey.chokchey.kor,daiin.shok.chol.chol.qoky.daiin.ol.s.al.ydar.daiin,or.ory.okeey.daiin.shey.daiin.okol.cheor	f101r	f101r	1	0	0.920000	0.884615	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor	olaiin oteol chor oteey chokchey kor daiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shea daiin okol chear	ol aiin oteol chor oteey chokchey kor aiin shok chol chol qoky daiin ol s al ydar daiin or ory okeey daiin shey daiin okol cheor
198	f101r	f101r.9	9	+P0	+	P	0	P	A	1	S	y	0	0	25	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chl s cheol okeol shey qodar soiin choko qokeol daiin o dar okchol cheo rcheky	daiin.okeol.qokcheol.ykeor.dar.ol.otechy.ykeor.dor.aiin.chl,s.cheol.okeol.shey.qodar.soiin.choko.qokeol.daiin.[o:y],dar.okchol.cheo,rcheky	f101r	f101r	1	0	0.720000	0.720000	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chl s cheol okeol shey qodar soiin choko qokeol daiin o dar okchol cheo rcheky	daiin okeol qokcheol ykeor dar ol otechy ykeor dor aiin chls cheol okol shey qodar soiin choko qokeol daiin odar okchol cheor chety	daiin oke l qokcheol ykeor dar ol otechy ykeor dor aiin chl s cheol okeal shey qodar soiin choky qokeol daiin dar okchol cheor chety
198	f101r	f101r.10	10	+P0	+	P	0	P	A	1	S	y	0	1	20	ysho qykeeol chol sho odor dor chees ykeol chol dol kor ay ol chso sha olcheeol kolshey okeoly oiin aiioly	ysho.qykeeol.chol.sho.odor.dor.chees.ykeol.chol.dol.kor.a{ith}y.ol.chso.sha.olcheeol.kolshey.okeoly.oiin.aiioly<$>	f101r	f101r	1	0	0.300000	0.809524	ysho qykeeol chol sho odor dor chees ykeol chol dol kor ay ol chso sha olcheeol kolshey okeoly oiin aiioly	kor aithy ol chs sho olcheeol kalshey okeoly oiin aiioly	ysho qykeeol chol sho odor dor chees ykeol chol dol kor ay l chso sh ol cheeol kolshey okeoly oiin aiioly
