closure_id	source_event_id	physical_page	register	surface	working_recipe	gdt482_residual_interpretation	gdt483_closure_class	exact_running_donor_count	exact_running_donor_ids	exact_running_donor_pages	exact_running_donor_registers	remaining_local_lexical_slot	functional_explanation_complete	concrete_default_reading_de	source_meaning_preserved
G483-R015	P1008-E0352	f72r	CELESTIAL	oraiinam	OR+AM_ADDR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Sternstelle »aiin« — Einheitsangabe, Hier-Vermerk.	YES
G483-R016	P1008-E0364	f72r	CELESTIAL	ofsholdy	O+LOCAL_CHAR_F+SH+OL	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Weiter halte den Sternstelleneintrag »dy«, als Ausführung an der bezeichneten Stelle. Reihenfolge konkret: OL — Halten in Sternstelle »dy« weiterführen.	YES
G483-R017	P1008-E0409	f72r	CELESTIAL	oralkam	OR+AL+AM_ADDR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Sternstelle »k« — Einheitsangabe, Zielzuordnung, Hier-Vermerk.	YES
G483-R018	P1008-E0412	f72r	CELESTIAL	ory	OR+Y	MODEL_FREE_RECURRENT_BACKOFF	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Adressspur: Positionseinheit → Positionsposten.	YES
G483-R019	P1008-E0454	f72r	CELESTIAL	oraiiral	OR+AL	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Sternstelle »aiir« — Einheitsangabe, Zielzuordnung.	YES
G483-R020	P1008-E0457	f72r	CELESTIAL	octho	CH+T	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Nimm den Sternstelleneintrag »o« und den Sternstelleneintrag »o« auf und stelle den Sternstelleneintrag »o« und den Sternstelleneintrag »o« ein.	YES
G483-R021	P1003-E0083	f77r	BIOLOGICAL	otedy	OT+E+DY	MODEL_FREE_RECURRENT_BACKOFF	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Adressspur: danach → Grad I → Endpunkt. Reihenfolge konkret: OT — danach Grad I.	YES
G483-R022	P1003-E0085	f77r	BIOLOGICAL	otol	OT+OL	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Adressspur: danach → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt weiterführen.	YES
G483-R023	P1003-E0088	f77r	BIOLOGICAL	dotedy	OT	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Badstation »d« / Badstation »edy« — Folgevermerk. Reihenfolge konkret: OT — nach Badstation »d« folgt Badstation »edy«.	YES
G483-R024	P1003-E0410	f77r	BIOLOGICAL	otchdy	OT+CHD+DY	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Danach bearbeite den Eintrag, und schließe den Schritt. Reihenfolge konkret: OT — danach Bearbeiten.	YES
G483-R025	P1003-E0414	f88v	PHARMA	cheocthy	CH+T+Y	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Nimm den Drogeneintrag »cheo« und den Drogenposten und stelle den Drogeneintrag »cheo« und den Drogenposten ein.	YES
G483-R026	P1003-E0418	f88v	PHARMA	otokol	OT+OK+OL	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Danach und weiter setze den Eintrag als Ansatz an. Reihenfolge konkret: OT — danach Setzen; OL — Setzen weiterführen.	YES
G483-R027	P1003-E0458	f88v	PHARMA	otoram	OT+AM_ADDR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »or« — Folgevermerk, Hier-Vermerk. Reihenfolge konkret: OT — danach Droge »or«.	YES
G483-R028	P1003-E0460	f88v	PHARMA	cheosdy	NONE	LEARNED_LEXICAL_SLOT_ONLY	LEARNED_LEXICAL_SLOT_ONLY	0	NONE	NONE	NONE	{F1}:NAMENSFAMILIE	YES	Droge »cheosdy« — Drogenfamilie »cheo«.	YES
G483-R029	P1003-E0555	f88v	PHARMA	otydary	OT+D_ADDR+AR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »y« / Droge »y« — Folgevermerk, Hier-Vermerk, Ausgangszuordnung. Reihenfolge konkret: OT — danach Droge »y«.	YES
G483-R030	P1003-E0557	f88v	PHARMA	dararda	AR+AR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »d« / Droge »da« — Ausgangszuordnung, Ausgangszuordnung.	YES
G483-R031	P1008-E1042	f89r	PHARMA	ararchodaiin	AR+AR+AIIN	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »cho« — Ausgangszuordnung, Ausgangszuordnung, Wertangabe.	YES
G483-R032	P1008-E1175	f89r	PHARMA	ykocfhy	CH+LOCAL_CHAR_F+Y	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Nimm den Drogeneintrag »yko« und den Drogenposten an der bezeichneten Stelle.	YES
G483-R033	P1008-E1176	f89r	PHARMA	saldam	AL+AM_ADDR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »s« / Droge »d« — Zielzuordnung, Hier-Vermerk.	YES
G483-R034	P1008-E1177	f89r	PHARMA	sydarary	D_ADDR+AR+AR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »sy« / Droge »y« — Hier-Vermerk, Ausgangszuordnung, Ausgangszuordnung.	YES
G483-R035	P1008-E1178	f89r	PHARMA	yddy	Y+D_ADDR+Y	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Adressspur: Drogenposten → hier → Drogenposten.	YES
G483-R036	P1008-E1181	f89r	PHARMA	opchosam	AM_ADDR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »opchos« — Hier-Vermerk.	YES
G483-R037	P1008-E1182	f89r	PHARMA	saloiinsheol	AL+SH+OL	LEARNED_LEXICAL_SLOT_ONLY	LEARNED_LEXICAL_SLOT_ONLY	0	NONE	NONE	NONE	{N3}	YES	Weiter halte den Drogeneintrag »s«, den Drogeneintrag »oiin« und den Drogeneintrag »e« zum Zielgefäß. Reihenfolge konkret: OL — Droge »e« weiterführen.	YES
G483-R038	P1008-E1183	f89r	PHARMA	opcheor	O+P+CH+E+OR	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Setze die Ansatzeinheit ein und nimm die Ansatzeinheit, als Ausführung und auf Grad I.	YES
G483-R039	P1008-E1233	f89r	PHARMA	opchoroiin	O+IIN	MODEL_FREE_RECURRENT_BACKOFF	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »opchor« — Ausführungsvermerk, Stufenvermerk.	YES
G483-R040	P1008-E1296	f89r	PHARMA	korainy	K+OR+AIN+Y	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Gib die Ansatzeinheit, den Drogenanteil und den Drogenposten zu.	YES
G483-R041	P1008-E1297	f89r	PHARMA	sodar	S+O+DA+R	UNIQUE_FUNCTIONAL_COMPONENT_REMAINS	EXACT_RUNNING_SURFACE_RECIPE_CARRIER	2	G407-E0930|G407-E2712	f67r2|f77r	CELESTIAL|BIOLOGICAL	NONE	YES	Wähle den Eintrag und markiere ihn – als Ausführung auf der zweiten Stufe.	YES
G483-R042	P1008-E1299	f89r	PHARMA	cheody	CH+E+O+Y	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Nimm den Drogenposten, auf Grad I und als Ausführung.	YES
G483-R043	P1008-E1301	f89r	PHARMA	okshdchos	OK+SH	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Setze den Drogeneintrag »dchos« als Ansatz an und halte den Drogeneintrag »dchos«.	YES
G483-R044	P1008-E1410	f89r	PHARMA	ofakal	O+LOCAL_CHAR_F+AL	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Droge »ak« — Ausführungsvermerk, Hier-Vermerk, Zielzuordnung.	YES
G483-R045	P1008-E1413	f89r	PHARMA	otolarol	OT+OL+AR+OL	MODEL_CONDITIONED_RECURRENT	LOCAL_COMPONENT_RECURRENT	0	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	LOCAL_COMPONENT_ATLAS	NONE	YES	Adressspur: danach → weiter → Ausgangsgefäß → weiter. Reihenfolge konkret: OT — danach Fortsetzung; OL — Folgeschritt in Ausgang weiterführen; OL — Ausgang weiterführen.	YES
