unified_id	unit_id	page	locus	formal_parse	atomic_default_de	local_namespace	locus_position	predicted_surface	observed_surface	exact_surface_match	renderer_rule
A:011	A1	f67r2	f67r2.4	Y+K+O+S_ADDR	dies + zufuehren + Arbeitsgang + Sternbezug	A67_RIGHT_CELESTIAL_WHEEL	LAST	sykos	sykos	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:012	A1	f67r2	f67r2.5	Y+K+E+O+Y	dies + zufuehren + kurz + Arbeitsgang + dies	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykeody	ykeody	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:013	A1	f67r2	f67r2.5	OK+Y	dies ansetzen	A67_RIGHT_CELESTIAL_WHEEL	LAST	okchy	okchy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:014	A1	f67r2	f67r2.6	D_ADDR+CH+E+T+A_ADDR+Y	Teiladresse + entnehmen + kurz + eintragen + Nebenadresse + dies	A67_RIGHT_CELESTIAL_WHEEL	ONLY	dchetay	dchetay	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:015	A1	f67r2	f67r2.7	Y+K+Y	dies + zufuehren + dies	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykchy	ykchy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:016	A1	f67r2	f67r2.7	K+E+Y	dies kurz zuführen	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	kchey	kchey	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:017	A1	f67r2	f67r2.7	Y+K+Y+S_ADDR	dies + zufuehren + dies + Sternbezug	A67_RIGHT_CELESTIAL_WHEEL	LAST	ykchys	ykchys	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:018	A1	f67r2	f67r2.8	CHK+CHD+AR	anheben + umsetzen + von dort	A67_RIGHT_CELESTIAL_WHEEL	ONLY	chkchdar	chkchdar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:019	A1	f67r2	f67r2.9	Y+K+AR	dies + zufuehren + von dort	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykar	ykar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:020	A1	f67r2	f67r2.9	Y+K+AL+Y	dies + zufuehren + Stelle + dies	A67_RIGHT_CELESTIAL_WHEEL	LAST	ykaly	ykaly	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:021	A1	f67r2	f67r2.10	L+K+Y	fuehren + zufuehren + dies	A67_RIGHT_CELESTIAL_WHEEL	FIRST	lkshy	lkshy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:022	A1	f67r2	f67r2.10	K+Y	dies zuführen	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	kchy	kchy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:023	A1	f67r2	f67r2.10	OK+AR	ansetzen + von dort	A67_RIGHT_CELESTIAL_WHEEL	LAST	okar	okar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:024	A1	f67r2	f67r2.11	CHK+Y	anheben + dies	A67_RIGHT_CELESTIAL_WHEEL	FIRST	chky	chky	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:025	A1	f67r2	f67r2.11	Y+K+CH+S_ADDR	dies + zufuehren + entnehmen + Sternbezug	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	chykchs	chykchs	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:026	A1	f67r2	f67r2.11	Y	dies	A67_RIGHT_CELESTIAL_WHEEL	LAST	chy	chy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:027	A1	f67r2	f67r2.12	Y+K+EE+S_ADDR	dies + zufuehren + laenger + Sternbezug	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ykees	ykees	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:028	A1	f67r2	f67r2.12	Y+K+HO+S_ADDR	dies + zufuehren + Gabe + Sternbezug	A67_RIGHT_CELESTIAL_WHEEL	LAST	ykchos	ykchos	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:029	A1	f67r2	f67r2.13	O+P+O+OL	Arbeitsgang + hinein + Arbeitsgang + fortsetzen	A67_RIGHT_CELESTIAL_WHEEL	FIRST	opodchol	opodchol	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:030	A1	f67r2	f67r2.13	S_ADDR	Sternbezug	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	s	s	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:031	A1	f67r2	f67r2.13	AIN	Portion	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	ain	ain	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:032	A1	f67r2	f67r2.13	AL+DY	Stelle + Schluss	A67_RIGHT_CELESTIAL_WHEEL	LAST	aldy	aldy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:033	A1	f67r2	f67r2.14	S_ADDR+O+EE+Y	Sternbezug + Arbeitsgang + laenger + dies	A67_RIGHT_CELESTIAL_WHEEL	FIRST	soeey	soeey	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:034	A1	f67r2	f67r2.14	D_ADDR+O+IIN	Teiladresse + Arbeitsgang + Sollstufe	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	doiin	doiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:035	A1	f67r2	f67r2.14	OL+DY	fortsetzen; Schluss	A67_RIGHT_CELESTIAL_WHEEL	LAST	oldy	oldy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:036	A1	f67r2	f67r2.15	D_ADDR+OL+CH+S_ADDR+O+DY	Teiladresse + fortsetzen + entnehmen + Sternbezug + Arbeitsgang + Schluss	A67_LEFT_CELESTIAL_WHEEL	ONLY	dolchsody	dolchsody	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:037	A1	f67r2	f67r2.16	O+D_ADDR+A_ADDR+E+IIN	Arbeitsgang + Teiladresse + Nebenadresse + kurz + Sollstufe	A67_LEFT_CELESTIAL_WHEEL	FIRST	odaeiin	odaeiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:038	A1	f67r2	f67r2.16	OK+O+E+S_ADDR	ansetzen + Arbeitsgang + kurz + Sternbezug	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	okoes	okoes	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:039	A1	f67r2	f67r2.16	O+E+K+AIN	Arbeitsgang + kurz + zufuehren + Portion	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	oekain	oekain	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:040	A1	f67r2	f67r2.16	Y	dies	A67_LEFT_CELESTIAL_WHEEL	LAST	dy	y	NO	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:041	A1	f67r2	f67r2.17	OT+Y	nächster Posten	A67_LEFT_CELESTIAL_WHEEL	FIRST	otchey	otchey	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:042	A1	f67r2	f67r2.17	OR+A_ADDR+I_COUNT+I_COUNT+R	Ansatz + Nebenadresse + Zaehlstrich + Zaehlstrich + senken	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	soraiir	soraiir	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:043	A1	f67r2	f67r2.17	Y	dies	A67_LEFT_CELESTIAL_WHEEL	LAST	dy	dy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:044	A1	f67r2	f67r2.18	O+P+Y	Arbeitsgang + hinein + dies	A67_LEFT_CELESTIAL_WHEEL	FIRST	qopchy	qopchy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:045	A1	f67r2	f67r2.18	AIIN	Mass	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	aiin	daiin	NO	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:046	A1	f67r2	f67r2.18	AL	Stelle	A67_LEFT_CELESTIAL_WHEEL	LAST	dal	dal	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:047	A1	f67r2	f67r2.19	Y+D_ADDR+HO+S_ADDR	dies + Teiladresse + Gabe + Sternbezug	A67_LEFT_CELESTIAL_WHEEL	FIRST	ydchos	ydchos	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:048	A1	f67r2	f67r2.19	AIN	Portion	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ain	ain	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:049	A1	f67r2	f67r2.19	AR	von dort	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ar	ar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:050	A1	f67r2	f67r2.19	AM_ADDR+Y	Gegenfeld + dies	A67_LEFT_CELESTIAL_WHEEL	LAST	amy	amy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:051	A1	f67r2	f67r2.20	HO+CFH_CLASS+Y	Gabe + Sternhaufen + dies	A67_LEFT_CELESTIAL_WHEEL	FIRST	chocfhy	chocfhy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:052	A1	f67r2	f67r2.20	AR+AL	von dort + Stelle	A67_LEFT_CELESTIAL_WHEEL	LAST	saral	saral	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:053	A1	f67r2	f67r2.21	S_ADDR+AIN	Sternbezug + Portion	A67_LEFT_CELESTIAL_WHEEL	FIRST	sain	sain	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:054	A1	f67r2	f67r2.21	AM_ADDR	Gegenfeld	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	am	am	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:055	A1	f67r2	f67r2.21	AR	von dort	A67_LEFT_CELESTIAL_WHEEL	LAST	ar	ar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:056	A1	f67r2	f67r2.22	OK+AL	an die Stelle setzen	A67_LEFT_CELESTIAL_WHEEL	ONLY	okal	okal	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:057	A1	f67r2	f67r2.23	O+P+AR+Y	Arbeitsgang + hinein + von dort + dies	A67_LEFT_CELESTIAL_WHEEL	FIRST	oparchy	oparchy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:058	A1	f67r2	f67r2.23	AL+S_ADDR+AIN	Stelle + Sternbezug + Portion	A67_LEFT_CELESTIAL_WHEEL	LAST	salsain	salsain	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:059	A1	f67r2	f67r2.24	S_ADDR+O+AR	Sternbezug + Arbeitsgang + von dort	A67_LEFT_CELESTIAL_WHEEL	FIRST	sodar	sodar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:060	A1	f67r2	f67r2.24	O+F_ADDR+AR	Arbeitsgang + Aussenbezug + von dort	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ofar	ofar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:061	A1	f67r2	f67r2.24	AR	von dort	A67_LEFT_CELESTIAL_WHEEL	LAST	ar	ar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:062	A1	f67r2	f67r2.25	Y+D_ADDR+AM_ADDR	dies + Teiladresse + Gegenfeld	A67_LEFT_CELESTIAL_WHEEL	ONLY	ydam	ydam	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:063	A1	f67r2	f67r2.26	Y+T+E+O+OR	dies + eintragen + kurz + Arbeitsgang + Ansatz	A67_LEFT_CELESTIAL_WHEEL	FIRST	yteoor	yteoor	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:064	A1	f67r2	f67r2.26	Y+T+O	dies + eintragen + Arbeitsgang	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	yto	yto	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:065	A1	f67r2	f67r2.26	Y+K+OR	dies + zufuehren + Ansatz	A67_LEFT_CELESTIAL_WHEEL	LAST	ykor	ykor	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:066	A1	f67r2	f67r2.27	OK+E+O	ansetzen + kurz + Arbeitsgang	A67_LEFT_CELESTIAL_WHEEL	FIRST	okeo	okeo	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:067	A1	f67r2	f67r2.27	R	senken	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	r	r	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:068	A1	f67r2	f67r2.27	AIIN	Mass	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	aiin	aiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:069	A1	f67r2	f67r2.27	AM_ADDR	Gegenfeld	A67_LEFT_CELESTIAL_WHEEL	LAST	am	am	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:070	A1	f67r2	f67r2.28	OK+AIN	eine Portion zugeben	A67_LEFT_CELESTIAL_WHEEL	FIRST	okain	okain	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:071	A1	f67r2	f67r2.28	AM_ADDR	Gegenfeld	A67_LEFT_CELESTIAL_WHEEL	LAST	am	am	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:072	A1	f67r2	f67r2.29	Y+T+O+Y	dies + eintragen + Arbeitsgang + dies	A67_LEFT_CELESTIAL_WHEEL	FIRST	ytody	ytody	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:073	A1	f67r2	f67r2.29	AIIN	Mass	A67_LEFT_CELESTIAL_WHEEL	LAST	aiin	saiin	NO	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:074	A1	f67r2	f67r2.30	O+OL	Arbeitsgang + fortsetzen	A67_LEFT_CELESTIAL_WHEEL	FIRST	ochol	ochol	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:075	A1	f67r2	f67r2.30	OL+OL	fortsetzen + fortsetzen	A67_LEFT_CELESTIAL_WHEEL	LAST	olol	olol	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:076	A1	f67r2	f67r2.31	O+P+OL+DY	Arbeitsgang + hinein + fortsetzen + Schluss	A67_LEFT_CELESTIAL_WHEEL	ONLY	opcholdy	opcholdy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:077	A1	f67r2	f67r2.32	D_ADDR+O+AR	Teiladresse + Arbeitsgang + von dort	A67_LEFT_CELESTIAL_WHEEL	FIRST	dosar	dosar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:078	A1	f67r2	f67r2.32	O+D_ADDR+A_ADDR+S_ADDR	Arbeitsgang + Teiladresse + Nebenadresse + Sternbezug	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	odas	odas	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:079	A1	f67r2	f67r2.32	AIR	Lauf	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	air	air	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:080	A1	f67r2	f67r2.32	AL+AIIN	Stelle + Mass	A67_LEFT_CELESTIAL_WHEEL	LAST	alaiin	alaiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:081	A1	f67r2	f67r2.33	D_ADDR+OK+AN_SECTION	Teiladresse + ansetzen + Abschnitt	A67_LEFT_CELESTIAL_WHEEL	FIRST	dokan	dokan	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:082	A1	f67r2	f67r2.33	O+E+AR	Arbeitsgang + kurz + von dort	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	oear	oear	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:083	A1	f67r2	f67r2.33	O+AL	Arbeitsgang + Stelle	A67_LEFT_CELESTIAL_WHEEL	LAST	odal	odal	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:084	A1	f67r2	f67r2.34	O+F_ADDR+AR	Arbeitsgang + Aussenbezug + von dort	A67_LEFT_CELESTIAL_WHEEL	FIRST	ofar	ofar	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:085	A1	f67r2	f67r2.34	O+E+OL+D_ADDR+AN_SECTION	Arbeitsgang + kurz + fortsetzen + Teiladresse + Abschnitt	A67_LEFT_CELESTIAL_WHEEL	LAST	oeoldan	oeoldan	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:086	A1	f67r2	f67r2.35	OL	fortsetzen	A67_LEFT_CELESTIAL_WHEEL	FIRST	chol	chol	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:087	A1	f67r2	f67r2.35	G_ADDR+IIN	Strahlmarke + Sollstufe	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	giin	giin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:088	A1	f67r2	f67r2.35	OK+OL	ansetzen + fortsetzen	A67_LEFT_CELESTIAL_WHEEL	LAST	okol	okol	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:089	A1	f67r2	f67r2.36	Y+T+OR	dies + eintragen + Ansatz	A67_LEFT_CELESTIAL_WHEEL	FIRST	ytor	ytor	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:090	A1	f67r2	f67r2.36	AIIN	Mass	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	aiin	daiin	NO	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:091	A1	f67r2	f67r2.36	OR	Ansatz	A67_LEFT_CELESTIAL_WHEEL	LAST	or	or	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:092	A1	f67r2	f67r2.37	Y+T+O+AIIN	dies + eintragen + Arbeitsgang + Mass	A67_LEFT_CELESTIAL_WHEEL	ONLY	ytoaiin	ytoaiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:093	A1	f67r2	f67r2.38	OT+OL+D_ADDR+O+S_ADDR	danach + fortsetzen + Teiladresse + Arbeitsgang + Sternbezug	A67_LEFT_CELESTIAL_WHEEL	FIRST	otoldos	otoldos	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:094	A1	f67r2	f67r2.38	O+CTH+OL+E	Arbeitsgang + bereit + fortsetzen + kurz	A67_LEFT_CELESTIAL_WHEEL	LAST	octhole	octhole	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:095	A1	f67r2	f67r2.39	OR	Ansatz	A67_LEFT_CELESTIAL_WHEEL	FIRST	sor	sor	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:096	A1	f67r2	f67r2.39	CHD+AIIN	umsetzen + Mass	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	chedaiin	chedaiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:097	A1	f67r2	f67r2.39	Y	dies	A67_LEFT_CELESTIAL_WHEEL	LAST	dy	dy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:098	A1	f67r2	f67r2.40	Y+T+E+O+S_ADDR	dies + eintragen + kurz + Arbeitsgang + Sternbezug	A67_LEFT_CELESTIAL_WHEEL	FIRST	yteos	yteos	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:099	A1	f67r2	f67r2.40	O+IIN	Arbeitsgang + Sollstufe	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	oiin	oiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:100	A1	f67r2	f67r2.40	O+G_ADDR	Arbeitsgang + Strahlmarke	A67_LEFT_CELESTIAL_WHEEL	LAST	og	og	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:101	A1	f67r2	f67r2.41	Y+T+O+E+O+P+Y	dies + eintragen + Arbeitsgang + kurz + Arbeitsgang + hinein + dies	A67_LEFT_CELESTIAL_WHEEL	FIRST	ytoeopchey	ytoeopchey	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:102	A1	f67r2	f67r2.41	CH+E+K+O+DY	entnehmen + kurz + zufuehren + Arbeitsgang + Schluss	A67_LEFT_CELESTIAL_WHEEL	LAST	chekody	chekody	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:103	A1	f67r2	f67r2.42	S_ADDR+O+HO	Sternbezug + Arbeitsgang + Gabe	A67_LEFT_CELESTIAL_WHEEL	FIRST	sosho	sosho	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:104	A1	f67r2	f67r2.42	HO+S_ADDR	Gabe + Sternbezug	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	chos	chos	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:105	A1	f67r2	f67r2.42	O+CKH+Y	Arbeitsgang + Durchgang + dies	A67_LEFT_CELESTIAL_WHEEL	LAST	ockhy	ockhy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:106	A1	f67r2	f67r2.43	AIIN	Mass	A67_LEFT_CELESTIAL_WHEEL	FIRST	daiin	daiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:107	A1	f67r2	f67r2.43	AIIN	Mass	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	aiin	aiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:108	A1	f67r2	f67r2.43	OS	Fach	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	os	os	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:109	A1	f67r2	f67r2.43	S_ADDR+G_ADDR	Sternbezug + Strahlmarke	A67_LEFT_CELESTIAL_WHEEL	LAST	qsg	qsg	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:110	A1	f67r2	f67r2.44	O+F_ADDR+Y+Y	Arbeitsgang + Aussenbezug + dies + dies	A67_LEFT_CELESTIAL_WHEEL	FIRST	ofydy	ofydy	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:111	A1	f67r2	f67r2.44	SH+E+O+Y	halten + kurz + Arbeitsgang + dies	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	sheody	sheody	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:112	A1	f67r2	f67r2.44	AIIN	Mass	A67_LEFT_CELESTIAL_WHEEL	LAST	aiin	aiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:113	A1	f67r2	f67r2.45	Y+CHEO+Y	dies + Entnahme + dies	A67_LEFT_CELESTIAL_WHEEL	FIRST	ycheody	ycheody	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:114	A1	f67r2	f67r2.45	E+S_ADDR	kurz + Sternbezug	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	es	es	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:115	A1	f67r2	f67r2.45	O+D_ADDR+A_ADDR+I_COUNT+IIN	Arbeitsgang + Teiladresse + Nebenadresse + Zaehlstrich + Sollstufe	A67_LEFT_CELESTIAL_WHEEL	LAST	odaiiin	odaiiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:116	A1	f67r2	f67r2.46	Y+E+K+EE+S_ADDR	dies + kurz + zufuehren + laenger + Sternbezug	A67_LEFT_CELESTIAL_WHEEL	FIRST	yekees	yekees	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:117	A1	f67r2	f67r2.46	OR+AL+Y	Ansatz + Stelle + dies	A67_LEFT_CELESTIAL_WHEEL	LAST	oraly	oraly	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:118	A1	f67r2	f67r2.47	Y+F_ADDR+AIN	dies + Aussenbezug + Portion	A67_LEFT_CELESTIAL_WHEEL	ONLY	yfain	yfain	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
A:119	A1	f67r2	f67r2.48	T+O+AIIN	eintragen + Arbeitsgang + Mass	A67_LEFT_CELESTIAL_WHEEL	FIRST	todaiin	todaiin	YES	PARSE_PLUS_NAMESPACE_PLUS_LOCUS_POSITION
