event_id	record_unit_id	statement_id	page	locus	component_parse	joint_tuple_id	body_surface	register	field_position	previous_wrapper	predicted_wrapper	observed_wrapper	predicted_surface	observed_surface	selection_layer	exact_surface_match
E023	H2	H2-S001	f10r	f10r.6	Y	b921a237be883a820352	y	HERBAL_A	LAST	t	sh	sh	shy	shy	PREVIOUS_WRAPPER_RESOLVES	YES
E024	H2	H2-S002	f10r	f10r.8	OT+CH+OR	10488b911aae52b3b334	otchor	HERBAL_A	FIRST	START	q	q	qotchor	qotchor	UNIQUE_BODY_REGISTER_POSITION	YES
E025	H2	H2-S002	f10r	f10r.8	OR	7a4bb8136330ee4e6e56	or	HERBAL_A	MIDDLE	q	ch	ch	chor	chor	PREVIOUS_WRAPPER_RESOLVES	YES
E026	H2	H2-S002	f10r	f10r.8	OT+OL	497cbd9c7401810ff56b	otol	HERBAL_A	MIDDLE	ch	NONE	NONE	otol	otol	UNIQUE_BODY_REGISTER_POSITION	YES
E027	H2	H2-S002	f10r	f10r.8	OL	dcda95c81a5460feb191	ol	HERBAL_A	MIDDLE	NONE	ch	ch	chol	chol	UNIQUE_BODY_REGISTER_POSITION	YES
E028	H2	H2-S002	f10r	f10r.8	OL+OR	dec401773c1f0347793d	olor	HERBAL_A	MIDDLE	ch	ch	ch	cholor	cholor	UNIQUE_BODY_REGISTER_POSITION	YES
E029	H2	H2-S002	f10r	f10r.8	OL	dcda95c81a5460feb191	ol	HERBAL_A	MIDDLE	ch	ch	ch	chol	chol	UNIQUE_BODY_REGISTER_POSITION	YES
E030	H2	H2-S002	f10r	f10r.8	AIIN	2f1c5e56e8f0ff459065	aiin	HERBAL_A	MIDDLE	ch	d	d	daiin	daiin	EXPANDED_KEY_MAJORITY	YES
E031	H2	H2-S002	f10r	f10r.8	AR	4d4559019a961b834aa1	ar	HERBAL_A	LAST	d	d	d	dar	dar	UNIQUE_BODY_REGISTER_POSITION	YES
E032	H2	H2-S003	f10r	f10r.9	O+Y+K+OR	27d97af8c96eb056c2e6	oykchor	HERBAL_A	FIRST	START	NONE	NONE	oykchor	oykchor	UNIQUE_BODY_REGISTER_POSITION	YES
E033	H2	H2-S003	f10r	f10r.9	OR	7a4bb8136330ee4e6e56	or	HERBAL_A	MIDDLE	NONE	ch	sh	chor	shor	EXPANDED_KEY_MAJORITY	NO
E034	H2	H2-S003	f10r	f10r.9	OR	7a4bb8136330ee4e6e56	or	HERBAL_A	MIDDLE	sh	ch	ch	chor	chor	PREVIOUS_WRAPPER_RESOLVES	YES
E035	H2	H2-S003	f10r	f10r.9	Y	b921a237be883a820352	y	HERBAL_A	MIDDLE	ch	ch	ch	chy	chy	PREVIOUS_WRAPPER_RESOLVES	YES
E036	H2	H2-S003	f10r	f10r.9	K+IIN	409de02322e7b2ca0c62	kaiiin	HERBAL_A	MIDDLE	ch	NONE	NONE	kaiiin	kaiiin	UNIQUE_BODY_REGISTER_POSITION	YES
E037	H2	H2-S003	f10r	f10r.9	Y	b921a237be883a820352	y	HERBAL_A	MIDDLE	NONE	d	d	dy	dy	PREVIOUS_WRAPPER_RESOLVES	YES
E038	H2	H2-S003	f10r	f10r.9	CH+O+AIIN	834825c61d048a6b5628	odaiin	HERBAL_A	LAST	d	ch	ch	chodaiin	chodaiin	UNIQUE_BODY_REGISTER_POSITION	YES
E039	H3	H3-S001	f11r	f11r.1	T+SH+OL	953ad19b79517fc8a211	shol	HERBAL_A	FIRST	START	t	t	tshol	tshol	UNIQUE_BODY_REGISTER_POSITION	YES
E040	H3	H3-S001	f11r	f11r.1	SH+O+AL	428a5e3662aa57b4b256	choal	HERBAL_A	MIDDLE	t	s	s	schoal	schoal	UNIQUE_BODY_REGISTER_POSITION	YES
E041	H3	H3-S001	f11r	f11r.1	CFHY	bdad9f9ea8b80f141496	cfhy	HERBAL_A	MIDDLE	s	NONE	NONE	cfhy	cfhy	UNIQUE_BODY_REGISTER_POSITION	YES
E042	H3	H3-S001	f11r	f11r.1	SH+Y+AIIN	a8af08e69edab8e54f15	fydaiin	HERBAL_A	MIDDLE	NONE	sh	sh	shfydaiin	shfydaiin	UNIQUE_BODY_REGISTER_POSITION	YES
E043	H3	H3-S001	f11r	f11r.1	P+Y	deb377381ceaf55ea310	cphy	HERBAL_A	MIDDLE	sh	NONE	NONE	cphy	cphy	UNIQUE_BODY_REGISTER_POSITION	YES
E044	H3	H3-S001	f11r	f11r.1	WHOLE[cheey|shey]	b5df9126607030b95175	ey	HERBAL_A	MIDDLE	NONE	sh	sh	shey	shey	UNIQUE_BODY_REGISTER_POSITION	YES
E045	H3	H3-S001	f11r	f11r.1	T+CH+O+DY	2e2027b1951d79911e24	chody	HERBAL_A	LAST	sh	t	t	tchody	tchody	UNIQUE_BODY_REGISTER_POSITION	YES
E046	H3	H3-S002	f11r	f11r.1	SH+O+Y+T+Y	577c03a928d674d420d7	oyty	HERBAL_A	ONLY	t	sh	sh	shoyty	shoyty	UNIQUE_BODY_REGISTER_POSITION	YES
E047	H3	H3-S003	f11r	f11r.4	OL	d665560c8ff80799a82c	chol	HERBAL_A	FIRST	START	d	d	dchol	dchol	EXPANDED_KEY_MAJORITY	YES
E048	H3	H3-S003	f11r	f11r.4	Y	b921a237be883a820352	y	HERBAL_A	MIDDLE	d	ch	ch	chy	chy	PREVIOUS_WRAPPER_RESOLVES	YES
E049	H3	H3-S003	f11r	f11r.4	K+Y	b2812c8283c3a62438bd	kchy	HERBAL_A	MIDDLE	ch	NONE	NONE	kchy	kchy	UNIQUE_BODY_REGISTER_POSITION	YES
E050	H3	H3-S003	f11r	f11r.4	Y	b921a237be883a820352	y	HERBAL_A	MIDDLE	NONE	d	d	dy	dy	PREVIOUS_WRAPPER_RESOLVES	YES
E051	H3	H3-S003	f11r	f11r.4	AIIN	2f1c5e56e8f0ff459065	aiin	HERBAL_A	LAST	d	d	d	daiin	daiin	UNIQUE_BODY_REGISTER_POSITION	YES
E052	H3	H3-S004	f11r	f11r.7	OT+Y	a48efd6c4491a046ba78	otchy	HERBAL_A	FIRST	START	q	q	qotchy	qotchy	UNIQUE_BODY_REGISTER_POSITION	YES
E053	H3	H3-S004	f11r	f11r.7	OK+OL	322281bd391aa621f568	okchol	HERBAL_A	MIDDLE	q	NONE	NONE	okchol	okchol	UNIQUE_BODY_REGISTER_POSITION	YES
E054	H3	H3-S004	f11r	f11r.7	CTH+Y	e0b630cb1b5df5e7105b	cthy	HERBAL_A	MIDDLE	NONE	NONE	NONE	cthy	cthy	UNIQUE_BODY_REGISTER_POSITION	YES
E055	H3	H3-S004	f11r	f11r.7	Y	b921a237be883a820352	y	HERBAL_A	LAST	NONE	d	d	dy	dy	PREVIOUS_WRAPPER_RESOLVES	YES
E056	H4	H4-S001	f55v	f55v.5	OK+AIIN	b5fcea1eaed06b2f2291	okaiin	HERBAL_B	FIRST	START	q	q	qokaiin	qokaiin	UNIQUE_BODY_REGISTER_POSITION	YES
E057	H4	H4-S001	f55v	f55v.5	AIIN	2f1c5e56e8f0ff459065	aiin	HERBAL_B	MIDDLE	q	ch	ch	chaiin	chaiin	UNIQUE_BODY_REGISTER_POSITION	YES
E058	H4	H4-S001	f55v	f55v.5	Y+K+AIN	403c1592f918c8f23b88	ykain	HERBAL_B	MIDDLE	ch	NONE	NONE	ykain	ykain	UNIQUE_BODY_REGISTER_POSITION	YES
E059	H4	H4-S001	f55v	f55v.5	Y+K+AIN	d929a14ec45749b2e805	ykan	HERBAL_B	MIDDLE	NONE	NONE	NONE	ykan	ykan	UNIQUE_BODY_REGISTER_POSITION	YES
E060	H4	H4-S001	f55v	f55v.5	O+DY	97cc9ac109148723c472	ody	HERBAL_B	LAST	NONE	NONE	NONE	ody	ody	UNIQUE_BODY_REGISTER_POSITION	YES
E061	H4	H4-S002	f55v	f55v.5	AIIN	2f1c5e56e8f0ff459065	aiin	HERBAL_B	FIRST	NONE	NONE	d	aiin	daiin	EXPANDED_KEY_MAJORITY	NO
E062	H4	H4-S002	f55v	f55v.5	CHD+Y	6f7ff8287eddf4da9fdb	dy	HERBAL_B	MIDDLE	d	che	che	chedy	chedy	UNIQUE_BODY_REGISTER_POSITION	YES
E063	H4	H4-S002	f55v	f55v.5	TALAM	e026af581c99322fbd46	alam	HERBAL_B	LAST	che	t	t	talam	talam	UNIQUE_BODY_REGISTER_POSITION	YES
E064	H4	H4-S003	f55v	f55v.11	Y+K+AIIN	f7dc90b2c31fd341f0a4	ykaiin	HERBAL_B	FIRST	START	NONE	NONE	ykaiin	ykaiin	UNIQUE_BODY_REGISTER_POSITION	YES
E065	H4	H4-S003	f55v	f55v.11	CHEO+AR	807591efc3d3f7ddbfab	oar	HERBAL_B	MIDDLE	NONE	che	che	cheoar	cheoar	UNIQUE_BODY_REGISTER_POSITION	YES
E066	H4	H4-S003	f55v	f55v.11	CHK+EE+Y	2c1a5fd92b9e3c762242	eky	HERBAL_B	MIDDLE	che	che	che	cheeky	cheeky	UNIQUE_BODY_REGISTER_POSITION	YES
E067	H4	H4-S003	f55v	f55v.11	OL+DY	1b1ffdd869fb1429ad03	oldy	HERBAL_B	LAST	che	NONE	NONE	oldy	oldy	UNIQUE_BODY_REGISTER_POSITION	YES
E068	H4	H4-S004	f55v	f55v.11	AIIN	2f1c5e56e8f0ff459065	aiin	HERBAL_B	FIRST	NONE	NONE	NONE	aiin	aiin	EXPANDED_KEY_MAJORITY	YES
E069	H4	H4-S004	f55v	f55v.11	OK+AL	308e8ea2d5d190c498e8	okal	HERBAL_B	MIDDLE	NONE	NONE	NONE	okal	okal	UNIQUE_BODY_REGISTER_POSITION	YES
E070	H4	H4-S004	f55v	f55v.11	OL+T+Y	204b04837409088c48f9	oltchy	HERBAL_B	MIDDLE	NONE	NONE	NONE	oltchy	oltchy	UNIQUE_BODY_REGISTER_POSITION	YES
E071	H4	H4-S004	f55v	f55v.11	OR	7a4bb8136330ee4e6e56	or	HERBAL_B	MIDDLE	NONE	NONE	NONE	or	or	UNIQUE_BODY_REGISTER_POSITION	YES
E072	H4	H4-S004	f55v	f55v.11	Y	b921a237be883a820352	y	HERBAL_B	MIDDLE	NONE	NONE	NONE	y	y	UNIQUE_BODY_REGISTER_POSITION	YES
E073	H4	H4-S004	f55v	f55v.11	OR+AIN	6afeb5c9ab9f6cbdea0d	orain	HERBAL_B	LAST	NONE	NONE	NONE	orain	orain	UNIQUE_BODY_REGISTER_POSITION	YES
E074	H5	H5-S001	f56r	f56r.5	HO+CH+OR	b9d7b6d68209a9019e7a	ochor	HERBAL_A	FIRST	START	ch	ch	chochor	chochor	UNIQUE_BODY_REGISTER_POSITION	YES
E075	H5	H5-S001	f56r	f56r.5	HO	2cc054357a929df85f64	o	HERBAL_A	MIDDLE	ch	ch	ch	cho	cho	UNIQUE_BODY_REGISTER_POSITION	YES
E076	H5	H5-S001	f56r	f56r.5	HO+AL+Y	0ec6a45e2950e8e7061d	odaly	HERBAL_A	MIDDLE	ch	ch	ch	chodaly	chodaly	UNIQUE_BODY_REGISTER_POSITION	YES
E077	H5	H5-S001	f56r	f56r.5	AIIN	2f1c5e56e8f0ff459065	aiin	HERBAL_A	LAST	ch	d	d	daiin	daiin	UNIQUE_BODY_REGISTER_POSITION	YES
E078	H5	H5-S001	f56r	f56r.7	HO	2cc054357a929df85f64	o	HERBAL_A	FIRST	START	sh	sh	sho	sho	UNIQUE_BODY_REGISTER_POSITION	YES
E079	H5	H5-S001	f56r	f56r.7	K+OL	893c570f3fa3fce99711	kchol	HERBAL_A	MIDDLE	sh	NONE	NONE	kchol	kchol	UNIQUE_BODY_REGISTER_POSITION	YES
E080	H5	H5-S001	f56r	f56r.7	OT+CH+OR	10488b911aae52b3b334	otchor	HERBAL_A	MIDDLE	NONE	NONE	NONE	otchor	otchor	UNIQUE_BODY_REGISTER_POSITION	YES
E081	H5	H5-S001	f56r	f56r.7	OK+Y	276a7c2d74d1143446f4	oky	HERBAL_A	MIDDLE	NONE	NONE	ch	oky	choky	EXPANDED_KEY_MAJORITY	NO
E082	H5	H5-S001	f56r	f56r.7	AL	dd0ecaf5e27d81befffc	al	HERBAL_A	LAST	ch	d	d	dal	dal	UNIQUE_BODY_REGISTER_POSITION	YES
E083	H5	H5-S002	f56r	f56r.8	OL	d665560c8ff80799a82c	chol	HERBAL_A	FIRST	START	d	s	dchol	schol	EXPANDED_KEY_MAJORITY	NO
E084	H5	H5-S002	f56r	f56r.8	HO+Y	c10aec6d4dd877ec8bd8	oy	HERBAL_A	MIDDLE	s	ch	ch	choy	choy	UNIQUE_BODY_REGISTER_POSITION	YES
E085	H5	H5-S002	f56r	f56r.8	OK+Y	276a7c2d74d1143446f4	oky	HERBAL_A	MIDDLE	ch	ch	ch	choky	choky	PREVIOUS_WRAPPER_RESOLVES	YES
E086	H5	H5-S002	f56r	f56r.8	CH+EE+CKH+O+DY	95987d6f198d6d247511	eckhody	HERBAL_A	LAST	ch	che	che	cheeckhody	cheeckhody	UNIQUE_BODY_REGISTER_POSITION	YES
E087	H5	H5-S003	f56r	f56r.12	SH	ad3581d3144f69a5912d	h	HERBAL_A	FIRST	START	s	s	sh	sh	UNIQUE_BODY_REGISTER_POSITION	YES
E088	H5	H5-S003	f56r	f56r.12	HO	2cc054357a929df85f64	o	HERBAL_A	MIDDLE	s	ch	ch	cho	cho	UNIQUE_BODY_REGISTER_POSITION	YES
E089	H5	H5-S003	f56r	f56r.12	K+E+Y	b74e9e65637b7c8538dd	kchey	HERBAL_A	MIDDLE	ch	NONE	NONE	kchey	kchey	UNIQUE_BODY_REGISTER_POSITION	YES
E090	H5	H5-S003	f56r	f56r.12	OK+OK+Y	1322bc176443fc2a8a86	okokchy	HERBAL_A	LAST	NONE	q	q	qokokchy	qokokchy	UNIQUE_BODY_REGISTER_POSITION	YES
E091	H5	H5-S004	f56r	f56r.13	OK+Y	9ad66e67803a12e745de	okchy	HERBAL_A	FIRST	START	NONE	NONE	okchy	okchy	EXPANDED_KEY_MAJORITY	YES
E092	H5	H5-S004	f56r	f56r.13	OK+CHEO	087a47b5423438cd6b6a	okcheo	HERBAL_A	MIDDLE	NONE	ch	ch	chokcheo	chokcheo	UNIQUE_BODY_REGISTER_POSITION	YES
E093	H5	H5-S004	f56r	f56r.13	K+AL	75a523fcf039b006f97b	kchal	HERBAL_A	LAST	ch	NONE	NONE	kchal	kchal	UNIQUE_BODY_REGISTER_POSITION	YES
E094	H5	H5-S005	f56r	f56r.18	HO	2cc054357a929df85f64	o	HERBAL_A	FIRST	START	sh	sh	sho	sho	UNIQUE_BODY_REGISTER_POSITION	YES
E095	H5	H5-S005	f56r	f56r.18	OK+Y	9ad66e67803a12e745de	okchy	HERBAL_A	MIDDLE	sh	ch	ch	chokchy	chokchy	UNIQUE_BODY_REGISTER_POSITION	YES
E096	H5	H5-S005	f56r	f56r.18	K+HO+AR	c71c72da4e09e0833392	kchoar	HERBAL_A	MIDDLE	ch	NONE	NONE	kchoar	kchoar	UNIQUE_BODY_REGISTER_POSITION	YES
E097	H5	H5-S005	f56r	f56r.18	OT+O+AIN	61a075bc54793c1c781f	otodan	HERBAL_A	LAST	NONE	s	s	sotodan	sotodan	UNIQUE_BODY_REGISTER_POSITION	YES
E098	H5	H5-S006	f56r	f56r.19	OT+Y	faf321940aed922846a9	otchey	HERBAL_A	FIRST	START	NONE	NONE	otchey	otchey	UNIQUE_BODY_REGISTER_POSITION	YES
E099	H5	H5-S006	f56r	f56r.19	K+E+OL	9bb7122b386ebbc6138f	keol	HERBAL_A	MIDDLE	NONE	NONE	NONE	keol	keol	UNIQUE_BODY_REGISTER_POSITION	YES
E100	H5	H5-S006	f56r	f56r.19	AIIN	2f1c5e56e8f0ff459065	aiin	HERBAL_A	LAST	NONE	d	d	daiin	daiin	UNIQUE_BODY_REGISTER_POSITION	YES
E101	B1	B1-S001	f81v	f81v.2	OK+E+DY	7db18b2f0fb7ed0fcfd3	okedy	OTHER_B	ONLY	START	q	q	qokedy	qokedy	UNIQUE_BODY_REGISTER_POSITION	YES
E102	B1	B1-S002	f81v	f81v.2	OK+AIIN	b5fcea1eaed06b2f2291	okaiin	OTHER_B	FIRST	q	NONE	NONE	okaiin	okaiin	PREVIOUS_WRAPPER_RESOLVES	YES
E103	B1	B1-S002	f81v	f81v.2	K+AIR	22fb87a5a83e5c3fb510	kair	OTHER_B	MIDDLE	NONE	NONE	NONE	kair	kair	UNIQUE_BODY_REGISTER_POSITION	YES
E104	B1	B1-S002	f81v	f81v.2	OK+AL	308e8ea2d5d190c498e8	okal	OTHER_B	MIDDLE	NONE	NONE	NONE	okal	okal	EXPANDED_KEY_MAJORITY	YES
E105	B1	B1-S002	f81v	f81v.2	AR	4d4559019a961b834aa1	ar	OTHER_B	MIDDLE	NONE	ch	s	char	sar	EXPANDED_KEY_MAJORITY	NO
E106	B1	B1-S002	f81v	f81v.2	OL	dcda95c81a5460feb191	ol	OTHER_B	MIDDLE	s	NONE	NONE	ol	ol	PREVIOUS_WRAPPER_RESOLVES	YES
E107	B1	B1-S002	f81v	f81v.2	K+AIN	9da1b6ac2c929daea697	kain	OTHER_B	MIDDLE	NONE	NONE	NONE	kain	kain	PREVIOUS_WRAPPER_RESOLVES	YES
E108	B1	B1-S002	f81v	f81v.2	OL+K+AIN	94df4847b7b16c98394a	olkain	OTHER_B	MIDDLE	NONE	NONE	NONE	olkain	olkain	UNIQUE_BODY_REGISTER_POSITION	YES
E109	B1	B1-S002	f81v	f81v.2	AL	dd0ecaf5e27d81befffc	al	OTHER_B	MIDDLE	NONE	NONE	NONE	al	al	PREVIOUS_WRAPPER_RESOLVES	YES
E110	B1	B1-S002	f81v	f81v.2	OL	dcda95c81a5460feb191	ol	OTHER_B	MIDDLE	NONE	NONE	NONE	ol	ol	EXPANDED_KEY_MAJORITY	YES
E111	B1	B1-S002	f81v	f81v.2	R+OL	1496a731803a9f48d2e1	rol	OTHER_B	MIDDLE	NONE	NONE	NONE	rol	rol	UNIQUE_BODY_REGISTER_POSITION	YES
E112	B1	B1-S002	f81v	f81v.2	L	0f18de177ed7c878bf95	l	OTHER_B	LAST	NONE	d	d	dl	dl	UNIQUE_BODY_REGISTER_POSITION	YES
E113	B1	B1-S002	f81v	f81v.7	OL+OR	dec401773c1f0347793d	olor	OTHER_B	FIRST	START	NONE	NONE	olor	olor	UNIQUE_BODY_REGISTER_POSITION	YES
E114	B1	B1-S002	f81v	f81v.7	OL	dcda95c81a5460feb191	ol	OTHER_B	MIDDLE	NONE	NONE	NONE	ol	ol	EXPANDED_KEY_MAJORITY	YES
E115	B1	B1-S002	f81v	f81v.7	SH+E+CKH+AL	4eab1841ed655c20a348	eckhal	OTHER_B	MIDDLE	NONE	sh	sh	sheckhal	sheckhal	UNIQUE_BODY_REGISTER_POSITION	YES
E116	B1	B1-S002	f81v	f81v.7	AIIN	2f1c5e56e8f0ff459065	aiin	OTHER_B	MIDDLE	sh	d	d	daiin	daiin	PREVIOUS_WRAPPER_RESOLVES	YES
E117	B1	B1-S002	f81v	f81v.7	OK+EE+AL	93f69c38fdedee1598e9	okeedal	OTHER_B	MIDDLE	d	q	q	qokeedal	qokeedal	UNIQUE_BODY_REGISTER_POSITION	YES
E118	B1	B1-S002	f81v	f81v.7	AIIN	2f1c5e56e8f0ff459065	aiin	OTHER_B	MIDDLE	q	d	d	daiin	daiin	PREVIOUS_WRAPPER_RESOLVES	YES
E119	B1	B1-S002	f81v	f81v.7	CKH+Y	2cc8bb3c2af19607888f	ckhy	OTHER_B	MIDDLE	d	ch	ch	chckhy	chckhy	PREVIOUS_WRAPPER_RESOLVES	YES
E120	B1	B1-S002	f81v	f81v.7	CHD+DY	259b2b3b0bf859882e2c	chedy	OTHER_B	LAST	ch	s	s	schedy	schedy	UNIQUE_BODY_REGISTER_POSITION	YES
E121	B1	B1-S003	f81v	f81v.7	OL	dcda95c81a5460feb191	ol	OTHER_B	ONLY	s	q	q	qol	qol	UNIQUE_BODY_REGISTER_POSITION	YES
E122	B1	B1-S003	f81v	f81v.17	SH+K+CHD+DY	54e32e9c1414b20640e9	shkchdy	OTHER_B	ONLY	START	s	s	sshkchdy	sshkchdy	UNIQUE_BODY_REGISTER_POSITION	YES
E123	B1	B1-S004	f81v	f81v.17	CHD+Y	6f7ff8287eddf4da9fdb	dy	OTHER_B	FIRST	s	che	che	chedy	chedy	UNIQUE_BODY_REGISTER_POSITION	YES
E124	B1	B1-S004	f81v	f81v.17	OL	dcda95c81a5460feb191	ol	OTHER_B	MIDDLE	che	NONE	NONE	ol	ol	PREVIOUS_WRAPPER_RESOLVES	YES
E125	B1	B1-S004	f81v	f81v.17	SHED+DY	bc4f1f5c006c74a4d26d	edy	OTHER_B	LAST	NONE	sh	sh	shedy	shedy	PREVIOUS_WRAPPER_RESOLVES	YES
E126	B1	B1-S005	f81v	f81v.17	OL+CHD+DY	28ffbc88b97772a75f1e	olchedy	OTHER_B	ONLY	sh	q	q	qolchedy	qolchedy	UNIQUE_BODY_REGISTER_POSITION	YES
E127	B1	B1-S006	f81v	f81v.17	OK+AIN	1645e612504fcef59ced	okain	OTHER_B	FIRST	q	q	q	qokain	qokain	PREVIOUS_WRAPPER_RESOLVES	YES
E128	B1	B1-S006	f81v	f81v.17	CKH+Y	2cc8bb3c2af19607888f	ckhy	OTHER_B	MIDDLE	q	sh	sh	shckhy	shckhy	PREVIOUS_WRAPPER_RESOLVES	YES
E129	B1	B1-S006	f81v	f81v.17	L	0f18de177ed7c878bf95	l	OTHER_B	MIDDLE	sh	d	d	dl	dl	UNIQUE_BODY_REGISTER_POSITION	YES
E130	B1	B1-S006	f81v	f81v.17	R+AL	4da0f0f7b5fc7ac20067	ral	OTHER_B	LAST	d	NONE	NONE	ral	ral	UNIQUE_BODY_REGISTER_POSITION	YES
E131	B1	B1-S007	f81v	f81v.18	OK+CHD+DY	87411f84689b4f93a303	okchdy	OTHER_B	ONLY	START	q	q	qokchdy	qokchdy	UNIQUE_BODY_REGISTER_POSITION	YES
E132	B1	B1-S008	f81v	f81v.18	Y	b921a237be883a820352	y	OTHER_B	FIRST	q	che	che	chey	chey	UNIQUE_BODY_REGISTER_POSITION	YES
E133	B1	B1-S008	f81v	f81v.18	OL	dcda95c81a5460feb191	ol	OTHER_B	MIDDLE	che	NONE	NONE	ol	ol	PREVIOUS_WRAPPER_RESOLVES	YES
E134	B1	B1-S008	f81v	f81v.18	CHK+E+Y	d904bf7b044dd3922781	ky	OTHER_B	MIDDLE	NONE	che	che	cheky	cheky	UNIQUE_BODY_REGISTER_POSITION	YES
E135	B1	B1-S008	f81v	f81v.18	OL	dcda95c81a5460feb191	ol	OTHER_B	MIDDLE	che	NONE	NONE	ol	ol	PREVIOUS_WRAPPER_RESOLVES	YES
E136	B1	B1-S008	f81v	f81v.18	SHED+DY	bc4f1f5c006c74a4d26d	edy	OTHER_B	LAST	NONE	sh	sh	shedy	shedy	PREVIOUS_WRAPPER_RESOLVES	YES
E137	B1	B1-S009	f81v	f81v.18	OK+E+DY	7db18b2f0fb7ed0fcfd3	okedy	OTHER_B	ONLY	sh	q	q	qokedy	qokedy	UNIQUE_BODY_REGISTER_POSITION	YES
