writer_order	domain	item_id	unit_id	page	locus	formal_parse	predicted_surface	observed_surface	exact_without_exception	exact_with_exception_deck
30	PROSE	E030	H2	f10r	f10r.8	AIIN	daiin	daiin	YES	YES
31	PROSE	E031	H2	f10r	f10r.8	AR	dar	dar	YES	YES
32	PROSE	E032	H2	f10r	f10r.9	O+Y+K+OR	oykchor	oykchor	YES	YES
33	PROSE	E033	H2	f10r	f10r.9	OR	chor	shor	NO	YES
34	PROSE	E034	H2	f10r	f10r.9	OR	chor	chor	YES	YES
35	PROSE	E035	H2	f10r	f10r.9	Y	chy	chy	YES	YES
36	PROSE	E036	H2	f10r	f10r.9	K+IIN	kaiiin	kaiiin	YES	YES
37	PROSE	E037	H2	f10r	f10r.9	Y	dy	dy	YES	YES
38	PROSE	E038	H2	f10r	f10r.9	CH+O+AIIN	chodaiin	chodaiin	YES	YES
39	PROSE	E039	H3	f11r	f11r.1	T+SH+OL	tshol	tshol	YES	YES
40	PROSE	E040	H3	f11r	f11r.1	SH+O+AL	schoal	schoal	YES	YES
41	PROSE	E041	H3	f11r	f11r.1	CFHY	cfhy	cfhy	YES	YES
42	PROSE	E042	H3	f11r	f11r.1	SH+Y+AIIN	shfydaiin	shfydaiin	YES	YES
43	PROSE	E043	H3	f11r	f11r.1	P+Y	cphy	cphy	YES	YES
44	PROSE	E044	H3	f11r	f11r.1	WHOLE[cheey|shey]	shey	shey	YES	YES
45	PROSE	E045	H3	f11r	f11r.1	T+CH+O+DY	tchody	tchody	YES	YES
46	PROSE	E046	H3	f11r	f11r.1	SH+O+Y+T+Y	shoyty	shoyty	YES	YES
47	PROSE	E047	H3	f11r	f11r.4	OL	dchol	dchol	YES	YES
48	PROSE	E048	H3	f11r	f11r.4	Y	chy	chy	YES	YES
49	PROSE	E049	H3	f11r	f11r.4	K+Y	kchy	kchy	YES	YES
50	PROSE	E050	H3	f11r	f11r.4	Y	dy	dy	YES	YES
51	PROSE	E051	H3	f11r	f11r.4	AIIN	daiin	daiin	YES	YES
52	PROSE	E052	H3	f11r	f11r.7	OT+Y	qotchy	qotchy	YES	YES
53	PROSE	E053	H3	f11r	f11r.7	OK+OL	okchol	okchol	YES	YES
54	PROSE	E054	H3	f11r	f11r.7	CTH+Y	cthy	cthy	YES	YES
55	PROSE	E055	H3	f11r	f11r.7	Y	dy	dy	YES	YES
56	PROSE	E056	H4	f55v	f55v.5	OK+AIIN	qokaiin	qokaiin	YES	YES
57	PROSE	E057	H4	f55v	f55v.5	AIIN	chaiin	chaiin	YES	YES
58	PROSE	E058	H4	f55v	f55v.5	Y+K+AIN	ykain	ykain	YES	YES
59	PROSE	E059	H4	f55v	f55v.5	Y+K+AIN	ykan	ykan	YES	YES
60	PROSE	E060	H4	f55v	f55v.5	O+DY	ody	ody	YES	YES
61	PROSE	E061	H4	f55v	f55v.5	AIIN	aiin	daiin	NO	YES
62	PROSE	E062	H4	f55v	f55v.5	CHD+Y	chedy	chedy	YES	YES
63	PROSE	E063	H4	f55v	f55v.5	TALAM	talam	talam	YES	YES
64	PROSE	E064	H4	f55v	f55v.11	Y+K+AIIN	ykaiin	ykaiin	YES	YES
65	PROSE	E065	H4	f55v	f55v.11	CHEO+AR	cheoar	cheoar	YES	YES
66	PROSE	E066	H4	f55v	f55v.11	CHK+EE+Y	cheeky	cheeky	YES	YES
67	PROSE	E067	H4	f55v	f55v.11	OL+DY	oldy	oldy	YES	YES
68	PROSE	E068	H4	f55v	f55v.11	AIIN	aiin	aiin	YES	YES
69	PROSE	E069	H4	f55v	f55v.11	OK+AL	okal	okal	YES	YES
70	PROSE	E070	H4	f55v	f55v.11	OL+T+Y	oltchy	oltchy	YES	YES
71	PROSE	E071	H4	f55v	f55v.11	OR	or	or	YES	YES
72	PROSE	E072	H4	f55v	f55v.11	Y	y	y	YES	YES
73	PROSE	E073	H4	f55v	f55v.11	OR+AIN	orain	orain	YES	YES
74	PROSE	E074	H5	f56r	f56r.5	HO+CH+OR	chochor	chochor	YES	YES
75	PROSE	E075	H5	f56r	f56r.5	HO	cho	cho	YES	YES
76	PROSE	E076	H5	f56r	f56r.5	HO+AL+Y	chodaly	chodaly	YES	YES
77	PROSE	E077	H5	f56r	f56r.5	AIIN	daiin	daiin	YES	YES
78	PROSE	E078	H5	f56r	f56r.7	HO	sho	sho	YES	YES
79	PROSE	E079	H5	f56r	f56r.7	K+OL	kchol	kchol	YES	YES
80	PROSE	E080	H5	f56r	f56r.7	OT+CH+OR	otchor	otchor	YES	YES
81	PROSE	E081	H5	f56r	f56r.7	OK+Y	oky	choky	NO	YES
82	PROSE	E082	H5	f56r	f56r.7	AL	dal	dal	YES	YES
83	PROSE	E083	H5	f56r	f56r.8	OL	dchol	schol	NO	YES
84	PROSE	E084	H5	f56r	f56r.8	HO+Y	choy	choy	YES	YES
85	PROSE	E085	H5	f56r	f56r.8	OK+Y	choky	choky	YES	YES
86	PROSE	E086	H5	f56r	f56r.8	CH+EE+CKH+O+DY	cheeckhody	cheeckhody	YES	YES
87	PROSE	E087	H5	f56r	f56r.12	SH	sh	sh	YES	YES
88	PROSE	E088	H5	f56r	f56r.12	HO	cho	cho	YES	YES
89	PROSE	E089	H5	f56r	f56r.12	K+E+Y	kchey	kchey	YES	YES
90	PROSE	E090	H5	f56r	f56r.12	OK+OK+Y	qokokchy	qokokchy	YES	YES
91	PROSE	E091	H5	f56r	f56r.13	OK+Y	okchy	okchy	YES	YES
92	PROSE	E092	H5	f56r	f56r.13	OK+CHEO	chokcheo	chokcheo	YES	YES
93	PROSE	E093	H5	f56r	f56r.13	K+AL	kchal	kchal	YES	YES
94	PROSE	E094	H5	f56r	f56r.18	HO	sho	sho	YES	YES
95	PROSE	E095	H5	f56r	f56r.18	OK+Y	chokchy	chokchy	YES	YES
96	PROSE	E096	H5	f56r	f56r.18	K+HO+AR	kchoar	kchoar	YES	YES
97	PROSE	E097	H5	f56r	f56r.18	OT+O+AIN	sotodan	sotodan	YES	YES
98	PROSE	E098	H5	f56r	f56r.19	OT+Y	otchey	otchey	YES	YES
99	PROSE	E099	H5	f56r	f56r.19	K+E+OL	keol	keol	YES	YES
100	PROSE	E100	H5	f56r	f56r.19	AIIN	daiin	daiin	YES	YES
101	PROSE	E101	B1	f81v	f81v.2	OK+E+DY	qokedy	qokedy	YES	YES
102	PROSE	E102	B1	f81v	f81v.2	OK+AIIN	okaiin	okaiin	YES	YES
103	PROSE	E103	B1	f81v	f81v.2	K+AIR	kair	kair	YES	YES
104	PROSE	E104	B1	f81v	f81v.2	OK+AL	okal	okal	YES	YES
105	PROSE	E105	B1	f81v	f81v.2	AR	char	sar	NO	YES
106	PROSE	E106	B1	f81v	f81v.2	OL	ol	ol	YES	YES
107	PROSE	E107	B1	f81v	f81v.2	K+AIN	kain	kain	YES	YES
108	PROSE	E108	B1	f81v	f81v.2	OL+K+AIN	olkain	olkain	YES	YES
109	PROSE	E109	B1	f81v	f81v.2	AL	al	al	YES	YES
110	PROSE	E110	B1	f81v	f81v.2	OL	ol	ol	YES	YES
111	PROSE	E111	B1	f81v	f81v.2	R+OL	rol	rol	YES	YES
112	PROSE	E112	B1	f81v	f81v.2	L	dl	dl	YES	YES
113	PROSE	E113	B1	f81v	f81v.7	OL+OR	olor	olor	YES	YES
114	PROSE	E114	B1	f81v	f81v.7	OL	ol	ol	YES	YES
115	PROSE	E115	B1	f81v	f81v.7	SH+E+CKH+AL	sheckhal	sheckhal	YES	YES
116	PROSE	E116	B1	f81v	f81v.7	AIIN	daiin	daiin	YES	YES
117	PROSE	E117	B1	f81v	f81v.7	OK+EE+AL	qokeedal	qokeedal	YES	YES
118	PROSE	E118	B1	f81v	f81v.7	AIIN	daiin	daiin	YES	YES
119	PROSE	E119	B1	f81v	f81v.7	CKH+Y	chckhy	chckhy	YES	YES
120	PROSE	E120	B1	f81v	f81v.7	CHD+DY	schedy	schedy	YES	YES
121	PROSE	E121	B1	f81v	f81v.7	OL	qol	qol	YES	YES
122	PROSE	E122	B1	f81v	f81v.17	SH+K+CHD+DY	sshkchdy	sshkchdy	YES	YES
123	PROSE	E123	B1	f81v	f81v.17	CHD+Y	chedy	chedy	YES	YES
124	PROSE	E124	B1	f81v	f81v.17	OL	ol	ol	YES	YES
125	PROSE	E125	B1	f81v	f81v.17	SHED+DY	shedy	shedy	YES	YES
126	PROSE	E126	B1	f81v	f81v.17	OL+CHD+DY	qolchedy	qolchedy	YES	YES
127	PROSE	E127	B1	f81v	f81v.17	OK+AIN	qokain	qokain	YES	YES
128	PROSE	E128	B1	f81v	f81v.17	CKH+Y	shckhy	shckhy	YES	YES
129	PROSE	E129	B1	f81v	f81v.17	L	dl	dl	YES	YES
130	PROSE	E130	B1	f81v	f81v.17	R+AL	ral	ral	YES	YES
131	PROSE	E131	B1	f81v	f81v.18	OK+CHD+DY	qokchdy	qokchdy	YES	YES
132	PROSE	E132	B1	f81v	f81v.18	Y	chey	chey	YES	YES
133	PROSE	E133	B1	f81v	f81v.18	OL	ol	ol	YES	YES
134	PROSE	E134	B1	f81v	f81v.18	CHK+E+Y	cheky	cheky	YES	YES
135	PROSE	E135	B1	f81v	f81v.18	OL	ol	ol	YES	YES
136	PROSE	E136	B1	f81v	f81v.18	SHED+DY	shedy	shedy	YES	YES
137	PROSE	E137	B1	f81v	f81v.18	OK+E+DY	qokedy	qokedy	YES	YES
138	PROSE	E138	B1	f81v	f81v.18	OK+E+DY	qokedy	qokedy	YES	YES
139	PROSE	E139	B1	f81v	f81v.18	CKH+Y	chckhy	chckhy	YES	YES
140	PROSE	E140	B1	f81v	f81v.18	OK+Y	qoky	qoky	YES	YES
141	PROSE	E141	B1	f81v	f81v.21	LSH+O	lsho	lsho	YES	YES
142	PROSE	E142	B1	f81v	f81v.21	OK+E+Y	qokey	qokey	YES	YES
143	PROSE	E143	B1	f81v	f81v.21	LSH+E+DY	lshedy	lshedy	YES	YES
144	PROSE	E144	B1	f81v	f81v.21	LSH+E+DY	lshedy	lshedy	YES	YES
145	PROSE	E145	B1	f81v	f81v.21	CHD+Y	chedy	chedy	YES	YES
146	PROSE	E146	B1	f81v	f81v.21	SOLK+Y	qolky	qolky	YES	YES
147	PROSE	E147	B1	f81v	f81v.21	L+CHD+AL	lchedal	lchedal	YES	YES
148	PROSE	E148	B1	f81v	f81v.21	OL	ol	qol	NO	YES
149	PROSE	E149	B1	f81v	f81v.21	OT+AR	otar	otar	YES	YES
150	PROSE	E150	B1	f81v	f81v.24	T+E+Y	ytey	ytey	YES	YES
151	PROSE	E151	B1	f81v	f81v.24	OK+CHD+DY	okchedy	okchedy	YES	YES
152	PROSE	E152	B1	f81v	f81v.24	OK+AL	qokal	qokal	YES	YES
153	PROSE	E153	B1	f81v	f81v.24	OK+EE+Y	qokeey	okeey	NO	YES
154	PROSE	E154	B1	f81v	f81v.24	OL	ol	qol	NO	YES
155	PROSE	E155	B1	f81v	f81v.24	SHED+DY	shedy	cheedy	NO	YES
156	PROSE	E156	B1	f81v	f81v.24	AL	sal	sal	YES	YES
157	PROSE	E157	B1	f81v	f81v.24	E+OL	teol	teol	YES	YES
158	PROSE	E158	B1	f81v	f81v.24	CHD+DY	dchdy	dchdy	YES	YES
159	PROSE	E159	B1	f81v	f81v.24	L+Y	ly	ly	YES	YES
160	PROSE	E160	B1	f81v	f81v.27	SH+E+OL	dsheol	dsheol	YES	YES
161	PROSE	E161	B1	f81v	f81v.27	O+IIN	oiiin	oiiin	YES	YES
162	PROSE	E162	B1	f81v	f81v.27	SOLK+EE+DY	olkeedy	olkeedy	YES	YES
163	PROSE	E163	B1	f81v	f81v.27	SHED+DY	tedy	tedy	YES	YES
164	PROSE	E164	B1	f81v	f81v.27	CHK+E+Y	cheky	cheky	YES	YES
165	PROSE	E165	B1	f81v	f81v.27	SH+CKHE+DY	shckhedy	shckhedy	YES	YES
166	PROSE	E166	B1	f81v	f81v.27	AL	chal	chal	YES	YES
167	PROSE	E167	B2	f82r	f82r.2	CHD+DY	dchedy	dchedy	YES	YES
168	PROSE	E168	B2	f82r	f82r.2	OL+CHD+DY	qolchedy	qolchedy	YES	YES
169	PROSE	E169	B2	f82r	f82r.2	OK+AIN	qokain	qokain	YES	YES
170	PROSE	E170	B2	f82r	f82r.2	Y	dy	dy	YES	YES
171	PROSE	E171	B2	f82r	f82r.2	OK+EE+DY	qokeedy	qokeedy	YES	YES
172	PROSE	E172	B2	f82r	f82r.2	OK+AL	qokal	qokal	YES	YES
173	PROSE	E173	B2	f82r	f82r.2	L+CKH+Y	lcheckhy	lcheckhy	YES	YES
174	PROSE	E174	B2	f82r	f82r.2	L+CHD	lched	lched	YES	YES
175	PROSE	E175	B2	f82r	f82r.3	OK+EE+Y	qokeey	qokeey	YES	YES
176	PROSE	E176	B2	f82r	f82r.3	L+CKHE+DY	lcheckhedy	lcheckhedy	YES	YES
177	PROSE	E177	B2	f82r	f82r.3	OK+AL+Y	qokaly	qokaly	YES	YES
178	PROSE	E178	B2	f82r	f82r.3	SOLK+AIIN	solkaiin	solkaiin	YES	YES
179	PROSE	E179	B2	f82r	f82r.3	CKH+Y	chckhy	chckhy	YES	YES
180	PROSE	E180	B2	f82r	f82r.3	OK+AIIN	qokaiin	qokaiin	YES	YES
181	PROSE	E181	B2	f82r	f82r.4	OK+AIIN	qokaiin	qokaiin	YES	YES
182	PROSE	E182	B2	f82r	f82r.4	O+CTH+E+OL	octheol	octheol	YES	YES
183	PROSE	E183	B2	f82r	f82r.4	CHK+EE+Y	chkeey	chkeey	YES	YES
184	PROSE	E184	B2	f82r	f82r.4	L+DY	ldy	ldy	YES	YES
185	PROSE	E185	B2	f82r	f82r.4	OT+EE+Y	oteey	oteey	YES	YES
186	PROSE	E186	B2	f82r	f82r.4	OK+AL	okal	qokal	NO	YES
187	PROSE	E187	B2	f82r	f82r.4	SH+E+CKH+Y	sheckhy	sheckhy	YES	YES
188	PROSE	E188	B2	f82r	f82r.4	OK+Y	qoky	qoky	YES	YES
189	PROSE	E189	B2	f82r	f82r.7	SH+E+DY	dshedy	dshedy	YES	YES
190	PROSE	E190	B2	f82r	f82r.7	OT+AIIN	sotaiin	sotaiin	YES	YES
191	PROSE	E191	B2	f82r	f82r.7	OK+AR	qokar	qokar	YES	YES
192	PROSE	E192	B2	f82r	f82r.7	SHED+DY	shedy	shedy	YES	YES
193	PROSE	E193	B2	f82r	f82r.7	OL+SH+E+DY	solshedy	solshedy	YES	YES
194	PROSE	E194	B2	f82r	f82r.7	OK+EE+Y	qokeey	qokeey	YES	YES
195	PROSE	E195	B2	f82r	f82r.7	OK+Y	qoky	qoky	YES	YES
196	PROSE	E196	B2	f82r	f82r.7	LS	ls	ls	YES	YES
197	PROSE	E197	B2	f82r	f82r.7	WHOLE[cheey|shey]	cheey	cheey	YES	YES
198	PROSE	E198	B2	f82r	f82r.19	OK+AIN	okain	okain	YES	YES
199	PROSE	E199	B2	f82r	f82r.19	AR	char	char	YES	YES
200	PROSE	E200	B2	f82r	f82r.19	OK+AIN	okain	okain	YES	YES
201	PROSE	E201	B2	f82r	f82r.19	OK+EE+DY	qokeedy	qokeedy	YES	YES
202	PROSE	E202	B2	f82r	f82r.19	L+CH+Y	lchy	lchy	YES	YES
203	PROSE	E203	B2	f82r	f82r.23	WHOLE[cheey|shey]	cheey	cheey	YES	YES
204	PROSE	E204	B2	f82r	f82r.23	CTH+E+Y	qcthey	qcthey	YES	YES
205	PROSE	E205	B2	f82r	f82r.23	OK+EE+Y	qokeey	qokeey	YES	YES
206	PROSE	E206	B2	f82r	f82r.23	L+EE+Y	lcheey	lcheey	YES	YES
207	PROSE	E207	B2	f82r	f82r.23	AIIN	daiin	daiin	YES	YES
208	PROSE	E208	B2	f82r	f82r.23	Y	chey	chey	YES	YES
209	PROSE	E209	B2	f82r	f82r.23	OK+EEE+DY	qokeeedy	qokeeedy	YES	YES
210	PROSE	E210	B2	f82r	f82r.23	L+CHD+DY	lchedy	lchedy	YES	YES
211	PROSE	E211	B2	f82r	f82r.23	L+AR	lar	lar	YES	YES
212	PROSE	E212	B2	f82r	f82r.26	SH+E+Y	tshey	tshey	YES	YES
213	PROSE	E213	B2	f82r	f82r.26	OK+EE+DY	qokeedy	qokeedy	YES	YES
214	PROSE	E214	B2	f82r	f82r.26	AL	cheal	cheal	YES	YES
215	PROSE	E215	B2	f82r	f82r.26	L+CHD+AR	lchedar	lchedar	YES	YES
216	PROSE	E216	B2	f82r	f82r.26	WHOLE[ches]	ches	ches	YES	YES
217	PROSE	E217	B2	f82r	f82r.26	AIIN	aiin	aiin	YES	YES
218	PROSE	E218	B2	f82r	f82r.26	OT+EE+Y	oteey	oteey	YES	YES
219	PROSE	E219	B2	f82r	f82r.26	OK+AIIN	qokaiin	qokaiin	YES	YES
220	PROSE	E220	B2	f82r	f82r.26	OK+E+Y	okey	okey	YES	YES
221	PROSE	E221	B2	f82r	f82r.27	P+CHD+DY	pchedy	pchedy	YES	YES
222	PROSE	E222	B2	f82r	f82r.27	R+SH+E+AL	rsheal	rsheal	YES	YES
223	PROSE	E223	B2	f82r	f82r.27	AL+DY	daldy	daldy	YES	YES
224	PROSE	E224	B2	f82r	f82r.27	OK+EE+DY	qokeedy	qokeedy	YES	YES
225	PROSE	E225	B2	f82r	f82r.27	R+SHED+DY	rshedy	rshedy	YES	YES
226	PROSE	E226	B2	f82r	f82r.27	OT+EE+DY	qoteedy	qoteedy	YES	YES
227	PROSE	E227	B2	f82r	f82r.27	OK+EE+DY	qokeedy	qokeedy	YES	YES
228	PROSE	E228	B2	f82r	f82r.27	L+O+CHD+DY	lochedy	lochedy	YES	YES
229	PROSE	E229	B3	f83r	f83r.3	SOLK+EE+DY	olkeedy	olkeedy	YES	YES
230	PROSE	E230	B3	f83r	f83r.3	OT+AL	qotal	qotal	YES	YES
231	PROSE	E231	B3	f83r	f83r.3	CHK+EE+DY	chkeedy	chkeedy	YES	YES
232	PROSE	E232	B3	f83r	f83r.3	Y	chey	chey	YES	YES
233	PROSE	E233	B3	f83r	f83r.3	AIIN	aiin	daiin	NO	YES
234	PROSE	E234	B3	f83r	f83r.3	Y	chey	chey	YES	YES
235	PROSE	E235	B3	f83r	f83r.3	L+CHD+DY	lchedy	lchedy	YES	YES
236	PROSE	E236	B3	f83r	f83r.3	OK+AIIN	qokaiin	qokaiin	YES	YES
237	PROSE	E237	B3	f83r	f83r.3	OT+AL	qotal	qotal	YES	YES
238	PROSE	E238	B3	f83r	f83r.3	AR	dar	dar	YES	YES
239	PROSE	E239	B3	f83r	f83r.6	CHD+DY	dchedy	schedy	NO	YES
240	PROSE	E240	B3	f83r	f83r.6	CHD+Y	chedchy	chedchy	YES	YES
241	PROSE	E241	B3	f83r	f83r.6	OK+AL	qokal	qokal	YES	YES
242	PROSE	E242	B3	f83r	f83r.6	OL+CHD+DY	olchedy	olchedy	YES	YES
243	PROSE	E243	B3	f83r	f83r.6	OK+AIIN	qokaiin	qokaiin	YES	YES
244	PROSE	E244	B3	f83r	f83r.6	CHD+Y	chedy	chedy	YES	YES
245	PROSE	E245	B3	f83r	f83r.6	OK+EE+DY	qokeedy	qokeedy	YES	YES
246	PROSE	E246	B3	f83r	f83r.6	L+CHD+DY	lchedy	lchedy	YES	YES
247	PROSE	E247	B3	f83r	f83r.6	OK+Y	qoky	qoky	YES	YES
248	PROSE	E248	B3	f83r	f83r.8	P+CHD+AL	pchedal	pchedal	YES	YES
249	PROSE	E249	B3	f83r	f83r.8	OT+E+DY	otedy	otedy	YES	YES
250	PROSE	E250	B3	f83r	f83r.8	SH+E+CTH+CHD+Y	shecthedchy	shecthedchy	YES	YES
251	PROSE	E251	B3	f83r	f83r.8	OK+Y	qoky	qoky	YES	YES
252	PROSE	E252	B3	f83r	f83r.8	CHD+Y	chedy	chedy	YES	YES
253	PROSE	E253	B3	f83r	f83r.8	AR+Y	chary	chary	YES	YES
254	PROSE	E254	B3	f83r	f83r.11	OR	or	sor	NO	YES
255	PROSE	E255	B3	f83r	f83r.11	SHED+DY	shedy	shedy	YES	YES
256	PROSE	E256	B3	f83r	f83r.11	OK+AIIN	qokaiin	qokaiin	YES	YES
257	PROSE	E257	B3	f83r	f83r.11	K+AIN	chkain	chkain	YES	YES
258	PROSE	E258	B3	f83r	f83r.11	CTH+E+Y	shcthey	shcthey	YES	YES
259	PROSE	E259	B3	f83r	f83r.11	OK+E+DY	qokedy	qokedy	YES	YES
260	PROSE	E260	B3	f83r	f83r.11	OK+AIR	okair	okair	YES	YES
261	PROSE	E261	B3	f83r	f83r.11	SH+EE+DY	sheedy	sheedy	YES	YES
262	PROSE	E262	B3	f83r	f83r.11	L+CHD+DY	lchedy	lchedy	YES	YES
263	PROSE	E263	B3	f83r	f83r.11	L+O	lo	lo	YES	YES
264	PROSE	E264	B3	f83r	f83r.14	OK+CHD+DY	qokchedy	qokchedy	YES	YES
265	PROSE	E265	B3	f83r	f83r.14	OK+EE+DY	qokeedy	qokeedy	YES	YES
266	PROSE	E266	B3	f83r	f83r.14	SHED+DY	shedy	shedy	YES	YES
267	PROSE	E267	B3	f83r	f83r.14	OK+SH+E+DY	qokshedy	qokshedy	YES	YES
268	PROSE	E268	B3	f83r	f83r.14	AL	cheal	dal	NO	YES
269	PROSE	E269	B3	f83r	f83r.14	L+CHD+DY	lchedy	lchedy	YES	YES
270	PROSE	E270	B3	f83r	f83r.14	OK+AIIN	qokaiin	qokaiin	YES	YES
271	PROSE	E271	B3	f83r	f83r.14	CTH+Y	checthy	shcthy	NO	YES
272	PROSE	E272	B3	f83r	f83r.14	AL	dal	dal	YES	YES
273	PROSE	E273	B3	f83r	f83r.14	Y	sy	sy	YES	YES
274	PROSE	E274	B3	f83r	f83r.15	AIIN	saiin	saiin	YES	YES
275	PROSE	E275	B3	f83r	f83r.15	SHED+AL	shedal	shedal	YES	YES
276	PROSE	E276	B3	f83r	f83r.15	SH+E+CTH+Y	shecthy	shecthy	YES	YES
277	PROSE	E277	B3	f83r	f83r.15	Y	chey	chey	YES	YES
278	PROSE	E278	B3	f83r	f83r.15	AL	tal	tal	YES	YES
279	PROSE	E279	B3	f83r	f83r.15	CTH+Y	shcthy	shcthy	YES	YES
280	PROSE	E280	B3	f83r	f83r.15	AL+CHD+DY	dalchdy	dalchdy	YES	YES
281	PROSE	E281	B3	f83r	f83r.15	OT+CHD+DY	qotchedy	qotchedy	YES	YES
282	PROSE	E282	B3	f83r	f83r.15	L+CHD+DY	lchedy	lchedy	YES	YES
283	PROSE	E283	B3	f83r	f83r.16	CHD+DY	dchedy	tchedy	NO	YES
284	PROSE	E284	B3	f83r	f83r.16	OK+CHD+DY	qokchdy	qokchdy	YES	YES
285	PROSE	E285	B3	f83r	f83r.16	EE+AR	cheedar	cheedar	YES	YES
286	PROSE	E286	B3	f83r	f83r.16	L+AIIN	chldaiin	chldaiin	YES	YES
287	PROSE	E287	B3	f83r	f83r.16	CHD+Y	chedy	chedy	YES	YES
288	PROSE	E288	B3	f83r	f83r.16	OK+AIN	qokain	qokain	YES	YES
289	PROSE	E289	B3	f83r	f83r.16	CTH+Y	checthy	checthy	YES	YES
290	PROSE	E290	B3	f83r	f83r.16	AL+R+OR	chealror	chealror	YES	YES
291	PROSE	E291	B3	f83r	f83r.20	SOLK+EE+DY	olkeedy	solkeedy	NO	YES
292	PROSE	E292	B3	f83r	f83r.20	OT+EE+DY	qoteedy	qoteedy	YES	YES
293	PROSE	E293	B3	f83r	f83r.20	OK+EE+Y	qokeey	qokeey	YES	YES
294	PROSE	E294	B3	f83r	f83r.20	OK+E+DY	qokedy	qokedy	YES	YES
295	PROSE	E295	B3	f83r	f83r.20	OL	sol	sol	YES	YES
296	PROSE	E296	B3	f83r	f83r.20	EEE+T+Y	cheeety	cheeety	YES	YES
297	PROSE	E297	B3	f83r	f83r.20	OK+E+DY	qokedy	qokedy	YES	YES
298	PROSE	E298	B3	f83r	f83r.20	OK+Y	qoky	qoky	YES	YES
299	PROSE	E299	B3	f83r	f83r.20	AIIN	saiin	saiin	YES	YES
300	PROSE	E300	B3	f83r	f83r.22	CHD+AIR	schedair	schedair	YES	YES
301	PROSE	E301	B3	f83r	f83r.22	OT+CHD+DY	otchedy	otchedy	YES	YES
302	PROSE	E302	B3	f83r	f83r.22	OK+EE+DY	qokeedy	qokeedy	YES	YES
303	PROSE	E303	B3	f83r	f83r.22	CHD+AIN	chedain	chedain	YES	YES
304	PROSE	E304	B3	f83r	f83r.22	CHD+Y	chedy	chedy	YES	YES
305	PROSE	E305	B3	f83r	f83r.22	OT+E+AIIN	qotedaiin	qotedaiin	YES	YES
306	PROSE	E306	B3	f83r	f83r.22	OT+AIIN	otaiin	otaiin	YES	YES
307	PROSE	E307	B3	f83r	f83r.22	OT+E+DY	otedy	otedy	YES	YES
308	PROSE	E308	B3	f83r	f83r.22	L+DY	ldy	ldy	YES	YES
309	PROSE	E309	B3	f83r	f83r.24	O+IIN	soiiin	soiiin	YES	YES
310	PROSE	E310	B3	f83r	f83r.24	CTH+Y	checthy	checthy	YES	YES
311	PROSE	E311	B3	f83r	f83r.24	T+Y	chety	chety	YES	YES
