rule_no	formal_parse	local_namespace	locus_position	predicted_surface	support_groups	surface_counts
24	AM_ADDR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	am	1	am:1
25	AM_ADDR+Y	A67_LEFT_CELESTIAL_WHEEL	LAST	amy	1	amy:1
26	AR	A67_LEFT_CELESTIAL_WHEEL	FIRST	dar	1	dar:1
27	AR	A67_LEFT_CELESTIAL_WHEEL	LAST	ar	2	ar:2
28	AR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ar	1	ar:1
29	AR	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	MIDDLE	ar	1	ar:1
30	AR	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	ar	1	ar:1
31	AR	A69_LEFT_28_PLACE_WHEEL	LAST	char	2	char:1|sar:1
32	AR	A69_LEFT_28_PLACE_WHEEL	MIDDLE	ar	4	ar:2|dar:1|sar:1
33	AR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	ar	2	ar:2
34	AR+AL	A67_LEFT_CELESTIAL_WHEEL	LAST	saral	1	saral:1
35	AR+AL	A69_LEFT_28_PLACE_WHEEL	ONLY	saral	1	saral:1
36	AR+AM_ADDR	A67_RIGHT_CELESTIAL_WHEEL	LAST	aram	1	aram:1
37	AR+AM_ADDR	A68_RIGHT_STAR_PANEL	LAST	daram	1	daram:1
38	AR+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	dary	1	dary:1
39	AR+Y+DY	A69_LEFT_28_PLACE_WHEEL	ONLY	sarydy	1	sarydy:1
40	A_ADDR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	a	1	a:1
41	A_ADDR+Y	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	LAST	ay	1	ay:1
42	A_ADDR+Y	A67_RIGHT_CELESTIAL_WHEEL	LAST	ay	1	ay:1
43	CH	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ch	1	ch:1
44	CH+E+AR	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	chear	1	chear:1
45	CH+E+K+O+DY	A67_LEFT_CELESTIAL_WHEEL	LAST	chekody	1	chekody:1
46	CH+E+T+EE+S_ADDR+E+R	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	cheteeser	1	cheteeser:1
47	CH+E+T+O+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	chetody	1	chetody:1
48	CH+EE+S_ADDR	A69_LEFT_28_PLACE_WHEEL	MIDDLE	chees	1	chees:1
49	CH+EE+T+EE+Y	A68_MIDDLE_STAR_PANEL	MIDDLE	cheeteey	1	cheeteey:1
50	CH+P+OR	A68_MIDDLE_STAR_PANEL	MIDDLE	chpor	1	chpor:1
51	CH+S_ADDR+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	chsdy	1	chsdy:1
52	CH+T+EE+Y	A68_LEFT_STAR_PANEL	MIDDLE	chteey	1	chteey:1
53	CHD+AIIN	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	chedaiin	1	chedaiin:1
54	CHD+A_ADDR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	chda	1	chda:1
55	CHD+Y	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	chdy	1	chdy:1
56	CHEO	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	cheo	1	cheo:1
57	CHEO+K+OR+Y	A68_MIDDLE_STAR_PANEL	MIDDLE	cheokorchey	1	cheokorchey:1
58	CHEO+R	A68_LEFT_STAR_PANEL	MIDDLE	cheor	1	cheor:1
59	CHEO+R	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	cheor	1	cheor:1
60	CHEO+S_ADDR	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	MIDDLE	cheos	1	cheos:1
61	CHEO+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	cheody	1	cheody:1
62	CHK+CHD+AR	A67_RIGHT_CELESTIAL_WHEEL	ONLY	chkchdar	1	chkchdar:1
63	CHK+Y	A67_RIGHT_CELESTIAL_WHEEL	FIRST	chky	1	chky:1
64	CHK+Y+K+OL+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	chkchykoly	1	chkchykoly:1
65	CPH_CLASS+EE+Y	A67_RIGHT_CELESTIAL_WHEEL	ONLY	cpheey	1	cpheey:1
66	CPH_CLASS+O+CTH+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	cphocthy	1	cphocthy:1
67	CPH_CLASS+OL	A68_LEFT_STAR_PANEL	MIDDLE	cphol	1	cphol:1
68	D_ADDR	A69_LEFT_28_PLACE_WHEEL	LAST	d	1	d:1
69	D_ADDR+AIR	A69_LEFT_28_PLACE_WHEEL	FIRST	dair	1	dair:1
70	D_ADDR+AIR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	dair	2	dair:2
71	D_ADDR+A_ADDR+AIIN	A67_LEFT_CELESTIAL_WHEEL	ONLY	dadaiin	1	dadaiin:1
72	D_ADDR+A_ADDR+I_COUNT+I_COUNT+AL	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	daiial	1	daiial:1
73	D_ADDR+CH+E+T+A_ADDR+Y	A67_RIGHT_CELESTIAL_WHEEL	ONLY	dchetay	1	dchetay:1
74	D_ADDR+CHD+AR	A67_LEFT_CELESTIAL_WHEEL	ONLY	dchdar	1	dchdar:1
75	D_ADDR+O+AIR	A69_RIGHT_FACE_RAY_WHEEL	FIRST	doair	1	doair:1
76	D_ADDR+O+AR	A67_LEFT_CELESTIAL_WHEEL	FIRST	dosar	1	dosar:1
77	D_ADDR+O+IIN	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	doiin	1	doiin:1
78	D_ADDR+O+I_COUNT+I_COUNT+R	A69_LEFT_28_PLACE_WHEEL	MIDDLE	doiir	1	doiir:1
79	D_ADDR+OK+AN_SECTION	A67_LEFT_CELESTIAL_WHEEL	FIRST	dokan	1	dokan:1
80	D_ADDR+OL+CH+S_ADDR+O+DY	A67_LEFT_CELESTIAL_WHEEL	ONLY	dolchsody	1	dolchsody:1
81	D_ADDR+OL+CHD+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	dolchedy	1	dolchedy:1
82	D_ADDR+OR	A68_MULTIPANEL_STAR_ATLAS	FIRST	dchor	1	dchor:1
83	D_ADDR+OR	A69_LEFT_28_PLACE_WHEEL	MIDDLE	dchor	1	dchor:1
84	D_ADDR+Y	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	dchy	1	dchy:1
85	E+AR	A68_MULTIPANEL_STAR_ATLAS	MIDDLE	qear	1	qear:1
86	E+CKHE+AR	A68_RIGHT_STAR_PANEL	MIDDLE	eckhear	1	eckhear:1
87	E+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	es	1	es:1
88	E+Y	A67_RIGHT_CELESTIAL_WHEEL	FIRST	ey	1	ey:1
89	E+Y+K+E+O+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	eykeody	1	eykeody:1
90	E+Y+K+EE+Y	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	qeykeey	1	qeykeey:1
91	EE+Y+DY	A67_RIGHT_CELESTIAL_WHEEL	LAST	eesydy	1	eesydy:1
92	G_ADDR	A67_LEFT_CELESTIAL_WHEEL	LAST	g	1	g:1
93	G_ADDR+IIN	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	giin	1	giin:1
94	HO	A67_LEFT_CELESTIAL_WHEEL	FIRST	cho	1	cho:1
95	HO	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	cho	1	cho:1
96	HO+AIIN	A69_LEFT_28_PLACE_WHEEL	MIDDLE	choaiin	1	choaiin:1
97	HO+CFH_CLASS+Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	chocfhy	1	chocfhy:1
98	HO+CFH_CLASS+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	chocfhy	1	chocfhy:1
99	HO+CTH+EEE+Y	A68_LEFT_STAR_PANEL	MIDDLE	choctheeey	1	choctheeey:1
100	HO+D_ADDR	A68_MIDDLE_STAR_PANEL	LAST	chod	1	chod:1
101	HO+E+R	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	choer	1	choer:1
102	HO+EE+A_ADDR	A67_LEFT_CELESTIAL_WHEEL	FIRST	choeea	1	choeea:1
103	HO+K+AL	A68_RIGHT_STAR_PANEL	MIDDLE	chokal	1	chokal:1
104	HO+K+Y	A68_LEFT_STAR_PANEL	FIRST	shokchy	1	shokchy:1
105	HO+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	chos	1	chos:1
106	HO+S_ADDR	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	MIDDLE	chos	1	chos:1
107	HO+T+EE+Y	A68_LEFT_STAR_PANEL	MIDDLE	choteey	1	choteey:1
108	I_COUNT+OK+EE+OR	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	iokeeor	1	iokeeor:1
109	K+E+Y	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	kchey	1	kchey:1
110	K+O+Y	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	qkoy	1	qkoy:1
111	K+Y	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	kchy	1	kchy:1
112	L+K+Y	A67_RIGHT_CELESTIAL_WHEEL	FIRST	lkshy	1	lkshy:1
113	NONE	A69_LEFT_28_PLACE_WHEEL	MIDDLE	otaza	1	otaza:1
114	O	A69_LEFT_28_PLACE_WHEEL	MIDDLE	o	2	o:2
115	O+AIIN	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	oaiin	1	oaiin:1
116	O+AIN	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	MIDDLE	odain	1	odain:1
117	O+AL	A67_LEFT_CELESTIAL_WHEEL	LAST	odal	1	odal:1
118	O+AR	A67_RIGHT_CELESTIAL_WHEEL	ONLY	osar	1	osar:1
119	O+AR	A69_LEFT_28_PLACE_WHEEL	FIRST	oar	1	oar:1
120	O+AR+AM_ADDR	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	oaram	1	oaram:1
121	O+CH+EE+Y	A68_RIGHT_STAR_PANEL	MIDDLE	qocheey	1	qocheey:1
122	O+CKH+Y	A67_LEFT_CELESTIAL_WHEEL	LAST	ockhy	1	ockhy:1
123	O+CKH+Y	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	MIDDLE	qockhy	1	qockhy:1
124	O+CKH+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	ockhy	1	ockhy:1
125	O+CKH+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ockhy	1	ockhy:1
126	O+CPH_CLASS+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	ocphy	1	ocphy:1
127	O+CTH+E+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	octhey	1	octhey:1
128	O+CTH+OL+E	A67_LEFT_CELESTIAL_WHEEL	LAST	octhole	1	octhole:1
129	O+CTH+Y+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	ONLY	octhys	1	octhys:1
130	O+DY	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	ody	1	ody:1
131	O+D_ADDR+AIR	A69_LEFT_28_PLACE_WHEEL	MIDDLE	odair	1	odair:1
132	O+D_ADDR+A_ADDR+E+IIN	A67_LEFT_CELESTIAL_WHEEL	FIRST	odaeiin	1	odaeiin:1
133	O+D_ADDR+A_ADDR+I_COUNT+IIN	A67_LEFT_CELESTIAL_WHEEL	LAST	odaiiin	1	odaiiin:1
134	O+D_ADDR+A_ADDR+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	odas	1	odas:1
135	O+D_ADDR+CH+E+CTH+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	odchecthy	1	odchecthy:1
136	O+E+AR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	oear	1	oear:1
137	O+E+K+AIN	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	oekain	1	oekain:1
138	O+E+OL+D_ADDR+AN_SECTION	A67_LEFT_CELESTIAL_WHEEL	LAST	oeoldan	1	oeoldan:1
139	O+E+P+HO+D_ADDR	A67_RIGHT_CELESTIAL_WHEEL	ONLY	oepchod	1	oepchod:1
140	O+EE+O+DY	A68_MULTIPANEL_STAR_ATLAS	ONLY	oeeody	1	oeeody:1
141	O+EE+O+S_ADDR	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	MIDDLE	oeeos	1	oeeos:1
142	O+EE+Y	A69_LEFT_28_PLACE_WHEEL	ONLY	oeesy	1	oeesy:1
143	O+F_ADDR+AIR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	qofair	1	qofair:1
144	O+F_ADDR+AR	A67_LEFT_CELESTIAL_WHEEL	FIRST	ofar	1	ofar:1
145	O+F_ADDR+AR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	ofar	1	ofar:1
146	O+F_ADDR+CHEO+R	A68_MULTIPANEL_STAR_ATLAS	ONLY	ofcheor	1	ofcheor:1
147	O+F_ADDR+Y+Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	ofydy	1	ofydy:1
148	O+G_ADDR	A67_LEFT_CELESTIAL_WHEEL	LAST	og	1	og:1
149	O+HO+Y+K	A69_LEFT_28_PLACE_WHEEL	ONLY	ochoyk	1	ochoyk:1
150	O+IIN	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	oiin	1	oiin:1
151	O+IIN+AR	A68_MULTIPANEL_STAR_ATLAS	ONLY	oiinar	1	oiinar:1
152	O+LS	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	ols	1	ols:1
153	O+OL	A67_LEFT_CELESTIAL_WHEEL	FIRST	ochol	1	ochol:1
154	O+P+AR+Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	oparchy	1	oparchy:1
155	O+P+CH+EE+OL	A68_LEFT_STAR_PANEL	MIDDLE	opcheeol	1	opcheeol:1
156	O+P+O+OL	A67_RIGHT_CELESTIAL_WHEEL	FIRST	opodchol	1	opodchol:1
157	O+P+OL+DY	A67_LEFT_CELESTIAL_WHEEL	ONLY	opcholdy	1	opcholdy:1
158	O+P+Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	qopchy	1	qopchy:1
159	O+S_ADDR+AIIN	A68_MULTIPANEL_STAR_ATLAS	ONLY	osdaiin	1	osdaiin:1
160	O+Y+G_ADDR+Y	A68_MULTIPANEL_STAR_ATLAS	LAST	oygy	1	oygy:1
161	OK+AIN	A67_LEFT_CELESTIAL_WHEEL	FIRST	okain	1	okain:1
162	OK+AL	A67_LEFT_CELESTIAL_WHEEL	ONLY	okal	1	okal:1
163	OK+AR	A67_RIGHT_CELESTIAL_WHEEL	LAST	okar	2	okar:2
164	OK+AR	A69_LEFT_28_PLACE_WHEEL	MIDDLE	okar	2	okar:2
165	OK+AR+Y	A68_MULTIPANEL_STAR_ATLAS	MIDDLE	okardy	1	okardy:1
166	OK+A_ADDR+I_COUNT+IIN	A68_MULTIPANEL_STAR_ATLAS	LAST	okaiiin	1	okaiiin:1
167	OK+CHD+Y	A68_MULTIPANEL_STAR_ATLAS	MIDDLE	okchdy	1	okchdy:1
168	OK+E+AL	A69_LEFT_28_PLACE_WHEEL	ONLY	okeal	1	okeal:1
169	OK+E+AR	A68_MULTIPANEL_STAR_ATLAS	ONLY	okear	1	okear:1
170	OK+E+O	A67_LEFT_CELESTIAL_WHEEL	FIRST	okeo	1	okeo:1
171	OK+E+O	A69_LEFT_28_PLACE_WHEEL	FIRST	okeo	1	okeo:1
172	OK+E+O+AL	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	okeodal	1	okeodal:1
173	OK+E+O+DY	A69_LEFT_28_PLACE_WHEEL	ONLY	okeody	1	okeody:1
174	OK+E+O+D_ADDR	A69_LEFT_28_PLACE_WHEEL	MIDDLE	okeod	1	okeod:1
175	OK+E+O+D_ADDR	A69_LEFT_28_PLACE_WHEEL	ONLY	okeod	3	okeod:3
176	OK+E+O+Y	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	qokeochy	1	qokeochy:1
177	OK+E+Y	A67_LEFT_CELESTIAL_WHEEL	LAST	okey	1	okey:1
178	OK+E+Y	A69_LEFT_28_PLACE_WHEEL	FIRST	okey	1	okey:1
179	OK+E+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	okedy	1	okedy:1
180	OK+EE+O+AL	A68_MULTIPANEL_STAR_ATLAS	ONLY	okeeodal	1	okeeodal:1
181	OK+EE+O+S_ADDR	A69_LEFT_28_PLACE_WHEEL	MIDDLE	okeeos	1	okeeos:1
182	OK+EE+O+Y	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	MIDDLE	okeeody	2	okeeody:1|qokeeody:1
183	OK+EE+O+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	okeeody	1	okeeody:1
184	OK+EE+Y	A68_RIGHT_STAR_PANEL	MIDDLE	okeey	1	okeey:1
185	OK+EE+Y	A69_LEFT_28_PLACE_WHEEL	FIRST	okeey	2	okeey:2
186	OK+EE+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	okeey	1	okeey:1
187	OK+EEE+DY	A68_MIDDLE_STAR_PANEL	MIDDLE	qokeeedy	1	qokeeedy:1
188	OK+HO+AL	A68_LEFT_STAR_PANEL	LAST	okchoal	1	okchoal:1
189	OK+O+AIIN	A67_PAIRED_WHEEL_PAGE_LEGEND_UNRESOLVED	MIDDLE	qokoaiin	1	qokoaiin:1
190	OK+O+AL+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	okoaly	2	okoaly:1|okodaly:1
191	OK+O+AR	A67_LEFT_CELESTIAL_WHEEL	ONLY	okodar	1	okodar:1
192	OK+O+AR	A67_RIGHT_CELESTIAL_WHEEL	ONLY	okodar	1	okodar:1
193	OK+O+DY	A69_LEFT_28_PLACE_WHEEL	ONLY	okody	1	okody:1
194	OK+O+D_ADDR+Y	A69_LEFT_28_PLACE_WHEEL	ONLY	okodchy	1	okodchy:1
195	OK+O+E+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	okoes	1	okoes:1
196	OK+O+I_COUNT+R+SH	A69_LEFT_28_PLACE_WHEEL	MIDDLE	okoirsh	1	okoirsh:1
197	OK+O+Y	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	okody	1	okody:1
198	OK+OL	A67_LEFT_CELESTIAL_WHEEL	LAST	okol	1	okol:1
199	OK+OL	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	okol	1	okol:1
200	OK+OL+AR	A69_LEFT_28_PLACE_WHEEL	ONLY	okolar	1	okolar:1
201	OK+OL+DY	A68_MULTIPANEL_STAR_ATLAS	ONLY	okoldy	1	okoldy:1
202	OK+OR	A68_MULTIPANEL_STAR_ATLAS	ONLY	okshor	1	okshor:1
203	OK+Y	A67_RIGHT_CELESTIAL_WHEEL	LAST	okchy	1	okchy:1
204	OK+Y	A68_MULTIPANEL_STAR_ATLAS	FIRST	oky	1	oky:1
205	OK+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	choky	1	choky:1
206	OK+Y+S_ADDR	A69_LEFT_28_PLACE_WHEEL	ONLY	okcheys	1	okcheys:1
207	OL	A67_LEFT_CELESTIAL_WHEEL	FIRST	chol	2	chol:1|tol:1
208	OL	A69_LEFT_28_PLACE_WHEEL	MIDDLE	chol	1	chol:1
209	OL	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	chol	3	chol:2|ol:1
210	OL+AR	A67_RIGHT_CELESTIAL_WHEEL	LAST	olar	1	olar:1
211	OL+DY	A67_RIGHT_CELESTIAL_WHEEL	LAST	oldy	1	oldy:1
212	OL+OL	A67_LEFT_CELESTIAL_WHEEL	LAST	olol	1	olol:1
213	OL+OR	A68_MULTIPANEL_STAR_ATLAS	ONLY	olor	1	olor:1
214	OL+Y	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	oly	1	oly:1
215	OL+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	choly	1	choly:1
216	OR	A67_LEFT_CELESTIAL_WHEEL	FIRST	sor	1	sor:1
217	OR	A67_LEFT_CELESTIAL_WHEEL	LAST	or	1	or:1
218	OR+AL+Y	A67_LEFT_CELESTIAL_WHEEL	LAST	oraly	1	oraly:1
219	OR+AN_SECTION	A67_RIGHT_CELESTIAL_WHEEL	ONLY	oran	1	oran:1
220	OR+A_ADDR+I_COUNT+I_COUNT+R	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	soraiir	1	soraiir:1
221	OS	A67_LEFT_CELESTIAL_WHEEL	FIRST	os	1	os:1
222	OS	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	os	1	os:1
223	OT	A69_LEFT_28_PLACE_WHEEL	MIDDLE	ot	1	ot:1
224	OT+AIR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	qotair	1	qotair:1
225	OT+AL+AL	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	otaldal	1	otaldal:1
226	OT+AR	A67_LEFT_CELESTIAL_WHEEL	FIRST	otar	1	otar:1
227	OT+CH+L	A68_MIDDLE_STAR_PANEL	MIDDLE	otchl	1	otchl:1
228	OT+CHD+DY	A68_MULTIPANEL_STAR_ATLAS	ONLY	otchdy	1	otchdy:1
229	OT+CHEO+DY	A68_MULTIPANEL_STAR_ATLAS	ONLY	otcheody	1	otcheody:1
230	OT+E+O+AR+AR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	oteoarar	1	oteoarar:1
231	OT+E+O+Y	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	oteody	1	oteody:1
232	OT+E+OL	A69_LEFT_28_PLACE_WHEEL	ONLY	oteol	1	oteol:1
233	OT+E+OR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	qoteor	1	qoteor:1
234	OT+EE+AL	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	oteeal	1	oteeal:1
235	OT+EE+O	A69_LEFT_28_PLACE_WHEEL	MIDDLE	oteeo	1	oteeo:1
236	OT+EE+Y	A69_RIGHT_FACE_RAY_WHEEL	LAST	oteey	1	oteey:1
237	OT+EE+Y	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	oteey	1	oteey:1
238	OT+EE+Y+S_ADDR	A69_LEFT_28_PLACE_WHEEL	ONLY	oteeys	1	oteeys:1
239	OT+O+AR	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	otoar	1	otoar:1
240	OT+O+CHD+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	otochedy	1	otochedy:1
241	OT+O+DY	A69_LEFT_28_PLACE_WHEEL	ONLY	otody	1	otody:1
242	OT+O+E+AR	A67_LEFT_CELESTIAL_WHEEL	ONLY	qotoear	1	qotoear:1
243	OT+OK+EEE+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	otokeeey	1	otokeeey:1
244	OT+OL	A68_MULTIPANEL_STAR_ATLAS	ONLY	otol	1	otol:1
245	OT+OL+D_ADDR+O+S_ADDR	A67_LEFT_CELESTIAL_WHEEL	FIRST	otoldos	1	otoldos:1
246	OT+OL+OR	A67_LEFT_CELESTIAL_WHEEL	ONLY	otolor	1	otolor:1
247	OT+OL+Y	A69_RIGHT_FACE_RAY_WHEEL	MIDDLE	otoly	1	otoly:1
248	OT+OR	A68_LEFT_STAR_PANEL	MIDDLE	otor	1	otor:1
249	OT+OR	A68_MULTIPANEL_STAR_ATLAS	ONLY	otor	1	otor:1
250	OT+SH+E+Y	A68_MULTIPANEL_STAR_ATLAS	ONLY	otshey	1	otshey:1
251	OT+Y	A67_LEFT_CELESTIAL_WHEEL	FIRST	otchey	1	otchey:1
252	OT+Y	A69_LEFT_28_PLACE_WHEEL	MIDDLE	oty	1	oty:1
253	OT+Y	A69_LEFT_28_PLACE_WHEEL	ONLY	otchy	1	otchy:1
254	OT+Y+DY	A68_MULTIPANEL_STAR_ATLAS	ONLY	otydy	1	otydy:1
255	OT+Y+K+CH+S_ADDR	A68_MULTIPANEL_STAR_ATLAS	ONLY	otykchs	1	otykchs:1
256	OT+Y+S_ADDR	A68_MULTIPANEL_STAR_ATLAS	ONLY	otys	1	otys:1
257	R	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	r	1	r:1
258	R+OR	A68_RIGHT_STAR_PANEL	MIDDLE	ror	1	ror:1
259	SH+E+K+Y	A67_RIGHT_CELESTIAL_WHEEL	FIRST	shekchy	1	shekchy:1
260	SH+E+O+Y	A67_LEFT_CELESTIAL_WHEEL	MIDDLE	sheody	1	sheody:1
261	SH+EE+S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	shees	1	shees:1
262	SH+EE+Y	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE	sheey	1	sheey:1
263	SH+S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	shs	1	shs:1
264	S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	FIRST	s	2	s:2
265	S_ADDR	A67_RIGHT_CELESTIAL_WHEEL	MIDDLE	s	2	s:2
266	S_ADDR+AIN	A67_LEFT_CELESTIAL_WHEEL	FIRST	sain	1	sain:1
