card_id	rendering_class	surface	reader_merge_surface	occurrences	working_render_de	selection_rule	semantic_effect
G667-C013	LABEL_SIGLUM	olchdy	NONE	1	[Drogenstoff trocknen und fertigstellen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C014	LABEL_SIGLUM	oldam	NONE	1	[ein Maß Drogenstoff abmessen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C015	LABEL_SIGLUM	oteol	NONE	1	[Drogenstoff im Ansatz bis zur Mittelstufe abkühlen-Zeichen]	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C016	OKEEEYKEEY_ACTION	okeeeykeey	NONE	1	Ansatz lange erhitzen, dann nochmals vollständig erhitzen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C017	OLCHDY_ACTION	olchdy	NONE	7	Drogenstoff trocknen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C018	QOCTHOLY_ACTION	qoctholy	NONE	1	seihe den Krautdrogenstoff ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C019	QOCTHOL_ACTION	qocthol	NONE	2	nimm Krautdrogenstoff	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C020	QOEEES_ACTION	qoeees	NONE	3	nimm eine Charge der letzten Stufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C021	QOKALY_ACTION	qokaly	NONE	17	erhitze Rohdroge I leicht und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C022	QOKCHO_ACTION	qokcho	NONE	9	erhitze, trockne und setze an	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C023	QOKOD_ACTION	qokod	NONE	7	erhitze den Ansatz und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C024	QOKOM_ACTION	qokom	NONE	2	erhitze eine Handvoll Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C025	QOLAIN_ACTION	qolain	NONE	3	gib zwei Teile Drogenstoff hinzu	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C026	QOLSHEEY_ACTION	qolsheey	NONE	1	gib vollständig eingeweichten Drogenstoff hinzu und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C027	QOLTEEDY_ACTION	qolteedy	NONE	1	gib vollständig abgekühlten Drogenstoff hinzu und stelle ihn fertig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C028	QOOLKEEY_ACTION	qoolkeey	NONE	1	erhitze den Drogenstoff vollständig und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C029	QOTEDAL_ACTION	qotedal	NONE	3	kühle bis zur Mittelstufe und miss Rohdroge I ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C030	QOT_ACTION	qot	NONE	6	kühle Folgendes ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C031	QOT_READER_MERGE_RIGHT_KNOWN	qot	qotchar	1	kühle die erste Trockenfraktion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C032	QOT_READER_MERGE_RIGHT_KNOWN	qot	qotchor	2	kalt-trockene Drogenportion	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C033	QOT_READER_MERGE_RIGHT_KNOWN	qot	qotoiin	1	kalte Zubereitung, Form III	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C034	QOT_READER_MERGE_RIGHT_KNOWN	qot	qotshey	2	kalt und bis zur mittleren Einweichstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C035	QOT_READER_MERGE_RIGHT_NOVEL	qot	qotchaiin	1	kühle Folgendes ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C036	QOT_READER_MERGE_RIGHT_NOVEL	qot	qotchotchy	1	kühle Folgendes ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C037	SHEEKY_ACTION	sheeky	NONE	14	vollständig einweichen, erhitzen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C038	SHEEOD_ACTION	sheeod	NONE	2	vollständig eingeweichten Ansatz abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C039	SHEKY_ACTION	sheky	NONE	28	bis zur Mittelstufe einweichen, erhitzen und abschließen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C040	SHEOLDY_ACTION	sheoldy	NONE	3	Drogenstoff bis zur Mittelstufe einweichen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C041	TCHEODY_ACTION	tcheody	NONE	5	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C042	TCH_ACTION	tch	NONE	1	abkühlen und trocknen	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C043	TCH_READER_MERGE_RIGHT_KNOWN	tch	tchy	1	kalt und angetrocknet	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C044	YCHES_ACTION	yches	NONE	2	trockne hiervon eine Charge bis zur Mittelstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C045	YCHOCTHY_ACTION	ychocthy	NONE	2	trockne hiervon einen Ansatz mit Krautdroge leicht	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C046	YCHOEES_ACTION	ychoees	NONE	1	trockne hiervon eine Ansatzcharge vollständig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C047	YCHOL_ACTION	ychol	NONE	10	trockne hiervon den Drogenstoff	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C048	YCHY_ACTION	ychy	NONE	4	trockne hiervon leicht	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C049	YKCHEY_ACTION	ykchey	NONE	4	erhitze und trockne hiervon bis zur Mittelstufe	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C050	YKCHOL_ACTION	ykchol	NONE	6	erhitze und trockne hiervon den Drogenstoff	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C051	YKEEB_ACTION	ykeeb	NONE	1	vollständig erhitzte Zubereitung hiervon	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C052	YKO_ACTION	yko	NONE	2	erhitze hiervon einen Ansatz	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C053	YOKEEY_ACTION	yokeey	NONE	1	erhitze hiervon einen Ansatz vollständig und schließe ab	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
G667-C054	YPCHEDY_ACTION	ypchedy	NONE	12	trockne hiervon das Pulver bis zur Mittelstufe und stelle es fertig	exact token and listed context; named merge requires an attested alternate-reader join	practical rendering only; the structural composition remains separately visible
