page	locus	section	language	hand	token_count	known_tokens	context_licensed_tokens	ambiguous_tokens	reader_unstable_tokens	unknown_tokens	coverage_fraction	reader_exact_tokens	split_normalized_tokens	all_three_present	all_present_exact	zl3b_line	token_glosses_de	gloss_sources	scope_states	unknown_ordinals	unknown_surfaces
f100r	f100r.22	P	A	1	9	4	0	0	2	5	0.444444	4	6	1	0	folshody choldaiin fchod ycheol cphol qotees shey aseso alcfhy	[folshody:?] | trocken, Grad III | [fchod:?] | trockener Drogenstoff dieser Droge | zusammengesetzter Drogenstoff | [qotees:?] | feucht in der Mitte des Grades | [aseso:?] | [alcfhy:?]	OPEN | V13:FUSED_FREE_VALUE | OPEN | GDT650:STRONG_LOCAL_ENTRY_FAMILY | GDT667:EXACT_WHOLE:cphol | OPEN | GDT647:FAMILY_MIGRATION | OPEN | OPEN	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE	1|3|6|8|9	folshody|fchod|qotees|aseso|alcfhy
f100r	f100r.23	P	A	1	12	10	5	0	1	2	0.833333	11	11	1	0	soiin chol cphol shol shol qockhol chor chol sho keey y ykeeam	Samen/Saatgutzubereitung, Form III | trocken; nominal trockenes Gut/Material | zusammengesetzter Drogenstoff | feucht; nominal feuchtes Gut/Material | feucht; nominal feuchtes Gut/Material | [qockhol:?] | Pflanzen-/Reproduktionsteil | trocken; nominal trockenes Gut/Material | feuchter Ansatz | heiß am Ende des Grades | hierzu: | [ykeeam:?]	V13:SCOPED_RESIDUAL_HEAD_FORM | V13:DRY_OL_FORM | GDT667:EXACT_WHOLE:cphol | V13:MOIST_OL_FORM | V13:MOIST_OL_FORM | OPEN | V13:PART_OR_FORM | V13:DRY_OL_FORM | V13:TARGET_SURFACE_DEFAULT | GDT647:FAMILY_MIGRATION | GDT659:Y_MEDIAL_UNRESOLVED_HINGE | OPEN	KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	6|12	qockhol|ykeeam
f100r	f100r.24	P	A	1	10	4	0	0	2	6	0.400000	6	7	1	0	saiichor sheor qockhody odeor yk sheey cholsheody sai cheol raiin	[saiichor:?] | feuchter Drogenteil | [qockhody:?] | [odeor:?] | [yk:?] | feucht am Ende des Grades | [cholsheody:?] | [sai:?] | trockener Drogenstoff | Wurzel, Typ/Charge III	OPEN | GDT648:STRICT_WHOLE_COMPLETION | OPEN | OPEN | OPEN | GDT647:FAMILY_MIGRATION | OPEN | OPEN | GDT642:ROUND_01 | V13:SCOPED_CONCRETE_HEAD_FORM	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	1|3|4|5|7|8	saiichor|qockhody|odeor|yk|cholsheody|sai
f100r	f100r.25	P	A	1	10	8	2	0	0	2	0.800000	10	10	1	1	sheor qkeeody chol daiin ctheol olcheol cheky cheol cheockhy okeol	feuchter Drogenteil | [qkeeody:?] | trocken; nominal trockenes Gut/Material | Qualitätsgrad III | Krautdrogenstoff der Mittelstufe | [olcheol:?] | bis zur mittleren Trockenstufe, dann leicht erhitzen | trockener Drogenstoff | trocken angesetztes Arzneikompositum am Gradanfang | Grundansatz bis zur mittleren Heizstufe erwärmt	GDT648:STRICT_WHOLE_COMPLETION | OPEN | V13:DRY_OL_FORM | V13:CONTEXTUAL_VALUE_SERIES | GDT667:EXACT_WHOLE:ctheol | OPEN | GDT664:EXACT_WHOLE:cheky | GDT642:ROUND_01 | GDT652:STRONG_COMPONENT_GRID | GDT664:EXACT_WHOLE:okeol	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	2|6	qkeeody|olcheol
f100r	f100r.26	P	A	1	10	6	1	0	1	4	0.600000	8	9	1	0	yaiin chekeey chol cholody chos olchor qokeol okeeol cheols al	[yaiin:?] | [chekeey:?] | trocken; nominal trockenes Gut/Material | Trockenstoff als Ansatz fertigstellen | eine Charge Trockenansatz | [olchor:?] | erhitze den Drogenstoff bis zur Mittelstufe | vollständig erhitzter Ansatzstoff | [cheols:?] | Rohstoffklasse I	OPEN | OPEN | V13:DRY_OL_FORM | GDT665:EXACT_WHOLE:cholody | GDT665:EXACT_WHOLE:chos | OPEN | GDT666:EXACT_WHOLE:qokeol | GDT665:EXACT_WHOLE:okeeol | OPEN | GDT655:NEW_EXACT_WHOLE	UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE	1|2|6|9	yaiin|chekeey|olchor|cheols
f100r	f100r.27	P	A	1	5	3	1	0	0	2	0.600000	5	5	1	1	chol cheol cho chckheody otolchey	trocken; nominal trockenes Gut/Material | trockener Drogenstoff | Trockenansatz | [chckheody:?] | [otolchey:?]	V13:DRY_OL_FORM | GDT642:ROUND_01 | GDT661:EXACT_WHOLE:cho | OPEN | OPEN	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE	4|5	chckheody|otolchey
f100r	f100r.3	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	otear	[otear:?]	OPEN	UNKNOWN_SURFACE	1	otear
f100r	f100r.4	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	chofary	[chofary:?]	OPEN	UNKNOWN_SURFACE	1	chofary
f100r	f100r.5	P	A	1	3	3	0	0	2	0	1.000000	1	1	1	0	sar char daiindy	Samenfraktion I | [Trockenfraktionszeichen] | [drei Maße, abgeteilt und abgeschlossen-Zeichen]	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT663:EXACT_WHOLE:char | GDT664:EXACT_WHOLE:daiindy	READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE	NONE	NONE
f100r	f100r.6	P	A	1	1	0	0	0	0	1	0.000000	0	0	1	0	oraro	[oraro:?]	OPEN	UNKNOWN_SURFACE	1	oraro
f100r	f100r.7	P	A	1	1	0	0	0	0	1	0.000000	0	0	1	0	chalsain	[chalsain:?]	OPEN	UNKNOWN_SURFACE	1	chalsain
f100r	f100r.8	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	soity	[soity:?]	OPEN	UNKNOWN_SURFACE	1	soity
f100r	f100r.9	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	sosam	[sosam:?]	OPEN	UNKNOWN_SURFACE	1	sosam
f100v	f100v.1	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	tolchd	[tolchd:?]	OPEN	UNKNOWN_SURFACE	1	tolchd
f100v	f100v.10	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	okcheor	[okcheor:?]	OPEN	UNKNOWN_SURFACE	1	okcheor
f100v	f100v.11	P	A	1	1	0	0	0	0	1	0.000000	0	0	1	0	ytchol	[ytchol:?]	OPEN	UNKNOWN_SURFACE	1	ytchol
f100v	f100v.12	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	dykchal	[dykchal:?]	OPEN	UNKNOWN_SURFACE	1	dykchal
f100v	f100v.13	P	A	1	2	2	0	0	1	0	1.000000	1	1	1	0	chos ctharal	[eine Charge Trockenansatz-Zeichen] | [erste Kraut- oder Blattfraktion aus Rohdroge I-Zeichen]	GDT665:EXACT_WHOLE:chos | GDT666:EXACT_WHOLE:ctharal	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE	NONE	NONE
f100v	f100v.14	P	A	1	9	5	2	0	1	4	0.555556	8	8	1	0	deey sheocphy qoteody ckhoor ar chor oteey daiin qokomo	die Enddosis abmessen | [sheocphy:?] | [qoteody:?] | [ckhoor:?] | Drogenfraktion I | Pflanzen-/Reproduktionsteil | kalter Ansatz am Ende des Grades | Grad-/Maßwert III | [qokomo:?]	GDT666:EXACT_WHOLE:deey | OPEN | OPEN | OPEN | GDT654:NEW_EXACT_WHOLE | V13:PART_OR_FORM | GDT647:FAMILY_MIGRATION | V13:CONTEXTUAL_VALUE_SERIES | OPEN	READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE	2|3|4|9	sheocphy|qoteody|ckhoor|qokomo
f100v	f100v.15	P	A	1	11	11	1	0	3	0	1.000000	8	8	1	0	sor cheey dair ol cheol qoolkeey chol cheey qokeol chotol s	Samenportion | trocken am Ende des Grades | abgemessene Fraktion II | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trockener Drogenstoff | erhitze den Drogenstoff vollständig und schließe ab | trocken; nominal trockenes Gut/Material | trocken am Ende des Grades | erhitze den Drogenstoff bis zur Mittelstufe | Trockenansatz aus kaltem Material | Samen-/Saatgutposten	V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | GDT649:STRONG_FAMILY_DEFAULT | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT642:ROUND_01 | GDT667:EXACT_WHOLE:qoolkeey | V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qokeol | GDT661:EXACT_WHOLE:chotol | GDT660:S_EOS	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE	NONE	NONE
f100v	f100v.16	P	A	1	11	8	2	0	2	3	0.727273	8	8	1	0	ykeeol chol chey eeoseeo s sheeo okeol ches okeor okeol dy	[ykeeol:?] | trocken; nominal trockenes Gut/Material | trocken in der Mitte des Grades | [eeoseeo:?] | Samen-/Saatgutposten | vollständig eingeweichter Ansatz | Grundansatz bis zur mittleren Heizstufe erwärmt | trockenes Drogenmaterial, Mittelstufe | [okeor:?] | Grundansatz bis zur mittleren Heizstufe erwärmt | Qualitäts-/Wertfeld geschlossen	OPEN | V13:DRY_OL_FORM | GDT647:FAMILY_MIGRATION | OPEN | GDT660:S_MEDIAL | GDT665:EXACT_WHOLE:sheeo | GDT664:EXACT_WHOLE:okeol | GDT661:EXACT_WHOLE:ches | OPEN | GDT664:EXACT_WHOLE:okeol | GDT660:DY_EOS	UNKNOWN_SURFACE | KNOWN_CONTEXT_LICENSED | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED	1|4|9	ykeeol|eeoseeo|okeor
f100v	f100v.17	P	A	1	8	5	1	0	1	3	0.625000	6	6	1	0	chockhey sholkcheol qokeol okol chol chotor chso solcthy	Arzneikompositum im Trockenansatz in der Gradmitte | [sholkcheol:?] | erhitze den Drogenstoff bis zur Mittelstufe | heißer Ansatzstoff | trocken; nominal trockenes Gut/Material | eine Portion abgekühlten Trockenansatzes | [chso:?] | [solcthy:?]	GDT652:STRONG_COMPONENT_GRID | OPEN | GDT666:EXACT_WHOLE:qokeol | GDT665:EXACT_WHOLE:okol | V13:DRY_OL_FORM | GDT666:EXACT_WHOLE:chotor | OPEN | OPEN	READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE	2|7|8	sholkcheol|chso|solcthy
f100v	f100v.18	P	A	1	11	5	0	0	2	6	0.454545	7	7	1	0	tachso s ol cheo cheeor odaidy ckhod sh chod qokeol sal	[tachso:?] | Samen-/Saatgutposten | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | trocken angesetzte Zubereitung | [cheeor:?] | [odaidy:?] | [ckhod:?] | [sh:?] | [chod:?] | erhitze den Drogenstoff bis zur Mittelstufe | Saat-Rohstoff I	OPEN | GDT660:S_MEDIAL | V13:QUALITY_STATE_MATERIAL_CARRIER | V13:TARGET_SURFACE_DEFAULT | OPEN | OPEN | OPEN | OPEN | OPEN | GDT666:EXACT_WHOLE:qokeol | V13:SCOPED_RESIDUAL_HEAD_FORM	UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | READER_BOUNDARY_UNSTABLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	1|5|6|7|8|9	tachso|cheeor|odaidy|ckhod|sh|chod
f100v	f100v.19	P	A	1	8	3	0	0	0	5	0.375000	5	5	1	0	sain cheokeos chockhy chocthey keody choor chckhey du	Saatgut, Typ/Charge II | [cheokeos:?] | Arzneikompositum im Trockenansatz am Gradanfang | [chocthey:?] | [keody:?] | [choor:?] | Arzneikompositum: trocken, Gradmitte | [du:?]	GDT661:EXACT_WHOLE:sain | OPEN | GDT652:STRONG_COMPONENT_GRID | OPEN | OPEN | OPEN | GDT651:REVISED_FOUR_SHELL_CKH_GRID | OPEN	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	2|4|5|6|8	cheokeos|chocthey|keody|choor|du
f100v	f100v.2	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	chols	[chols:?]	OPEN	UNKNOWN_SURFACE	1	chols
f100v	f100v.20	P	A	1	8	4	0	1	0	4	0.500000	7	7	1	0	ycheoky shokeesy qokeey chokeol saraloaly cheor ol chockhar	trockne hiervon den Ansatz bis zur Mittelstufe und erwärme ihn leicht | [shokeesy:?] | heiß am Ende des Grades | [chokeol:?] | [saraloaly:?] | trockener Drogenteil | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [chockhar:?]	GDT666:EXACT_WHOLE:ycheoky | OPEN | GDT647:FAMILY_MIGRATION | OPEN | OPEN | GDT642:ROUND_02 | V13:QUALITY_STATE_MATERIAL_CARRIER | OPEN	KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | UNKNOWN_SURFACE	2|4|5|8	shokeesy|chokeol|saraloaly|chockhar
f100v	f100v.21	P	A	1	10	6	0	1	0	4	0.600000	10	10	1	1	soral okor ol choy ly araroy okar cheeeal cheokeol orey	Samen-Rohstoffportion | heiße Drogenportion im Ansatz | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Trockenansatz leicht abschließen | rohes Drogenholz | [araroy:?] | heiße Drogenfraktion I im Ansatz | [cheeeal:?] | [cheokeol:?] | [orey:?]	V13:SCOPED_RESIDUAL_HEAD_FORM | GDT654:NEW_EXACT_WHOLE | V13:QUALITY_STATE_MATERIAL_CARRIER | GDT667:EXACT_WHOLE:choy | V13:SCOPED_RESIDUAL_HEAD_FORM | OPEN | GDT654:NEW_EXACT_WHOLE | OPEN | OPEN | OPEN	KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | AMBIGUOUS_ACTIVE_RIVAL | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE	6|8|9|10	araroy|cheeeal|cheokeol|orey
f100v	f100v.22	P	A	1	3	3	1	0	0	0	1.000000	3	3	1	1	daiin cheky chory	Grad-/Maßwert III | bis zur mittleren Trockenstufe, dann leicht erhitzen | Pflanzenteil in Grundform	V13:CONTEXTUAL_VALUE_SERIES | GDT664:EXACT_WHOLE:cheky | GDT665:EXACT_WHOLE:chory	KNOWN_CONTEXT_LICENSED | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE	NONE	NONE
f100v	f100v.3	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	opchor	[opchor:?]	OPEN	UNKNOWN_SURFACE	1	opchor
f100v	f100v.4	P	A	1	1	0	0	0	0	1	0.000000	0	0	1	0	solsy	[solsy:?]	OPEN	UNKNOWN_SURFACE	1	solsy
f100v	f100v.5	P	A	1	1	0	0	0	0	1	0.000000	0	1	1	0	soleesos	[soleesos:?]	OPEN	UNKNOWN_SURFACE	1	soleesos
f100v	f100v.6	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	ykchochdy	[ykchochdy:?]	OPEN	UNKNOWN_SURFACE	1	ykchochdy
f100v	f100v.7	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	ykchdy	[ykchdy:?]	OPEN	UNKNOWN_SURFACE	1	ykchdy
f100v	f100v.8	P	A	1	1	1	0	0	0	0	1.000000	1	1	1	1	dchdy	[Trockendroge abmessen und fertigstellen-Zeichen]	GDT666:EXACT_WHOLE:dchdy	KNOWN_EXACT_WHOLE	NONE	NONE
f100v	f100v.9	P	A	1	1	0	0	0	0	1	0.000000	1	1	1	1	dalsy	[dalsy:?]	OPEN	UNKNOWN_SURFACE	1	dalsy
f102r1	f102r1.1	P	A	1	1	0	0	0	0	1	0.000000	0	0	1	0	daarod	[daarod:?]	OPEN	UNKNOWN_SURFACE	1	daarod
f102r1	f102r1.10	P	A	1	9	6	2	0	2	3	0.666667	6	6	1	0	ycheol sholdy chol chol ykeeol dol doleodaiin dal cthedy	trockener Drogenstoff dieser Droge | vollständig eingeweichte Droge | trocken; nominal trockenes Gut/Material | trocken; nominal trockenes Gut/Material | [ykeeol:?] | Materialmaß | [doleodaiin:?] | abgemessene Rohstoffmenge I | [cthedy:?]	GDT650:STRONG_LOCAL_ENTRY_FAMILY | GDT663:EXACT_WHOLE:sholdy | V13:DRY_OL_FORM | V13:DRY_OL_FORM | OPEN | GDT638:ROUND_11 | OPEN | GDT655:NEW_EXACT_WHOLE | OPEN	KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | KNOWN_CONTEXT_LICENSED | KNOWN_CONTEXT_LICENSED | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	5|7|9	ykeeol|doleodaiin|cthedy
f102r1	f102r1.11	P	A	1	8	4	0	0	0	4	0.500000	8	8	1	1	dcheo qockhy sol sheey okeody qokeodol shockhey oleeol	[dcheo:?] | bereite einen Arzneikompositum-Ansatz in Grundstufe | Samenmaterial/Saatgut | feucht am Ende des Grades | [okeody:?] | [qokeodol:?] | Arzneikompositum im Feuchtansatz in der Gradmitte | [oleeol:?]	OPEN | GDT665:EXACT_WHOLE:qockhy | V13:SCOPED_CONCRETE_HEAD_FORM | GDT647:FAMILY_MIGRATION | OPEN | OPEN | GDT652:STRONG_COMPONENT_GRID | OPEN	UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | UNKNOWN_SURFACE	1|5|6|8	dcheo|okeody|qokeodol|oleeol
f102r1	f102r1.12	P	A	1	1	0	0	0	0	1	0.000000	0	0	1	0	ddardsh	[ddardsh:?]	OPEN	UNKNOWN_SURFACE	1	ddardsh
f102r1	f102r1.13	P	A	1	7	3	0	0	1	4	0.428571	5	5	1	0	teesody qoeol olcheor qokey okshey qokeol sheofoly	[teesody:?] | [qoeol:?] | [olcheor:?] | heiß in der Mitte des Grades | heiß-feuchter Ansatz in der Mitte des Grades | erhitze den Drogenstoff bis zur Mittelstufe | [sheofoly:?]	OPEN | OPEN | OPEN | GDT647:FAMILY_MIGRATION | GDT647:FAMILY_MIGRATION | GDT666:EXACT_WHOLE:qokeol | OPEN	UNKNOWN_SURFACE | UNKNOWN_SURFACE | UNKNOWN_SURFACE | KNOWN_EXACT_WHOLE | KNOWN_EXACT_WHOLE | READER_BOUNDARY_UNSTABLE | UNKNOWN_SURFACE	1|2|3|7	teesody|qoeol|olcheor|sheofoly
