rank	surface	full_panel_positions	newly_exposed_lines	first_locus	status
58	oeeody	1	1	f115r.21	NEXT_V44_ONE_HOLE_FRONTIER
59	okairy	1	1	f105v.9	NEXT_V44_ONE_HOLE_FRONTIER
60	okoeor	1	1	f24v.10	NEXT_V44_ONE_HOLE_FRONTIER
61	olchedaiin	1	1	f114v.10	NEXT_V44_ONE_HOLE_FRONTIER
62	olkaly	1	1	f58v.4	NEXT_V44_ONE_HOLE_FRONTIER
63	olkeeoldy	1	1	f99v.43	NEXT_V44_ONE_HOLE_FRONTIER
64	otechd	1	1	f83v.25	NEXT_V44_ONE_HOLE_FRONTIER
65	qcthdys	1	1	f81r.26	NEXT_V44_ONE_HOLE_FRONTIER
66	qokoin	1	1	f79v.40	NEXT_V44_ONE_HOLE_FRONTIER
67	rokyd	1	1	f9v.8	NEXT_V44_ONE_HOLE_FRONTIER
68	rom	1	1	f75v.3	NEXT_V44_ONE_HOLE_FRONTIER
69	sholo	1	1	f16v.8	NEXT_V44_ONE_HOLE_FRONTIER
70	skain	1	1	f79v.30	NEXT_V44_ONE_HOLE_FRONTIER
71	sqokeodaiin	1	1	f88v.20	NEXT_V44_ONE_HOLE_FRONTIER
72	talchos	1	1	f58v.15	NEXT_V44_ONE_HOLE_FRONTIER
73	teols	1	1	f93r.23	NEXT_V44_ONE_HOLE_FRONTIER
74	teolshy	1	1	f103r.10	NEXT_V44_ONE_HOLE_FRONTIER
75	ykchom	1	1	f45v.9	NEXT_V44_ONE_HOLE_FRONTIER
76	ykeedan	1	1	f112v.41	NEXT_V44_ONE_HOLE_FRONTIER
