rank	page	locus	surface	working_default_de	practical_render_de	card_type	composition	strongest_rival_de	strength	reader_merge_surface	zl3b_line	v43_translation_de	v44_translation_de	status
11	f108r	f108r.24	folaiin	drei Teile Blütenauszug	drei Teile Blütenauszug	PRODUCTIVE_COMPOUND	F_FLOWER+OL_MATERIAL+AIIN_III	Blütenfraktion der dritten Stufe	LOW_EXPLORATORY	NONE	folaiin y qokal lkedy qotedy qoked qotedy okal chdar al char aiin	[folaiin:?]; hierzu: Rohstoff I, heiß am Gradanfang; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Kühlstufe gebracht; bis zur Mittelstufe erhitzen und abschließen; bis zur mittleren Kühlstufe gebracht; Rohstoff I, leicht erhitzt im Ansatz; abgemessene Trockenfraktion I, Anfangsstufe; Rohstoff I; Trockenfraktion I; drei Teile	drei Teile Blütenauszug; hierzu: Rohstoff I, heiß am Gradanfang; erhitzte Holzdroge, Mittelstufe, fertig; bis zur mittleren Kühlstufe gebracht; bis zur Mittelstufe erhitzen und abschließen; bis zur mittleren Kühlstufe gebracht; Rohstoff I, leicht erhitzt im Ansatz; abgemessene Trockenfraktion I, Anfangsstufe; Rohstoff I; Trockenfraktion I; drei Teile	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
12	f108r	f108r.9	chedain	zwei Dosen bis zur Mittelstufe getrockneter Droge	zwei Dosen bis zur Mittelstufe getrockneter Droge	PRODUCTIVE_COMPOUND	CH_DRY+E_MIDDLE+D_MEASURE+AIN_II	getrocknete Droge auf Dosisstufe II	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	cthey chedain chedy okedy lkedy raraiin qokar otal kedy ar air ockhedy	Krautdroge, Form I; Blatt-/Krautdroge, Form I; [chedain:?]; bis zur mittleren Trockenstufe gebracht; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; drei Teile der ersten Wurzelfraktion; heiße Drogenfraktion I; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Heizstufe gebracht; Drogenfraktion I; zweite Drogenfraktion; Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	Krautdroge, Form I; Blatt-/Krautdroge, Form I; zwei Dosen bis zur Mittelstufe getrockneter Droge; bis zur mittleren Trockenstufe gebracht; Ansatz bis zur mittleren Heizstufe, abgeschlossen; erhitzte Holzdroge, Mittelstufe, fertig; drei Teile der ersten Wurzelfraktion; heiße Drogenfraktion I; Rohstoff I, leicht gekühlt im Ansatz; bis zur mittleren Heizstufe gebracht; Drogenfraktion I; zweite Drogenfraktion; Ansatz eines Arzneikompositums in der Gradmitte, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
13	f10r	f10r.6	qoctholy	seihe den Krautdrogenstoff ab	seihe den Krautdrogenstoff ab	PRODUCTIVE_COMPOUND	QO_COMMAND+CTH_HERB+OLY_STRAIN_ACTION	Krautdrogenauszug abseihen	LOW_EXPLORATORY	NONE	ycheor cthy chor cthaiin qoctholy dy chy taiin shy	nimm hiervon eine bis zur Mittelstufe getrocknete Portion; Krautdroge; Pflanzenteil; Blatt-/Krautgut, Menge/Klasse III; [qoctholy:?]; angetrocknet; kalt, Grad III; leicht angefeuchtet	nimm hiervon eine bis zur Mittelstufe getrocknete Portion; Krautdroge; Pflanzenteil; Blatt-/Krautgut, Menge/Klasse III; seihe den Krautdrogenstoff ab; angetrocknet; kalt, Grad III; leicht angefeuchtet	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
14	f111v	f111v.21	alam	ein Maß Rohdroge I	ein Maß Rohdroge I	PRODUCTIVE_COMPOUND	AL_RAW_I+AM_UNIT_I	Rohdroge I in Maßeinheit I	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sair air ain qol rar ain cheey lkeey lkain cheokain sheo qo qokain chear alam	Samenfraktion II; zweite Drogenfraktion; zwei Teile; gib Folgendes hinzu: Wurzelfraktion I; zwei Teile; vollständig getrocknet; Drogenholz, heiß am Gradende; Holzdroge, heiß auf Stufe II; Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen; Feuchtzubereitung; nimm Folgendes: heiß, Grad II; trockene Fraktion I; [alam:?]	Samenfraktion II; zweite Drogenfraktion; zwei Teile; gib Folgendes hinzu: Wurzelfraktion I; zwei Teile; vollständig getrocknet; Drogenholz, heiß am Gradende; Holzdroge, heiß auf Stufe II; Trockenansatz bis zur Mittelstufe trocknen und auf Heizstufe II bringen; Feuchtzubereitung; nimm Folgendes: heiß, Grad II; trockene Fraktion I; ein Maß Rohdroge I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
15	f111v	f111v.5	qotedal	kühle bis zur Mittelstufe und miss Rohdroge I ab	kühle bis zur Mittelstufe und miss Rohdroge I ab	PRODUCTIVE_COMPOUND	QO_COMMAND+T_COLD+E_MIDDLE+D_MEASURE+AL_RAW_I	abgemessene Rohdroge I der Kühlstufe Mitte	MEDIUM_EXACT_WHOLE	NONE	qokeed o aiin otedy qokedy chedy qokeey qokeedy qokeol shedy qotedal lol	erhitze bis zur Endstufe und schließe ab; Ansatzwasser; drei Teile; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; bis zur Heizendstufe gebracht; erhitze den Drogenstoff bis zur Mittelstufe; bis zur mittleren Einweichstufe gebracht; [qotedal:?]; Holzstoff	erhitze bis zur Endstufe und schließe ab; Ansatzwasser; drei Teile; Ansatz auf mittlerer Kühlstufe abgeschlossen; bis zur mittleren Heizstufe gebracht; bis zur mittleren Trockenstufe gebracht; bis zur Heizendstufe; bis zur Heizendstufe gebracht; erhitze den Drogenstoff bis zur Mittelstufe; bis zur mittleren Einweichstufe gebracht; kühle bis zur Mittelstufe und miss Rohdroge I ab; Holzstoff	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
16	f111v	f111v.8	kechy	mäßig erhitzen, trocknen und abschließen	mäßig erhitzen, trocknen und abschließen	PRODUCTIVE_COMPOUND	K_HOT+E_MIDDLE+CH_DRY+Y_START_OR_CLOSE	mäßig heiß getrocknete Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sho otchey cheol kechy chcthey okain ol l keey qokain checkhy chedar am	feuchter Ansatz; kalt-trockener Ansatz in der Mitte des Grades; trockener Drogenstoff; [kechy:?]; Krautdroge bis zur mittleren Stufe trocknen; heiß im Zubereitungsrahmen, Grad II; Grundansatz; Drogenholz, heiß am Gradende; heiß, Grad II; trockenes Arzneikompositum am Gradanfang; abgemessene Trockenfraktion I, Mittelstufe; Maßeinheit I	feuchter Ansatz; kalt-trockener Ansatz in der Mitte des Grades; trockener Drogenstoff; mäßig erhitzen, trocknen und abschließen; Krautdroge bis zur mittleren Stufe trocknen; heiß im Zubereitungsrahmen, Grad II; Grundansatz; Drogenholz, heiß am Gradende; heiß, Grad II; trockenes Arzneikompositum am Gradanfang; abgemessene Trockenfraktion I, Mittelstufe; Maßeinheit I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
17	f114r	f114r.30	oeedaiin	drei Dosen vollständig bereiteten Ansatzes	drei Dosen vollständig bereiteten Ansatzes	PRODUCTIVE_COMPOUND	O_PREP+EE_END+D_MEASURE+AIIN_III	Ansatz der Endstufe in Dosis III	MEDIUM_EXACT_WHOLE	NONE	y chedar okeedy lkeedy aiin oeedaiin qoaiin ykedy okair olkeedy qoain ain okeey ram	Eintrag: abgemessene Trockenfraktion I, Mittelstufe; Ansatz auf Heizendstufe abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; drei Teile; [oeedaiin:?]; nimm drei Teile; erhitze hiervon bis zur Mittelstufe und schließe ab; heiße Drogenfraktion II im Ansatz; Holzdrogenansatz vollständig erhitzt und abgeschlossen; nimm zwei Teile; zwei Teile; Ansatz auf Heizendstufe; Wurzel/Wurzeldroge: Maß-/Einheitsform I	Eintrag: abgemessene Trockenfraktion I, Mittelstufe; Ansatz auf Heizendstufe abgeschlossen; Drogenholz, heiß am Gradende, abgeschlossen; drei Teile; drei Dosen vollständig bereiteten Ansatzes; nimm drei Teile; erhitze hiervon bis zur Mittelstufe und schließe ab; heiße Drogenfraktion II im Ansatz; Holzdrogenansatz vollständig erhitzt und abgeschlossen; nimm zwei Teile; zwei Teile; Ansatz auf Heizendstufe; Wurzel/Wurzeldroge: Maß-/Einheitsform I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
18	f114r	f114r.31	qokeedain	erhitze vollständig und miss zwei Dosen ab	erhitze vollständig und miss zwei Dosen ab	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+EE_END+D_MEASURE+AIN_II	zwei Dosen vollständig erhitzter Droge	MEDIUM_EXACT_WHOLE	NONE	sair aiin cheedain okaiin otedy qokeedain orain	Samenfraktion II; drei Teile; zwei Dosen vollständig getrockneter Droge; Ansatz auf Heizstufe III; Ansatz auf mittlerer Kühlstufe abgeschlossen; [qokeedain:?]; Drogenportion II	Samenfraktion II; drei Teile; zwei Dosen vollständig getrockneter Droge; Ansatz auf Heizstufe III; Ansatz auf mittlerer Kühlstufe abgeschlossen; erhitze vollständig und miss zwei Dosen ab; Drogenportion II	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
19	f114v	f114v.17	alchedy	Rohdroge I bis zur Mittelstufe trocknen und fertigstellen	Rohdroge I bis zur Mittelstufe trocknen und fertigstellen	PRODUCTIVE_COMPOUND	AL_RAW_I+CH_DRY+E_MIDDLE+DY_FINISHED	fertig getrockneter Rohstoff I	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	sheoal chos oaiir alchedy chcphedy okary	feucht angesetzte Zubereitung aus Rohstoff I; eine Charge Trockenansatz; Zubereitung, Teil-/Sortierklasse III; [alchedy:?]; Arzneikompositum bis zur Mittelstufe trocknen und abschließen; heiße Ansatzfraktion I, abgeschlossen	feucht angesetzte Zubereitung aus Rohstoff I; eine Charge Trockenansatz; Zubereitung, Teil-/Sortierklasse III; Rohdroge I bis zur Mittelstufe trocknen und fertigstellen; Arzneikompositum bis zur Mittelstufe trocknen und abschließen; heiße Ansatzfraktion I, abgeschlossen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
20	f114v	f114v.19	shsodaiin	drei Dosen angefeuchteter Saatgutzubereitung	drei Dosen angefeuchteter Saatgutzubereitung	PRODUCTIVE_COMPOUND	SH_MOIST+SO_SEED_PREP+D_MEASURE+AIIN_III	Saatgut im Feuchtansatz auf Dosisstufe III	LOW_EXPLORATORY	NONE	o shsodaiin chotain qotar	Ansatz mit shsodaiin; Trockenansatz auf Kühlstufe II; kalte Drogenfraktion I	Ansatz mit shsodaiin; Trockenansatz auf Kühlstufe II; kalte Drogenfraktion I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
21	f116r	f116r.25	sheky	bis zur Mittelstufe einweichen, erhitzen und abschließen	bis zur Mittelstufe einweichen, erhitzen und abschließen	PRODUCTIVE_COMPOUND	SH_MOIST+E_MIDDLE+K_HOT+Y_START_OR_CLOSE	mäßig eingeweichte und erhitzte Droge	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	chol sheky shedy qokeey qokeedy shckhy qokain otal ches oin ain al om	Trockengut; [sheky:?]; bis zur mittleren Einweichstufe gebracht; bis zur Heizendstufe; bis zur Heizendstufe gebracht; Arzneikompositum: feucht, Gradanfang; heiß, Grad II; Rohstoff I, leicht gekühlt im Ansatz; trockenes Drogenmaterial, Mittelstufe; bereite einen zweiten Ansatz; zwei Teile; eine Handvoll Ansatz	Trockengut; bis zur Mittelstufe einweichen, erhitzen und abschließen; bis zur mittleren Einweichstufe gebracht; bis zur Heizendstufe; bis zur Heizendstufe gebracht; Arzneikompositum: feucht, Gradanfang; heiß, Grad II; Rohstoff I, leicht gekühlt im Ansatz; trockenes Drogenmaterial, Mittelstufe; bereite einen zweiten Ansatz; zwei Teile; eine Handvoll Ansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
22	f13v	f13v.3	qokod	erhitze den Ansatz und schließe ab	erhitze den Ansatz und schließe ab	PRODUCTIVE_COMPOUND	QO_COMMAND+K_HOT+O_PREP+D_TERM_CLOSE	erhitzten Ansatz abziehen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	qokchy qokod chy otchy cthody	heiß und angetrocknet; [qokod:?]; angetrocknet; kalt-trockener Ansatz am Anfang des Grades; fertiger Krautansatz	heiß und angetrocknet; erhitze den Ansatz und schließe ab; angetrocknet; kalt-trockener Ansatz am Anfang des Grades; fertiger Krautansatz	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
23	f13v	f13v.8	kald	erhitzte Rohdroge I abschließen	erhitzte Rohdroge I abschließen	PRODUCTIVE_COMPOUND	K_HOT+AL_RAW_I+D_TERM_CLOSE	heiße Rohdroge I abziehen	LOW_EXPLORATORY	NONE	otchy daiin y dain ykol okchy o kald d y taiin	kalt-trockener Ansatz am Anfang des Grades; drei Maße; hierzu: zwei Maße; erhitze hiervon den Drogenstoff; heiß-trockener Ansatz am Anfang des Grades; Ansatz mit kald; Dosis; hierzu: kalt, Grad III	kalt-trockener Ansatz am Anfang des Grades; drei Maße; hierzu: zwei Maße; erhitze hiervon den Drogenstoff; heiß-trockener Ansatz am Anfang des Grades; Ansatz mit kald; Dosis; hierzu: kalt, Grad III	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
24	f17v	f17v.15	oteol	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	PRODUCTIVE_COMPOUND	O_PREP+T_COLD+E_MIDDLE+OL_MATERIAL	kalter Drogenstoff der mittleren Stufe	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ychor cthy cheeky cheo otor oteol	nimm hiervon den Pflanzenteil; Krautdroge; trocken am Gradende, dann heiß am Gradanfang; trocken angesetzte Zubereitung; kalte Drogenportion im Ansatz; [oteol:?]	nimm hiervon den Pflanzenteil; Krautdroge; trocken am Gradende, dann heiß am Gradanfang; trocken angesetzte Zubereitung; kalte Drogenportion im Ansatz; Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
25	f17v	f17v.19	cholchom	eine Handvoll nachgetrockneten Drogenstoffs	eine Handvoll nachgetrockneten Drogenstoffs	PRODUCTIVE_COMPOUND	CH_DRY+OL_MATERIAL+CH_DRY+OM_HANDFUL_PREP	ein Maß doppelt getrockneten Ansatzstoffs	LOW_EXPLORATORY	NONE	dain chey qoaiin cthor cholchom	zwei Maße; bis zur mittleren Trockenstufe; nimm drei Teile; Drogenteil/-portion; Portion Blatt-/Krautdroge; [cholchom:?]	zwei Maße; bis zur mittleren Trockenstufe; nimm drei Teile; Drogenteil/-portion; Portion Blatt-/Krautdroge; eine Handvoll nachgetrockneten Drogenstoffs	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
26	f18r	f18r.6	ychy	trockne hiervon leicht	trockne hiervon leicht	PRODUCTIVE_COMPOUND	Y_REFERENCE+CH_DRY+Y_START_OR_CLOSE	diese Droge leicht antrocknen	STRONG_PRACTICAL_OR_COMPOSITIONAL	NONE	ychy kchor dair ytol chcthy dar dar dal	[ychy:?]; Drogenportion, heiß-trocken; abgemessene Fraktion II; kühle hiervon den Drogenstoff ab; getrocknete Krautdroge; abgemessene Fraktion I; abgemessene Fraktion I; abgemessene Rohstoffmenge I	trockne hiervon leicht; Drogenportion, heiß-trocken; abgemessene Fraktion II; kühle hiervon den Drogenstoff ab; getrocknete Krautdroge; abgemessene Fraktion I; abgemessene Fraktion I; abgemessene Rohstoffmenge I	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
27	f18v	f18v.10	yko	erhitze hiervon einen Ansatz	erhitze hiervon einen Ansatz	CONTEXT_SCOPED_SHORT_FORM	Y_REFERENCE+K_HOT+O_PREP	heißer Ansatz dieser Droge	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	NONE	yko dshy dair ykol dom	[yko:?]; eine Dosis leicht angefeuchtete Droge; abgemessene Fraktion II; erhitze hiervon den Drogenstoff; miss eine Handvoll Ansatz ab	erhitze hiervon einen Ansatz; eine Dosis leicht angefeuchtete Droge; abgemessene Fraktion II; erhitze hiervon den Drogenstoff; miss eine Handvoll Ansatz ab	COMPLETE_WITH_PROVISIONAL_CONCRETE_DEFAULT
