surface	working_meaning_de	composition	strongest_rival_de	card_type	strength	occurrences	scope	status
cholchom	eine Handvoll nachgetrockneten Drogenstoffs	CH_DRY+OL_MATERIAL+CH_DRY+OM_HANDFUL_PREP	ein Maß doppelt getrockneten Ansatzstoffs	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ychy	trockne hiervon leicht	Y_REFERENCE+CH_DRY+Y_START_OR_CLOSE	diese Droge leicht antrocknen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
yko	erhitze hiervon einen Ansatz	Y_REFERENCE+K_HOT+O_PREP	heißer Ansatz dieser Droge	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	2	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V44_REPLACEABLE
qoeees	nimm eine Charge der letzten Stufe	QO_COMMAND+EEE_LONG_OR_FINAL+S_TERM_SPECIES	führe die Arzneispecies lange zu Ende	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ychoees	trockne hiervon eine Ansatzcharge vollständig	Y_REFERENCE+CH_DRY+O_PREP+EE_END+S_TERM_SPECIES	vollständig getrocknete Ansatzcharge dieser Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
doky	einen Ansatz abmessen, leicht erhitzen und abschließen	D_MEASURE+O_PREP+K_HOT+Y_START_OR_CLOSE	leicht erhitzte Ansatzdosis	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ddor	eine Portion als Dosis abmessen	D_MEASURE+D_MEASURE+OR_PORTION	eine doppelt abgemessene Portion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ytym	eine Handvoll hiervon abgekühlter Droge	LEARNED_YTYM_WHOLE	leicht abgekühlte Handvoll	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qoear	nimm die erste Fraktion der Mittelstufe	QO_COMMAND+E_MIDDLE+AR_FRACTION_I	führe die erste Fraktion bis zur Mittelstufe	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ychol	trockne hiervon den Drogenstoff	Y_REFERENCE+CH_DRY+OL_MATERIAL	getrockneter Drogenstoff dieser Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	10	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
shotchor	abgekühlter Pflanzenteil aus eingeweichtem Ansatz	SH_MOIST+O_PREP+T_COLD+CHOR_PLANT_PART	kalter Pflanzenteil aus Feuchtansatz	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ykeeb	vollständig erhitzte Zubereitung hiervon	LEARNED_YKEEB_WHOLE	diese heiße Endzubereitung	LEARNED_ACTION_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
yches	trockne hiervon eine Charge bis zur Mittelstufe	Y_REFERENCE+CH_DRY+E_MIDDLE+S_TERM_SPECIES	mitteltrockene Arzneispecies dieser Droge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
oldam	ein Maß Drogenstoff abmessen	OL_MATERIAL+D_MEASURE+AM_UNIT_I	abgemessener Drogenstoff der Einheit I	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chetchaiin	drei Teile abgekühlter und erneut getrockneter Droge der Mittelstufe	CH_DRY+E_MIDDLE+T_COLD+CH_DRY+AIIN_III	Droge mäßig trocknen, kühlen und auf Stufe III nachtrocknen	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
tch	abkühlen und trocknen	T_COLD+CH_DRY	kalt getrocknete Droge	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	2	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V44_REPLACEABLE
chd	Trocknung abschließen	CH_DRY+D_TERM_CLOSE	getrocknete Droge abziehen	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	6	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V44_REPLACEABLE
choy	Trockenansatz leicht abschließen	CH_DRY+O_PREP+Y_START_OR_CLOSE	leicht getrockneter Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	14	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chekl	Holzdroge mäßig trocknen und erhitzen	CH_DRY+E_MIDDLE+K_HOT+L_WOOD	mäßig heiß getrocknete Holzdroge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qot	kühle Folgendes ab	QO_COMMAND+T_COLD	nimm die kalte Droge	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	14	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V44_REPLACEABLE
qotcham	kühle ein Maß Trockendroge	QO_COMMAND+T_COLD+CH_DRY+AM_UNIT_I	ein Maß kalt getrocknete Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qocheor	nimm eine Portion bis zur Mittelstufe getrockneter Droge	QO_COMMAND+CH_DRY+E_MIDDLE+OR_PORTION	trockne eine Portion bis zur Mittelstufe	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
sheam	ein Maß bis zur Mittelstufe eingeweichte Droge	SH_MOIST+E_MIDDLE+AM_UNIT_I	mäßig angefeuchtete Droge der Maßeinheit I	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
kary	erste erhitzte Fraktion, abgeschlossen	K_HOT+AR_FRACTION_I+Y_START_OR_CLOSE	erhitze die erste Fraktion leicht	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
dey	miss eine Dosis auf Mittelstufe ab und schließe den Posten	D_MEASURE+E_MIDDLE+Y_START_OR_CLOSE	abgemessene Dosis der Mittelstufe	CONTEXT_SCOPED_SHORT_FORM	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	2	CONTEXT_SCOPED_READER_BOUNDARY	ACCEPT_V44_REPLACEABLE
ykchey	erhitze und trockne hiervon bis zur Mittelstufe	Y_REFERENCE+K_HOT+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	diese Droge mäßig heiß trocknen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	4	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
dairl	zweite Fraktion Holzdroge abmessen	D_MEASURE+AIR_FRACTION_II+L_WOOD	abgemessene Holzdroge der zweiten Fraktion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
otydal	kalten Ansatz auf Schlussstufe als Rohdroge I abmessen	LEARNED_OTYDAL_WHOLE	abgemessener kalter Rohstoff-I-Ansatz	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
cheos	Charge eines mitteltrockenen Ansatzes	CH_DRY+E_MIDDLE+O_PREP+S_TERM_SPECIES	mitteltrockene Ansatzspecies	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	28	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chtedy	abkühlen, bis zur Mittelstufe trocknen und fertigstellen	CH_DRY+T_COLD+E_MIDDLE+DY_FINISHED	fertig kalt getrocknete Droge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qotchar	kühle die erste Trockenfraktion	QO_COMMAND+T_COLD+CH_DRY+AR_FRACTION_I	nimm die erste kalt getrocknete Fraktion	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
sheeod	vollständig eingeweichten Ansatz abschließen	SH_MOIST+EE_END+O_PREP+D_TERM_CLOSE	vollständig eingeweichten Ansatz abziehen	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chokeeody	Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen	CH_DRY+O_PREP+K_HOT+EE_END+O_PREP+DY_FINISHED	fertig wiederangesetzter heißer Trockenstoff	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
shtaiin	drei Teile eingeweichte und abgekühlte Droge	SH_MOIST+T_COLD+AIIN_III	Feuchtdroge auf Kühlstufe III	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chokody	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	CH_DRY+O_PREP+K_HOT+O_PREP+DY_FINISHED	fertiger erhitzter Doppelansatz	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ykchol	erhitze und trockne hiervon den Drogenstoff	Y_REFERENCE+K_HOT+CH_DRY+OL_MATERIAL	heiß getrockneter Drogenstoff dieser Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	6	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
tcheody	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	fertiger kalt getrockneter Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	5	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
yokeey	erhitze hiervon einen Ansatz vollständig und schließe ab	Y_REFERENCE+O_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Ansatz dieser Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ychocthy	trockne hiervon einen Ansatz mit Krautdroge leicht	Y_REFERENCE+CH_DRY+O_PREP+CTH_HERB+Y_START_OR_CLOSE	leicht getrockneter Krautansatz dieser Droge	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ykaiir	erhitze hiervon die dritte Fraktion	Y_REFERENCE+K_HOT+AIIR_FRACTION_III	dritte erhitzte Sortierklasse dieser Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
ksho	erhitze, weiche ein und setze an	K_HOT+SH_MOIST+O_PREP	heiß angefeuchteter Ansatz	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
tchain	abgekühlte Trockendroge auf Stufe II	T_COLD+CH_DRY+AIN_II	zwei Teile kalt getrocknete Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
sheoldy	Drogenstoff bis zur Mittelstufe einweichen und fertigstellen	SH_MOIST+E_MIDDLE+OL_MATERIAL+DY_FINISHED	fertig eingeweichter Drogenstoff	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qokaly	erhitze Rohdroge I leicht und schließe ab	QO_COMMAND+K_HOT+AL_RAW_I+Y_START_OR_CLOSE	leicht erhitzte Rohdroge I	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	17	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qocthol	nimm Krautdrogenstoff	QO_COMMAND+CTH_HERB+OL_MATERIAL	bereite einen Krautdrogenauszug	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
octham	ein Maß Krautdrogenansatz	O_PREP+CTH_HERB+AM_UNIT_I	Krautdroge im Ansatz der Maßeinheit I	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qokom	erhitze eine Handvoll Ansatz	QO_COMMAND+K_HOT+OM_HANDFUL_PREP	nimm eine Handvoll erhitzten Ansatzes	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	2	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chkar	erste heiß getrocknete Fraktion	CH_DRY+K_HOT+AR_FRACTION_I	die erste Trockenfraktion erhitzen	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	9	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
olshees	Charge vollständig eingeweichten Drogenstoffs	OL_MATERIAL+SH_MOIST+EE_END+S_TERM_SPECIES	vollständig angefeuchtete Drogenstoffspecies	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qolain	gib zwei Teile Drogenstoff hinzu	QOL_ADD+AIN_II	Drogenstoff der zweiten Stufe zugeben	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
olchdar	die erste Fraktion getrockneten Drogenstoffs abmessen	OL_MATERIAL+CH_DRY+D_MEASURE+AR_FRACTION_I	abgemessene erste Trockenstofffraktion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
chkorol	erhitze eine Portion getrockneten Drogenstoffs	CH_DRY+K_HOT+OR_PORTION+OL_MATERIAL	heißer Trockenstoff aus einer Portion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
dairol	zweite Fraktion Drogenstoff abmessen	D_MEASURE+AIR_FRACTION_II+OL_MATERIAL	abgemessener Drogenstoff der zweiten Fraktion	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
olchdy	Drogenstoff trocknen und fertigstellen	OL_MATERIAL+CH_DRY+DY_FINISHED	fertig getrockneter Drogenstoff	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
tshedor	eine Portion bis zur Mittelstufe eingeweichter Droge abmessen	T_COLD+SH_MOIST+E_MIDDLE+D_MEASURE+OR_PORTION	abgemessene Portion kalt angefeuchteter Droge	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qokedar	erhitze bis zur Mittelstufe und miss die erste Fraktion ab	QO_COMMAND+K_HOT+E_MIDDLE+D_MEASURE+AR_FRACTION_I	erste abgemessene Fraktion erhitzter Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	8	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
qolsheey	gib vollständig eingeweichten Drogenstoff hinzu und schließe ab	QOL_ADD+SH_MOIST+EE_END+Y_START_OR_CLOSE	vollständig angefeuchtete Zugabe	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
otlol	kalter Holzdrogenstoff im Ansatz	O_PREP+T_COLD+L_WOOD+OL_MATERIAL	Holzdrogenansatz aus kaltem Drogenstoff	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
sheeky	vollständig einweichen, erhitzen und abschließen	SH_MOIST+EE_END+K_HOT+Y_START_OR_CLOSE	vollständig angefeuchtete heiße Droge	PRODUCTIVE_COMPOUND	STRONG_PRACTICAL_OR_COMPOSITIONAL	14	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
sshkchdy	Saatgut einweichen, erhitzen, trocknen und fertigstellen	S_SEED+SH_MOIST+K_HOT+CH_DRY+DY_FINISHED	fertig heiß getrocknetes Feuchtsaatgut	PRODUCTIVE_COMPOUND	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
dedy	miss eine Dosis auf Mittelstufe ab und stelle sie fertig	D_MEASURE+E_MIDDLE+DY_FINISHED	fertige Dosis der Mittelstufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
dairydy	zweite abgemessene Fraktion fertigstellen	LEARNED_DAIRYDY_WHOLE	abgemessene Fraktion II auf Schlussstufe	LEARNED_WHOLE	LOW_EXPLORATORY	1	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
cheg	ein Gran bis zur Mittelstufe getrocknete Droge	CH_DRY+E_MIDDLE+G_GRAIN_SIGLUM	getrocknete Droge der mittleren Stufe	PRODUCTIVE_COMPOUND	MEDIUM_EXACT_WHOLE	3	EXACT_WHITESPACE_DELIMITED_WHOLE	ACCEPT_V44_REPLACEABLE
