decision_id	surface	family	card_type	working_default_de	composition	strongest_rival_de	occurrences	lines	pages	reader_exact_occurrences	split_normalized_occurrences	rendering_classes	strength	status
G667-D011	folaiin	FLOWER	PRODUCTIVE_COMPOUND	drei Teile Blütenauszug	F_FLOWER+OL_MATERIAL+AIIN_III	Blütenfraktion der dritten Stufe	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D012	chedain	MEASURE	PRODUCTIVE_COMPOUND	zwei Dosen bis zur Mittelstufe getrockneter Droge	CH_DRY+E_MIDDLE+D_MEASURE+AIN_II	getrocknete Droge auf Dosisstufe II	17	17	12	13	13	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D013	qoctholy	ACTION	PRODUCTIVE_COMPOUND	seihe den Krautdrogenstoff ab	QO_COMMAND+CTH_HERB+OLY_STRAIN_ACTION	Krautdrogenauszug abseihen	1	1	1	1	1	QOCTHOLY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D014	alam	MEASURE	PRODUCTIVE_COMPOUND	ein Maß Rohdroge I	AL_RAW_I+AM_UNIT_I	Rohdroge I in Maßeinheit I	10	10	8	6	8	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D015	qotedal	ACTION	PRODUCTIVE_COMPOUND	kühle bis zur Mittelstufe und miss Rohdroge I ab	QO_COMMAND+T_COLD+E_MIDDLE+D_MEASURE+AL_RAW_I	abgemessene Rohdroge I der Kühlstufe Mitte	3	3	3	1	1	QOTEDAL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D016	kechy	ACTION	PRODUCTIVE_COMPOUND	mäßig erhitzen, trocknen und abschließen	K_HOT+E_MIDDLE+CH_DRY+Y_START_OR_CLOSE	mäßig heiß getrocknete Droge	4	4	4	1	1	KECHY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D017	oeedaiin	MEASURE	PRODUCTIVE_COMPOUND	drei Dosen vollständig bereiteten Ansatzes	O_PREP+EE_END+D_MEASURE+AIIN_III	Ansatz der Endstufe in Dosis III	2	2	2	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D018	qokeedain	MEASURE	PRODUCTIVE_COMPOUND	erhitze vollständig und miss zwei Dosen ab	QO_COMMAND+K_HOT+EE_END+D_MEASURE+AIN_II	zwei Dosen vollständig erhitzter Droge	2	2	1	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D019	alchedy	ACTION	PRODUCTIVE_COMPOUND	Rohdroge I bis zur Mittelstufe trocknen und fertigstellen	AL_RAW_I+CH_DRY+E_MIDDLE+DY_FINISHED	fertig getrockneter Rohstoff I	4	4	4	3	3	ALCHEDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D020	shsodaiin	SEED	PRODUCTIVE_COMPOUND	drei Dosen angefeuchteter Saatgutzubereitung	SH_MOIST+SO_SEED_PREP+D_MEASURE+AIIN_III	Saatgut im Feuchtansatz auf Dosisstufe III	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D021	sheky	ACTION	PRODUCTIVE_COMPOUND	bis zur Mittelstufe einweichen, erhitzen und abschließen	SH_MOIST+E_MIDDLE+K_HOT+Y_START_OR_CLOSE	mäßig eingeweichte und erhitzte Droge	28	25	20	25	25	SHEKY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D022	qokod	ACTION	PRODUCTIVE_COMPOUND	erhitze den Ansatz und schließe ab	QO_COMMAND+K_HOT+O_PREP+D_TERM_CLOSE	erhitzten Ansatz abziehen	7	7	6	7	7	QOKOD_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D023	kald	ACTION	PRODUCTIVE_COMPOUND	erhitzte Rohdroge I abschließen	K_HOT+AL_RAW_I+D_TERM_CLOSE	heiße Rohdroge I abziehen	1	1	1	0	0	KALD_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D024	oteol	COLD	PRODUCTIVE_COMPOUND	Drogenstoff im Ansatz bis zur Mittelstufe abkühlen	O_PREP+T_COLD+E_MIDDLE+OL_MATERIAL	kalter Drogenstoff der mittleren Stufe	26	26	24	24	24	EXACT_WHOLE|LABEL_SIGLUM	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D025	cholchom	MEASURE	PRODUCTIVE_COMPOUND	eine Handvoll nachgetrockneten Drogenstoffs	CH_DRY+OL_MATERIAL+CH_DRY+OM_HANDFUL_PREP	ein Maß doppelt getrockneten Ansatzstoffs	1	1	1	0	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D026	ychy	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon leicht	Y_REFERENCE+CH_DRY+Y_START_OR_CLOSE	diese Droge leicht antrocknen	4	4	4	3	3	YCHY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D027	yko	ACTION	CONTEXT_SCOPED_SHORT_FORM	erhitze hiervon einen Ansatz	Y_REFERENCE+K_HOT+O_PREP	heißer Ansatz dieser Droge	2	2	2	0	0	YKO_ACTION	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D028	qoeees	ACTION	PRODUCTIVE_COMPOUND	nimm eine Charge der letzten Stufe	QO_COMMAND+EEE_LONG_OR_FINAL+S_TERM_SPECIES	führe die Arzneispecies lange zu Ende	3	3	3	3	3	QOEEES_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D029	ychoees	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon eine Ansatzcharge vollständig	Y_REFERENCE+CH_DRY+O_PREP+EE_END+S_TERM_SPECIES	vollständig getrocknete Ansatzcharge dieser Droge	1	1	1	1	1	YCHOEES_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D030	doky	MEASURE	PRODUCTIVE_COMPOUND	einen Ansatz abmessen, leicht erhitzen und abschließen	D_MEASURE+O_PREP+K_HOT+Y_START_OR_CLOSE	leicht erhitzte Ansatzdosis	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D031	ddor	MEASURE	PRODUCTIVE_COMPOUND	eine Portion als Dosis abmessen	D_MEASURE+D_MEASURE+OR_PORTION	eine doppelt abgemessene Portion	2	2	2	1	1	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D032	ytym	MEASURE	LEARNED_WHOLE	eine Handvoll hiervon abgekühlter Droge	LEARNED_YTYM_WHOLE	leicht abgekühlte Handvoll	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D033	qoear	FRACTION	PRODUCTIVE_COMPOUND	nimm die erste Fraktion der Mittelstufe	QO_COMMAND+E_MIDDLE+AR_FRACTION_I	führe die erste Fraktion bis zur Mittelstufe	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D034	ychol	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon den Drogenstoff	Y_REFERENCE+CH_DRY+OL_MATERIAL	getrockneter Drogenstoff dieser Droge	10	10	10	9	9	YCHOL_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D035	shotchor	PLANT_PART	PRODUCTIVE_COMPOUND	abgekühlter Pflanzenteil aus eingeweichtem Ansatz	SH_MOIST+O_PREP+T_COLD+CHOR_PLANT_PART	kalter Pflanzenteil aus Feuchtansatz	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D036	ykeeb	ACTION	LEARNED_ACTION_WHOLE	vollständig erhitzte Zubereitung hiervon	LEARNED_YKEEB_WHOLE	diese heiße Endzubereitung	1	1	1	0	0	YKEEB_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D037	yches	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon eine Charge bis zur Mittelstufe	Y_REFERENCE+CH_DRY+E_MIDDLE+S_TERM_SPECIES	mitteltrockene Arzneispecies dieser Droge	2	2	2	1	1	YCHES_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D038	oldam	MEASURE	PRODUCTIVE_COMPOUND	ein Maß Drogenstoff abmessen	OL_MATERIAL+D_MEASURE+AM_UNIT_I	abgemessener Drogenstoff der Einheit I	4	4	4	3	3	EXACT_WHOLE|LABEL_SIGLUM	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D039	chetchaiin	ACTION	PRODUCTIVE_COMPOUND	drei Teile abgekühlter und erneut getrockneter Droge der Mittelstufe	CH_DRY+E_MIDDLE+T_COLD+CH_DRY+AIIN_III	Droge mäßig trocknen, kühlen und auf Stufe III nachtrocknen	1	1	1	1	1	CHETCHAIIN_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D040	tch	ACTION	CONTEXT_SCOPED_SHORT_FORM	abkühlen und trocknen	T_COLD+CH_DRY	kalt getrocknete Droge	2	2	2	1	1	TCH_ACTION|TCH_READER_MERGE_RIGHT_KNOWN	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D041	chd	ACTION	CONTEXT_SCOPED_SHORT_FORM	Trocknung abschließen	CH_DRY+D_TERM_CLOSE	getrocknete Droge abziehen	6	6	6	4	4	CHD_ACTION	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D042	choy	DRY	PRODUCTIVE_COMPOUND	Trockenansatz leicht abschließen	CH_DRY+O_PREP+Y_START_OR_CLOSE	leicht getrockneter Ansatz	14	14	13	8	8	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D043	chekl	WOOD	PRODUCTIVE_COMPOUND	Holzdroge mäßig trocknen und erhitzen	CH_DRY+E_MIDDLE+K_HOT+L_WOOD	mäßig heiß getrocknete Holzdroge	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D044	qot	ACTION	CONTEXT_SCOPED_SHORT_FORM	kühle Folgendes ab	QO_COMMAND+T_COLD	nimm die kalte Droge	14	14	14	5	5	QOT_ACTION|QOT_READER_MERGE_RIGHT_KNOWN|QOT_READER_MERGE_RIGHT_NOVEL	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D045	qotcham	MEASURE	PRODUCTIVE_COMPOUND	kühle ein Maß Trockendroge	QO_COMMAND+T_COLD+CH_DRY+AM_UNIT_I	ein Maß kalt getrocknete Droge	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D046	qocheor	MEASURE	PRODUCTIVE_COMPOUND	nimm eine Portion bis zur Mittelstufe getrockneter Droge	QO_COMMAND+CH_DRY+E_MIDDLE+OR_PORTION	trockne eine Portion bis zur Mittelstufe	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D047	sheam	MEASURE	PRODUCTIVE_COMPOUND	ein Maß bis zur Mittelstufe eingeweichte Droge	SH_MOIST+E_MIDDLE+AM_UNIT_I	mäßig angefeuchtete Droge der Maßeinheit I	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D048	kary	FRACTION	PRODUCTIVE_COMPOUND	erste erhitzte Fraktion, abgeschlossen	K_HOT+AR_FRACTION_I+Y_START_OR_CLOSE	erhitze die erste Fraktion leicht	4	4	4	3	3	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D049	dey	MEASURE	CONTEXT_SCOPED_SHORT_FORM	miss eine Dosis auf Mittelstufe ab und schließe den Posten	D_MEASURE+E_MIDDLE+Y_START_OR_CLOSE	abgemessene Dosis der Mittelstufe	2	2	2	1	1	EXACT_WHOLE	CONTEXT_READER_MERGE__FREE_DEFAULT_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D050	ykchey	ACTION	PRODUCTIVE_COMPOUND	erhitze und trockne hiervon bis zur Mittelstufe	Y_REFERENCE+K_HOT+CH_DRY+E_MIDDLE+Y_START_OR_CLOSE	diese Droge mäßig heiß trocknen	4	4	4	4	4	YKCHEY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D051	dairl	MEASURE	PRODUCTIVE_COMPOUND	zweite Fraktion Holzdroge abmessen	D_MEASURE+AIR_FRACTION_II+L_WOOD	abgemessene Holzdroge der zweiten Fraktion	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D052	otydal	MEASURE	LEARNED_WHOLE	kalten Ansatz auf Schlussstufe als Rohdroge I abmessen	LEARNED_OTYDAL_WHOLE	abgemessener kalter Rohstoff-I-Ansatz	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D053	cheos	DRY	PRODUCTIVE_COMPOUND	Charge eines mitteltrockenen Ansatzes	CH_DRY+E_MIDDLE+O_PREP+S_TERM_SPECIES	mitteltrockene Ansatzspecies	28	28	25	22	22	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D054	chtedy	ACTION	PRODUCTIVE_COMPOUND	abkühlen, bis zur Mittelstufe trocknen und fertigstellen	CH_DRY+T_COLD+E_MIDDLE+DY_FINISHED	fertig kalt getrocknete Droge	2	2	2	1	1	CHTEDY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D055	qotchar	FRACTION	PRODUCTIVE_COMPOUND	kühle die erste Trockenfraktion	QO_COMMAND+T_COLD+CH_DRY+AR_FRACTION_I	nimm die erste kalt getrocknete Fraktion	3	3	3	2	2	EXACT_WHOLE	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D056	sheeod	ACTION	PRODUCTIVE_COMPOUND	vollständig eingeweichten Ansatz abschließen	SH_MOIST+EE_END+O_PREP+D_TERM_CLOSE	vollständig eingeweichten Ansatz abziehen	2	2	2	1	1	SHEEOD_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D057	chokeeody	ACTION	PRODUCTIVE_COMPOUND	Trockenansatz vollständig erhitzen, neu ansetzen und fertigstellen	CH_DRY+O_PREP+K_HOT+EE_END+O_PREP+DY_FINISHED	fertig wiederangesetzter heißer Trockenstoff	1	1	1	1	1	CHOKEEODY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D058	shtaiin	COLD	PRODUCTIVE_COMPOUND	drei Teile eingeweichte und abgekühlte Droge	SH_MOIST+T_COLD+AIIN_III	Feuchtdroge auf Kühlstufe III	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D059	chokody	ACTION	PRODUCTIVE_COMPOUND	Trockenansatz erhitzen, erneut ansetzen und fertigstellen	CH_DRY+O_PREP+K_HOT+O_PREP+DY_FINISHED	fertiger erhitzter Doppelansatz	1	1	1	1	1	CHOKODY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D060	ykchol	ACTION	PRODUCTIVE_COMPOUND	erhitze und trockne hiervon den Drogenstoff	Y_REFERENCE+K_HOT+CH_DRY+OL_MATERIAL	heiß getrockneter Drogenstoff dieser Droge	6	6	5	5	5	YKCHOL_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D061	tcheody	ACTION	PRODUCTIVE_COMPOUND	abkühlen, bis zur Mittelstufe trocknen, ansetzen und fertigstellen	T_COLD+CH_DRY+E_MIDDLE+O_PREP+DY_FINISHED	fertiger kalt getrockneter Ansatz	5	5	5	5	5	TCHEODY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D062	yokeey	ACTION	PRODUCTIVE_COMPOUND	erhitze hiervon einen Ansatz vollständig und schließe ab	Y_REFERENCE+O_PREP+K_HOT+EE_END+Y_START_OR_CLOSE	vollständig erhitzter Ansatz dieser Droge	1	1	1	1	1	YOKEEY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D063	ychocthy	ACTION	PRODUCTIVE_COMPOUND	trockne hiervon einen Ansatz mit Krautdroge leicht	Y_REFERENCE+CH_DRY+O_PREP+CTH_HERB+Y_START_OR_CLOSE	leicht getrockneter Krautansatz dieser Droge	2	2	2	2	2	YCHOCTHY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D064	ykaiir	FRACTION	PRODUCTIVE_COMPOUND	erhitze hiervon die dritte Fraktion	Y_REFERENCE+K_HOT+AIIR_FRACTION_III	dritte erhitzte Sortierklasse dieser Droge	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D065	ksho	ACTION	PRODUCTIVE_COMPOUND	erhitze, weiche ein und setze an	K_HOT+SH_MOIST+O_PREP	heiß angefeuchteter Ansatz	8	8	8	7	7	KSHO_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D066	tchain	COLD	PRODUCTIVE_COMPOUND	abgekühlte Trockendroge auf Stufe II	T_COLD+CH_DRY+AIN_II	zwei Teile kalt getrocknete Droge	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D067	sheoldy	ACTION	PRODUCTIVE_COMPOUND	Drogenstoff bis zur Mittelstufe einweichen und fertigstellen	SH_MOIST+E_MIDDLE+OL_MATERIAL+DY_FINISHED	fertig eingeweichter Drogenstoff	3	3	3	2	2	SHEOLDY_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D068	qokaly	ACTION	PRODUCTIVE_COMPOUND	erhitze Rohdroge I leicht und schließe ab	QO_COMMAND+K_HOT+AL_RAW_I+Y_START_OR_CLOSE	leicht erhitzte Rohdroge I	17	17	11	17	17	QOKALY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D069	qocthol	ACTION	PRODUCTIVE_COMPOUND	nimm Krautdrogenstoff	QO_COMMAND+CTH_HERB+OL_MATERIAL	bereite einen Krautdrogenauszug	2	2	2	2	2	QOCTHOL_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D070	octham	MEASURE	PRODUCTIVE_COMPOUND	ein Maß Krautdrogenansatz	O_PREP+CTH_HERB+AM_UNIT_I	Krautdroge im Ansatz der Maßeinheit I	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D071	qokom	ACTION	PRODUCTIVE_COMPOUND	erhitze eine Handvoll Ansatz	QO_COMMAND+K_HOT+OM_HANDFUL_PREP	nimm eine Handvoll erhitzten Ansatzes	2	2	2	2	2	QOKOM_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D072	chkar	FRACTION	PRODUCTIVE_COMPOUND	erste heiß getrocknete Fraktion	CH_DRY+K_HOT+AR_FRACTION_I	die erste Trockenfraktion erhitzen	9	9	9	7	7	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D073	olshees	MOIST_PREP	PRODUCTIVE_COMPOUND	Charge vollständig eingeweichten Drogenstoffs	OL_MATERIAL+SH_MOIST+EE_END+S_TERM_SPECIES	vollständig angefeuchtete Drogenstoffspecies	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D074	qolain	ACTION	PRODUCTIVE_COMPOUND	gib zwei Teile Drogenstoff hinzu	QOL_ADD+AIN_II	Drogenstoff der zweiten Stufe zugeben	3	3	2	3	3	QOLAIN_ACTION	MEDIUM_EXACT_WHOLE	ACCEPT_V44_REPLACEABLE
G667-D075	olchdar	MEASURE	PRODUCTIVE_COMPOUND	die erste Fraktion getrockneten Drogenstoffs abmessen	OL_MATERIAL+CH_DRY+D_MEASURE+AR_FRACTION_I	abgemessene erste Trockenstofffraktion	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D076	chkorol	ACTION	PRODUCTIVE_COMPOUND	erhitze eine Portion getrockneten Drogenstoffs	CH_DRY+K_HOT+OR_PORTION+OL_MATERIAL	heißer Trockenstoff aus einer Portion	1	1	1	0	0	CHKOROL_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D077	dairol	MEASURE	PRODUCTIVE_COMPOUND	zweite Fraktion Drogenstoff abmessen	D_MEASURE+AIR_FRACTION_II+OL_MATERIAL	abgemessener Drogenstoff der zweiten Fraktion	1	1	1	1	1	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D078	olchdy	ACTION	PRODUCTIVE_COMPOUND	Drogenstoff trocknen und fertigstellen	OL_MATERIAL+CH_DRY+DY_FINISHED	fertig getrockneter Drogenstoff	8	8	8	4	4	LABEL_SIGLUM|OLCHDY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D079	tshedor	MEASURE	PRODUCTIVE_COMPOUND	eine Portion bis zur Mittelstufe eingeweichter Droge abmessen	T_COLD+SH_MOIST+E_MIDDLE+D_MEASURE+OR_PORTION	abgemessene Portion kalt angefeuchteter Droge	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D080	qokedar	FRACTION	PRODUCTIVE_COMPOUND	erhitze bis zur Mittelstufe und miss die erste Fraktion ab	QO_COMMAND+K_HOT+E_MIDDLE+D_MEASURE+AR_FRACTION_I	erste abgemessene Fraktion erhitzter Droge	8	8	8	4	4	EXACT_WHOLE	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
G667-D081	qolsheey	ACTION	PRODUCTIVE_COMPOUND	gib vollständig eingeweichten Drogenstoff hinzu und schließe ab	QOL_ADD+SH_MOIST+EE_END+Y_START_OR_CLOSE	vollständig angefeuchtete Zugabe	1	1	1	1	1	QOLSHEEY_ACTION	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D082	otlol	WOOD	PRODUCTIVE_COMPOUND	kalter Holzdrogenstoff im Ansatz	O_PREP+T_COLD+L_WOOD+OL_MATERIAL	Holzdrogenansatz aus kaltem Drogenstoff	1	1	1	0	0	EXACT_WHOLE	LOW_EXPLORATORY	ACCEPT_V44_REPLACEABLE
G667-D083	sheeky	ACTION	PRODUCTIVE_COMPOUND	vollständig einweichen, erhitzen und abschließen	SH_MOIST+EE_END+K_HOT+Y_START_OR_CLOSE	vollständig angefeuchtete heiße Droge	14	14	14	10	10	SHEEKY_ACTION	STRONG_PRACTICAL_OR_COMPOSITIONAL	ACCEPT_V44_REPLACEABLE
