occurrence_id	page	locus	ordinal	surface	position	reader_exact	split_normalized	reader_merge_direction	reader_merge_surface	reader_merge_readers	reader_merge_known_surface	raw_line_set_candidates	reader_merge_decision	all_present_exact	zl3b_line	it2a_line	rf1b_line	claim_boundary
G667-T0011	f102v1	f102v1.9	4	sheky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	teody ckheey qokeol sheky qockheor or cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor os cheo rchol qoteor dar	teody ckheey qokeol sheky qockheor or cheo r chol qoteor dar	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0012	f102v2	f102v2.19	5	cheos	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	deeeo qoeeor o eoy cheos o l o r o l okeeos ain	dcheo qoeeor oeoikhy cheos ol or ol okeeor ain	deeeo qoeeas o eoy cheos o l or ol okeeos ain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0013	f102v2	f102v2.23	5	oiees	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	okey okey shey okey oiees or eey	oteo okey shey okey aiees oreey	ote okeo shey okey oiees or eey	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0014	f103r	f103r.10	3	oain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	daiin ol oain okeol chol okam chety shedy otaiin shedy teolshy oteedy sor ain	daiin ol oain okeol chal okam chety shedy otaiin shedy teolshy oteedy sarain	daiin al oain okeol chal okam chety shedy otaiin shedy teolshy oteedy s ar ain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0015	f103r	f103r.12	1	oain	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol keedy shar aiin otedy	oain shey shckhy oteey qokeol kee y shar aiin ote y	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0016	f103r	f103r.19	8	oteol	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	okaiin chey qoy shey qokaiin chedy qokain oteol lkar okaral lkldy lr	okaiin chey qoy shey qokaiin chedy qokain oteal lkar otaral lkldy lr	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0017	f103r	f103r.27	11	qokaly	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokeey okeey qokaly	qokechy okeey qokeey lkeeody sheey qokeey lkeol tchey qokchy okeey qokaly	qokechy okeey qokeey lkeeo dy sheey qokeey l keol tchey qokeey keey qokaly	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0018	f103r	f103r.47	5	qokaly	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ssheey okeeo l lchey qokaly lcheedy oloraiin	ssheey okeeol lchey qokaly lcheedy oloraiin	seey okeeo l lchey qokaly lcheedy oloraiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0019	f103r	f103r.5	7	sheeky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy yt rkar ota okdy	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy rkar otan okdy	pocharal okedar shedy oteey qokey lkar sheeky okalor shedy yk rkar otae okdy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0020	f103v	f103v.13	3	olshy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dain eey olshy otey olshedy qotshdy okeey lr ain okan olshey	dain cseey olshy otey olshedy qotshdy okeey lr ain okan olshey	dain eey olshy otey olshed qotshdy okeey lr ain okan olshey	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0021	f104r	f104r.11	3	qokair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	otodchy lkeody qokair otoly shodar cheey okar olkeedy	otodchy lkeody qokair otoly shodor cheey okar olkeedy	otodchy lkeody qokair otoly shodar cheey okar olkeedy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0022	f104r	f104r.19	8	kary	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otor airod lshd	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otor airod lshd	toaiin chdar otar shd qotar olkchedy cheokeey kary opair otar airod lshd	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0023	f104r	f104r.20	12	alam	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	dsheoy qocthey qokchdy qokaiin chol rar cheody cheekan ar ain ar alam	dsheoy qocthey qokchdy qokaiin chol rar cheody cheeekan ar ain ar alam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0024	f104v	f104v.10	9	cheos	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	shol cheedy qokaiin qoteedy otaiin oteedy qotedor okain cheos cheeo lchey	shol cheedy qokaiin qoteedy otaiin oteedy qotedor okain cheos cheeo lchey	shol cheedy qokaiin qoteedy otaiin oteedy qotedor okain cheos cheeo lchey	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0025	f104v	f104v.17	3	cheos	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheechy cheey cheos s otkchedy cholkchy qotchdy qotol sheedy or ain cheol	ycheechy cheey cheos air otkchedy cholkchy qotchdy qotol sheedy orain cheol	ycheechy cheey cheos s otkchedy chol chy qotchdy qotol sheedy or ain cheol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0026	f104v	f104v.3	10	oeedaiin	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	shod chedy qotaiin odaiin okeol ockhey chol qokeedy qotair oeedaiin ol dl	shod chedy qotaiin odaiin okeol ockhhy chol qokeedy qotair oeedaiin ol dl	shod chedy qotaiin odaiin okeol oy chol qokeedy qotair oeedaiin ol dl	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0027	f104v	f104v.31	6	qokair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	y cheoraiin cthey chol sheody qokair qoeey cheey lkeedy	ycheoraiin cthey chol sheody qokair qoeey cheey lkeedy	y cheoraiin cthe chol sheo dy qokair qoeey cheey lkeedy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0028	f104v	f104v.33	11	chedain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar arair ary	yteeey cheeod ykeey kaiin qokaiin cheey or ol ar odar chedain etar ar air ary	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0029	f104v	f104v.37	5	kechy	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	posairy ytedar chedy shoefcheey kechy sar odl air shey qopcheey sol ain arodam	posairy ytedar chedy shoefcheey kechy sar odl air shey qopcheey sol ain orodam	posairy ytedar chedy shoefcheeykechy sar odl air shey qopcheey sol ain orodam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0030	f104v	f104v.38	12	chedain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	okechey chedy chchy qotain qokain chey or aiin cheo or aiin chedain okam	okechey chedy chchy qotain qokain chey or aiin cheo or aiin chedain okam	okechey chedy chchy qotain qokain chey or aiin cheo r aiin chedain okag	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0031	f105r	f105r.19	2	oteol	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dsechey oteol daiindy saiin chedy laiin okeeody okeeyteedy odaiin aiir al	dsechey oteol daiindy saiin chedy laiin okeeody okeeyteedy odaiin aiiral	dsechey oteol daiindy raiin che y laiin okeeody okeeyteedy odaiin aiir al	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0032	f105r	f105r.29	11	ypchedy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	oees olkeedy qockhy r aiin chol okair oteedy qopchedy odaiin ypchedy ytam	oees olkeedy qockhy raiin chol okair oteedy qopchedy odaiin ypchedy ykam	o ees olkee y qockhy raiin chol okair oteedy qopchedy odaiin ypchedy ykam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0033	f105r	f105r.35	1	ypchedy	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ypchedy okaiir opcheedy qokair dar kal otar ol qokal kor orolpchey ofory	ypchedy okaiir opcheedy qokair dar kol otar ol qokal kor orol pchey ofory	ypchedy okaiir opcheedy qokair dar kal otar al qokal kor orolpchey ofory	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0034	f105r	f105r.35	4	qokair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ypchedy okaiir opcheedy qokair dar kal otar ol qokal kor orolpchey ofory	ypchedy okaiir opcheedy qokair dar kol otar ol qokal kor orol pchey ofory	ypchedy okaiir opcheedy qokair dar kal otar al qokal kor orolpchey ofory	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0035	f105v	f105v.2	7	chkar	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ysheod ykeeedy keshed qodaiin oteodair or chkar otaiin chpor or otchy otor	ysheod ykeeedy keshed qodaiin oteodair or chkas otaiin chpor or otchy otor	ysheod ykeeedy keshed qodaiin oteodair or chkar otaiin chpor or otchy otor	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0036	f105v	f105v.20	3	chedain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kairodl lpaim	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kair odl lpaim	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kair o l lpaim	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0037	f105v	f105v.20	9	ypchedy	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kairodl lpaim	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kair odl lpaim	porair chopchdy chedain otair otchod aiin alol cheo ypchedy kair o l lpaim	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0038	f105v	f105v.28	1	oeoar	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	oeoar ar al odor aiil otaiin	oeoar ar al odor aiil otaiin	oeoar ar al odor aiil otaiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0039	f105v	f105v.9	2	qoeees	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ail l okam	lcheey qoeees y daiin okairy otchedy ockhedy otchey daiin or r ain ookam	lcheey qoeees y daiin okairy otchedy ockhe otchey daiin or r ail l okam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0040	f106r	f106r.1	6	sheky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pshdar shoefy yteedy shal korchy sheky otchedy okshed qotedy qoted yteeody	pshdar shoefy yteedy shol korchy sheky otchedy okshed qotedy qoted yteeody	pshdar shoefy yteedy shal korchy sheky otchedy okshed qotedy qoted ykeeody	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0041	f106r	f106r.14	1	ychol	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychol okaiin olcheey dolchedy otair otal chedy okeor	ychol okaiin olcheey dolchedy otais otal chedy okeor	ychol kaiin olcheey dolchedy otair otal chedy okeor	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0042	f106r	f106r.3	6	cheos	EOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	dshes lchedy lkchedy ytchdy or cheos	dshes lchedy lkchedy ytchdy orcheos	dshes lchedy lkchedy ytchdy or cheos	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0043	f106r	f106r.31	2	chkar	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	yshar chkar aiiiky ral cheol oraiin	yshar chkar aiiiky ral cheol oraiin	yshar chkar aiiiky ral cheol oraiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0044	f106r	f106r.46	1	sotchdaiin	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	sotchdaiin shodaiin otedy qokeedy qokaiin ykar qokain cheedy lol	sotchdaiin shodaiin otedy qokeedy qokaiin ykar qokain cheedy lol	sotchdaiin sh daiin ote y qokeedy qokaiin ykar qokain cheedy lol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0045	f106v	f106v.29	5	cheos	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheey olchey chedy qotaiin cheos otaiin otain chotar olos aiin cheog	ycheey olchey chedy qotaiin cheos otaiin otain chotar olos aiin cheom	ycheey olchey che y qotaiin cheos otaiin otain chotar olos aiin cheog	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0046	f106v	f106v.32	3	sheky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	polos shdair sheky keedy qoeedy qofchedy sair al pchedy ypodaiin saram	tolos shdair sheky keedy qoeedy qofchedy sair al pchedy ypodaiin saram	polos shdair sheky keedy qoeedy qofchedy sair al pchedy ypo aiin sarag	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0047	f106v	f106v.35	4	qokcho	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	shody shockhy qokeey qokcho l kchedy shdy kchedy chedy qockhey okaiin al	shody shockhy qokeey qokchol kchedy shdy kchedy chedy qockhey okaiin al	shody shockhy qokeey qokchol kched shdy kchedy chedy qockhey okaiin al	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0048	f106v	f106v.39	4	oteol	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qokaiin chey kar oteol	qokaiin chey kar oteol	qokaiin cheykar oteol	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0049	f107r	f107r.13	3	sheky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	polchls aiin sheky qokaiin opchal shedy pshedaiin otodal shedy otaral	polchls aiin sheky qokaiin opchal shedy pshedaiin otodal shedy otaral	polchls aiin sheky qokaiin opchal shedy pshe aiin otodal she y otaral	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0050	f107r	f107r.14	5	alam	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	cthedy lshedy cheolchear or alam chtaiin otarain chey qokaiin otain	cthedy lshedy cheol chear or alam chtaiin otar aiin chey qokaiin otain	cthedy lshe y cheol chear r alam chtaiin otar ain che qokaiin otain	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0051	f107r	f107r.15	1	ychol	BOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychol oiin chey qockhal al otaraiin sheky okeeey raiin airal	ychol oiin chey qockhal shal otaraiin sheky okeeey raiin airal	ychal iin chey qockhal al otar aiin sheky okeeey raiin airal	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0052	f107r	f107r.15	7	sheky	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychol oiin chey qockhal al otaraiin sheky okeeey raiin airal	ychol oiin chey qockhal shal otaraiin sheky okeeey raiin airal	ychal iin chey qockhal al otar aiin sheky okeeey raiin airal	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0053	f107r	f107r.3	2	cheos	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	olcheey cheos qokeeey ycheedy qotain ykain okeey raiin	olcheey sheos qokeeey ycheedy qotain ykain okeey raiin	olcheey cheos qokeeey ycheedy qotain ykain okeey raiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0054	f107r	f107r.4	2	chedain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	teeody chedain qoteey qokar deeoltedy otar ain chady otokcho qoked okchedy	teeody chedain qoteey qokar deeo ltedy otar ain chady otokcho qoked okchedy	teeody chedain qoteey qokar deeo ltedy otar ain chajy otokcho qoked okchedy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0055	f107r	f107r.42	5	ykchey	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	pcholky sokeey aiin oteey ykchey paichy okeey tain ar arodl kairam	pcholky sokeey aiin oteey ykchey paichy okeey tain ar arodl kairam	pcholky so keey aiin oteey ykchey paichy okeey tain ar arodl kairam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0056	f107v	f107v.1	6	qokair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	kaisar olkeeey otalkchy lkaiin otody qokair lkal chey chody otal cheey	kaisar olkeeey otalkchy lkaiin otedy qokair lkal chey chody otal cheey	kais r alkeeey otalkchy lkaiin oto y qokair lkal chey chody otal cheey	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0057	f107v	f107v.10	3	qokair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	shodaiin shey qokair qokaiin chokedy tain shedy	shodaiin shey qokair qokaiin chokedy tain shedy	shodaiin shey qokair qokaiin chokedy teiin shedy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0058	f107v	f107v.11	10	qopchcfhy	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	tshedy okal shedy qokchey chky qokeey qotaiin otol qoteedy qopchcfhy	tshedy okal shedy qokchey chky qokeey qotaiin otol qoteedy qopchcfhy	tshed okal she y qokchey chky qokeey qotaiin otol qoteedy qopchcfhy	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0059	f107v	f107v.12	7	qokaly	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	qokeey lcheol chol kaiin olkal shedy qokaly odar choty qokaiin otam	qokeey lcheol chol kaiin olkal she y qokaly odar choty qokaiin otam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0060	f107v	f107v.13	4	qokair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ycheey qokain ockheody qokair otal qokaiin otal shoy qokaiin dalam	ycheey qokain ockheody qokair otal qokaiin otal shoeky qokaiin dalam	ychee qokain ockheo y qokair otal qokaiin otal shoy qokaiin dalam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0061	f107v	f107v.39	4	oain	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	okain cheor olkaiin oain cheary raiin okoiin odaiin okaiin y	okain cheor olkaiin oain cheary raiin okaiin odaiin okaiin y	okain cheor olkaiin oain cheary raiin okoiin o aiin okaiiny	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0062	f107v	f107v.8	2	qokair	MEDIAL	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	1	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	polcheolkain qokair okeol qokol qokaiin opcheol qotedy ltedy otedam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0063	f108r	f108r.12	11	alam	EOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam	tshey okchey dain aloiin ocheey qokaiin chlam okaiin okal kain alam	tshey okchey ain alaiin ochee qokaiin chlam okaiin okal kain alam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0064	f108r	f108r.24	1	folaiin	BOS	1	1	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	folaiin y qokal lkedy qotedy qoked qotedy okal chdar al char aiin	folaiin shkhy qokal lkedy qotedy qoked qotedy okal chdar al char aiin	folaiin y qokal lkedy qote y qoked qotedy okal chdar al char aiin	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0065	f108r	f108r.4	6	sheeky	EOS	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	ychedaiin shky chdy oteeody chedor sheeky	ychedaiin shky chdy oteeody ched or sheeky	ychedaiin shky chdy oteeody ched or sheek	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
G667-T0066	f108r	f108r.43	6	kechy	MEDIAL	0	0	NONE	NONE	NONE	0	NONE	NOT_A_CONTEXT_SHORT_FORM	0	olkey okey lokeey qokedy ol kechy chedar olal oedy qckhy cheam	olkeoy okey lokeey qokedy olkechy ched ar olal oedy qckhy cseam	olkeey okey lokeey qoke y ol kechy che ar olal oedy qckhy cheam	reader agreement selects boundary confidence or a short-form merge card; it does not identify plaintext
