group_serial	diagram_id	page	locus	event_index	opaque_local_id	surface_display_only	local_formal_role	iatromedical_local_text	practical_local_text	orientation_status	f68_f69_mapping	semantic_ceiling
11	A1	f67r2	f67r2.4	2	A1:G011	sykos	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C04 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
12	A1	f67r2	f67r2.5	1	A1:G012	ykeody	COLUMN_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 5: Löwe; Körperbezirk: Herz und oberer Rücken; bei Mond	Termin-/Sektorspalte C05 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
13	A1	f67r2	f67r2.5	2	A1:G013	okchy	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C05 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
14	A1	f67r2	f67r2.6	1	A1:G014	dchetay	COLUMN_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 6: Jungfrau; Körperbezirk: Bauch und Eingeweide; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C06 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
15	A1	f67r2	f67r2.7	1	A1:G015	ykchy	COLUMN_KEY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 7: Waage; Körperbezirk: Lenden und	Termin-/Sektorspalte C07 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
16	A1	f67r2	f67r2.7	2	A1:G016	kchey	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Nieren; bei Mond in diesem Zeichen den Bezirk	Termin-/Sektorspalte C07 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
17	A1	f67r2	f67r2.7	3	A1:G017	ykchys	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C07 wählen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
18	A1	f67r2	f67r2.8	1	A1:G018	chkchdar	COLUMN_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 8: Skorpion; Körperbezirk: Genitalien und Blase; bei Mond in diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C08 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
19	A1	f67r2	f67r2.9	1	A1:G019	ykar	COLUMN_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 9: Schütze; Körperbezirk: Hüften und Oberschenkel; bei Mond in	Termin-/Sektorspalte C09 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
20	A1	f67r2	f67r2.9	2	A1:G020	ykaly	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] diesem Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C09 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
21	A1	f67r2	f67r2.10	1	A1:G021	lkshy	COLUMN_KEY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 10: Steinbock; Körperbezirk: Knie;	Termin-/Sektorspalte C10 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
22	A1	f67r2	f67r2.10	2	A1:G022	kchy	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] bei Mond in diesem Zeichen den Bezirk	Termin-/Sektorspalte C10 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
23	A1	f67r2	f67r2.10	3	A1:G023	okar	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C10 wählen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
24	A1	f67r2	f67r2.11	1	A1:G024	chky	COLUMN_KEY	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 11: Wassermann; Körperbezirk: Schienbeine und	Termin-/Sektorspalte C11 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
25	A1	f67r2	f67r2.11	2	A1:G025	chykchs	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Knöchel; bei Mond in diesem Zeichen den Bezirk	Termin-/Sektorspalte C11 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
26	A1	f67r2	f67r2.11	3	A1:G026	chy	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C11 wählen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
27	A1	f67r2	f67r2.12	1	A1:G027	ykees	COLUMN_KEY	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Zeichen 12: Fische; Körperbezirk: Füße; bei Mond in diesem	Termin-/Sektorspalte C12 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
28	A1	f67r2	f67r2.12	2	A1:G028	ykchos	COLUMN_DESCRIPTOR_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Zeichen den Bezirk schonen und dort keinen starken Eingriff vornehmen.	Termin-/Sektorspalte C12 wählen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
29	A1	f67r2	f67r2.13	1	A1:G029	opodchol	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Bestimme zuerst den	Lookup-Anweisungsblock I01 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
30	A1	f67r2	f67r2.13	2	A1:G030	s	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] Tag und danach	Lookup-Anweisungsblock I01 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
31	A1	f67r2	f67r2.13	3	A1:G031	ain	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] die planetarische Stunde	Lookup-Anweisungsblock I01 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
32	A1	f67r2	f67r2.13	4	A1:G032	aldy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] der vorgesehenen Maßnahme.	Lookup-Anweisungsblock I01 lesen; Fragment 04 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
33	A1	f67r2	f67r2.14	1	A1:G033	soeey	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Nenne den Kranken, seine	Lookup-Anweisungsblock I02 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
34	A1	f67r2	f67r2.14	2	A1:G034	doiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] Stärke und die	Lookup-Anweisungsblock I02 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
35	A1	f67r2	f67r2.14	3	A1:G035	oldy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] sichtbar betroffene Körperstelle.	Lookup-Anweisungsblock I02 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
36	A1	f67r2	f67r2.15	1	A1:G036	dolchsody	ROW_KEY	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Planet 1: Saturn; überlieferte Grundqualität: kalt und trocken; als Tages- oder Stundenherr prüfen.	Werk-/Ressourcenreihe R01 wählen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
37	A1	f67r2	f67r2.16	1	A1:G037	odaeiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Suche den Herrscher	Lookup-Anweisungsblock I03 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
38	A1	f67r2	f67r2.16	2	A1:G038	okoes	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] aus der Siebenerreihe	Lookup-Anweisungsblock I03 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
39	A1	f67r2	f67r2.16	3	A1:G039	oekain	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] und bewahre	Lookup-Anweisungsblock I03 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
40	A1	f67r2	f67r2.16	4	A1:G040	y	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] seine Grundqualität.	Lookup-Anweisungsblock I03 lesen; Fragment 04 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
41	A1	f67r2	f67r2.17	1	A1:G041	otchey	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Unterscheide warme, kalte, trockene	Lookup-Anweisungsblock I04 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
42	A1	f67r2	f67r2.17	2	A1:G042	soraiir	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] und feuchte Wirkung	Lookup-Anweisungsblock I04 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
43	A1	f67r2	f67r2.17	3	A1:G043	dy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] nur als Exemplarregel.	Lookup-Anweisungsblock I04 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
44	A1	f67r2	f67r2.18	1	A1:G044	qopchy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Bestimme das Zeichen, in	Lookup-Anweisungsblock I05 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
45	A1	f67r2	f67r2.18	2	A1:G045	daiin	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] dem der Mond zur	Lookup-Anweisungsblock I05 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
46	A1	f67r2	f67r2.18	3	A1:G046	dal	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] fraglichen Stunde steht.	Lookup-Anweisungsblock I05 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
47	A1	f67r2	f67r2.19	1	A1:G047	ydchos	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/4; KEINE KARTENGLOSSE] Ordne dem Zeichen	Lookup-Anweisungsblock I06 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
48	A1	f67r2	f67r2.19	2	A1:G048	ain	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/4; KEINE KARTENGLOSSE] den Körperbezirk	Lookup-Anweisungsblock I06 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
49	A1	f67r2	f67r2.19	3	A1:G049	ar	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/4; KEINE KARTENGLOSSE] aus der	Lookup-Anweisungsblock I06 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
50	A1	f67r2	f67r2.19	4	A1:G050	amy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 4/4; KEINE KARTENGLOSSE] Zwölferreihe zu.	Lookup-Anweisungsblock I06 lesen; Fragment 04 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
51	A1	f67r2	f67r2.20	1	A1:G051	chocfhy	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Ist gerade dieser Körperbezirk betroffen, so	Lookup-Anweisungsblock I07 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
52	A1	f67r2	f67r2.20	2	A1:G052	saral	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] schone ihn in dieser Stunde.	Lookup-Anweisungsblock I07 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
53	A1	f67r2	f67r2.21	1	A1:G053	sain	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Verschiebe Aderlass, Schröpfen	Lookup-Anweisungsblock I08 lesen; Fragment 01 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
54	A1	f67r2	f67r2.21	2	A1:G054	am	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] oder Schnitt am	Lookup-Anweisungsblock I08 lesen; Fragment 02 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
55	A1	f67r2	f67r2.21	3	A1:G055	ar	LOOKUP_INSTRUCTION_FRAGMENT	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] beherrschten Körperbezirk.	Lookup-Anweisungsblock I08 lesen; Fragment 03 als opaken Merker bewahren	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	PAGE_LOCAL_EXEMPLAR_NOT_WORD_OR_PROSE_CARD
