statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	constituent_loci	physical_line_count	internal_cross_line_boundaries	event_count	event_serials	exact_card_sequence	closure_sequence	entry_boundary_class	exit_boundary_class	ordered_template_sequence	parse_status	recognized_event_count	exemplar_only_event_count	record_reset_status	pre_state	owner_active_target_previous_operations	inferred_missing_slots	operation_trace	post_state	backward_from_full_transition_log	backward_from_post_state_only	iatromedical_statement_exemplar	practical_statement_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	strongest_segmentation_rival	semantic_contract
B1-S008	B1	f81v	8	F030	f81v.18	1	NONE	5	132|133|134|135|136	b921a237be883a820352|dcda95c81a5460feb191|d904bf7b044dd3922781|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	F030:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > LINK_ACTIVE > EXEMPLAR_ONLY > LINK_ACTIVE > EXEMPLAR_ONLY	AMBIGUOUS	2	3	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	CARRY/CARRY/CARRY/RESUME	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I003) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B1:I002) -> PREVIOUS_ITEM:RESUME(B1:I002;LOCAL_FILLER)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	YES	NO	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A020:Diese aktive Portion] ; [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;PREVIOUS_ITEM=B1:I002] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:bei sanfter Wärme] ; [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;PREVIOUS_ITEM=B1:I002] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung] ; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F030] ; LOCAL_EXEMPLAR[Rückstand vom Filter abnehmen;keine Kartenbedeutung] ; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F030] ; LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 10/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S009	B1	f81v	9	F031	f81v.18	1	NONE	1	137	7db18b2f0fb7ed0fcfd3	F031:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TERMINAL_FLUSH	UNIQUE	1	0	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I003) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B1:I002) -> TARGET/STATION:INTRODUCE(B1:T008;LOCAL_MARKED_TARGET)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008;PREVIOUS_ITEM=B1:I002	YES	YES	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 11/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S010	B1	f81v	10	F032	f81v.18	1	NONE	1	138	7db18b2f0fb7ed0fcfd3	F032:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TERMINAL_FLUSH	UNIQUE	1	0	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T008;PREVIOUS_ITEM=B1:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I003) -> TARGET/STATION:CARRY(B1:T008) -> PREVIOUS_ITEM:CARRY(B1:I002) -> TARGET/STATION:INTRODUCE(B1:T009;LOCAL_MARKED_TARGET)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009;PREVIOUS_ITEM=B1:I002	YES	NO	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A020:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=temperieren [Ganzfeldexemplar B1, Feld 12/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S011	B1	f81v	11	F033	f81v.18	1	NONE	2	139|140	2cc8bb3c2af19607888f|276a7c2d74d1143446f4	F033:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	START_NEW_CLAUSE	EXEMPLAR_ONLY > ACTION_APPLY	AMBIGUOUS	1	1	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T009;PREVIOUS_ITEM=B1:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I003) -> TARGET/STATION:CARRY(B1:T009) -> PREVIOUS_ITEM:CARRY(B1:I002) -> TARGET/STATION:INTRODUCE(B1:T010;LOCAL_CONNECTED_RUNS)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010;PREVIOUS_ITEM=B1:I002	YES	NO	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A020:durch die verbundenen Läufe] ; [CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010] [EXEMPLAR:A001+A005+A011+A015+A020:die Badecharge am vorgesehenen Waschplatz gebrauchen]	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung] ; ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F033]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 13/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S012	B1	f81v	12	F034	f81v.21	1	NONE	3	141|142|143	be0974b366c981dc1eef|08bd5ca0c2ad137a056d|2e7e89e0bd12b999c280	F034:TERMINAL	START_NEW_CLAUSE	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	3	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I003;TARGET/STATION=B1:T010;PREVIOUS_ITEM=B1:I002	CARRY/INTRODUCE/RESET/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B1:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B1:I003) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B1:I004) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	YES	NO	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A005+A011+A015+A020:beginne die Spülung] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A008+A011+A020:warmes Wasser] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A020:wasche einmal und beende diesen Durchgang]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[vorigen Arbeitsstand aufnehmen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=NEXT_PARALLEL_CELL: Anwendung und Spülung können gleichrangige Workcells sein.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 14/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S013	B1	f81v	13	F035	f81v.21	1	NONE	1	144	2e7e89e0bd12b999c280	F035:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I004) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B1:I003)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	YES	YES	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A020:wasche einmal und beende diesen Durchgang]	LOCAL_EXEMPLAR[Charge ruhig stehen lassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 15/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S014	B1	f81v	14	F036	f81v.21	1	NONE	5	145|146|147|148|149	6f7ff8287eddf4da9fdb|c205570c49d4d93c23d3|433713294b25b0a12f66|dcda95c81a5460feb191|b6b654722e55729cc947	F036:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	NEXT_PARALLEL_CELL	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > LINK_ACTIVE > EXEMPLAR_ONLY	AMBIGUOUS	1	4	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I003	CARRY/CARRY/INTRODUCE/RESUME	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I004) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B1:I003) -> PREVIOUS_ITEM:RESUME(B1:I003;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B1:T011;LOCAL_MARKED_TARGET) -> TARGET/STATION:INTRODUCE(B1:T012;LOCAL_LOWER_BASIN) -> TARGET/STATION:INTRODUCE(B1:T013;LOCAL_LOWER_OUTLET)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=B1:T013;PREVIOUS_ITEM=B1:I003	YES	NO	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A010+A011+A013+A020:rühre, bis alles gleichmäßig vermischt ist] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A004+A011+A020:die betroffene Stelle] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A011+A020:das untere Becken] ; [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I004;PREVIOUS_ITEM=B1:I003] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A003+A009+A011+A020:benutze danach den unteren Ablauf]	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Rücklauf im unteren Becken auffangen;keine Kartenbedeutung] ; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F036] ; LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 16/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S015	B1	f81v	15	F037	f81v.24	1	NONE	2	150|151	a7af89ab31ce5e247395|07913ef9b1fb773cd325	F037:TERMINAL	NEXT_PARALLEL_CELL	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I004;TARGET/STATION=B1:T013;PREVIOUS_ITEM=B1:I003	CARRY/INTRODUCE/RESET/INTRODUCE	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B1:O01) -> PREVIOUS_ITEM:INTRODUCE_FROM_ACTIVE(B1:I004) -> ACTIVE_ITEM/PREPARATION:INTRODUCE(B1:I005) -> TARGET/STATION:RESET(NEW_OR_PARALLEL_CLAUSE)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	YES	NO	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A009+A011+A020:fülle danach das Gefäß] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A008+A011+A020:lasse es abkühlen und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=CONTINUE_SAME_CLAUSE: dieselbe Apparatur kann über den Zeilenreset weiterlaufen.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 17/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S016	B1	f81v	16	F038	f81v.24	1	NONE	4	152|153|154|155	308e8ea2d5d190c498e8|0275fbf14e07935b0a45|dcda95c81a5460feb191|bc4f1f5c006c74a4d26d	F038:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TARGET_ASSIGN > ACTION_TEMPER > LINK_ACTIVE > EXEMPLAR_ONLY	AMBIGUOUS	3	1	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	CARRY/CARRY/CARRY/RESUME	OWNER | ACTIVE_ITEM/PREPARATION | PREVIOUS_ITEM	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I005) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B1:I004) -> PREVIOUS_ITEM:RESUME(B1:I004;LOCAL_FILLER)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	YES	NO	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B1:O01;TARGET/STATION=UNSET] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen] ; [CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I005] [EXEMPLAR:A005+A008+A011+A015+A020:die Charge für den vorgesehenen Gebrauch temperieren] ; [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B1:I005;PREVIOUS_ITEM=B1:I004] [EXEMPLAR:A010+A011+A013+A020:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOKALEN_RELATIONSSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0] ; TEMPERIEREN?=aktive Charge gelinde erwärmen ; LOCAL_ARGUMENT[aktive Charge an der Wärmestelle von Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0] ; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F038] ; LOCAL_EXEMPLAR[warmen Stand halten;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B1, Feld 18/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S017	B1	f81v	17	F039	f81v.24	1	NONE	3	156|157|158	dd0ecaf5e27d81befffc|a06244ef1f2b37ca44c1|d225b7a7b95da7aee437	F039:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TARGET_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	2	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=UNSET;PREVIOUS_ITEM=B1:I004	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I005) -> TARGET/STATION:CARRY(UNSET) -> PREVIOUS_ITEM:CARRY(B1:I004) -> TARGET/STATION:INTRODUCE(B1:T014;LOCAL_MARKED_TARGET) -> TARGET/STATION:INTRODUCE(B1:T015;LOCAL_FIRST_OPENING)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	YES	NO	[CARD:ZIEL?] [REGISTER:OWNER=B1:O01;TARGET/STATION=B1:T015] [EXEMPLAR:A003+A010+A011+A013+A014+A020:den aktiven Posten an der örtlich bezeichneten Station führen] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A003+A009+A011+A014+A020:die erste Öffnung] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A006+A011+A012+A020:seihe es klar und beende den Schritt]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Grundbecken A mit Wärmestelle W1, Rinne R1 und Rücklauf R0] ; LOCAL_EXEMPLAR[Schieber am Abgang öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 19/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S018	B1	f81v	18	F040|F041	f81v.24|f81v.27	2	B1-LB06	4	159|160|161|162	b38d70daefd663d74625|74c76d589d44120f647b|2c82523794dcb7d2b343|3b70942557b3a40e8030	F040:OPEN > F041:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	4	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T015;PREVIOUS_ITEM=B1:I004	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I005) -> TARGET/STATION:CARRY(B1:T015) -> PREVIOUS_ITEM:CARRY(B1:I004) -> TARGET/STATION:INTRODUCE(B1:T016;LOCAL_MARKED_TARGET)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	YES	NO	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A002+A009+A011+A020:fülle danach das Gefäß] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A004+A011+A014+A020:wende es an der markierten Stelle an] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:bis es klar ist] ; [REGISTER:OWNER=B1:O01] [EXEMPLAR:A001+A011+A020:lasse die Flüssigkeit sich setzen und beende den Schritt]	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Leitungsöffnung ausstreichen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Beckenrand reinigen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=NEXT_PARALLEL_CELL: F041 kann eine neue Zielzelle nach dem Füllen sein.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 20/24] || weitergeben [Ganzfeldexemplar B1, Feld 21/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B1-S019	B1	f81v	19	F042	f81v.27	1	NONE	1	163	bc4f1f5c006c74a4d26d	F042:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B1:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B1:I005) -> TARGET/STATION:CARRY(B1:T016) -> PREVIOUS_ITEM:CARRY(B1:I004)	OWNER=B1:O01;ACTIVE_ITEM/PREPARATION=B1:I005;TARGET/STATION=B1:T016;PREVIOUS_ITEM=B1:I004	YES	YES	[REGISTER:OWNER=B1:O01] [EXEMPLAR:A011+A012+A020:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[Rücklaufleitung öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=weitergeben [Ganzfeldexemplar B1, Feld 22/24]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
