unified_group_id	unified_group_ordinal	namespace	unit_id	page	source_locus	field_or_local_address	statement_or_local_locus	opaque_exact_or_local_id	surface_display_only	formal_layer	working_mnemonic_or_UNKNOWN_EXEMPLAR	parser_or_layout_role	iatromedical_local_exemplar	practical_local_exemplar	terminal_field_line_layer	state_contract	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	semantic_contract
U0011	11	PROSE_EXACT_JOINT_CARD	H1	f10r	f10r.5	F002	H1-S002	P:9ad66e67803a12e745de	qokchy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[EXEMPLAR:nimm den frischen ersten Lauf]	LOCAL[gelagerten Wurzelrest H1-R02 aufnehmen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0012	12	PROSE_EXACT_JOINT_CARD	H1	f10r	f10r.5	F002	H1-S002	P:e8a6105b5c3a6220b440	qotchol	FRAME_OT|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:erwärme ihn gelinde]	LOCAL[zweiten Auszug gelinde erwärmen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0013	13	PROSE_EXACT_JOINT_CARD	H1	f10r	f10r.5	F002	H1-S002	P:dcda95c81a5460feb191	chol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H1:I001 fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formale Verknüpfung mit dem laufenden Wurzelauszug H1-P01 buchen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0014	14	PROSE_EXACT_JOINT_CARD	H1	f10r	f10r.5	F002	H1-S002	P:e0b630cb1b5df5e7105b	cthy	OPAQUE_EXACT_CARD|NONE	BEREIT?	STATE_GATE	[CARD:BEREIT?] [EXEMPLAR:bis zum örtlichen Gebrauchszustand]	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL[Arbeitsstand H1-P02 freigeben]	NONCLOSE|OPEN_FIELD_CUT>LINE_RESET	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0015	15	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:7249edc4df3419c26999	ycheor	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[IMAGE:Blütenköpfe und junge Blätter derselben Teufelsabbiss-Pflanze]	LOCAL[Bildbesitzer H2 als Oberteil-Los H2-R01 eröffnen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0016	16	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:e0b630cb1b5df5e7105b	cthy	OPAQUE_EXACT_CARD|NONE	BEREIT?	STATE_GATE	[CARD:BEREIT?] [EXEMPLAR:wenn sie eben aufgehen]	BEREIT?=Freigabestand der aktiven Charge prüfen ; LOCAL[Erntegut als verarbeitungsbereit markieren]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0017	17	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:7a4bb8136330ee4e6e56	chor	OPAQUE_EXACT_CARD|NONE	ANSATZ?	LINK_ACTIVE	[CARD:ANSATZ?] [REGISTER:H2:I001 als frischen Ansatz führen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[gepresste Arbeitsflüssigkeit H2-P01 als aktiven Ansatz führen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0018	18	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:f3c23f42baf625639e1e	cthaiin	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:zerstoße das Kraut]	LOCAL[Stängel und obere Blätter grob quetschen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0019	19	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:af816c04e65874a0f2fa	qoctholy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:presse den Saft durch ein Tuch]	LOCAL[austretende Pflanzenflüssigkeit auffangen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0020	20	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:b921a237be883a820352	dy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[EXEMPLAR:fange die erste Fraktion auf]	LOCAL[Pressgut mit Wasser nachziehen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0021	21	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:b921a237be883a820352	chy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:gib Olivenöl hinzu]	LOCAL[beide Flüssigkeiten zusammenführen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0022	22	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:2f1c5e56e8f0ff459065	taiin	OPAQUE_EXACT_CARD|NONE	MASS?	PARAMETER_ASSIGN	[CARD:MASS?] [EXEMPLAR:ein örtlich vorgeschriebenes Maß]	MASS?=vorgesehenen Mengenwert buchen ; LOCAL[Sollmenge für H2-P01 buchen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0023	23	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.6	F003	H2-S001	P:b921a237be883a820352	shy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:erwärme gelinde]	LOCAL[Pressrückstand als Nebenfraktion H2-R02 markieren]	NONCLOSE|OPEN_FIELD_CUT>LINE_RESET	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0024	24	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	P:10488b911aae52b3b334	qotchor	FRAME_OT|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[IMAGE:nimm vor voller Blüte eine zweite Portion der Spitzen]	LOCAL[frühe Erntefraktion H2-R03 eröffnen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0025	25	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	P:7a4bb8136330ee4e6e56	chor	OPAQUE_EXACT_CARD|NONE	ANSATZ?	LINK_ACTIVE	[CARD:ANSATZ?] [REGISTER:H2:I001 fortführen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P01 als aktiven Ansatz ansprechen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0026	26	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	P:497cbd9c7401810ff56b	otol	FRAME_OT|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[EXEMPLAR:eine Handvoll]	LOCAL[eine Teilmenge H2-R03 in ein Vergleichsgefäß geben]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0027	27	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	P:dcda95c81a5460feb191	chol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I001 fortführen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[formalen aktiven Link zwischen Vergleichsgefäß und laufender Charge setzen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0028	28	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	P:dec401773c1f0347793d	cholor	OPAQUE_EXACT_CARD|NONE	VORIGES?	SELECT_PREVIOUS	[CARD:VORIGES?] [REGISTER:H2:I001 als vorigen Posten aufnehmen]	VORIGES?=vorige Charge wieder aufnehmen ; LOCAL[vorige Charge H2-P01 wieder aufnehmen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0029	29	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	P:dcda95c81a5460feb191	chol	LINK_ACTIVE_STATE+FRAME_O|AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	LINK_ACTIVE	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN; keine Wortbedeutung] [REGISTER:H2:I002 führen]	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[diese vorige Charge an Vergleich H2-P02 verknüpfen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0030	30	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	P:2f1c5e56e8f0ff459065	daiin	OPAQUE_EXACT_CARD|VORGABEPARAMETER?	MASS?	PARAMETER_ASSIGN	[CARD:MASS?] [FORMAL:VORGABEPARAMETER?; keine Wortbedeutung] [EXEMPLAR:ein gleiches örtliches Maß]	MASS?=vorgesehenen Mengenwert buchen ; VORGABEPARAMETER?=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL[Sollmenge für H2-P02 buchen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0031	31	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.8	F004	H2-S002	P:4d4559019a961b834aa1	dar	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:verbinde beide Fraktionen]	LOCAL[frühe Fraktion vollständig mazerieren]	NONCLOSE|OPEN_FIELD_CUT>LINE_RESET	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0032	32	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.9	F005	H2-S003	P:27d97af8c96eb056c2e6	oykchor	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:gib die Fraktionen in ein glasiertes Gefäß]	LOCAL[späte Erntefraktion H2-R04 eröffnen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0033	33	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.9	F005	H2-S003	P:7a4bb8136330ee4e6e56	shor	OPAQUE_EXACT_CARD|NONE	ANSATZ?	LINK_ACTIVE	[CARD:ANSATZ?] [REGISTER:H2:I003 als Salbenansatz führen]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[H2-P02 als ersten aktiven Ansatz führen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0034	34	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.9	F005	H2-S003	P:7a4bb8136330ee4e6e56	chor	OPAQUE_EXACT_CARD|NONE	ANSATZ?	LINK_ACTIVE	[CARD:ANSATZ?] [REGISTER:H2:I003 wiederholt; Slotkonflikt bleibt sichtbar]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL[späte Teilcharge H2-P03 als zweiten aktiven Ansatz führen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0035	35	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.9	F005	H2-S003	P:b921a237be883a820352	chy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:rühre bei kleinem Feuer]	LOCAL[beide Ernteauszüge in getrennten Gefäßen umrühren]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0036	36	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.9	F005	H2-S003	P:409de02322e7b2ca0c62	kaiiin	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[EXEMPLAR:bis eine weiche Salbe entsteht]	LOCAL[beide durch dasselbe Tuch seihen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0037	37	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.9	F005	H2-S003	P:b921a237be883a820352	dy	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:bewahre sie bedeckt]	LOCAL[Farbe und Bodensatz als Vergleichsmerkmale notieren]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0038	38	PROSE_EXACT_JOINT_CARD	H2	f10r	f10r.9	F005	H2-S003	P:834825c61d048a6b5628	chodaiin	FRAME_O|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:lege sie äußerlich auf ein Geschwür oder eine harte Schwellung]	LOCAL[Vergleichspaar H2-P02/H2-P03 verschlossen lagern]	NONCLOSE|OPEN_FIELD_CUT>LINE_RESET	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0039	39	PROSE_EXACT_JOINT_CARD	H3	f11r	f11r.1	F006	H3-S001	P:953ad19b79517fc8a211	tshol	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[IMAGE:Blüten und junge Blätter des Duftveilchens] [GENRE:im ersten Frühjahr nehmen]	LOCAL[Bildbesitzer H3 als Blüten-Kraut-Los H3-R01 eröffnen]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
U0040	40	PROSE_EXACT_JOINT_CARD	H3	f11r	f11r.1	F006	H3-S001	P:428a5e3662aa57b4b256	schoal	OPAQUE_EXACT_CARD|NONE	UNKNOWN_EXEMPLAR	EXEMPLAR_ONLY	[GENRE:in reinem Wein kochen]	LOCAL[junge oberirdische Teile sammeln]	NONCLOSE|APPEND_FIELD>SPACE	FOUR_RECORD_LOCAL_REGISTERS	NONE;DUAL_UNRESOLVED	NO	PASS	NO_CONFIRMED_LEXEME;NO_PAGE_HOST_OR_COMPONENT_MEANING;LOCAL_DUAL_TEXT_NOT_CARD_VALUE
